"DB","DB_i","ID","RA_ICRS","DE_ICRS","GLON","GLAT","plx","pmRA","pmDE","fnames","UCC_ID","quad","dups_fnames","dups_probs","r_50","N_fixed","N_membs","fixed_cent","cent_flags","C1","C2","C3","N_50","GLON_m","GLAT_m","RA_ICRS_m","DE_ICRS_m","plx_m","pmRA_m","pmDE_m","Rv_m","N_Rv","N_ex_cls"
"KHARCHENKO12;LOKTIN17;BICA19;CANTAT20;HUNT23","112;257;1910;350;1419","ESO 092 18;MWSC 1781",153.73,-64.611,287.1237,-6.6575,0.032,-3.551,2.761,"eso09218;mwsc1781","UCC G287.1-06.6","Q4N","nan","nan",1.1,False,362.0,True,"000",0.99,0.61,"AB",237.0,287.124,-6.656,153.732,-64.611,0.017,-3.589,2.723,56.435,6.0,1.0
"HUNT23","3543","HSC 2365",153.73471,-64.61671,287.1287,-6.6611,0.176,-3.505,2.741,"hsc2365","UCC G287.1-06.6a","Q4N","nan","nan",1.4,False,366.0,False,"000",1.0,0.48,"AC",167.0,287.131,-6.655,153.749,-64.614,0.188,-3.442,2.721,"nan",0.0,1.0
"HE22;HUNT23","28;329","CWNU 29",133.02352,-72.55502,287.1608,-17.5144,1.699,-6.328,8.451,"cwnu29","UCC G287.1-17.5","Q4N","nan","nan",37.1,False,57.0,False,"000",0.19,0.58,"DB",54.0,287.163,-17.509,133.195,-72.597,1.563,-6.424,8.42,5.817,9.0,1.0
"HAO22","544","OC 0545",159.32421,-60.56976,287.1725,-1.8696,0.171,-5.329,2.552,"oc0545","UCC G287.1-01.8","Q4N","oc0546;teutschj103736034","0.62;0.76",1.4,False,65.0,False,"000",0.92,0.88,"AA",50.0,287.178,-1.867,159.334,-60.572,0.161,-5.31,2.563,23.852,3.0,8.0
"HAO22","545","OC 0546",159.33584,-60.57108,287.1781,-1.868,0.128,-5.315,2.549,"oc0546","UCC G287.1-01.8a","Q4N","oc0545;teutschj103736034","0.62;0.77",2.0,False,125.0,False,"000",0.93,0.83,"AA",90.0,287.177,-1.869,159.333,-60.571,0.161,-5.312,2.558,24.656,4.0,8.0
"BICA19;HUNT23","3447;5143","Teutsch J1037.3-6034",159.33403,-60.57285,287.1782,-1.8699,0.15,-5.333,2.569,"teutschj103736034","UCC G287.1-01.8b","Q4N","oc0545;oc0546","0.76;0.77",2.0,False,125.0,False,"000",0.87,0.79,"AA",91.0,287.178,-1.869,159.334,-60.571,0.16,-5.314,2.562,24.656,4.0,8.0
"BICA19","3448","Teutsch J1038.7-6018",159.67227,-60.29964,287.19,-1.55,"nan","nan","nan","teutschj103876018","UCC G287.1-01.5","Q4N","nan","nan",1.6,False,25.0,True,"000",0.16,0.48,"DC",0.0,287.206,-1.549,159.716,-60.304,0.178,-5.608,2.35,"nan",0.0,6.0
"HUNT23","3544","HSC 2367",150.49093,-66.62477,287.2226,-9.0721,0.305,-5.615,2.769,"hsc2367","UCC G287.2-09.0","Q4N","nan","nan",3.8,False,25.0,True,"000",0.24,0.28,"DC",0.0,287.214,-9.077,150.467,-66.617,0.292,-5.634,2.833,-5.048,1.0,0.0
"CANTAT20;CASTRO20;HUNT23","1452;170;5322","UBC 261",159.52,-60.503,287.2237,-1.7642,0.222,-5.6,2.632,"ubc261","UCC G287.2-01.7","Q4N","nan","nan",4.9,False,25.0,True,"000",0.62,0.66,"BB",0.0,287.244,-1.745,159.567,-60.499,0.23,-5.608,2.637,"nan",0.0,33.0
"HAO22","546","OC 0547",159.51698,-60.51646,287.229,-1.7767,0.271,-5.618,2.645,"oc0547","UCC G287.2-01.7a","Q4N","nan","nan",1.7,False,25.0,False,"000",0.61,0.75,"BB",0.0,287.226,-1.763,159.518,-60.496,0.269,-5.624,2.694,"nan",0.0,12.0
"HUNT23","3545","HSC 2368",162.15423,-58.03443,287.2455,1.0469,0.375,-7.097,2.816,"hsc2368","UCC G287.2+01.0","Q4P","nan","nan",4.8,False,33.0,False,"000",0.44,0.62,"CB",23.0,287.201,1.078,162.103,-57.983,0.379,-7.094,2.829,"nan",0.0,2.0
"HUNT23","3546","HSC 2369",161.16754,-59.03243,287.2485,-0.0761,0.443,-5.821,2.303,"hsc2369","UCC G287.2+00.0","Q4P","nan","nan",6.6,False,57.0,False,"000",0.6,0.71,"BB",42.0,287.184,-0.089,161.044,-59.019,0.446,-5.843,2.321,"nan",0.0,7.0
"HUNT23","3547","HSC 2370",160.5364,-59.91104,287.3803,-1.002,0.466,-7.185,2.884,"hsc2370","UCC G287.3-01.0","Q4N","nan","nan",3.5,False,37.0,False,"000",0.78,0.63,"AB",29.0,287.387,-0.996,160.548,-59.914,0.467,-7.183,2.882,"nan",0.0,8.0
"HAO22","547","OC 0548",159.95179,-60.46878,287.393,-1.6308,0.184,-5.59,2.638,"oc0548","UCC G287.3-01.6","Q4N","nan","nan",1.5,False,50.0,False,"000",0.9,0.83,"AA",37.0,287.394,-1.641,159.951,-60.475,0.198,-5.593,2.67,31.563,2.0,8.0
"LOKTIN17;CANTAT20;DIAS21;HUNT23","1015;1291;1139;5161","Trumpler 15",161.177,-59.369,287.4102,-0.3713,0.398,-6.209,2.016,"trumpler15","UCC G287.4-00.3","Q4N","nan","nan",3.9,False,918.0,False,"000",1.0,0.73,"AB",501.0,287.411,-0.37,161.174,-59.367,0.392,-6.126,2.111,12.037,10.0,6.0
"LOKTIN17;CANTAT20;DIAS21;HUNT23","1014;1290;1138;5160","Trumpler 14",160.986,-59.553,287.4107,-0.5794,0.385,-6.54,2.076,"trumpler14","UCC G287.4-00.5","Q4N","nan","nan",2.7,False,974.0,False,"000",1.0,0.64,"AB",870.0,287.413,-0.571,160.993,-59.549,0.388,-6.529,2.06,-20.463,32.0,8.0
"CHI23_3","838","CWWDL 13402",160.615,-59.934,287.4259,-1.0035,0.444,-7.531,2.641,"cwwdl13402","UCC G287.4-01.0","Q4N","nan","nan",4.8,False,40.0,False,"000",0.85,0.67,"AB",31.0,287.392,-0.993,160.557,-59.914,0.467,-7.184,2.882,91.635,1.0,10.0
"HAO22;HUNT23","548;4738","OC 0549",158.2824,-62.01842,287.462,-3.3747,0.578,-5.644,5.339,"oc0549","UCC G287.4-03.3","Q4N","nan","nan",8.7,False,38.0,False,"000",0.98,0.55,"AB",38.0,287.457,-3.362,158.261,-62.005,0.577,-5.601,5.337,1.216,4.0,4.0
"LOKTIN17","168","Collinder232",161.16,-59.559,287.4914,-0.5433,"nan","nan","nan","collinder232","UCC G287.4-00.5a","Q4N","nan","nan",2.4,False,128.0,True,"000",0.9,0.6,"AB",89.0,287.482,-0.537,161.142,-59.551,0.399,-6.521,1.946,-36.156,7.0,4.0
"HUNT23","3548","HSC 2372",157.36707,-62.88252,287.541,-4.3337,0.358,-4.562,1.95,"hsc2372","UCC G287.5-04.3","Q4N","nan","nan",4.2,False,25.0,True,"000",0.28,0.37,"CC",0.0,287.554,-4.321,157.387,-62.883,0.354,-4.518,1.932,-28.6,1.0,1.0
"LOKTIN17;CANTAT20;DIAS21;HUNT23","1016;1292;1140;5162","Trumpler 16",161.253,-59.7,287.5988,-0.6461,0.389,-6.864,2.509,"trumpler16","UCC G287.5-00.6","Q4N","nan","nan",3.2,False,418.0,False,"000",1.0,0.79,"AA",367.0,287.602,-0.656,161.255,-59.713,0.403,-6.926,2.615,12.555,20.0,10.0
"CANTAT20;CASTRO20;DIAS21;HUNT23","1675;411;1329;5488","UBC 504",159.738,-61.099,287.6076,-2.2325,0.174,-5.743,2.921,"ubc504","UCC G287.6-02.2","Q4N","nan","nan",17.6,False,38.0,False,"000",0.55,0.52,"BB",3.0,287.587,-2.227,159.705,-61.093,0.171,-5.815,2.958,-1.09,2.0,27.0
"HE23;HUNT23","1330;1166","CWNU 2601",159.20496,-61.57054,287.6159,-2.7688,0.175,-5.132,2.143,"cwnu2601","UCC G287.6-02.7","Q4N","nan","nan",2.3,False,102.0,False,"000",0.89,0.82,"AA",68.0,287.622,-2.767,159.216,-61.569,0.163,-5.129,2.145,14.996,3.0,1.0
"HE23","1063","CWNU 2334",160.51049,-60.44648,287.624,-1.479,0.244,-5.188,2.551,"cwnu2334","UCC G287.6-01.4","Q4N","nan","nan",2.0,False,65.0,False,"000",0.86,0.91,"AA",37.0,287.667,-1.494,160.57,-60.481,0.258,-5.605,2.627,5.214,1.0,2.0
"HE23;HUNT23","1251;1127","CWNU 2522",163.58332,-57.36402,287.6311,1.9871,0.376,-6.696,2.648,"cwnu2522","UCC G287.6+01.9","Q4P","nan","nan",4.4,False,25.0,False,"000",0.13,0.41,"DC",0.0,287.61,1.968,163.521,-57.365,0.311,-6.536,2.283,29.436,1.0,0.0
"CANTAT20;CASTRO20;HUNT23","1676;412;5489","UBC 505",160.939,-60.107,287.6504,-1.0794,0.295,-5.926,2.205,"ubc505","UCC G287.6-01.0","Q4N","nan","nan",5.8,False,87.0,False,"000",0.72,0.91,"BA",31.0,287.654,-1.117,160.922,-60.141,0.271,-5.984,2.235,-2.603,2.0,79.0
"CANTAT20;CASTRO20;DIAS21;HUNT23","1453;171;1210;5323","UBC 262",160.562,-60.48,287.6623,-1.4964,0.267,-5.551,2.599,"ubc262","UCC G287.6-01.4a","Q4N","nan","nan",1.7,False,60.0,False,"000",0.99,1.0,"AA",30.0,287.667,-1.495,160.564,-60.483,0.265,-5.591,2.622,5.214,1.0,78.0
"LOKTIN17;HUNT23","167;1318","Collinder 228",161.00292,-60.08895,287.67,-1.0485,0.399,-6.668,1.92,"collinder228","UCC G287.6-01.0a","Q4N","oc0550","0.71",4.5,False,154.0,False,"000",1.0,0.6,"AB",113.0,287.677,-1.032,161.02,-60.085,0.399,-6.657,1.927,-8.58,3.0,8.0
"KHARCHENKO12","69","FSR 1554",149.704,-67.739,287.6707,-10.1396,"nan","nan","nan","fsr1554","UCC G287.6-10.1","Q4N","nan","nan",3.5,False,25.0,True,"000",0.7,0.25,"BC",0.0,287.673,-10.13,149.759,-67.742,0.154,-5.674,4.44,44.397,4.0,0.0
"KHARCHENKO12","202","Loden 213",159.037,-61.837,287.6787,-3.0398,"nan","nan","nan","loden213","UCC G287.6-03.0","Q4N","nan","nan",2.2,False,25.0,True,"000",0.19,0.33,"DC",0.0,287.675,-3.052,159.02,-61.849,0.178,-4.349,2.601,35.305,1.0,2.0
"HAO22","549","OC 0550",161.0225,-60.09945,287.6836,-1.0532,0.4,-6.648,1.862,"oc0550","UCC G287.6-01.0b","Q4N","collinder228","0.71",5.6,False,305.0,False,"000",1.0,0.6,"AB",250.0,287.675,-1.024,161.035,-60.075,0.396,-6.659,1.93,8.725,13.0,8.0
"CANTAT20;DIAS21;HUNT23","554;456;1777","Gulliver 52",161.669,-59.508,287.6963,-0.3783,0.396,-4.755,1.47,"gulliver52","UCC G287.6-00.3","Q4N","nan","nan",5.6,False,78.0,False,"000",0.99,0.66,"AB",73.0,287.676,-0.383,161.638,-59.507,0.411,-4.743,1.514,-16.807,2.0,3.0
"CASTRO22;HUNT23","483;5929","UBC 1484",162.23432,-59.04296,287.7405,0.1673,0.241,-5.371,1.444,"ubc1484","UCC G287.7+00.1","Q4P","nan","nan",4.0,False,507.0,False,"000",1.0,0.84,"AA",404.0,287.749,0.167,162.249,-59.052,0.247,-5.353,1.44,25.358,27.0,22.0
"HE23;HUNT23","1241;1123","CWNU 2512",162.29147,-59.03915,287.765,0.184,0.391,-7.274,2.461,"cwnu2512","UCC G287.7+00.1a","Q4P","nan","nan",8.8,False,86.0,True,"000",0.98,0.57,"AB",59.0,287.762,0.198,162.299,-59.021,0.397,-7.273,2.452,6.737,2.0,4.0
"CANTAT20;DIAS21;HUNT23","541;447;1766","Gulliver 40",163.095,-58.394,287.8497,0.9476,0.589,-7.686,2.476,"gulliver40","UCC G287.8+00.9","Q4P","nan","nan",4.3,False,40.0,False,"000",0.87,0.63,"AB",35.0,287.876,0.933,163.117,-58.395,0.626,-7.714,2.5,"nan",0.0,6.0
"CANTAT20;CASTRO20;DIAS21","1825;555;1427","UBC 655",158.084,-62.941,287.852,-4.2162,0.282,-5.786,2.739,"ubc655","UCC G287.8-04.2","Q4N","nan","nan",5.8,False,25.0,True,"000",0.48,0.6,"CB",0.0,287.806,-4.224,157.954,-62.942,0.27,-5.815,2.75,"nan",0.0,12.0
"CANTAT20;CASTRO20;HUNT23","1677;413;5490","UBC 506",159.233,-62.035,287.8571,-3.1662,0.299,-6.166,3.413,"ubc506","UCC G287.8-03.1","Q4N","nan","nan",3.4,False,83.0,False,"000",0.98,0.98,"AA",45.0,287.858,-3.172,159.219,-62.037,0.295,-6.17,3.458,-3.771,1.0,30.0
"HUNT23","3549","HSC 2374",162.73857,-58.88079,287.8998,0.4291,0.387,-6.078,2.184,"hsc2374","UCC G287.8+00.4","Q4P","nan","nan",4.9,False,33.0,False,"000",0.79,0.61,"AB",20.0,287.883,0.445,162.711,-58.879,0.386,-6.062,2.154,"nan",0.0,6.0
"HUNT23","3550","HSC 2375",161.51535,-60.13444,287.9172,-0.9696,0.463,-8.475,3.491,"hsc2375","UCC G287.9-00.9","Q4N","nan","nan",6.7,False,42.0,False,"000",0.73,0.44,"BC",35.0,287.911,-0.968,161.518,-60.14,0.465,-8.488,3.471,-6.841,3.0,7.0
"KHARCHENKO12;BICA19","376;1911","ESO 128 16;MWSC 1867",163.41773,-58.2373,287.933,1.1629,"nan","nan","nan","eso12816;mwsc1867","UCC G287.9+01.1","Q4P","nan","nan",6.1,False,39.0,True,"000",0.28,0.48,"CC",20.0,287.898,1.2,163.391,-58.205,0.235,-6.898,2.613,"nan",0.0,4.0
"HUNT23","3551","HSC 2376",156.91827,-63.96214,287.934,-5.3596,1.89,-13.843,4.575,"hsc2376","UCC G287.9-05.3","Q4N","nan","nan",13.0,False,25.0,True,"000",0.12,0.32,"DC",0.0,287.957,-5.336,156.845,-63.995,1.862,-13.937,4.362,1.418,2.0,17.0
"HUNT23","3552","HSC 2377",162.98684,-58.69907,287.9341,0.6491,0.322,-6.017,2.682,"hsc2377","UCC G287.9+00.6","Q4P","nan","nan",5.0,False,69.0,True,"000",0.97,0.65,"AB",40.0,288.006,0.637,163.088,-58.744,0.32,-6.012,2.692,"nan",0.0,5.0
"HE23","1278","CWNU 2549",163.52102,-58.14802,287.943,1.267,0.338,-6.34,2.735,"cwnu2549","UCC G287.9+01.2","Q4P","nan","nan",3.3,False,25.0,True,"000",0.58,0.47,"BC",0.0,287.939,1.269,163.499,-58.166,0.355,-6.307,2.736,"nan",0.0,3.0
"KHARCHENKO12","506","FSR 1556",167.295,-53.5,287.964,6.3737,"nan","nan","nan","fsr1556","UCC G287.9+06.3","Q4P","nan","nan",1.6,False,25.0,True,"000",0.28,0.24,"CD",0.0,287.968,6.396,167.318,-53.476,0.216,-6.68,2.428,43.666,1.0,0.0
"KHARCHENKO12;BICA19","79;1912","ASCC 57;MWSC 1776",152.71394,-66.69184,287.98,-8.603,"nan","nan","nan","ascc57;mwsc1776","UCC G287.9-08.6","Q4N","nan","nan",3.4,False,25.0,True,"000",0.36,0.31,"CC",0.0,287.988,-8.615,152.724,-66.71,0.181,-5.09,2.937,54.338,1.0,0.0
"CANTAT20;DIAS21;HUNT23","539;445;1765","Gulliver 39",163.697,-58.05,287.9841,1.3957,0.335,-4.407,1.274,"gulliver39","UCC G287.9+01.3","Q4P","cwwdl2197","0.61",3.5,False,100.0,False,"000",0.99,0.81,"AA",89.0,287.989,1.398,163.71,-58.052,0.36,-4.47,1.255,-13.219,5.0,3.0
"CHI23_3","188","CWWDL 2197",163.7039,-58.0471,287.9862,1.3999,0.357,-4.489,1.245,"cwwdl2197","UCC G287.9+01.3a","Q4P","gulliver39","0.61",3.5,False,99.0,False,"000",1.0,0.79,"AA",90.0,287.989,1.398,163.707,-58.052,0.361,-4.469,1.254,-13.219,5.0,3.0
"KHARCHENKO12;LOKTIN17;CANTAT20;DIAS21","295;139;215;180","Bochum 11",161.769,-60.096,288.0116,-0.8772,0.389,-6.335,1.742,"bochum11","UCC G288.0-00.8","Q4N","nan","nan",4.0,False,130.0,False,"000",1.0,0.7,"AB",103.0,287.987,-0.877,161.733,-60.083,0.395,-6.347,1.832,-7.799,8.0,9.0
"HUNT23","3495","HSC 2303",176.38145,-35.2477,288.034,25.71,7.079,-42.073,-2.196,"hsc2303","UCC G288.0+25.7","Q4P","nan","nan",168.6,False,52.0,True,"110",0.2,0.52,"DB",42.0,286.979,25.763,175.492,-35.519,6.67,-41.861,-1.38,-0.057,22.0,7.0
"KHARCHENKO12;LOKTIN17;BICA19;CANTAT20;DIAS21;TARRICQ22;HE22_1;HUNT23","233;4;1913;56;55;35;13;68","Alessi 5;MWSC 1844",160.819,-61.081,288.0579,-1.9661,2.501,-15.411,2.503,"alessi5;mwsc1844","UCC G288.0-01.9","Q4N","nan","nan",21.0,False,539.0,False,"000",1.0,0.91,"AA",527.0,288.097,-1.98,160.862,-61.101,2.509,-15.387,2.543,10.158,130.0,227.0
"CANTAT20;CASTRO20;DIAS21","1826;556;1428","UBC 656",160.876,-61.098,288.0902,-1.9681,0.209,-5.963,2.707,"ubc656","UCC G288.0-01.9a","Q4N","nan","nan",13.6,False,55.0,True,"000",0.7,0.54,"BB",15.0,288.007,-1.983,160.703,-61.098,0.207,-5.962,2.705,15.388,1.0,30.0
"CASTRO22;HUNT23","484;5930","UBC 1485",165.19091,-56.74861,288.1617,2.9155,0.376,-7.418,2.399,"ubc1485","UCC G288.1+02.9","Q4P","nan","nan",7.8,False,29.0,False,"000",0.28,0.92,"CA",5.0,288.155,2.917,165.166,-56.745,0.364,-7.438,2.394,-4.706,2.0,15.0
"CHI23_3","98","CWWDL 807",160.6134,-61.5364,288.1868,-2.4139,0.213,-5.918,2.856,"cwwdl807","UCC G288.1-02.4","Q4N","nan","nan",1.9,False,25.0,True,"000",0.15,0.41,"DC",0.0,288.174,-2.428,160.572,-61.536,0.212,-5.942,2.861,15.308,2.0,4.0
"HUNT23","3553","HSC 2378",164.33139,-57.83224,288.1947,1.737,0.357,-7.141,2.696,"hsc2378","UCC G288.1+01.7","Q4P","nan","nan",2.9,False,25.0,False,"000",0.44,0.41,"CC",0.0,288.189,1.747,164.3,-57.82,0.303,-7.037,2.538,"nan",0.0,3.0
"CHI23_3","55","CWWDL 504",160.6488,-61.6365,288.2493,-2.494,0.242,-5.854,2.621,"cwwdl504","UCC G288.2-02.4","Q4N","nan","nan",2.6,False,25.0,False,"000",0.1,0.4,"DC",0.0,288.171,-2.473,160.531,-61.584,0.238,-6.404,2.635,"nan",0.0,4.0
"BICA19","1914","FSR 1557",163.05611,-59.34025,288.25,0.09,"nan","nan","nan","fsr1557","UCC G288.2+00.0","Q4P","nan","nan",1.9,False,25.0,True,"000",0.09,0.4,"DC",0.0,288.247,0.098,163.049,-59.334,0.07,-5.988,2.32,"nan",0.0,3.0
"CHI23_3","56","CWWDL 506",160.7306,-61.5824,288.2579,-2.4279,0.216,-5.671,2.349,"cwwdl506","UCC G288.2-02.4a","Q4N","nan","nan",2.2,False,25.0,True,"000",0.21,0.43,"DC",0.0,288.259,-2.435,160.739,-61.596,0.209,-5.733,2.295,19.564,1.0,4.0
"HE23","1260","CWNU 2531",161.88659,-60.60527,288.297,-1.303,0.391,-6.802,2.319,"cwnu2531","UCC G288.2-01.3","Q4N","nan","nan",4.3,False,42.0,False,"000",0.46,0.48,"CC",27.0,288.308,-1.312,161.906,-60.611,0.39,-6.81,2.319,"nan",0.0,4.0
"CANTAT20;CASTRO20","1454;172","UBC 263",162.656,-59.992,288.3591,-0.5836,0.38,-6.396,2.032,"ubc263","UCC G288.3-00.5","Q4N","nan","nan",9.6,False,76.0,True,"000",0.95,0.61,"AB",31.0,288.366,-0.523,162.72,-59.934,0.387,-6.389,2.032,-2.261,3.0,79.0
"KHARCHENKO12;BICA19;CANTAT20","325;1915;1262","Teutsch 31;DSH J1052.8-5927;MWSC 1864",163.209,-59.463,288.374,0.0142,0.145,-6.155,2.451,"teutsch31;dshj105285927;mwsc1864","UCC G288.3+00.0","Q4P","nan","nan",3.9,False,96.0,False,"000",0.09,0.65,"DB",52.0,288.368,0.017,163.202,-59.46,0.152,-6.197,2.436,9.35,6.0,2.0
"HUNT23","3554","HSC 2380",130.96356,-74.37534,288.3759,-19.0392,3.317,-3.301,12.513,"hsc2380","UCC G288.3-19.0","Q4N","nan","nan",51.1,False,61.0,True,"110",0.76,0.7,"AB",57.0,288.076,-18.867,131.218,-74.034,3.319,-2.759,12.792,13.78,13.0,5.0
"HE23;HUNT23","463;844","CWNU 1734",163.05693,-59.62896,288.3781,-0.1687,0.211,-4.078,1.234,"cwnu1734","UCC G288.3-00.1","Q4N","nan","nan",1.5,False,104.0,False,"000",1.0,0.55,"AB",101.0,288.381,-0.168,163.06,-59.629,0.205,-4.081,1.219,-4.755,1.0,3.0
"CHI23_3","53","CWWDL 499",160.8042,-61.7843,288.3843,-2.5892,0.249,-5.813,2.594,"cwwdl499","UCC G288.3-02.5","Q4N","nan","nan",2.5,False,25.0,True,"000",0.39,0.37,"CC",0.0,288.387,-2.588,160.809,-61.791,0.244,-5.86,2.624,7.548,1.0,4.0
"HE23;HUNT23","961;1004","CWNU 2232",163.51768,-59.1978,288.3993,0.3216,0.212,-7.201,3.057,"cwnu2232","UCC G288.3+00.3","Q4P","nan","nan",4.5,False,66.0,False,"000",0.82,0.76,"AA",46.0,288.403,0.323,163.516,-59.193,0.201,-7.207,3.052,-0.272,1.0,3.0
"CHI23_3","54","CWWDL 500",160.8499,-61.8131,288.417,-2.6044,0.246,-5.687,2.557,"cwwdl500","UCC G288.4-02.6","Q4N","nan","nan",8.0,False,31.0,True,"000",0.34,0.47,"CC",8.0,288.35,-2.583,160.764,-61.775,0.242,-5.683,2.547,1.466,2.0,4.0
"CHI23_3","1140","CWWDL 14597",157.541,-64.4702,288.4322,-5.6522,1.798,-16.884,1.854,"cwwdl14597","UCC G288.4-05.6","Q4N","nan","nan",16.7,False,63.0,True,"000",0.84,0.79,"AA",31.0,288.358,-5.664,157.379,-64.442,1.791,-16.827,1.909,-4.164,19.0,16.0
"HE23","1162","CWNU 2433",162.25793,-60.56494,288.441,-1.184,0.285,-6.245,2.428,"cwnu2433","UCC G288.4-01.1","Q4N","nan","nan",2.1,False,25.0,False,"000",0.57,0.57,"BB",0.0,288.427,-1.169,162.238,-60.55,0.252,-6.28,2.473,21.314,3.0,5.0
"KHARCHENKO12;BICA19;HUNT23","294;1916;28","ASCC 62;MWSC 1859",162.76184,-60.085,288.448,-0.6431,0.404,-6.394,2.087,"ascc62;mwsc1859","UCC G288.4-00.6","Q4N","nan","nan",4.2,False,36.0,False,"000",0.76,0.62,"AB",21.0,288.457,-0.641,162.769,-60.078,0.41,-6.335,2.106,"nan",0.0,7.0
"CANTAT20;CASTRO20;DIAS21","1827;557;1429","UBC 657",161.796,-61.144,288.5051,-1.8019,0.171,-5.486,2.58,"ubc657","UCC G288.5-01.8","Q4N","nan","nan",6.1,False,25.0,False,"000",0.7,0.61,"BB",0.0,288.5,-1.784,161.801,-61.142,0.19,-5.549,2.555,-6.506,1.0,33.0
"SIM19;CANTAT20;DIAS21;TARRICQ22;HUNT23","174;1968;1559;436;6224","UPK 562",165.861,-56.978,288.5904,2.8561,1.199,-11.688,4.876,"upk562","UCC G288.5+02.8","Q4P","nan","nan",13.1,False,40.0,False,"000",0.93,0.59,"AB",37.0,288.604,2.891,165.883,-56.985,1.229,-11.701,4.878,-9.347,12.0,10.0
"CASADO21","0","Casado 2",163.40818,-59.81734,288.62,-0.26,0.39,-6.9,2.6,"casado2","UCC G288.6-00.2","Q4N","nan","nan",2.3,False,34.0,False,"000",0.25,0.69,"CB",20.0,288.64,-0.28,163.418,-59.844,0.369,-6.963,2.639,"nan",0.0,9.0
"CASTRO22;HUNT23","485;5931","UBC 1486",164.90456,-58.20306,288.6265,1.5286,0.237,-8.85,3.318,"ubc1486","UCC G288.6+01.5","Q4P","nan","nan",3.7,False,152.0,False,"000",0.92,0.77,"AA",109.0,288.616,1.531,164.886,-58.194,0.243,-8.846,3.316,-7.594,10.0,10.0
"KHARCHENKO12;BICA19","37;1917","MWSC 5676",130.47724,-74.76278,288.6419,-19.3613,"nan","nan","nan","mwsc5676","UCC G288.6-19.3","Q4N","nan","nan",6.5,False,50.0,True,"000",0.58,0.37,"BC",49.0,288.65,-19.394,130.414,-74.783,0.231,-3.806,4.893,11.409,3.0,0.0
"CHI23_3","1143","CWWDL 14602",158.7149,-64.0785,288.6722,-5.0556,1.786,-16.899,1.581,"cwwdl14602","UCC G288.6-05.0","Q4N","hsc2384","0.58",23.4,False,98.0,True,"100",0.94,0.78,"AA",72.0,288.855,-5.014,158.99,-64.122,1.79,-16.889,1.453,-4.385,21.0,16.0
"KHARCHENKO12;LOKTIN17;CANTAT20;DIAS21;HUNT23","334;1017;1293;1141;5163","Trumpler 17",164.108,-59.23,288.6857,0.4231,0.375,-4.631,2.216,"trumpler17","UCC G288.6+00.4","Q4P","nan","nan",3.6,False,336.0,False,"000",1.0,0.79,"AA",294.0,288.684,0.426,164.112,-59.227,0.382,-4.669,2.221,-1.284,6.0,9.0
"CHI23_3","407","CWWDL 5172",161.8768,-61.4842,288.6958,-2.0864,0.228,-5.547,2.28,"cwwdl5172","UCC G288.6-02.0","Q4N","nan","nan",2.4,False,25.0,True,"000",0.09,0.38,"DC",0.0,288.694,-2.103,161.854,-61.494,0.224,-5.564,2.291,"nan",0.0,2.0
"HUNT23","3555","HSC 2381",163.01923,-60.47207,288.7344,-0.9331,0.287,-5.78,2.019,"hsc2381","UCC G288.7-00.9","Q4N","nan","nan",3.9,False,35.0,False,"000",0.72,0.82,"BA",14.0,288.717,-0.933,162.99,-60.468,0.285,-5.828,2.005,"nan",0.0,13.0
"HUNT23","3556","HSC 2382",163.49287,-60.108,288.7852,-0.5029,0.219,-7.267,3.171,"hsc2382","UCC G288.7-00.5","Q4N","nan","nan",2.7,False,95.0,False,"000",0.97,0.6,"AB",78.0,288.781,-0.502,163.497,-60.11,0.224,-7.258,3.184,6.132,7.0,2.0
"CHI23_3","839","CWWDL 13407",162.884,-60.7949,288.8183,-1.2518,0.442,-6.276,2.389,"cwwdl13407","UCC G288.8-01.2","Q4N","nan","nan",3.4,False,25.0,True,"000",0.14,0.4,"DC",0.0,288.817,-1.257,162.863,-60.797,0.432,-6.258,2.362,"nan",0.0,10.0
"KHARCHENKO12;BICA19","345;2733","Hogg 9;OCL 832;ESO 128 24;MWSC 1874",164.59756,-59.05798,288.84,0.6855,"nan","nan","nan","hogg9;ocl832;eso12824;mwsc1874","UCC G288.8+00.6","Q4P","nan","nan",4.2,False,69.0,True,"000",0.12,0.44,"DC",23.0,288.855,0.68,164.603,-59.079,0.182,-6.553,2.541,20.891,3.0,1.0
"CHI23_3","645","CWWDL 11253",165.6863,-57.8236,288.8475,2.045,0.238,-6.169,2.262,"cwwdl11253","UCC G288.8+02.0","Q4P","nan","nan",6.1,False,40.0,True,"000",0.17,0.44,"DC",10.0,288.859,2.056,165.731,-57.806,0.221,-6.207,2.275,12.156,1.0,1.0
"CANTAT20;CASTRO20;HUNT23","1455;173;5324","UBC 264",163.166,-60.595,288.8535,-1.0115,0.333,-5.819,2.621,"ubc264","UCC G288.8-01.0","Q4N","nan","nan",3.8,False,50.0,True,"000",0.58,0.8,"BA",25.0,288.861,-1.02,163.202,-60.595,0.333,-5.825,2.618,13.68,1.0,89.0
"HUNT23","3557","HSC 2384",159.04868,-64.21205,288.8658,-5.0987,1.776,-16.865,1.64,"hsc2384","UCC G288.8-05.0","Q4N","cwwdl14602","0.58",23.7,False,113.0,False,"000",0.99,0.8,"AA",69.0,288.931,-5.047,159.173,-64.201,1.795,-16.864,1.412,-4.468,24.0,12.0
