"fname","N_clust","N_clust_max","Nbox","frame_limit"
cwnu1551,"nan",32,"nan","nan"
cwnu1552,"nan",32,"nan","nan"
cwnu1553,"nan",32,"nan","nan"
cwnu1554,"nan",46,"nan","nan"
cwnu1555,"nan",32,"nan","nan"
cwnu1556,"nan",32,"nan","nan"
cwnu1557,"nan",32,"nan","nan"
cwnu1558,"nan",46,"nan","nan"
cwnu1559,"nan",46,"nan","nan"
cwnu156,"nan",72,"nan","nan"
cwnu1560,"nan",46,"nan","nan"
cwnu1561,"nan",44,"nan","nan"
cwnu1562,"nan",44,"nan","nan"
cwnu1563,"nan",44,"nan","nan"
cwnu1564,"nan",44,"nan","nan"
cwnu1565,"nan",32,"nan","nan"
cwnu1566,"nan",44,"nan","nan"
cwnu1567,"nan",44,"nan","nan"
cwnu1568,"nan",44,"nan","nan"
cwnu1569,"nan",44,"nan","nan"
cwnu157,"nan",38,"nan","nan"
cwnu1570,"nan",44,"nan","nan"
cwnu1571,"nan",44,"nan","nan"
cwnu1572,"nan",32,"nan","nan"
cwnu1573,"nan",44,"nan","nan"
cwnu1574,"nan",32,"nan","nan"
cwnu1575,"nan",32,"nan","nan"
cwnu1576,"nan",32,"nan","nan"
cwnu1577,"nan",32,"nan","nan"
cwnu1578,"nan",44,"nan","nan"
cwnu1579,"nan",44,"nan","nan"
cwnu158,"nan",56,"nan","nan"
cwnu1580,"nan",44,"nan","nan"
cwnu1581,"nan",44,"nan","nan"
cwnu1582,"nan",32,"nan","nan"
cwnu1583,"nan",32,"nan","nan"
cwnu1584,"nan",44,"nan","nan"
cwnu1585,"nan",44,"nan","nan"
cwnu1586,"nan",44,"nan","nan"
cwnu1587,"nan",32,"nan","nan"
cwnu1588,"nan",32,"nan","nan"
cwnu1589,"nan",43,"nan","nan"
cwnu159,"nan",51,"nan","nan"
cwnu1590,"nan",44,"nan","nan"
cwnu1591,"nan",32,"nan","nan"
cwnu1592,"nan",44,"nan","nan"
cwnu1593,"nan",40,"nan","nan"
cwnu1594,"nan",44,"nan","nan"
cwnu1595,"nan",32,"nan","nan"
cwnu1596,"nan",43,"nan","nan"
cwnu1597,"nan",43,"nan","nan"
cwnu1598,"nan",43,"nan","nan"
cwnu1599,"nan",30,"nan","nan"
cwnu16,"nan",51,"nan","nan"
cwnu160,"nan",68,"nan","nan"
cwnu1600,"nan",43,"nan","nan"
cwnu1601,"nan",43,"nan","nan"
cwnu1602,"nan",43,"nan","nan"
cwnu1603,"nan",30,"nan","nan"
cwnu1604,"nan",30,"nan","nan"
cwnu1605,"nan",30,"nan","nan"
cwnu1606,"nan",43,"nan","nan"
cwnu1607,"nan",43,"nan","nan"
cwnu1608,"nan",46,"nan","nan"
cwnu1609,"nan",43,"nan","nan"
cwnu161,"nan",54,"nan","nan"
cwnu1610,"nan",30,"nan","nan"
cwnu1611,"nan",43,"nan","nan"
cwnu1612,"nan",30,"nan","nan"
cwnu1613,"nan",30,"nan","nan"
cwnu1614,"nan",30,"nan","nan"
cwnu1615,"nan",43,"nan","nan"
cwnu1616,"nan",43,"nan","nan"
cwnu1617,"nan",43,"nan","nan"
cwnu1618,"nan",30,"nan","nan"
cwnu1619,"nan",43,"nan","nan"
cwnu162,"nan",59,"nan","nan"
cwnu1620,"nan",30,"nan","nan"
cwnu1621,"nan",43,"nan","nan"
cwnu1622,"nan",25,"nan","nan"
cwnu1623,"nan",41,"nan","nan"
cwnu1624,"nan",41,"nan","nan"
cwnu1625,"nan",41,"nan","nan"
cwnu1626,"nan",30,"nan","nan"
cwnu1627,"nan",41,"nan","nan"
cwnu1628,"nan",30,"nan","nan"
cwnu1629,"nan",41,"nan","nan"
cwnu163,"nan",56,"nan","nan"
cwnu1630,"nan",41,"nan","nan"
cwnu1631,"nan",41,"nan","nan"
cwnu1632,"nan",41,"nan","nan"
cwnu1633,"nan",41,"nan","nan"
cwnu1634,"nan",41,"nan","nan"
cwnu1635,"nan",41,"nan","nan"
cwnu1636,"nan",41,"nan","nan"
cwnu1637,"nan",41,"nan","nan"
cwnu1638,"nan",41,"nan","nan"
cwnu1639,"nan",41,"nan","nan"
cwnu164,"nan",56,"nan","nan"
cwnu1640,"nan",30,"nan","nan"
cwnu1641,"nan",41,"nan","nan"
cwnu1642,"nan",41,"nan","nan"
cwnu1643,"nan",30,"nan","nan"
cwnu1644,"nan",38,"nan","nan"
cwnu1645,"nan",40,"nan","nan"
cwnu1646,"nan",40,"nan","nan"
cwnu1647,"nan",30,"nan","nan"
cwnu1648,"nan",40,"nan","nan"
cwnu1649,"nan",40,"nan","nan"
cwnu165,"nan",57,"nan","nan"
cwnu1650,"nan",30,"nan","nan"
cwnu1651,"nan",30,"nan","nan"
cwnu1652,"nan",30,"nan","nan"
cwnu1653,"nan",30,"nan","nan"
cwnu1654,"nan",30,"nan","nan"
cwnu1655,"nan",30,"nan","nan"
cwnu1656,"nan",40,"nan","nan"
cwnu1657,"nan",30,"nan","nan"
cwnu1658,"nan",30,"nan","nan"
cwnu1659,"nan",30,"nan","nan"
cwnu166,"nan",52,"nan","nan"
cwnu1660,"nan",30,"nan","nan"
cwnu1661,"nan",30,"nan","nan"
cwnu1662,"nan",30,"nan","nan"
cwnu1663,"nan",30,"nan","nan"
cwnu1664,"nan",40,"nan","nan"
cwnu1665,"nan",40,"nan","nan"
cwnu1666,"nan",40,"nan","nan"
cwnu1667,"nan",40,"nan","nan"
cwnu1668,"nan",40,"nan","nan"
cwnu1669,"nan",28,"nan","nan"
cwnu167,"nan",124,"nan","nan"
cwnu1670,"nan",40,"nan","nan"
cwnu1671,"nan",40,"nan","nan"
cwnu1672,"nan",40,"nan","nan"
cwnu1673,"nan",40,"nan","nan"
cwnu1674,"nan",40,"nan","nan"
cwnu1675,"nan",28,"nan","nan"
cwnu1676,"nan",28,"nan","nan"
cwnu1677,"nan",40,"nan","nan"
cwnu1678,"nan",40,"nan","nan"
cwnu1679,"nan",40,"nan","nan"
cwnu168,"nan",80,"nan","nan"
cwnu1680,"nan",28,"nan","nan"
cwnu1681,"nan",40,"nan","nan"
cwnu1682,"nan",28,"nan","nan"
cwnu1683,"nan",40,"nan","nan"
cwnu1684,"nan",38,"nan","nan"
cwnu1685,"nan",28,"nan","nan"
cwnu1686,"nan",38,"nan","nan"
cwnu1687,"nan",41,"nan","nan"
cwnu1688,"nan",38,"nan","nan"
cwnu1689,"nan",28,"nan","nan"
cwnu169,"nan",48,"nan","nan"
cwnu1690,"nan",38,"nan","nan"
cwnu1691,"nan",28,"nan","nan"
cwnu1692,"nan",28,"nan","nan"
cwnu1693,"nan",38,"nan","nan"
cwnu1694,"nan",28,"nan","nan"
cwnu1695,"nan",28,"nan","nan"
cwnu1696,"nan",38,"nan","nan"
cwnu1697,"nan",48,"nan","nan"
cwnu1698,"nan",38,"nan","nan"
cwnu1699,"nan",38,"nan","nan"
cwnu17,"nan",172,"nan","nan"
cwnu170,"nan",49,"nan","nan"
cwnu1700,"nan",28,"nan","nan"
cwnu1701,"nan",56,"nan","nan"
cwnu1702,"nan",25,"nan","nan"
cwnu1703,"nan",38,"nan","nan"
cwnu1704,"nan",38,"nan","nan"
cwnu1705,"nan",43,"nan","nan"
cwnu1706,"nan",38,"nan","nan"
cwnu1707,"nan",38,"nan","nan"
cwnu1708,"nan",28,"nan","nan"
cwnu1709,"nan",28,"nan","nan"
cwnu171,"nan",78,"nan","nan"
cwnu1710,"nan",28,"nan","nan"
cwnu1711,"nan",28,"nan","nan"
cwnu1712,"nan",38,"nan","nan"
cwnu1713,"nan",38,"nan","nan"
cwnu1714,"nan",38,"nan","nan"
cwnu1715,"nan",38,"nan","nan"
cwnu1716,"nan",38,"nan","nan"
cwnu1717,"nan",36,"nan","nan"
cwnu1718,"nan",36,"nan","nan"
cwnu1719,"nan",36,"nan","nan"
cwnu172,"nan",57,"nan","nan"
cwnu1720,"nan",44,"nan","nan"
cwnu1721,"nan",41,"nan","nan"
cwnu1722,"nan",49,"nan","nan"
cwnu1723,"nan",28,"nan","nan"
cwnu1724,"nan",36,"nan","nan"
cwnu1725,"nan",28,"nan","nan"
cwnu1726,"nan",36,"nan","nan"
cwnu1727,"nan",28,"nan","nan"
cwnu1728,"nan",36,"nan","nan"
cwnu1729,"nan",36,"nan","nan"
cwnu173,"nan",36,"nan","nan"
cwnu1730,"nan",36,"nan","nan"
cwnu1731,"nan",28,"nan","nan"
cwnu1732,"nan",36,"nan","nan"
cwnu1733,"nan",36,"nan","nan"
cwnu1734,"nan",28,"nan","nan"
cwnu1735,"nan",28,"nan","nan"
cwnu1736,"nan",28,"nan","nan"
cwnu1737,"nan",36,"nan","nan"
cwnu1738,"nan",28,"nan","nan"
cwnu1739,"nan",36,"nan","nan"
cwnu174,"nan",49,"nan","nan"
cwnu1740,"nan",38,"nan","nan"
cwnu1741,"nan",36,"nan","nan"
cwnu1742,"nan",27,"nan","nan"
cwnu1743,"nan",27,"nan","nan"
cwnu1744,"nan",38,"nan","nan"
cwnu1745,"nan",27,"nan","nan"
cwnu1746,"nan",27,"nan","nan"
cwnu1747,"nan",27,"nan","nan"
cwnu1748,"nan",27,"nan","nan"
cwnu1749,"nan",36,"nan","nan"
cwnu175,"nan",78,"nan","nan"
cwnu1750,"nan",27,"nan","nan"
cwnu1751,"nan",27,"nan","nan"
cwnu1752,"nan",27,"nan","nan"
cwnu1753,"nan",36,"nan","nan"
cwnu1754,"nan",36,"nan","nan"
cwnu1755,"nan",36,"nan","nan"
cwnu1756,"nan",36,"nan","nan"
cwnu1757,"nan",36,"nan","nan"
cwnu1758,"nan",27,"nan","nan"
cwnu1759,"nan",36,"nan","nan"
cwnu176,"nan",144,"nan","nan"
cwnu1760,"nan",36,"nan","nan"
cwnu1761,"nan",35,"nan","nan"
cwnu1762,"nan",35,"nan","nan"
cwnu1763,"nan",35,"nan","nan"
cwnu1764,"nan",27,"nan","nan"
cwnu1765,"nan",35,"nan","nan"
cwnu1766,"nan",35,"nan","nan"
cwnu1767,"nan",35,"nan","nan"
cwnu1768,"nan",35,"nan","nan"
cwnu1769,"nan",35,"nan","nan"
cwnu177,"nan",104,"nan","nan"
cwnu1770,"nan",35,"nan","nan"
cwnu1771,"nan",35,"nan","nan"
cwnu1772,"nan",27,"nan","nan"
cwnu1773,"nan",35,"nan","nan"
cwnu1774,"nan",35,"nan","nan"
cwnu1775,"nan",35,"nan","nan"
cwnu1776,"nan",35,"nan","nan"
cwnu1777,"nan",35,"nan","nan"
cwnu1778,"nan",43,"nan","nan"
cwnu1779,"nan",27,"nan","nan"
cwnu178,"nan",99,"nan","nan"
cwnu1780,"nan",35,"nan","nan"
cwnu1781,"nan",35,"nan","nan"
cwnu1782,"nan",27,"nan","nan"
cwnu1783,"nan",27,"nan","nan"
cwnu1784,"nan",27,"nan","nan"
cwnu1785,"nan",35,"nan","nan"
cwnu1786,"nan",35,"nan","nan"
cwnu1787,"nan",35,"nan","nan"
cwnu1788,"nan",35,"nan","nan"
cwnu1789,"nan",27,"nan","nan"
cwnu179,"nan",216,"nan","nan"
cwnu1790,"nan",35,"nan","nan"
cwnu1791,"nan",35,"nan","nan"
cwnu1792,"nan",35,"nan","nan"
cwnu1793,"nan",35,"nan","nan"
cwnu1794,"nan",27,"nan","nan"
cwnu1795,"nan",27,"nan","nan"
cwnu1796,"nan",27,"nan","nan"
cwnu1797,"nan",35,"nan","nan"
cwnu1798,"nan",33,"nan","nan"
cwnu1799,"nan",33,"nan","nan"
cwnu18,"nan",164,"nan","nan"
cwnu180,"nan",161,"nan","nan"
cwnu1800,"nan",33,"nan","nan"
cwnu1801,"nan",33,"nan","nan"
cwnu1802,"nan",33,"nan","nan"
cwnu1803,"nan",33,"nan","nan"
cwnu1804,"nan",27,"nan","nan"
cwnu1805,"nan",27,"nan","nan"
cwnu1806,"nan",33,"nan","nan"
cwnu1807,"nan",33,"nan","nan"
cwnu1808,"nan",33,"nan","nan"
cwnu1809,"nan",33,"nan","nan"
cwnu181,"nan",54,"nan","nan"
cwnu1810,"nan",33,"nan","nan"
cwnu1811,"nan",27,"nan","nan"
cwnu1812,"nan",33,"nan","nan"
cwnu1813,"nan",33,"nan","nan"
cwnu1814,"nan",33,"nan","nan"
cwnu1815,"nan",27,"nan","nan"
cwnu1816,"nan",33,"nan","nan"
cwnu1817,"nan",25,"nan","nan"
cwnu1818,"nan",33,"nan","nan"
cwnu1819,"nan",33,"nan","nan"
cwnu182,"nan",128,"nan","nan"
cwnu1820,"nan",25,"nan","nan"
cwnu1821,"nan",33,"nan","nan"
cwnu1822,"nan",33,"nan","nan"
cwnu1823,"nan",25,"nan","nan"
cwnu1824,"nan",33,"nan","nan"
cwnu1825,"nan",25,"nan","nan"
cwnu1826,"nan",33,"nan","nan"
cwnu1827,"nan",33,"nan","nan"
cwnu1828,"nan",33,"nan","nan"
cwnu1829,"nan",33,"nan","nan"
cwnu183,"nan",48,"nan","nan"
cwnu1830,"nan",25,"nan","nan"
cwnu1831,"nan",33,"nan","nan"
cwnu1832,"nan",33,"nan","nan"
cwnu1833,"nan",33,"nan","nan"
cwnu1834,"nan",33,"nan","nan"
cwnu1835,"nan",25,"nan","nan"
cwnu1836,"nan",33,"nan","nan"
cwnu1837,"nan",25,"nan","nan"
cwnu1838,"nan",33,"nan","nan"
cwnu1839,"nan",25,"nan","nan"
cwnu184,"nan",161,"nan","nan"
cwnu1840,"nan",33,"nan","nan"
cwnu1841,"nan",72,"nan","nan"
cwnu1842,"nan",33,"nan","nan"
cwnu1843,"nan",33,"nan","nan"
cwnu1844,"nan",33,"nan","nan"
cwnu1845,"nan",33,"nan","nan"
cwnu1846,"nan",25,"nan","nan"
cwnu1847,"nan",33,"nan","nan"
cwnu1848,"nan",25,"nan","nan"
cwnu1849,"nan",25,"nan","nan"
cwnu185,"nan",161,"nan","nan"
cwnu1850,"nan",36,"nan","nan"
cwnu1851,"nan",32,"nan","nan"
cwnu1852,"nan",25,"nan","nan"
cwnu1853,"nan",32,"nan","nan"
cwnu1854,"nan",32,"nan","nan"
cwnu1855,"nan",25,"nan","nan"
cwnu1856,"nan",32,"nan","nan"
cwnu1857,"nan",32,"nan","nan"
cwnu1858,"nan",32,"nan","nan"
cwnu1859,"nan",32,"nan","nan"
cwnu186,"nan",91,"nan","nan"
cwnu1860,"nan",32,"nan","nan"
cwnu1861,"nan",32,"nan","nan"
cwnu1862,"nan",25,"nan","nan"
cwnu1863,"nan",32,"nan","nan"
cwnu1864,"nan",32,"nan","nan"
cwnu1865,"nan",32,"nan","nan"
cwnu1866,"nan",32,"nan","nan"
cwnu1867,"nan",32,"nan","nan"
cwnu1868,"nan",32,"nan","nan"
cwnu1869,"nan",32,"nan","nan"
cwnu187,"nan",59,"nan","nan"
cwnu1870,"nan",32,"nan","nan"
cwnu1871,"nan",32,"nan","nan"
cwnu1872,"nan",25,"nan","nan"
cwnu1873,"nan",25,"nan","nan"
cwnu1874,"nan",25,"nan","nan"
cwnu1875,"nan",25,"nan","nan"
cwnu1876,"nan",32,"nan","nan"
cwnu1877,"nan",32,"nan","nan"
cwnu1878,"nan",32,"nan","nan"
cwnu1879,"nan",25,"nan","nan"
cwnu188,"nan",110,"nan","nan"
cwnu1880,"nan",32,"nan","nan"
cwnu1881,"nan",25,"nan","nan"
cwnu1882,"nan",25,"nan","nan"
cwnu1883,"nan",32,"nan","nan"
cwnu1884,"nan",25,"nan","nan"
cwnu1885,"nan",32,"nan","nan"
cwnu1886,"nan",25,"nan","nan"
cwnu1887,"nan",30,"nan","nan"
cwnu1888,"nan",30,"nan","nan"
cwnu1889,"nan",30,"nan","nan"
cwnu189,"nan",57,"nan","nan"
cwnu1890,"nan",30,"nan","nan"
cwnu1891,"nan",25,"nan","nan"
cwnu1892,"nan",30,"nan","nan"
cwnu1893,"nan",25,"nan","nan"
cwnu1894,"nan",30,"nan","nan"
cwnu1895,"nan",33,"nan","nan"
cwnu1896,"nan",30,"nan","nan"
cwnu1897,"nan",30,"nan","nan"
cwnu1898,"nan",30,"nan","nan"
cwnu1899,"nan",30,"nan","nan"
cwnu19,"nan",56,"nan","nan"
cwnu190,"nan",105,"nan","nan"
cwnu1900,"nan",30,"nan","nan"
cwnu1901,"nan",25,"nan","nan"
cwnu1902,"nan",25,"nan","nan"
cwnu1903,"nan",40,"nan","nan"
cwnu1904,"nan",30,"nan","nan"
cwnu1905,"nan",25,"nan","nan"
cwnu1906,"nan",30,"nan","nan"
cwnu1907,"nan",30,"nan","nan"
cwnu1908,"nan",30,"nan","nan"
cwnu1909,"nan",30,"nan","nan"
cwnu191,"nan",198,"nan","nan"
cwnu1910,"nan",30,"nan","nan"
cwnu1911,"nan",25,"nan","nan"
cwnu1912,"nan",52,"nan","nan"
cwnu1913,"nan",25,"nan","nan"
cwnu1914,"nan",30,"nan","nan"
cwnu1915,"nan",30,"nan","nan"
cwnu1916,"nan",25,"nan","nan"
cwnu1917,"nan",25,"nan","nan"
cwnu1918,"nan",30,"nan","nan"
cwnu1919,"nan",30,"nan","nan"
cwnu192,"nan",59,"nan","nan"
cwnu1920,"nan",30,"nan","nan"
cwnu1921,"nan",30,"nan","nan"
cwnu1922,"nan",30,"nan","nan"
cwnu1923,"nan",25,"nan","nan"
cwnu1924,"nan",30,"nan","nan"
cwnu1925,"nan",30,"nan","nan"
cwnu1926,"nan",30,"nan","nan"
cwnu1927,"nan",30,"nan","nan"
cwnu1928,"nan",30,"nan","nan"
cwnu1929,"nan",30,"nan","nan"
cwnu193,"nan",46,"nan","nan"
cwnu1930,"nan",30,"nan","nan"
cwnu1931,"nan",28,"nan","nan"
cwnu1932,"nan",28,"nan","nan"
cwnu1933,"nan",28,"nan","nan"
cwnu1934,"nan",28,"nan","nan"
cwnu1935,"nan",28,"nan","nan"
cwnu1936,"nan",28,"nan","nan"
cwnu1937,"nan",28,"nan","nan"
cwnu1938,"nan",28,"nan","nan"
cwnu1939,"nan",28,"nan","nan"
cwnu194,"nan",118,"nan","nan"
cwnu1940,"nan",28,"nan","nan"
cwnu1941,"nan",28,"nan","nan"
cwnu1942,"nan",33,"nan","nan"
cwnu1943,"nan",28,"nan","nan"
cwnu1944,"nan",142,"nan","nan"
cwnu1945,"nan",108,"nan","nan"
cwnu1946,"nan",65,"nan","nan"
cwnu1947,"nan",44,"nan","nan"
cwnu1948,"nan",41,"nan","nan"
cwnu1949,"nan",60,"nan","nan"
cwnu195,"nan",54,"nan","nan"
cwnu1950,"nan",40,"nan","nan"
cwnu1951,"nan",38,"nan","nan"
cwnu1952,"nan",35,"nan","nan"
cwnu1953,"nan",38,"nan","nan"
cwnu1954,"nan",88,"nan","nan"
cwnu1955,"nan",83,"nan","nan"
cwnu1956,"nan",84,"nan","nan"
cwnu1957,"nan",25,"nan","nan"
cwnu1958,"nan",25,"nan","nan"
cwnu1959,"nan",25,"nan","nan"
cwnu196,"nan",72,"nan","nan"
cwnu1960,"nan",28,"nan","nan"
cwnu1961,"nan",28,"nan","nan"
cwnu1962,"nan",28,"nan","nan"
cwnu1963,"nan",25,"nan","nan"
cwnu1964,"nan",28,"nan","nan"
cwnu1965,"nan",28,"nan","nan"
cwnu1966,"nan",54,"nan","nan"
cwnu1967,"nan",25,"nan","nan"
cwnu1968,"nan",28,"nan","nan"
cwnu1969,"nan",28,"nan","nan"
cwnu197,"nan",68,"nan","nan"
cwnu1970,"nan",28,"nan","nan"
cwnu1971,"nan",28,"nan","nan"
cwnu1972,"nan",28,"nan","nan"
cwnu1973,"nan",28,"nan","nan"
cwnu1974,"nan",25,"nan","nan"
cwnu1975,"nan",40,"nan","nan"
cwnu1976,"nan",28,"nan","nan"
cwnu1977,"nan",25,"nan","nan"
cwnu1978,"nan",28,"nan","nan"
cwnu1979,"nan",28,"nan","nan"
cwnu198,"nan",52,"nan","nan"
cwnu1980,"nan",28,"nan","nan"
cwnu1981,"nan",25,"nan","nan"
cwnu1982,"nan",28,"nan","nan"
cwnu1983,"nan",28,"nan","nan"
cwnu1984,"nan",25,"nan","nan"
cwnu1985,"nan",25,"nan","nan"
cwnu1986,"nan",25,"nan","nan"
cwnu1987,"nan",28,"nan","nan"
cwnu1988,"nan",28,"nan","nan"
cwnu1989,"nan",25,"nan","nan"
cwnu199,"nan",68,"nan","nan"
cwnu1990,"nan",25,"nan","nan"
cwnu1991,"nan",28,"nan","nan"
cwnu1992,"nan",25,"nan","nan"
cwnu1993,"nan",28,"nan","nan"
cwnu1994,"nan",28,"nan","nan"
cwnu1995,"nan",28,"nan","nan"
cwnu1996,"nan",25,"nan","nan"
cwnu1997,"nan",28,"nan","nan"
cwnu1998,"nan",28,"nan","nan"
cwnu1999,"nan",28,"nan","nan"
cwnu2,"nan",38,"nan","nan"
cwnu20,"nan",64,"nan","nan"
cwnu200,"nan",76,"nan","nan"
cwnu2000,"nan",25,"nan","nan"
cwnu2001,"nan",25,"nan","nan"
cwnu2002,"nan",27,"nan","nan"
cwnu2003,"nan",27,"nan","nan"
cwnu2004,"nan",49,"nan","nan"
cwnu2005,"nan",27,"nan","nan"
cwnu2006,"nan",27,"nan","nan"
cwnu2007,"nan",27,"nan","nan"
cwnu2008,"nan",35,"nan","nan"
cwnu2009,"nan",25,"nan","nan"
cwnu201,"nan",49,"nan","nan"
cwnu2010,"nan",27,"nan","nan"
cwnu2011,"nan",27,"nan","nan"
cwnu2012,"nan",28,"nan","nan"
cwnu2013,"nan",27,"nan","nan"
cwnu2014,"nan",27,"nan","nan"
cwnu2015,"nan",25,"nan","nan"
cwnu2016,"nan",27,"nan","nan"
cwnu2017,"nan",27,"nan","nan"
cwnu2018,"nan",27,"nan","nan"
cwnu2019,"nan",27,"nan","nan"
cwnu202,"nan",67,"nan","nan"
cwnu2020,"nan",25,"nan","nan"
cwnu2021,"nan",27,"nan","nan"
cwnu2022,"nan",27,"nan","nan"
cwnu2023,"nan",25,"nan","nan"
cwnu2024,"nan",27,"nan","nan"
cwnu2025,"nan",25,"nan","nan"
cwnu2026,"nan",25,"nan","nan"
cwnu2027,"nan",25,"nan","nan"
cwnu2028,"nan",27,"nan","nan"
cwnu2029,"nan",25,"nan","nan"
cwnu203,"nan",91,"nan","nan"
cwnu2030,"nan",25,"nan","nan"
cwnu2031,"nan",25,"nan","nan"
cwnu2032,"nan",27,"nan","nan"
cwnu2033,"nan",27,"nan","nan"
cwnu2034,"nan",27,"nan","nan"
cwnu2035,"nan",25,"nan","nan"
cwnu2036,"nan",27,"nan","nan"
cwnu2037,"nan",27,"nan","nan"
cwnu2038,"nan",27,"nan","nan"
cwnu2039,"nan",27,"nan","nan"
cwnu204,"nan",68,"nan","nan"
cwnu2040,"nan",25,"nan","nan"
cwnu2041,"nan",25,"nan","nan"
cwnu2042,"nan",27,"nan","nan"
cwnu2043,"nan",27,"nan","nan"
cwnu2044,"nan",27,"nan","nan"
cwnu2045,"nan",27,"nan","nan"
cwnu2046,"nan",27,"nan","nan"
cwnu2047,"nan",25,"nan","nan"
cwnu2048,"nan",25,"nan","nan"
cwnu2049,"nan",27,"nan","nan"
cwnu205,"nan",112,"nan","nan"
cwnu2050,"nan",25,"nan","nan"
cwnu2051,"nan",27,"nan","nan"
cwnu2052,"nan",25,"nan","nan"
cwnu2053,"nan",25,"nan","nan"
cwnu2054,"nan",25,"nan","nan"
cwnu2055,"nan",27,"nan","nan"
cwnu2056,"nan",27,"nan","nan"
cwnu2057,"nan",27,"nan","nan"
cwnu2058,"nan",27,"nan","nan"
cwnu2059,"nan",25,"nan","nan"
cwnu206,"nan",51,"nan","nan"
cwnu2060,"nan",25,"nan","nan"
cwnu2061,"nan",25,"nan","nan"
cwnu2062,"nan",25,"nan","nan"
cwnu2063,"nan",32,"nan","nan"
cwnu2064,"nan",25,"nan","nan"
cwnu2065,"nan",25,"nan","nan"
cwnu2066,"nan",25,"nan","nan"
cwnu2067,"nan",25,"nan","nan"
cwnu2068,"nan",25,"nan","nan"
cwnu2069,"nan",25,"nan","nan"
cwnu207,"nan",65,"nan","nan"
cwnu2070,"nan",25,"nan","nan"
cwnu2071,"nan",25,"nan","nan"
cwnu2072,"nan",25,"nan","nan"
cwnu2073,"nan",25,"nan","nan"
cwnu2074,"nan",25,"nan","nan"
cwnu2075,"nan",25,"nan","nan"
cwnu2076,"nan",25,"nan","nan"
cwnu2077,"nan",25,"nan","nan"
cwnu2078,"nan",25,"nan","nan"
cwnu2079,"nan",25,"nan","nan"
cwnu208,"nan",49,"nan","nan"
cwnu2080,"nan",25,"nan","nan"
cwnu2081,"nan",25,"nan","nan"
cwnu2082,"nan",25,"nan","nan"
cwnu2083,"nan",25,"nan","nan"
cwnu2084,"nan",25,"nan","nan"
cwnu2085,"nan",25,"nan","nan"
cwnu2086,"nan",25,"nan","nan"
cwnu2087,"nan",25,"nan","nan"
cwnu2088,"nan",25,"nan","nan"
cwnu2089,"nan",54,"nan","nan"
cwnu209,"nan",51,"nan","nan"
cwnu2090,"nan",25,"nan","nan"
cwnu2091,"nan",36,"nan","nan"
cwnu2092,"nan",25,"nan","nan"
cwnu2093,"nan",25,"nan","nan"
cwnu2094,"nan",25,"nan","nan"
cwnu2095,"nan",48,"nan","nan"
cwnu2096,"nan",25,"nan","nan"
cwnu2097,"nan",25,"nan","nan"
cwnu2098,"nan",25,"nan","nan"
cwnu2099,"nan",25,"nan","nan"
cwnu21,"nan",60,"nan","nan"
cwnu210,"nan",51,"nan","nan"
cwnu2100,"nan",25,"nan","nan"
cwnu2101,"nan",25,"nan","nan"
cwnu2102,"nan",25,"nan","nan"
cwnu2103,"nan",25,"nan","nan"
cwnu2104,"nan",25,"nan","nan"
cwnu2105,"nan",25,"nan","nan"
cwnu2106,"nan",25,"nan","nan"
cwnu2107,"nan",25,"nan","nan"
cwnu2108,"nan",25,"nan","nan"
cwnu2109,"nan",25,"nan","nan"
cwnu211,"nan",65,"nan","nan"
cwnu2110,"nan",25,"nan","nan"
cwnu2111,"nan",25,"nan","nan"
cwnu2112,"nan",25,"nan","nan"
cwnu2113,"nan",25,"nan","nan"
cwnu2114,"nan",25,"nan","nan"
cwnu2115,"nan",25,"nan","nan"
cwnu2116,"nan",25,"nan","nan"
cwnu2117,"nan",25,"nan","nan"
cwnu2118,"nan",25,"nan","nan"
cwnu2119,"nan",25,"nan","nan"
cwnu212,"nan",80,"nan","nan"
cwnu2120,"nan",25,"nan","nan"
cwnu2121,"nan",25,"nan","nan"
cwnu2122,"nan",25,"nan","nan"
cwnu2123,"nan",25,"nan","nan"
cwnu2124,"nan",25,"nan","nan"
cwnu2125,"nan",25,"nan","nan"
cwnu2126,"nan",25,"nan","nan"
cwnu2127,"nan",25,"nan","nan"
cwnu2128,"nan",25,"nan","nan"
cwnu2129,"nan",25,"nan","nan"
cwnu213,"nan",73,"nan","nan"
cwnu2130,"nan",43,"nan","nan"
cwnu2131,"nan",25,"nan","nan"
cwnu2132,"nan",25,"nan","nan"
cwnu2133,"nan",25,"nan","nan"
cwnu2134,"nan",25,"nan","nan"
cwnu2135,"nan",25,"nan","nan"
cwnu2136,"nan",25,"nan","nan"
cwnu2137,"nan",25,"nan","nan"
cwnu2138,"nan",25,"nan","nan"
cwnu2139,"nan",25,"nan","nan"
cwnu214,"nan",113,"nan","nan"
cwnu2140,"nan",25,"nan","nan"
cwnu2141,"nan",25,"nan","nan"
cwnu2142,"nan",25,"nan","nan"
cwnu2143,"nan",25,"nan","nan"
cwnu2144,"nan",25,"nan","nan"
cwnu2145,"nan",25,"nan","nan"
cwnu2146,"nan",25,"nan","nan"
cwnu2147,"nan",25,"nan","nan"
cwnu2148,"nan",25,"nan","nan"
cwnu2149,"nan",25,"nan","nan"
cwnu215,"nan",49,"nan","nan"
cwnu2150,"nan",25,"nan","nan"
cwnu2151,"nan",25,"nan","nan"
