"Name","Type","Type?","GLON","GLAT","d","E(B-V)","logt","DM(J)","I(M.J)","DM(H)","I(M.H)","DM(Ks)","I(M.Ks)","_RA.icrs","_DE.icrs"
"Berkeley_100, MWSC_3727","nan","nan",113.648,2.456,2700.0,1.21,7.432,13.127,-3.455,12.739,-3.45,12.546,-3.457,351.468,63.7747
"ASCC_129, MWSC_3730","nan","nan",111.288,-5.367,2000.0,0.3,9.05,11.746,-5.236,11.65,-5.696,11.602,-5.809,352.0198,55.6089
"FSR_0427, MWSC_3731","nan","nan",111.886,-4.161,1633.0,0.729,8.6,11.65,-4.794,11.417,-5.399,11.3,-5.507,352.3535,56.9413
"FSR_0442, MWSC_3732","nan","nan",113.971,1.986,1252.0,1.437,9.0,11.64,-4.34,11.18,-4.669,10.95,-4.727,352.492,63.4314
"NGC_7686, MWSC_3734","nan","nan",109.451,-11.553,2100.0,0.4,9.053,11.932,-2.79,11.804,-3.12,11.74,-3.18,352.4147,49.1663
"Skiff_J2330+60.2, MWSC_3735","nan","nan",113.019,-1.057,1801.0,1.312,8.4,12.33,-8.41,11.91,-9.391,11.7,-9.936,352.568,60.2432
"FSR_0435, MWSC_3736","nan","nan",112.984,-1.542,805.0,0.531,8.35,9.955,-1.582,9.785,-2.011,9.7,-2.086,352.7992,59.7709
"Berkeley_101, MWSC_3737","nan","nan",114.496,2.627,3000.0,0.949,8.86,13.147,-6.091,12.843,-6.581,12.691,-6.725,353.1812,64.2019
"Stock_11, MWSC_3738","nan","nan",111.79,-5.32,1600.0,0.35,9.086,11.301,-2.843,11.189,-3.199,11.133,-3.238,352.8366,55.8095
"King_20, MWSC_3739","nan","nan",112.842,-2.873,1850.0,0.7,8.648,11.897,-3.892,11.673,-4.215,11.561,-4.26,353.318,58.4591
"Czernik_44, MWSC_3740","nan","nan",113.909,0.435,1536.0,0.833,7.5,11.6,-2.545,11.333,-2.793,11.2,-2.799,353.3884,61.9347
"Stock_12, MWSC_3743","nan","nan",111.437,-8.488,430.0,0.05,8.45,8.207,-2.201,8.191,-2.346,8.183,-2.366,353.887,52.6817
"NGC_7708, MWSC_3745","nan","nan",117.382,10.791,1952.0,0.77,8.76,12.07,-6.101,11.823,-6.798,11.7,-7.015,354.0671,72.8477
"FSR_0464, MWSC_3746","nan","nan",116.884,8.676,3330.0,0.583,9.145,13.08,-6.31,12.893,-6.938,12.8,-7.141,354.509,70.6809
"Aveni-Hunter_1, MWSC_3747","nan","nan",110.457,-12.517,500.0,0.1,8.186,8.575,-1.405,8.543,-1.658,8.527,-1.698,354.2846,48.5468
"Berkeley_102, MWSC_3750","nan","nan",113.027,-4.847,4900.0,0.6,9.14,13.932,-5.778,13.74,-6.489,13.644,-6.65,354.7073,56.622
"BDSB_46, MWSC_3751","nan","nan",114.603,0.217,2000.0,0.76,7.25,12.115,-3.475,11.872,-3.447,11.75,-3.411,354.9341,61.9237
"FSR_0441, MWSC_3752","nan","nan",113.958,-3.115,1998.0,0.521,8.65,11.92,-2.982,11.753,-3.323,11.67,-3.424,355.4951,58.5413
"FSR_0443, MWSC_3753","nan","nan",114.296,-2.652,1821.0,1.083,8.8,12.17,-3.628,11.823,-3.898,11.65,-4.016,355.8889,59.0768
"Stock_17, MWSC_3754","nan","nan",115.12,0.321,2400.0,0.7,7.0,12.462,-5.353,12.238,-5.293,12.126,-5.282,355.9379,62.1617
"Berkeley_103, MWSC_3755","nan","nan",114.561,-2.495,1800.0,0.999,8.7,12.078,-4.906,11.758,-5.4,11.598,-5.509,356.3096,59.2966
"FSR_0448, MWSC_3756","nan","nan",115.192,-0.995,2012.0,1.249,8.55,12.52,-5.317,12.12,-5.739,11.92,-5.833,356.782,60.9067
"Negueruela_1, MWSC_3757","nan","nan",115.778,1.239,2800.0,1.249,6.98,13.238,-7.945,12.838,-7.916,12.638,-7.944,356.8202,63.2162
"King_11, MWSC_3759","nan","nan",117.159,6.49,2850.0,0.949,9.32,13.036,-8.069,12.732,-8.827,12.58,-9.092,356.9302,68.6446
"Teutsch_23, MWSC_3760","nan","nan",115.782,1.008,2800.0,0.77,7.1,12.854,-2.505,12.607,-2.771,12.484,-2.834,356.9539,62.9932
"King_21, MWSC_3762","nan","nan",115.933,0.665,2101.0,0.799,7.8,12.253,-3.807,11.997,-3.891,11.869,-3.892,357.4555,62.6965
"PTB_9, MWSC_3763","nan","nan",117.213,5.843,850.0,0.7,9.07,10.208,-4.341,9.984,-4.719,9.872,-4.8,357.4946,68.0297
"Pfleiderer_4, MWSC_3764","nan","nan",115.962,0.267,7722.0,0.812,9.65,15.09,-9.906,14.83,-10.685,14.7,-10.938,357.7187,62.3164
"FSR_0465, MWSC_3765","nan","nan",116.873,4.026,4601.0,1.199,9.09,14.276,-6.22,13.892,-6.823,13.7,-6.956,357.745,66.184
"FSR_0451, MWSC_3766","nan","nan",115.674,-1.192,1732.0,0.645,8.7,11.71,-4.493,11.503,-4.964,11.4,-5.102,357.8399,60.8303
"ASCC_130, MWSC_3768","nan","nan",116.195,0.344,3500.0,0.6,7.241,13.201,-4.814,13.009,-4.823,12.913,-4.801,358.1699,62.4447
"PTB_6, MWSC_3769","nan","nan",117.473,5.945,2750.0,1.241,8.932,13.192,-5.322,12.794,-5.734,12.596,-5.845,358.1056,68.189
"BDSB_47, MWSC_3770","nan","nan",115.789,-1.593,1800.0,0.999,8.94,12.078,-1.405,11.758,-1.534,11.598,-1.564,358.2545,60.466
"King_12, MWSC_3771","nan","nan",116.121,-0.141,2400.0,0.589,7.145,12.374,-4.194,12.185,-4.224,12.091,-4.229,358.2493,61.9555
"Kronberger_55, MWSC_3772","nan","nan",116.309,0.656,1988.0,0.958,7.38,12.26,-1.844,11.953,-1.958,11.8,-1.957,358.2587,62.7743
"Harvard_21, MWSC_3774","nan","nan",116.209,-0.386,2501.0,1.099,8.175,12.872,-4.015,12.52,-4.213,12.344,-4.245,358.5466,61.7362
"FSR_0440, MWSC_3775","nan","nan",113.682,-11.709,6656.0,0.416,9.1,14.45,-4.48,14.317,-4.745,14.25,-4.812,358.6437,50.1387
"Czernik_45, MWSC_3776","nan","nan",117.011,2.386,2501.0,1.149,7.706,12.912,-3.066,12.544,-3.122,12.36,-3.094,358.9478,64.6161
"NGC_7788, MWSC_3777","nan","nan",116.424,-0.784,2200.0,0.489,7.48,12.105,-4.082,11.948,-4.111,11.87,-4.134,359.1675,61.3938
"NGC_7789, MWSC_3779","nan","nan",115.534,-5.367,1800.0,0.221,9.265,11.453,-6.786,11.382,-7.33,11.347,-7.443,359.3468,56.7264
"Frolov_1, MWSC_3780","nan","nan",116.555,-0.581,2000.0,0.521,7.588,11.923,-3.241,11.756,-3.27,11.673,-3.255,359.3469,61.6197
"NGC_7790, MWSC_3781","nan","nan",116.579,-1.021,2900.0,0.531,8.1,12.738,-4.868,12.568,-5.058,12.483,-5.123,359.5855,61.1941
"NGC_7795, MWSC_3782","nan","nan",116.261,-2.093,4901.0,0.899,9.0,14.173,-6.827,13.885,-7.448,13.741,-7.604,359.4011,60.0796
"FSR_0460, MWSC_3783","nan","nan",116.561,-1.532,5875.0,1.103,8.705,14.73,-6.222,14.376,-6.586,14.2,-6.644,359.7629,60.6901
"NGC_7762, MWSC_3784","nan","nan",117.197,5.838,780.0,0.55,9.32,9.901,-3.833,9.725,-4.267,9.637,-4.332,357.4564,68.0211
"MWSC_4005","nan","nan",303.85,-31.573,1159.0,0.25,9.375,10.52,-0.963,10.44,-1.314,10.4,-1.338,2.8757,-85.4839
"MWSC_4114","nan","nan",289.714,-28.731,962.0,0.26,9.4,10.125,-1.684,10.042,-2.071,10.0,-2.129,91.9729,-78.2185
"MWSC_4116","nan","nan",269.071,-27.208,1743.0,0.291,9.125,11.44,-3.269,11.347,-3.517,11.3,-3.583,94.7993,-59.9687
"MWSC_4119","nan","nan",267.671,-20.653,2347.0,0.458,8.985,12.22,-4.054,12.073,-4.378,12.0,-4.444,106.5129,-57.2278
"MWSC_4137","nan","nan",294.396,-20.461,1209.0,0.271,9.21,10.63,-2.566,10.543,-2.958,10.5,-3.027,141.5491,-79.7371
"MWSC_4138","nan","nan",289.628,-16.163,1908.0,0.458,9.28,11.77,-3.921,11.623,-4.353,11.55,-4.428,141.7782,-73.4965
"MWSC_4140","nan","nan",293.037,-18.529,2465.0,0.437,9.28,12.31,-4.733,12.17,-5.174,12.1,-5.271,144.1496,-77.4761
"MWSC_4146","nan","nan",281.169,17.66,1419.0,0.437,9.1,11.11,-2.166,10.97,-2.527,10.9,-2.58,165.1803,-40.4867
"MWSC_4158","nan","nan",301.42,24.544,1616.0,0.333,9.02,11.31,-2.724,11.203,-2.998,11.15,-3.058,191.1068,-38.3072
"MWSC_4170","nan","nan",312.447,22.85,1548.0,0.312,9.38,11.2,-3.815,11.1,-4.334,11.05,-4.433,204.1934,-39.1827
"MWSC_4176","nan","nan",304.948,-22.925,1093.0,0.333,9.315,10.46,-2.54,10.353,-2.956,10.3,-3.001,216.7836,-85.4172
"MWSC_4178","nan","nan",320.272,14.667,3515.0,0.219,9.3,12.905,-5.892,12.835,-6.587,12.8,-6.784,216.8983,-44.9429
"MWSC_4194","nan","nan",343.417,34.512,2089.0,0.312,9.2,11.85,-3.239,11.75,-3.586,11.7,-3.635,226.9645,-17.4229
"MWSC_4210","nan","nan",334.835,16.487,2432.0,0.375,9.08,12.23,-5.264,12.11,-5.713,12.05,-5.804,231.9503,-36.5181
"MWSC_4211","nan","nan",334.869,15.262,2361.0,0.729,8.82,12.45,-6.121,12.217,-6.665,12.1,-6.84,232.8874,-37.4886
"MWSC_4212","nan","nan",339.699,20.76,2221.0,0.521,9.025,12.15,-4.32,11.983,-4.747,11.9,-4.804,233.2864,-30.3335
"MWSC_4218","nan","nan",338.909,17.343,993.0,0.729,9.1,10.57,-3.696,10.337,-4.277,10.22,-4.484,235.1009,-33.4739
"MWSC_4219","nan","nan",307.903,-22.037,1606.0,0.375,9.1,11.33,-3.252,11.21,-3.64,11.15,-3.727,235.5241,-83.1933
"MWSC_4225","nan","nan",351.231,27.547,2495.0,0.822,8.7,12.645,-3.968,12.382,-4.283,12.25,-4.381,237.0672,-18.3038
"MWSC_4228","nan","nan",343.205,17.55,1312.0,0.625,8.74,11.09,-4.518,10.89,-4.971,10.79,-5.085,238.6257,-30.6594
"MWSC_4229","nan","nan",342.787,16.484,1148.0,0.5,9.015,10.7,-3.542,10.54,-3.948,10.46,-4.017,239.1131,-31.7188
"MWSC_4248","nan","nan",346.715,15.383,1618.0,0.791,8.9,11.68,-6.158,11.427,-6.743,11.3,-6.974,243.1785,-29.9049
"MWSC_4265","nan","nan",357.685,19.864,2153.0,1.041,8.6,12.5,-4.82,12.167,-5.211,12.0,-5.325,247.2591,-19.1545
"MWSC_4267","nan","nan",356.94,19.168,4001.0,1.52,8.25,14.23,-5.816,13.743,-6.156,13.5,-6.25,247.3495,-20.1395
"MWSC_4286","nan","nan",350.548,10.37,1564.0,1.332,8.91,12.04,-4.882,11.613,-5.253,11.4,-5.371,250.3777,-30.5346
"MWSC_4287","nan","nan",355.485,14.07,2524.0,1.832,7.92,13.48,-7.256,12.893,-7.487,12.6,-7.678,250.6415,-24.4594
"MWSC_4288","nan","nan",17.003,27.915,1994.0,0.781,9.015,12.125,-4.112,11.875,-4.458,11.75,-4.52,251.0403,-0.1351
"MWSC_4289","nan","nan",358.852,15.632,2183.0,0.947,9.325,12.455,-4.631,12.152,-5.107,12.0,-5.176,251.5117,-20.94
"MWSC_4290","nan","nan",8.956,22.483,2628.0,1.249,8.38,13.1,-4.596,12.7,-4.878,12.5,-4.959,251.6476,-9.1946
"MWSC_4301","nan","nan",38.18,32.723,1355.0,0.281,9.415,10.885,-2.529,10.795,-3.008,10.75,-3.086,254.8291,18.3597
"MWSC_4312","nan","nan",3.03,12.665,1384.0,1.072,8.2,11.565,-5.211,11.221,-5.606,11.05,-5.75,256.6194,-19.4451
"MWSC_4316","nan","nan",78.642,36.379,1905.0,0.312,9.23,11.65,-2.088,11.55,-2.411,11.5,-2.439,257.615,51.5697
"MWSC_4317","nan","nan",21.991,22.93,2391.0,0.333,9.425,12.16,-3.728,12.053,-4.209,12.0,-4.28,257.6104,1.2655
"MWSC_4330","nan","nan",8.182,13.033,1434.0,0.833,8.55,11.45,-4.365,11.183,-4.85,11.05,-5.009,259.2514,-15.0803
"MWSC_4349","nan","nan",333.768,-12.271,3210.0,0.521,8.805,12.95,-6.205,12.783,-6.784,12.7,-6.99,261.7441,-57.5255
"MWSC_4355","nan","nan",2.437,5.516,1113.0,1.145,8.68,11.15,-3.783,10.783,-4.128,10.6,-4.215,262.6415,-23.9358
"MWSC_4375","nan","nan",34.944,17.28,3772.0,0.208,9.375,13.05,-7.015,12.983,-7.796,12.95,-7.973,268.231,9.5137
"MWSC_4383","nan","nan",48.688,21.423,2082.0,0.333,9.095,11.86,-4.619,11.753,-5.228,11.7,-5.375,269.6798,23.0492
"MWSC_4408","nan","nan",334.203,-19.064,2167.0,0.687,8.495,12.23,-4.58,12.01,-4.877,11.9,-4.925,273.8634,-60.2162
"MWSC_4409","nan","nan",58.789,21.009,2740.0,0.656,8.85,12.715,-6.763,12.505,-7.327,12.4,-7.731,273.8346,31.7237
"MWSC_4410","nan","nan",340.628,-16.771,2202.0,0.625,8.9,12.215,-5.164,12.015,-5.591,11.915,-5.71,274.2489,-53.6911
"MWSC_4429","nan","nan",343.617,-18.655,2051.0,0.437,9.045,11.91,-4.986,11.77,-5.341,11.7,-5.447,278.8837,-51.7465
"MWSC_4463","nan","nan",331.551,-25.042,1406.0,0.344,9.15,11.015,-5.34,10.905,-6.039,10.85,-6.369,284.7165,-64.2664
"MWSC_4475","nan","nan",6.977,-16.59,1681.0,0.458,8.785,11.495,-4.036,11.348,-4.556,11.275,-4.68,287.0311,-30.2314
"MWSC_4483","nan","nan",327.128,-27.432,1397.0,0.229,9.31,10.91,-3.229,10.837,-3.656,10.8,-3.743,289.2676,-68.527
"MWSC_4484","nan","nan",13.271,-17.519,1667.0,0.437,9.045,11.46,-3.925,11.32,-4.345,11.25,-4.426,290.5712,-25.0122
"MWSC_4486","nan","nan",335.952,-27.341,2228.0,0.187,9.3,11.89,-3.295,11.83,-3.606,11.8,-3.644,290.9879,-60.7271
"MWSC_4498","nan","nan",351.937,-25.997,1537.0,0.208,9.36,11.1,-2.683,11.033,-3.074,11.0,-3.161,292.9927,-46.4373
"MWSC_4500","nan","nan",5.964,-22.657,1423.0,0.416,9.2,11.1,-2.855,10.967,-3.264,10.9,-3.346,293.3306,-33.2372
"MWSC_4511","nan","nan",15.539,-21.39,3957.0,0.042,9.5,13.02,-4.363,13.007,-4.852,13.0,-4.932,295.4019,-24.4574
"MWSC_4545","nan","nan",349.127,-32.426,1070.0,0.167,9.31,10.28,-2.549,10.227,-3.021,10.2,-3.119,301.947,-49.863
"MWSC_4547","nan","nan",43.847,-17.151,4298.0,0.104,9.2,13.25,-5.024,13.217,-5.547,13.2,-5.637,303.0458,1.5221
"MWSC_4555","nan","nan",32.229,-24.195,1740.0,0.146,9.505,11.32,-3.594,11.273,-4.056,11.25,-4.166,304.3797,-11.3523
"MWSC_4561","nan","nan",49.34,-17.49,1968.0,0.25,9.4,11.67,-3.228,11.59,-3.687,11.55,-3.76,305.9636,5.8968
"MWSC_4572","nan","nan",29.803,-28.735,1402.0,0.208,9.34,10.9,-4.142,10.833,-4.897,10.8,-5.138,307.7396,-15.1777
"MWSC_4602","nan","nan",59.287,-22.88,1274.0,0.229,8.785,10.71,-2.361,10.637,-2.646,10.6,-2.682,315.6836,10.7615
"MWSC_4606","nan","nan",37.884,-35.042,956.0,0.271,9.385,10.12,-1.17,10.033,-1.595,9.99,-1.665,316.523,-11.4735
"MWSC_4622","nan","nan",32.917,-41.939,1075.0,0.208,9.3,10.325,-1.423,10.258,-1.72,10.225,-1.751,321.5024,-17.7536
"MWSC_4668","nan","nan",310.708,-38.172,775.0,0.167,9.1,9.58,-0.459,9.527,-0.774,9.5,-0.813,344.2299,-77.1736
"MWSC_4674","nan","nan",120.487,21.563,1166.0,0.208,9.55,10.5,-2.137,10.433,-2.623,10.4,-2.689,350.5302,84.0061
"MWSC_4682","nan","nan",305.405,-33.835,1065.0,0.354,9.28,10.42,-1.701,10.307,-2.001,10.25,-2.051,355.8466,-82.9635
"MWSC_4688","nan","nan",303.906,-30.291,1336.0,0.219,9.39,10.805,-1.58,10.735,-1.985,10.7,-2.053,357.9752,-86.7239
"MWSC_5004","nan","nan",126.223,24.716,2274.0,0.406,9.215,12.11,-2.97,11.98,-3.34,11.915,-3.398,64.4103,86.1819
"MWSC_5010","nan","nan",127.314,26.485,3553.0,0.146,9.45,12.87,-4.454,12.823,-5.155,12.8,-5.392,94.5129,86.0365
"MWSC_5011","nan","nan",152.192,20.919,1272.0,0.083,9.45,10.59,-2.034,10.563,-2.477,10.55,-2.546,96.1369,62.6311
"MWSC_5012","nan","nan",157.507,19.514,2492.0,0.364,9.085,12.275,-3.122,12.158,-3.517,12.1,-3.57,96.8197,57.4609
"MWSC_5016","nan","nan",176.994,20.373,2276.0,0.354,8.81,12.07,-3.498,11.957,-3.829,11.9,-3.872,107.3007,40.4217
"MWSC_5018","nan","nan",196.512,19.269,2070.0,0.375,9.12,11.88,-3.413,11.76,-3.96,11.7,-4.086,113.6165,22.8276
"MWSC_5019","nan","nan",186.948,23.949,1534.0,0.375,8.97,11.23,-1.469,11.11,-1.762,11.05,-1.811,115.1308,32.7821
"MWSC_5022","nan","nan",222.559,19.021,1308.0,0.208,9.17,10.75,-1.293,10.683,-1.551,10.65,-1.593,124.0926,0.4527
"MWSC_5029","nan","nan",237.489,18.928,1953.0,0.146,9.285,11.57,-1.977,11.523,-2.268,11.5,-2.284,131.4013,-11.652
"MWSC_5033","nan","nan",194.733,38.814,1530.0,0.208,9.17,11.09,-1.615,11.023,-1.877,10.99,-1.914,133.9795,30.1582
"MWSC_5071","nan","nan",270.048,24.29,1965.0,0.104,9.45,11.55,-2.176,11.517,-2.647,11.5,-2.705,158.1758,-29.581
"MWSC_5076","nan","nan",130.371,36.809,9842.0,0.729,8.85,15.55,-4.115,15.317,-4.395,15.2,-4.439,161.6695,78.4535
"MWSC_5083","nan","nan",276.33,24.437,4860.0,0.208,9.2,13.6,-4.042,13.533,-4.655,13.5,-4.769,163.988,-32.4015
"MWSC_5088","nan","nan",279.044,25.537,2831.0,0.125,9.225,12.36,-2.791,12.32,-3.195,12.3,-3.251,167.1784,-32.526
"MWSC_5116","nan","nan",287.001,24.286,1622.0,0.156,9.515,11.175,-2.049,11.125,-2.419,11.1,-2.486,174.7653,-36.3367
"MWSC_5117","nan","nan",279.955,41.844,1380.0,0.0,9.36,10.7,-1.971,10.7,-2.413,10.7,-2.519,175.0725,-17.8315
"MWSC_5122","nan","nan",285.506,31.781,1947.0,0.167,9.5,11.58,-1.378,11.527,-1.715,11.5,-1.77,175.9721,-28.7947
"MWSC_5149","nan","nan",294.589,29.322,1542.0,0.156,9.5,11.065,-2.27,11.015,-2.762,10.99,-2.85,184.185,-32.987
"MWSC_5154","nan","nan",286.447,66.068,799.0,0.042,9.5,9.545,0.81,9.532,0.451,9.525,0.414,186.233,4.0482
"MWSC_5186","nan","nan",307.232,29.756,1947.0,0.167,9.325,11.58,-2.416,11.527,-2.786,11.5,-2.836,197.3093,-32.9671
"MWSC_5191","nan","nan",308.331,28.444,1318.0,0.312,8.975,10.85,-2.009,10.75,-2.357,10.7,-2.404,198.5996,-34.1869
"MWSC_5215","nan","nan",313.703,19.887,3118.0,0.406,9.29,12.795,-3.833,12.665,-4.157,12.6,-4.244,206.5037,-41.8405
"MWSC_5224","nan","nan",318.363,29.259,1876.0,0.416,9.005,11.7,-3.618,11.567,-4.052,11.5,-4.145,208.694,-31.7078
"MWSC_5231","nan","nan",326.818,39.809,1935.0,0.208,9.315,11.6,-1.608,11.533,-2.026,11.5,-2.081,212.1223,-19.4621
"MWSC_5273","nan","nan",331.281,18.94,1599.0,0.25,9.445,11.22,-3.239,11.14,-3.639,11.1,-3.703,226.7571,-36.3591
"MWSC_5279","nan","nan",341.397,30.783,2066.0,0.385,9.1,11.885,-2.696,11.762,-2.99,11.7,-3.03,227.8944,-21.4263
"MWSC_5289","nan","nan",336.519,20.302,1672.0,0.104,9.45,11.2,-2.738,11.167,-3.197,11.15,-3.293,230.8187,-32.4885
"MWSC_5292","nan","nan",341.147,24.6,2276.0,0.354,9.365,12.07,-2.785,11.957,-3.213,11.9,-3.285,231.7933,-26.4857
"MWSC_5293","nan","nan",339.1,21.061,1414.0,0.458,9.22,11.12,-2.105,10.973,-2.474,10.9,-2.533,232.56,-30.4389
"MWSC_5295","nan","nan",352.49,33.365,1764.0,0.208,9.36,11.4,-2.121,11.333,-2.524,11.3,-2.615,233.6548,-13.3787
"MWSC_5299","nan","nan",342.166,20.604,4473.0,0.146,9.4,13.37,-3.927,13.323,-4.379,13.3,-4.458,235.4612,-28.9992
"MWSC_5300","nan","nan",357.003,33.93,1506.0,0.344,9.4,11.165,-2.039,11.055,-2.467,11.0,-2.538,235.9273,-10.2988
"MWSC_5301","nan","nan",343.789,21.269,3950.0,0.364,9.3,13.275,-4.762,13.158,-5.345,13.1,-5.49,236.2782,-27.5086
"MWSC_5309","nan","nan",350.308,19.698,1724.0,0.364,9.025,11.475,-2.822,11.358,-3.138,11.3,-3.188,242.406,-24.4389
"MWSC_5311","nan","nan",351.58,20.219,1410.0,0.479,9.05,11.13,-2.165,10.977,-2.475,10.9,-2.524,242.8969,-23.2144
"MWSC_5312","nan","nan",357.392,25.109,2910.0,0.562,9.1,12.77,-3.12,12.59,-3.428,12.5,-3.453,242.8869,-15.9587
"MWSC_5316","nan","nan",352.845,20.185,1390.0,0.729,8.87,11.3,-3.462,11.067,-3.776,10.95,-3.831,243.8018,-22.369
"MWSC_5318","nan","nan",357.893,22.621,1169.0,0.5,9.585,10.74,-1.771,10.58,-2.289,10.5,-2.405,245.1668,-17.234
"MWSC_5319","nan","nan",359.69,23.908,1326.0,0.271,9.5,10.83,-2.099,10.743,-2.583,10.7,-2.664,245.2419,-15.142
"MWSC_5321","nan","nan",6.076,26.616,7655.0,0.094,9.27,14.495,-5.205,14.465,-5.779,14.45,-5.857,246.7004,-8.9261
"MWSC_5323","nan","nan",7.707,27.606,1925.0,0.396,9.375,11.74,-2.332,11.613,-2.697,11.55,-2.756,246.7576,-7.1698
"MWSC_5326","nan","nan",359.941,20.449,1637.0,0.25,9.485,11.27,-3.069,11.19,-3.531,11.15,-3.641,248.1893,-17.143
"MWSC_5333","nan","nan",35.462,34.51,1968.0,0.25,9.35,11.67,-1.857,11.59,-2.223,11.55,-2.275,252.2191,16.9006
"MWSC_5337","nan","nan",17.276,21.294,1791.0,0.573,9.39,11.725,-2.669,11.542,-3.16,11.45,-3.259,256.8451,-3.3355
"MWSC_5338","nan","nan",32.395,28.423,2767.0,0.125,9.405,12.31,-2.501,12.27,-2.834,12.25,-2.903,256.9411,12.105
"MWSC_5340","nan","nan",26.981,25.357,1361.0,0.25,9.465,10.87,-3.167,10.79,-3.71,10.75,-3.868,257.6111,6.4247
"MWSC_5343","nan","nan",38.555,29.006,1626.0,0.291,9.355,11.29,-1.468,11.197,-1.803,11.15,-1.82,258.5869,17.2999
"MWSC_5344","nan","nan",25.8,23.398,1604.0,0.229,9.32,11.21,-2.195,11.137,-2.591,11.1,-2.661,258.8632,4.5695
"MWSC_5346","nan","nan",23.764,21.91,1952.0,0.458,9.31,11.82,-3.184,11.673,-3.607,11.6,-3.702,259.2938,2.2117
"MWSC_5348","nan","nan",35.107,26.477,3440.0,0.208,9.5,12.85,-2.415,12.783,-2.768,12.75,-2.816,259.7716,13.505
"MWSC_5350","nan","nan",26.947,22.112,1914.0,0.281,9.475,11.635,-2.222,11.545,-2.635,11.5,-2.715,260.4977,4.9145
"MWSC_5354","nan","nan",35.751,25.067,1004.0,0.437,9.25,10.36,-1.875,10.22,-2.264,10.15,-2.322,261.3388,13.4643
"MWSC_5356","nan","nan",25.813,19.766,1151.0,0.291,9.205,10.54,-1.79,10.447,-2.185,10.4,-2.25,262.0901,2.8894
"MWSC_5358","nan","nan",29.937,19.304,1553.0,0.448,9.07,11.315,-2.587,11.172,-2.947,11.1,-2.992,264.286,6.134
"MWSC_5359","nan","nan",30.508,19.307,1721.0,0.375,9.205,11.48,-2.362,11.36,-2.73,11.3,-2.776,264.5257,6.6174
"MWSC_5365","nan","nan",54.222,24.369,2354.0,0.437,8.985,12.21,-3.126,12.07,-3.616,12.0,-3.696,268.5553,28.8488
"MWSC_5366","nan","nan",57.691,24.307,1658.0,0.16,9.285,11.227,-1.93,11.176,-2.345,11.15,-2.404,269.7779,31.8288
"MWSC_5367","nan","nan",46.186,19.361,2044.0,0.458,9.15,11.92,-3.794,11.773,-4.307,11.7,-4.417,270.7865,20.101
"MWSC_5368","nan","nan",45.574,19.046,2597.0,0.396,9.255,12.39,-3.95,12.263,-4.525,12.2,-4.711,270.8568,19.4461
"MWSC_5370","nan","nan",75.889,20.739,1454.0,0.583,9.35,11.28,-2.247,11.093,-2.762,11.0,-2.844,280.8045,46.7736
"MWSC_5371","nan","nan",76.657,20.03,1902.0,0.323,9.035,11.655,-3.052,11.552,-3.546,11.5,-3.615,282.1236,47.2337
"MWSC_5373","nan","nan",86.739,20.457,1664.0,0.291,9.1,11.34,-1.579,11.247,-1.846,11.2,-1.868,286.3484,56.338
"MWSC_5374","nan","nan",91.659,20.27,1732.0,0.333,9.26,11.46,-3.195,11.353,-3.664,11.3,-3.726,289.5663,60.6383
"MWSC_5377","nan","nan",113.502,19.189,1434.0,0.364,9.245,11.075,-1.76,10.958,-2.165,10.9,-2.196,323.3905,78.2531
"MWSC_5558","nan","nan",129.693,-24.499,2020.0,0.229,9.125,11.71,-2.176,11.637,-2.509,11.6,-2.548,20.669,37.9623
"MWSC_5571","nan","nan",134.889,-19.971,1397.0,0.229,9.31,10.91,-1.743,10.837,-2.09,10.8,-2.136,27.9282,41.4971
"MWSC_5572","nan","nan",299.175,-37.698,1472.0,0.187,9.3,10.99,-1.677,10.93,-2.077,10.9,-2.185,28.5787,-78.9676
"MWSC_5575","nan","nan",300.483,-33.748,2191.0,0.302,9.2,11.945,-2.602,11.848,-2.998,11.8,-3.07,29.9401,-83.0524
"MWSC_5602","nan","nan",158.811,-30.325,1184.0,0.104,9.39,10.45,-1.054,10.417,-1.506,10.4,-1.588,46.2234,23.0929
"MWSC_5604","nan","nan",251.404,-57.905,1437.0,0.042,9.2,10.82,-0.2,10.807,-0.494,10.8,-0.562,47.4486,-42.8815
"MWSC_5621","nan","nan",168.239,-24.63,1468.0,0.208,9.46,11.0,-1.562,10.933,-1.917,10.9,-1.987,57.1494,22.2688
"MWSC_5623","nan","nan",169.098,-21.307,1211.0,0.26,9.1,10.625,-1.936,10.542,-2.322,10.5,-2.395,60.2766,24.1144
"MWSC_5627","nan","nan",175.113,-20.867,1659.0,0.312,9.25,11.35,-1.396,11.25,-1.688,11.2,-1.74,64.7838,20.3343
"MWSC_5633","nan","nan",186.72,-25.025,1481.0,0.302,9.1,11.095,-2.154,10.998,-2.489,10.95,-2.542,68.3473,9.3991
"MWSC_5634","nan","nan",179.183,-19.105,1991.0,0.479,9.25,11.88,-2.747,11.727,-3.15,11.65,-3.176,68.8237,18.5396
"MWSC_5645","nan","nan",189.95,-18.875,2371.0,0.406,9.01,12.2,-2.513,12.07,-2.762,12.005,-2.788,75.2097,10.4449
"MWSC_5651","nan","nan",195.402,-19.263,2485.0,0.229,9.225,12.16,-2.749,12.087,-3.1,12.05,-3.135,77.6763,5.8906
