"Name","ID","AllNames","Type","CST","N","CSTt","Nt","RA_ICRS","DE_ICRS","GLON","GLAT","r50","rc","rt","rtot","r50pc","rcpc","rtpc","rtotpc","pmRA","s_pmRA","e_pmRA","pmDE","s_pmDE","e_pmDE","Plx","s_Plx","e_Plx","dist16","dist50","dist84","Ndist","globalPlx","X","Y","Z","RV","s_RV","e_RV","n_RV","CMDCl2.5","CMDCl16","CMDCl50","CMDCl84","CMDCl97.5","CMDClHuman","logAge16","logAge50","logAge84","AV16","AV50","AV84","diffAV16","diffAV50","diffAV84","MOD16","MOD50","MOD84","minClSize","isMerged","isGMMMemb","NXmatches","XmatchType","recno"
"Berkeley 87",259,"Berkeley_87","o",14.28989,82,14.28989,82,305.4069,37.41472,75.7462,0.3435,0.06262,0.08203,0.19309,0.19309,1.8423,2.41358,5.68103,5.68103,-3.62552,0.06798,0.00751,-6.35223,0.09077,0.01002,0.56313,0.0251,0.00277,1679.89274,1685.76383,1691.67611,82,0,-7706.89,1633.8371,29.84551,8.94561,69.83393,22.08343,10,0.7934,0.9,0.92899,0.98742,0.99469,"nan",6.527,6.697,6.807,4.469,4.655,4.851,2.345,2.674,2.99,11.048,11.191,11.371,80,0,0,1,"1:1",260
"Berkeley 89",260,"Berkeley_89,FSR_257,MWSC_3333,OCL_193","o",27.28207,351,27.65692,318,306.11544,46.0511,83.1467,4.842,0.05168,0.03309,0.27815,0.27815,2.91208,1.86455,15.67467,15.67467,-1.98889,0.09454,0.0053,-2.32539,0.10546,0.00591,0.28091,0.05664,0.00318,3205.92728,3228.79886,3251.99912,315,0,-7737.36396,3194.28702,292.366,-43.48397,9.10831,1.85923,24,0.6975,0.9137,0.95027,0.99875,0.99969,"nan",8.877,9.044,9.2,2.122,2.326,2.539,0.609,0.997,1.333,12.463,12.572,12.71,80,0,0,1,"1:1",261
"Berkeley 90",261,"Berkeley_90","o",12.41741,165,15.15147,148,308.81179,46.84413,84.88075,3.798,0.06814,0.06609,0.25512,0.58141,3.25168,3.15394,12.17472,27.74692,-2.87499,0.12941,0.01064,-4.36675,0.14744,0.01212,0.34277,0.04821,0.00396,2716.13486,2734.25979,2752.62825,154,0,-7878.06872,2717.37145,201.29804,-19.41296,47.92648,23.96324,4,0.0347,0.06103,0.19908,0.30032,0.51301,"FP ",6.583,6.876,7.083,3.633,3.901,4.189,2.507,2.824,3.239,12.027,12.201,12.372,80,0,0,1,"1:1",262
"Berkeley 91",262,"Berkeley_91,FSR_287,MWSC_3476,OCL_206","o",9.70882,82,10.62462,75,317.72049,48.54151,90.02553,0.2823,0.0324,0.01792,0.20267,0.38916,2.36063,1.30568,14.76737,28.35602,-1.67497,0.10788,0.01246,-3.2408,0.11679,0.01349,0.21016,0.06196,0.00715,4047.12084,4174.75224,4310.69583,74,0,-8123.77692,4174.70111,41.38279,-47.5461,1.54825,0.89388,3,0.01115,0.01138,0.17944,0.2907,0.69066,"nan",9.022,9.269,9.542,3.068,3.46,3.863,2.163,2.61,2.948,12.912,13.134,13.294,20,0,0,1,"1:1",263
"Berkeley 92",263,"Berkeley_92,FSR_329,MWSC_3510,OCL_220","o",13.20568,105,14.00807,99,321.19857,57.5285,97.92329,5.066,0.03046,0.02124,0.1511,0.30379,3.58935,2.5032,17.80308,35.79432,-2.47693,0.09012,0.00906,-2.30764,0.11659,0.01172,0.11093,0.0409,0.00411,6530.33178,6750.92516,6986.94278,105,0,-9047.39915,6660.36086,619.27383,-72.79194,13.25008,5.92562,5,0.02353,0.02892,0.2811,0.44565,0.83647,"nan",8.412,8.672,8.929,2.786,3.116,3.478,1.827,2.235,2.621,14.03,14.225,14.394,40,0,0,1,"1:1",264
"Berkeley 93",264,"Berkeley_93,MWSC_3574,OCL_239","o",5.0216,32,7.28421,23,328.87187,63.92713,105.00637,7.362,0.02214,0.02129,0.08339,0.60334,3.51472,3.38089,13.24047,95.80292,-2.483,0.08536,0.0178,-1.44935,0.05919,0.01234,0.05557,0.0312,0.00651,8396.5005,9097.51579,9926.24815,32,0,-10455.1399,8714.81857,1192.57842,-72.71349,7.58416,7.58416,1,0.00236,0.00236,0.10085,0.1723,0.51813,"nan",8.234,8.696,9.036,2.7,3.133,3.585,0.906,1.456,2.015,14.961,15.161,15.527,10,0,0,1,"1:1",265
"Berkeley 94",265,"Berkeley_94,MWSC_3618,OCL_231","o",9.99413,65,11.60339,57,335.71766,55.86971,103.12544,-1.181,0.04803,0.0334,0.23875,0.35793,3.35282,2.33152,16.66609,24.98515,-3.72758,0.04381,0.0058,-2.89684,0.05262,0.00697,0.22765,0.02342,0.0031,3960.26145,3999.51029,4039.54489,64,0,-9030.20858,3894.19783,-59.29129,-13.00239,74.30671,23.49784,1,0.9964,0.9995,0.99979,1.0,1.0,"nan",6.884,7.083,7.266,1.631,1.837,2.024,0.142,0.469,0.687,13.037,13.227,13.382,20,0,0,1,"1:1",266
"Berkeley 95",266,"Berkeley_95,FSR_375,MWSC_3626,OCL_242,OC_0182,OC_0183","o",28.16604,381,28.16604,381,337.07121,59.13437,105.46952,1.205,0.06964,0.01954,0.92008,0.92008,4.14627,1.16328,54.7861,54.7861,-3.332,0.08702,0.00446,-2.38518,0.07477,0.00383,0.26627,0.04931,0.00253,3393.57075,3411.36762,3429.35214,374,0,-9031.48195,3287.05602,94.86672,49.54927,92.67637,30.89212,9,0.0138,0.0423,0.13369,0.19643,0.35905,"nan",7.205,7.417,7.616,4.001,4.217,4.446,2.478,2.727,3.065,12.495,12.643,12.784,80,0,0,3,"1:m",267
"Berkeley 96",267,"Berkeley_96,FSR_359,MWSC_3630,OCL_232","o",11.09535,71,12.37571,66,337.47298,55.41182,103.72669,-2.092,0.02955,0.01398,0.21771,0.58984,2.03317,0.96158,14.97983,40.58551,-3.52909,0.05485,0.00675,-3.01884,0.07276,0.00896,0.22701,0.03092,0.00381,3892.8962,3942.23214,3992.83464,71,0,-9057.16666,3827.08604,-120.69283,"nan","nan","nan",0,0.7681,0.9362,0.96302,0.99899,0.99922,"nan",7.103,7.31,7.498,1.705,1.904,2.098,1.21,1.613,2.023,13.016,13.171,13.31,40,0,0,1,"1:1",268
"Berkeley 97",268,"Berkeley_97,FSR_382,MWSC_3648,OCL_243","o",11.78684,107,13.29803,99,339.85247,59.00575,106.64057,0.375,0.04886,0.04288,0.19786,0.38937,2.46283,2.16176,9.97436,19.62878,-2.71352,0.09175,0.00922,-1.88861,0.07039,0.00707,0.30902,0.04455,0.00448,2862.95474,2888.31338,2914.12527,107,0,-8949.01936,2767.29238,41.82433,-60.86122,12.32611,8.71588,2,0.58,0.8312,0.89332,0.98505,0.99569,"nan",7.601,7.852,8.066,2.489,2.7,2.875,1.646,1.945,2.395,12.125,12.262,12.405,80,0,0,1,"m:1",269
"Berkeley 98",269,"Berkeley_98,FSR_361,MWSC_3655,OCL_234,OC_0176","o",22.94059,265,23.74501,207,340.66984,52.40534,103.87074,-5.636,0.05214,0.02142,0.44943,0.79415,3.31527,1.36198,28.57922,50.50199,-1.34814,0.09085,0.00631,-3.25834,0.07885,0.00548,0.25125,0.05102,0.00355,3614.96659,3643.35989,3672.20274,207,0,-8992.09263,3520.02099,-334.75024,-69.96158,15.0525,3.2092,22,0.5599,0.9208,0.95871,0.99997,0.99997,"TP ",8.926,9.086,9.27,0.535,0.775,0.956,0.253,0.653,0.926,12.704,12.874,13.03,80,0,0,2,"1:m",270
"Berkeley 99",270,"Berkeley_99,FSR_455,MWSC_3722,OCL_271","o",19.27051,167,19.27051,167,350.25249,71.77483,115.91663,10.15,0.03903,0.01987,0.26572,0.26572,3.70128,1.88402,25.19912,25.19912,-3.07715,0.11889,0.0092,-0.40486,0.08481,0.00656,0.15347,0.06721,0.0052,5334.5924,5433.45681,5536.05486,167,0,-10457.14035,4810.60266,983.89399,-59.52524,2.7398,0.75988,13,0.00036,0.00036,0.02532,0.04851,0.21974,"nan",8.783,8.986,9.15,1.28,1.525,1.753,1.502,1.892,2.302,13.544,13.703,13.844,80,0,0,1,"1:1",271
"Berkeley 100",271,"Berkeley_100,MWSC_3727,OCL_264","o",7.87064,78,9.67322,65,351.48868,63.77998,113.65838,2.458,0.03397,0.03056,0.13469,0.46018,2.85369,2.56775,11.31542,38.66147,-3.26514,0.09532,0.01182,-1.45853,0.07226,0.00896,0.17347,0.05814,0.00721,4697.64154,4813.57464,4935.37475,78,0,-10051.2605,4404.95936,232.18823,-45.80823,33.81711,23.91231,2,0.02354,0.03819,0.26632,0.39666,0.76434,"TP?",8.144,8.353,8.551,2.866,3.102,3.356,1.853,2.147,2.581,13.262,13.426,13.566,40,0,0,1,"1:1",272
"Berkeley 101",272,"Berkeley_101,FSR_444,MWSC_3737,OCL_267","o",16.31023,144,16.36795,133,353.20657,64.20633,114.50789,2.628,0.03871,0.04049,0.13725,0.20428,2.99313,3.13125,10.61264,15.79638,-1.85985,0.09585,0.00831,-1.09009,0.10412,0.00903,0.1988,0.05927,0.00514,4356.70015,4430.4373,4506.71344,140,0,-9957.33819,4027.03533,228.63924,-66.73315,26.69592,7.40412,13,0.8467,0.9538,0.97201,0.99939,0.99939,"nan",8.165,8.337,8.526,3.105,3.334,3.519,1.002,1.424,1.793,13.125,13.257,13.398,10,0,0,1,"1:1",273
"Berkeley 102",273,"Berkeley_102,MWSC_3750,OCL_263","o",12.10483,93,12.35178,92,354.67103,56.64043,113.01296,-4.824,0.03991,0.02055,0.26894,0.33471,5.42307,2.79304,36.54806,45.48502,-1.54862,0.1333,0.0139,-0.34174,0.11709,0.01221,0.1013,0.05706,0.00595,7388.06682,7786.1404,8229.55381,93,0,-11156.76043,7141.11271,-626.1614,-85.77227,7.22114,3.22939,1,0.00583,0.00617,0.20285,0.33563,0.76121,"nan",8.909,9.15,9.462,1.388,1.779,2.204,1.103,1.624,2.079,14.483,14.662,14.871,80,0,0,1,"1:1",274
"Berkeley 103",274,"Berkeley_103,MWSC_3755,OCL_266","o",4.02483,71,7.60919,53,356.30327,59.29941,114.55861,-2.491,0.02456,0.01284,0.16276,0.69429,2.50571,1.3106,16.60889,70.85204,-1.42933,0.12466,0.01712,-0.95356,0.08914,0.01224,0.14416,0.04402,0.00605,5639.28654,5846.73668,6070.03249,70,0,-10550.35683,5312.79695,-227.13572,-83.41619,2.71671,1.921,2,0.0199,0.05049,0.29832,0.47352,0.80654,"nan",8.387,8.636,8.835,2.805,3.079,3.332,1.807,2.161,2.558,13.743,13.88,14.065,10,0,0,1,"1:1",275
"Berkeley 104",275,"Berkeley_104,MWSC_8,OCL_282","o",10.92932,72,10.92932,72,0.85813,63.59006,117.62401,1.214,0.04331,0.03677,0.18031,0.18031,3.06341,2.6009,12.75345,12.75345,-2.37883,0.08101,0.00955,0.04318,0.06144,0.00724,0.21137,0.0413,0.00487,3986.68541,4052.48278,4120.48848,71,0,-10000.32622,3589.73316,111.48135,-74.00522,13.21416,4.67191,8,0.264,0.7224,0.8531,0.9976,0.99949,"nan",8.59,8.758,8.954,1.48,1.688,1.898,1.192,1.55,1.976,13.02,13.151,13.346,40,0,0,1,"1:1",276
"Berkeley 14A",276,"Berkeley_14A,MWSC_449","o",8.30388,28,8.39254,27,75.04552,43.67924,162.70363,0.8355,0.20556,0.44405,0.44405,0.70944,3.90545,8.43683,8.43683,13.47951,-0.32395,0.06983,0.01344,-2.78485,0.09268,0.01784,0.88898,0.0233,0.00448,1083.74121,1088.57992,1093.46203,28,0,-9161.17248,323.61702,39.33303,-12.26827,18.87594,9.43797,4,0.996,0.9993,0.99973,1.0,1.0,"nan",7.33,7.566,7.813,0.31,0.562,0.711,0.319,0.858,1.143,10.007,10.16,10.358,20,0,0,1,"m:m",277
"Bica 2",277,"Bica_2","o",15.32481,115,15.32481,115,308.31911,41.30051,80.21595,0.7755,0.07763,0.11934,0.22137,0.22137,2.19872,3.37992,6.26984,6.26984,-2.69119,0.10654,0.00994,-4.41287,0.10804,0.01007,0.57619,0.02426,0.00226,1617.67631,1622.7554,1627.86648,104,0,-7846.1787,1599.00608,42.05891,6.89685,48.06514,16.99359,8,0.0145,0.04887,0.16047,0.24135,0.42371,"nan",6.401,6.548,6.623,5.303,5.588,5.844,2.723,2.99,3.34,10.96,11.116,11.329,20,0,0,1,"1:1",278
"Bica 3",278,"BBD_4,Bica_3,FSR_57,MWSC_2915","o",9.56558,90,10.83845,74,276.51742,-13.0604,18.44309,-0.4168,0.01639,0.01212,0.07699,0.25669,0.76007,0.56206,3.57126,11.90721,-0.17682,0.10018,0.01165,-1.68088,0.1164,0.01353,0.33214,0.05893,0.00685,2631.65735,2657.83332,2684.53525,86,0,-5600.77442,840.81448,-4.98469,14.93571,33.1232,16.5616,1,0.00145,0.0025,0.02238,0.03339,0.09205,"nan",7.096,7.628,7.987,4.039,4.451,4.858,2.837,3.092,3.423,11.956,12.196,12.461,80,0,0,1,"1:1",279
"Bica 631",279,"Bica_631","o",5.70098,161,5.69175,155,263.67864,-33.47854,354.91343,-0.4376,0.16988,0.38517,0.38517,0.43533,9.36501,21.23311,21.23311,23.99877,-0.64013,0.17649,0.01418,-2.07375,0.27513,0.0221,0.27518,0.03949,0.00317,3126.22199,3158.49196,3191.43509,154,0,-4976.08404,-280.02937,-11.37722,-9.5085,49.24785,18.61394,7,0.00361,0.00811,0.02995,0.0456,0.10548,"nan",6.956,7.198,7.468,4.596,4.831,5.046,2.827,3.063,3.356,12.411,12.575,12.79,40,0,0,1,"1:1",280
"Biurakan 2",280,"Biurakan_2","o",10.11331,71,10.33359,70,302.32201,35.4639,72.7443,1.32,0.11388,0.23565,0.23565,0.26928,3.43776,7.11394,7.11394,8.12933,-3.19454,0.10386,0.01241,-6.89307,0.10358,0.01238,0.54427,0.02448,0.00293,1722.19928,1729.67336,1737.21261,68,0,-7608.92339,1651.38274,59.33182,-22.6891,15.04441,5.68625,7,0.9758,0.9919,0.99516,0.99954,0.99979,"nan",6.491,6.599,6.687,0.949,1.086,1.288,0.781,1.164,1.594,11.053,11.186,11.362,40,0,0,1,"1:1",281
"Blanco 1",281,"Blanco_1,ESO_409-9,MWSC_7,OCL_43,zeta_Scl","o",99.0,841,26.81379,422,0.91498,-30.01062,14.75758,-79.13,0.58439,0.73681,1.84103,12.49774,2.39075,3.01436,7.53403,51.95344,18.72451,0.3634,0.01769,2.59262,0.32364,0.01575,4.23184,0.09233,0.00449,234.29584,234.3905,234.48522,338,0,-8079.8087,11.26252,-209.49156,4.21737,12.63344,1.22707,106,0.9408,0.9912,0.99597,0.99999,1.0,"nan",7.951,8.239,8.569,0.0,0.057,0.113,0.021,0.404,0.638,6.72,6.87,7.018,20,0,0,1,"1:1",282
"Bochum 1",282,"BBD_7,Bochum_1,FSR_0911,FSR_911,UBC_1309","o",16.98371,223,17.71403,211,96.25665,19.84623,192.31795,3.356,0.16281,0.3733,0.40695,0.5853,10.92178,25.04271,27.30059,39.26601,-0.10379,0.1662,0.01144,-0.50645,0.13715,0.00944,0.20874,0.04772,0.00329,3797.169,3843.66372,3891.31117,222,0,-11870.12236,-818.58406,255.4275,22.6065,11.52531,4.70519,6,0.4317,0.7575,0.83965,0.98572,0.99191,"nan",7.945,8.178,8.4,0.954,1.187,1.395,1.765,2.192,2.502,12.779,12.954,13.105,80,0,0,3,"1:m",283
"Bochum 2",283,"Bochum_2","o",6.02875,60,7.13179,44,102.20713,0.37711,212.29882,-0.4086,0.107,0.21341,0.21341,0.43453,8.27999,16.51434,16.51434,33.6262,-0.3086,0.09764,0.01472,0.23991,0.07154,0.01078,0.19178,0.03237,0.00488,4321.70742,4433.7487,4551.754,60,0,-11869.67609,-2369.04337,-1.23053,"nan","nan","nan",0,0.01694,0.03801,0.15182,0.21788,0.45044,"FP?",7.625,7.9,8.131,2.343,2.623,2.821,2.105,2.408,2.781,13.091,13.256,13.414,40,0,0,1,"1:1",284
"Bochum 3",284,"Bochum_3,MWSC_1079","o",14.70853,113,14.86608,112,105.8643,-5.01133,218.76073,0.3806,0.08589,0.05344,0.47605,0.58,3.4561,2.15043,19.15653,23.33956,-1.15945,0.07539,0.00712,-0.20556,0.08207,0.00776,0.3917,0.05336,0.00504,2291.1495,2305.55662,2320.14607,113,0,-9919.68752,-1443.40517,40.71607,29.73109,62.578,25.54736,1,0.9947,0.9991,0.99963,1.0,1.0,"nan",7.874,8.096,8.292,0.357,0.525,0.691,0.324,0.747,1.033,11.623,11.791,11.959,80,0,0,1,"1:1",285
"Bochum 4",285,"Bochum_4,Theia_2951","o",16.12386,118,16.12386,118,112.89675,-17.19867,232.75436,0.765,0.2077,0.16329,0.92327,0.92327,4.53654,3.56655,20.16741,20.16741,-3.00239,0.10435,0.00961,1.89853,0.11064,0.01019,0.76529,0.05123,0.00472,1247.15748,1251.43013,1255.73215,115,0,-8879.26881,-996.1091,39.44484,34.85792,10.29467,2.36176,19,0.9831,0.9984,0.99945,1.0,1.0,"nan",8.202,8.395,8.666,0.308,0.462,0.642,0.141,0.505,0.742,10.281,10.447,10.617,80,0,0,2,"m:m",286
"Bochum 10",286,"Bochum_10,UBC_653","o",20.27231,292,20.39367,291,160.5678,-59.15903,287.03658,-0.333,0.26455,0.35681,0.80327,0.91788,10.84448,14.62679,32.93051,37.6297,-7.43328,0.09688,0.00568,3.05663,0.1539,0.00902,0.38975,0.02217,0.0013,2341.63565,2348.70483,2355.81683,289,0,-7433.89556,-2245.60142,5.3862,-26.35584,33.83331,23.92376,2,0.6833,0.8699,0.91329,0.98564,0.99358,"nan",7.048,7.257,7.411,0.969,1.174,1.342,1.995,2.35,2.681,11.691,11.832,12.021,80,0,0,2,"1:m",287
"Bochum 13",287,"Bochum_13,Theia_1642","o",16.35627,126,16.53504,123,259.3328,-35.53378,351.20661,1.381,0.13899,0.15694,0.46822,0.53884,3.96288,4.47463,13.3497,15.36327,-0.25491,0.14744,0.01329,-1.29472,0.17603,0.01587,0.57024,0.03151,0.00284,1627.11305,1633.56191,1640.06209,123,0,-6507.98567,-249.65455,56.02545,-28.17665,35.56913,15.907,5,0.09791,0.3593,0.52002,0.87749,0.90317,"nan",6.526,6.704,6.817,2.723,2.941,3.139,1.557,1.892,2.415,10.959,11.081,11.263,80,0,0,2,"1:m",288
"Bochum 14",288,"Bochum_14","o",14.89371,132,14.89371,132,270.50036,-23.69697,6.37595,-0.5059,0.05963,0.05389,0.23568,0.23568,2.95204,2.66807,11.66826,11.66826,0.2497,0.09714,0.00845,-1.11723,0.09998,0.0087,0.3129,0.04727,0.00411,2812.37403,2836.57623,2861.1986,128,0,-5303.12534,314.99175,-11.46028,57.73326,90.33975,63.87985,2,0.00091,0.00256,0.02204,0.03402,0.09497,"nan",6.809,7.122,7.515,4.814,5.182,5.502,2.944,3.129,3.499,12.069,12.324,12.569,20,0,0,1,"1:1",289
"Bochum 15",289,"Bochum_15","o",10.84419,99,11.30425,94,115.07173,-33.55084,248.02231,-5.458,0.19304,0.32141,0.53252,0.70438,11.42134,19.01675,31.50822,41.67744,-2.22991,0.0757,0.00781,3.0435,0.10339,0.01066,0.25702,0.02447,0.00252,3361.93375,3389.98284,3418.50391,99,0,-9385.73172,-3129.37779,-298.40704,64.42331,4.51438,3.19215,2,0.06442,0.1846,0.438,0.64539,0.81477,"nan",7.483,7.773,7.99,1.356,1.584,1.808,1.889,2.224,2.637,12.64,12.827,12.985,80,0,0,1,"1:1",290
"Briceno 1",290,"ASCC_16,Briceno_1","o",18.03377,171,18.12536,170,81.08336,1.69561,201.04303,-18.45,0.31864,0.41104,0.99106,1.27374,1.90254,2.45427,5.91798,7.60645,1.38398,0.1787,0.01371,-0.01619,0.17975,0.01379,2.88781,0.04451,0.00341,341.81149,342.09872,342.38642,155,0,-8425.11717,-116.52058,-86.70962,11.58538,21.89673,2.85071,59,0.9899,0.998,0.9989,0.99998,0.99999,"nan",6.638,6.913,7.053,0.047,0.177,0.262,0.095,0.594,0.884,7.47,7.639,7.78,80,0,0,2,"1:m",291
"CBJC 8",291,"CBJC_8,CWNU_2830","o",5.26854,73,8.91708,48,313.50412,44.87128,85.36258,0.01226,0.12455,0.21618,0.21618,0.48167,5.27271,9.15229,9.15229,20.39228,-2.7939,0.06926,0.01,-3.53099,0.09132,0.01318,0.37386,0.02489,0.00359,2401.3086,2425.65055,2450.49106,66,0,-7925.8569,2417.70943,20.8208,"nan","nan","nan",0,0.00305,0.00674,0.04883,0.0797,0.21812,"FP ",7.963,8.27,8.554,1.958,2.229,2.521,2.233,2.505,2.969,11.745,11.893,12.064,40,0,0,2,"1:m",292
"CMa 02",292,"CMa_02,HXHWL_32,Theia_2471","o",13.20684,76,13.20684,76,105.68206,-7.75662,221.11808,-1.038,0.18805,0.14967,0.82684,0.82684,3.55386,2.82852,15.62714,15.62714,-1.57554,0.10072,0.01155,-3.46692,0.1302,0.01493,0.87347,0.05337,0.00612,1079.24674,1082.80098,1086.3787,76,0,-8937.62221,-711.94634,3.26946,5.70681,21.57492,4.70803,21,0.9283,0.9946,0.99815,1.0,1.0,"nan",8.147,8.379,8.575,0.33,0.505,0.662,0.067,0.424,0.629,9.934,10.121,10.292,40,0,0,3,"m:m",293
"COIN-Gaia 3",293,"COIN-Gaia_3","o",16.97672,125,17.15724,124,18.72727,60.50717,125.81909,-2.233,0.11245,0.0774,0.56454,0.70906,2.39427,1.64798,12.02021,15.09772,-2.45834,0.10343,0.00929,-1.88662,0.09593,0.00861,0.79426,0.05661,0.00508,1216.4913,1219.91408,1223.35617,123,0,-8835.47737,988.44,-24.903,-29.90712,21.43084,8.1001,7,0.8901,0.9523,0.96748,0.99346,0.99791,"nan",7.751,7.957,8.159,2.012,2.191,2.381,2.296,2.584,2.873,10.275,10.406,10.545,80,0,0,1,"1:1",294
"COIN-Gaia 4",294,"COIN-Gaia_4,OC_0239,Theia_2190","o",14.82426,172,16.06566,143,26.14678,58.75138,129.79163,-3.411,0.09586,0.20582,0.24356,0.72253,3.31162,7.10989,8.41378,24.9609,-0.95122,0.10792,0.00902,-1.11518,0.08311,0.00695,0.45501,0.06091,0.00509,1970.18675,1979.26083,1988.41888,171,0,-9386.74729,1518.12624,-93.71239,-31.50669,1.91582,1.35469,2,0.9337,0.9735,0.98247,0.99866,0.99952,"nan",8.092,8.275,8.458,1.336,1.518,1.687,1.553,1.89,2.271,11.33,11.447,11.613,80,0,0,3,"1:m",295
"COIN-Gaia 5",295,"COIN-Gaia_5,Theia_588","o",9.74346,47,9.74346,47,27.46268,58.05007,130.61743,-3.947,0.23711,0.18342,1.06925,1.06925,3.66105,2.83199,16.51117,16.51117,-2.85713,0.15056,0.02196,-0.59993,0.10837,0.01581,1.09017,0.05435,0.00793,881.93468,884.64464,887.37131,47,0,-8696.66871,669.91773,-38.62764,-47.58191,37.18226,11.75806,10,0.9875,0.9988,0.99946,1.0,1.0,"nan",8.096,8.353,8.572,0.346,0.622,0.746,0.19,0.612,0.915,9.52,9.693,9.829,40,0,0,2,"1:m",296
"COIN-Gaia 6",296,"COIN-Gaia_6","o",19.78259,190,19.78259,190,28.13787,58.63533,130.82816,-3.296,0.07774,0.05945,0.35439,0.35439,4.1771,3.19431,19.04269,19.04269,-2.34635,0.10056,0.0073,-0.48253,0.1102,0.00799,0.29894,0.05382,0.0039,3054.55731,3078.71404,3103.2559,190,0,-10131.92786,2325.73009,-151.07977,-42.59648,0.54979,0.24587,5,0.975,0.9941,0.99683,0.99998,0.99998,"nan",8.578,8.73,8.912,0.929,1.148,1.307,0.402,0.748,1.066,12.292,12.424,12.595,80,0,0,1,"1:1",297
"COIN-Gaia 7",297,"COIN-Gaia_7,Theia_2483","o",12.98644,115,13.4343,97,33.75347,58.45906,133.69578,-2.655,0.1166,0.28579,0.28716,0.61655,2.87755,7.05323,7.08696,15.2165,-1.05713,0.11977,0.01216,-1.64962,0.11517,0.01169,0.66233,0.05143,0.00522,1407.42948,1414.0133,1420.65901,114,0,-9097.9298,1021.26048,-42.20548,"nan","nan","nan",0,0.9766,0.9946,0.99724,1.0,1.0,"nan",7.99,8.18,8.398,1.41,1.567,1.752,0.999,1.358,1.755,10.566,10.726,10.839,80,0,0,2,"1:m",298
"COIN-Gaia 8",298,"COIN-Gaia_8,Theia_346","o",19.44592,193,20.58426,183,39.16496,50.01008,139.71054,-9.402,0.48446,0.49522,1.74571,3.25236,5.99537,6.12861,21.61011,40.29182,2.36547,0.21181,0.01566,-2.52702,0.19361,0.01431,1.37887,0.06601,0.00488,707.9348,709.04526,710.15921,175,0,-8655.85206,452.34448,-93.66913,-8.03977,13.13405,1.72459,58,0.9042,0.9882,0.9942,0.99999,0.99999,"nan",8.033,8.246,8.516,0.179,0.388,0.493,0.33,0.815,1.14,9.028,9.198,9.356,80,0,0,2,"1:m",299
"COIN-Gaia 9",299,"COIN-Gaia_9","o",17.79345,193,17.79345,193,47.71429,48.02967,145.67034,-8.591,0.85327,0.59118,4.25783,4.25783,12.9361,8.96237,64.666,64.666,-2.03548,0.18444,0.01328,-3.0726,0.24812,0.01786,1.11345,0.06628,0.00477,867.04642,868.58004,870.11909,190,0,-8831.53341,484.34344,-107.13457,-14.03452,11.80912,1.82219,42,0.9752,0.9936,0.99643,0.99999,0.99999,"nan",7.982,8.175,8.415,0.728,0.926,1.088,0.888,1.332,1.693,9.473,9.639,9.776,80,0,0,1,"1:1",300
"COIN-Gaia 10",300,"COIN-Gaia_10","o",9.90321,55,11.29888,48,68.45843,40.49964,161.96448,-4.946,0.14371,0.35017,0.35017,0.73651,2.52506,6.15264,6.15264,12.94115,1.96712,0.14055,0.02029,-3.45159,0.09311,0.01344,0.9519,0.0486,0.00701,1002.51434,1006.68682,1010.89418,53,0,-9075.85059,310.51725,-63.55421,8.09377,18.86552,8.43692,5,0.8876,0.9701,0.98332,0.99949,0.99973,"TP ",8.177,8.401,8.609,1.409,1.607,1.802,0.975,1.402,1.734,9.868,9.996,10.145,40,0,0,1,"1:1",301
"COIN-Gaia 11",301,"COIN-Gaia_11,Theia_963","o",19.25683,226,20.64405,180,68.14971,39.53324,162.51836,-5.774,0.44842,0.34001,2.05839,6.40271,5.03036,3.81426,23.10055,72.12497,3.43672,0.22088,0.01646,-5.74779,0.20606,0.01536,1.51728,0.05848,0.00436,642.01919,642.73376,643.44993,209,0,-8732.0741,192.09838,-42.30303,-4.94268,13.19688,1.42306,86,0.9462,0.978,0.9861,0.9977,0.99962,"nan",8.343,8.53,8.722,1.545,1.768,1.942,1.782,2.076,2.476,8.837,8.977,9.107,80,0,0,2,"1:m",302
"COIN-Gaia 12",302,"COIN-Gaia_12,LISC_3479,Theia_675","o",12.49248,137,12.49248,137,79.42008,41.67986,166.22715,2.224,0.37747,0.29484,1.68735,1.68735,6.22938,4.86577,27.85414,27.85414,2.55881,0.22655,0.01936,-4.71902,0.16349,0.01397,1.0013,0.09486,0.0081,943.32337,945.54123,947.76955,134,0,-9039.53869,224.93927,59.84369,-9.38941,14.40492,2.47042,34,0.9842,0.9976,0.99888,1.0,1.0,"nan",8.543,8.73,8.979,0.111,0.272,0.36,0.109,0.513,0.755,9.678,9.826,10.005,80,0,0,3,"1:m",303
"COIN-Gaia 14",304,"COIN-Gaia_14","o",7.05233,51,8.60574,38,77.69354,39.20291,167.46869,-0.2899,0.1544,0.36368,0.36368,1.13793,2.56436,6.04005,6.04005,18.90128,1.29916,0.13415,0.02176,-6.6373,0.16568,0.02688,1.00734,0.05771,0.00936,948.47055,951.56918,954.68811,50,0,-9050.87105,206.4632,18.36284,4.23308,16.01587,4.28042,14,0.9757,0.9956,0.99796,0.99997,0.99999,"nan",8.011,8.252,8.446,0.489,0.707,0.887,0.476,0.935,1.243,9.699,9.855,10.023,40,0,0,1,"1:1",305
