"Name","ID","AllNames","Type","CST","N","CSTt","Nt","RA_ICRS","DE_ICRS","GLON","GLAT","r50","rc","rt","rtot","r50pc","rcpc","rtpc","rtotpc","pmRA","s_pmRA","e_pmRA","pmDE","s_pmDE","e_pmDE","Plx","s_Plx","e_Plx","dist16","dist50","dist84","Ndist","globalPlx","X","Y","Z","RV","s_RV","e_RV","n_RV","CMDCl2.5","CMDCl16","CMDCl50","CMDCl84","CMDCl97.5","CMDClHuman","logAge16","logAge50","logAge84","AV16","AV50","AV84","diffAV16","diffAV50","diffAV84","MOD16","MOD50","MOD84","r50J","rJ","r50Jpc","rJpc","probJ","NJ","MassJ","e_MassJ","MassTot","e_MassTot","minClSize","isMerged","isGMMMemb","NXmatches","XmatchType","Note"
"AH03_J0748-26.9",2,"AH03_J0748+26.9,AH03_J0748-26.9,AH03_J0748_26.9,FSR_1315,MWSC_1347,MWSC_1348","o",11.58552411,68,11.78130859,66,117.15589,-26.97268,243.20022,-0.6276,0.03411,0.02795,0.1463,0.18885,2.36861,1.94141,10.16049,13.11505,-2.46549,0.04242,0.00522,3.18503,0.05194,0.00639,0.20936,0.03313,0.00408,3919.58056,3979.06488,4040.38252,68,0,-9916.03214,-3551.44899,-18.1946,79.36052,16.09866,4.64728,1,0.9963,0.9998,0.99994,1.0,1.0,"TP",7.84066,8.06174,8.30397,0.7656,1.03667,1.23329,0.6486,1.079,1.45545,13.32692,13.52147,13.70749,0.03414,0.17904,2.37077,12.4342,1.0,67.0,409.19022,85.49308,411.32537,86.73031,10,0,0,2,"1:m+name_updated","nan"
"ASCC_5",3,"ASCC_5,MWSC_93","o",8.31642236,25,8.31642236,25,14.46908,55.82917,123.84275,-7.031,0.05449,0.04499,0.23229,0.23229,1.65575,1.36707,7.05842,7.05842,-2.40663,0.08268,0.01654,-1.91882,0.09264,0.01853,0.5382,0.03764,0.00753,1721.68751,1740.98321,1760.71632,24,0,-9084.80322,1435.13377,-189.84724,"nan","nan","nan",0,0.9899,0.999,0.99966,1.0,1.0,"nan",6.96986,7.32589,7.54226,0.8929,1.17621,1.39559,0.1798,0.72347,1.06781,11.04681,11.21209,11.37014,0.05449,0.27795,1.65575,8.44574,1.0,25.0,173.19577,25.46872,173.19577,25.46872,10,0,0,1,"1:1","nan"
"ASCC_6",4,"ASCC_6,MWSC_141,Theia_2326","o",19.25857004,209,19.25857004,209,26.84216,57.73861,130.36369,-4.324,0.1436,0.08215,0.86659,0.86659,3.76422,2.15326,22.71745,22.71745,-0.83414,0.10924,0.00756,0.14917,0.08861,0.00613,0.62967,0.05079,0.00351,1497.86275,1501.88586,1505.93064,208,0,-9092.16757,1141.10436,-89.94836,-28.83784,22.55436,10.08662,5,0.9907,0.9985,0.99928,1.0,1.0,"nan",7.77258,7.96103,8.18483,0.4945,0.65653,0.86468,0.316,0.75796,1.10453,10.70322,10.89065,11.0559,0.13464,0.47884,3.5294,12.55196,1.0,196.0,580.77667,89.91148,597.88657,92.29021,80,0,0,2,"1:m","nan"
"ASCC_9",5,"ASCC_9,Theia_1659","o",17.56655281,136,17.8781409,132,41.6239,57.77685,137.80669,-1.733,0.13844,0.33497,0.33497,0.41285,5.55555,13.44248,13.44248,16.56808,0.16876,0.06185,0.00538,-1.13868,0.06851,0.00596,0.40228,0.02597,0.00226,2288.40542,2299.27725,2310.25287,136,0,-9824.86029,1543.56813,-44.38768,-23.79109,23.51119,16.62492,2,0.9953,0.9993,0.99969,1.0,1.0,"TP",7.24896,7.46564,7.6469,2.302,2.5,2.67398,0.6282,1.07768,1.3692,11.67747,11.84186,11.97904,0.14181,0.41784,5.69086,16.76801,1.0,136.0,1143.12515,217.93572,1143.12515,217.93572,40,0,0,2,"1:m","nan"
"ASCC_11",6,"ASCC_11,MWSC_284,Teutsch_J0332.2+4450,Theia_152","o",27.89348821,315,24.37121974,231,53.05042,44.84077,150.55168,-9.238,0.19207,0.24306,0.60388,0.76023,2.76882,3.50373,8.7054,10.95962,0.9053,0.15163,0.00998,-3.07237,0.13206,0.00869,1.17058,0.05007,0.00329,824.70038,825.93527,827.17387,226,0,-8832.20569,400.79571,-109.97429,-17.28521,10.74675,1.32283,66,0.991,0.9982,0.99909,1.0,1.0,"nan",8.17351,8.36957,8.58654,0.5259,0.72899,0.90713,0.5949,0.99662,1.36336,9.37985,9.52744,9.67681,0.23111,0.90195,3.3316,13.00299,1.0,315.0,688.49336,86.12396,688.49336,86.12396,20,0,0,2,"m:m","nan"
"ASCC_12",7,"ASCC_12,MWSC_427","o",19.41706905,157,19.51678083,155,72.4206,41.7143,163.01817,-1.9,0.22342,0.13,1.32441,1.42674,3.95609,2.30182,23.45501,25.26811,-0.67605,0.1325,0.01064,-2.91645,0.12865,0.01033,0.95499,0.04658,0.00374,1012.07776,1014.5175,1016.96904,153,0,-9091.80453,296.1466,-10.35242,-26.14466,20.49443,4.36943,22,0.9936,0.9991,0.99957,1.0,1.0,"nan",8.25917,8.47343,8.70145,0.5052,0.70915,0.86513,0.5107,0.82951,1.22475,9.83094,9.99554,10.13536,0.18904,0.60971,3.34726,10.79637,1.0,132.0,374.23574,44.83427,442.39595,56.13074,80,0,0,1,"1:1","nan"
"ASCC_13",8,"ASCC_13,MWSC_486,Theia_2043","o",11.41564199,117,11.523403,115,78.22067,44.36503,163.52978,3.072,0.26536,0.31481,0.86654,1.16412,4.98416,5.91292,16.277,21.86808,-0.54823,0.1153,0.01075,-1.80948,0.12816,0.01195,0.88155,0.07391,0.00689,1073.26115,1076.15265,1079.05977,116,0,-9152.33454,304.67009,81.10342,-17.42267,15.84326,4.39413,13,0.9952,0.9992,0.99959,1.0,1.0,"TP",7.73731,7.94514,8.15861,0.4214,0.61693,0.75406,0.2928,0.66988,0.99557,9.98954,10.13826,10.32196,0.20666,0.55155,3.88168,10.35973,1.0,100.0,323.32205,40.70543,377.19728,40.42737,80,0,0,2,"1:m","nan"
"ASCC_14",9,"ASCC_14,MWSC_507","o",3.35332804,32,5.46688207,21,80.00386,35.22906,171.7706,-1.108,0.20658,0.4305,0.4305,0.92492,3.62078,7.5458,7.5458,16.21296,-0.564,0.08223,0.01794,-3.59744,0.1968,0.04295,0.92738,0.04307,0.0094,1000.03648,1004.25092,1008.50104,32,0,-9115.74389,143.71938,3.92426,-15.0685,2.70909,1.91561,2,0.9862,0.9976,0.99879,1.0,1.0,"nan",7.45721,7.68908,7.8652,0.4981,0.67635,0.82931,0.4022,0.83396,1.21234,9.80632,9.9885,10.14178,0.20255,0.36719,3.55016,6.43606,0.9975,18.0,78.39984,17.47462,125.7266,29.55566,20,0,0,1,"m:1","nan"
"ASCC_19",11,"ASCC_19","o",9.30711743,61,9.35242726,60,81.97813,-1.85602,204.78899,-19.38,0.323,0.75889,0.75889,0.88724,1.98484,4.66363,4.66363,5.45246,1.16772,0.1765,0.02279,-1.18248,0.14031,0.01811,2.80542,0.03309,0.00427,351.66154,352.07912,352.4977,59,0,-8423.79916,-139.25454,-95.25632,11.65061,17.16019,3.36539,26,0.9961,0.9993,0.99965,1.0,1.0,"nan",6.67236,6.87212,7.04482,0.1131,0.22973,0.35084,0.00778,0.51641,0.71303,7.54597,7.67497,7.84399,0.32721,0.88724,2.01071,5.45246,1.0,61.0,56.32117,12.9778,56.09632,13.00698,40,0,0,1,"m:m","nan"
"ASCC_20",12,"ASCC_20,OCSN_57","o",8.64395005,194,8.64395005,194,82.19355,1.7213,201.59022,-17.47,0.65332,1.5054,1.63116,1.63116,4.11889,9.49261,10.28604,10.28604,-0.5691,0.2493,0.0179,0.75899,0.25143,0.01805,2.73025,0.09457,0.00679,360.88362,361.2076,361.53215,162,0,-8442.61793,-126.7789,-86.83411,27.88556,10.88051,1.48065,54,0.9358,0.9863,0.99289,0.99991,0.99994,"nan",6.85849,7.09837,7.28108,4e-05,0.10797,0.17253,0.04253,0.47139,0.73478,7.60236,7.763,7.91718,0.5861,1.06289,3.69505,6.70151,1.0,163.0,104.81021,24.09627,132.89642,25.07332,80,0,0,2,"1:m","nan"
"ASCC_21",13,"ASCC_21","o",11.05617115,116,11.05617115,116,82.21204,3.60659,199.88285,-16.53,0.46183,0.42902,1.78717,1.78717,2.74653,2.55139,10.63163,10.63163,1.53235,0.1819,0.01689,-0.57628,0.17153,0.01593,2.90244,0.03102,0.00288,340.41616,340.73441,341.05325,107,0,-8429.40083,-111.09328,-75.3591,10.16829,28.00862,4.0427,48,0.9973,0.9995,0.99979,1.0,1.0,"nan",6.65926,6.83874,7.00066,0.03044,0.13769,0.20783,0.2373,0.70443,1.0643,7.44777,7.61167,7.77158,0.37667,0.95157,2.24008,5.65947,1.0,93.0,62.71813,14.18523,73.54879,17.11743,80,0,0,1,"1:1","nan"
"ASCC_23",14,"ASCC_23,FSR_746,Ferrero_16,MWSC_839,Theia_552","o",21.3346729,194,21.51244444,193,95.02983,46.6857,167.49003,14.39,0.3146,0.21642,1.58082,1.58082,3.31467,2.28019,16.6599,16.6599,1.07859,0.19221,0.01384,-0.63606,0.20433,0.01471,1.60933,0.08072,0.00581,602.8792,603.67283,604.46855,173,0,-8692.42583,126.65644,172.33554,-13.25087,8.00106,0.94955,71,0.9613,0.9938,0.99718,0.99999,0.99999,"nan",8.18006,8.46417,8.6638,0.03178,0.17967,0.25647,0.2558,0.66584,1.03181,8.66273,8.84039,8.98862,0.27416,0.89595,2.88865,9.44061,1.0,181.0,275.79441,36.78082,293.81185,37.45369,80,0,0,3,"1:m","nan"
"ASCC_27",16,"ASCC_27,MWSC_1009","o",8.28525119,51,9.48402825,43,103.51204,-4.5116,217.24518,-1.476,0.07757,0.15674,0.15674,0.30845,4.18744,8.46146,8.46146,16.65148,-0.70465,0.0821,0.01252,0.62481,0.08596,0.01311,0.28058,0.03949,0.00602,3026.53967,3093.00482,3162.45476,49,0,-10583.54938,-1871.34616,-52.58862,"nan","nan","nan",0,0.7679,0.9229,0.95401,0.9973,0.99945,"nan",7.53518,7.72897,7.98242,3.041,3.2884,3.4786,2.171,2.46264,2.80941,12.27203,12.41668,12.5671,0.08392,0.27574,4.5304,14.88542,1.0,49.0,675.07242,68.08859,677.62041,73.31928,40,0,0,1,"1:1","nan"
"ASCC_28",17,"ASCC_28,MWSC_1011","o",3.51093826,25,4.08450976,21,103.45291,-0.12878,213.31715,0.4694,0.42539,0.71058,0.71058,0.96356,7.71962,12.89543,12.89543,17.48721,-2.56918,0.12821,0.02798,-2.42801,0.10753,0.02347,0.91908,0.02744,0.00599,1034.31051,1039.73871,1045.22418,25,0,-8990.7705,-571.08034,31.54129,48.98105,38.03345,13.44685,8,0.9574,0.9953,0.99792,0.99999,0.99999,"TP",7.74769,7.97812,8.21685,0.1585,0.30027,0.426,0.06058,0.45299,0.67944,9.90676,10.06704,10.24293,0.14529,0.33581,2.63653,6.09403,0.9819,10.0,69.00026,13.37802,88.73636,13.20145,20,0,0,1,"m:m","nan"
"ASCC_29",18,"ASCC_29,MWSC_1013,Theia_2521","o",14.47895133,91,14.47895133,91,103.58953,-1.66868,214.74987,-0.1113,0.12916,0.1113,0.53099,0.53099,2.2395,1.92983,9.20713,9.20713,-0.99378,0.11408,0.01196,-1.05053,0.0986,0.01034,0.97071,0.05148,0.0054,990.10584,993.44652,996.80982,85,0,-8938.2382,-566.25761,20.95798,12.10932,21.29757,4.886,19,0.9842,0.9972,0.99874,0.99999,0.99999,"nan",7.80768,8.07815,8.27294,0.0005,0.10662,0.15681,0.01036,0.39913,0.53659,9.72534,9.93884,10.06938,0.12916,0.53369,2.2395,9.2539,1.0,91.0,241.40842,27.19967,241.40842,27.19967,80,0,0,2,"1:m","nan"
"ASCC_30",19,"ASCC_30,Alessi_35,MWSC_1028","o",11.3099033,88,12.28293839,80,104.23729,-6.21214,219.0886,-1.608,0.19397,0.37673,0.5071,1.01114,3.58978,6.97232,9.3853,18.71529,-1.57924,0.09833,0.01099,-0.15667,0.07816,0.00874,0.88756,0.05458,0.0061,1057.06347,1060.38402,1063.72549,87,0,-8944.76344,-668.33061,-6.85778,15.53418,18.43263,3.92985,22,0.9936,0.9984,0.99915,0.99999,0.99999,"nan",7.98044,8.2035,8.41152,0.1795,0.3368,0.45223,0.4788,0.89647,1.22711,9.93883,10.09707,10.28939,0.19098,0.48722,3.53456,9.01737,1.0,77.0,221.28263,30.49892,270.80529,26.16752,80,0,0,2,"1:m","nan"
"ASCC_36",21,"ASCC_36,MWSC_1151","o",5.63889517,29,6.96171947,23,108.62336,-21.10057,234.29735,-4.633,0.19109,0.44222,0.44222,1.03658,3.17832,7.35547,7.35547,17.24314,-2.24213,0.1005,0.02096,2.00072,0.12651,0.02638,1.01377,0.04225,0.00881,948.51665,952.98872,957.50316,29,0,-8676.49623,-771.35171,-54.75419,16.04709,4.89143,1.99692,6,0.9284,0.9855,0.9932,0.99999,0.99999,"nan",7.84504,8.10521,8.33824,0.02782,0.17017,0.24629,0.02634,0.37271,0.56799,9.66098,9.86209,9.99357,0.16098,0.35499,2.67749,5.90447,1.0,21.0,67.22453,12.42305,113.93266,10.35898,20,0,0,1,"1:1","nan"
"ASCC_45",22,"ASCC_45,MWSC_1460,Theia_2131","o",4.79361113,54,4.79361113,54,124.14492,-35.65483,253.72109,-0.1878,0.20538,0.47106,0.51333,0.51333,12.67179,29.0643,31.67245,31.67245,-2.86844,0.08532,0.01161,3.18765,0.10137,0.0138,0.24553,0.01878,0.00256,3492.84166,3535.02901,3578.2479,53,0,-9112.91349,-3393.28539,11.74344,"nan","nan","nan",0,0.4332,0.7988,0.88381,0.99585,0.99739,"nan",7.22126,7.4666,7.71654,1.872,2.06079,2.28054,2.019,2.28117,2.69955,12.59228,12.75523,12.9038,0.07015,0.14986,4.32826,9.2458,1.0,22.0,205.11778,46.41046,572.86902,28.64035,40,0,0,2,"m:m","nan"
"ASCC_51",23,"ASCC_51,MWSC_1647,Theia_185,Theia_245,Theia_966,UBC_260","o",19.46774937,172,16.75508422,136,140.39673,-69.85529,286.58774,-13.97,0.54756,0.24641,4.26368,5.10676,5.20702,2.34321,40.61902,48.69,-7.61304,0.29284,0.02511,7.96359,0.33171,0.02844,1.81833,0.04717,0.00404,544.30625,544.83474,545.36427,113,0,-7971.36751,-506.72556,-111.07864,8.73467,8.68419,1.29456,45,0.9876,0.998,0.99898,1.0,1.0,"nan",7.85194,8.0997,8.36645,0.0,0.07271,0.12684,0.00454,0.34683,0.52928,8.43176,8.61896,8.78066,0.38671,0.70853,3.67732,6.73791,1.0,101.0,120.48014,17.71551,219.136,22.21236,20,0,0,5,"1:m","nan"
"ASCC_58",25,"ASCC_58,MWSC_1782,Theia_453","o",19.43184966,236,20.28395838,221,153.70559,-55.02031,281.70493,1.263,0.51495,0.53487,1.83477,3.68761,4.23716,4.4011,15.10193,30.38413,-13.30197,0.235,0.01581,2.7601,0.26526,0.01784,2.09626,0.05486,0.00369,471.10609,471.4381,471.77057,197,0,-8026.32937,-461.52271,30.94366,11.6828,13.46568,1.47805,83,0.9698,0.9935,0.99687,1.0,1.0,"nan",7.48117,7.75597,8.02158,0.00022,0.12798,0.19362,0.09814,0.59089,0.84352,8.13715,8.34438,8.48133,0.44931,1.01818,3.69709,8.37865,1.0,182.0,226.36626,26.17729,266.54047,32.87711,80,0,0,2,"m:m","nan"
"ASCC_60",27,"ASCC_60,CWNU_2275,MWSC_1823","o",7.76545007,146,9.80856452,88,158.1709,-58.63125,285.69881,-0.4814,0.08983,0.18821,0.18821,0.49451,6.87933,14.41408,14.41408,37.87289,-5.43598,0.13132,0.014,2.59465,0.0791,0.00843,0.18672,0.02491,0.00266,4327.65872,4388.02095,4450.09087,141,0,-6934.80496,-4224.18824,-19.10898,109.3208,15.57357,7.78678,1,0.00279,0.00604,0.03697,0.05561,0.13742,"nan",7.24782,7.66629,8.08145,2.348,2.63199,3.098,2.911,3.12834,3.45323,13.01872,13.28766,13.46997,0.08381,0.17633,6.41883,13.50417,1.0,83.0,935.45422,76.3315,1563.25117,98.45357,20,0,0,2,"1:m","nan"
"ASCC_61",28,"ASCC_61,Gulliver_1,MWSC_1853","o",19.48868674,167,19.15704974,134,161.59049,-57.04482,286.52274,1.788,0.06214,0.07154,0.20669,0.26605,2.94949,3.39608,9.81101,12.62893,-7.96156,0.07623,0.00659,3.60843,0.05963,0.00515,0.33332,0.02773,0.0024,2704.50332,2719.72272,2735.11439,134,0,-7348.6599,-2606.14871,103.66661,-19.78931,7.50503,1.87626,16,0.8578,0.957,0.97565,0.99989,0.99989,"nan",8.92049,9.08309,9.26003,0.2963,0.49549,0.64196,0.263,0.69099,0.95906,12.0596,12.24208,12.43511,0.06979,0.28794,3.31273,13.66801,1.0,167.0,1042.61341,50.34065,1042.61341,50.34065,20,0,0,2,"1:m","nan"
"ASCC_62",29,"ASCC_62,MWSC_1859,Theia_2151,UBC_263","o",4.62418829,86,6.2236767,67,162.76184,-60.08322,288.44718,-0.6415,0.19949,0.40975,0.40975,0.7221,7.97737,16.38564,16.38564,28.87748,-6.39431,0.05909,0.00722,2.08664,0.05631,0.00688,0.40429,0.02138,0.00261,2279.58817,2291.205,2302.94083,86,0,-7397.08211,-2173.33753,-6.71307,41.3831,62.92361,20.97454,1,0.9766,0.9969,0.99866,1.0,1.0,"nan",7.32216,7.53004,7.72753,0.7114,0.90741,1.05972,0.8194,1.23727,1.62477,11.61042,11.76868,11.93902,0.0896,0.186,3.58315,7.43814,1.0,33.0,174.21753,41.256,489.26062,87.8593,80,0,0,3,"m:m","nan"
"ASCC_63",30,"ASCC_63,MWSC_1869,UBC_508","o",16.07524187,171,16.78171302,156,164.09682,-60.47665,289.21447,-0.7059,0.04659,0.05893,0.14652,0.26361,4.16028,5.26176,13.08325,23.53803,-5.25428,0.06585,0.00527,2.25131,0.05741,0.0046,0.16473,0.03628,0.0029,5039.76851,5115.94971,5194.46938,170,0,-6438.58749,-4830.59191,-46.54442,17.94078,13.38368,3.34592,16,0.05951,0.09261,0.36286,0.50624,0.76804,"nan",8.38726,8.61818,8.84831,2.012,2.29603,2.53363,2.06,2.36452,2.70537,13.4978,13.65875,13.82131,0.04912,0.21488,4.38578,19.18706,1.0,168.0,2701.3949,324.26147,2766.73088,317.67561,10,0,0,2,"1:m","nan"
"ASCC_65",31,"ASCC_65,MWSC_1909","o",6.36299733,66,6.87405848,50,167.83399,-61.16702,291.15998,-0.6042,0.06241,0.13881,0.13881,0.52234,2.60028,5.78366,5.78366,21.764,-6.30892,0.07232,0.01023,1.13289,0.08136,0.01151,0.38198,0.02057,0.00291,2373.44635,2387.22452,2401.16358,65,0,-7260.36655,-2226.14573,-6.58219,4.17192,25.12915,12.56457,4,0.821,0.9453,0.96624,0.99763,0.99838,"TP?",6.61122,6.8049,6.96781,0.8555,1.08605,1.28794,1.456,1.92682,2.3653,11.69419,11.86844,12.06718,0.06476,0.23585,2.69827,9.82678,1.0,54.0,407.75733,63.02486,448.64921,77.25629,20,0,0,1,"1:1","nan"
"ASCC_66",32,"ASCC_66,MWSC_1922","o",5.87319675,49,7.67734076,25,168.34376,-55.42613,289.26347,4.822,0.07713,0.10052,0.23849,1.75603,1.28003,1.66831,3.95805,29.15299,-11.30001,0.15227,0.03045,3.00461,0.14076,0.02815,1.02919,0.04222,0.00844,947.70246,950.90685,954.13298,46,0,-7809.16466,-894.49068,99.92632,-8.8104,13.16352,4.97534,7,0.1641,0.6324,0.80684,0.99903,0.99903,"nan",7.76015,7.9606,8.23943,0.1315,0.29234,0.43358,0.1581,0.59135,0.87138,9.69796,9.87031,10.04627,0.10062,0.36373,1.66987,6.03673,1.0,29.0,89.21633,13.06305,131.06493,20.11641,40,0,0,1,"1:1","nan"
"ASCC_67",33,"ASCC_67,MWSC_1963,OC_0569","o",10.60079154,78,10.60079154,78,175.3753,-61.05655,294.57102,0.6748,0.1399,0.14587,0.49721,0.49721,4.60188,4.79822,16.35506,16.35506,-6.74073,0.05071,0.00574,0.95755,0.05958,0.00675,0.49314,0.01551,0.00176,1877.01159,1884.62967,1892.30983,78,0,-7338.30685,-1713.85187,40.98748,"nan","nan","nan",0,0.9996,1.0,1.0,1.0,1.0,"nan",7.39613,7.63634,7.82976,0.4206,0.584,0.74902,0.3348,0.77805,1.07806,11.25978,11.42219,11.61869,0.12398,0.28778,4.07798,9.46611,1.0,69.0,372.28342,56.48873,427.14219,62.48198,40,0,0,2,"1:m","nan"
"ASCC_71",35,"ASCC_71,MWSC_2016","o",17.0851755,147,17.66862316,134,185.16909,-67.52149,299.98871,-4.826,0.16477,0.18857,0.55026,0.80938,3.51518,4.02299,11.73991,17.26875,-9.35821,0.17064,0.01474,-1.36065,0.15574,0.01345,0.78227,0.04065,0.00351,1219.42284,1222.37045,1225.33234,146,0,-7513.42877,-1054.97179,-83.59118,-14.3012,12.11541,3.12818,15,0.9888,0.9983,0.99935,1.0,1.0,"nan",8.13054,8.32505,8.54536,0.6042,0.74933,0.93659,0.168,0.57514,0.8074,10.26663,10.40586,10.57732,0.15062,0.42433,3.21344,9.05301,1.0,121.0,318.50049,54.52309,397.13661,61.00724,40,0,0,1,"1:1","nan"
"ASCC_72",36,"ASCC_72,CWNU_231,MWSC_2044,UBC_1517","o",14.62847761,147,14.89331292,134,193.76376,-61.05355,303.3698,1.815,0.05964,0.05701,0.2257,0.52048,2.99651,2.8644,11.34013,26.15147,-5.25115,0.10724,0.00926,-0.37081,0.09544,0.00824,0.31239,0.04281,0.0037,2855.19314,2878.75978,2902.71869,141,0,-6539.10719,-2402.95674,107.92886,-12.77777,22.80198,13.16473,3,0.02403,0.08137,0.23758,0.36729,0.61113,"nan",8.02395,8.25168,8.49676,1.7,1.91785,2.16801,2.67,2.90162,3.19781,12.11183,12.24873,12.45682,0.06411,0.25183,3.22132,12.65308,1.0,138.0,1047.89098,105.01074,1122.87317,99.88323,80,0,0,3,"1:m","nan"
"ASCC_75",38,"ASCC_75,CWNU_2237,MWSC_2163","o",7.20351302,36,7.58484334,35,206.93198,-62.45248,309.38874,-0.2885,0.14765,0.31592,0.31592,0.39982,5.09236,10.89625,10.89625,13.79032,-2.63223,0.14009,0.02368,-2.1866,0.07209,0.01219,0.47569,0.03076,0.0052,1959.44374,1976.15269,1993.14907,36,0,-6867.99609,-1527.2679,7.6379,"nan","nan","nan",0,0.8712,0.9691,0.98268,0.99941,0.99982,"nan",7.79856,8.01177,8.18272,1.37,1.54705,1.7547,0.9894,1.3994,1.80025,11.34486,11.47206,11.64051,0.11639,0.17003,4.01438,5.86437,0.9998,19.0,102.16907,21.31099,171.66506,33.70957,20,0,0,2,"1:m","nan"
"ASCC_77",39,"ASCC_77,Ferrero_15,MWSC_2205,Theia_2146","o",20.10097025,220,21.37514439,208,212.69604,-62.36042,311.99031,-0.8924,0.14739,0.14105,0.55761,0.84853,2.82474,2.70312,10.68672,16.26273,-4.25715,0.14336,0.00994,-3.16238,0.17602,0.0122,0.87471,0.03952,0.00274,1095.93388,1098.04317,1100.16059,209,0,-7387.51312,-816.03103,1.8181,-16.42211,14.15715,2.11042,45,0.9936,0.9986,0.99933,1.0,1.0,"nan",7.63105,7.83674,8.04439,0.5101,0.69625,0.83546,0.5213,0.9404,1.28501,10.0054,10.17064,10.31679,0.1479,0.57856,2.83441,11.08822,1.0,209.0,614.38834,60.4984,665.99248,54.5266,80,0,0,2,"m:m","nan"
"ASCC_79",40,"ASCC_79,Alessi_25,MWSC_2288,Theia_89","o",22.35109796,214,22.35109796,214,229.36721,-61.07482,319.67948,-3.044,0.32461,0.35797,1.11035,1.11035,4.6252,5.10062,15.82288,15.82288,-3.06871,0.2175,0.01487,-4.00049,0.21911,0.01498,1.18666,0.04127,0.00282,814.72224,816.38056,818.04564,198,0,-7500.52688,-527.50461,-24.14853,-8.85989,33.17156,5.86396,32,0.8532,0.9566,0.97301,0.99746,0.99938,"nan",6.56421,6.73968,6.85731,0.3698,0.6253,0.78115,1.225,1.75026,2.17344,9.32701,9.51593,9.64374,0.26019,0.57093,3.70732,8.1352,1.0,163.0,240.17646,41.78333,358.20027,49.63827,10,0,0,2,"m:m","nan"
"ASCC_85",42,"ASCC_85,MWSC_2465,Theia_156,Theia_3681,Theia_4023","o",20.66174166,201,20.66174166,201,251.92431,-45.5721,339.83355,-0.3075,0.3511,0.15568,2.77813,2.77813,5.22402,2.31633,41.36797,41.36797,0.16325,0.14087,0.00994,-4.10842,0.16435,0.01159,1.1367,0.04774,0.00337,851.09384,852.49739,853.90557,193,0,-7321.76444,-293.89384,14.1756,8.01273,12.33898,1.49632,68,0.9972,0.9996,0.99981,1.0,1.0,"nan",7.8808,8.095,8.30514,0.3305,0.52045,0.65206,0.225,0.64658,0.91663,9.40473,9.60011,9.72241,0.28838,0.69926,4.29086,10.40467,1.0,164.0,531.03765,27.39736,643.15584,34.60528,80,0,0,4,"1:m","nan"
"ASCC_87",43,"ASCC_87,MWSC_2520,Theia_330","o",10.41221912,90,11.86686554,77,255.69785,-28.45807,355.11587,8.042,0.28408,0.53135,0.75163,1.27989,3.72567,6.96871,9.85797,16.78824,-1.21401,0.26015,0.02965,-3.76972,0.23438,0.02671,1.2982,0.05882,0.0067,749.74265,751.41861,753.10207,89,0,-7380.3801,-63.3481,124.02972,-0.21994,12.61094,2.01937,39,0.9202,0.9874,0.99293,0.99989,0.99991,"nan",8.44356,8.63451,8.84729,0.2775,0.43247,0.57781,0.5915,1.02794,1.39827,9.1786,9.33977,9.50849,0.21771,0.53142,2.85524,6.96966,0.9995,64.0,156.23566,34.34868,231.01818,37.64014,80,0,0,2,"1:m","nan"
"ASCC_88",44,"ASCC_88","o",11.45384078,96,11.45384078,96,256.85062,-35.55641,349.99942,3.0,0.18557,0.44932,0.44932,0.44932,2.82729,6.84587,6.84587,6.84587,0.91136,0.16308,0.01664,-3.28504,0.17526,0.01789,1.10313,0.03187,0.00325,870.81133,872.94765,875.09448,90,0,-7263.35383,-151.38757,64.29586,-17.81535,33.44371,6.82667,24,0.9971,0.9994,0.9997,1.0,1.0,"nan",7.88363,8.08216,8.25181,1.665,1.87655,2.00925,0.2458,0.62794,0.88817,9.52522,9.65461,9.79684,0.18557,0.6087,2.82729,9.27443,1.0,96.0,376.40643,70.45216,376.40643,70.45216,80,0,0,1,"m:m","nan"
"ASCC_90",45,"ASCC_90,Alessi_41,MWSC_2655,Theia_948","o",17.13616171,184,17.46372768,181,264.76197,-34.81736,354.26553,-1.913,0.94492,0.57182,5.38294,6.02163,9.41836,5.6992,53.80707,60.23614,-1.52865,0.27344,0.02032,-2.65507,0.31634,0.02351,1.70643,0.05593,0.00416,570.39623,571.03445,571.6741,165,0,-7554.16393,-57.02549,0.28469,6.27788,12.89289,1.42378,82,0.5211,0.8884,0.94543,0.99922,0.99934,"nan",8.41736,8.61198,8.81234,0.4633,0.6844,0.83768,0.5726,1.0511,1.40584,8.5645,8.70631,8.89017,0.3896,0.84853,3.88294,8.4574,1.0,88.0,271.55111,38.12474,540.0761,49.98705,80,0,0,2,"1:m","nan"
"ASCC_93",46,"ASCC_93,MWSC_2814","o",5.78006806,40,6.81886396,37,271.91261,-22.28336,8.2454,-0.9464,0.07877,0.11495,0.23001,0.70375,2.5046,3.65492,7.31312,22.37629,1.39844,0.14938,0.02456,3.46085,0.20741,0.0341,0.45284,0.08159,0.01341,1766.75104,1821.68428,1880.1432,23,0,-6319.44865,261.21637,-13.90255,-5.39344,6.22418,3.11209,1,0.00705,0.00996,0.12713,0.22194,0.56058,"FP",9.46395,9.65392,9.99998,3.7,4.22203,4.76652,2.32,2.63061,3.17202,11.17305,11.33992,11.58001,0.0833,0.40875,2.6484,12.99633,1.0,38.0,1362.08149,284.72361,1465.8324,301.36432,40,0,0,1,"1:1","nan"
