"Name","ID","AllNames","Type","CST","N","CSTt","Nt","RA_ICRS","DE_ICRS","GLON","GLAT","r50","rc","rt","rtot","r50pc","rcpc","rtpc","rtotpc","pmRA","s_pmRA","e_pmRA","pmDE","s_pmDE","e_pmDE","Plx","s_Plx","e_Plx","dist16","dist50","dist84","Ndist","globalPlx","X","Y","Z","RV","s_RV","e_RV","n_RV","CMDCl2.5","CMDCl16","CMDCl50","CMDCl84","CMDCl97.5","CMDClHuman","logAge16","logAge50","logAge84","AV16","AV50","AV84","diffAV16","diffAV50","diffAV84","MOD16","MOD50","MOD84","r50J","rJ","r50Jpc","rJpc","probJ","NJ","MassJ","e_MassJ","MassTot","e_MassTot","minClSize","isMerged","isGMMMemb","NXmatches","XmatchType","Note"
"OC_0619",5057,"OC_0619","o",11.02453907,79,11.11195174,75,223.87722,-60.51993,317.62558,-1.237,0.04355,0.06567,0.12526,0.15619,2.1757,3.28032,6.25741,7.80223,-5.18667,0.08126,0.00938,-3.3345,0.06043,0.00698,0.3057,0.04181,0.00483,2824.04203,2862.13694,2901.27367,71,0,-6008.21164,-1928.55425,-46.41392,33.36571,27.70981,13.8549,4,0.05537,0.0761,0.34747,0.53058,0.85748,"nan",7.40352,7.61357,7.83145,4.159,4.3605,4.56913,2.072,2.38482,2.78577,12.16873,12.31449,12.46696,0.04462,0.27389,2.22902,13.68199,1.0,79.0,1591.04861,144.09315,1591.04861,144.09315,40,0,0,1,"1:1","nan"
"OC_0621",5058,"OC_0621","o",4.79343739,40,7.25527631,33,225.92412,-60.01601,318.75857,-1.273,0.062,0.1445,0.1445,0.28471,3.29545,7.6802,7.6802,15.13241,-4.63931,0.08846,0.0154,-3.18683,0.06639,0.01156,0.29355,0.02538,0.00442,2988.95618,3045.30082,3103.81058,40,0,-5832.84197,-2007.07085,-52.69254,46.75488,64.87898,37.45789,3,0.01006,0.02074,0.08808,0.13348,0.30356,"FP",7.52801,7.80276,8.02269,4.281,4.50224,4.74623,1.945,2.35142,2.71727,12.34711,12.48666,12.68665,0.06526,0.18664,3.46876,9.92013,0.9999,35.0,632.23227,255.9696,1069.39769,236.36687,40,0,0,1,"1:1","nan"
"OC_0622",5059,"OC_0622","o",14.12326563,201,17.50715281,108,226.90884,-60.40165,318.99477,-1.849,0.04839,0.03239,0.24973,0.58866,2.52696,1.69139,13.04202,30.74379,-5.38934,0.0977,0.0094,-4.44026,0.08299,0.00799,0.29368,0.02816,0.00271,2965.13967,2992.26304,3019.88722,108,0,-5865.29503,-1962.28701,-81.52641,-18.69656,12.59591,5.63306,5,0.01422,0.03279,0.1411,0.19611,0.40408,"nan",7.56126,7.7827,8.03068,2.643,2.8693,3.07244,2.091,2.42564,2.76739,12.29836,12.45841,12.62129,0.07365,0.29315,3.84631,15.30978,1.0,182.0,2335.74321,119.6505,2515.08512,112.3932,10,0,0,1,"1:1","nan"
"OC_0626",5060,"OC_0626","o",13.29216572,105,13.29216572,105,227.82417,-57.95851,320.63195,0.02425,0.03865,0.0151,0.35081,0.35081,1.85762,0.72593,16.86243,16.86243,-3.96427,0.11438,0.01116,-1.91056,0.15092,0.01473,0.3244,0.07791,0.0076,2706.35304,2753.97318,2803.29916,92,0,-5992.91715,-1746.8456,16.5138,-63.80342,2.3073,0.69568,11,0.01377,0.04221,0.24277,0.38238,0.71532,"nan",7.87064,8.22582,8.47224,5.459,5.68334,5.96617,2.561,2.82593,3.21575,12.04396,12.22433,12.36801,0.03815,0.30439,1.83365,14.63114,1.0,104.0,1994.47287,432.46055,2017.11067,435.98623,80,0,0,1,"1:1","nan"
"OC_0629",5061,"OC_0629","o",4.64679055,78,8.850417,38,230.10815,-57.16077,322.09337,0.06087,0.03666,0.07319,0.07319,0.52973,1.47484,2.9444,2.9444,21.31275,-4.17092,0.10854,0.01761,-3.58696,0.11519,0.01869,0.4029,0.03123,0.00507,2277.32571,2305.13637,2333.63467,72,0,-6303.19276,-1416.22241,18.59167,"nan","nan","nan",0,0.07457,0.1512,0.42033,0.61213,0.80238,"TP?",7.11918,7.35254,7.62557,4.691,4.88806,5.10602,1.674,2.10549,2.52099,11.68544,11.83574,11.97093,0.05572,0.28948,2.24187,11.64667,1.0,63.0,940.613,168.14427,1185.42495,172.68829,40,0,0,1,"1:1","nan"
"OC_0630",5062,"OC_0630","o",8.36981434,35,8.47522037,33,233.91775,-56.45479,324.21489,-0.5271,0.20213,0.46618,0.46618,0.53536,3.17907,7.332,7.332,8.42018,-0.82126,0.14046,0.02445,-3.48066,0.1283,0.02233,1.08075,0.03908,0.0068,897.19562,901.12539,905.08974,35,0,-7391.02127,-526.90867,10.63816,1.4122,13.77464,4.87007,8,0.984,0.9979,0.99905,1.0,1.0,"nan",7.65782,7.87088,8.07894,1.091,1.23938,1.44172,0.2064,0.56305,0.88921,9.55058,9.7154,9.83191,0.17731,0.40288,2.78861,6.3364,1.0,29.0,137.56184,22.48472,126.34709,33.15523,20,0,0,1,"1:1","nan"
"OC_0631",5063,"OC_0631","o",6.69570448,48,7.02128843,47,234.85404,-55.92716,324.94684,-0.4085,0.03177,0.02769,0.12941,0.18363,2.4805,2.16236,10.10445,14.33716,-3.84972,0.09133,0.01332,-3.57559,0.06443,0.0094,0.16606,0.03707,0.00541,4331.78896,4473.53991,4624.88186,41,0,-4460.03525,-2569.25378,-20.47378,-112.55123,7.21092,5.09889,2,0.1306,0.3763,0.56903,0.89682,0.95367,"nan",8.06182,8.61741,9.43199,5.993,6.32267,7.0,1.471,2.05184,2.67007,13.15826,13.53064,13.75933,0.03252,0.24627,2.53922,19.22825,1.0,48.0,6330.18729,1624.31799,6330.18729,1624.31799,40,0,0,1,"1:1","nan"
"OC_0634",5064,"OC_0634","o",18.4256189,175,19.05777644,170,235.85774,-56.14119,325.26626,-0.9167,0.04104,0.02459,0.23595,0.3593,3.24447,1.94408,18.65553,28.40827,-4.28599,0.10839,0.00831,-3.77866,0.09181,0.00704,0.19282,0.05577,0.00428,4439.90104,4530.09907,4624.03789,144,0,-4399.77533,-2580.75842,-61.2082,-70.48117,58.30583,26.07516,5,0.00449,0.0127,0.05931,0.08572,0.2079,"FP",7.34897,7.93405,8.65141,5.757,6.13118,6.64238,2.206,2.627,3.07358,13.29216,13.46011,13.70243,0.04267,0.28272,3.37354,22.35358,1.0,173.0,10131.89348,2139.85135,10246.13824,2167.72306,40,0,0,1,"1:1","nan"
"OC_0640",5065,"OC_0640,OC_0641","o",21.56769943,214,21.56769943,214,240.41566,-52.11068,329.88207,0.5159,0.07959,0.07727,0.29784,0.29784,2.95831,2.87216,11.0703,11.0703,-4.90741,0.14431,0.00986,-5.41797,0.12215,0.00835,0.43943,0.06137,0.0042,2114.81747,2129.59938,2144.58939,212,0,-6279.91429,-1068.55175,35.25865,-35.93299,7.60396,1.52079,25,0.05561,0.09738,0.31905,0.44007,0.73949,"nan",8.65175,8.84598,9.0474,3.57,3.75264,4.01819,2.033,2.39602,2.71002,11.50318,11.64986,11.77139,0.07959,0.39521,2.95831,14.68972,1.0,214.0,1934.29645,376.29405,1934.29645,376.29405,80,0,0,2,"1:m","nan"
"OC_0644",5066,"OC_0644","o",14.92503005,136,15.27208609,134,241.56576,-52.13444,330.39511,0.03012,0.05522,0.04084,0.25938,0.44057,2.37308,1.75484,11.1459,18.93263,-2.86364,0.11219,0.00969,-4.80055,0.09889,0.00854,0.37156,0.05042,0.00436,2440.14881,2462.09982,2484.44935,134,0,-5981.299,-1216.31873,16.61342,-5.40803,63.31875,22.38656,8,0.04407,0.05698,0.43988,0.61269,0.8751,"nan",7.8185,7.99181,8.20971,3.601,3.82209,3.99496,2.346,2.62037,2.92973,11.8161,11.9544,12.07323,0.05657,0.30663,2.43082,13.17635,1.0,135.0,1523.1578,177.93252,1554.58816,173.85768,80,0,0,1,"1:1","nan"
"OC_0650",5067,"OC_0650","o",11.18510333,77,11.66130198,75,244.58584,-51.53103,332.16922,-0.806,0.03248,0.02746,0.13558,0.17741,2.68308,2.26906,11.2017,14.65702,-2.76498,0.08532,0.00985,-2.8124,0.10287,0.01188,0.16947,0.04552,0.00526,4587.21003,4733.67376,4889.79876,73,0,-3936.44258,-2209.75628,-56.50763,-26.96662,0.32575,0.16287,4,0.00512,0.00512,0.10076,0.17507,0.70705,"nan",7.88823,8.20728,8.57948,4.297,4.59133,5.03363,2.329,2.61432,3.09868,13.44907,13.63498,13.82816,0.03271,0.15752,2.70238,13.01365,1.0,76.0,2404.46218,713.69569,2476.12975,724.06326,40,0,0,1,"1:1","nan"
"OC_0652",5068,"CWNU_1071,OC_0652","o",11.94359864,99,12.26433312,92,246.38068,-52.17382,332.49813,-2.045,0.17685,0.26886,0.50677,0.64585,2.65045,4.02945,7.5951,9.67969,0.37601,0.27046,0.0282,-3.61991,0.18699,0.0195,1.12261,0.0497,0.00518,856.14047,858.68418,861.24305,96,0,-7360.89034,-396.26935,-11.78437,-31.60187,20.7861,4.76866,19,0.9543,0.9921,0.9961,1.0,1.0,"nan",8.06414,8.31227,8.5569,0.08223,0.23205,0.3324,0.09799,0.49667,0.73369,9.46134,9.63079,9.79369,0.17685,0.51995,2.65045,7.79264,1.0,92.0,218.18468,29.64492,225.48376,31.02896,80,0,0,2,"1:m","nan"
"OC_0653",5069,"OC_0653,Ruprecht_116,Ruprecht_117","o",17.97969192,144,18.16583916,142,245.87832,-51.87249,332.49663,-1.613,0.04441,0.03388,0.20291,0.24778,2.16864,1.65405,9.90779,12.09831,-0.51696,0.09846,0.00826,-2.21262,0.11119,0.00933,0.32459,0.04534,0.00381,2777.14776,2797.60619,2818.36827,142,0,-5641.73647,-1291.42718,-64.29486,-35.4377,15.43801,5.45816,8,0.9054,0.9694,0.97945,0.9992,0.99938,"nan",8.04321,8.25964,8.4052,1.442,1.63536,1.81403,1.196,1.62301,1.95136,12.05036,12.18773,12.35739,0.04444,0.24266,2.16971,11.84859,1.0,143.0,1210.9606,124.13683,1209.42315,124.57682,80,0,0,3,"m:m","nan"
"OC_0668",5071,"OC_0668","o",16.42469976,144,16.81809097,141,251.04546,-44.11286,340.53737,1.115,0.0476,0.05005,0.16815,0.21636,2.49294,2.6216,8.80728,11.33201,-2.50201,0.10333,0.0087,-3.9689,0.11276,0.0095,0.29674,0.05295,0.00446,2968.63298,3000.94277,3033.9636,143,0,-5292.90355,-999.70358,71.92939,-59.90499,52.77426,11.80068,20,0.261,0.5806,0.72113,0.9433,0.96572,"nan",8.06639,8.27016,8.48671,4.064,4.24936,4.47196,2.032,2.35826,2.74974,12.23628,12.41496,12.52381,0.04806,0.28878,2.51718,15.12513,1.0,144.0,2855.10218,401.27556,2855.10218,401.27556,20,0,0,1,"1:1","nan"
"OC_0673",5072,"OC_0673","o",7.36191658,24,7.36191658,24,252.61782,-41.60088,343.19971,1.859,0.04595,0.05272,0.15319,0.15319,1.22635,1.40718,4.08885,4.08885,-0.90552,0.06034,0.01232,-2.01051,0.05033,0.01027,0.61234,0.01387,0.00283,1517.63445,1529.29569,1541.13752,24,0,-6658.59998,-441.79121,66.67097,-34.27878,13.25141,5.40986,6,0.9849,0.9964,0.99823,0.99999,0.99999,"nan",6.66469,6.85669,7.0358,1.163,1.38019,1.58891,0.2453,0.76259,1.11885,10.804,10.9616,11.12948,0.04595,0.2654,1.22635,7.08396,1.0,24.0,198.42823,44.78812,198.42823,44.78812,20,0,0,1,"1:1","nan"
"OC_0675",5073,"CWNU_316,OC_0675","o",14.28404093,101,14.52934678,100,260.77029,-44.37768,344.56793,-4.571,0.17503,0.20237,0.58082,0.82858,3.46231,4.00305,11.48932,16.39096,2.22237,0.23926,0.02393,-3.05881,0.2727,0.02727,0.8257,0.06022,0.00602,1129.84383,1133.35069,1136.87939,99,0,-7033.19397,-300.62136,-72.3129,-3.34364,28.73249,7.96896,13,0.9933,0.9985,0.99917,0.99999,0.99999,"nan",7.14662,7.31751,7.50554,0.8044,0.95463,1.12645,1.201,1.60782,2.06325,10.10425,10.23974,10.41702,0.15493,0.48796,3.06466,9.65245,1.0,91.0,475.71703,31.34557,488.84785,48.2049,40,0,0,2,"1:m","nan"
"OC_0677",5074,"CWNU_355,OC_0677","o",9.54402427,65,11.14076707,51,255.05602,-38.78163,346.56533,2.178,0.06338,0.07798,0.20251,0.4376,1.92499,2.36837,6.15052,13.29085,-0.73335,0.13911,0.01948,0.68791,0.20817,0.02915,0.53564,0.04441,0.00622,1723.18785,1740.15842,1757.46659,62,0,-6430.49263,-404.01184,82.59556,10.67543,17.5859,10.15323,3,0.1064,0.4109,0.60833,0.93408,0.95899,"nan",8.0671,8.26766,8.46462,2.828,3.07466,3.25952,1.811,2.07126,2.50194,11.03043,11.18634,11.29844,0.07997,0.29129,2.4288,8.84714,1.0,58.0,414.9671,69.67628,496.47223,64.85558,40,0,0,2,"1:m","nan"
"OC_0680",5075,"OC_0680","o",10.73567915,105,10.86790331,103,258.98564,-39.04237,348.1869,-0.4275,0.05219,0.04138,0.23038,0.2862,2.17221,1.72217,9.58854,11.91208,-0.36772,0.11046,0.01088,-2.41787,0.11391,0.01122,0.37124,0.04007,0.00395,2363.70752,2384.70699,2406.08292,103,0,-5787.89167,-488.18551,-2.96924,-7.22715,24.41335,12.20668,4,0.02133,0.028,0.12976,0.19617,0.38954,"nan",6.80683,7.05801,7.28553,5.072,5.33937,5.53624,2.489,2.79654,3.15392,11.75216,11.90899,12.07148,0.05272,0.34556,2.19426,14.38289,1.0,105.0,2152.38186,470.77916,2152.38186,470.77916,80,0,0,1,"1:1","nan"
"OC_0681",5076,"CWNU_4,OC_0681","o",7.94694601,125,12.57196369,91,259.85933,-39.05772,348.566,-0.9905,0.07569,0.1271,0.20811,0.83885,2.14377,3.60002,5.89449,23.76066,0.9596,0.16774,0.01758,-1.13722,0.17258,0.01809,0.56949,0.0464,0.00486,1613.33007,1622.80334,1632.38852,124,0,-6531.69161,-321.65624,-11.32316,"nan","nan","nan",0,0.1919,0.609,0.7433,0.96474,0.97102,"nan",7.16706,7.40663,7.64212,2.875,3.06307,3.29193,2.567,2.78794,3.14177,10.88897,11.0474,11.16591,0.09803,0.39233,2.7766,11.11231,1.0,111.0,805.11162,99.73801,874.86945,107.36459,80,0,0,2,"1:m","nan"
"OC_0684",5077,"ASCC_88,Gulliver_29,OC_0684,Theia_1690","o",25.56541921,382,25.56541921,382,256.7727,-35.80407,349.76289,2.903,0.47438,0.65853,1.41931,1.41931,8.7997,12.2159,26.33294,26.33294,1.25283,0.16778,0.00858,-2.27204,0.19695,0.01008,0.89707,0.04314,0.00221,1061.22604,1062.81179,1064.40229,363,0,-7077.28858,-188.64385,71.94789,13.01758,30.72751,3.75396,67,0.6164,0.813,0.87363,0.95997,0.99023,"nan",6.59695,6.75437,6.88729,1.437,1.68344,1.86878,2.352,2.65471,3.01279,9.94298,10.09695,10.23967,0.33956,0.7413,6.29884,13.75165,1.0,280.0,1303.82661,140.71173,1782.07556,187.98812,80,0,0,4,"m:m","nan"
"OC_0689",5078,"OC_0689","o",14.48698615,114,14.48698615,114,263.52635,-35.06515,353.51185,-1.192,0.06467,0.08728,0.19633,0.19633,2.08721,2.81684,6.33651,6.33651,-0.18664,0.09554,0.00895,-2.29278,0.08697,0.00815,0.50063,0.04501,0.00422,1837.66047,1849.24257,1860.97159,113,0,-6285.07708,-208.91672,-22.3733,-7.0234,63.50278,19.14681,11,0.3686,0.6725,0.77143,0.93318,0.9595,"nan",7.77317,7.99922,8.18278,4.034,4.23401,4.43021,2.083,2.4606,2.78147,11.21043,11.36067,11.49069,0.06467,0.44783,2.08721,14.45429,1.0,114.0,1888.17944,168.3109,1888.17944,168.3109,80,0,0,1,"1:1","nan"
"OC_0692",5079,"OC_0692","o",16.25087425,124,16.25087425,124,263.40326,-34.44156,353.98055,-0.7684,0.04681,0.04743,0.16975,0.16975,2.54078,2.57463,9.21397,9.21397,-0.71435,0.09593,0.00862,-1.54894,0.10621,0.00954,0.28504,0.05106,0.00459,3073.79441,3109.97935,3147.02639,119,0,-5029.53667,-326.10475,-28.8239,-25.97683,55.8539,17.66256,10,0.8625,0.9442,0.96238,0.99652,0.99956,"nan",7.03862,7.27064,7.44648,4.371,4.54485,4.766,1.203,1.58348,2.02328,12.32505,12.49175,12.64358,0.04681,0.28429,2.54078,15.43122,1.0,124.0,3385.85593,264.26435,3385.85593,264.26435,10,0,0,1,"1:1","nan"
"OC_0695",5080,"OC_0695","o",3.97762748,24,5.28257103,17,264.27186,-33.98458,354.75326,-1.126,0.03919,0.08419,0.08419,0.1802,1.78173,3.82769,3.82769,8.19289,-0.48925,0.06419,0.01557,-2.21272,0.08654,0.02099,0.35769,0.0181,0.00439,2552.42681,2604.99829,2659.78091,24,0,-5528.53031,-238.17026,-37.02851,"nan","nan","nan",0,0.9823,0.998,0.99925,1.0,1.0,"nan",6.75449,6.96881,7.17587,3.25,3.46029,3.68466,0.7482,1.19765,1.66066,12.01406,12.15957,12.30336,0.05723,0.17648,2.60204,8.02378,1.0,23.0,410.19539,95.77125,427.91651,102.3398,20,0,0,1,"1:1","nan"
"OC_0697",5081,"OC_0697,Trumpler_27","o",20.37540023,208,21.1352649,198,264.05999,-33.49322,355.07286,-0.7132,0.05669,0.06565,0.18784,0.29025,2.25768,2.61478,7.48118,11.55984,-0.17728,0.10989,0.00781,-1.29286,0.11521,0.00819,0.39692,0.04506,0.0032,2269.65967,2281.9292,2294.33211,206,0,-5848.73301,-195.9792,-13.42413,-27.85591,111.847,39.54389,8,0.00475,0.00785,0.04715,0.07044,0.17541,"nan",6.62257,6.87182,7.05234,4.073,4.30456,4.57609,2.571,2.84644,3.21757,11.65822,11.81891,12.02449,0.05938,0.49457,2.36477,19.69798,1.0,208.0,5455.27273,393.04231,5455.27273,393.04231,20,0,0,2,"m:m","nan"
"OC_0704",5082,"FoF_1624,LP_1624,OC_0704,Theia_2163,UBC_335","o",28.59600188,392,28.59600188,392,266.57523,-29.17433,359.87409,-0.251,0.11657,0.10629,0.45773,0.45773,3.89519,3.55173,15.29566,15.29566,1.72305,0.11663,0.00589,-0.79331,0.10914,0.00551,0.48437,0.04978,0.00251,1908.08948,1914.55851,1921.07155,391,0,-6207.4656,-4.20916,7.5121,-33.29813,17.21893,3.44379,25,0.8497,0.9298,0.94996,0.98954,0.99461,"nan",8.09064,8.27886,8.43817,2.532,2.69711,2.90465,2.154,2.46174,2.76367,11.28424,11.42242,11.54916,0.11657,0.52552,3.89519,17.56101,1.0,392.0,3469.43031,234.42318,3469.43031,234.42318,80,0,0,5,"m:m","nan"
"OCSN_3",5083,"OCSN_3","o",14.01694459,78,14.13546825,76,276.45601,-21.03748,11.34687,-4.074,1.21945,1.83917,3.50696,4.75487,3.21818,4.8546,9.26521,12.57533,7.2651,0.65447,0.07507,-28.92548,1.34435,0.15421,6.64379,0.21819,0.02503,151.10389,151.18348,151.26314,67,0,-7974.14742,29.66981,9.68084,-11.85792,10.85431,1.88949,33,0.3592,0.8504,0.92579,0.99983,0.99983,"nan",8.55929,8.84833,9.13356,0.00303,0.14829,0.21663,0.07466,0.61923,0.84502,5.71867,5.84699,5.97743,0.82636,1.88158,2.18062,4.96662,1.0,53.0,48.28846,8.04769,69.8548,10.53831,10,0,0,1,"1:1","nan"
"OCSN_6",5084,"OCSN_6","o",8.06129593,193,8.42086858,183,276.96933,-5.9091,24.98225,2.516,3.31768,2.73393,14.15817,15.63265,24.3842,20.08657,106.11167,117.70335,-0.04146,0.49626,0.03668,-10.61194,0.74644,0.05518,2.30233,0.16873,0.01247,420.2154,420.64047,421.0664,154,0,-7741.01004,177.48059,38.29258,-17.52608,40.10835,5.8504,47,0.00193,0.00892,0.10048,0.158,0.40866,"nan",7.21415,7.51241,7.73159,1.541,1.80777,2.04655,2.07,2.404,2.88717,7.89942,8.04955,8.20279,0.18722,0.61193,1.37447,4.49269,1.0,22.0,58.71691,8.61409,217.83197,46.61907,40,0,0,1,"1:1","nan"
"OCSN_27",5090,"OCSN_27","o",17.28501492,173,17.28501492,173,321.60721,47.63254,91.19923,-2.205,0.78184,0.39742,5.33734,5.33734,5.6373,2.86543,38.59338,38.59338,3.2572,0.29702,0.02258,-2.5057,0.24179,0.01838,2.40723,0.07763,0.0059,412.76251,413.09665,413.43133,142,0,-8130.65296,412.70032,4.92708,-16.30641,14.76585,2.30604,41,0.9184,0.9835,0.99079,0.99982,0.99982,"nan",6.91059,7.17311,7.3794,0.00264,0.14629,0.21137,0.0513,0.49448,0.77525,7.90073,8.06286,8.22561,0.39638,0.76233,2.85794,5.49663,1.0,85.0,64.17718,10.10205,146.0217,19.1792,80,0,0,1,"1:1","nan"
"OCSN_61",5102,"Collinder_70,OCSN_61","o",10.06944727,147,10.06944727,147,84.08365,-0.40217,204.4899,-16.84,0.52019,0.76834,1.51034,1.51034,3.42858,5.06427,9.95663,9.95663,-1.04468,0.21169,0.01746,-0.63025,0.20203,0.01666,2.59027,0.07116,0.00587,377.18462,377.6249,378.06621,132,0,-8451.17251,-149.82704,-87.73729,26.82268,16.99,2.79314,37,0.9396,0.9863,0.99214,0.99985,0.99988,"nan",6.86887,7.06892,7.31035,0.06009,0.19003,0.28484,0.09115,0.6548,0.94714,7.68857,7.85547,7.99879,0.40992,0.95973,2.70177,6.32598,1.0,123.0,99.77385,17.95226,111.77374,19.29871,80,0,0,2,"m:m","nan"
"OCSN_65",5104,"Collinder_70,OCSN_65,Theia_13","o",6.20927158,70,6.57717817,68,83.76421,-2.15506,205.95276,-17.94,0.49739,0.61179,1.5894,1.62272,3.61703,4.44908,11.56098,11.80341,-1.25774,0.2917,0.03537,0.92965,0.20839,0.02527,2.36485,0.0396,0.0048,415.87452,416.64995,417.42827,57,0,-8478.71051,-173.46842,-106.6539,33.16098,22.55214,5.31559,18,0.9451,0.9874,0.99345,0.99983,0.99997,"nan",6.78126,7.11701,7.30013,0.1514,0.36475,0.52449,0.06734,0.58032,0.87306,7.87803,8.06838,8.21693,0.43254,0.73284,3.14545,5.32942,1.0,54.0,52.25057,6.31717,61.08501,9.3722,40,0,0,3,"m:m","nan"
"OCSN_70",5107,"OCSN_70,OC_0356","o",4.4703437,18,4.55369158,17,85.24348,-9.28738,213.38535,-19.84,0.1189,0.24409,0.30579,0.46308,0.88366,1.81409,2.27268,3.44178,0.65212,0.15934,0.03865,-1.10677,0.12512,0.03035,2.30681,0.02191,0.00531,424.40608,425.82992,427.26335,17,0,-8456.79989,-220.41089,-122.87102,17.95062,1.96533,1.3897,2,0.3466,0.7294,0.8333,0.99009,0.99685,"nan",6.46008,6.78383,6.96534,2.575,2.9687,3.42922,0.3441,1.0858,1.62958,7.91503,8.09746,8.22117,0.12158,0.76556,0.90363,5.69008,1.0,18.0,63.39233,9.87081,63.39233,9.87081,10,0,0,2,"m:m","nan"
"OCSN_77",5109,"OCSN_77","o",20.7552012,236,20.7552012,236,112.66116,-12.53968,228.55613,2.803,0.74672,0.96214,2.3239,2.3239,6.92125,8.91825,21.55045,21.55045,-5.76718,0.25779,0.01678,-1.02223,0.3443,0.02241,1.82485,0.13666,0.0089,530.47197,531.03532,531.59986,205,0,-8472.97055,-397.59009,47.6627,15.40721,10.31705,1.20752,73,0.8935,0.9822,0.98976,0.99989,0.99989,"nan",7.85205,8.11907,8.39881,0.00106,0.12775,0.20014,0.3564,0.79016,1.21231,8.365,8.56074,8.71032,0.54731,0.89477,5.07277,8.29366,1.0,153.0,196.97805,26.32963,307.93834,37.13839,20,0,0,1,"1:1","nan"
"OCSN_96",5116,"OCSN_96","o",13.9497443,223,14.13727648,220,240.42965,-22.70921,350.27382,22.2,1.62371,2.97295,2.97295,3.96406,3.98578,7.30241,7.30241,9.74369,-11.54068,1.29916,0.08759,-23.88757,0.83123,0.05604,7.06489,0.1145,0.00772,140.56725,140.6085,140.64976,211,0,-7993.52589,-21.99331,73.60427,-11.80342,17.68562,1.83391,93,0.9812,0.9948,0.9974,0.99997,0.99999,"nan",6.5063,6.67101,6.7899,0.1977,0.39643,0.52843,0.582,1.15951,1.74198,5.54648,5.67897,5.81605,1.61708,2.80111,3.96951,6.87963,1.0,215.0,126.28955,17.34819,132.29671,17.9009,20,0,0,1,"1:1","nan"
"OCSN_100",5119,"OCSN_100","o",7.46116126,87,8.09519887,69,242.72133,-19.38334,354.47966,22.95,0.44046,0.98541,1.10747,2.10065,1.05852,2.36834,2.66178,5.05048,-8.6407,0.54427,0.06552,-24.32894,0.46525,0.05601,7.1934,0.1115,0.01342,137.61934,137.69147,137.76368,79,0,-7995.62805,-12.1979,74.15741,-11.05589,14.67076,2.63495,31,0.9963,0.9996,0.99987,1.0,1.0,"nan",6.40133,6.55825,6.64087,0.1512,0.40824,0.58426,0.1982,0.91872,1.38558,5.50729,5.63893,5.7714,0.57252,2.21711,1.3759,5.33076,1.0,87.0,58.70971,4.44455,58.70971,4.44455,80,0,0,1,"1:1","nan"
"PHOC_1",5120,"PHOC_1","o",10.41829176,42,10.41829176,42,126.97829,-42.7624,260.81152,-2.441,0.12755,0.20322,0.35819,0.35819,3.04625,4.85344,8.55456,8.55456,-5.70744,0.08286,0.01279,4.81353,0.08682,0.0134,0.69918,0.03489,0.00538,1361.39942,1368.37346,1375.41932,41,0,-8340.43028,-1349.58892,-36.92566,26.11807,21.04801,12.15207,3,0.959,0.9941,0.9975,1.0,1.0,"nan",7.88152,8.10481,8.35381,0.6032,0.79213,0.98886,0.3975,0.8944,1.24354,10.54567,10.68262,10.84502,0.12669,0.31296,3.02561,7.47444,1.0,41.0,144.33316,16.67217,145.65001,18.08855,20,0,0,1,"1:1","nan"
"PHOC_2",5121,"PHOC_2","o",14.07409657,95,14.40238417,90,280.09108,-3.71811,28.36072,0.7635,0.07047,0.16988,0.16988,0.28043,2.87952,6.94119,6.94119,11.45837,0.53964,0.07758,0.00818,-1.59886,0.10117,0.01066,0.39003,0.04525,0.00477,2317.74036,2341.11192,2364.95964,93,0,-6061.96353,1111.97679,46.72537,"nan","nan","nan",0,0.9654,0.9916,0.99539,0.99995,0.99999,"nan",7.4068,7.59299,7.76105,3.316,3.47451,3.66261,1.102,1.52604,1.87832,11.66464,11.82705,11.94123,0.07214,0.2955,2.94752,12.07429,1.0,95.0,1142.80054,128.17019,1142.80054,128.17019,10,0,0,1,"1:1","nan"
"PHOC_3",5122,"PHOC_3","o",7.9913415,35,8.69656478,33,115.82666,-30.48789,245.66073,-3.397,0.07326,0.10013,0.2209,0.33812,2.7623,3.77524,8.32911,12.74909,-2.00403,0.05725,0.00997,2.33958,0.06125,0.01066,0.42456,0.02354,0.0041,2142.39064,2160.34188,2178.59648,35,0,-9011.0965,-1964.87374,-104.93085,49.21118,15.04643,10.63943,2,0.9669,0.9954,0.99791,1.0,1.0,"TP",8.48707,8.71069,8.89665,0.2757,0.45108,0.61724,0.277,0.62612,0.94154,11.46633,11.65351,11.81327,0.07326,0.22371,2.7623,8.43501,1.0,33.0,170.93159,29.65923,189.33921,29.79798,10,0,0,1,"1:1","nan"
"PHOC_5",5123,"PHOC_5","o",8.77331074,48,9.0427312,47,105.88743,-7.83527,221.28121,-0.8932,0.10298,0.09665,0.39529,0.47233,2.13908,2.00776,8.21125,9.81168,-0.66021,0.09797,0.01429,-1.04699,0.08598,0.01254,0.80184,0.02897,0.00423,1185.16846,1190.18123,1195.23658,47,0,-9016.30801,-785.13203,4.53392,7.6071,12.22943,3.53033,12,0.9947,0.9992,0.99961,1.0,1.0,"nan",7.74893,7.97471,8.16701,0.6063,0.79964,0.96931,0.09951,0.43055,0.64325,10.22009,10.37223,10.55484,0.10298,0.40697,2.13908,8.4539,1.0,47.0,180.999,24.35652,185.21715,23.58247,40,0,0,1,"1:1","nan"
