"Name","Rc","e_Rc","E_Rc","Rk","e_Rk","E_Rk","MassRk","e_MassRk","Mflag","Pflag","Rflag","RA_ICRS","DE_ICRS","logAge","e_logAge","Dist","e_Dist","AV","e_AV","c","e_c","E_c","n0","e_n0","E_n0","Sample"
"ASCC_10",1.8,-0.09,0.1,51.98,-23.24,30.05,145.6,6.1,"2",1,4,51.8737,35.0113,8.178,0.155,643,30,0.82,0.11,0.0268,-0.0049,0.0084,1.47,-0.06,0.09,0
"ASCC_101",0.69,-0.06,0.07,50.91,-30.68,32.62,97.1,5.8,"2",1,4,288.419,36.3653,8.521,0.162,397,1,0.152,0.071,0.1037,-0.057,0.0826,8.93,-0.55,0.64,0
"ASCC_105",5.49,-1.45,1.05,7.69,-0.95,2.59,144.0,5.6,"2",1,2,295.6291,27.3637,8.328,0.138,545,8,0.45,0.039,0.0541,-0.0225,0.03,9.24,-5.28,5.7,1
"ASCC_107",1.15,-0.08,0.09,48.34,-28.69,33.87,201.9,6.9,"2",1,4,297.1623,22.0071,7.44,0.121,864,30,1.372,0.129,0.0639,-0.031,0.0521,4.09,-0.19,0.29,0
"ASCC_108",9.13,-2.34,2.72,16.5,-2.76,8.92,470.2,9.6,"2",1,1,298.3162,39.3132,8.334,0.108,1138,31,0.464,0.071,0.0339,-0.0096,0.0131,3.01,-1.52,3.45,1
"ASCC_11",1.84,-0.05,0.05,23.13,-3.7,5.03,692.2,13.6,"2",1,2,53.0779,44.8787,8.66,0.063,849,20,0.917,0.075,0.0386,-0.0129,0.0187,8.91,-0.27,0.3,1
"ASCC_110",4.61,-1.59,1.68,8.96,-1.97,10.27,250.7,12.3,"2",2,1,300.7723,33.5487,8.795,0.084,1583,143,1.228,0.122,0.0313,-0.0083,0.0149,2.55,-1.5,3.39,1
"ASCC_111",4.35,-1.35,2.28,11.87,-3.62,25.82,268.0,8.3,"2",1,1,302.7576,37.4883,8.507,0.209,819,18,0.605,0.084,0.0414,-0.0149,0.0224,3.31,-1.52,6.59,1
"ASCC_113",6.47,-2.7,1.97,36.62,-24.61,41.14,155.8,6.2,"2",1,4,318.0929,38.5861,8.455,0.226,559,9,0.279,0.132,0.1759,-0.1043,0.1191,0.45,-0.29,0.63,0
"ASCC_114",3.9,-1.51,1.4,7.05,-1.57,19.48,428.8,12.8,"2",1,3,324.979,53.999,7.632,0.271,911,12,1.216,0.091,0.1938,-0.1232,0.1952,16.75,-11.52,19.11,0
"ASCC_115",0.81,-0.16,0.19,51.53,-32.22,32.31,101.8,5.8,"2",1,4,329.3149,51.524,8.389,0.239,742,17,0.945,0.204,0.1064,-0.054,0.0675,2.74,-0.32,0.39,0
"ASCC_12",6.16,-1.34,0.93,8.1,-0.67,1.55,333.6,11.4,"2",1,2,72.4335,41.7837,8.356,0.262,1010,36,1.088,0.082,0.0683,-0.0287,0.0331,14.12,-6.88,7.06,1
"ASCC_123",5.98,-2.57,2.25,31.11,-20.74,44.05,43.5,5.4,"2",1,3,340.2234,54.1737,7.793,0.083,233,1,0.306,0.062,0.1281,-0.0743,0.0966,0.47,-0.27,0.88,0
"ASCC_127",2.78,-0.74,2.1,14.05,-7.28,48.6,160.8,11.3,"1",1,2,347.1807,64.9151,7.496,0.131,365,10,0.668,0.08,0.131,-0.0793,0.1256,4.32,-1.19,11.05,1
"ASCC_128",8.3,-2.76,1.99,12.17,-1.94,6.08,140.9,6.1,"2",1,3,349.9374,54.4024,8.243,0.223,650,11,0.613,0.037,0.0378,-0.0127,0.0214,2.92,-1.86,2.0,0
"ASCC_13",4.29,-1.22,1.35,7.92,-1.38,5.83,147.5,9.1,"2",1,1,78.3057,44.4212,7.615,0.098,1066,26,0.915,0.027,0.0388,-0.0117,0.0135,3.8,-2.06,4.55,1
"ASCC_16",3.26,-0.82,0.66,4.78,-0.55,1.82,161.5,8.1,"2",1,2,81.2025,1.6256,7.088,0.061,348,3,0.224,0.045,0.5192,-0.2804,0.2571,52.75,-28.67,39.03,1
"ASCC_19",0.74,-0.14,0.16,56.85,-30.99,28.97,161.5,7.7,"2",1,4,82.0035,-1.9617,7.139,0.03,356,2,0.189,0.043,0.5075,-0.1922,0.1898,9.39,-0.97,1.1,0
"ASCC_21",0.69,-0.22,0.31,50.93,-32.86,32.79,105.8,6.3,"2",1,4,82.1423,3.4771,7.102,0.038,343,5,0.236,0.048,0.8537,-0.4138,0.4079,9.35,-1.51,2.12,0
"ASCC_23",1.06,-0.05,0.05,62.71,-26.69,24.76,267.8,8.1,"1",1,4,95.0305,46.7183,8.605,0.102,608,12,0.325,0.097,0.0395,-0.014,0.0245,7.64,-0.24,0.27,0
"ASCC_29",1.87,-0.41,1.24,14.23,-9.19,50.89,131.7,7.2,"2",1,2,103.5647,-1.6507,7.892,0.165,1008,24,0.4,0.046,0.109,-0.0642,0.1055,3.16,-0.65,6.74,1
"ASCC_30",8.3,-2.26,1.74,11.65,-1.6,3.66,142.5,5.3,"2",1,3,104.318,-6.2998,8.499,0.107,1070,45,0.635,0.115,0.0309,-0.0078,0.0136,2.64,-1.5,1.56,0
"ASCC_32",6.49,-0.75,1.1,33.22,-10.4,23.01,696.8,18.0,"2",1,1,105.7112,-26.5758,7.432,0.022,792,11,0.22,0.019,0.0386,-0.0135,0.0238,1.53,-0.26,0.51,1
"ASCC_41",0.92,-0.07,0.07,59.96,-28.94,26.76,143.0,7.0,"1",1,4,116.665,0.1802,8.448,0.223,297,5,0.079,0.041,0.0744,-0.0357,0.0501,8.53,-0.38,0.46,0
"ASCC_58",2.07,-0.13,0.17,45.35,-22.45,33.69,251.7,10.1,"1",1,4,153.6049,-54.9491,7.775,0.09,477,4,0.281,0.038,0.0458,-0.0187,0.0339,3.32,-0.17,0.32,0
"ASCC_6",2.71,-0.39,0.63,12.66,-4.11,9.55,454.1,10.4,"2",1,1,26.8538,57.7058,7.852,0.104,1444,27,0.994,0.046,0.0527,-0.0233,0.036,4.59,-0.92,2.22,1
"ASCC_66",0.3,-0.06,0.07,52.99,-31.79,31.38,55.5,5.7,"3",1,4,168.362,-55.4297,8.069,0.154,938,57,0.354,0.109,0.074,-0.0365,0.0524,8.79,-1.34,2.1,0
"ASCC_67",1.84,-0.21,0.39,28.8,-17.64,41.65,180.7,6.2,"2",1,2,175.2892,-60.9906,7.483,0.227,1921,89,0.81,0.044,0.0299,-0.0072,0.0127,1.14,-0.1,0.32,1
"ASCC_71",6.31,-2.32,2.07,10.46,-2.46,18.68,270.5,11.4,"2",1,3,184.9792,-67.4796,8.082,0.135,1187,33,0.916,0.041,0.0832,-0.0451,0.0766,5.13,-3.66,4.99,0
"ASCC_73",3.16,-0.9,2.26,24.74,-16.38,46.73,140.6,5.8,"2",1,4,189.5166,-67.2172,8.688,0.143,644,11,0.69,0.154,0.0472,-0.0186,0.0263,0.79,-0.18,1.87,0
"ASCC_77",3.37,-1.07,0.81,5.18,-0.72,2.81,345.1,10.4,"2",1,1,212.723,-62.3219,8.083,0.256,1068,56,0.806,0.093,0.2054,-0.125,0.1698,30.75,-18.62,24.88,1
"ASCC_79",10.82,-3.64,3.15,17.91,-3.6,15.13,725.6,18.4,"2",2,3,229.6864,-60.8056,7.365,0.218,831,4,0.748,0.064,0.0319,-0.0084,0.0128,1.48,-0.95,1.44,0
"ASCC_85",2.27,-0.2,0.27,45.8,-24.24,34.14,310.9,9.1,"1",1,4,251.8216,-45.5406,8.14,0.125,848,24,0.73,0.057,0.0467,-0.0193,0.0343,2.49,-0.16,0.3,0
"ASCC_87",2.08,-0.52,1.17,36.66,-26.18,40.96,149.7,7.8,"2",1,2,255.5511,-28.3629,8.684,0.124,774,26,0.651,0.102,0.0331,-0.0095,0.0167,1.06,-0.16,0.53,1
"ASCC_88",3.96,-0.8,1.41,10.36,-2.24,4.55,223.9,10.4,"2",1,1,256.8848,-35.5211,8.538,0.24,864,28,1.851,0.187,0.0278,-0.0057,0.0107,3.91,-1.25,3.77,1
"ASCC_9",5.03,-1.77,3.1,15.65,-6.87,41.14,644.6,48.3,"2",2,3,41.6795,57.7627,6.945,0.07,2322,99,2.571,0.041,0.0445,-0.0174,0.0284,1.31,-0.61,3.11,0
"ASCC_90",0.64,-0.03,0.03,65.77,-27.42,23.13,197.1,9.4,"3",2,4,264.7432,-34.8553,8.798,0.097,554,16,0.85,0.088,0.0374,-0.011,0.0148,7.32,-0.24,0.29,0
"ASCC_97",1.54,-0.6,0.97,8.53,-5.6,57.15,81.9,5.7,"2",1,3,279.2998,-19.1546,8.228,0.274,564,7,1.446,0.162,0.3428,-0.234,0.4258,6.57,-2.63,23.97,0
"ASCC_99",3.56,-1.26,1.96,9.23,-2.84,40.3,76.3,4.8,"2",1,1,282.226,-18.4123,8.489,0.181,294,0,0.762,0.09,0.0972,-0.0546,0.0835,3.67,-1.91,7.43,1
"Alessi_1",0.73,-0.08,0.09,53.27,-31.27,31.16,86.7,5.5,"3",1,4,13.3195,49.5356,8.993,0.045,681,15,0.416,0.15,0.0922,-0.046,0.0596,4.32,-0.32,0.36,0
"Alessi_10",0.95,-0.27,0.52,3.06,-1.13,25.33,82.0,5.2,"1",1,1,301.206,-10.5452,8.547,0.131,445,9,0.496,0.066,0.276,-0.1776,0.1469,22.1,-9.63,45.61,2
"Alessi_12",8.67,-1.78,1.26,11.32,-0.86,2.18,416.1,12.1,"1",1,2,310.9028,23.8969,8.195,0.127,539,10,0.248,0.087,0.0978,-0.0372,0.0358,14.22,-6.77,7.04,1
"Alessi_13",1.41,-0.16,0.17,10.98,-3.1,9.59,21.8,2.2,"1",1,2,51.6126,-35.6459,7.769,0.121,104,1,0.039,0.026,0.0292,-0.0068,0.0134,4.26,-0.49,0.64,1
"Alessi_17",1.43,-0.57,0.48,2.63,-0.53,14.54,146.9,9.0,"X",3,3,113.8534,-15.0917,8.953,0.098,3718,201,0.81,0.062,0.1131,-0.0644,0.0846,15.16,-10.27,20.82,0
"Alessi_18",0.26,-0.04,0.27,30.11,-28.73,46.4,269.6,13.4,"X",3,3,114.2948,-26.3896,8.819,0.728,4054,265,2.039,0.116,0.312,-0.1909,0.272,22.11,-4.29,11.57,0
"Alessi_19",13.15,-4.31,4.23,20.18,-4.47,12.35,158.8,6.4,"2",1,3,274.817,12.5037,7.763,0.126,573,5,0.406,0.066,0.0299,-0.0073,0.0136,1.13,-0.74,0.9,0
"Alessi_2",2.22,-0.12,0.15,48.95,-20.5,30.49,391.2,9.5,"1",1,4,71.6266,55.2342,8.598,0.081,611,9,0.814,0.112,0.0327,-0.0093,0.017,3.26,-0.15,0.23,0
"Alessi_20",0.41,-0.01,0.01,59.3,-30.16,27.37,150.0,9.2,"1",1,4,2.5905,58.7414,6.991,0.116,423,2,1.002,0.119,0.2947,-0.1064,0.1177,40.4,-0.72,0.84,0
"Alessi_21",2.31,-0.5,1.33,29.29,-21.92,45.42,288.3,8.8,"2",1,4,107.7113,-9.3962,7.944,0.162,571,1,0.37,0.075,0.1638,-0.0967,0.13,3.27,-0.52,4.61,0
"Alessi_24",6.83,-1.58,1.23,8.9,-1.14,2.24,227.0,9.1,"1",1,2,260.6536,-62.7844,8.457,0.105,482,3,0.245,0.017,0.0676,-0.0339,0.0557,15.57,-8.26,7.03,0
"Alessi_3",8.75,-2.02,1.61,12.27,-1.21,2.87,121.6,7.1,"1",1,1,109.6999,-46.026,8.902,0.057,278,0,0.178,0.059,0.0311,-0.0079,0.0129,6.4,-3.19,4.0,2
"Alessi_31",1.78,-0.08,0.09,28.58,-9.37,22.43,557.3,14.0,"2",2,2,267.6653,-11.8817,8.054,0.308,651,11,2.147,0.175,0.0405,-0.0151,0.0296,6.25,-0.33,0.43,1
"Alessi_37",2.51,-0.21,0.31,32.57,-15.94,36.55,331.1,10.3,"1",1,2,342.0186,46.3276,8.366,0.147,706,8,0.676,0.058,0.0482,-0.0204,0.037,2.76,-0.23,0.52,1
"Alessi_43",3.54,-1.25,1.68,8.14,-2.07,23.77,445.8,19.0,"2",1,1,132.6413,-41.763,6.763,0.058,937,4,0.912,0.054,0.1297,-0.0785,0.1258,10.18,-5.66,17.19,1
"Alessi_44",22.07,-6.95,5.71,34.27,-5.68,16.68,562.8,10.7,"1",1,3,295.2862,1.4935,8.056,0.191,668,24,1.075,0.143,0.0326,-0.009,0.0144,0.92,-0.54,0.74,0
"Alessi_5",1.77,-0.2,0.3,15.96,-6.47,26.44,408.3,18.3,"1",1,1,160.6215,-61.118,7.785,0.136,395,1,0.404,0.125,0.0875,-0.0489,0.0845,13.8,-1.73,3.27,2
"Alessi_53",2.66,-0.34,0.26,3.18,-0.15,0.23,202.4,8.8,"2",2,3,97.3632,9.1794,8.524,0.628,4267,728,1.984,0.398,0.0494,-0.0176,0.0217,20.27,-6.39,6.44,0
"Alessi_59",1.04,-0.54,0.65,39.01,-34.01,40.7,154.6,12.4,"2",2,4,103.071,2.1969,8.755,0.61,4387,565,1.625,0.088,0.642,-0.4407,0.6827,2.96,-1.59,2.84,0
"Alessi_6",1.46,-0.08,0.11,33.64,-15.11,34.83,414.2,12.0,"1",1,2,220.0859,-66.136,8.785,0.022,865,21,0.879,0.154,0.0412,-0.0155,0.0292,7.38,-0.34,0.55,1
"Alessi_60",0.73,-0.03,0.04,35.52,-21.82,39.74,373.9,10.4,"1",2,3,105.615,-1.1204,8.5,0.176,2501,138,0.972,0.057,0.0699,-0.0362,0.0674,11.93,-0.42,0.73,0
"Alessi_62",1.93,-0.49,1.3,10.72,-6.37,50.82,297.2,8.7,"2",1,1,284.0243,21.5756,8.997,0.034,617,8,0.846,0.072,0.2679,-0.1763,0.2708,9.22,-2.56,27.89,1
"Alessi_8",1.48,-0.29,0.52,37.7,-28.69,40.73,112.8,6.4,"2",1,4,232.4931,-51.1959,8.156,0.096,671,12,0.384,0.065,0.0971,-0.0544,0.0862,2.68,-0.35,0.87,0
"Alessi_9",2.31,-0.23,0.35,35.77,-19.79,37.68,153.0,8.0,"1",1,2,266.0186,-47.2369,8.593,0.072,207,0,0.155,0.056,0.0515,-0.0224,0.0367,3.49,-0.29,0.71,1
"Alessi_Teutsch_11",3.71,-1.36,1.03,5.82,-1.07,8.07,202.6,7.7,"1",1,3,304.1429,52.0315,8.254,0.173,642,7,0.221,0.082,0.1911,-0.1201,0.1837,21.18,-15.15,17.29,0
"Alessi_Teutsch_12",0.53,-0.1,0.09,62.96,-28.86,24.94,88.3,6.1,"3",1,4,255.4151,-59.0258,7.935,0.081,605,7,0.476,0.104,0.0327,-0.0086,0.0125,4.28,-0.54,1.08,0
"Alessi_Teutsch_3",1.85,-0.37,1.18,11.83,-7.07,44.36,209.4,6.0,"2",1,1,118.2369,-53.0525,8.205,0.267,687,7,0.696,0.053,0.0657,-0.0321,0.0481,3.87,-0.86,8.66,1
"Alessi_Teutsch_5",5.68,-1.69,1.54,9.5,-1.55,7.33,452.6,20.1,"2",2,1,332.2744,61.0962,7.071,0.054,869,14,1.253,0.076,0.1076,-0.0554,0.0565,7.34,-4.34,7.5,1
"Alessi_Teutsch_8",2.25,-0.17,0.22,26.94,-11.1,31.62,882.5,17.1,"1",1,2,180.6485,-60.9481,8.279,0.071,974,21,0.63,0.042,0.0853,-0.0482,0.0911,9.24,-0.8,1.39,1
"Antalova_2",0.5,-0.14,0.14,50.15,-32.93,33.41,106.7,10.7,"2",2,4,262.4702,-32.5215,6.921,0.189,1079,36,1.167,0.359,0.3116,-0.1719,0.2038,6.27,-0.87,1.42,0
"Archinal_1",0.47,-0.09,0.1,5.7,-2.88,47.41,243.4,21.0,"X",3,3,283.7168,5.5558,7.017,0.139,1741,35,4.57,0.079,0.1305,-0.0817,0.1406,16.21,-1.81,3.37,0
"Aveni_Hunter_1",7.35,-1.01,0.74,8.82,-0.42,0.67,77.5,8.1,"2",1,2,354.1893,48.1461,6.965,0.064,420,3,0.503,0.111,0.029,-0.0065,0.0119,9.72,-3.25,3.08,1
"BDSB91",0.23,-0.02,0.05,36.85,-29.91,41.59,110.1,12.3,"2",1,4,96.3285,-10.5458,6.736,0.034,912,27,1.471,0.226,0.2053,-0.137,0.3121,42.24,-5.84,5.19,0
"BDSB93",0.24,-0.02,0.04,44.39,-32.8,36.86,153.3,9.9,"X",3,4,104.2954,-8.2148,7.081,0.445,1022,177,2.226,0.45,0.3241,-0.2048,0.3474,38.3,-5.03,4.79,0
"BDSB96",1.36,-0.47,0.17,1.67,-0.12,0.7,198.2,17.4,"3",2,3,106.3489,-12.3221,6.871,0.107,1155,84,1.483,0.471,0.7694,-0.3769,0.3534,154.51,-104.06,57.04,0
"VDBH_111,BH_111",0.55,-0.14,0.26,29.78,-26.82,46.4,172.1,6.7,"2",2,2,167.3136,-63.8306,8.513,0.378,2484,95,1.436,0.121,0.2931,-0.2029,0.4168,11.98,-1.82,6.99,1
"VDBH_121,BH_121",3.08,-0.33,0.52,33.38,-15.81,36.85,1285.0,42.6,"2",2,2,174.6628,-63.3771,6.864,0.103,2250,89,1.281,0.016,0.0595,-0.0291,0.0558,3.77,-0.37,0.9,1
"VDBH_132,BH_132",0.9,-0.13,0.36,10.89,-7.38,49.36,406.0,11.6,"1",2,2,186.7245,-64.0645,8.12,0.412,2174,145,1.589,0.267,0.1577,-0.1016,0.1847,11.38,-1.49,8.64,1
"VDBH_151,BH_151",0.25,-0.04,0.31,1.95,-0.93,15.12,488.8,53.8,"X",3,4,205.0497,-61.7316,6.772,0.141,3866,1275,4.104,0.079,0.4751,-0.3162,0.4171,69.49,-15.33,58.81,0
"VDBH_164,BH_164",4.09,-0.8,0.97,6.75,-0.78,1.64,236.4,15.4,"1",1,1,222.2265,-66.4376,7.666,0.057,416,2,0.43,0.044,0.1177,-0.0551,0.0601,21.32,-8.73,17.13,2
"VDBH_19,BH_19",1.3,-0.23,0.35,3.27,-0.65,1.28,404.2,18.3,"2",2,2,121.7625,-32.3511,8.513,0.516,3620,515,2.427,0.209,0.134,-0.0738,0.0953,20.25,-6.33,15.28,1
"VDBH_200,BH_200",0.76,-0.09,0.13,33.45,-25.73,43.33,376.0,20.5,"X",3,2,252.4792,-44.1832,7.52,0.265,1997,121,2.551,0.043,0.0837,-0.0469,0.0919,5.96,-0.47,0.96,0
"VDBH_202,BH_202",0.69,-0.09,0.09,49.75,-32.16,33.53,628.9,17.5,"2",2,4,253.7768,-40.9431,8.763,0.122,1504,99,1.894,0.147,0.638,-0.4116,0.5899,24.6,-1.8,2.26,0
"VDBH_205,BH_205",3.7,-1.4,1.23,6.77,-1.39,25.56,448.9,22.7,"2",2,2,254.059,-40.6367,6.877,0.091,1612,79,1.376,0.049,0.2211,-0.1442,0.2332,12.07,-8.17,13.8,1
"VDBH_211,BH_211",0.73,-0.03,0.04,60.72,-29.32,26.43,557.5,20.9,"2",2,4,255.5409,-41.1244,8.825,0.512,1638,123,2.388,0.15,0.1375,-0.0704,0.087,12.97,-0.39,0.45,0
"VDBH_217,BH_217",0.73,-0.05,0.05,7.92,-2.19,6.88,986.5,40.3,"X",3,2,259.0754,-40.8141,7.128,0.562,2133,306,3.349,0.105,0.1332,-0.0834,0.1537,32.9,-2.66,2.84,0
"VDBH_221,BH_221",2.69,-0.86,1.65,10.93,-5.59,52.35,549.4,23.8,"1",2,2,259.6486,-32.3116,7.071,0.065,1050,53,1.041,0.032,0.4464,-0.3032,0.4652,8.54,-3.08,24.41,1
"VDBH_23,BH_23",3.22,-1.06,0.77,4.92,-0.72,3.05,98.2,8.1,"1",1,2,123.5074,-36.2423,7.391,0.053,436,1,0.233,0.044,0.1259,-0.0691,0.0864,15.74,-9.88,12.84,1
"VDBH_245,BH_245",0.46,-0.12,0.44,11.88,-10.32,57.01,396.1,41.2,"X",3,2,266.5602,-29.6994,7.106,1.381,2637,523,4.688,0.696,0.5484,-0.3892,0.5766,29.65,-5.6,50.33,0
"VDBH_37,BH_37",1.39,-0.3,0.77,6.95,-3.48,39.06,1275.3,39.2,"X",3,1,128.9487,-43.6131,8.427,0.717,3439,210,3.319,0.089,0.2382,-0.1591,0.2634,14.73,-4.29,26.28,0
"VDBH_54,BH_54",1.25,-0.41,0.85,6.77,-4.26,57.16,352.0,30.6,"2",2,3,132.3929,-44.3542,6.783,0.102,2121,128,2.641,0.047,0.3385,-0.223,0.3318,8.22,-2.75,30.45,0
"VDBH_55,BH_55",0.82,-0.11,0.16,39.32,-30.58,39.92,1037.4,107.6,"3",2,4,134.043,-39.5163,9.395,0.226,4640,407,1.789,0.276,0.1151,-0.0652,0.0963,7.23,-0.63,1.19,0
"VDBH_56,BH_56",4.54,-1.71,2.13,9.86,-3.36,35.83,341.9,15.5,"2",2,3,134.3564,-43.163,7.156,0.076,865,23,0.837,0.194,0.1759,-0.1118,0.1848,7.16,-4.61,11.89,0
"VDBH_72,BH_72",0.75,-0.07,0.09,9.16,-4.28,33.93,754.6,44.0,"2",2,2,142.8429,-53.0413,8.848,0.162,4289,432,2.529,0.13,0.1397,-0.0893,0.1613,15.17,-1.65,2.85,1
"VDBH_78,BH_78",0.49,-0.03,0.03,40.77,-26.72,38.31,897.9,75.1,"3",2,4,145.9539,-56.5708,8.77,0.308,5602,2282,3.006,0.763,0.0728,-0.0388,0.0785,16.65,-0.61,0.79,0
"VDBH_84,BH_84",0.55,-0.03,0.03,3.78,-0.61,1.07,428.5,12.8,"2",2,2,150.3396,-58.2173,9.051,0.495,2404,247,1.691,0.296,0.271,-0.113,0.1003,38.6,-2.55,2.82,1
"VDBH_85,BH_85",0.8,-0.04,0.05,61.28,-28.89,25.99,1852.8,173.6,"2",2,4,150.4664,-49.5678,9.508,0.033,5943,345,1.22,0.059,0.0778,-0.0363,0.0462,7.04,-0.25,0.27,0
"VDBH_87,BH_87",1.49,-0.08,0.09,6.18,-0.8,1.06,1012.5,29.4,"2",1,1,151.1619,-55.3768,7.354,0.045,1899,80,1.845,0.14,0.2249,-0.109,0.1104,28.87,-2.68,3.53,1
"VDBH_88,BH_88",2.16,-0.73,0.7,35.5,-28.65,42.43,157.5,13.2,"2",1,3,151.6211,-51.5557,8.766,0.435,2011,321,1.612,0.262,0.9482,-0.6597,0.9886,4.78,-1.71,3.79,0
"VDBH_90,BH_90",2.24,-0.48,0.33,2.88,-0.27,0.57,662.2,16.6,"2",1,2,153.07,-58.0702,8.312,0.118,2294,59,1.785,0.112,0.5017,-0.3042,0.3802,116.93,-58.23,51.15,0
"VDBH_92,BH_92",0.22,-0.02,0.03,47.09,-32.87,35.25,227.5,11.4,"2",1,4,154.7815,-56.425,7.465,0.383,2254,115,1.889,0.083,0.4466,-0.2097,0.2308,40.04,-4.64,3.55,0
"VDBH_99,BH_99",2.58,-0.34,0.57,8.75,-2.25,3.8,511.3,21.8,"1",1,1,159.4991,-59.1498,7.795,0.072,443,1,0.267,0.03,0.1759,-0.0998,0.1218,21.63,-4.89,12.35,2
"Barkhatova_1",0.95,-0.09,0.13,32.02,-22.52,43.05,360.0,17.1,"2",2,2,313.4148,46.052,7.14,0.119,1859,74,1.754,0.051,0.0658,-0.0332,0.0584,5.87,-0.43,0.87,1
"Basel_1",1.58,-0.24,0.39,4.21,-0.88,1.47,261.1,10.4,"2",1,1,282.0396,-5.885,8.251,0.282,1523,54,1.586,0.076,0.1395,-0.0722,0.0838,18.91,-5.15,13.09,1
"Basel_10",0.26,-0.04,0.12,38.5,-34.92,41.05,96.5,10.6,"3",2,4,34.8607,58.2984,8.466,0.403,2052,69,2.098,0.111,0.3232,-0.1786,0.2484,12.92,-2.81,3.11,0
"Basel_11a",1.91,-0.53,0.65,3.81,-0.76,2.9,305.3,7.7,"1",1,1,109.3031,-13.9806,7.905,0.046,1363,34,0.645,0.041,0.2724,-0.169,0.2086,30.84,-15.56,40.5,2
"Basel_11b",0.54,-0.03,0.03,49.34,-31.29,33.55,398.1,15.4,"1",1,4,89.543,21.9685,8.445,0.139,1686,69,1.88,0.08,0.1717,-0.0953,0.1293,17.41,-0.63,0.83,0
"Basel_17",3.19,-1.31,2.09,11.86,-6.63,51.84,129.3,9.3,"2",1,3,167.644,-59.0743,7.728,0.138,1941,84,0.839,0.08,0.0907,-0.0508,0.0857,1.41,-0.7,4.48,0
"Basel_18",0.89,-0.14,0.18,3.41,-0.89,2.65,253.7,17.1,"2",1,1,201.9842,-62.3088,7.313,0.058,1797,100,1.115,0.035,0.2156,-0.1177,0.1214,22.34,-5.62,10.2,1
"Basel_4",0.82,-0.07,0.1,18.7,-11.53,45.5,319.6,18.0,"1",1,2,87.2352,30.1942,8.297,0.059,2833,88,1.78,0.041,0.0737,-0.0399,0.0816,9.25,-0.66,1.51,1
"Basel_8",1.23,-0.13,0.15,48.39,-28.03,33.63,177.3,5.5,"2",2,4,98.5582,8.0381,7.671,0.236,1456,54,1.083,0.079,0.0243,-0.0031,0.0056,0.77,-0.06,0.07,0
"Berkeley_1",0.96,-0.08,0.09,7.91,-2.15,5.49,444.4,20.8,"1",2,2,2.4451,60.4689,7.167,0.453,3502,290,2.154,0.096,0.0561,-0.0257,0.0391,8.74,-0.9,1.12,1
"Berkeley_10",0.48,-0.08,0.08,57.29,-30.88,28.64,1156.4,29.0,"1",2,4,54.8878,66.4895,8.902,0.069,2004,172,2.595,0.089,0.4413,-0.2426,0.2806,27.56,-2.57,3.39,0
"Berkeley_101",2.06,-0.82,1.2,11.55,-7.83,55.7,728.7,44.3,"1",2,3,353.2151,64.2096,8.642,0.092,4462,650,3.009,0.079,0.3925,-0.2687,0.4619,5.18,-2.22,19.13,0
"Berkeley_104",1.26,-0.22,0.76,13.83,-10.48,52.02,469.5,34.1,"X",3,2,0.8683,63.587,9.022,0.075,4038,358,1.849,0.094,0.1515,-0.0955,0.1614,5.01,-0.82,11.87,0
"Berkeley_11",2.18,-0.93,0.57,3.4,-0.45,4.87,480.5,23.1,"1",2,2,65.1322,44.9184,7.138,0.457,2653,220,2.701,0.069,0.2205,-0.136,0.1872,41.61,-29.18,35.95,1
"Berkeley_12",0.96,-0.1,0.12,45.48,-29.51,35.82,1441.5,100.4,"2",2,4,71.0972,42.6872,9.227,0.055,3805,192,2.706,0.085,0.1226,-0.0725,0.1194,10.05,-0.72,0.98,0
"Berkeley_13",1.67,-0.19,0.25,8.95,-2.54,5.57,1140.2,35.8,"1",2,1,73.9441,52.8019,8.886,0.723,3259,302,2.317,0.176,0.0713,-0.0351,0.05,11.1,-1.75,3.09,1
"Berkeley_14",1.87,-0.24,0.58,15.09,-8.48,34.41,4076.0,308.1,"X",3,1,74.9328,43.4911,9.471,0.038,4580,294,1.68,0.094,0.1095,-0.0648,0.11,8.54,-1.34,6.15,0
"Berkeley_15",2.22,-0.66,0.43,3.1,-0.4,1.42,627.4,26.2,"1",2,1,75.5111,44.4995,7.236,0.357,2101,170,2.775,0.072,0.2954,-0.183,0.2466,73.22,-46.0,44.25,1
"Berkeley_17",2.69,-0.29,0.37,15.02,-4.23,9.27,5576.0,361.6,"3",2,1,80.1255,30.5735,9.999,0.142,3135,155,1.722,0.119,0.0807,-0.0442,0.0753,8.59,-1.28,2.09,0
"Berkeley_19",6.06,-2.11,1.69,9.38,-1.76,8.57,923.5,113.7,"X",3,3,81.0166,29.5869,9.316,0.091,5840,898,1.474,0.184,0.0558,-0.0256,0.0427,4.46,-3.07,3.52,0
"Berkeley_2",1.34,-0.21,0.59,18.15,-13.76,49.82,1589.4,77.1,"1",2,2,6.3191,60.394,8.833,0.05,6945,703,2.555,0.081,0.1217,-0.0731,0.1233,5.15,-0.75,6.18,1
"Berkeley_23",1.25,-0.35,1.17,6.16,-3.23,41.28,741.6,38.0,"1",1,1,98.3161,20.5375,9.244,0.174,4842,650,0.862,0.135,0.1145,-0.0672,0.0852,12.45,-3.33,43.85,2
