"Name","Rc","e_Rc","E_Rc","Rk","e_Rk","E_Rk","MassRk","e_MassRk","Mflag","Pflag","Rflag","RA_ICRS","DE_ICRS","logAge","e_logAge","Dist","e_Dist","AV","e_AV","c","e_c","E_c","n0","e_n0","E_n0","Sample"
"Gulliver_6",1.47,-0.1,0.1,60.25,-28.02,26.45,359.2,14.2,"1",1,4,83.2751,-1.6593,7.134,0.041,413,4,0.386,0.06,0.1387,-0.0799,0.1188,12.52,-0.51,0.65,0
"Gulliver_60",2.89,-0.96,0.74,4.55,-0.68,3.11,393.1,10.6,"2",1,1,303.443,29.69,7.957,0.251,1070,31,1.502,0.103,0.2548,-0.1611,0.2276,35.72,-22.31,31.09,1
"Gulliver_7",1.04,-0.12,0.16,37.18,-26.85,40.65,781.8,30.7,"2",1,4,141.7514,-55.1264,8.624,0.791,4632,1327,1.921,0.19,0.1224,-0.0729,0.1214,7.35,-0.61,1.16,0
"Gulliver_8",0.48,-0.08,0.07,47.89,-33.2,34.74,131.0,8.1,"2",1,4,80.548,33.7977,7.468,0.127,1114,24,0.987,0.062,0.2484,-0.1278,0.1551,8.19,-0.68,1.02,0
"Gulliver_9",9.19,-2.74,2.19,13.89,-2.17,7.21,313.2,16.3,"1",1,2,126.7441,-47.8198,7.326,0.031,477,7,0.402,0.063,0.0714,-0.0353,0.0507,7.51,-4.59,5.69,1
"Haffner_10",1.29,-0.22,0.54,9.78,-5.54,43.63,1850.8,106.9,"1",2,1,112.1592,-15.3688,9.704,0.096,3661,432,1.263,0.056,0.2595,-0.1754,0.3143,19.88,-3.85,18.6,1
"Haffner_11",6.31,-1.43,1.09,8.4,-0.94,1.87,1412.9,47.8,"1",1,2,113.8656,-27.7096,8.911,0.045,4886,228,1.91,0.053,0.0681,-0.0334,0.0508,15.98,-8.16,8.03,0
"Haffner_13",5.04,-1.39,1.0,7.06,-0.83,2.18,386.7,17.3,"1",1,2,115.2406,-30.0685,7.63,0.05,561,4,0.174,0.035,0.192,-0.1181,0.1676,29.57,-16.58,17.98,1
"Haffner_14",1.4,-0.08,0.1,23.42,-9.25,28.15,1461.2,32.5,"1",1,2,116.1813,-28.382,8.563,0.196,3062,113,1.937,0.116,0.0532,-0.0238,0.0379,8.58,-0.51,0.76,1
"Haffner_15",2.6,-0.33,0.22,2.97,-0.16,0.24,1000.0,67.8,"2",2,2,116.381,-32.8469,6.83,0.134,3046,796,3.12,0.05,0.4283,-0.2207,0.2423,146.1,-48.19,32.5,1
"Haffner_16",1.91,-0.72,0.47,2.94,-0.46,3.62,347.7,14.7,"2",1,2,117.5867,-25.465,7.513,0.21,2862,186,0.75,0.037,0.3268,-0.2117,0.3115,65.67,-46.27,54.17,1
"Haffner_17",1.79,-0.55,0.45,2.96,-0.45,2.22,1015.4,48.0,"X",3,2,117.8966,-31.8101,8.114,0.526,2949,272,3.225,0.069,1.0004,-0.6558,0.6979,71.46,-42.15,66.34,0
"Haffner_19",1.78,-0.84,0.49,2.8,-0.49,32.48,283.3,12.1,"1",1,2,118.1906,-26.2709,7.938,0.51,3745,413,1.221,0.131,0.4197,-0.2817,0.4761,41.39,-32.06,37.3,1
"Haffner_20",1.93,-0.82,0.54,3.06,-0.59,19.6,425.6,16.8,"1",1,3,119.0604,-30.3632,7.941,0.616,3670,550,2.231,0.118,0.2713,-0.1795,0.3033,38.34,-29.3,33.83,0
"Haffner_21",1.58,-0.61,0.88,4.82,-2.12,54.04,326.6,8.0,"2",1,3,120.2903,-27.2185,8.457,0.175,2736,71,0.848,0.091,0.4607,-0.315,0.5175,15.18,-7.81,44.39,0
"Haffner_22",2.32,-0.47,1.32,18.12,-11.74,48.07,663.0,28.2,"X",3,1,123.1043,-27.9024,9.387,0.029,2702,91,0.7,0.128,0.2045,-0.1314,0.2075,6.37,-1.26,11.68,0
"Haffner_23",8.78,-1.58,1.15,10.62,-0.99,1.54,314.3,10.9,"2",2,3,107.3846,-16.9038,8.408,0.272,1893,58,1.025,0.096,0.0414,-0.0155,0.0272,6.09,-2.59,1.95,0
"Haffner_26",3.69,-1.41,1.42,7.04,-1.74,26.99,263.1,11.2,"X",3,2,123.9064,-30.8481,8.769,0.196,2519,135,0.757,0.129,0.1322,-0.0804,0.131,7.61,-5.15,9.67,0
"Haffner_3",0.31,-0.08,0.12,49.3,-33.54,33.92,285.6,13.7,"1",2,4,106.0267,-6.1261,8.547,0.147,2329,81,1.459,0.113,0.6147,-0.2702,0.2629,12.1,-2.59,3.69,0
"Haffner_4",1.23,-0.16,0.21,5.09,-1.11,2.29,405.4,17.7,"1",2,1,106.5099,-14.9997,8.625,0.61,4022,372,1.6,0.138,0.0803,-0.0411,0.0592,13.27,-2.43,3.97,1
"Haffner_5",1.62,-0.39,0.63,4.1,-1.11,4.23,631.1,26.5,"2",2,1,109.4881,-22.6577,9.714,0.072,1588,57,0.808,0.134,0.6859,-0.4634,0.5578,49.26,-21.03,70.8,1
"Haffner_6",2.67,-0.22,0.29,10.82,-1.97,2.74,1695.6,42.2,"1",2,1,109.9983,-13.1532,8.835,0.098,3860,134,1.939,0.1,0.06,-0.028,0.0431,9.2,-1.22,1.98,1
"Haffner_7",1.42,-0.28,0.68,6.19,-2.87,20.97,536.1,19.1,"1",2,1,110.7384,-29.5033,8.856,0.076,3928,263,0.842,0.121,0.1761,-0.1145,0.1626,11.09,-3.44,18.49,1
"Haffner_8",3.51,-0.99,0.72,4.83,-0.69,1.82,553.0,15.8,"1",1,2,110.7839,-12.3153,8.457,0.319,2508,124,1.293,0.142,0.185,-0.1163,0.1851,36.92,-22.31,20.43,1
"Haffner_9",0.38,-0.05,0.04,53.2,-31.68,31.36,511.1,16.4,"X",3,4,111.1738,-17.001,7.981,0.394,2604,248,2.234,0.2,0.2689,-0.157,0.2129,24.15,-1.68,2.42,0
"Harvard_10",1.53,-0.17,0.22,45.38,-28.93,35.66,361.7,10.5,"1",1,4,244.8537,-54.9453,8.281,0.185,687,12,0.554,0.101,0.1501,-0.089,0.1313,6.21,-0.52,0.82,0
"Harvard_13",2.37,-1.04,0.51,3.68,-0.5,13.81,153.7,9.4,"2",2,2,255.9976,-48.0848,9.049,0.058,1089,19,1.628,0.102,0.2766,-0.1854,0.3426,29.48,-21.65,21.41,1
"Harvard_16",3.9,-0.99,0.82,5.76,-0.69,1.94,1563.5,37.8,"2",2,1,262.78,-36.8051,7.365,0.04,1331,89,2.275,0.055,0.4098,-0.2432,0.2843,68.18,-36.35,50.65,1
"Harvard_20",1.63,-0.48,1.02,8.22,-4.97,53.43,222.0,9.3,"2",1,2,298.3231,18.3357,7.999,0.184,1912,97,0.889,0.061,0.14,-0.0855,0.1352,4.73,-1.55,17.16,1
"Hogg_10",1.07,-0.35,0.82,7.92,-5.51,57.31,181.6,16.4,"X",3,2,167.6866,-60.3877,6.793,0.468,2460,160,1.38,0.051,0.1532,-0.0951,0.1571,3.82,-1.15,13.22,0
"Hogg_16",2.03,-0.86,0.94,33.2,-28.03,44.21,184.6,11.8,"1",1,2,202.2997,-61.2087,7.494,0.262,1943,131,1.422,0.107,0.5556,-0.3805,0.5948,2.76,-1.37,3.73,1
"Hogg_17",0.7,-0.12,0.13,48.86,-32.92,34.05,283.3,16.2,"2",1,4,218.4643,-61.3275,7.944,0.283,2174,130,1.944,0.032,0.3491,-0.1974,0.2456,7.15,-0.69,0.9,0
"Hogg_18",1.84,-0.78,1.3,17.76,-14.07,53.23,113.4,11.4,"2",1,3,222.6944,-52.2854,7.497,0.302,1619,72,1.78,0.121,0.2129,-0.1396,0.2452,2.43,-1.08,8.25,0
"Hogg_19",3.14,-0.9,0.6,4.29,-0.53,1.44,280.4,19.8,"X",3,2,247.2298,-49.1054,7.127,0.406,2514,252,2.347,0.07,0.1244,-0.0726,0.1113,17.85,-10.52,9.84,0
"Hogg_21",1.59,-0.58,1.09,11.63,-8.46,56.07,335.1,15.2,"2",1,2,251.4054,-47.7467,7.767,0.51,2311,105,1.936,0.11,0.3781,-0.2543,0.4119,6.43,-2.32,23.54,1
"Hogg_22",0.72,-0.24,0.29,46.03,-34.11,35.99,294.4,28.0,"2",1,4,251.6599,-47.0782,7.076,0.06,2354,171,2.097,0.04,0.7117,-0.4122,0.4732,6.77,-1.08,1.78,0
"Hogg_4",7.79,-1.71,1.28,10.35,-1.02,1.99,1943.2,47.4,"2",2,1,149.423,-54.6082,8.992,0.07,3706,167,1.926,0.077,0.1221,-0.0705,0.1031,20.42,-9.87,10.25,1
"IC_1311",6.31,-1.26,0.93,8.28,-0.69,1.43,5516.9,130.7,"1",2,1,302.6926,41.1742,9.148,0.042,6686,418,1.554,0.118,0.1478,-0.0807,0.0991,45.47,-21.01,22.34,1
"IC_1369",1.26,-0.11,0.14,6.71,-1.59,2.91,1374.0,35.6,"1",2,1,318.0236,47.7679,8.52,0.407,2812,202,2.494,0.09,0.2151,-0.131,0.1654,28.11,-3.67,5.59,1
"IC_1396",2.93,-0.7,1.76,11.77,-5.09,39.19,1116.3,36.4,"1",2,1,324.7441,57.5637,6.697,0.071,914,14,1.627,0.129,0.258,-0.1702,0.267,13.46,-4.51,27.63,1
"IC_1434",2.02,-0.1,0.12,31.55,-10.7,25.78,1537.1,19.8,"2",2,2,332.6266,52.8556,8.117,0.589,2802,325,1.406,0.117,0.0505,-0.0229,0.0493,8.84,-0.49,0.66,1
"IC_1442",0.87,-0.11,0.11,59.88,-29.97,26.99,649.4,15.9,"2",1,4,333.9648,53.9942,7.665,0.151,2710,112,1.517,0.09,0.0918,-0.033,0.035,3.85,-0.28,0.36,0
"IC_1590",0.27,-0.04,0.05,53.58,-32.07,31.04,402.6,19.2,"2",2,4,13.202,56.6285,7.059,0.179,2346,240,1.269,0.103,0.4517,-0.2183,0.2336,35.3,-4.56,6.56,0
"IC_166",2.57,-0.06,0.06,23.15,-2.66,3.2,12688.7,295.5,"1",2,1,28.0963,61.8575,9.006,0.032,5371,245,2.845,0.07,0.0575,-0.0247,0.0323,16.39,-0.49,0.57,1
"IC_1805",4.07,-1.44,1.42,7.74,-1.73,15.08,814.1,52.0,"2",2,1,38.2548,61.4842,6.839,0.06,2187,211,2.329,0.048,0.11,-0.0629,0.0952,10.48,-6.67,13.8,1
"IC_1848",6.18,-1.69,2.16,12.39,-2.56,9.83,1880.3,45.9,"2",2,1,42.9094,60.4169,7.094,0.128,2004,68,1.879,0.039,0.105,-0.0569,0.0724,10.02,-5.08,13.76,1
"IC_2157",0.65,-0.21,0.28,44.38,-33.99,37.12,234.7,11.1,"2",1,4,91.1865,24.0845,7.552,0.185,1885,155,1.651,0.051,0.2268,-0.1445,0.224,5.93,-1.06,1.88,0
"IC_2391",1.35,-0.14,0.18,6.38,-1.55,3.03,138.9,6.1,"1",1,1,130.3821,-53.001,7.688,0.042,150,1,0.156,0.04,0.1783,-0.1114,0.1704,34.82,-5.64,9.13,2
"IC_2395",4.87,-1.35,1.0,6.67,-0.95,2.24,674.9,33.2,"1",1,3,130.4714,-48.0722,7.149,0.032,710,6,0.475,0.034,0.3993,-0.2712,0.4438,53.89,-31.56,29.24,0
"IC_2488",3.48,-0.38,0.6,12.46,-3.05,4.88,1337.0,19.1,"1",1,1,141.8464,-57.019,8.254,0.09,1271,31,0.888,0.022,0.1724,-0.1007,0.1198,13.58,-2.63,5.75,2
"IC_2581",2.83,-0.52,0.31,3.41,-0.25,0.52,546.1,28.7,"2",1,2,156.8628,-57.6254,7.109,0.225,2449,153,1.395,0.044,0.3666,-0.1594,0.1569,64.15,-29.16,20.9,0
"IC_2602",2.24,-0.06,0.06,12.98,-0.96,1.07,192.1,6.8,"1",1,1,160.4181,-64.4173,7.672,0.023,152,1,0.295,0.034,0.036,-0.0115,0.0205,15.15,-0.53,0.6,2
"IC_2714",2.32,-0.22,0.28,10.66,-2.54,4.42,2996.4,28.0,"1",1,1,169.3793,-62.711,8.678,0.074,1229,16,1.218,0.039,0.4723,-0.3192,0.4399,51.26,-7.66,12.71,2
"IC_2948",4.53,-1.8,1.3,39.0,-28.22,40.08,426.1,22.5,"2",2,3,174.7966,-63.4454,6.87,0.376,2371,148,1.304,0.119,0.3306,-0.2089,0.2399,0.82,-0.5,0.82,0
"IC_348",0.56,-0.02,0.02,1.91,-0.14,0.17,135.1,5.3,"1",2,1,56.1353,32.1837,6.78,0.067,321,3,0.331,0.337,1.0611,-0.729,0.7827,222.89,-14.2,17.16,1
"IC_361",2.29,-0.09,0.1,14.69,-2.05,2.58,5042.8,96.3,"1",2,1,64.7376,58.2578,9.061,0.032,3408,93,2.334,0.035,0.0866,-0.0473,0.0757,20.59,-1.15,1.42,1
"IC_4651",1.22,-0.04,0.05,67.54,-26.75,21.94,1946.7,21.7,"1",1,4,261.2132,-49.9155,9.315,0.03,920,15,0.351,0.052,0.3741,-0.2126,0.2623,43.49,-1.02,1.23,0
"IC_4665",4.42,-0.61,0.83,6.89,-0.61,0.87,189.9,13.4,"1",1,1,266.5541,5.58,7.728,0.081,329,15,0.713,0.081,0.0711,-0.032,0.0401,21.84,-6.78,13.38,2
"IC_4725",1.62,-0.11,0.15,41.73,-23.08,36.27,1253.7,19.7,"1",1,4,277.9379,-19.1124,8.223,0.152,638,13,1.358,0.044,0.1947,-0.1276,0.2394,22.74,-1.13,2.23,0
"IC_4756",2.27,-0.16,0.21,38.57,-17.46,34.19,704.8,14.4,"2",1,2,279.6329,5.4203,8.989,0.041,472,1,0.631,0.037,0.0793,-0.0433,0.0793,11.0,-0.67,1.24,1
"IC_4996",0.64,-0.14,0.16,4.45,-2.13,48.61,474.8,21.3,"1",1,1,304.1383,37.6489,7.068,0.093,1876,104,1.813,0.079,0.6598,-0.4765,0.7806,40.63,-8.56,20.28,2
"IC_5146",0.48,-0.04,0.03,7.09,-1.82,8.43,199.1,15.5,"2",2,2,328.3541,47.2401,6.867,0.135,657,34,1.696,0.154,0.0955,-0.0567,0.1295,37.78,-1.78,1.77,1
"Ivanov_4",0.36,-0.04,0.05,28.99,-22.59,45.83,100.9,14.6,"3",2,3,105.1504,-8.8665,7.061,0.402,2507,248,1.369,0.112,0.0615,-0.0308,0.064,11.92,-0.76,1.06,0
"Juchert_1",2.06,-0.89,0.69,3.58,-0.75,26.23,920.0,63.1,"X",3,2,290.6282,12.6651,8.59,0.915,3586,1055,4.228,0.746,0.2428,-0.1571,0.2528,26.08,-19.08,27.89,0
"Juchert_13",0.59,-0.06,0.06,55.04,-31.19,30.2,1653.8,101.8,"3",2,4,180.4251,-64.0991,9.583,0.274,2616,418,1.776,0.376,0.6145,-0.3614,0.4474,34.66,-1.97,2.28,0
"Juchert_19",0.53,-0.1,0.1,54.72,-31.64,30.33,540.5,47.4,"X",3,4,60.5834,52.448,6.844,0.691,6387,2856,3.204,0.148,0.1065,-0.0461,0.0515,3.05,-0.29,0.38,0
"Juchert_20",1.9,-0.37,0.37,2.8,-0.28,0.53,329.8,22.2,"1",2,1,62.6946,46.868,7.249,0.565,2649,277,2.379,0.113,0.2102,-0.0987,0.1069,48.57,-20.4,34.61,1
"Juchert_9",0.66,-0.04,0.05,28.8,-18.05,42.35,380.3,27.8,"1",2,2,58.8294,58.393,6.89,0.414,4824,513,2.591,0.098,0.0422,-0.0164,0.0329,7.69,-0.34,0.55,1
"Juchert_Saloran_1",0.94,-0.07,0.08,43.96,-25.06,35.68,1191.8,57.3,"1",2,4,4.074,59.9666,8.805,0.892,5146,1268,2.922,0.602,0.0386,-0.0134,0.0243,5.61,-0.26,0.33,0
"Kharchenko_1",0.34,-0.04,0.03,55.71,-31.24,29.77,188.2,10.5,"1",1,4,92.1942,24.281,8.756,0.093,2299,146,1.417,0.24,0.1068,-0.0461,0.0513,11.81,-0.78,1.04,0
"King_1",1.92,-0.12,0.14,11.15,-2.1,3.23,3887.7,73.9,"1",2,1,5.4557,64.3732,9.371,0.159,1646,90,2.544,0.14,0.143,-0.0779,0.0969,35.18,-3.27,4.4,1
"King_10",1.04,-0.17,0.28,5.89,-2.37,10.97,1310.2,44.1,"X",3,1,343.7412,59.1667,7.421,0.466,3231,382,3.142,0.084,0.1966,-0.1275,0.2102,27.56,-5.9,15.18,0
"King_11",2.79,-1.05,1.01,5.28,-1.25,20.39,5712.4,335.6,"X",3,2,356.9201,68.6348,9.55,0.075,2930,100,3.024,0.083,0.4608,-0.3107,0.4634,46.45,-31.44,60.03,0
"King_12",0.6,-0.03,0.04,30.95,-20.73,42.91,508.4,22.5,"1",1,2,358.2669,61.9546,7.111,0.132,2658,154,1.875,0.052,0.0798,-0.0428,0.0744,14.22,-0.56,1.0,1
"King_13",1.96,-0.24,0.45,18.83,-10.12,40.5,2164.0,45.3,"1",1,1,2.5564,61.1755,8.793,0.049,3124,141,2.142,0.065,0.1736,-0.1127,0.2112,12.21,-1.63,5.09,2
"King_14",3.27,-1.18,0.73,4.67,-0.69,4.61,592.5,14.0,"1",1,3,8.0036,63.1644,7.662,0.212,2213,64,1.588,0.072,0.3371,-0.2238,0.3552,36.61,-26.56,23.24,0
"King_15",0.97,-0.08,0.11,36.18,-25.68,41.35,443.0,19.7,"1",1,2,8.2411,61.855,8.557,0.339,2672,157,1.831,0.18,0.1309,-0.0812,0.1579,8.64,-0.53,1.15,1
"King_16",0.93,-0.07,0.1,19.49,-11.72,44.66,283.5,13.9,"1",2,2,10.903,64.1754,8.125,0.387,2441,142,2.355,0.105,0.0642,-0.0326,0.065,6.07,-0.43,1.02,1
"King_17",0.79,-0.18,0.22,47.52,-33.34,34.93,393.7,22.4,"2",1,4,77.0813,39.0663,8.604,0.798,3267,208,1.742,0.158,0.2054,-0.1252,0.181,5.53,-0.69,0.95,0
"King_18",0.94,-0.1,0.11,8.44,-2.64,9.89,352.3,15.5,"1",1,2,343.0522,58.2911,8.385,0.061,2374,146,2.1,0.033,0.0533,-0.0241,0.0408,10.22,-1.17,1.48,1
"King_19",1.8,-0.4,0.98,7.0,-3.21,26.37,1100.3,31.8,"1",2,1,347.065,60.527,8.784,0.072,2517,109,2.48,0.114,0.243,-0.1629,0.24,14.61,-5.13,33.69,1
"King_20",2.12,-0.88,0.48,3.12,-0.39,3.64,393.8,13.7,"2",1,1,353.305,58.4732,7.731,0.228,1663,63,2.507,0.078,0.3204,-0.1954,0.2424,46.67,-33.18,34.85,1
"King_21",2.44,-0.61,0.4,3.2,-0.35,0.85,632.4,22.6,"1",2,2,357.4732,62.7074,7.668,0.457,2591,130,2.377,0.141,0.3752,-0.2372,0.3289,77.61,-42.83,37.08,1
"King_23",1.11,-0.08,0.09,54.9,-28.45,29.75,511.4,21.7,"X",3,4,110.4595,-0.9937,9.27,0.038,3101,75,0.346,0.084,0.0555,-0.0249,0.0402,5.99,-0.27,0.34,0
"King_25",4.06,-0.85,0.62,5.25,-0.49,0.89,1171.9,45.1,"X",3,2,291.1163,13.6936,8.292,0.503,2357,190,3.772,0.069,0.1886,-0.1155,0.1665,36.32,-16.99,16.34,0
"King_26",2.22,-0.61,0.37,2.88,-0.32,0.92,486.1,14.4,"X",3,2,292.233,14.8869,7.686,0.549,2169,198,2.988,0.087,0.319,-0.2061,0.3135,70.95,-42.24,31.83,0
"King_4",0.69,-0.16,0.2,46.65,-33.32,35.5,504.4,20.4,"1",1,4,39.0182,59.0238,8.332,0.266,2132,143,2.416,0.081,0.3814,-0.2519,0.3865,13.06,-1.75,2.51,0
"King_5",1.23,-0.03,0.03,14.23,-1.8,2.4,1706.2,39.1,"1",2,1,48.6759,52.6932,9.0,0.064,2172,132,2.462,0.092,0.0581,-0.023,0.0267,20.68,-0.53,0.58,1
"King_6",0.75,-0.04,0.05,33.78,-20.94,40.6,683.3,11.7,"1",1,2,51.9841,56.4393,8.292,0.196,704,14,1.844,0.066,0.1968,-0.1304,0.2653,38.79,-1.48,2.67,1
"King_7",0.82,-0.02,0.02,28.14,-9.82,25.7,2898.1,61.1,"1",2,2,59.7746,51.784,8.511,0.172,2594,360,3.548,0.086,0.0596,-0.0295,0.0626,33.82,-0.87,1.06,1
"King_8",0.39,-0.07,0.07,55.6,-31.21,29.75,868.1,22.7,"2",2,4,87.3268,33.6335,8.915,0.098,3944,703,1.899,0.127,0.268,-0.1587,0.2059,25.27,-2.7,4.19,0
"Koposov_10",0.68,-0.06,0.07,42.42,-30.17,37.89,462.5,14.7,"2",1,4,86.8612,35.4287,8.4,0.572,2261,190,2.462,0.093,0.1954,-0.1244,0.2203,13.43,-0.76,1.2,0
"Koposov_12",4.78,-0.68,0.46,5.62,-0.34,0.52,506.3,13.0,"2",1,2,90.2346,35.2949,8.699,0.068,2060,85,1.68,0.054,0.106,-0.0552,0.0711,37.91,-13.7,10.39,1
"Koposov_36",1.82,-0.59,1.04,5.41,-1.93,38.72,467.8,7.6,"2",2,1,84.2217,31.2037,7.832,0.559,1710,178,2.536,0.384,0.1668,-0.105,0.17,12.79,-6.2,29.46,1
"Koposov_43",7.77,-3.24,3.68,14.83,-4.86,31.68,112.0,19.8,"X",3,3,88.103,29.8902,9.0,0.102,4831,343,2.063,0.176,0.026,-0.0045,0.0091,0.33,-0.23,0.52,0
"Koposov_53",1.94,-0.68,0.47,3.03,-0.44,3.17,218.3,14.3,"1",2,3,92.2193,26.263,7.811,0.457,3748,377,1.415,0.138,0.1179,-0.0599,0.0615,19.35,-12.87,18.84,0
"Kronberger_1",0.25,-0.04,0.2,6.88,-5.96,58.76,251.7,14.1,"2",1,4,82.0869,34.775,7.033,0.097,1919,155,1.704,0.065,0.8024,-0.5825,1.0109,62.99,-13.21,88.65,0
"Kronberger_25",0.83,-0.49,0.36,1.95,-0.46,61.7,191.1,22.0,"X",3,3,275.6682,-14.7232,6.81,1.011,3449,781,3.821,0.592,0.4916,-0.3086,0.9231,25.06,-14.54,41.05,0
"Kronberger_4",1.41,-0.58,0.58,2.95,-0.82,45.95,1110.8,58.4,"1",2,2,296.2966,28.1605,8.923,0.066,7318,668,2.363,0.115,0.4355,-0.2832,0.3821,31.52,-21.03,54.19,0
"Kronberger_52",2.34,-0.87,1.36,7.37,-3.33,50.93,1249.0,73.7,"3",2,2,299.5348,30.8823,8.809,0.69,5326,5752,2.862,1.14,0.259,-0.1704,0.279,8.13,-4.0,22.77,0
"Kronberger_69",2.47,-1.05,0.69,3.94,-0.7,11.83,311.6,17.9,"1",2,2,300.4901,31.4229,7.069,0.067,2651,97,2.825,0.046,0.1499,-0.0922,0.153,18.99,-13.96,16.88,1
"Kronberger_79",0.27,-0.04,0.04,47.78,-31.96,34.68,621.3,54.0,"X",3,4,293.4768,18.5212,6.759,0.064,3296,307,4.143,0.023,0.2302,-0.1489,0.2465,50.74,-5.37,8.03,0
"Kronberger_84",0.49,-0.09,0.06,3.48,-0.88,6.47,327.8,19.7,"2",2,2,323.8829,53.518,8.392,0.58,3404,1001,2.429,0.227,0.1739,-0.1006,0.1059,26.85,-3.06,3.58,1
"FoF_140,LP_0140",2.98,-0.66,1.52,22.77,-15.7,48.72,2169.7,56.8,"2",2,3,226.86,-60.4031,7.143,0.066,2504,165,2.489,0.09,0.6616,-0.4386,0.5909,8.53,-1.72,18.92,0
"FoF_201,LP_0201",2.9,-0.8,0.42,3.67,-0.35,1.25,485.9,13.5,"1",1,2,118.9542,-29.4694,7.765,0.215,2988,144,2.199,0.041,0.5501,-0.279,0.2534,47.71,-28.78,19.45,1
"FoF_204,LP_0204",4.74,-1.88,3.42,39.21,-25.81,39.86,1359.4,27.9,"1",2,4,121.4157,-31.5877,7.544,0.515,3484,501,1.392,0.36,0.098,-0.037,0.033,0.58,-0.12,0.92,0
"FoF_265,LP_0265",0.95,-0.15,0.17,50.36,-32.18,33.11,2958.9,53.8,"1",2,4,226.1735,-58.4922,8.851,0.836,2017,336,4.159,0.135,1.4672,-0.8839,1.007,28.75,-2.42,2.96,0
"FoF_282,LP_0282",1.35,-0.25,0.75,17.59,-14.21,52.53,1220.8,43.5,"X",3,2,265.2645,-33.2699,8.204,0.756,1953,331,4.135,0.059,0.9407,-0.6664,1.0933,15.71,-2.46,38.15,0
"FoF_288,LP_0288",2.37,-0.88,1.1,6.11,-2.33,50.6,893.8,35.9,"X",3,2,273.4835,-19.5139,7.075,0.274,2070,475,2.449,0.405,0.6013,-0.4167,0.6708,16.01,-9.1,37.98,0
"FoF_313,LP_0313",1.92,-0.6,0.82,4.33,-1.1,34.16,915.7,29.5,"1",2,1,294.042,20.5538,8.609,0.612,2237,179,3.294,0.068,0.779,-0.5348,0.3405,28.79,-16.81,49.23,1
"FoF_341,LP_0341",5.11,-1.48,1.35,26.11,-16.58,45.51,1237.9,40.9,"2",2,3,314.8606,44.9353,7.162,0.062,2692,242,2.028,0.072,0.3576,-0.2402,0.3564,2.64,-0.92,4.5,0
"FoF_344,LP_0344",0.97,-0.35,0.52,51.44,-32.64,32.44,1498.2,21.4,"1",2,4,321.9222,49.6953,7.878,0.23,1908,146,2.445,0.067,1.0719,-0.5706,0.5511,12.0,-1.96,2.69,0
"FoF_368,LP_0368",13.09,-5.14,2.82,48.92,-25.3,32.52,2695.9,23.5,"2",2,4,97.1001,17.7325,7.747,0.292,3055,129,1.387,0.05,0.2568,-0.1365,0.1338,0.9,-0.36,0.72,0
"FoF_373,LP_0373",0.71,-0.09,0.1,58.32,-30.67,28.0,1539.0,21.9,"1",2,4,105.5792,-1.8397,8.228,0.25,3115,90,1.201,0.074,0.7482,-0.105,0.1039,7.82,-0.58,0.65,0
"FoF_434,LP_0434",2.07,-0.43,1.2,11.23,-7.02,50.87,1559.3,49.8,"1",2,2,240.4252,-52.1201,9.041,0.03,2526,138,3.304,0.057,0.5888,-0.4096,0.5683,12.03,-3.18,39.07,1
"FoF_436,LP_0436",0.72,-0.15,0.18,53.09,-32.05,31.31,2419.5,46.1,"1",2,4,251.0479,-44.1164,8.764,0.585,2680,332,3.29,0.144,1.7175,-0.8166,0.8085,24.11,-2.54,3.02,0
"FoF_458,LP_0458",3.06,-1.0,1.86,20.96,-14.32,50.24,776.0,14.5,"1",2,3,280.1049,-3.7563,8.265,0.572,1613,191,2.908,0.128,0.3597,-0.2366,0.336,3.75,-1.11,9.78,0
"FoF_503,LP_0503",3.03,-1.1,1.45,25.93,-19.54,48.19,615.1,29.5,"1",2,3,306.3755,40.8642,6.979,0.052,1770,83,2.837,0.076,0.3352,-0.2202,0.314,2.2,-0.76,4.49,0
"FoF_506,LP_0506",3.75,-1.2,1.41,10.91,-4.67,47.89,948.7,36.8,"2",2,2,310.3637,46.1367,7.096,0.064,2165,134,2.171,0.09,0.5092,-0.3507,0.544,9.3,-4.47,19.06,1
"FoF_613,LP_0613",5.62,-2.62,3.53,22.36,-13.16,47.7,798.1,16.5,"2",2,3,61.5335,58.4195,7.362,0.316,3164,263,2.276,0.107,0.1529,-0.0932,0.1397,1.18,-0.63,3.21,0
"FoF_665,LP_0665",0.99,-0.04,0.05,46.9,-26.38,34.39,985.7,24.6,"1",2,2,108.6985,-26.2446,9.043,0.072,3419,203,1.552,0.095,0.0936,-0.0204,0.0225,5.39,-0.16,0.25,1
"FoF_672,LP_0672",0.69,-0.41,3.71,37.03,-32.16,41.83,849.9,28.3,"1",2,4,112.0197,-28.0649,9.229,0.189,3825,340,0.789,0.201,0.1656,-0.0466,0.0346,1.01,-0.58,2.02,0
"FoF_676,LP_0676",2.43,-0.88,1.14,25.8,-20.76,48.28,418.0,21.5,"1",1,3,149.023,-60.1759,9.516,0.049,2411,148,0.658,0.071,0.7805,-0.5423,0.8567,5.79,-2.21,13.12,0
"FoF_733,LP_0733",2.81,-0.53,1.7,19.05,-11.84,47.82,920.6,20.1,"1",1,2,111.0706,-20.2451,7.689,0.23,2706,188,1.036,0.053,0.1523,-0.0895,0.1142,3.62,-0.71,7.57,1
