"Name","Type","u_Type","RAJ2000","DEJ2000","GLON","GLAT","r0","r1","r2","pmRA","pmDE","e_pm","RV","e_RV","n_RV","N1sr0","N1sr1","N1sr2","d","E(B-V)","MOD","E(J-Ks)","E(J-H)","DeltaH","logt","e_logt","Nt","rc","e_rc","rt","e_rt","k","e_k","Source","SType","[Fe/H]"
"NGC_1444, MWSC_308","nan","nan",57.349,52.64,148.101,-1.314,0.015,0.06,0.1,-2.26,-4.2,0.56,2.0,0.0,2.0,3,19,32,1300.0,0.6,10.763,0.288,0.192,-0.01,6.85,"nan","nan",0.53,0.13,5.34,1.29,9.63,2.23,"DIAS","nan","nan"
"King_7, MWSC_321","nan","nan",59.778,51.782,149.795,-1.027,0.05,0.14,0.35,-2.33,1.38,0.14,"nan","nan","nan",82,278,882,2628.0,1.249,12.5,0.6,0.4,0.0,8.855,0.016,95.0,1.95,0.22,20.96,2.6,13.77,1.12,"DIAS","nan","nan"
"Alicante_1, MWSC_323","nan","nan",59.785,57.24,146.247,3.122,0.01,0.03,0.06,-1.76,1.36,1.0,-32.4,0.0,1.0,2,9,23,4299.0,0.6,13.36,0.288,0.192,0.0,6.35,"nan","nan",0.46,0.19,7.18,2.79,4.44,2.28,"DIAS","nan","nan"
"FSR_0689, MWSC_329","nan","nan",60.765,41.303,157.231,-8.472,0.018,0.075,0.14,-2.02,-9.43,0.45,"nan","nan","nan",3,29,69,1705.0,1.062,11.5,0.51,0.34,0.0,9.2,"nan","nan",0.56,0.22,8.48,3.8,5.99,2.25,"FPOS","nan","nan"
"NGC_1502, MWSC_343","nan","nan",61.957,62.331,143.668,7.652,0.05,0.115,0.3,-0.08,-0.61,0.27,-13.95,2.32,6.0,32,98,203,1023.0,0.625,10.25,0.3,0.2,-0.01,7.08,"nan","nan",0.75,0.13,5.93,1.03,28.03,3.8,"COCD","nan","nan"
"NGC_1513, MWSC_346","nan","nan",62.425,49.51,152.559,-1.611,0.025,0.085,0.155,-1.08,-3.49,0.21,-15.13,1.04,1.0,14,121,266,1400.0,0.67,10.946,0.322,0.215,-0.01,8.5,"nan","nan",2.0,0.37,5.48,0.7,21.46,4.59,"DIAS","nan","nan"
"FSR_0674, MWSC_350","nan","nan",63.094,48.728,153.412,-1.885,0.025,0.06,0.13,-2.37,-1.78,0.43,"nan","nan","nan",12,30,73,3400.0,1.02,12.986,0.49,0.327,0.025,8.56,"nan","nan",1.27,0.22,14.69,2.71,5.96,0.91,"DIAS","irc","nan"
"NGC_1528, MWSC_353","nan","nan",63.847,51.19,152.07,0.235,0.05,0.16,0.45,1.2,-1.38,0.21,-9.15,0.4,2.0,13,107,627,950.0,0.25,9.969,0.12,0.08,0.0,8.55,"nan","nan",1.66,0.29,8.74,1.45,15.5,1.44,"COCD","nan","nan"
"FSR_0765, MWSC_357","nan","nan",64.492,26.211,170.319,-17.116,0.025,0.08,0.17,2.57,-4.97,0.39,"nan","nan","nan",6,24,65,2100.0,0.4,11.74,0.192,0.128,-0.01,9.315,0.036,9.0,0.93,0.37,10.72,4.81,2.87,0.93,"FPOS","nan","nan"
"Waterloo_1, MWSC_359","nan","nan",64.657,52.86,151.267,1.781,0.025,0.065,0.13,-2.79,3.27,0.48,"nan","nan","nan",6,22,49,4400.0,0.91,13.51,0.437,0.291,0.0,8.6,0.078,7.0,1.87,0.66,20.01,7.77,0.89,0.24,"DIAS","dub","nan"
"IC_361, MWSC_362","nan","nan",64.74,58.25,147.511,5.656,0.04,0.12,0.22,5.76,-5.44,0.19,"nan","nan","nan",36,145,255,3000.0,0.65,12.595,0.312,0.208,0.0,8.982,0.022,69.0,1.48,0.32,18.82,4.63,4.61,0.83,"DIAS","nan","nan"
"Berkeley_11, MWSC_368","nan","nan",65.115,44.915,157.06,-3.667,0.015,0.07,0.165,-1.73,-6.53,0.27,"nan","nan","nan",7,59,188,1964.0,0.666,11.68,0.32,0.213,-0.02,8.7,"nan","nan",0.39,0.17,9.44,4.34,8.74,4.55,"DIAS","nan","nan"
"NGC_1545, MWSC_369","nan","nan",65.295,50.252,153.381,0.204,0.02,0.07,0.13,-0.44,1.46,0.47,-10.84,0.1,1.0,4,26,70,863.0,0.354,9.795,0.17,0.113,-0.04,8.81,0.017,2.0,0.5,0.18,2.91,1.04,17.49,4.02,"COCD","nan",-0.06
"NGC_1548, MWSC_371","nan","nan",65.332,36.92,162.887,-9.184,0.015,0.06,0.13,-0.95,-3.66,0.51,"nan","nan","nan",4,20,71,2501.0,1.099,12.344,0.528,0.352,0.02,9.02,0.035,8.0,0.92,0.29,7.72,2.57,5.11,1.24,"DIAS","non","nan"
"FSR_0762, MWSC_372","nan","nan",65.425,27.235,170.129,-15.809,0.02,0.06,0.125,0.18,-4.9,0.73,"nan","nan","nan",4,14,36,2500.0,0.899,12.279,0.432,0.288,0.0,8.3,"nan","nan",0.95,0.42,9.15,4.28,2.17,0.74,"FPOS","nan","nan"
"FSR_0756, MWSC_375","nan","nan",66.054,29.71,168.639,-13.722,0.02,0.05,0.125,-1.7,-3.95,0.73,"nan","nan","nan",3,11,36,2165.0,0.92,11.973,0.442,0.295,0.02,6.875,"nan","nan",0.5,0.21,8.93,4.12,5.59,2.56,"DIAS","nan","nan"
"Czernik_18, MWSC_381","nan","nan",66.957,30.945,168.248,-12.312,0.025,0.07,0.14,-2.65,-6.15,0.39,"nan","nan","nan",10,38,90,1263.0,0.6,10.7,0.288,0.192,-0.03,8.68,"nan",1.0,0.53,0.15,5.96,1.83,17.89,3.85,"DIAS","nan","nan"
"NGC_1582, MWSC_388","nan","nan",67.875,43.79,159.245,-3.033,0.035,0.13,0.41,-1.67,-1.64,0.21,5.53,1.0,3.0,13,88,890,1000.0,0.2,10.064,0.096,0.064,-0.04,8.665,0.069,2.0,6.3,3.21,10.7,2.45,3.8,3.8,"COCD","nan","nan"
"NGC_1605, MWSC_394","nan","nan",68.73,45.275,158.57,-1.577,0.02,0.055,0.115,-0.47,-3.08,0.32,"nan","nan","nan",14,54,140,2600.0,0.97,12.387,0.466,0.311,0.0,7.61,"nan","nan",0.88,0.16,9.04,1.79,12.96,1.92,"DIAS","nan","nan"
"Berkeley_67, MWSC_404","nan","nan",69.45,50.775,154.823,2.479,0.015,0.085,0.155,0.09,-1.49,0.23,"nan","nan","nan",6,86,155,2000.0,0.7,11.73,0.336,0.224,-0.02,9.242,0.029,27.0,0.85,0.15,9.55,1.79,15.56,2.26,"DIAS","dub","nan"
"FSR_0768, MWSC_407","nan","nan",69.93,29.745,170.901,-11.182,0.01,0.07,0.13,-1.74,-7.83,0.52,"nan","nan","nan",2,17,48,2289.0,0.937,12.1,0.45,0.3,0.02,8.85,"nan","nan",1.06,0.27,10.43,2.42,2.28,0.58,"FPOS","nan","nan"
"Berkeley_68, MWSC_412","nan","nan",71.115,42.1,162.09,-2.397,0.02,0.1,0.165,-5.86,0.3,0.25,"nan","nan","nan",8,85,160,1800.0,0.67,11.492,0.322,0.215,0.0,9.11,"nan","nan",0.66,0.21,8.37,2.87,6.86,2.08,"DIAS","nan","nan"
"Berkeley_12, MWSC_413","nan","nan",71.107,42.69,161.639,-2.016,0.025,0.1,0.17,-5.57,-1.34,0.18,"nan","nan","nan",16,115,234,3300.0,0.7,12.818,0.336,0.224,-0.02,9.6,"nan","nan",1.96,0.19,18.0,1.94,12.09,0.81,"DIAS","nan",0.07
"Alessi_2, MWSC_419","nan","nan",71.565,55.255,152.271,6.379,0.04,0.13,0.335,-0.91,-0.75,0.36,"nan","nan","nan",7,40,190,520.0,0.15,8.628,0.072,0.048,-0.01,8.698,0.033,4.0,2.2,0.61,4.54,0.72,25.32,11.62,"COCD","nan","nan"
"FSR_0767, MWSC_424","nan","nan",71.91,31.55,170.606,-8.718,0.02,0.085,0.165,2.13,-6.77,0.34,"nan","nan","nan",2,40,112,3423.0,0.708,12.9,0.34,0.227,-0.015,9.35,"nan","nan",1.19,0.42,17.76,6.92,2.07,0.68,"FPOS","nan","nan"
"ASCC_12, MWSC_427","nan","nan",72.481,41.719,163.039,-1.868,0.025,0.11,0.22,-1.83,-2.1,0.45,"nan","nan","nan",3,25,74,600.0,0.15,8.939,0.072,0.048,-0.01,8.63,0.017,2.0,0.6,0.15,3.67,0.92,29.2,4.13,"COCD","nan","nan"
"FSR_0742, MWSC_429","nan","nan",72.646,38.134,165.882,-4.06,0.02,0.053,0.08,-3.18,-5.59,0.51,"nan","nan","nan",4,21,32,1250.0,0.7,10.71,0.336,0.224,-0.03,8.95,"nan","nan",0.46,0.16,2.04,0.61,32.04,7.89,"FPOS","nan","nan"
"NGC_1664, MWSC_430","nan","nan",72.808,43.66,161.699,-0.443,0.02,0.115,0.31,-4.4,-4.6,0.22,36.1,1.7,1.0,5,111,487,1200.0,0.25,10.476,0.12,0.08,-0.015,8.74,0.028,12.0,2.01,0.39,9.65,1.7,10.33,1.05,"COCD","nan","nan"
"Teutsch_5, MWSC_438","nan","nan",73.932,36.783,167.579,-4.12,0.02,0.065,0.17,-0.77,-6.4,0.3,"nan","nan","nan",11,45,147,3001.0,0.6,12.579,0.288,0.192,0.02,9.38,"nan","nan",1.03,0.22,16.56,4.02,7.53,1.54,"DIAS","nan","nan"
"Berkeley_13, MWSC_439","nan","nan",73.942,52.815,155.06,5.917,0.02,0.04,0.1,0.23,1.51,0.51,"nan","nan","nan",13,18,45,2800.0,0.849,12.509,0.408,0.272,-0.01,8.87,0.042,4.0,0.38,0.11,8.43,2.71,20.13,6.94,"DIAS","nan","nan"
"Czernik_19, MWSC_441","nan","nan",74.277,28.781,174.087,-8.845,0.015,0.1,0.19,1.22,-2.68,0.22,"nan","nan","nan",4,70,150,2499.0,0.67,12.205,0.322,0.215,-0.015,7.835,"nan",1.0,1.73,0.28,13.25,2.25,6.61,0.68,"DIAS","nan","nan"
"Skiff_J0458+43.0, MWSC_442","nan","nan",74.538,43.007,162.998,0.123,0.015,0.07,0.15,-2.92,-2.68,0.43,"nan","nan","nan",2,36,113,3000.0,0.4,12.514,0.192,0.128,0.0,8.7,"nan","nan",1.12,0.31,15.03,4.66,3.81,0.92,"DIAS","nan","nan"
"FSR_0744, MWSC_447","nan","nan",74.865,37.965,167.112,-2.805,0.02,0.07,0.155,-0.96,-6.13,0.48,"nan","nan","nan",6,32,124,1250.0,0.7,10.71,0.336,0.224,0.0,8.85,"nan","nan",0.4,0.13,6.94,2.56,20.45,6.57,"DIAS","irc","nan"
"Berkeley_14, MWSC_448","nan","nan",74.946,43.485,162.807,0.653,0.02,0.07,0.165,-1.8,-2.98,0.3,4.82,3.74,5.0,6,63,247,5460.0,0.354,13.8,0.17,0.113,-0.01,9.3,"nan","nan",3.24,0.43,25.72,3.62,3.07,0.25,"DIAS","nan","nan"
"FSR_0722, MWSC_452","nan","nan",75.465,44.13,162.529,1.345,0.012,0.055,0.115,-1.25,-4.59,0.4,"nan","nan","nan",4,25,64,2501.0,0.999,12.312,0.48,0.32,0.0,8.8,"nan","nan",0.66,0.16,11.24,3.13,8.17,2.16,"DIAS","irc","nan"
"Berkeley_15, MWSC_453","nan","nan",75.528,44.512,162.255,1.614,0.015,0.055,0.135,-1.29,-4.23,0.34,"nan","nan","nan",9,42,153,1300.0,0.35,10.682,0.168,0.112,-0.06,9.4,"nan","nan",0.66,0.12,6.48,1.31,27.61,3.52,"DIAS","nan",0.0
"FSR_0690, MWSC_456","nan","nan",75.735,50.1,157.901,5.131,0.018,0.075,0.14,1.53,-5.79,0.3,"nan","nan","nan",5,42,119,1711.0,0.416,11.3,0.2,0.133,-0.01,9.0,"nan","nan",1.02,0.21,8.1,1.77,11.44,1.4,"FPOS","nan","nan"
"NGC_1708, MWSC_458","nan","nan",75.859,52.865,155.733,6.863,0.03,0.1,0.24,-2.95,0.6,0.53,"nan","nan","nan",4,23,102,630.0,0.3,9.093,0.144,0.096,-0.03,8.755,0.034,2.0,0.91,0.24,3.47,0.78,31.7,6.38,"COCD","nan","nan"
"FSR_0771, MWSC_460","nan","nan",75.945,32.165,172.259,-5.647,0.02,0.085,0.14,3.96,-5.49,0.34,"nan","nan","nan",6,53,110,1705.0,0.75,11.4,0.36,0.24,0.0,8.515,0.036,3.0,0.61,0.2,7.16,2.65,9.82,2.71,"FPOS","nan","nan"
"NGC_1746, MWSC_461","nan","nan",76.14,23.83,179.12,-10.482,0.05,0.2,0.6,-2.13,-4.22,0.18,2.0,3.7,1.0,29,176,854,800.0,0.3,9.612,0.144,0.096,-0.015,8.645,0.03,9.0,4.18,0.52,9.67,0.75,31.24,5.68,"COCD","nan","nan"
"Bica_6, MWSC_465","nan","nan",76.582,39.165,166.98,-1.009,0.02,0.07,0.14,-5.03,-0.88,0.43,"nan","nan","nan",5,32,103,1150.0,0.31,10.403,0.149,0.099,-0.03,9.19,0.027,4.0,0.52,0.13,3.81,0.9,22.39,4.41,"DIAS","nan","nan"
"SAI_41, MWSC_469","nan","nan",76.815,38.41,167.692,-1.318,0.014,0.06,0.085,-2.68,-2.17,0.43,"nan","nan","nan",4,31,49,3720.0,0.458,13.0,0.22,0.147,-0.01,9.5,"nan","nan",2.38,1.06,7.68,2.39,0.78,0.31,"DIAS","nan","nan"
"Skiff_J0507+30.8, MWSC_470","nan","nan",76.798,30.85,173.755,-5.852,0.02,0.06,0.1,-0.32,-1.58,0.31,"nan","nan","nan",4,45,84,5151.0,0.26,13.643,0.125,0.083,-0.02,9.4,"nan","nan",4.9,0.62,17.31,1.7,1.52,0.17,"DIAS","nan","nan"
"FSR_0809, MWSC_471","nan","nan",77.05,27.535,176.577,-7.637,0.03,0.065,0.16,2.65,-0.37,0.42,"nan","nan","nan",8,27,109,2500.0,0.87,12.27,0.418,0.279,-0.015,9.2,"nan","nan",0.87,0.34,8.81,3.71,4.01,1.27,"FPOS","nan","nan"
"NGC_1778, MWSC_472","nan","nan",76.995,37.028,168.884,-2.033,0.015,0.075,0.17,-0.76,-7.59,0.31,8.17,2.98,3.0,4,44,230,1500.0,0.3,10.977,0.144,0.096,-0.01,8.45,"nan",1.0,1.29,0.25,8.52,1.71,9.16,0.96,"COCD","nan","nan"
"SAI_43, MWSC_473","nan","nan",77.067,49.873,158.6,5.68,0.01,0.04,0.09,0.04,-2.72,0.78,"nan","nan","nan",2,10,22,3900.0,0.179,13.013,0.086,0.057,0.0,8.905,"nan","nan",0.73,0.22,14.9,4.95,4.4,1.47,"DIAS","nan","nan"
"King_17, MWSC_474","nan","nan",77.1,39.08,167.289,-0.739,0.015,0.065,0.125,-5.74,0.76,0.38,"nan","nan","nan",4,40,100,3000.0,0.7,12.611,0.336,0.224,-0.005,7.85,"nan","nan",0.83,0.2,13.57,3.71,7.33,1.75,"DIAS","nan","nan"
"FSR_0683, MWSC_475","nan","nan",77.16,53.22,155.914,7.703,0.01,0.055,0.105,-1.69,-3.76,0.52,"nan","nan","nan",1,19,55,1522.0,0.739,11.15,0.355,0.237,0.0,9.2,"nan","nan",1.75,0.5,5.5,1.17,4.16,1.15,"FPOS","nan","nan"
"Teutsch_132, MWSC_477","nan","nan",77.482,38.815,167.679,-0.658,0.018,0.04,0.075,-4.39,-0.22,0.42,"nan","nan","nan",7,20,52,4001.0,0.799,13.268,0.384,0.256,0.0,6.9,"nan","nan",1.23,0.41,10.51,3.67,1.79,0.45,"DIAS","nan","nan"
"NGC_1802, MWSC_478","nan","nan",77.527,24.18,179.583,-9.249,0.02,0.08,0.19,1.17,-4.37,0.36,"nan","nan","nan",7,41,181,2100.0,0.581,11.798,0.279,0.186,0.0,9.15,"nan","nan",1.35,0.74,10.9,6.19,0.7,0.29,"COCD","nan","nan"
"FSR_0796, MWSC_480","nan","nan",77.742,30.205,174.761,-5.578,0.018,0.055,0.11,-0.44,-1.98,0.41,"nan","nan","nan",3,21,75,4598.0,0.271,13.4,0.13,0.087,-0.013,9.4,"nan","nan",2.53,0.95,14.93,5.33,0.59,0.13,"FPOS","nan","nan"
"NGC_1798, MWSC_483","nan","nan",77.91,47.695,160.695,4.844,0.025,0.09,0.155,-1.9,-2.44,0.26,"nan","nan","nan",10,72,178,5247.0,0.312,13.7,0.15,0.1,-0.03,9.3,"nan","nan",3.24,1.19,22.06,8.32,0.44,0.09,"DIAS","nan",-0.03
"ASCC_13, MWSC_486","nan","nan",78.45,44.595,163.434,3.333,0.05,0.19,0.68,-1.34,-4.02,0.28,-16.95,9.65,2.0,6,82,985,800.0,0.2,9.58,0.096,0.064,-0.02,7.71,"nan","nan",4.83,1.47,9.4,1.33,1.34,0.52,"COCD","nan","nan"
"Dolidze_16, MWSC_491","nan","nan",78.649,32.66,173.217,-3.514,0.02,0.09,0.15,2.72,-3.02,0.51,"nan","nan","nan",4,28,75,868.0,0.333,9.8,0.16,0.107,-0.035,7.6,"nan","nan",0.26,0.13,4.06,2.12,16.24,8.07,"DIAS","nan","nan"
"FSR_0670, MWSC_492","nan","nan",78.855,58.205,152.329,11.344,0.02,0.085,0.15,4.33,-5.7,0.43,"nan","nan","nan",3,28,58,2007.0,0.583,11.7,0.28,0.187,0.0,9.005,"nan","nan",1.26,0.56,10.65,4.9,1.57,0.43,"FPOS","nan","nan"
"FSR_0707, MWSC_494","nan","nan",79.015,47.613,161.196,5.403,0.022,0.063,0.115,-0.89,-2.33,0.34,"nan","nan","nan",7,31,71,2390.0,0.645,12.1,0.31,0.207,0.0,9.115,"nan","nan",1.16,0.42,5.92,1.87,3.2,0.83,"FPOS","nan","nan"
"Patchick_3, MWSC_495","nan","nan",79.147,45.605,162.896,4.32,0.018,0.07,0.165,-2.26,-3.21,0.32,"nan","nan","nan",7,43,171,2991.0,0.687,12.6,0.33,0.22,0.015,8.905,0.026,11.0,3.1,1.06,15.46,4.97,0.87,0.16,"FPOS","nan","nan"
"BDSB_68, MWSC_499","nan","nan",79.557,37.557,169.653,-0.072,0.015,0.05,0.1,-3.65,-6.3,0.43,"nan","nan","nan",5,28,80,3500.0,0.899,13.01,0.432,0.288,-0.02,8.8,"nan","nan",0.58,0.27,11.56,5.67,2.64,1.48,"BOPN","irc","nan"
"Kronberger_18, MWSC_502","nan","nan",79.672,37.63,169.646,0.045,0.01,0.06,0.115,-4.29,-6.7,0.37,"nan","nan","nan",5,41,134,2700.0,0.7,12.382,0.336,0.224,0.03,7.25,"nan","nan",0.5,0.18,8.59,3.49,8.29,3.36,"DIAS","nan","nan"
"SAI_46, MWSC_504","nan","nan",79.912,36.5,170.681,-0.447,0.01,0.04,0.075,-0.91,-7.4,0.55,"nan","nan","nan",3,14,47,5441.0,0.999,14.0,0.48,0.32,0.0,9.2,"nan","nan",2.49,0.52,8.83,1.38,3.06,0.54,"DIAS","nan","nan"
"NGC_1857, MWSC_505","nan","nan",80.014,39.29,168.44,1.216,0.012,0.075,0.165,-4.73,-0.55,0.34,"nan","nan","nan",5,48,166,3299.0,0.5,12.753,0.24,0.16,0.02,8.67,0.053,3.0,1.02,0.26,16.85,4.79,4.48,1.17,"DIAS","nan","nan"
"ASCC_14, MWSC_507","nan","nan",80.1,35.18,171.851,-1.078,0.02,0.1,0.175,-0.03,-4.39,0.31,-16.87,"nan",1.0,3,61,195,1100.0,0.371,10.326,0.178,0.119,-0.02,8.53,"nan",1.0,2.06,0.91,5.42,1.62,4.86,2.64,"COCD","nan","nan"
"Czernik_20, MWSC_508","nan","nan",80.115,39.54,168.279,1.422,0.04,0.11,0.25,-3.76,-1.12,0.22,"nan","nan","nan",24,97,406,2000.0,0.6,11.698,0.288,0.192,0.0,9.19,0.048,8.0,1.62,0.36,10.19,2.26,5.43,0.76,"DIAS","nan","nan"
"Berkeley_17, MWSC_509","nan","nan",80.155,30.59,175.652,-3.656,0.02,0.12,0.22,3.9,-2.31,0.27,-84.0,3.17,13.0,7,104,243,1800.0,0.849,11.55,0.408,0.272,-0.02,9.6,"nan","nan",1.82,0.24,10.53,1.37,14.42,1.01,"DIAS","nan",-0.1
"Berkeley_18, MWSC_512","nan","nan",80.602,45.405,163.644,5.044,0.03,0.13,0.275,-0.37,-3.58,0.22,"nan","nan","nan",9,90,227,5800.0,0.45,13.962,0.216,0.144,0.0,9.63,"nan","nan",9.21,1.2,44.87,5.36,1.01,0.07,"DIAS","nan",0.02
"ASCC_15, MWSC_514","nan","nan",80.617,36.565,170.951,0.055,0.02,0.1,0.165,-1.39,-5.22,0.32,"nan","nan","nan",3,54,148,1400.0,0.389,10.856,0.187,0.125,0.01,8.685,0.098,2.0,1.77,0.67,5.77,1.7,4.6,1.64,"COCD","nan","nan"
"NGC_1893, MWSC_516","nan","nan",80.707,33.43,173.577,-1.66,0.035,0.1,0.28,2.25,-5.65,0.29,-9.17,1.42,3.0,16,92,439,3300.0,0.949,12.898,0.456,0.304,0.01,6.55,"nan","nan",1.91,0.17,15.61,1.29,15.0,1.19,"COCD","nan","nan"
"Collinder_62, MWSC_518","nan","nan",80.577,41.025,167.257,2.557,0.02,0.155,0.235,-1.11,-2.58,0.21,"nan","nan","nan",5,139,309,1472.0,0.5,11.0,0.24,0.16,0.0,8.905,0.037,4.0,1.16,0.49,8.81,3.96,2.67,0.67,"DIAS","nan","nan"
"SAI_47, MWSC_526","nan","nan",80.985,42.323,166.356,3.54,0.018,0.065,0.125,-2.81,-2.58,0.5,"nan","nan","nan",4,24,82,1523.0,0.271,11.0,0.13,0.087,0.0,9.2,"nan","nan",0.35,0.13,5.81,2.31,14.22,5.91,"DIAS","nan","nan"
"Berkeley_19, MWSC_527","nan","nan",81.003,29.567,176.913,-3.629,0.02,0.055,0.09,2.55,-2.2,0.57,"nan","nan","nan",7,26,72,4800.0,0.4,13.535,0.192,0.128,-0.01,9.5,"nan","nan",1.32,0.25,13.84,2.72,4.9,0.79,"DIAS","nan",-0.5
"SAI_48, MWSC_529","nan","nan",81.055,33.477,173.702,-1.394,0.015,0.065,0.125,5.08,-5.66,0.39,"nan","nan","nan",5,29,77,4001.0,0.799,13.268,0.384,0.256,-0.01,8.95,"nan","nan",1.02,0.37,15.64,6.07,1.71,0.67,"DIAS","nan","nan"
"Berkeley_69, MWSC_532","nan","nan",81.097,32.608,174.44,-1.853,0.025,0.085,0.205,2.43,-5.73,0.29,5.2,6.4,"nan",15,67,220,2799.0,0.67,12.451,0.322,0.215,-0.02,9.011,0.015,25.0,1.2,0.23,17.01,3.73,8.12,1.38,"DIAS","nan","nan"
"ASCC_17, MWSC_534","nan","nan",81.33,30.182,176.562,-3.049,0.025,0.075,0.195,2.57,-3.15,0.53,-16.0,6.1,1.0,5,21,170,1850.0,0.371,11.455,0.178,0.119,-0.035,7.265,"nan",1.0,1.24,1.18,11.25,11.7,0.37,0.23,"COCD","nan","nan"
"FSR_0775, MWSC_536","nan","nan",81.424,34.957,172.648,-0.31,0.015,0.07,0.14,2.2,-6.52,0.44,"nan","nan","nan",3,36,117,1300.0,0.57,10.753,0.274,0.183,-0.02,8.72,0.13,2.0,0.61,0.29,4.72,2.36,9.54,2.49,"DIAS","irc","nan"
"NGC_1896, MWSC_537","nan","nan",81.414,29.26,177.369,-3.504,0.015,0.065,0.125,1.18,-1.39,0.33,"nan","nan","nan",4,33,115,2600.0,0.6,12.268,0.288,0.192,0.0,9.1,"nan","nan",3.29,0.98,10.96,2.53,1.02,0.28,"COCD","nan","nan"
"Berkeley_70, MWSC_538","nan","nan",81.441,41.93,166.871,3.601,0.02,0.055,0.155,-0.81,-5.4,0.52,"nan","nan","nan",3,23,133,5001.0,0.5,13.656,0.24,0.16,-0.04,9.35,"nan","nan",7.0,1.0,21.59,2.31,1.61,0.23,"DIAS","nan",-0.32
"NGC_1883, MWSC_539","nan","nan",81.469,46.49,163.076,6.15,0.025,0.05,0.15,-1.62,-1.23,0.39,-30.8,0.6,2.0,14,24,58,5752.0,0.625,14.0,0.3,0.2,-0.01,8.545,"nan","nan",2.48,0.35,30.76,4.81,3.15,0.36,"DIAS","nan",-0.2
"SAI_49, MWSC_542","nan","nan",81.607,50.79,159.502,8.585,0.025,0.075,0.135,0.29,-1.59,0.32,"nan","nan","nan",7,39,70,3200.0,0.541,12.7,0.26,0.173,0.0,9.15,"nan","nan",3.08,0.53,8.8,1.03,4.82,0.86,"DIAS","nan","nan"
"Czernik_21, MWSC_543","nan","nan",81.682,36.015,171.888,0.456,0.02,0.11,0.25,1.41,-3.82,0.22,"nan","nan","nan",14,133,446,4301.0,0.849,13.441,0.408,0.272,0.0,9.35,"nan","nan",2.09,0.4,30.67,6.65,2.93,0.5,"DIAS","nan","nan"
"FSR_0777, MWSC_546","nan","nan",81.904,34.748,173.041,-0.1,0.02,0.09,0.13,1.93,-4.99,0.35,4.7,4.26,3.0,7,51,97,1000.0,0.4,10.129,0.192,0.128,0.0,7.625,"nan",1.0,0.4,0.11,3.88,1.12,32.08,6.83,"DIAS","irc","nan"
"Dolidze_20, MWSC_548","nan","nan",81.93,33.78,173.858,-0.62,0.025,0.05,0.08,1.22,-3.66,0.85,"nan","nan","nan",5,7,12,900.0,0.3,9.868,0.144,0.096,-0.02,7.3,"nan","nan",0.3,0.11,2.19,0.73,24.87,7.12,"DIAS","dub","nan"
"Waterloo_2, MWSC_551","nan","nan",82.008,40.352,168.423,3.079,0.01,0.105,0.19,-1.32,-1.27,0.56,"nan","nan","nan",1,21,55,550.0,0.171,8.757,0.082,0.055,-0.03,8.33,"nan",1.0,0.49,0.22,2.93,1.29,14.52,3.55,"DIAS","nan","nan"
"NGC_1907, MWSC_552","nan","nan",82.02,35.325,172.614,0.299,0.02,0.09,0.21,0.85,-5.7,0.21,0.09,0.9,4.0,7,123,426,1600.0,0.5,11.182,0.24,0.16,0.0,8.6,"nan","nan",1.38,0.18,9.96,1.33,20.31,1.43,"COCD","nan","nan"
"Kronberger_1, MWSC_555","nan","nan",82.087,34.785,173.094,0.046,0.02,0.05,0.1,-0.3,-3.88,0.57,13.0,0.0,1.0,11,25,59,1000.0,0.5,10.161,0.24,0.16,-0.03,7.635,"nan",1.0,0.3,0.07,3.42,0.91,47.52,10.54,"DIAS","nan","nan"
"NGC_1912, MWSC_557","nan","nan",82.215,35.8,172.307,0.695,0.025,0.16,0.39,0.77,-6.73,0.14,1.0,0.58,1.0,12,296,1229,1144.0,0.333,10.4,0.16,0.107,-0.01,8.35,"nan","nan",2.98,0.35,10.25,0.96,27.27,2.75,"COCD","nan","nan"
"Teutsch_52, MWSC_561","nan","nan",82.56,38.207,170.45,2.252,0.02,0.065,0.105,-1.85,-2.71,0.56,"nan","nan","nan",3,16,36,4200.0,1.081,13.464,0.519,0.346,0.0,8.8,"nan","nan",2.26,1.0,10.01,3.43,0.43,0.15,"DIAS","nan","nan"
"FSR_0761, MWSC_574","nan","nan",83.34,39.833,169.417,3.648,0.012,0.085,0.165,-2.95,-0.57,0.36,"nan","nan","nan",3,40,93,3743.0,0.354,12.98,0.17,0.113,0.01,8.985,0.035,12.0,1.52,0.41,20.16,6.09,2.31,0.53,"DIAS","irc","nan"
"NGC_1960, MWSC_594","nan","nan",84.082,34.158,174.518,1.081,0.03,0.12,0.26,0.91,-4.35,0.2,-1.18,4.6,13.0,15,148,462,1200.0,0.25,10.476,0.12,0.08,-0.02,7.565,0.078,4.0,1.31,0.21,8.59,1.41,20.26,1.55,"COCD","nan","nan"
"FSR_0807, MWSC_599","nan","nan",84.16,31.84,176.507,-0.112,0.015,0.075,0.165,1.75,-5.65,0.56,"nan","nan","nan",3,29,60,1750.0,1.149,11.585,0.552,0.368,0.0,7.0,"nan","nan",1.03,0.21,9.58,2.19,9.16,1.32,"DIAS","irc","nan"
"Koposov_36, MWSC_601","nan","nan",84.199,31.2,177.064,-0.428,0.012,0.08,0.14,2.94,-8.86,0.28,"nan","nan","nan",6,87,201,1600.0,0.831,11.288,0.399,0.266,-0.01,8.445,0.021,2.0,0.6,0.19,6.61,2.24,9.83,2.61,"DIAS","nan","nan"
