"Cluster","ra","dec","pm_ra","pm_dec","pm_ra_disp","pm_dec_disp","parallax","parallax_disp","r_50","n_r50","n_pm","n_parallax","n_parallax_near","n_pm_fs","log_age","log_age_50","log_age_16","log_age_84","Fe_H","Fe_H_50","Fe_H_16","Fe_H_84","dist_mod","dist_mod_50","dist_mod_16","dist_mod_84","A_V","A_V_50","A_V_16","A_V_84","alpha_mf","alpha_mf_50","alpha_mf_16","alpha_mf_84","prior_feh_mu","prior_feh_sig","mf_quality_flag"
"ASCC_10",51.87,34.981,-1.737,-1.368,0.159,0.143,1.459,0.1,0.558,3.0,6.0,4.0,99.0,8.0,8.58590541751233,8.587098418478616,8.571668050810091,8.615428427729498,-0.0406135333798964,-0.037752260352639,-0.0441814656650115,-0.0314170227345674,8.993204057515253,8.987062011529476,8.97421906301132,9.001406984640202,0.6906723830831714,0.6862879915556649,0.6675724126756132,0.70359827420007,-2.263316481926501,-2.29283404283381,-2.470685070843851,-2.1086473231229705,-0.0235827117805328,0.0108422539508243,0.0
"ASCC_101",288.399,36.369,0.934,1.288,0.205,0.258,2.488,0.057,0.372,3.0,8.0,10.0,99.0,8.0,8.616364193859685,8.62649495258666,8.613395625680747,8.639789369216132,0.1537512964785032,0.1511545439811663,0.1426041584791039,0.1599876107960387,8.035548155648414,8.035858253707858,8.02372139446273,8.047347778621774,0.0603195819484569,0.0494790448658867,0.0337671510708136,0.064309260950458,-1.6605720187442716,-1.8683622863657796,-2.0453581826889344,-1.6968259578865663,-0.063,0.146,1.0
"ASCC_105",295.548,27.366,1.464,-1.635,0.162,0.145,1.783,0.065,0.648,3.0,6.0,6.0,99.0,8.0,8.15859649692973,8.147308337427717,8.104105927598823,8.200882066213692,0.0533544484085216,0.0568523493416931,0.0513824415940762,0.0627487702344214,8.65139262299194,8.651773062734089,8.641048654765653,8.663979346471308,0.3726046341049996,0.3680039892776232,0.353222316572137,0.3804683385188869,-2.2506552807236453,-2.2707251611198145,-2.3853908979130067,-2.159024568442404,0.0451056350831415,0.0189360872582306,0.0
"ASCC_108",298.306,39.349,-0.519,-1.69,0.099,0.129,0.838,0.048,0.537,3.0,5.0,4.0,6.0,8.0,8.360037809803138,8.369543927155165,8.318556963484669,8.392018457910716,-0.1448998915036345,-0.0481103466305182,-0.1473020163106292,0.0520687019128457,10.109060973468887,10.183224590365237,10.106133985305757,10.261591349076337,0.4471199901503581,0.4261005170842107,0.3982245697657874,0.4514428809945393,-2.948300236354652,-2.9040268214148948,-2.988444016793797,-2.7928643472345565,-0.106261907594111,0.0601242924496122,0.0
"ASCC_11",53.056,44.856,0.926,-3.03,0.163,0.147,1.141,0.061,0.312,3.0,6.0,4.0,99.0,8.0,8.621884348771419,8.630425193856436,8.608445176759519,8.715827140108983,-0.1495324804048769,-0.151403290693392,-0.1582222218913954,-0.1466470364696029,9.4770920388701,9.472770900303802,9.46098646643044,9.485860247404078,0.7647183786059079,0.7530431710759802,0.7320503623006052,0.7651661689312462,-2.865946114734167,-2.842682664512115,-2.974374403259933,-2.707674190132576,-0.1624529391282816,0.0270385774705827,1.0
"ASCC_110",300.742,33.528,0.271,-3.132,0.064,0.05,0.497,0.036,0.203,3.0,6.0,6.0,10.0,8.0,8.81139654033759,8.799459854789298,8.77049102824619,8.820665704705407,0.1718611236996296,0.1614022230966619,0.0667990267511488,0.2326354670319015,11.203993509218703,11.19848056374502,11.16530162466665,11.27145570721921,1.0124723144896466,1.0208665794794007,0.995069034745872,1.13061327163197,-2.214118459143375,-2.173680700830855,-2.54440945993551,-1.8266974590053,-0.063,0.146,0.0
"ASCC_111",302.891,37.515,-1.15,-1.524,0.151,0.154,1.166,0.059,0.537,3.0,6.0,6.0,99.0,8.0,8.423901505001032,8.369359457069399,8.325490811427725,8.418949748316605,0.1487363665521641,0.1651333759216559,0.1462832645766164,0.3415177913666625,9.721311140080145,9.74525171077762,9.716696305382694,9.788336109210986,0.6094327577460077,0.5852608387994255,0.4630828112492127,0.6570638701144184,-2.8740287379244585,-2.8854464902255974,-3.0049537764455065,-2.7634493228884507,-0.063,0.146,0.0
"ASCC_113",317.933,38.638,0.8,-3.679,0.125,0.163,1.762,0.041,0.529,3.0,8.0,10.0,99.0,8.0,8.5786564300481,8.581340352884167,8.570390799711634,8.625388630342982,0.3403539969511636,0.2509090986123163,0.24231969323278,0.3417074419227586,8.897152910904296,8.841912308661033,8.826330136110187,8.895159343860286,0.0151503260762308,0.0206899597644875,0.0090371145863612,0.0491135158337985,-2.1839357047152763,-2.1899011885795168,-2.3017408788903526,-2.102740072271445,-0.063,0.146,1.0
"ASCC_115",329.28,51.558,-0.549,-0.543,0.068,0.088,1.311,0.034,0.25,3.0,6.0,6.0,99.0,8.0,8.350375773152843,8.389743427365453,8.34956788707461,8.442635353058579,0.0774514655001959,0.0596451628904593,-0.0346390530545836,0.0923919284914395,9.330512295639195,9.315765626653144,9.232152618250298,9.356450969350716,0.7331910902387153,0.736759648151828,0.7010752894529196,0.7780052738509668,-2.368771142844498,-2.4861594546240564,-2.745707392703976,-2.2412072034602675,-0.063,0.146,0.0
"ASCC_12",72.4,41.744,-0.634,-2.794,0.181,0.122,0.941,0.069,0.303,3.0,6.0,2.0,10.0,8.0,8.578687971043143,8.562609919863856,8.472574808125422,8.590085371462067,-0.1564842829046939,-0.1503982437345637,-0.1590354129431694,-0.1371531292893434,10.002582703637174,10.019433697540087,9.997708148794404,10.054138987765224,0.8775075636528443,0.8903783683217698,0.8681181734450695,0.9281414143435992,-2.871846589482406,-2.877254752534089,-3.0430737678422504,-2.721895334291598,-0.1620192705974642,0.0468834650955486,0.0
"ASCC_123",340.299,53.986,12.093,-1.407,0.473,0.437,4.262,0.172,1.294,3.0,6.0,6.0,99.0,8.0,7.782432250148909,7.78108317011133,7.77354416559416,7.789747441363665,-0.0469406377503872,-0.0477720797363883,-0.0557941160304404,-0.0401716876297857,7.003526127278981,7.029524682177524,6.994056045711704,7.073248241304423,0.2204861358592961,0.2463087684921444,0.2203479670852373,0.2757838157537887,-1.7419927081919289,-1.807639309398541,-1.9115610426963283,-1.7123987045892206,-0.063,0.146,0.0
"ASCC_127",347.205,64.974,7.474,-1.745,0.26,0.263,2.633,0.081,0.627,3.0,6.0,6.0,99.0,8.0,7.326916909555575,7.324704767884366,7.319814273118046,7.329943469621028,0.2461222216744497,0.2510177325215186,0.2392765363177519,0.2594961966975822,7.910272771508028,7.909022056567296,7.899554081974444,7.917291636360107,0.5394997606407612,0.5354829006098363,0.5210686937978649,0.5482222984594918,-2.231409075287432,-2.193937775512845,-2.3022558266226896,-2.0874890528699805,-0.063,0.146,1.0
"ASCC_128",349.949,54.435,1.236,0.186,0.139,0.114,1.509,0.058,0.513,3.0,6.0,6.0,99.0,8.0,8.022918091654967,7.996628141066496,7.975242819283231,8.029709274150628,-0.0522719914929279,-0.0502622758632267,-0.0667981397688093,-0.0370126282279055,9.155897013203438,9.146691956344554,9.111466028593158,9.182629964849404,0.623663179410772,0.6275991621606601,0.6126099915624867,0.6443392539117714,-2.050593876085748,-2.1845355334225114,-2.3174421277214323,-2.03551740382111,-0.063,0.146,1.0
"ASCC_16",81.198,1.655,1.355,-0.015,0.265,0.248,2.838,0.104,0.376,3.0,6.0,6.0,99.0,8.0,7.125520567675373,7.127321209486333,7.125055434053418,7.130059485109186,-0.0413387903990722,-0.0439395899105012,-0.0473608637173889,-0.0404897887687481,7.617786416623372,7.612707835647974,7.605758336692856,7.619117362644704,0.1413043135596988,0.1469984831536153,0.1363994685194988,0.1532442582655796,-1.9788137136017685,-1.9869650472890716,-2.0339797670834323,-1.9324883280502396,0.0039329831416908,0.0178962772880663,0.0
"ASCC_19",81.982,-1.987,1.152,-1.234,0.252,0.219,2.768,0.089,0.605,3.0,6.0,2.0,99.0,8.0,7.126120264085195,7.122961586861973,7.120557359067787,7.125159758664832,-0.1408360940862541,-0.1455501446037841,-0.1483814696543224,-0.141725866618975,7.374869083169653,7.382261342997253,7.378155624989022,7.389168012645398,0.1519868718865094,0.1600870598988221,0.1514296350744704,0.1645548437001558,-2.0123374097387416,-1.9972365253825493,-2.0345086141708806,-1.9611349259294868,-0.0533750249235264,0.0344533296235486,0.0
"ASCC_21",82.179,3.527,1.404,-0.632,0.263,0.238,2.866,0.131,0.41,3.0,6.0,6.0,99.0,8.0,7.0277769441896245,7.025123942220644,7.021474492939241,7.029022144569512,-0.141677883194135,-0.1439884814841444,-0.1480337231848502,-0.1402175479162776,7.479535781136402,7.489119169652954,7.47763570379397,7.500058852508727,0.1679703288454144,0.174929784579962,0.1606842961921699,0.1845926647972633,-1.9244979273784424,-1.9465290898255525,-2.010006893916197,-1.887602167932816,-0.1298942479506086,0.0089004567360094,1.0
"ASCC_23",95.047,46.71,1.098,-0.598,0.179,0.182,1.594,0.061,0.319,3.0,8.0,6.0,99.0,8.0,8.73061931056082,8.717104923284817,8.685987471836988,8.73735106209577,0.0250951890551802,-0.0213081493806204,-0.0336910133428448,0.0240183495571622,8.874540662553468,8.86863030348977,8.851527517268634,8.885298153093494,0.1821031121584088,0.220531255089311,0.1905151126711385,0.2579414286528705,-2.375016641194377,-2.435350955631943,-2.599837168237196,-2.25953174806098,-0.0193451428382578,0.0146555484414743,1.0
"ASCC_29",103.571,-1.67,-1.008,-1.019,0.13,0.115,0.944,0.063,0.137,3.0,6.0,6.0,10.0,8.0,7.843487310741862,7.822630160514709,7.798903605027512,7.858836668199946,-0.1262832958387389,-0.1152533089809181,-0.1454114429439426,-0.0372250505100397,9.967480968110998,10.012340089224844,9.960251525844392,10.08652975661529,0.3201683784861635,0.3447220017634025,0.3183893765475333,0.3595336007396468,-2.6149012426969698,-2.466101298032076,-2.6330746821955726,-2.313220805295028,-0.063,0.146,0.0
"ASCC_30",104.271,-6.23,-1.595,-0.171,0.116,0.072,0.897,0.045,0.27,3.0,6.0,6.0,10.0,8.0,8.251093681883916,8.238479135887076,8.191258075408289,8.522877001140767,-0.2338525987663416,-0.1474666203916625,-0.2457808459863564,0.2483443017574724,10.413282989150602,10.424119461104874,10.232739905332528,10.536750456008598,0.6269476420105258,0.6210873887253425,0.3178404994072777,0.6478683064690385,-2.489545217569844,-2.3545353282113743,-2.568480110126752,-2.0671250819156417,-0.063,0.146,0.0
"ASCC_32",105.714,-26.512,-3.307,3.477,0.181,0.127,1.23,0.062,0.656,3.0,4.0,6.0,99.0,8.0,7.372432328488552,7.373475710403333,7.371486309374703,7.375634134492953,-0.0430668826689645,-0.0430593871439324,-0.0459870253631142,-0.0397093416774374,9.434532274074064,9.431835002444442,9.426776041160236,9.435124088104908,0.1706653948658175,0.160773110462831,0.1538941931613767,0.1711597470082746,-2.437957341117484,-2.447157007944241,-2.488747186494105,-2.39833832465398,-0.063,0.146,0.0
"ASCC_41",116.674,0.137,0.646,-3.99,0.241,0.221,3.352,0.117,0.679,3.0,8.0,6.0,99.0,8.0,7.967773498089986,7.973695817031058,7.967692756709925,7.980274803466862,-0.0633760405687057,-0.0601199925355691,-0.0667059321812634,-0.0531904919372733,7.31220523681074,7.331311873017121,7.313910955900642,7.347115813077262,0.0382477725630124,0.0680226517322482,0.0375588411169435,0.0970788425250321,-1.87812133195972,-1.843931867567844,-1.984244493756056,-1.714458311551187,-0.0796494868186732,0.0177612598686563,1.0
"ASCC_58",153.657,-55.001,-13.276,2.786,0.21,0.271,2.06,0.055,0.592,3.0,6.0,6.0,99.0,8.0,7.671863866336363,7.673842420714817,7.667691548357141,7.679906172467793,0.2499098600593109,0.2508466244592305,0.2444917103003486,0.2572918629735745,8.645815619122397,8.644828478292647,8.629844485864277,8.650126177831801,0.3095252387530734,0.3093625093785537,0.2951393039181135,0.3174335098725238,-2.354684809735277,-2.401815810926496,-2.486327933827036,-2.316473357572455,-0.063,0.146,1.0
"ASCC_6",26.846,57.722,-0.838,0.211,0.11,0.099,0.621,0.041,0.188,3.0,6.0,6.0,10.0,8.0,7.999979611354016,8.030122212980695,7.987202027336562,8.077903546809278,0.1332970163424264,0.050192593302799,-0.1412154309868438,0.1503152849923768,10.950947716164157,10.87963740613898,10.726494454779166,10.96175093709043,0.7843726984433634,0.7917395120053227,0.7683118234951516,0.8129694721347738,-2.4899096484931182,-2.4734907030623545,-2.6628506986709164,-2.3015186244208907,-0.063,0.146,0.0
"ASCC_71",185.033,-67.509,-9.272,-1.351,0.123,0.154,0.786,0.045,0.255,3.0,4.0,6.0,10.0,8.0,8.10152039710017,8.095157215948772,8.06990525552305,8.114597282588623,-0.0492212782825204,-0.0511883547276389,-0.1358132635899033,-0.0402074474125417,10.354802205736078,10.365758713522611,10.31721898739013,10.379709043842972,0.8286684372984446,0.8277389362337234,0.8165991743839748,0.8432819484731577,-2.894179585092841,-2.822864166883195,-2.960294742856245,-2.685174757940257,-0.063,0.146,0.0
"ASCC_77",212.694,-62.331,-4.243,-3.22,0.11,0.13,0.842,0.045,0.179,3.0,6.0,6.0,10.0,8.0,8.327790982627137,8.28997304425633,8.24018652076283,8.33016517656878,0.2451329566865543,0.2512730196165067,0.2432258918753023,0.2617182063106751,10.261750235142978,10.266887773667,10.253061338632802,10.287616420911608,0.5721589183374949,0.5852106398267641,0.5632688913084598,0.6103440673838861,-2.945210511752413,-2.934297945195296,-3.0665793045786183,-2.806005161471471,-0.063,0.146,0.0
"ASCC_85",251.853,-45.555,0.17,-4.102,0.124,0.138,1.119,0.058,0.357,3.0,6.0,6.0,99.0,8.0,8.238924084234378,8.201281725574901,8.145273696723839,8.255640539462028,0.3492308175180865,0.3466803763400779,0.3346671833315349,0.357808571883473,9.85052172778838,9.862992515518272,9.843099498514087,9.8783452427936,0.5584701951784974,0.579641760857962,0.5571510342609767,0.6000562411370913,-2.9565136669743275,-2.8005974938246343,-2.945860765555388,-2.6636175924601893,-0.063,0.146,0.0
"ASCC_90",264.777,-34.874,-1.63,-2.681,0.162,0.206,1.713,0.054,0.388,3.0,6.0,6.0,99.0,8.0,8.983586049738626,8.965415630957015,8.922889879416445,8.98044236763821,-0.1381195232688914,-0.1317479202644317,-0.1572674077903066,-0.0455265460803276,8.643949367464785,8.693716416724929,8.64766066960267,8.759395248676363,0.6849437066938769,0.6919278698336883,0.6541700700033457,0.7619224759299318,-2.330231587411434,-2.228529856788996,-2.475213015399827,-1.982708229415164,-0.063,0.146,0.0
"ASCC_97",279.263,-19.139,-2.331,-6.508,0.327,0.385,1.74,0.086,0.14,3.0,6.0,6.0,99.0,8.0,8.02424886694741,8.023975179284031,8.009587955212593,8.03660621414944,-0.1494989271712225,-0.0582858849593104,-0.1511840444569777,-0.0439358797929265,8.624744327394717,8.68037729311198,8.611822268994548,8.727817033211688,1.4442739857741178,1.434621190537513,1.413713314601807,1.4572241871957936,-2.446877507355004,-2.3655330815672024,-2.507311128202065,-2.2321054095403534,-0.063,0.146,1.0
"ASCC_99",282.17,-18.488,5.188,-1.311,0.349,0.455,3.367,0.106,0.643,3.0,6.0,6.0,99.0,8.0,8.479226066425529,8.480225100399542,8.465895654754148,8.510666795946843,0.2642581029503933,0.2617314047190092,0.2525777177027314,0.3560188451864974,7.456163134577677,7.448085304577269,7.433550825039036,7.505058770114053,0.6977275294646036,0.674015130811467,0.6433361327911689,0.6957181534181738,-2.0880264966534137,-2.053849641968094,-2.190999946458322,-1.940017942770196,-0.063,0.146,1.0
"Alessi_1",13.343,49.536,6.536,-6.245,0.105,0.204,1.39,0.057,0.249,3.0,6.0,6.0,99.0,8.0,9.057847956057769,9.063177338271972,9.042273268513648,9.073398507724196,-0.1230237090168355,-0.1519814728116321,-0.2326069706740803,-0.1246603609400867,9.133294494024838,9.113053850185397,9.087733662457405,9.133186705886718,0.3211166371515956,0.3580602559828796,0.3175040140179251,0.391397802036695,-1.202530953044321,-1.0620753734006094,-1.3299203538296909,-0.7679061094810361,-0.063,0.146,1.0
"Alessi_10",301.233,-10.555,1.469,-7.879,0.208,0.241,2.233,0.075,0.266,3.0,8.0,10.0,99.0,8.0,8.567759085340468,8.529119349031598,8.469540805954383,8.58016229657996,0.2445545300181545,0.2451173540237004,0.2271649567935227,0.2611296578824355,8.304572186668597,8.305975933633107,8.285539961924794,8.324652719034626,0.3112002036860832,0.3248707439620446,0.2899459091148137,0.3620965887536339,-2.398340962719016,-2.3675960281982262,-2.5848526902845834,-2.151090428634699,-0.063,0.146,1.0
"Alessi_12",310.875,23.871,4.303,-4.639,0.233,0.18,1.816,0.088,0.682,3.0,6.0,6.0,99.0,8.0,8.03114213548324,8.033188124663758,8.025772966359572,8.039663892991607,-0.040771887283437,-0.0408467342651684,-0.048441022797733,-0.0356900852139131,8.792924903058934,8.786389350196838,8.77452420251643,8.793969811380306,0.2931501821140729,0.2867117620289076,0.2793079301124739,0.2968988049983309,-2.550938534678164,-2.494568040005996,-2.5699169745264,-2.406115355508623,-0.063,0.146,0.0
"Alessi_19",274.741,12.311,-1.005,-7.073,0.223,0.185,1.71,0.06,0.595,3.0,6.0,6.0,99.0,8.0,7.859625051579437,7.87587819994207,7.865443817252605,7.91543149863576,0.1392441069984868,0.2329453212112223,0.1451543495562631,0.2452138533871647,8.778658924267845,8.825436883886749,8.776491096179345,8.841661766971876,0.2786682076363135,0.2618965682750176,0.2364428991424215,0.2858677965212277,-2.547867318901251,-2.584505452801658,-2.725023200943966,-2.4506419120611,-0.063,0.146,0.0
"Alessi_2",71.602,55.199,-0.904,-1.046,0.141,0.115,1.589,0.07,0.554,3.0,6.0,6.0,99.0,8.0,8.73073321237272,8.728649670802797,8.688732127315657,8.73735170281957,-0.029220861156118,-0.0260319537136299,-0.0301619920125847,-0.0222394175614526,8.810909743563435,8.81789737957214,8.80801373688446,8.830628735225202,0.6778576754113257,0.6717046884979876,0.6575794299252369,0.6966190402047485,-2.258388969811782,-2.358576691973249,-2.529936893088678,-2.2289205566136414,-0.0064309100408037,0.0069281373255867,0.0
"Alessi_20",2.593,58.742,8.195,-2.341,0.293,0.28,2.311,0.068,0.235,3.0,6.0,6.0,99.0,8.0,7.0342977370171,7.037830569018969,7.02726233731952,7.131335960112375,-0.1525204137849251,-0.148528105140839,-0.1576109806746548,-0.1387066650186719,7.969031636512344,7.942508438809398,7.829368124916155,7.971787731391796,0.9908373263384052,0.957739548334294,0.9297214587211868,0.9881307680824104,-1.849995743848924,-1.9039816678160528,-2.012330035534573,-1.789770770796529,-0.0604699152465351,0.0350834307094877,1.0
