"ID","Flag","RAICRS","DEICRS","pmRA","pmDE","plx","[Fe/H]","e_[Fe/H]","logAge","e_logAge","m-M","e_m-M","E(BP-RP)","e_E(BP-RP)","AVmag","e_AVmag","Rc","e_Rc","Rt","e_Rt","R50Mem","R50Mass","RJ","e_RJ","Mass","e_Mass","fbin","Trlx","e_Trlx"
"ngc6178","nan",248.9506609,-45.54851998,0.43615201,-3.328682795,1.124327492,0.0,0.125,6.759999972,0.175759999,9.85,0.22655,0.534,0.03204,1.299489,0.07796934,3.066497898,0.079520755,"nan","nan",4.589605658,4.633869513,9.033732406,0.600668121,381.0,76.0,0.64,14.01148849,0.131395176
"ngc6192","nan",250.0822172,-43.35907987,1.621313534,-0.237438748,0.590154478,-0.249999398,0.125,8.389166084,0.218118318,12.4495936,0.286340653,1.038110636,0.062286638,2.526242233,0.151574534,5.383855419,0.218945879,8.682880249,0.311574648,2.743224326,3.405439186,17.42631064,1.159779949,2354.0,470.0,0.52,9.917768635,0.04808823
"ngc6193","nan",250.3286074,-48.82133177,1.219317293,-4.089111694,0.857491891,0.249999244,0.125,7.209515015,0.18744739,9.92125393,0.22818884,0.546846193,0.032810772,1.330750212,0.079845013,5.130743583,0.236917446,10.44815471,0.609188746,4.35061317,4.266129946,14.78757621,0.98521878,1591.0,318.0,0.59,11.89644705,0.071987694
"ngc6204","nan",251.5369105,-47.02267916,-0.736761056,-0.609485906,0.834457008,-0.249999398,0.125,8.130333768,0.211388678,11.39993042,0.2621984,0.707814936,0.042468896,1.722467646,0.103348059,2.098506323,0.039008309,5.018366395,0.147509903,1.747152879,1.982818964,11.78242668,0.782542123,798.0,159.0,0.45,4.998649915,0.031374622
"ngc6208","nan",252.3321772,-53.72999811,-1.004724601,-1.524678024,0.845336644,0.499999815,0.125,9.100370545,0.236609634,10.89546446,0.250595683,0.2620608,0.015723648,0.637724956,0.038263497,4.578212756,0.152670812,8.896108665,0.348523034,3.163661863,4.009396228,11.43883926,0.759489328,712.0,142.0,0.5,17.17399113,0.100600489
"ngc6231","nan",253.5449337,-41.74457193,-0.587930566,-2.090827621,0.604226198,0.499999815,0.125,6.954242509,0.180810305,12.1,0.2783,0.74,0.0444,1.80079,0.1080474,4.019614086,0.181086177,28.12621878,7.810020223,6.270311761,6.548796168,25.2535277,1.683568513,7185.0,1437.0,0.55,29.85746769,0.095900762
"ngc6250","nan",254.4963646,-45.95015037,0.391320604,-2.431515152,1.020860421,0.249999244,0.125,7.369215857,0.191599612,11.0327259,0.253752696,0.588987207,0.035339232,1.433300368,0.085998022,3.035859832,0.203171707,7.038357269,0.71368815,2.00039021,2.36816986,8.095722632,0.531689343,273.0,54.0,0.42,5.046098549,0.052951752
"ngc6253","nan",254.7828549,-52.70945815,-4.537970833,-5.280411665,0.585563324,0.249999244,0.125,9.55,0.2483,11.25,0.25875,0.336963222,0.020217793,0.82,0.0492,2.432995553,0.04155959,10.02027582,0.560653825,2.978512973,3.356904789,22.16226973,1.477484649,4141.0,828.0,0.61,10.23553682,0.041777292
"ngc6259","nan",255.1933068,-44.68631941,-1.039141725,-2.898675195,0.422447218,0.499999815,0.125,8.760422483,0.227770985,12.98579281,0.298673235,0.773138826,0.04638833,1.881433333,0.112886,4.90475301,0.157261626,11.49608681,0.649662718,4.307675184,5.447428704,23.56729999,1.56993868,4835.0,967.0,0.23,19.68039468,0.078598742
"ngc6281","nan",256.1810441,-37.95023841,-1.90174061,-4.044090125,1.885161809,0.249999244,0.125,8.439332694,0.21942265,8.947659119,0.20579616,0.235583171,0.01413499,0.573291645,0.034397499,2.520403995,0.043217402,7.04596829,0.237947283,2.571238758,2.668915742,12.640679,0.840440472,1061.0,212.0,0.46,13.18376095,0.055307042
"ngc6400","nan",265.0401039,-36.93197193,0.430274264,-2.59821694,0.795912011,0.249999244,0.125,8.620136055,0.224123537,12.11442193,0.278631704,0.929372018,0.055762321,2.261626807,0.135697608,3.814951349,0.142897613,22.92062241,4.429186686,6.329203126,2.058040762,14.71856955,0.98123797,626.0,125.0,0.35,5.714456322,0.043572383
"ngc6405","nan",265.0825964,-32.24475158,-1.381425309,-5.875471446,2.183254183,0.249999244,0.125,7.729974286,0.200979331,8.789123633,0.202149844,0.276311397,0.016578684,0.672403784,0.040344227,3.21760802,0.164505295,6.45773437,0.464112141,2.35569772,2.329365553,12.24581117,0.816387411,1025.0,205.0,0.41,13.9186263,0.050013442
"ngc6425","nan",266.7375214,-31.49500463,3.799283682,-1.687416502,0.984779547,-1.499969466,0.125,8.149999999,0.2119,10.77,0.24771,0.834047668,0.05004286,2.029655,0.1217793,3.064936059,0.071063528,12.10278337,0.871425637,3.142994004,3.099840377,10.30134335,0.686756223,500.0,100.0,0.32,10.51150697,0.07455555
"ngc6444","nan",267.3816493,-34.82319593,-0.985318501,-0.932705575,0.522335374,0.499999815,0.125,8.710117365,0.226463051,12.41278992,0.285494168,0.554792041,0.033287522,1.350086432,0.081005186,5.942644024,0.049549793,15.79825235,0.164843086,4.321825452,4.580871157,13.72657943,0.914266518,1091.0,218.0,0.58,11.07168035,0.084808086
"ngc6475","nan",268.4691023,-34.84122039,3.069838528,-5.40341147,3.579055527,0.0,0.125,7.829946696,0.203578614,7.818748274,0.17983121,0.271438413,0.016286305,0.660545379,0.039632723,2.758726546,0.035533401,"nan","nan",3.538252927,3.450155575,12.90865112,0.859196506,1247.0,249.0,0.14,30.02986291,0.091162896
"ngc6494","nan",269.2297794,-18.98811627,0.311372483,-1.836523288,1.366263495,0.249999244,0.125,8.559906625,0.222557572,10.4709842,0.240832637,0.580096521,0.034805791,1.411664884,0.084699893,3.817402642,0.021427922,23.03385833,0.478928269,4.415650531,4.108299269,17.34809909,1.156539939,2760.0,552.0,0.62,24.22977916,0.077258888
"ngc6530","nan",271.0980944,-24.35055791,1.408596516,-2.004922461,0.77489379,0.0,0.125,6.820201459,0.177325238,11.14919454,0.256431474,0.681064453,0.040863867,1.657370347,0.099442221,3.302652535,0.041924658,9.683895174,0.258489726,2.989421196,3.063518416,15.07127936,1.004751957,1620.0,324.0,0.62,10.20071806,0.049548725
"ngc6568","nan",273.1900486,-21.62194446,0.577946532,-1.408511481,0.931098554,0.249999244,0.125,8.840106094,0.229842758,10.8177444,0.248808121,0.372334656,0.022340079,0.906076385,0.054364583,3.030614647,0.164504014,7.045047242,0.577583301,2.541319351,2.49400912,11.3845996,0.754808844,666.0,133.0,0.51,5.948402096,0.044958484
"ngc663","nan",26.52947786,61.19237794,-1.15376564,-0.357107804,0.344295246,0.499999815,0.125,7.539999999,0.19604,12.44,0.28612,0.8,0.048,1.9468,0.116808,7.73129462,0.170908214,20.18048415,0.799948314,10.11327435,14.05973959,19.16002067,1.276714445,6178.0,1235.0,0.37,80.47382795,0.296764661
"ngc6633","nan",276.8212,6.619037824,1.215973733,-1.823552225,2.536440783,0.249999244,0.125,8.620136055,0.224123537,8.486193376,0.195182448,0.281226726,0.016873603,0.684365237,0.041061914,6.390767103,0.701959491,6.651781203,0.355423018,3.345214796,3.503041312,10.43467832,0.692449301,653.0,130.0,0.45,18.24999548,0.092348842
"ngc6694","nan",281.3292524,-9.389747068,0.1654854,-1.389481413,0.518043186,0.249999244,0.125,8.0,0.208,11.64,0.26772,0.654679,0.03928074,1.593161347,0.095589681,4.512649796,0.257141405,7.738481948,0.429047497,2.670633307,2.947534863,15.39329708,1.026219805,1570.0,314.0,0.41,6.420725957,0.040613969
"ngc6709","nan",282.8455068,10.3341517,1.439459795,-3.533561514,0.925564205,0.249999244,0.125,8.439332694,0.21942265,11.08690905,0.254998908,0.444075793,0.026644547,1.080658441,0.064839506,4.518179816,0.045937292,9.682952739,0.133661054,3.403270285,3.137356246,11.39259051,0.759506034,765.0,153.0,0.65,10.46153695,0.064714011
"ngc6793","nan",290.8177306,22.15180706,3.796299341,3.547557176,1.674947022,0.499999815,0.125,8.4,0.2184,8.93,0.20539,0.252023834,0.01512143,0.6133,0.036798,2.880277675,0.096997673,8.39537964,0.589829607,2.744997417,2.765058512,9.590564383,0.634296586,504.0,100.0,0.22,10.90772066,0.065958541
"ngc6811","nan",294.3350587,46.37417669,-3.366881882,-8.820765666,0.881302983,0.499999815,0.125,8.760422483,0.227770985,10.95394374,0.251940706,0.173434876,0.010406092,0.42205377,0.025323226,4.139239302,0.130175733,12.90507744,1.06540393,4.79323416,3.774307732,12.98791661,0.863131837,898.0,179.0,0.4,18.92958262,0.097290038
"ngc6819","nan",295.3248884,40.19213219,-2.892862004,-3.86955649,0.375666662,0.249999244,0.125,9.579783597,0.249074374,11.57253599,0.266168328,0.08988688,0.005393213,0.218739723,0.013124383,3.871819488,0.092802379,8.085180418,0.253327962,3.346702734,4.141313662,26.08040145,1.73829451,8717.0,1743.0,0.58,12.35162101,0.042084696
"ngc6830","nan",297.7150545,23.08744269,-3.197822882,-5.77656099,0.429934294,0.499999815,0.125,7.849999997,0.2041,11.98,0.27554,0.680768441,0.040846106,1.65665,0.099399,6.680493268,0.070241321,15.36410945,0.243259964,5.547850281,6.008707204,16.41661348,1.092845504,2058.0,411.0,0.31,17.72444052,0.106238971
"ngc6939","nan",307.9242402,60.6510872,-1.81918185,-5.454114087,0.524562196,0.249999244,0.125,9.250420002,0.24051092,11.75505884,0.270366353,0.457415161,0.02744491,1.113119793,0.066787188,3.606665413,0.086375968,13.07685383,0.870519347,4.507846809,5.222030995,18.4390201,1.227985515,3101.0,620.0,0.59,22.30566312,0.093496697
"ngc6940","nan",308.6341824,28.2797051,-1.938720372,-9.429642656,0.961125798,0.499999815,0.125,8.959994838,0.232959866,9.95434552,0.228949947,0.124621679,0.007477301,0.303266856,0.018196011,4.344229741,0.029981613,21.57334765,0.410443135,4.550426004,3.912048489,14.9656334,0.995596222,1356.0,271.0,0.32,18.91761817,0.088617972
"ngc6991","nan",313.5815678,47.34471981,5.564423797,8.397277495,1.771353308,0.0,0.125,9.320146286,0.242323803,8.469161636,0.194790718,0.094517962,0.005671078,0.230009461,0.013800568,5.193699638,0.234214748,12.0493825,0.943812577,4.40068633,4.33836288,10.92543657,0.728362438,795.0,159.0,0.63,15.53270109,0.100572511
"ngc7039","nan",317.7453547,45.61190821,-0.224594754,-2.588343592,1.320149221,0.0,0.125,6.749999981,0.175499999,9.52,0.21896,0.419149373,0.025148962,1.02,0.0612,3.958863447,0.121147048,9.779174516,0.498011417,4.023349167,4.939253334,11.02999133,0.735332756,815.0,163.0,0.7,20.42178989,0.124749387
"ngc7058","nan",320.5508028,50.84117896,7.464960843,2.767636328,2.741669102,0.499999815,0.125,7.759667845,0.201751364,7.814442495,0.179732177,0.013643709,0.000818623,0.033201967,0.001992118,3.830397767,0.120642322,6.577692877,0.229818547,2.104206274,2.38714406,6.544319162,0.428722257,173.0,34.0,0.37,11.47826412,0.08133636
"ngc7082","nan",322.159764,47.09871903,-0.279984242,-1.175268649,0.73789424,0.499999815,0.125,8.0,0.208,10.72,0.24656,0.224679,0.01348074,0.546756346,0.032805381,5.17153517,0.085293054,19.49076554,0.634338447,4.416467201,5.502239325,11.59548677,0.771391193,942.0,188.0,0.49,30.67729003,0.15321123
"ngc7086","nan",322.6217249,51.5928567,-1.65165711,-1.671418991,0.598803658,0.499999815,0.125,8.209999998,0.21346,11.39,0.26197,0.753359359,0.045201562,1.8333,0.109998,3.570479151,0.100999267,10.52495503,0.629676991,3.420384142,4.110378809,15.41379823,1.025746645,2234.0,446.0,0.44,14.88028147,0.067932507
"ngc7142","nan",326.2799293,65.78064947,-2.679387502,-1.353277619,0.409332551,0.499999815,0.125,9.390935107,0.244164313,12.35797356,0.284233392,0.468600074,0.028116005,1.140338281,0.068420297,5.960631459,0.199307317,10.34979391,0.343494671,3.505959038,6.302332605,18.24276852,1.215267385,2659.0,531.0,0.31,12.53610221,0.097206861
"ngc7160","nan",328.4423053,62.45058837,-3.492693759,-1.444717709,1.103129128,-0.249999398,0.125,6.829999952,0.177579999,9.92,0.22816,0.52599137,0.031559482,1.28,0.0768,2.837565147,0.058504009,24.84667269,4.759591577,4.291063595,5.541516717,10.23713311,0.681480678,686.0,137.0,0.63,19.68333081,0.145118468
"ngc7209","nan",331.228665,46.48972187,2.304251825,0.277655233,0.820541409,0.499999815,0.125,8.740362689,0.22724943,10.60604688,0.243939078,0.15530058,0.009318035,0.377923962,0.022675438,5.923830469,0.239568203,33.74926799,4.357793998,6.270005447,7.36918486,12.71281146,0.846188184,1222.0,244.0,0.4,39.18654065,0.205222147
"ngc752","nan",29.25021108,37.81101507,9.709795156,-11.84070894,2.272127302,0.249999244,0.125,9.390935107,0.244164313,7.681651822,0.176677992,0.102998913,0.006179935,0.250647855,0.015038871,"nan","nan",6.037404178,0.138555992,3.244617428,3.733713959,8.853359629,0.588929624,456.0,91.0,0.34,12.97805618,0.097391142
"ngc7654","nan",351.1838621,61.58818657,-1.893254844,-1.19859356,0.610272956,-0.249999398,0.125,7.800029359,0.202800763,12.67884083,0.291613339,1.034522506,0.06207135,2.517510518,0.151050631,3.471721137,0.049734707,11.02628411,0.370041756,2.981712807,4.412713247,15.45989687,1.030254179,2541.0,508.0,0.27,17.67261936,0.074604369
"ngc957","nan",38.34244811,57.54835727,-0.296420957,-1.097833388,0.412506654,0.499999815,0.125,7.219999998,0.18772,12.38,0.28474,0.834,0.05004,2.029539,0.12177234,7.987221384,0.200269641,"nan","nan",13.96848821,20.54794679,18.66878253,1.24415869,5832.0,1166.0,0.19,140.6927873,0.531435499
"oc0081","nan",291.9229594,20.68235994,1.661484231,-6.856054115,2.005549557,0.249999244,0.125,7.120573931,0.185134922,9.761160718,0.224506697,0.983869721,0.059032183,2.394246965,0.143654818,2.587295758,0.108753804,7.538334535,0.500699441,1.869470339,1.975315853,6.598422493,0.437244864,156.0,31.0,0.52,4.931831514,0.053751498
"oc0236","nan",19.89054899,58.28957128,-1.580582111,-0.747973661,0.313342274,0.499999815,0.125,8.342422681,0.21690299,13.12,0.30176,0.7,0.042,1.70345,0.102207,7.806885815,0.182287105,17.18634437,0.565192487,8.195598298,11.84242173,16.99035251,1.13215487,4232.0,846.0,0.43,46.66200599,0.230450675
"oc0287","nan",79.41357159,38.03167683,1.062677786,-3.488451667,0.630527155,0.249999244,0.125,8.42975228,0.219173559,11.97285908,0.275375759,0.422118348,0.025327101,1.027225001,0.0616335,21.10754483,1.280303007,42.27022267,2.277818827,13.69984379,17.30374304,11.16423284,0.742500189,1253.0,250.0,0.44,120.245589,0.684608094
"ocsn38,oc038","nan",333.1352335,73.35340023,5.365634505,1.656576613,2.927024296,0.249999244,0.125,6.880241776,0.178886286,8.410544357,0.19344252,0.456108772,0.027366526,1.109940697,0.066596442,5.182977241,0.181602124,11.7747124,0.425893789,3.162449088,8.242790205,5.461964951,0.35352524,71.0,14.0,0.21,47.05070587,0.648487519
"oc0407","nan",107.4113486,-25.18720998,-4.92234801,3.635082868,1.620864846,0.0,0.125,7.189999995,0.18694,9.27,0.21321,0.193137456,0.011588247,0.47,0.0282,4.374603597,0.165964545,"nan","nan",4.710589522,4.492107632,7.135581748,0.47570545,202.0,40.0,0.44,20.13946585,0.18134889
"oc0451","nan",124.6585604,-39.26573866,-5.302758076,5.426679264,1.623024875,-0.249999398,0.125,7.330413773,0.190590758,9.095521966,0.209197005,0.274651342,0.01647908,0.668364041,0.040101842,4.912737575,0.428671824,17.51719711,2.748404362,3.920078302,3.47785639,7.045230823,0.467556797,108.0,21.0,0.44,13.21402702,0.161423609
"oc0469","nan",129.3712797,-40.18115102,-5.627295747,3.810729345,1.07542695,-0.499996571,0.125,7.309630167,0.190050384,9.567644806,0.220055831,0.533686712,0.032021203,1.298726614,0.077923597,"nan","nan",13.81998245,28.51317218,6.797722433,7.985954665,13.54808061,0.903205374,1657.0,331.0,0.69,42.18633853,0.203355514
"oc0470","nan",117.9130652,-46.32862653,-4.727385171,9.015247254,2.541828161,0.499999815,0.125,6.759667845,0.175751364,6.825782188,0.15699299,0.664024704,0.039841482,1.615904118,0.096954247,3.809923905,0.1427002,55.29586335,19.12236872,4.605855945,5.97122392,8.463679476,0.559767161,378.0,75.0,0.53,48.38397775,0.259406331
"oc0618","nan",220.8532618,-57.60129927,-3.440398296,-2.289911438,0.464125602,0.0,0.125,8.980003372,0.233480088,12.46247998,0.28663704,0.79366345,0.047619807,1.931380005,0.1158828,4.327828024,0.122016642,13.74186617,0.903807536,5.384652894,8.018318088,17.79223227,1.184706984,2333.0,466.0,0.61,27.15918148,0.158734582
"ocsn46","nan",43.09084974,68.82925952,1.476158183,-7.930996255,2.278654103,0.499999815,0.125,7.530199698,0.195785192,9.734719466,0.223898548,0.613062418,0.036783745,1.491887395,0.089513244,6.723777598,0.623758901,8.303101804,0.501500096,3.54797678,8.625712432,6.920870957,0.455041974,218.0,43.0,0.43,57.35051348,0.465708604
"ocsn90","nan",207.7276607,-63.48576931,-8.391563886,-5.441540594,2.233874698,0.249999244,0.125,7.519827994,0.195515528,9.358076287,0.215235755,0.322447692,0.019346862,0.78467646,0.047080588,"nan","nan",8.14195897,0.481408552,4.45099858,6.328684578,6.852695934,0.454390232,186.0,37.0,0.29,33.19803083,0.302875583
"phoc31","nan",168.7598352,-59.41816406,-6.85496619,2.372470453,0.940500348,-0.249999398,0.125,8.820201459,0.229325238,10.25466295,0.235857248,0.196131687,0.011767901,0.47728646,0.028637188,4.821895144,0.159282381,8.345324541,0.271772549,2.506816162,3.443658625,6.221957823,0.414797188,135.0,27.0,0.22,9.135806288,0.122008489
"pozzo1","nan",122.3668359,-47.36385944,-6.479739373,9.724006255,2.916412663,0.499999815,0.125,6.820201459,0.177325238,6.954488204,0.159953229,0.475614114,0.028536847,1.157406946,0.069444417,3.268401679,0.241367233,11.03180947,2.376827286,4.651980098,5.247115316,9.748621,0.649908067,575.0,115.0,0.49,46.96836594,0.201454331
"roslund5","nan",302.6671217,33.71111933,2.048098096,-1.214936707,1.852065917,-0.249999398,0.125,7.69019608,0.199945098,9.049381082,0.208135765,0.288503749,0.017310225,0.702073873,0.042124432,3.827032855,0.065614157,15.79590228,0.602075292,3.597093693,3.387104345,7.786065473,0.511629153,279.0,55.0,0.19,17.008959,0.112826281
"roslund6","nan",307.5969658,40.31526922,6.038947661,2.192938416,2.850676218,0.249999244,0.125,7.810232518,0.203066045,8.028108767,0.184646502,0.087992285,0.005279537,0.214129226,0.012847754,"nan","nan",7.638081318,1.11979604,4.168016482,5.360783891,7.123369972,0.466217517,219.0,43.0,0.2,33.93794414,0.242055117
"ruprecht111","nan",219.0074201,-59.97526535,-7.278946113,-6.062121164,0.676185701,-0.749997542,0.125,9.350248018,0.243106448,11.57322357,0.266184142,0.768458348,0.046107501,1.87004339,0.112202603,4.162531113,0.11765838,9.63349974,0.411770698,4.105746314,4.743617925,12.27926696,0.818617798,1352.0,270.0,0.58,19.20379023,0.092753975
"ruprecht121","nan",250.4444381,-46.15688933,-1.114913096,-2.579418755,0.488186285,-0.499996571,0.125,8.279999998,0.21528,10.98,0.25254,0.814978426,0.048898706,1.98325,0.118995,3.691082987,0.050892864,12.47577246,0.296220011,3.133000819,3.749053789,18.00257347,1.198700766,2448.0,489.0,0.47,8.867448815,0.049858433
"ruprecht128","nan",266.068684,-34.88039405,1.895065388,-1.277672529,0.515899774,-0.749997542,0.125,9.178976947,0.238653401,12.35058423,0.284063437,1.233473357,0.074008401,3.001657413,0.180099445,4.129448454,0.519118998,7.673949333,1.052074887,2.119813426,2.798627272,14.14588091,0.939886116,1189.0,237.0,0.69,3.95295755,0.035576004
"ruprecht145","nan",282.9238573,-18.02196769,8.328786659,-4.002768717,1.6509591,0.249999244,0.125,8.949877704,0.23269682,9.268903848,0.213184789,0.280987989,0.016859279,0.683784272,0.041027056,5.483450545,0.677281709,16.30742813,4.963004012,5.266208799,4.222322788,11.12122056,0.737455213,703.0,140.0,0.44,18.65428424,0.109750144
"ruprecht171","nan",278.0094362,-16.06398729,7.710257192,1.081563564,0.635893659,0.499999815,0.125,9.670245853,0.251426392,10.64973426,0.244943888,0.171102123,0.010266127,0.416377017,0.024982621,3.363395265,0.185387077,8.696577074,0.845734744,2.889987537,3.269105217,15.47358645,1.029728141,2978.0,595.0,0.49,12.80390465,0.042580219
"ruprecht27","nan",114.4340959,-26.50760513,-1.214018274,0.472935562,0.502302128,-0.249999398,0.125,8.889861721,0.231136405,11.77220218,0.27076065,0.486911057,0.029214663,1.184898057,0.071093883,4.861884867,0.144966197,14.50414692,0.92866328,5.342794424,5.126026827,11.2507579,0.750050527,928.0,185.0,0.47,14.78742628,0.112325235
"ruprecht84","nan",147.3064468,-65.25378482,-6.936386291,4.004713691,0.52466351,0.499999815,0.125,8.760422483,0.227770985,11.92045948,0.274170568,0.254687426,0.015281246,0.619781851,0.037186911,5.664912803,0.343365968,40.32114032,11.08977402,6.445637338,5.164408236,11.65964359,0.774543347,480.0,96.0,0.32,23.19556613,0.178808073
"ruprecht91","nan",161.9660237,-57.49589223,-11.23817691,2.459660791,0.951076508,0.249999244,0.125,8.279999998,0.21528,10.18,0.23414,0.126153688,0.007569221,0.306995,0.0184197,4.06333317,0.085588411,17.75968449,0.95173307,4.005916273,4.681303062,10.70443748,0.710561991,698.0,139.0,0.35,19.2162658,0.121232793
"ruprecht98","nan",179.7225063,-64.58144495,-4.118860531,-8.603784058,2.103423321,0.0,0.125,8.5,0.221,8.42,0.19366,0.334679,0.02008074,0.814441347,0.048866481,4.658440052,0.228745224,21.25022412,4.53405495,4.663323012,5.863943025,7.023926009,0.46134161,203.0,40.0,0.44,22.27713856,0.237143017
"stephenson1","nan",283.5565452,36.80107551,1.124047568,-2.969676796,2.785758287,0.499999815,0.125,7.620136055,0.198123537,7.715847853,0.177464501,0.019767864,0.001186072,0.048105097,0.002886306,2.963882955,0.076124548,12.87876001,1.334747638,4.211845757,4.212223791,8.394201277,0.554857497,353.0,70.0,0.42,30.5175452,0.160644821
"stock1","nan",294.1558833,25.20839086,6.04955946,0.227939752,2.462009,0.0,0.125,8.169999998,0.21242,8.07,0.18561,0.259837682,0.015590261,0.632315,0.0379389,4.008248127,0.97906255,19.23296599,20.91886036,2.936877761,2.677774102,7.225893418,0.477386352,222.0,44.0,0.44,6.88785487,0.071430695
"stock2","nan",33.89200738,59.54231062,15.81096493,-13.72929164,2.661707354,0.249999244,0.125,8.389999999,0.21814,8.1,0.1863,0.413663448,0.024819807,1.00665,0.060399,4.416554633,0.140679818,14.74400842,1.348223072,4.822337429,6.076281453,13.2609151,0.886969102,1520.0,305.0,0.59,56.54456055,0.185081283
"teutschj04509p5209","nan",72.62126592,52.42127034,9.163145095,-17.07445561,3.332504369,0.249999244,0.125,8.459392488,0.219944205,8.501740006,0.19554002,0.580964706,0.034857882,1.413777611,0.084826657,4.259585372,0.402172081,"nan","nan",5.551736918,5.575039152,5.650035834,0.367092724,118.0,23.0,0.31,27.9512155,0.287843042
"theia2478","nan",197.9534727,-64.21260599,-5.580996808,-1.484875524,0.484180177,0.499999815,0.125,8.760422483,0.227770985,12.00649896,0.276149476,0.517197959,0.031031878,1.258601233,0.075516074,15.21752185,1.072330507,"nan","nan",11.957767,10.65406248,23.99344942,1.59906861,641.0,128.0,0.62,56.61487572,0.628365485
"theia470","nan",301.9258366,35.60938973,1.085660466,-1.710129263,1.50532393,0.0,0.125,7.829946696,0.203578614,9.380809945,0.215758629,0.254528936,0.015271736,0.619396167,0.03716377,12.44537364,1.989378368,57.6263046,42.1722753,8.075594303,8.595369432,7.960520696,0.52890847,296.0,59.0,0.32,61.32809789,0.434661507
"theia754","nan",75.9570961,23.67579319,-1.002978263,-2.40484576,1.386826771,0.249999244,0.125,7.820201459,0.203325238,10.60413046,0.243895001,0.589849643,0.035390978,1.435399107,0.086123946,4.620398886,0.319117187,14.96444701,1.761677351,3.935552196,3.858980082,10.50251529,0.700167686,840.0,168.0,0.33,16.14870651,0.0897077
"trapezium","nan",83.82288258,-5.418447672,1.156269956,0.246288064,2.563702966,0.499999815,0.125,7.120573931,0.185134922,8.447802048,0.194299447,0.39107212,0.023464327,0.951674004,0.05710044,2.515875813,0.186435682,"nan","nan",4.156495174,3.957988237,15.75020766,1.050013844,2585.0,517.0,0.47,48.74027051,0.10136454
"trumpler10","nan",131.791368,-42.3819447,-12.35279524,6.573825468,2.299762355,0.249999244,0.125,7.699837726,0.200195781,7.972318017,0.183363314,0.006525902,0.000391554,0.015880782,0.000952847,4.977570598,0.216069136,89.74255488,73.3373835,5.770568339,6.056231882,10.52509521,0.701673014,725.0,145.0,0.53,58.96284384,0.233848471
"trumpler18","nan",167.8582341,-60.64366241,-7.158532699,0.620691351,0.656592404,-0.249999398,0.125,7.540329475,0.196048566,11.64151084,0.267754749,0.547821047,0.032869263,1.333122519,0.079987351,5.397294722,0.123365052,10.36858683,0.273814971,3.87731306,5.296260893,9.360982836,0.618379276,439.0,87.0,0.34,20.01293678,0.160245973
"trumpler19","nan",168.6385179,-57.5609757,-1.668015828,-1.218934527,0.391349303,0.0,0.125,9.58,0.24908,11.79,0.27117,0.291760838,0.01750565,0.71,0.0426,3.554787479,0.055466025,"nan","nan",3.90239119,5.902449128,22.39724886,1.492045727,5409.0,1081.0,0.64,9.094869967,0.060301587
"trumpler2","nan",39.28121199,55.88555378,1.52440947,-5.406154661,1.454292001,0.0,0.125,7.829946696,0.203578614,10.16601617,0.233818372,0.558822504,0.03352935,1.359894563,0.081593674,4.327242304,0.126930479,16.77437527,1.720956349,4.670301946,5.361801624,10.17770739,0.677579234,726.0,145.0,0.35,25.35882447,0.151236841
"trumpler21","nan",203.0482508,-62.78470472,-4.707241716,-2.259267646,0.737815756,0.0,0.125,7.640481437,0.198652517,11.18054962,0.257152641,0.411732745,0.024703965,1.001951636,0.060117098,3.372734052,0.065911574,7.758648207,0.227403242,3.020403127,4.692625937,11.159092,0.743939467,597.0,119.0,0.31,17.56231181,0.127710346
"trumpler3","nan",48.08073083,63.20375919,-3.412810019,-0.157758908,1.489270105,0.0,0.125,7.479999997,0.19448,9.28,0.21344,0.443805219,0.026628313,1.08,0.0648,3.823089129,0.110656318,12.23382989,0.835262519,3.991867918,5.821915903,10.0065743,0.663232065,689.0,137.0,0.54,35.26575723,0.186922781
"trumpler30","nan",269.1688243,-35.30326263,1.173404777,-2.212269892,0.708089402,0.249999244,0.125,8.450249108,0.219706477,11.48365842,0.264124144,0.502997975,0.030179878,1.224045572,0.073442734,5.274810847,0.301687006,7.460629686,0.305894863,2.896161297,3.405677793,12.27222839,0.818148559,989.0,197.0,0.63,9.796236264,0.061082694
"ubc159","nan",339.0838092,39.66725509,-1.874194555,-4.992493422,2.003714842,0.0,0.125,6.64999991,0.172899998,8.62,0.19826,0.402712143,0.024162729,0.98,0.0588,5.488817143,0.314938729,"nan","nan",7.380231764,7.968222442,11.31153759,0.750747211,747.0,149.0,0.52,83.23394323,0.352279073
"ubc175","nan",344.3538016,54.38319572,1.474734809,-0.7444047,0.743163144,0.249999244,0.125,8.760422483,0.227770985,11.13423111,0.256087316,0.372276946,0.022336617,0.905935949,0.054356157,7.790392118,0.375137556,25.37071482,3.469466081,5.882689299,6.947509586,10.16106258,0.674450375,688.0,137.0,0.8,32.45896542,0.214842056
"ubc17a","nan",83.54999498,-1.437651969,-0.30121296,-0.027586577,2.397494578,0.499999815,0.125,6.820201459,0.177325238,6.911214359,0.15895793,0.585808839,0.035148531,1.425565809,0.085533949,4.670214869,0.167003599,"nan","nan",5.796992175,6.469776244,11.31545465,0.752803429,798.0,159.0,0.38,58.57886619,0.24885276
