"ID","Flag","RAICRS","DEICRS","pmRA","pmDE","plx","[Fe/H]","e_[Fe/H]","logAge","e_logAge","m-M","e_m-M","E(BP-RP)","e_E(BP-RP)","AVmag","e_AVmag","Rc","e_Rc","Rt","e_Rt","R50Mem","R50Mass","RJ","e_RJ","Mass","e_Mass","fbin","Trlx","e_Trlx"
"l1641s","nan",85.65963734,-8.11750675,0.17560155,-0.278384974,2.369405969,0.499999815,0.125,7.290034611,0.1895409,7.732534719,0.177848299,0.307347976,0.018440879,0.747931299,0.044875878,2.294662047,0.183388834,7.393172286,1.616806932,3.276723565,3.244561811,8.488688612,0.564518701,318.0,63.0,0.45,17.40435282,0.110115922
"ls98","nan",205.7283121,-62.26842824,-10.10198147,-6.307993293,1.366186628,0.249999244,0.125,7.820201459,0.203325238,9.979570578,0.229530123,0.318801219,0.019128073,0.775802767,0.046548166,"nan","nan",30.68651182,18.52148481,13.58334879,23.43922057,10.8151539,0.717933402,703.0,140.0,0.31,334.8163301,1.59767953
"lynga2","nan",216.0960408,-61.33652609,-6.678098521,-4.647660043,1.054583307,0.499999815,0.125,7.980003372,0.207480088,10.65873175,0.24515083,0.357439335,0.02144636,0.869828622,0.052189717,4.47776448,0.067185449,13.24744477,0.424859767,4.307157533,5.877863196,11.8747891,0.789877601,632.0,126.0,0.29,30.07693089,0.195274131
"melotte101","nan",160.5437513,-65.10610926,-6.325984389,3.497731339,0.458942672,-0.249999398,0.125,8.599883072,0.22359696,12.08860455,0.278037905,0.525214318,0.031512859,1.278109043,0.076686543,6.624818235,0.213311466,10.91443322,0.321101482,3.949311304,6.928404057,15.52809974,1.033557356,1720.0,344.0,0.6,26.31055562,0.15159867
"melotte104","nan",169.3729904,-62.71531754,-7.589140554,2.682023385,0.744536401,0.249999244,0.125,8.550228353,0.222305937,11.80415275,0.271495513,0.558905755,0.033534345,1.360097154,0.081605829,4.419025051,0.10189027,9.193109463,0.274969685,3.679911249,5.6041819,15.46714631,1.031143088,1857.0,371.0,0.42,39.53735429,0.141984615
"melotte169","nan",261.1854874,-49.91936196,-2.429708945,-5.047797759,1.065047047,-2.0,0.125,8.469822016,0.220215372,12.24695722,0.281680016,0.993835384,0.059630123,2.418498406,0.145109904,2.22291869,0.033529096,23.64408044,2.482690559,3.042435384,3.547474263,14.86947051,0.989531014,1736.0,347.0,0.41,19.16483987,0.070405218
"melotte179","nan",266.5182072,5.621576265,-0.863894267,-8.532005809,2.903583805,0.0,0.125,7.609594409,0.197849455,8.161013921,0.18770332,0.359382529,0.021562952,0.874557385,0.052473443,2.975397678,0.081595289,"nan","nan",3.099351044,2.837559221,7.89682763,0.526455175,285.0,57.0,0.21,14.40423785,0.090428187
"melotte20","nan",51.64803319,48.91536247,22.99956899,-25.46194586,5.74676719,0.0,0.125,7.609594409,0.197849455,6.675794914,0.153543283,0.268711416,0.016122685,0.65390923,0.039234554,4.386588903,0.403880447,43.68527403,42.50792383,4.01038652,5.101959416,8.837483423,0.577086996,439.0,86.0,0.12,48.65695881,0.211542092
"melotte204","nan",277.9554778,-19.12195829,-1.686070851,-6.16342042,1.512639953,0.0,0.125,7.820201459,0.203325238,10.21089479,0.23485058,0.672166314,0.040329979,1.635716725,0.098143003,3.06852219,0.037571276,18.18876502,0.760010076,3.619763009,3.218458096,14.66389274,0.975284484,1694.0,338.0,0.46,14.52084712,0.058460824
"melotte210","nan",279.6982267,5.460165413,1.267289495,-4.941333099,2.113021632,0.499999815,0.125,8.949877704,0.23269682,8.499407792,0.195486379,0.116462188,0.006987731,0.283410734,0.017004644,4.479617501,0.132069629,12.02677822,0.472510811,3.360869343,3.301054758,11.41022321,0.758874703,842.0,168.0,0.42,16.24263451,0.076893108
"melotte22","nan",56.64619061,24.17001951,19.93049958,-45.44885513,7.362415981,0.0,0.125,7.99,0.20774,5.72,0.13156,0.149432916,0.008965975,0.363645,0.0218187,2.701326144,0.162625138,7.492998793,0.993665388,2.357642052,2.462210728,9.270590688,0.613134305,504.0,100.0,0.1,20.00711926,0.074615378
"melotte71","nan",114.3813816,-12.06897854,-2.369304384,4.199588902,0.440399482,0.0,0.125,8.989894564,0.233737259,12.12535659,0.278883202,0.271891008,0.01631346,0.661646769,0.039698806,4.490629495,0.091653593,8.552678185,0.198792285,3.346277582,3.259611128,13.64385115,0.909161227,1866.0,373.0,0.72,7.871020094,0.046658455
"melotte97","nan",141.8427745,-56.99767639,-7.718298136,5.731559134,0.727811623,-0.249999398,0.125,8.309630167,0.216050384,11.13007837,0.255991803,0.460634997,0.0276381,1.120955266,0.067257316,4.477232493,0.237973714,14.48627831,2.124785055,4.314662346,5.437242073,12.17479756,0.810095295,981.0,196.0,0.53,28.26799495,0.146900264
"monob1d","nan",100.2259228,9.723823041,-1.861844848,-3.670891429,1.395898341,0.249999244,0.125,7.120573931,0.185134922,8.933034006,0.205459782,0.155596572,0.009335794,0.378644257,0.022718655,"nan","nan",5.812644481,1.025582343,3.885670514,4.007449081,11.62692178,0.775128119,1408.0,281.0,0.58,28.48244575,0.094152667
"ngc1027","nan",40.62407179,61.61238308,-1.756223671,1.973409047,0.880940342,-0.249999398,0.125,8.309630167,0.216050384,11.42469099,0.262767893,0.733893979,0.044033639,1.785930998,0.10715586,7.157550998,1.028577678,15.93565842,3.752922733,7.162497092,10.92575116,12.4037235,0.8269149,1405.0,281.0,0.41,107.8997942,0.415102154
"ngc1039","nan",40.52609996,42.73057159,0.654458605,-5.792124814,2.004471925,0.499999815,0.125,7.800029359,0.202800763,8.793531245,0.202251219,0.094684699,0.005681082,0.230415216,0.013824913,3.611838068,0.035253768,7.960619548,0.125651456,2.940116237,3.200156847,10.85730739,0.720449966,859.0,171.0,0.35,19.80662953,0.080552231
"ngc129","nan",7.76223432,60.3546006,-2.497559677,-1.127530046,0.515180804,0.499999815,0.125,8.039999998,0.20904,11.48,0.26404,0.619675365,0.037180522,1.50798,0.0904788,8.902194742,0.542787098,43.41939606,12.34294209,14.75003239,21.87170786,21.10763271,1.407175514,5981.0,1196.0,0.68,225.4476906,0.694233203
"ngc1342","nan",52.90787027,37.38993123,0.405683644,-1.659142302,1.524913672,0.0,0.125,8.579783597,0.223074374,9.963564737,0.229161989,0.621608708,0.037296522,1.512684791,0.090761087,3.090411528,0.088227268,15.20767013,2.041081858,3.773373057,3.747092763,10.41521604,0.692594333,792.0,158.0,0.49,21.43624747,0.098673252
"ngc1647","nan",71.47828757,19.07968444,-1.078545476,-1.546601951,1.696718485,0.249999244,0.125,7.92992956,0.206178169,10.13340387,0.233068289,0.656933648,0.039416019,1.598648033,0.095918882,3.870620837,0.032929633,16.8869834,0.340893436,3.903118643,3.732425323,12.20082761,0.812109595,1272.0,254.0,0.46,20.34181486,0.08339648
"ngc1662","nan",72.17482371,10.88481278,-1.12421184,-1.965310185,2.437401396,0.249999244,0.125,8.439332694,0.21942265,8.979810422,0.20653564,0.507905544,0.030474332,1.235988141,0.074159288,3.496708893,0.093313795,10.83045032,0.752540115,3.606388846,2.951894172,8.642785378,0.572193643,433.0,86.0,0.44,12.10678214,0.07660776
"ngc1664","nan",72.75199254,43.67327235,1.596536422,-5.808275125,0.735701096,0.499999815,0.125,8.699837726,0.226195781,11.44933041,0.263334599,0.328827684,0.019729661,0.80020217,0.04801213,4.284541597,0.078430406,9.461101451,0.24590158,3.303595757,3.734452712,11.82583555,0.786110456,1133.0,226.0,0.33,12.25596578,0.073961395
"ngc1758","nan",76.17258063,23.8111423,3.101816924,-3.49570171,1.113576659,0.499999815,0.125,8.749736316,0.227493144,11.33518976,0.260709364,0.54288717,0.03257323,1.321115929,0.079266956,2.447542278,0.091786166,7.999860669,0.834231424,2.376176782,2.029114765,8.610435657,0.570463646,429.0,85.0,0.49,6.094589387,0.042668423
"ngc1817","nan",78.13663623,16.69955224,0.436310717,-0.951484945,0.571886061,0.249999244,0.125,9.071882007,0.235868932,11.47643933,0.263958105,0.270307256,0.016218435,0.657792708,0.039467562,8.387463095,0.347672598,22.50410717,1.984613434,8.889023222,6.474485154,13.55866695,0.90391113,2304.0,460.0,0.39,38.74961326,0.148335259
"ngc188","nan",11.7290836,85.23869418,-2.305300268,-0.96171114,0.521810956,0.249999244,0.125,9.550228353,0.248305937,11.50368219,0.26458469,0.129113989,0.00774684,0.314198893,0.018851934,5.930503008,0.227111736,14.52685766,0.913581777,6.504091985,29.00836331,16.9120001,1.126517361,1660.0,332.0,0.48,435.0270775,1.932975351
"ngc1912","nan",82.17043766,35.81864415,1.541232148,-4.423066805,0.882021148,0.249999244,0.125,8.469822016,0.220215372,11.19508314,0.257486912,0.430044224,0.025802653,1.04651262,0.062790757,3.71442005,0.045218636,28.72587899,1.717672902,4.677453138,5.264403445,13.20504799,0.879860932,1851.0,370.0,0.6,35.40444517,0.126680131
"ngc2099","nan",88.08095653,32.54421898,1.874542872,-5.624463274,0.669197278,0.249999244,0.125,8.760422483,0.227770985,11.2286013,0.25825783,0.316240452,0.018974427,0.76957114,0.046174268,3.957117678,0.061955554,9.794101619,0.255468027,3.687406121,3.861641473,16.24506861,1.082434121,3819.0,763.0,0.49,20.1382917,0.061427394
"ngc2112","nan",88.45346329,0.395799337,-2.71534851,4.288211732,0.909006369,-0.499996571,0.125,9.359835482,0.243355723,12.0100868,0.276231996,1.102752327,0.06616514,2.683547787,0.161012867,3.744040347,0.080576506,11.87242206,0.596366148,3.897600385,3.695838451,14.13528002,0.941484274,2172.0,434.0,0.39,15.39897734,0.063024066
"ngc2168","nan",92.26279638,24.34749096,2.260461685,-2.886393795,1.151865857,0.249999244,0.125,7.959994838,0.206959866,10.48648229,0.241189093,0.366580938,0.021994856,0.892074713,0.053524483,4.768590213,0.181466802,11.63819634,0.827196098,4.43529016,4.188439734,13.95505292,0.929882152,2046.0,409.0,0.47,29.15586019,0.092561318
"ngc2232","nan",96.9017146,-4.744565342,-4.703043225,-1.767004422,3.119880828,0.499999815,0.125,7.190331698,0.186948624,7.556603648,0.173801884,0.110573919,0.006634435,0.269081631,0.016144898,2.374334875,0.087154672,"nan","nan",2.841863166,2.815524307,6.786136265,0.443538318,204.0,40.0,0.28,15.02446757,0.09931713
"ngc2287","nan",101.5074992,-20.72239171,-4.373651776,-1.369670089,1.361133452,0.249999244,0.125,7.989894564,0.207737259,9.343291617,0.214895707,0.048838726,0.002930323,0.11884904,0.007130942,4.049903361,0.103742278,14.31914721,1.139462689,4.275152216,3.69584164,11.74587562,0.78234715,1101.0,220.0,0.35,22.16426018,0.089369849
"ngc2301","nan",102.9424341,0.474686696,-1.355908357,-2.189246481,1.153269384,0.249999244,0.125,7.989894564,0.207737259,9.673631437,0.222493523,0.068034504,0.00408207,0.165561966,0.009933718,2.787650673,0.063057864,11.50123606,0.984375411,3.323660812,3.377536252,11.57521887,0.770311815,1127.0,225.0,0.53,18.65188279,0.076329649
"ngc2323","nan",105.6909924,-8.348608231,-0.792164883,-0.620830614,1.003430727,0.249999244,0.125,8.519827994,0.221515528,10.75673176,0.24740483,0.341494639,0.020489678,0.831027204,0.049861632,3.89055959,0.093003528,13.39240184,0.833072966,5.288876983,5.896145759,15.69020367,1.045640801,411.0,82.0,0.44,44.06527678,0.352334263
"ngc2345","nan",107.0838462,-13.20953901,-1.324959321,1.331048816,0.358853227,0.499999815,0.125,8.299999999,0.2158,12.42,0.28566,0.639675365,0.038380522,1.55665,0.093399,7.066734215,0.291849791,40.45242306,8.163835494,11.92997921,12.19156546,18.44995821,1.229136926,4340.0,868.0,0.39,58.190806,0.269810515
"ngc2353","nan",108.6457144,-10.25524213,-1.099880631,0.787691375,0.845229229,0.249999244,0.125,8.279999998,0.21528,10.35,0.23805,0.142590918,0.008555455,0.346995,0.0208197,3.062305013,0.086582084,8.661662839,0.491989629,2.833811134,2.748225169,9.275601901,0.617327143,591.0,118.0,0.35,9.393583508,0.059425959
"ngc2354","nan",108.5110464,-25.71236037,-2.869690414,1.886349744,0.770794285,0.499999815,0.125,8.959994838,0.232959866,10.69088463,0.245890346,0.128169461,0.007690168,0.311900383,0.018714023,5.540889084,0.139471635,14.42034837,0.739921361,6.80626899,3.365496867,13.27837458,0.884153271,621.0,124.0,0.43,15.74332538,0.103379992
"ngc2358","nan",109.2926914,-17.18537143,-1.383715959,0.575718853,1.07393972,0.0,0.125,8.640481437,0.224652517,9.974696444,0.229418018,0.185540153,0.011132409,0.451511961,0.027090718,3.974870145,0.142536803,36.85947246,7.79313848,5.014128421,5.14306023,9.173354309,0.607018498,539.0,107.0,0.44,21.65935496,0.149998177
"ngc2360","nan",109.4397508,-15.63522332,0.381993713,5.630299696,0.917788447,-0.249999398,0.125,9.149219113,0.237879697,10.23090836,0.235310892,0.200446992,0.012026819,0.487787755,0.029267265,3.153080473,0.07005364,11.4878796,0.712866477,3.450839294,3.108863041,13.04202526,0.867279633,1589.0,317.0,0.3,15.47133225,0.059196017
"ngc2420","nan",114.602584,21.57557952,-1.223695277,-2.041728423,0.399405259,0.0,0.125,9.419955748,0.244918849,11.91067176,0.27394545,0.009197695,0.000551862,0.02238259,0.001342955,3.147757875,0.113527454,6.379259075,0.287205354,2.202843204,2.822174402,13.74468863,0.914986508,2764.0,552.0,0.59,3.971485988,0.02730135
"ngc2422","nan",114.1500553,-14.47963389,-7.046488106,1.018051855,2.10226614,-0.249999398,0.125,7.699837726,0.200195781,9.055356707,0.208273204,0.342051959,0.020523118,0.832383442,0.049943007,3.065510288,0.131710131,7.189098051,0.545511157,2.684133498,2.24352578,10.60939237,0.707292825,785.0,157.0,0.19,12.8390078,0.050768356
"ngc2423","nan",114.2926439,-13.86646506,-0.742055406,-3.581704091,1.059465915,0.499999815,0.125,8.969881644,0.233216923,9.742350905,0.224074071,0.02576354,0.001545812,0.062695573,0.003761734,3.870671986,0.129270442,14.57253041,1.638638785,4.286963323,3.964678351,11.62949191,0.773892384,1009.0,201.0,0.44,16.74787439,0.089175726
"ngc2437","nan",115.4495384,-14.83722641,-3.85988293,0.391924026,0.598734028,0.249999244,0.125,8.439332694,0.21942265,11.53735898,0.265359257,0.249191433,0.014951486,0.606407351,0.036384441,6.528151091,0.063292822,18.03777953,0.341143737,5.999556149,5.865808552,16.81512297,1.120698613,3621.0,724.0,0.8,44.49560714,0.125169244
"ngc2439","nan",115.1860634,-31.68985316,-2.236509565,3.187443753,0.256657399,-0.249999398,0.125,7.579999993,0.19708,12.72,0.29256,0.534209986,0.032052599,1.3,0.078,10.2191025,0.978141225,19.4682941,2.121664375,10.49822112,12.28012792,17.24410451,1.149606967,3665.0,733.0,0.53,51.15972579,0.258239311
"ngc2447","nan",116.1381036,-23.85391229,-3.565187081,5.082685358,0.993993328,0.0,0.125,8.880241776,0.230886286,9.694880887,0.22298226,0.01488431,0.000893059,0.036220968,0.002173258,2.951267961,0.093022126,10.92368428,0.985495188,3.511203123,3.190872204,12.23808126,0.815219908,1251.0,250.0,0.32,19.4796439,0.071488725
"ngc2477","nan",118.0447741,-38.53789643,-2.425821828,0.90494874,0.689754957,0.0,0.125,8.980003372,0.233480088,11.49962612,0.264491401,0.52077355,0.031246413,1.267302435,0.076038146,3.583487227,0.030987918,21.15141893,0.617336776,4.48007202,4.963648362,21.23280484,1.414844442,6283.0,1256.0,0.7,43.44301235,0.090864455
"ngc2489","nan",119.0780726,-30.0664114,-2.504083471,2.160028742,0.497409635,0.499999815,0.125,8.749736316,0.227493144,12.14586347,0.27935486,0.467187832,0.02803127,1.136901589,0.068214095,4.949221031,0.110425376,11.16515315,0.363104682,5.338809151,5.053755068,15.9902171,1.065642521,2697.0,539.0,0.63,17.47635521,0.083592792
"ngc2527","nan",121.2690578,-28.09814695,-5.538328099,7.315427923,1.56639436,0.0,0.125,8.45,0.2197,9.1,0.2093,0.242449147,0.014546949,0.59,0.0354,5.112560867,0.159835364,18.13524688,1.77318,5.64591173,6.774658145,11.31584915,0.753588254,216.0,43.0,0.45,48.12229179,0.45946158
"ngc2546","nan",123.1215201,-37.66983027,-3.73427767,3.970774621,1.07535056,0.249999244,0.125,7.989894564,0.207737259,10.43465254,0.239997008,0.276467628,0.016588058,0.672783973,0.040367038,7.148831231,0.166359014,25.00516425,1.03937316,5.872859975,6.558482051,12.44978281,0.82998552,1088.0,127.0,0.42,43.22371735,0.115931036
"ngc2547","nan",122.4922761,-49.17887719,-8.471913241,4.415386567,2.585438778,0.249999244,0.125,7.439332694,0.19342265,7.9104818,0.181941081,0.054802959,0.003288178,0.133363,0.00800178,2.164464961,0.039469893,8.252457033,0.514892037,2.355348496,2.341772903,8.955254461,0.597016964,445.0,89.0,0.33,13.8966029,0.064797036
"ngc2567","nan",124.6376248,-30.61840191,-2.958139778,2.622796667,0.569822605,0.249999244,0.125,8.760422483,0.227770985,11.47202127,0.263856489,0.136326685,0.008179601,0.331750989,0.019905059,3.330240044,0.06108652,23.58534039,1.910983726,3.761797606,3.959077713,10.74148179,0.715247301,768.0,153.0,0.49,15.58766123,0.09449298
"ngc2571","nan",124.7053081,-29.79038128,-4.927108351,4.29331891,0.750113312,-0.499996571,0.125,7.419955748,0.192918849,10.72540028,0.246684206,0.314324311,0.018859459,0.764908211,0.045894493,4.805296247,0.086600905,11.03023531,0.297983377,4.317262568,4.228298305,9.659841615,0.63972461,604.0,120.0,0.27,15.19757694,0.105581942
"ngc2627","nan",129.3081342,-29.95648269,-2.352062728,2.908449329,0.550737854,0.499999815,0.125,9.209515015,0.23944739,10.94980155,0.251845436,0.013877643,0.000832659,0.033771245,0.002026275,3.632185254,0.144959929,7.804073866,0.423901734,3.063566532,3.100318672,11.74754472,0.781728673,836.0,167.0,0.52,11.42752362,0.06742844
"ngc2632","nan",130.0150887,19.64467248,-35.94039886,-12.88434423,5.408392489,0.249999244,0.125,8.199999999,0.2132,6.5,0.1495,0.246558455,0.014793507,0.6,0.036,3.115301991,0.15620726,14.85545288,1.926923925,3.189784634,2.636182224,10.08724406,0.670420106,652.0,130.0,0.48,18.42422819,0.07145995
"ngc2669","nan",131.6130975,-52.93654437,-4.100400724,4.686186812,0.871742705,0.0,0.125,8.820201459,0.229325238,10.16582813,0.233814047,0.189874003,0.01139244,0.462058387,0.027723503,2.088821861,0.022145295,6.076014643,0.134818268,1.896838301,2.465512407,10.10485355,0.671490804,527.0,105.0,0.65,6.159020016,0.049083215
"ngc2670","nan",131.401404,-48.80258185,-5.370249382,3.722979231,0.657435368,0.249999244,0.125,8.609594409,0.223849455,11.93880627,0.274592544,0.600844791,0.036050687,1.462155799,0.087729348,4.476228418,0.264934957,30.80201781,10.99496126,6.690034941,4.873496466,12.60825912,0.837781084,1054.0,210.0,0.34,25.00550829,0.12541317
"ngc2671","nan",131.5674929,-41.8881112,-1.5308235,1.012034562,0.707633228,0.499999815,0.125,8.699837726,0.226195781,13.08050233,0.300851554,1.15845781,0.069507469,2.819107081,0.169146425,3.029735669,0.083014429,8.595653364,0.474121611,2.630094854,2.950065854,12.45665771,0.827696308,1209.0,241.0,0.63,7.216689969,0.045928637
"ngc2682","nan",132.8462329,11.82372703,-10.97615684,-2.918663247,1.152697651,0.249999244,0.125,9.311753861,0.2421056,9.45,0.21735,0.001,6e-05,0.0024335,0.00014601,3.536511926,0.078172316,9.411772648,0.384319226,3.634093851,3.374622664,13.55945019,0.903963346,1750.0,350.0,0.26,19.12165415,0.068981164
"ngc2818","nan",139.0437042,-36.61467843,-4.408825256,4.539361015,0.301106655,0.0,0.125,9.029383778,0.234763978,13.04382709,0.300008023,0.28662783,0.01719767,0.697508824,0.041850529,6.53731314,0.212164223,14.26430642,0.643712528,5.35080843,6.52020006,15.85914114,1.055922329,2468.0,493.0,0.51,15.35966519,0.101989301
"ngc2910","nan",142.6488315,-52.90650752,-6.757360673,6.133950599,0.771423476,0.0,0.125,7.939999995,0.20644,10.6,0.2438,0.306821451,0.018409287,0.74665,0.044799,3.315516691,0.09125258,7.098023259,0.265683269,2.941143444,3.260214911,12.37018868,0.82393696,841.0,168.0,0.39,11.3099934,0.070487631
"ngc2925","nan",143.3221137,-53.42238789,-8.53701179,5.411341954,1.3180477,0.249999244,0.125,7.980003372,0.207480088,9.443775494,0.217206836,0.095725325,0.00574352,0.232947579,0.013976855,3.774157805,0.106613975,14.15245548,1.160261966,4.400662487,5.254862565,9.444503035,0.628389201,506.0,101.0,0.48,28.04305417,0.172484826
"ngc3114","nan",150.5288569,-60.04048309,-7.376590301,3.815382068,0.97906478,0.249999244,0.125,8.48,0.22048,9.98,0.22954,0.082186152,0.004931169,0.2,0.012,5.924991752,0.162745997,24.95023065,2.658043521,7.336915971,9.780981015,18.75695427,1.249152172,3814.0,762.0,0.17,114.961248,0.285620326
"ngc3293","nan",158.9547578,-58.23756164,-7.538642776,3.319108559,0.388434251,0.0,0.125,7.179999986,0.18668,12.03,0.27669,0.39038422,0.023423053,0.95,0.057,6.268963552,0.259246698,18.21254558,1.559501323,9.358051448,12.06163977,24.3186537,1.62124358,6866.0,1373.0,0.41,72.95493812,0.24258934
"ngc3532","nan",166.3996181,-58.70640987,-10.39893802,5.237751906,2.090083248,0.0,0.125,8.459392488,0.219944205,8.317715861,0.191307465,0.082789074,0.004967345,0.201467212,0.012088033,3.350143386,0.020739422,18.81383563,0.374682857,4.019040384,5.231896885,16.61088811,1.106170253,2718.0,543.0,0.45,63.53369936,0.142293212
"ngc3766","nan",174.0751277,-61.59963596,-6.71631593,0.985129474,0.475487147,-0.249999398,0.125,7.650307523,0.198907996,11.93951533,0.274608853,0.438320104,0.026299206,1.066651973,0.063999118,6.031989383,0.167093934,13.26515314,0.516631864,6.85790999,8.762905809,22.95893245,1.529827383,5978.0,1195.0,0.58,58.92882651,0.172835136
"ngc381","nan",17.07365607,61.59915732,1.606160578,-2.342107598,0.850916,0.499999815,0.125,8.699837726,0.226195781,12.09945556,0.278287478,0.641425723,0.038485543,1.560909496,0.09365457,3.458555264,0.114419452,8.900173625,0.518603113,2.934519662,3.689188162,11.11521754,0.738729772,655.0,131.0,0.39,12.53524541,0.091094452
"ngc4103","nan",181.6121165,-61.23859205,-6.186301874,0.172848836,0.502191658,-0.499996571,0.125,7.419955748,0.192918849,12.06704437,0.277542021,0.589283495,0.03535701,1.434021384,0.086041283,4.8020849,2.530456871,6.655168516,2.785253352,3.073270305,6.770755269,14.71198995,0.978290892,1564.0,312.0,0.39,28.78406315,0.154987926
"ngc4609","nan",190.536731,-62.98882134,-4.887337654,-0.985330667,0.678982735,0.249999244,0.125,8.250420002,0.21451092,11.74118683,0.270047297,0.530808645,0.031848519,1.291722838,0.07750337,4.008158036,0.262500416,13.12132556,2.078545513,4.010030007,6.332645897,13.65659204,0.908351305,960.0,192.0,0.42,27.96519744,0.178224729
"ngc4755","nan",193.3913449,-60.3994847,-4.732110584,-1.034685491,0.469068098,0.0,0.125,7.149999986,0.1859,11.7,0.2691,0.52599137,0.031559482,1.28,0.0768,5.731758917,0.386803136,12.8390612,1.239907734,9.890335138,13.14321173,27.2671288,1.817808587,9500.0,1900.0,0.71,99.37863832,0.26734989
"ngc4852","nan",195.0399815,-59.60355214,-8.163675635,-1.154372134,0.785618003,-0.249999398,0.125,8.250420002,0.21451092,11.37101378,0.261533317,0.669550333,0.04017302,1.629350736,0.097761044,3.417735791,0.062856984,9.037993079,0.303361909,3.107139108,4.164259739,11.72944588,0.778257073,844.0,168.0,0.52,15.62199074,0.094618598
"ngc5281","nan",206.424894,-62.93058944,-4.675073334,-2.340096599,0.633474872,-0.249999398,0.125,8.069999998,0.20982,10.61,0.24403,0.410930758,0.024655845,1.0,0.06,5.283161635,0.188448071,24.11982262,3.207163325,7.835787909,8.193153557,16.27165009,1.083754263,1165.0,233.0,0.29,63.7477311,0.309336686
"ngc5316","nan",208.5435404,-61.88616759,-6.322459441,-1.528827252,0.687548102,0.249999244,0.125,8.519827994,0.221515528,11.37581721,0.261643796,0.399804239,0.023988254,0.972923615,0.058375417,3.904988769,0.048658178,33.91081672,2.354675975,5.144460929,7.505426556,14.73097425,0.981449621,2008.0,401.0,0.45,51.10341459,0.188315672
"ngc5617","nan",217.4531207,-60.72182901,-5.682296024,-3.160243468,0.416760695,0.249999244,0.125,7.810232518,0.203066045,13.56846197,0.312074625,0.95359009,0.057215405,2.320561485,0.139233689,4.414222039,0.116749291,15.37091281,0.789260601,3.920645417,5.665005577,16.22417585,1.081611723,1825.0,365.0,0.33,19.62314138,0.108532169
"ngc5662","nan",218.7501316,-56.66512031,-6.468476605,-7.189645508,1.29425719,0.0,0.125,7.820201459,0.203325238,10.43649806,0.240039455,0.53289684,0.031973811,1.29680446,0.077808268,4.64768253,0.220254001,32.6915765,11.15675849,4.614063326,6.227066714,11.51502307,0.766744416,831.0,166.0,0.29,34.28855353,0.186709591
"ngc5822","nan",226.0472577,-54.37525248,-7.48060151,-5.485628418,1.201648977,0.0,0.125,8.969881644,0.233216923,9.928700774,0.228360118,0.251424763,0.015085486,0.611842161,0.03671053,4.372265629,0.06597889,30.720852,1.878186174,5.370170799,6.51214532,15.30325971,1.019684842,1916.0,383.0,0.46,48.98452903,0.172869502
"ngc5823","nan",226.3651095,-55.61226047,-3.713314054,-2.397612131,0.544259735,0.249999244,0.125,8.170261715,0.212426805,12.95992972,0.298078384,0.916480852,0.054988851,2.230256154,0.133815369,4.83591188,0.322925769,11.97279935,1.328996239,4.017604532,5.269413803,17.55103848,1.169116795,2457.0,491.0,0.51,20.29600516,0.093593187
"ngc5925","nan",231.8422104,-54.52031313,-4.363304073,-5.120469767,0.689353389,0.249999244,0.125,8.760422483,0.227770985,11.70126468,0.269129088,0.615357656,0.036921459,1.497472857,0.089848371,3.271141072,0.156634549,19.53695516,5.172468778,3.265226198,4.290533757,15.08043848,1.002916428,1397.0,279.0,0.52,12.73787631,0.079619761
"ngc6005","nan",238.9571476,-57.436285,-4.033908021,-3.819030635,0.374597563,0.0,0.125,9.100370545,0.236609634,13.09821621,0.301258973,0.740676867,0.044440612,1.802437156,0.108146229,3.548228998,0.114785545,7.31821638,0.302441203,2.357780905,3.695302374,18.78888943,1.25018842,2473.0,494.0,0.47,5.587953727,0.041862594
"ngc6067","nan",243.3075605,-54.23159588,-1.960120161,-2.579511455,0.468857946,-0.249999398,0.125,7.989894564,0.207737259,12.23134827,0.28132101,0.629794271,0.037787656,1.532604358,0.091956261,3.682383008,0.780302061,25.51256798,37.32078675,3.489843938,4.349478453,22.15931633,1.476966326,4091.0,818.0,0.34,15.5035525,0.061909155
"ngc6087","nan",244.7223217,-57.93193135,-1.612264749,-2.400181539,1.035626122,-0.249999398,0.125,7.800029359,0.202800763,10.24642909,0.235667869,0.370525428,0.022231526,0.901673629,0.054100418,3.442375152,0.064534769,31.11830055,3.173376072,4.420409197,5.116514824,12.58820506,0.837587288,1032.0,206.0,0.38,24.55881169,0.127966619
"ngc6124","nan",246.318954,-40.65450784,-0.224474165,-2.11818083,1.595099618,0.249999244,0.125,7.969881644,0.207216923,10.95839624,0.252043114,1.063103349,0.063786201,2.587062,0.15522372,3.246164621,0.042013524,11.5071697,0.461383856,3.680799787,3.828850141,16.89507312,1.125047522,2618.0,523.0,0.57,25.34781767,0.07494013
"ngc6134","nan",246.9446551,-49.15937953,2.146297989,-4.444259769,0.875157816,0.499999815,0.125,8.959994838,0.232959866,10.91942456,0.251146765,0.4170801,0.025024806,1.014964423,0.060897865,2.760153086,0.06274111,7.825989171,0.357323712,2.909043009,3.139760368,14.86494432,0.9897781,1627.0,325.0,0.46,14.96253504,0.058611709
"ngc6167","nan",248.6861358,-49.73201151,-0.747074759,-2.825529601,0.67666883,0.499999815,0.125,7.602059991,0.19765356,9.0,0.207,0.4,0.024,0.9734,0.058404,4.445329412,0.072910484,"nan","nan",7.646732605,9.215116374,31.17511614,2.078046839,12122.0,2424.0,0.33,78.65404501,0.170463903
