"[Fe/H]","Cluster","RA_ICRS","DE_ICRS","RV-LRS","e_RV-LRS","RV-HRS","e_RV-HRS","RV-GaiaDR3","e_RV-GaiaDR3","Rgc","Lz","Rguiding","Rbirth","[Fe/H]ANN","e_[Fe/H]ANN","[Fe/H]MCMC","e_[Fe/H]MCMC","Nmemb"
"*","Casado_20",348.06008,56.81782,-54.42,"nan","nan","nan","nan","nan",8.916,2180.39841386356,10.1821193838356,18.39815351,-0.498466938734055,0.06,-0.512407992454364,0.021572207559137,1.0
"*","Casado_82",300.89775,36.02244,-4.66,"nan","nan","nan","nan","nan",7.768,1545.86794511912,6.93667219434201,12.69985099,-0.214206039905548,0.091467679,-0.183913952539366,0.026046930197523,1.0
"*","Collinder_104",99.18704,4.71024,71.42,"nan","nan","nan","nan","nan",9.433,2127.34195370977,9.90141541406889,8.506210421,0.08001285046339,0.106341973,0.105184399291608,0.048454116726086,1.0
"*","Collinder_106",99.29525,6.05024,29.94,5.29555473959055,"nan","nan",40.32,5.29555473959055,9.462,2129.80550164004,9.91442062994495,9.058290792,0.040628954768181,0.27959655057045,0.065173698307495,0.224049168330203,1.0
"*","Collinder_107",99.62162,4.63509,27.87,"nan",67.9735,0.0,"nan","nan",9.409,2168.17190524376,10.1173203960338,8.609809361,0.072256378829479,0.091091052,0.099482197333677,0.0228585115855,1.0
"*","Collinder_110",99.69737,2.07288,38.96,"nan","nan","nan","nan","nan",10.053,2027.07163373003,9.37461089993324,16.03035596,-0.228690505027771,0.092991084,-0.224209700280226,0.020138984523052,1.0
"*","Collinder_115",101.66037,1.78302,39.093,16.6966517268849,"nan","nan","nan","nan",9.777,2228.07930506296,10.4354393560283,13.00194468,-0.215178830176592,0.194576351408865,-0.198335805570804,0.204982955981075,1.0
"*","Collinder_350",267.06496,1.41762,-21.0530303030303,6.9658512961664,-15.14,0.0,-12.967037037037,6.9658512961664,7.803,1700.11044113073,7.69863042675064,10.41769346,-0.03447529678335,0.158015420692747,-0.054287395132578,0.111246607232168,2.0
"*","Collinder_421",305.817,41.69493,-5.90133333333333,10.6603644179648,"nan","nan",-0.560000000000001,10.6603644179648,7.986,1811.93888763925,8.26359517702556,11.92682054,-0.143819275995096,0.198079620525496,-0.123059621015934,0.199504158509389,1.0
"*","Collinder_428",315.74208,44.49999,-86.68,"nan","nan","nan","nan","nan",9.055,2231.82752334873,10.4553934974776,10.73772695,0.00244783423841,0.094154984,0.036204384638853,0.036360136331086,1.0
"*","Collinder_69",83.81417,9.88806,19.724,13.9423702497753,27.4359184782608,0.0,20.8283783783784,13.9423702497753,8.508,1864.61640586424,8.53291271485489,10.86840849,-0.086444885407885,0.20109990562386,-0.054865819475135,0.202320745777455,7.0
"*","Collinder_74",87.1685,7.36764,21.78,11.2005714139949,"nan","nan","nan","nan",10.361,2115.19452662228,9.83733030849938,14.74005371,-0.214966833591462,0.031593404411301,-0.202382448382673,0.062518053703889,1.0
"nan","Collinder_89",94.70233,23.16961,31.0433333333333,16.8611219476443,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"*","Collinder_95",97.78342,9.83903,10.7,3.79885070339263,12.4765,0.0,"nan","nan",8.975,1898.70171804295,8.7081724833967,14.28405843,-0.324851885437965,0.187859381485562,-0.710954061417815,0.695056059825009,3.0
"*","Czernik_12",39.84887,54.91819,-27.985,0.700035713374684,"nan","nan","nan","nan",9.529,2138.40526931647,9.95984153938243,13.53131719,-0.136419162154198,0.067286600504893,-0.103481024678769,0.063577881350735,1.0
"*","Czernik_18",66.95633,30.93369,-28.82,"nan",-15.065,0.0,-13.18,0.0,9.447,1939.48522974979,8.91884468937349,15.17316583,-0.329857796430588,0.096451148,-0.328086513566923,0.022775912596076,1.0
"*","Czernik_19",74.27388,28.77003,6.34333333333334,11.1644752078486,"nan","nan","nan","nan",10.735,2143.40933950772,9.9862870465575,13.98370958,-0.292811670651038,0.349883082388986,-0.132071755005794,0.151087345751672,1.0
"*","Czernik_20",80.13333,39.54352,30.28,"nan",28.405,0.0,31.44,0.0,11.666,2359.71135123993,11.1394878379044,15.35370905,-0.223620861768723,0.089874387,-0.208710795715353,0.034324886692253,1.0
"*","Czernik_21",81.67558,36.01833,34.95,"nan",45.6694,0.0,44.4,0.0,11.95,2325.00077580253,10.953201979796,17.57777728,-0.323155611753464,0.065540045,-0.321252274365107,0.037168528405812,1.0
"*","Czernik_23",87.52758,28.89828,17.02,9.75710766569684,17.7034,0.0,18.6133333333333,9.75710766569684,10.423,2314.3256957769,10.8959985558649,11.26833028,-0.067799615859985,0.284309331971286,-0.047767399902606,0.268863967925126,1.0
"*","Czernik_25",93.43125,6.95111,32.22,"nan","nan","nan","nan","nan",10.133,2198.67182096328,10.2790881078525,8.438521795,0.126551792025566,0.08880946,0.147533438309682,0.030795028465777,1.0
"*","Czernik_27",105.83321,6.38321,47.6225,7.67463517048205,"nan","nan",57.06,7.67463517048205,11.029,2194.54865966014,10.2571957324334,14.68298534,-0.219976868480444,0.073932051813599,-0.199478649343223,0.08686390412249,1.0
"*","Dolidze_16",78.59312,32.76972,-5.09,15.8211973540022,7.323,0.0,13.62,15.8211973540022,9.388,2012.83280088578,9.30022385276076,12.25329453,-0.182331017451361,0.32998085052327,-0.170406224252629,0.327909934367213,3.0
"*","Dolidze_8",306.12625,42.28999,-12.874,16.1167716990717,"nan","nan",-4.38,16.1167716990717,7.999,1795.31720285842,8.17902176794266,11.18507638,-0.108500541746616,0.266091098120182,-0.090526290044506,0.244732471853763,1.0
"*","FSR_0167",301.24929,27.07969,-2.92,"nan","nan","nan","nan","nan",7.489,1883.465262957,8.6297360273974,13.58946756,-0.258984804153442,0.024,-0.253755295790291,0.043031456677357,1.0
"*","FSR_0238",308.70954,41.47581,-26.465,1.87383297014435,"nan","nan","nan","nan",8.015,1460.95388406396,6.52700223743168,11.98914593,-0.163341041654348,0.179330715492808,-0.136243665374754,0.144434079142314,1.0
"*","FSR_0239",306.21308,42.80083,-39.48,"nan","nan","nan","nan","nan",9.198,1879.08148806269,8.60719646708236,11.83345609,-0.128982484340668,0.120580763,-0.100955901972247,0.020862849691827,1.0
"*","FSR_0241",300.76021,46.19525,-11.66,9.04515181898963,"nan","nan",7.50166666666667,9.04515181898963,8.071,1930.65938107891,8.87316656406411,11.57755261,-0.03367932420224,0.091420243199795,-0.002238957532302,0.08764508456573,1.0
"*","FSR_0278",307.76187,51.01706,-18.76,"nan",-7.4275,2.01141480058192,-9.75,0.0,8.237,1887.23077871026,8.64910675171564,10.64630193,0.053419128060341,0.048,0.081422177645887,0.018076341458299,1.0
"*","FSR_0306",322.11917,51.68954,-56.36,"nan",-44.7066666666667,0.0,"nan","nan",8.626,1835.14842325049,8.38201863831308,9.25487868,0.066715911030769,0.110314623,0.093139098506406,0.045828025657109,1.0
"*","FSR_0320",323.84,53.66205,-40.445,4.68811795926681,"nan","nan","nan","nan",8.545,1943.71837924912,8.94077006238693,11.89174278,-0.138888284564019,0.123926675336015,-0.113444728981968,0.106857702524318,2.0
"*","FSR_0384",342.91279,56.10253,-43.79,4.89317892581091,"nan","nan","nan","nan",8.922,2155.17000727779,10.0484850498332,12.35266122,-0.160146113485098,0.116785592639104,-0.139424465750753,0.105240897384688,1.0
"*","FSR_0537",19.7,60.36089,-75.47,19.289872990769,"nan","nan","nan","nan",10.742,2252.39453047703,10.5649867183318,12.18911286,-0.165867082774639,0.090382367558061,-0.14957805765602,0.08705917305512,1.0
"*","FSR_0632",53.01312,59.13251,-21.29,"nan","nan","nan",10.9,0.0,8.823,1879.16261496253,8.60761347397209,12.74872538,-0.134773313999176,0.026,-0.106960506002047,0.008941224330229,1.0
"*","FSR_0647",59.806,57.23548,-86.44,"nan","nan","nan","nan","nan",10.601,2537.77441659471,12.1014477655797,13.12611167,-0.241371542215347,0.135300919,-0.240947918337175,0.021808669553591,1.0
"*","FSR_0667",61.77692,51.14964,32.93,"nan",2.9955,0.0,21.62,0.0,9.169,1928.06603415708,8.85975374064546,14.02090596,-0.244081079959869,0.03,-0.243241247592688,0.029814748720459,1.0
"*","FSR_0674",63.10579,48.72617,-51.07,"nan","nan","nan","nan","nan",11.195,2410.94285650063,11.4152085844338,12.1587311,-0.148286119103432,0.100652307,-0.120770689636719,0.03303924590826,1.0
"*","FSR_0686",66.39671,46.13097,-17.2638888888889,13.6626649449766,"nan","nan","nan","nan",9.011,1963.64864859948,9.04414147236322,11.80329527,-0.151011524515019,0.108499155096272,-0.108027090267435,0.100036272060386,1.0
"*","FSR_0716",77.79321,45.72308,-2.6325,3.34174979115233,21.5415,0.0,"nan","nan",10.809,2439.33987093716,11.56841582297,15.37141566,-0.196573498193175,0.161467373849111,-0.181276175559071,0.161112200352509,3.0
"*","FSR_0723",71.23342,41.51934,-17.4,19.9680304486947,"nan","nan","nan","nan",10.984,2383.65599648451,11.2682428733732,10.20424342,-0.031126683888336,0.36962876172023,0.126030869082869,0.17131090515736,2.0
"*","FSR_0728",67.462,38.49825,-12.0423076923077,10.1213933114025,"nan","nan",19.97,10.1213933114025,9.808,2074.21170900852,9.62164748859601,12.85342591,-0.193484528706624,0.27861156072385,-0.180677507777218,0.281664725460733,1.0
"*","FSR_0732",75.63112,42.54514,-4.595,7.65796644025031,"nan","nan",2.59,7.65796644025031,9.269,2017.31011678703,9.32360255409522,11.59516302,-0.136703640222549,0.006824754942814,-0.109141332100383,0.03495035665588,1.0
"*","FSR_0744",74.85046,37.97873,-16.8533333333333,9.04724451605755,"nan","nan",10.17,9.04724451605755,9.229,2015.24241597227,9.31280451191987,11.196289,-0.108683586120605,0.22814512105895,-0.086156156757421,0.1954510294003,1.0
"*","FSR_0761",83.33312,39.8345,-39.49,5.07789607725764,"nan","nan","nan","nan",10.701,2295.3178903858,10.7942485036158,14.36726205,-0.234715990023688,0.170721510354756,-0.216678451057184,0.180365031207564,1.0
"*","FSR_0771",75.92104,32.14532,6.914,44.8163907515989,"nan","nan","nan","nan",9.617,1908.21674929968,8.75723070420246,10.12484459,0.000941382348537,0.210683034851052,0.021998081079999,0.198427940289386,2.0
"*","FSR_0811",94.11304,36.3643,-6.41666666666667,6.57303481404645,"nan","nan","nan","nan",10.574,2178.65724029178,10.1728873505527,14.66902624,-0.231539058188597,0.271449427503424,-0.220480815948518,0.262835042254721,1.0
"*","FSR_0814",84.20883,31.20805,-19.3033333333333,27.7618755370262,"nan","nan","nan","nan",10.18,2000.85040292576,9.23771085871666,11.52777066,-0.12296620880564,0.205707774531222,-0.100279944200864,0.187059859636867,1.0
"*","FSR_0817",84.85992,30.89025,2.46,13.4415438101432,"nan","nan",-10.055,13.4415438101432,9.482,2015.35625699522,9.31339895712291,8.492334391,0.080162634452184,0.300134555392927,0.092951142977535,0.252696874882657,1.0
"*","FSR_0827",91.07454,31.60716,9.68333333333333,9.6720693235729,"nan","nan","nan","nan",9.845,2068.04253275564,9.58925279633114,13.75621155,-0.20839401264675,0.26197958053287,-0.196175741572367,0.264402749483233,1.0
"*","FSR_0841",76.58262,21.5254,2.349,5.19932997820125,"nan","nan",126.91,5.19932997820125,10.17,2061.54527805814,9.55515626602231,12.94361855,-0.209104307182133,0.183893628192619,-0.193681406462872,0.190174487404095,3.0
"*","FSR_0850",86.24079,24.7452,17.2008333333333,11.3645705100891,18.6976,0.232986694899085,18.65,11.3645705100891,10.188,2050.93561803618,9.49952512318856,14.69843263,-0.277829462507119,0.163308615072994,-0.265930525485101,0.178825180919916,2.0
"*","FSR_0866",103.83567,29.74098,56.4066666666667,8.93396922205388,"nan","nan",72.7133333333333,8.93396922205388,9.298,2020.69579808018,9.34128843409254,10.91056605,-0.168185638884703,0.128140339501944,-0.182608473240479,0.057791991579447,2.0
"*","FSR_0869",92.521,24.56542,17.6033333333333,17.3783355551292,"nan","nan",11.18,17.3783355551292,11.281,2592.61703054728,12.3996644670116,16.1094533,-0.25969956194361,0.166861769934358,-0.244306604969341,0.173805343904177,1.0
"*","FSR_0883",91.08125,22.03061,9.04375,6.9754978060965,15.5216666666667,0.0,14.91,6.9754978060965,10.856,2225.60270242287,10.4222580105778,8.922737465,0.062585633480921,0.33266252035861,-0.008601801690886,0.205480971721219,1.0
"*","FSR_0893",93.39875,21.60189,33.8025,24.36729762065,"nan","nan",36.566,24.36729762065,10.408,2021.08729624343,9.34333391519846,10.54182362,-0.032668763026595,0.348174924816867,-0.019360808262074,0.326752695226125,1.0
"*","FSR_0902",94.57762,20.56214,9.81166666666667,22.4530963714733,"nan","nan",19.4,22.4530963714733,9.718,2044.23972000284,9.4644456466868,12.24993546,-0.182171856363614,0.086668287079951,-0.163057824176309,0.100466898723057,1.0
"*","FSR_0903",91.87425,19.09309,2.78,"nan","nan","nan","nan","nan",10.229,2243.08544197178,10.5153611264835,11.13294886,-0.063473016023636,0.035,-0.021730296819858,0.035174084561804,1.0
"*","FSR_0904",91.76967,19.01367,36.584,9.56402268922444,"nan","nan","nan","nan",10.318,2180.12597808395,10.1806747897096,12.71324575,-0.199334695935249,0.083665011040405,-0.181619398071672,0.096216461915599,1.0
"*","FSR_0905",98.43096,22.31308,-5.71538461538461,11.8746753153993,"nan","nan",1.53875,11.8746753153993,9.336,1909.61740862391,8.7644571497889,13.70981818,-0.171483288928866,0.172956634454445,-0.118712527059818,0.121339327850459,1.0
"*","FSR_0921",91.293,16.68821,22.63,"nan","nan","nan",29.31,0.0,10.81,2184.50183449755,10.2038817545497,11.37723672,-0.095597490668297,0.088031337,-0.060095331229843,0.036231821179093,1.0
"*","FSR_0923",92.64746,16.97365,35.4,9.00854039231662,"nan","nan",42.97,9.00854039231662,9.877,2143.59602163199,9.98727384756841,12.85588973,-0.180638894438744,0.083972854001431,-0.166183432476685,0.077788415701874,1.0
"*","FSR_0931",93.37875,15.94046,21.347,9.13236132297301,"nan","nan","nan","nan",9.854,2176.96499582002,10.1639160257454,12.59744198,-0.197748530842364,0.213076679983029,-0.186354822181395,0.217408114641937,2.0
"*","FSR_0935",98.78404,17.73647,22.2428571428571,8.50692015221669,"nan","nan",30.53,8.50692015221669,10.757,2280.25014131232,10.7136871888545,15.49443879,-0.35233618744782,0.213270899460934,-0.436814000387543,0.075500822261934,2.0
"*","FSR_0937",93.41896,14.9969,13.73,"nan",19.8515,0.0,18.46,0.0,12.484,2662.79609282033,12.7824786556856,14.1290979,-0.216016694903374,0.099750221,-0.189061737877796,0.03270819652303,1.0
"*","FSR_0941",95.43183,15.76657,19.51,9.07925107043527,21.7633333333333,0.0,18.985,9.07925107043527,11.968,2644.65809807935,12.6834139303657,15.00089158,-0.284097045660018,0.056591121121554,-0.282195853107418,0.052227850331368,1.0
"*","FSR_0942",91.50604,13.67,37.506,26.1162503051261,30.599,0.0,53.5166666666667,26.1162503051261,11.195,2437.22745482285,11.5570099118268,16.20062964,-0.378675036132336,0.076625887585063,-0.542551480230489,0.334465340943339,3.0
"*","FSR_0948",96.48317,15.85541,43.2133333333333,9.54696985086542,"nan","nan","nan","nan",11.654,2611.88930524759,12.5046598371716,13.36983042,-0.22572785615921,0.137874059935072,-0.207702554908611,0.126687373046578,1.0
"*","FSR_0951",95.54358,14.65764,30.49,2.80014285349873,-42.41,0.0,"nan","nan",9.815,2115.09378335358,9.8367991192241,11.07837131,-0.050616312772036,0.183170598763965,-0.024154485240801,0.131951514551754,1.0
"*","FSR_0953",94.75946,14.14599,19.4666666666667,25.3917493161329,"nan","nan","nan","nan",10.789,2070.26852952191,9.60093940818161,15.76464806,-0.368598476052284,0.022289845634845,-0.71756106188568,0.495333633532341,1.0
"*","FSR_0968",92.83512,11.86911,40.715,4.38557049554885,"nan","nan","nan","nan",10.283,2153.63292388297,10.0403523791725,13.39237394,-0.257413651262011,0.129257271615739,-0.243018274557002,0.143330888626943,1.0
"*","FSR_0974",98.15033,12.55628,39.93,5.25838378211404,"nan","nan","nan","nan",10.999,2336.20686878194,11.0132958090556,14.07535096,-0.289114832878113,0.190972693456668,-0.054526963462178,0.416214134838464,1.0
"*","FSR_0975",100.00587,13.3111,22.776,10.6480646128768,"nan","nan","nan","nan",12.449,2504.02735668755,11.9183729672026,15.39899812,-0.302149128913879,0.237950003771012,-0.2941482064193,0.242862118243239,1.0
"*","FSR_0977",97.96788,11.86795,8.32,2.10717820793591,"nan","nan","nan","nan",10.155,2071.34315673625,9.6065821625543,13.56660593,-0.189209990203381,0.041495121077419,-0.165132698828913,0.053359163184658,2.0
"*","FSR_0979",97.82275,11.08208,27.53,"nan","nan","nan","nan","nan",10.357,1980.42546666797,9.13133735848212,13.87160224,-0.219637826085091,0.095974803,-0.199065472716726,0.018893186487864,1.0
"*","FSR_0985",92.95217,7.02082,18.87,"nan","nan","nan","nan","nan",10.332,2230.33916292938,10.4474693192652,15.09802061,-0.334645122289658,0.086652711,-0.332607288449949,0.021911603668019,1.0
"*","FSR_1051",103.04846,3.65258,69.05,"nan","nan","nan","nan","nan",9.727,1959.0142559029,9.02008352307511,10.90505408,-0.042802609503269,0.096103124,-6.18235715898561e-05,0.017646199901069,1.0
"*","FSR_1063",98.65504,-0.26745,33.91,"nan","nan","nan","nan","nan",10.215,1948.26265883224,8.96431889618714,17.21953352,-0.495809823274612,0.095421523,-0.50943777200004,0.033108610174813,1.0
"*","FSR_1077",100.47071,-0.88924,67.76,9.33380951166243,"nan","nan","nan","nan",11.41,2532.92146303797,12.0751003112721,12.06951051,-0.150865584611893,0.274798716643529,-0.135249872327633,0.209358936559948,2.0
"*","FSR_1083",110.5165,3.55628,82.0533333333333,17.2890292767793,98.778,0.0,102.05,17.2890292767793,11.106,2322.75295020366,10.9411533051431,15.5311869,-0.462167670329412,0.244447872616665,-0.474153388969377,0.228615041117827,1.0
"*","FSR_1085",103.29629,-0.1973,37.7,4.44377092118844,"nan","nan","nan","nan",9.552,1999.01137720861,9.22812357223458,12.67260945,-0.189831805229187,0.16999899552097,-0.172534119738412,0.169948629740543,1.0
"*","FSR_1117",94.15929,-8.9683,27.34,"nan","nan","nan",39.71,0.0,9.142,1979.81578715436,9.12816576840095,10.21435994,-0.039487227797508,0.092606321,0.002659306442907,0.079015960716212,1.0
"*","Ferrero_11",93.65888,0.6522,10.75625,26.3702077230564,"nan","nan",21.1525,26.3702077230564,8.847,1886.60946614545,8.64590993521916,11.841129,-0.13962021865882,0.106965379938981,-0.115859801058662,0.111654850195946,2.0
"*","FoF_1375",91.03758,28.04728,16.185,27.0734660999782,"nan","nan",64.53,27.0734660999782,11.661,2569.78613443346,12.2754141968884,15.82069036,-0.305103113253911,0.138335424290353,-0.065160500183759,0.425616007830525,1.0
"*","FoF_1973",95.45179,22.41334,32.4513333333333,5.7270471906393,"nan","nan",39.22,5.7270471906393,10.499,2029.64842193027,9.38808434858581,14.36123094,-0.225631398955981,0.185657263959096,-0.210081278340054,0.20014946871392,1.0
"*","FoF_2139",67.69067,46.31636,2.59421052631579,25.1267012283722,"nan","nan",15.458,25.1267012283722,9.306,2009.62112906759,9.28346057839332,11.58327539,-0.129374620553694,0.252508793414682,-0.14489993262528,0.20819391921604,1.0
"*","FoF_2143",90.98521,26.62945,17.1,"nan","nan","nan","nan","nan",9.8,2230.06364039306,10.4460025099709,7.595741402,0.203008741140366,0.088999406,0.216956920782009,0.051707660975188,1.0
"*","FoF_2198",107.49733,4.65039,36.48,"nan","nan","nan",41.44,0.0,9.208,1857.83840163826,8.49815298884647,6.204179107,0.290481716394424,0.091467202,0.314671221381874,0.027203847162789,1.0
"*","FoF_2253",307.52833,45.92099,-18.04,"nan","nan","nan",-10.59,0.0,8.095,1730.55352217314,7.85146581301326,13.59456119,-0.268469005823135,0.074537888,-0.260817422091822,0.02182169869178,1.0
"*","FoF_597",282.11425,8.70887,22.1,"nan","nan","nan","nan","nan",6.569,1673.73463754303,7.56683288209412,12.30395354,-0.150216415524483,0.103724815,-0.121978058937701,0.071276620132822,1.0
"*","FoF_658",95.27162,-3.46813,16.35375,3.74109203881128,"nan","nan",41.93,3.74109203881128,9.395,2141.47877960527,9.97608305533409,12.00991281,-0.041964470874518,0.187053743746012,-0.016960852883246,0.177099349768954,6.0
"*","Gaia_8",282.54317,33.39282,-26.065,1.9869700551342,"nan","nan","nan","nan",7.994,1675.21486666952,7.57421389241366,9.14068609,0.035370702014686,0.032018871268648,-0.145776906091408,0.164036701931839,1.0
"*","Gulliver_11",68.00946,43.61268,3.03,"nan","nan","nan","nan","nan",9.001,1995.86610126496,9.21173086034612,13.74300912,-0.240016669034958,0.104454964,-0.239947825301212,0.011004990238474,1.0
"*","Gulliver_18",302.9035,26.54098,-1.88,"nan",-1.97,0.0,"nan","nan",7.579,1655.9225380742,7.47816244658559,11.03186332,-0.093538708984852,0.093512863,-0.05391575244549,0.029463845842469,1.0
"*","Gulliver_20",273.83971,11.43775,-26.73,6.03022387644107,"nan","nan",-12.1166666666667,6.03022387644107,7.8,1661.52296842323,7.50601238393764,11.5330494,-0.119973813494047,0.01988244468138,-0.09155267406538,0.024486594229388,2.0
"*","Gulliver_22",84.82421,26.34502,-1.29,1.04369535785113,"nan","nan",15.865,1.04369535785113,8.945,1930.88459871745,8.87433158682658,11.49995673,-0.130322220735252,0.147466803139723,0.233470729681286,0.500502940606973,1.0
"*","Gulliver_25",51.99521,45.17938,-30.9875,4.65824269440741,"nan","nan","nan","nan",9.275,1861.36017221617,8.51620988265486,13.58974308,-0.242022503167391,0.201474529216408,-0.223582376641702,0.19863948138002,1.0
"*","Gulliver_26",80.68821,35.27439,4.28,3.80043418572142,"nan","nan",14.27,3.80043418572142,10.406,2052.43825295674,9.50740056369865,14.06141063,-0.204897284507751,0.069486654327241,-0.18403486492418,0.094717733943013,1.0
"*","Gulliver_31",301.88508,38.24687,-24.205,8.98732718888102,"nan","nan","nan","nan",7.858,1645.43419832181,7.42607961407744,11.59133371,-0.11156164854765,0.295999983409552,-0.094703082395575,0.219588931427612,2.0
"*","Gulliver_47",107.92008,0.80468,40.8533333333333,6.09683797827475,"nan","nan",50.515,6.09683797827475,9.776,2029.65983153792,9.38814401478023,9.825590234,0.029048308730125,0.373428609091796,0.044678302323932,0.297463585191337,3.0
"*","Gulliver_53",81.00863,34.04995,-0.43,5.30089300652887,"nan","nan","nan","nan",10.358,2106.30772931681,9.79049158765325,9.054565742,0.056313640903681,0.142639075822128,0.089160327395617,0.12222629103973,1.0
"*","Gulliver_54",81.27196,33.67777,4.238,16.7765787798215,"nan","nan","nan","nan",9.253,1843.0873622138,8.42261246043465,13.00222382,-0.191887590289116,0.158275165682408,-0.211684904858978,0.112421949039564,1.0
"*","Gulliver_56",95.39233,26.90073,28.14125,9.45239718272566,"nan","nan","nan","nan",10.173,1977.70027142532,9.1171623768923,13.03754786,-0.155852877534926,0.156651938260654,-0.13916431770619,0.16189271848288,1.0
"*","Gulliver_60",303.44542,29.66024,-11.602,13.6374693400205,"nan","nan",5.78,13.6374693400205,7.77,1703.32286665749,7.71472231090377,12.43353249,-0.187608228530735,0.180531417800107,0.019372856962993,0.403757167674625,1.0
"*","HSC_1001",17.61208,57.73032,-82.45,"nan","nan","nan","nan","nan",10.075,2439.43119779672,11.5689089712899,7.408104216,0.156469702720642,0.182351992,0.174653480210288,0.021040457512133,1.0
"*","HSC_1020",18.97492,48.66906,-12.0375,19.7689358590694,"nan","nan",-10.485,19.7689358590694,8.302,1757.98137861102,7.98979614564346,8.903470392,0.053284648844976,0.129590447282883,-0.011757492835183,0.106476339529447,2.0
"*","HSC_1021",20.67412,57.22068,-64.465,5.21137697734486,"nan","nan","nan","nan",10.265,2265.31389059591,10.6339156248584,14.49714741,-0.254245474934578,0.185339185660313,-0.240045770583625,0.154606602733284,2.0
"*","HSC_1022",21.47754,59.73388,-43.21,"nan","nan","nan","nan","nan",8.672,1903.98053305693,8.73538225428536,9.864370189,0.057851634919643,0.088159308,0.085713663511768,0.028005074537022,1.0
"*","HSC_1029",20.85567,48.9988,-36.615,3.38364744026324,"nan","nan","nan","nan",8.619,1908.09761576229,8.75661611351902,9.947757636,0.009600095450878,0.280066670796771,0.029199289139691,0.260890342511037,3.0
"*","HSC_1054",23.94412,49.14626,-1.434,4.22294683840562,"nan","nan",4.26,4.22294683840562,8.356,1816.77538302401,8.28824129165526,11.85872815,-0.145158300176263,0.173218637711967,-0.124699155010777,0.167673584947149,1.0
"*","HSC_1055",26.17854,56.10889,-40.6,12.0684216035072,"nan","nan","nan","nan",10.115,2342.86620148034,11.0490287186467,12.01903118,-0.161051124955217,0.153582983549953,-0.145675815457891,0.139066627119694,1.0
"*","HSC_1073",30.08346,59.15289,-78.64,"nan","nan","nan","nan","nan",9.842,2250.41440764169,10.5544280111043,8.042869456,0.113255031406879,0.093634456,0.135952333656082,0.02838029880427,1.0
"*","HSC_1097",30.16921,48.02632,21.818,5.15976452951101,"nan","nan",24.525,5.15976452951101,9.386,2065.15125435159,9.57407717901185,11.55644587,-0.197251346707344,0.246848502439099,-0.184362168714099,0.235470808080591,3.0
"*","HSC_1131",45.18017,56.37019,-6.581,8.02027354756543,"nan","nan",-1.06777777777778,8.02027354756543,8.361,1715.64759887499,7.77653869533673,10.2245758,-0.032279471866787,0.096025743820262,0.020305547942149,0.071709775157313,1.0
"*","HSC_1137",181.59017,48.72241,-14.566,4.42367833369471,"nan","nan",-10.266,4.42367833369471,8.19,1903.85206752961,8.73471986567574,8.282720522,0.113147109736178,0.056779026535192,0.049494120020303,0.095382862765365,1.0
"*","HSC_1140",37.72754,41.73808,-8.486,29.3383133462031,"nan","nan","nan","nan",8.693,1944.85823171915,8.9466757098363,12.24141156,-0.133111974596977,0.127753294227012,-0.104954093807729,0.123098236856353,3.0
"*","HSC_1147",33.67904,30.38466,-4.53166666666667,3.24919938856738,"nan","nan",0.26,3.24919938856738,8.335,1802.32271887964,8.21464238633831,9.543345983,0.014926756421725,0.105427207089724,0.045134942128842,0.092900729632148,1.0
"*","HSC_1153",56.91562,58.54121,20.41,"nan","nan","nan","nan","nan",11.045,2738.38807697443,13.1962427095198,14.27076736,-0.322045862674713,0.093678072,-0.308102602170228,0.051015765271309,1.0
"*","HSC_1155",39.98412,40.55642,-15.4730769230769,18.0043644637513,"nan","nan",-7.16615384615385,18.0043644637513,8.356,1832.36095815314,8.36777597958936,8.964394026,0.057418193812012,0.06552195426758,-0.028958633646423,0.098726573621125,1.0
"*","HSC_1165",57.43858,57.1013,10.375,6.89429111656884,"nan","nan",12.345,6.89429111656884,8.264,1703.35902590535,7.71490349052227,8.192924581,0.106606694869697,0.139467205129211,0.130347223002415,0.093681031046077,1.0
"*","HSC_1176",41.52637,37.78768,-22.8746153846154,4.60762522959607,"nan","nan","nan","nan",8.65,1932.83424854773,8.88441817712049,10.38078762,-0.027991121623904,0.132866302841276,-0.054117865882828,0.095988448313966,1.0
"*","HSC_1177",53.24396,51.56057,-6.47,9.80638057593116,"nan","nan","nan","nan",10.993,2254.96667641087,10.5787046432032,8.345423492,0.098754942417145,0.490591972428675,0.357778869172223,0.460886678477833,1.0
"*","HSC_1179",53.4845,51.28758,-16.685,5.04789362011523,"nan","nan",-14.235,5.04789362011523,8.644,1966.07915215066,9.05676367063801,9.815259635,-0.006654722616077,0.11026616671834,0.021779118442903,0.103759620306012,1.0
"*","HSC_1185",53.28883,49.57008,-10.15,25.1508382895415,"nan","nan","nan","nan",9.076,1974.73504677235,9.10174373489962,10.77884414,-0.05586058832705,0.062846876979467,-0.019862197628956,0.060331841999983,3.0
"*","HSC_1189",54.88271,48.81957,-15.6666666666667,11.0580528726053,"nan","nan","nan","nan",10.206,2183.0688142385,10.1962809369091,13.78035207,-0.261505236228307,0.139686218936258,-0.253197879011249,0.128683049774442,1.0
