"Name","Type","RA_ICRS","DE_ICRS","pmRA","pmDE","Plx","dataSource","Family","Age","RVcomb","Xhelio","Yhelio","Zhelio","U","V","W","e_Xhelio","e_Yhelio","e_Zhelio","e_U","e_V","e_W","nRVcomb","Mass16","Mass50","Mass84","nSNe16","nSNe50","nSNe84","nsg8M16","nsg8M50","nsg8M84","Weightsc","NameBoth","dist"
"HSC_415","o",275.2495,22.77174,-1.14101,-7.38217,3.26215,"hunt","alphaPer",32.88494,-18.16163,184.13378,223.12086,86.06949,-2.31033,-19.3629,-7.24553,0.46614,0.56483,0.21789,0.43786,0.52629,0.22288,11.0,32.74239,48.75088,85.24643,0.0,0.0,1.0,0.0,1.0,1.0,0.62375,"HSC_415",301.82134
"HSC_474","o",260.80499,34.7083,-2.8476,-3.86376,3.07584,"hunt","alphaPer",30.9788,-22.27297,138.94462,227.54501,168.54591,-4.38052,-21.2435,-8.90841,0.27121,0.44415,0.32899,0.34064,0.47554,0.34025,15.0,51.91577,69.08127,93.9133,0.0,0.0,1.0,0.0,0.0,1.0,0.50383,"HSC_474",315.42045
"HSC_517","o",304.80319,24.81888,6.98114,-9.25499,9.32204,"hunt","alphaPer",46.83881,-23.8055,47.8309,102.7512,-12.59727,-8.25421,-22.20458,-5.28822,0.05627,0.12087,0.01482,0.31235,0.62878,0.10956,18.0,21.30814,28.93443,36.57794,0.0,0.0,0.0,0.0,0.0,0.0,0.91142,"HSC_517",114.03638
"HSC_705","o",325.99058,41.96761,-1.47882,-4.49493,1.42123,"hunt","none",24.5812,-7.23986,4.04876,681.92622,-101.68523,13.64196,-5.47455,-7.46497,0.01686,2.84036,0.42354,0.30901,1.33188,0.39223,7.0,121.21882,144.12165,209.91016,0.0,1.0,2.0,0.0,1.0,3.0,1.0,"HSC_705",689.47781
"HSC_782","o",284.83942,69.61146,4.36186,10.33338,5.0979,"hunt","none",21.39951,-11.69125,-31.94631,173.86752,81.03506,-8.86053,-11.61817,-6.55508,0.03547,0.19305,0.08998,0.29252,1.26046,0.62622,17.0,27.73913,36.5505,57.73552,0.0,0.0,1.0,0.0,0.0,1.0,0.51254,"HSC_782",194.46635
"HSC_842","o",349.04793,50.88593,-0.611,-3.11269,1.33988,"hunt","none",63.91009,-7.84212,-223.23431,687.88537,-117.12973,7.98374,-6.46566,-8.71422,1.2949,3.99016,0.67943,0.57721,1.63258,0.26141,9.0,57.95535,88.09539,138.51624,0.0,1.0,2.0,0.0,1.0,2.0,1.0,"HSC_842",732.62488
"HSC_873","o",345.06263,61.99739,7.40214,-2.4554,2.7433,"hunt","none",22.16322,-15.75923,-125.28071,339.08696,11.92066,-4.20167,-17.18754,-9.68328,0.26401,0.71458,0.02512,1.18857,3.45683,0.14804,12.0,61.55682,79.74517,122.33419,0.0,1.0,1.0,0.0,1.0,2.0,0.99703,"HSC_873",361.68677
"HSC_921","o",5.51357,30.87953,14.00549,-2.69777,5.75531,"hunt","none",43.10306,5.0843,-63.5085,132.9579,-90.54095,-11.11107,-1.75156,-6.49044,0.07123,0.14913,0.10155,0.66522,1.4425,0.86038,29.0,64.7184,85.68172,101.30063,0.0,1.0,2.0,0.0,1.0,2.0,0.4186,"HSC_921",172.9416
"HSC_976","o",9.99956,79.31976,17.16069,5.32213,6.03661,"hunt","none",13.48852,-9.37496,-83.75276,132.07779,46.20811,-9.99897,-13.73907,-5.44303,0.04902,0.07731,0.02705,0.45845,0.94797,0.33124,67.0,149.95385,179.50753,215.57641,0.0,1.0,2.0,1.0,2.0,3.0,0.38365,"HSC_976",163.07746
"HSC_1020","o",18.9749,48.66905,18.48726,-10.79343,3.70989,"hunt","alphaPer",33.75769,-5.0113,-155.85746,206.1547,-64.46079,-13.53075,-22.99775,-7.39693,0.61157,0.80894,0.25294,3.06695,3.06164,1.26926,5.0,15.44523,24.25349,37.37588,0.0,0.0,1.0,0.0,0.0,1.0,0.57498,"HSC_1020",266.35784
"HSC_1250","o",51.38013,30.97032,7.41121,-8.36942,3.41192,"hunt","none",4.1604,15.936,-251.01788,101.98707,-105.3505,-15.58165,-11.40722,-6.2535,0.98997,0.40222,0.41549,1.05086,0.54087,0.58464,5.0,28.11147,39.59856,70.8395,0.0,0.0,0.0,0.0,1.0,1.0,0.94603,"HSC_1250",290.70615
"HSC_1262","o",57.64357,35.07487,3.37475,-4.3794,2.56334,"hunt","none",5.0536,21.02913,-349.99273,130.64025,-98.49563,-21.87426,-2.51486,-6.81715,0.8579,0.32022,0.24143,1.27502,0.43896,0.41712,16.0,108.02942,127.12062,163.76587,0.0,0.0,1.0,1.0,1.0,3.0,0.4038,"HSC_1262",386.34593
"HSC_1318","o",64.56538,28.2495,8.66339,-25.44209,7.69147,"hunt","alphaPer",5.5328,16.82253,-121.51761,24.00797,-34.73563,-16.8586,-12.03118,-11.041,0.15119,0.02987,0.04322,3.64839,0.57323,1.04402,21.0,32.17402,38.6419,48.1649,0.0,0.0,0.0,0.0,0.0,1.0,0.28296,"HSC_1318",128.64477
"HSC_1340","o",61.3036,21.98532,0.71565,-14.54741,8.34842,"hunt","none",26.58365,15.79703,-110.00351,16.55204,-45.24214,-13.75587,-6.44487,-9.85508,0.06314,0.0095,0.02597,0.51059,0.07952,0.18327,73.0,128.60718,162.67582,190.57941,0.0,1.0,3.0,0.0,2.0,3.0,0.39389,"HSC_1340",120.08994
"HSC_1403","o",75.69317,24.30051,1.23129,-5.20402,2.02203,"hunt","none",29.21114,16.1218,-476.86267,12.53706,-88.64299,-15.23997,-11.10232,-7.58021,1.21498,0.03194,0.22585,3.30605,0.15325,0.56844,26.0,360.28517,413.50601,496.20102,2.0,3.0,5.0,2.0,4.0,6.0,0.98191,"HSC_1403",485.19353
"HSC_1438","o",60.26562,8.33913,24.0005,-23.56646,6.68961,"hunt","alphaPer",56.58493,15.3,-125.11098,-4.62987,-78.21536,-14.67563,-23.75981,-7.12774,0.12068,0.00447,0.07545,1.07412,0.14442,0.74787,25.0,65.9311,84.66205,103.53968,0.0,0.0,2.0,0.0,0.0,2.0,0.94209,"HSC_1438",147.62058
"HSC_1553","o",93.01274,13.98188,5.62976,-16.33001,4.62046,"hunt","alphaPer",38.49575,22.06818,-203.49947,-58.42785,-7.94892,-17.04856,-22.84968,-3.8178,0.18309,0.05257,0.00715,0.51558,0.16319,0.08748,55.0,264.78983,293.02279,369.49823,1.0,3.0,5.0,1.0,3.0,5.0,0.87585,"HSC_1553",211.87032
"HSC_1633","o",80.75313,-4.58072,1.84461,-1.0412,2.63438,"hunt","none",6.0005,21.37918,-310.56647,-156.56306,-138.63396,-17.9106,-12.90098,-5.62005,0.90476,0.45611,0.40388,4.9974,2.49187,2.0915,8.0,50.12575,65.01028,95.67161,0.0,0.0,0.0,0.0,1.0,2.0,0.32236,"HSC_1633",374.41007
"HSC_1640","o",67.13724,-12.15719,2.20623,-3.77643,4.31907,"hunt","none",16.61567,12.83993,-164.75942,-86.45908,-141.01179,-6.62753,-8.6406,-5.58624,0.21341,0.11199,0.18265,1.54123,0.73928,1.2769,27.0,94.53917,110.04671,138.50529,0.0,0.0,1.0,0.0,1.0,2.0,0.37902,"HSC_1640",233.46341
"HSC_1648","o",77.2748,-8.81563,1.73664,-2.97476,3.4934,"hunt","none",10.7914,14.46981,-223.92113,-125.12678,-129.14032,-10.22151,-10.57367,-6.68156,0.48775,0.27256,0.2813,2.8931,1.52053,1.43878,14.0,72.25427,88.4232,111.34361,0.0,0.0,1.0,0.0,1.0,2.0,0.20228,"HSC_1648",287.18393
"HSC_1677","o",100.15665,-0.68566,-3.83403,0.76408,1.74266,"hunt","none",60.24391,46.3565,-472.5273,-298.82933,-26.54282,-41.34342,-18.26529,-10.68338,2.40676,1.52205,0.13519,1.38176,0.8337,0.21797,6.0,80.23002,107.97748,167.21001,0.0,1.0,2.0,0.0,1.0,2.0,0.62813,"HSC_1677",559.71916
"HSC_1765","o",89.2608,-18.75181,-7.37595,8.29271,5.24717,"hunt","cr135",38.77257,16.68621,-127.71425,-124.51072,-65.50303,-18.25546,-4.06745,-9.28744,0.22125,0.2157,0.11347,1.76165,1.83854,0.91337,7.0,15.5147,24.4943,35.92697,0.0,0.0,1.0,0.0,0.0,1.0,0.56802,"HSC_1765",190.01183
"HSC_1766","o",85.95381,-20.14581,15.27845,-5.32289,8.94252,"hunt","alphaPer",31.84025,24.71455,-73.6604,-72.10359,-44.98864,-14.97262,-21.80524,-4.59911,0.09841,0.09633,0.06011,0.59964,0.53946,0.34848,12.0,12.49222,18.96029,36.6732,0.0,0.0,1.0,0.0,0.0,1.0,0.8011,"HSC_1766",112.46671
"HSC_1865","o",103.66326,-24.23355,-2.81948,3.5054,1.12217,"hunt","cr135",7.66665,36.64299,-485.65885,-695.66333,-151.49101,-35.75202,-19.29456,-10.72316,1.8249,2.61401,0.56924,1.05249,1.3761,0.3945,12.0,413.93115,486.60955,573.94474,0.0,1.0,3.0,3.0,5.0,8.0,0.17111,"HSC_1865",861.83613
"HSC_1894","o",103.26742,-26.97451,-2.90952,3.60377,1.21866,"hunt","cr135",20.88086,36.2222,-422.7554,-662.46657,-161.40398,-35.68689,-22.88549,-11.44026,2.45385,3.84524,0.93686,1.05883,1.43948,0.37046,6.0,86.90631,122.88086,187.50717,0.0,1.0,2.0,0.0,1.0,3.0,0.25378,"HSC_1894",802.26887
"HSC_1900","o",81.2027,-33.86333,29.06205,-0.12611,16.9933,"hunt","alphaPer",26.6725,24.19622,-26.24153,-41.51993,-30.44261,-12.67835,-21.57032,-5.69262,0.01502,0.02376,0.01742,0.40318,0.33423,0.28038,17.0,11.8449,17.29344,28.32545,0.0,0.0,0.0,0.0,0.0,0.0,0.71027,"HSC_1900",57.78646
"HSC_1902","o",109.82257,-24.97781,-3.17658,4.8378,1.31468,"hunt","m6",30.97388,40.37169,-383.53663,-620.09962,-69.39311,-38.85362,-22.69176,-5.68623,2.34501,3.79139,0.42428,2.57335,3.55107,0.49766,6.0,93.69844,124.76997,177.87802,0.0,1.0,3.0,0.0,1.0,3.0,0.5907,"HSC_1902",732.42016
"HSC_1913","o",106.26647,-27.79604,-3.13372,3.40243,1.18817,"hunt","cr135",11.71944,34.83864,-407.91052,-688.79333,-134.62966,-32.34974,-19.66708,-11.50966,2.07192,3.49862,0.68383,1.08434,1.80062,0.33473,7.0,105.14499,139.40745,179.89823,0.0,0.0,1.0,0.0,1.0,3.0,0.23321,"HSC_1913",811.75882
"HSC_1989","o",94.20173,-39.62914,4.42119,9.69188,5.77075,"hunt","alphaPer",18.56303,26.20386,-61.39571,-144.59789,-67.34503,-14.71882,-23.16439,-4.33808,0.05929,0.13965,0.06504,0.74505,1.81692,0.87415,14.0,21.33072,30.22522,40.37092,0.0,0.0,0.0,0.0,0.0,1.0,0.52465,"HSC_1989",170.91909
"HSC_2056","o",114.55435,-43.43647,-5.92711,5.85966,2.27711,"hunt","cr135",27.3482,12.45899,-98.73864,-414.83656,-79.15922,-18.75802,-7.9259,-7.43071,0.3003,1.26166,0.24075,0.33568,1.64336,0.40306,7.0,45.07991,66.43121,111.5587,0.0,0.0,1.0,0.0,1.0,2.0,0.63915,"HSC_2056",433.71059
"HSC_2068","o",126.66663,-39.0319,-8.48677,5.38091,5.85986,"hunt","alphaPer",26.34413,20.64566,-36.4488,-166.3093,-1.37772,-11.74828,-19.94354,-2.74979,0.05078,0.2317,0.00192,0.17285,0.39405,0.0625,5.0,12.20885,16.38961,25.28338,0.0,0.0,0.0,0.0,0.0,0.0,0.68696,"HSC_2068",170.26214
"HSC_2126","o",133.07108,-43.42653,-12.01062,9.82158,1.88834,"hunt","none",64.76944,15.36897,-53.93455,-517.90155,6.13984,-39.91994,-12.48401,-6.94195,0.1363,1.30883,0.01552,0.4667,2.18118,0.11347,18.0,166.89468,206.86712,282.29941,1.0,2.0,5.0,1.0,2.0,5.0,1.0,"HSC_2126",520.73856
"HSC_2139","o",128.38113,-47.51818,-7.86623,7.97385,5.30762,"hunt","alphaPer",11.54201,20.53835,-15.53646,-186.94943,-14.5477,-10.87432,-19.39501,-3.97129,0.01822,0.21925,0.01706,0.15277,0.81886,0.06384,5.0,34.31506,44.74976,64.92011,0.0,0.0,1.0,0.0,0.0,1.0,0.34578,"HSC_2139",188.15713
"HSC_2215","o",141.91805,-49.82982,-11.76937,4.34283,1.90882,"hunt","m6",57.5566,17.54502,26.08813,-520.37064,6.93771,-27.72187,-19.46711,-11.36059,0.04614,0.92038,0.01227,0.12586,0.81772,0.10386,40.0,307.07916,357.06111,457.78095,2.0,4.0,5.0,2.0,4.0,5.0,0.95202,"HSC_2215",521.07037
"HSC_2216","o",113.76252,-61.16116,-4.50072,9.16177,3.60216,"hunt","alphaPer",65.59031,21.08811,13.52782,-261.84925,-88.01644,-12.09822,-20.33399,-7.15124,0.04047,0.78333,0.2633,0.4152,1.90864,0.77602,5.0,12.53758,18.97657,65.24664,0.0,0.0,1.0,0.0,0.0,1.0,0.95569,"HSC_2216",276.57716
"HSC_2247","o",104.41226,-66.26147,-2.10021,7.64853,2.37677,"hunt","cr135",13.8223,8.00625,44.58383,-374.83398,-168.53824,-14.6886,-9.87635,-4.29231,0.13944,1.1723,0.52711,0.29162,0.93767,0.45668,8.0,38.96203,55.43435,96.99955,0.0,0.0,1.0,0.0,0.0,2.0,0.32201,"HSC_2247",413.39252
"HSC_2253","o",157.94145,-42.37906,-15.05738,-8.1356,5.51164,"hunt","none",69.67989,23.17881,21.87303,-173.92906,41.75888,-4.43472,-25.866,-7.64415,0.03329,0.26472,0.06356,0.66897,3.89309,0.83158,11.0,23.77121,34.7522,50.16818,0.0,0.0,1.0,0.0,0.0,1.0,0.91785,"HSC_2253",180.20419
"HSC_2270","o",142.62012,-58.51607,-16.71331,4.62509,2.64625,"hunt","m6",46.77858,14.35598,59.18589,-367.22688,-34.20699,-25.31558,-17.69655,-15.12803,0.18542,1.15048,0.10717,0.31625,1.73897,0.25514,9.0,22.22079,42.92573,92.37243,0.0,1.0,1.0,0.0,1.0,1.0,0.87108,"HSC_2270",373.53537
"HSC_2384","o",159.04868,-64.21205,-16.86503,1.63972,1.77565,"hunt","none",56.59991,-4.01325,177.37765,-519.0886,-48.94455,-40.52496,-8.34528,-18.22111,0.29358,0.85914,0.08101,0.2739,0.86136,0.1941,39.0,563.75034,635.6493,748.05102,5.0,7.0,10.0,5.0,7.0,10.0,1.0,"HSC_2384",550.73712
"HSC_2398","o",156.48549,-67.83936,-16.48512,2.4723,2.63771,"hunt","m6",28.42641,7.43838,125.90198,-348.73793,-57.01972,-23.61526,-15.41964,-12.34688,0.30826,0.85385,0.13961,0.73713,1.55135,0.24374,8.0,34.54952,50.50486,81.3342,0.0,0.0,1.0,0.0,0.0,1.0,0.58197,"HSC_2398",375.12758
"HSC_2442","o",165.23897,-70.57978,-21.83868,-1.35772,3.51985,"hunt","m6",26.14938,2.85018,112.19427,-252.7538,-47.08406,-23.34397,-14.33919,-12.86082,0.14463,0.32583,0.0607,0.56651,1.11057,0.22808,15.0,85.66139,105.88937,143.23744,0.0,1.0,2.0,0.0,1.0,2.0,0.52735,"HSC_2442",280.5155
"HSC_2462","o",173.71798,-67.62588,-18.73539,-0.59315,3.31257,"hunt","m6",39.71457,1.16109,129.50296,-268.79618,-30.47486,-22.22348,-15.41343,-6.07259,0.20681,0.42926,0.04867,0.44913,0.71686,0.12516,12.0,84.58687,108.46103,156.80512,0.0,1.0,2.0,0.0,1.0,2.0,0.82718,"HSC_2462",299.91852
"HSC_2468","o",182.22942,-51.54022,-35.2701,-11.96201,9.08393,"hunt","alphaPer",8.38829,12.62013,47.30686,-96.03471,20.37706,-9.16121,-20.25128,-6.92587,0.01585,0.03218,0.00683,0.26905,0.48359,0.09976,80.0,121.34075,144.12165,172.65002,0.0,0.0,1.0,0.0,1.0,2.0,0.34873,"HSC_2468",108.97628
"HSC_2505","o",185.021,-64.09667,-37.78858,-10.81101,9.35229,"hunt","alphaPer",6.99025,12.13905,52.13329,-92.08813,-2.64742,-9.92135,-19.64101,-7.89006,0.01866,0.03296,0.00095,0.42528,0.72018,0.04595,41.0,69.27675,87.53095,100.7365,0.0,0.0,1.0,0.0,1.0,2.0,0.3335,"HSC_2505",105.85421
"HSC_2523","o",187.53523,-72.94015,-39.78975,-10.53433,9.84821,"hunt","alphaPer",6.97488,13.73702,52.01891,-85.39727,-17.87268,-9.77539,-19.84965,-9.00376,0.03779,0.06203,0.01298,1.0383,1.66292,0.3489,10.0,14.04021,22.7346,31.20216,0.0,0.0,0.0,0.0,0.0,1.0,0.33327,"HSC_2523",101.57801
"HSC_2630","o",210.58689,-61.76822,-20.27288,-13.89874,5.52817,"hunt","alphaPer",7.53531,9.59894,118.66731,-135.48889,-0.13179,-8.4588,-19.98957,-7.50929,0.19242,0.2197,0.00021,2.35718,2.6117,0.10396,13.0,24.55522,33.2896,47.54921,0.0,0.0,0.0,0.0,0.0,1.0,0.32815,"HSC_2630",180.10882
"HSC_2636","o",204.88869,-44.48223,-25.97193,-19.41158,7.47198,"hunt","alphaPer",9.84037,7.69485,85.25373,-95.00356,40.36875,-7.22019,-19.59435,-6.0573,0.04257,0.04743,0.02016,0.64998,0.69462,0.29838,70.0,180.17128,209.76096,238.99379,0.0,1.0,1.0,1.0,2.0,4.0,0.36902,"HSC_2636",133.87872
"HSC_2687","o",225.20853,-54.44503,-7.6365,-8.73017,2.43276,"hunt","m6",36.82994,-7.71814,315.87367,-254.8686,26.93954,-17.2588,-11.78632,-8.79272,1.30064,1.04945,0.11093,2.32091,1.9432,0.15188,5.0,43.1046,59.93034,102.07797,0.0,0.0,2.0,0.0,0.0,2.0,0.67377,"HSC_2687",406.76764
"HSC_2733","o",228.06467,-44.52914,-20.66661,-21.89228,6.84887,"hunt","alphaPer",9.51023,5.72044,119.4686,-75.45145,28.63997,-4.45157,-21.01051,-4.05131,0.08248,0.05209,0.01977,1.38961,0.91142,0.35858,37.0,100.09251,115.78573,137.90163,0.0,0.0,1.0,0.0,1.0,2.0,0.36166,"HSC_2733",144.17322
"HSC_2769","o",242.6289,-47.29476,-0.40392,-5.77257,1.24079,"hunt","none",19.05515,-19.49972,705.16148,-341.36807,42.97554,-22.94238,-7.84772,-15.94329,6.23476,3.01824,0.37997,1.72205,0.93988,0.31012,6.0,73.9018,100.6455,146.23346,0.0,1.0,1.0,0.0,1.0,2.0,1.0,"HSC_2769",784.62206
"HSC_2816","o",240.13971,-38.43871,-17.6568,-27.55642,7.1916,"hunt","alphaPer",8.6324,2.13632,126.11248,-48.88922,26.09708,-4.22859,-20.77162,-5.05466,0.1165,0.04516,0.02411,1.67527,0.66166,0.35754,27.0,45.09976,57.52686,78.6795,0.0,0.0,1.0,0.0,0.0,1.0,0.34437,"HSC_2816",137.75185
"HSC_2907","o",244.77266,-24.45006,-10.67861,-21.70196,6.36135,"hunt","alphaPer",9.77661,-3.34691,145.43311,-20.80159,48.07903,-4.22048,-17.01504,-6.1651,0.08641,0.01236,0.02857,0.67002,0.12833,0.20707,105.0,225.31077,255.49703,295.78003,0.0,1.0,1.0,1.0,2.0,4.0,0.36831,"HSC_2907",154.58036
"HSC_2919","o",246.60165,-24.08485,-6.93225,-26.01842,7.21531,"hunt","alphaPer",27.13798,-6.72141,130.3301,-15.27789,40.43106,-5.84788,-15.18882,-9.61472,0.09881,0.01158,0.03065,0.51583,0.07233,0.20243,56.0,293.65,359.35446,455.4047,1.0,3.0,5.0,2.0,4.0,6.0,0.71958,"HSC_2919",137.30994
"HSC_2931","o",245.12747,-21.67283,-11.44386,-25.05645,7.44748,"hunt","alphaPer",6.28592,-3.31649,124.2448,-12.46457,44.80669,-3.25677,-16.62777,-5.94727,0.15923,0.01597,0.05742,1.24226,0.14227,0.45974,28.0,22.18578,32.89713,42.94092,0.0,0.0,0.0,0.0,0.0,1.0,0.32572,"HSC_2931",132.66415
"HSC_2986","o",285.31711,-36.8834,2.20863,-27.55646,6.69376,"hunt","alphaPer",7.13141,-2.67502,141.02967,-0.11351,-45.03579,-4.36697,-17.31043,-8.2999,0.08281,7e-05,0.02644,1.17202,0.07304,0.34457,53.0,143.01247,172.09946,206.393,0.0,0.0,1.0,0.0,1.0,3.0,0.32957,"HSC_2986",148.04594
"Haffner_13","o",115.13906,-30.0179,-6.1723,5.90973,1.78066,"hunt","m6",14.6286,32.57797,-233.3799,-499.52241,-35.48079,-33.37468,-20.48319,-8.61951,0.40575,0.86846,0.06169,0.3151,0.58071,0.07677,81.0,901.20955,1019.3608,1148.49241,3.0,5.0,8.0,7.0,10.0,14.0,0.31494,"Haffner_13",552.49226
"IC_1396","o",324.75302,57.49388,-2.33639,-4.57335,1.07832,"hunt","none",3.57086,-19.15428,-146.03285,891.88416,59.03465,25.10989,-18.25001,-9.6998,0.38301,2.33917,0.15483,0.86492,3.20347,0.50348,11.0,1092.53738,1251.64241,1412.42923,0.0,1.0,2.0,10.0,13.0,17.0,1.0,"IC_1396",905.6865
"IC_2391","o",130.26015,-53.0417,-24.79695,23.26722,6.6216,"hunt","m6",27.32915,14.33411,1.0811,-149.13548,-17.73906,-23.79113,-13.90671,-5.49287,0.00042,0.05861,0.00697,0.06903,0.36319,0.08562,82.0,201.55667,234.36407,272.66926,0.0,2.0,3.0,1.0,2.0,4.0,0.50495,"IC_2391",150.19066
"IC_2395","o",130.62044,-48.13422,-4.48722,3.37077,1.40357,"hunt","cr135",6.80169,21.47317,-40.55895,-693.13381,-43.77013,-19.39585,-21.789,-6.24717,0.07374,1.26017,0.07958,0.21648,2.40009,0.21463,22.0,730.66225,852.03107,977.44446,1.0,2.0,4.0,7.0,9.0,12.0,0.24711,"IC_2395",695.69773
"IC_2602","o",160.97308,-64.39324,-17.77502,10.66921,6.60033,"hunt","alphaPer",25.97417,16.71705,50.53519,-141.24347,-12.73605,-8.37371,-20.89277,-0.71032,0.01907,0.05331,0.00481,0.12794,0.34414,0.07265,118.0,395.55578,454.66008,512.25656,2.0,3.0,5.0,3.0,5.0,7.0,0.68833,"IC_2602 / The_Southern_Pleiades",150.55142
"IC_4665","o",266.53244,5.63474,-0.88091,-8.53239,2.86688,"hunt","alphaPer",32.69699,-14.187,282.71806,166.68458,100.85953,-3.69728,-17.61958,-9.05644,0.39404,0.23232,0.14057,0.69237,0.41597,0.24646,54.0,275.55888,325.81526,420.52881,2.0,3.0,4.0,2.0,3.0,5.0,0.39608,"IC_4665",343.34515
"LISC-III_3668","o",120.11187,-44.1892,-6.25094,7.33453,1.70239,"hunt","m6",28.72178,26.41146,-105.99564,-558.89814,-73.74953,-30.50359,-20.56208,-7.52686,0.14373,0.75785,0.1,0.22913,0.86889,0.14284,59.0,709.13115,800.5789,962.79503,4.0,6.0,10.0,5.0,9.0,13.0,0.59718,"LISC-III_3668",573.62113
"Mamajek_1","o",130.56421,-78.97288,-30.18625,26.75557,10.17815,"hunt","alphaPer",4.45873,15.99808,34.85485,-84.41185,-36.19183,-11.84678,-18.94689,-10.59626,0.02758,0.0668,0.02864,0.26184,0.65854,0.32395,11.0,10.97814,15.49883,24.59235,0.0,0.0,0.0,0.0,0.0,0.0,0.31467,"ETAC / Mamajek_1",98.23477
"Mamajek_3","o",81.55192,6.73644,9.71421,-32.73583,10.05161,"hunt","alphaPer",16.66329,16.92277,-92.58975,-27.81963,-26.85892,-11.05729,-19.31992,-8.54227,0.10341,0.03107,0.03,0.8393,0.30867,0.2522,11.0,11.80874,14.71596,24.95984,0.0,0.0,0.0,0.0,0.0,0.0,0.48175,"Mamajek_3",100.3404
"Melotte_20","o",51.33194,49.11866,22.91818,-25.46256,5.74094,"hunt","alphaPer",55.60381,-0.56655,-144.86943,93.64896,-19.3167,-13.7585,-23.93406,-6.70154,0.06016,0.03889,0.00802,0.34784,0.19592,0.05674,221.0,729.08705,813.65157,871.38774,6.0,8.0,11.0,6.0,8.0,11.0,0.90062,"Alpha_Per / Melotte_20",173.58115
"Melotte_186","o",270.31774,3.19264,0.60572,-8.81832,1.8123,"hunt","none",14.30006,-7.63705,456.90646,264.1814,118.09487,6.25707,-19.34597,-13.23621,1.01323,0.58584,0.26188,0.97423,0.57206,0.2836,31.0,529.08852,647.57209,762.88106,2.0,4.0,5.0,5.0,7.0,10.0,0.98174,"Melotte_186",540.83429
"NGC_1502","o",61.96098,62.32567,-0.65186,-0.89639,0.92578,"hunt","none",3.92009,-8.50349,-817.5726,601.06441,136.36928,9.387,-7.75027,-6.39526,2.36486,1.7386,0.39445,3.56743,2.58269,0.77632,10.0,1103.16681,1193.25264,1326.63057,0.0,1.0,2.0,10.0,13.0,16.0,1.0,"NGC_1502",1023.86521
"NGC_1980","o",83.80062,-5.92125,1.26451,0.47227,2.60023,"hunt","none",6.93721,26.79742,-310.06927,-175.46806,-127.14266,-22.49465,-12.97796,-6.68058,0.41593,0.23538,0.17055,0.14052,0.08119,0.0647,155.0,446.87431,484.07755,566.93993,0.0,1.0,2.0,3.0,5.0,8.0,0.279,"NGC_1980",378.28197
"NGC_2232","o",96.97754,-4.7717,-4.71677,-1.76993,3.11955,"hunt","none",13.27576,24.72716,-259.85841,-178.72346,-40.96947,-19.59583,-12.74074,-10.54243,0.36673,0.25223,0.05782,1.12455,0.49235,0.18006,37.0,212.52453,252.45587,306.14201,0.0,1.0,2.0,1.0,3.0,4.0,0.21019,"NGC_2232",318.03611
"NGC_2264","o",100.22707,9.87544,-1.61716,-3.64451,1.39221,"hunt","none",4.9514,20.84055,-644.4952,-272.86339,26.56867,-16.95646,-16.76333,-9.71412,2.1919,0.928,0.09036,0.82737,0.40745,0.16265,13.0,471.27697,530.21657,614.34098,0.0,1.0,2.0,3.0,6.0,7.0,1.0,"NGC_2264",700.3816
"NGC_2547","o",122.53348,-49.19467,-8.5678,4.33056,2.57428,"hunt","cr135",21.70804,11.86348,-36.59304,-376.31935,-57.10654,-15.97671,-8.76761,-10.78638,0.0344,0.35373,0.05368,0.07875,0.46563,0.08116,98.0,668.56895,742.8224,835.11026,3.0,4.0,7.0,5.0,8.0,10.0,0.56023,"NGC_2547",382.38261
"NGC_3228","o",155.27783,-51.84506,-14.8555,-0.59461,2.0727,"hunt","m6",30.3491,12.93327,88.54638,-467.38731,36.81918,-24.64296,-20.01457,-18.52149,0.18456,0.97421,0.07674,0.26555,1.15325,0.14739,48.0,203.38596,270.26604,362.83842,1.0,2.0,4.0,1.0,3.0,4.0,0.59151,"NGC_3228",477.12369
"NGC_6178","o",248.92936,-45.65054,0.51094,-3.27016,1.09537,"hunt","none",7.83702,-7.08828,816.41353,-323.37801,18.6139,-9.93889,-5.60762,-11.22701,3.58132,1.41855,0.08165,1.60643,0.68738,0.37105,6.0,518.09786,582.64577,679.10304,0.0,1.0,3.0,4.0,6.0,8.0,0.99973,"NGC_6178",878.32276
"NGC_6405","o",265.06725,-32.22806,-1.36839,-5.84711,2.17692,"hunt","m6",52.41703,-10.64838,451.033,-26.8399,-5.92875,-11.50353,-11.70112,-4.2416,0.54848,0.03264,0.00721,0.44233,0.06547,0.06109,185.0,1740.50173,1825.68433,2060.73856,16.0,19.0,22.0,16.0,19.0,22.0,0.65627,"Messier_6 / NGC_6405",451.86978
"NGC_7039","o",317.6527,45.58246,-0.23973,-2.62635,1.31799,"hunt","none",6.68269,-9.62777,28.08424,741.73525,-22.08409,6.95003,-10.04065,-5.45852,0.0951,2.51164,0.07478,0.19322,1.74671,0.14798,10.0,219.48814,266.13689,351.26798,0.0,0.0,1.0,1.0,3.0,5.0,1.0,"NGC_7039",742.59519
