"Name","Type","RA_ICRS","DE_ICRS","pmRA","pmDE","Plx","dataSource","Family","Age","RVcomb","Xhelio","Yhelio","Zhelio","U","V","W","e_Xhelio","e_Yhelio","e_Zhelio","e_U","e_V","e_W","nRVcomb","Mass16","Mass50","Mass84","nSNe16","nSNe50","nSNe84","nsg8M16","nsg8M50","nsg8M84","Weightsc","NameBoth","dist"
"NGC_7058","o",320.40859,50.83012,7.42878,2.80493,2.73689,"hunt","none",69.73017,-19.26419,-18.22185,362.32952,3.96362,-11.59133,-19.96808,-6.03452,0.01993,0.39625,0.00433,0.06168,0.74545,0.06777,69.0,449.86802,522.2143,582.42088,3.0,5.0,7.0,3.0,5.0,7.0,0.69473,"NGC_7058",362.80908
"NGC_2451A","o",115.97067,-38.24075,-20.98716,15.32721,5.1957,"hunt","m6",26.06167,23.41788,-56.71804,-179.89451,-23.50837,-27.01867,-14.27577,-12.76659,0.02904,0.09212,0.01204,0.20497,0.56669,0.08854,59.0,245.68352,286.51031,320.08732,1.0,2.0,4.0,1.0,3.0,4.0,0.5166,"NGC_2451A",190.08318
"NGC_2451B","o",116.17612,-37.94207,-9.4003,4.74441,2.67579,"hunt","cr135",27.55401,15.00816,-110.84616,-347.69491,-43.62786,-18.79375,-8.41722,-12.00228,0.08978,0.28161,0.03534,0.15814,0.4463,0.07598,106.0,596.44215,669.98583,761.61012,3.0,6.0,7.0,4.0,7.0,9.0,0.64849,"NGC_2451B",367.53505
"OC_0185","o",332.74136,63.39594,-1.301,-2.48608,1.0768,"hunt","none",6.44343,-20.50933,-250.20482,868.68328,93.53812,17.69415,-15.39331,-7.73666,0.59463,2.06449,0.2223,0.76605,2.56275,0.44688,7.0,772.59471,899.71047,1022.18881,0.0,1.0,3.0,6.0,9.0,13.0,1.0,"OC_0185",908.82478
"OC_0279","o",58.54705,31.92304,6.3001,-9.79729,3.52703,"hunt","none",16.97948,14.25898,-256.11543,81.87927,-80.42923,-17.63232,-10.61586,-8.6057,0.42686,0.13647,0.13405,1.27631,0.39386,0.3806,29.0,132.75128,155.43599,208.5542,0.0,1.0,2.0,0.0,2.0,3.0,0.67444,"OC_0279",280.65671
"OC_0280","o",60.52099,32.1781,3.62788,-5.25942,2.70345,"hunt","none",7.762,19.81638,-340.07932,101.5182,-97.34291,-20.43683,-5.40319,-7.33698,0.92122,0.275,0.26369,1.98965,0.58167,0.58016,13.0,79.44931,89.42172,126.32906,0.0,0.0,1.0,0.0,1.0,2.0,0.67927,"OC_0280",368.01567
"OC_0322","o",79.41769,7.16412,2.29105,-3.666,2.54952,"hunt","none",5.34431,9.53546,-356.28245,-96.83766,-113.74459,-8.72831,-11.37859,-3.22818,1.57167,0.42718,0.50176,3.81717,0.88351,1.25872,5.0,49.98178,68.4192,90.66104,0.0,0.0,0.0,0.0,0.0,1.0,0.8477,"OC_0322",386.33218
"OC_0343","o",97.63165,4.3573,-1.75863,-4.71421,1.52367,"hunt","none",30.79394,11.3032,-573.4463,-287.97376,-29.68707,-5.06834,-13.90279,-11.88105,2.08736,1.04823,0.10806,1.14864,0.60014,0.17865,12.0,227.89448,299.22005,372.01046,1.0,2.0,4.0,2.0,3.0,5.0,1.0,"OC_0343",642.37907
"OC_0367","o",89.45101,-14.11431,-1.86748,1.52014,1.4884,"hunt","none",6.61199,25.1754,-474.80646,-396.31341,-202.6291,-20.80057,-9.70982,-10.87796,1.63503,1.36474,0.69777,2.42497,2.18704,1.09072,11.0,240.28519,299.0237,393.88321,0.0,0.0,2.0,1.0,3.0,5.0,0.99997,"OC_0367",650.81798
"OC_0395","o",104.36894,-21.3534,-3.46823,3.25483,1.22219,"hunt","cr135",15.14941,35.58403,-477.01736,-626.97064,-114.79971,-34.90829,-17.68955,-11.82249,1.75274,2.30373,0.42182,0.90674,1.14243,0.24184,20.0,365.33121,460.95549,568.97668,0.0,2.0,4.0,3.0,5.0,8.0,0.29449,"OC_0395",796.12606
"OC_0401","o",104.68584,-23.32589,-3.06947,3.39494,1.18496,"hunt","cr135",13.76566,35.24845,-464.96097,-655.69898,-125.70424,-34.45723,-18.30702,-10.38985,2.23744,3.1553,0.6049,0.77695,1.17824,0.24336,13.0,144.2072,197.34552,266.92168,0.0,1.0,2.0,1.0,2.0,3.0,0.26703,"OC_0401",813.59167
"OC_0407","o",107.37016,-25.20082,-4.99231,3.63519,1.62194,"hunt","cr135",25.00597,24.66109,-322.62913,-505.43234,-79.125,-26.86703,-12.25138,-11.81944,1.1833,1.85376,0.2902,1.5146,2.398,0.41857,14.0,125.10312,155.45065,201.73138,0.0,1.0,2.0,1.0,2.0,3.0,0.48475,"OC_0407",604.82409
"OC_0450","o",118.1378,-42.43187,-11.39781,4.65864,3.05137,"hunt","cr135",21.74985,12.03209,-72.14642,-312.46864,-43.54949,-16.69647,-7.60466,-13.12799,0.05976,0.25881,0.03607,0.13275,0.7268,0.08903,68.0,306.63138,371.18178,416.3696,1.0,3.0,4.0,1.0,4.0,6.0,0.55819,"OC_0450",323.633
"OC_0470","o",117.37501,-46.36827,-4.68403,8.97455,2.54002,"hunt","gamma_velorum",7.00776,17.97447,-65.22339,-377.50355,-68.54012,-21.28786,-15.18794,-2.97397,0.06885,0.39852,0.07236,0.32919,1.6762,0.3218,29.0,316.50683,380.86984,455.9984,0.0,1.0,2.0,2.0,4.0,6.0,0.30114,"OC_0470",389.17961
"OC_0479","o",119.55156,-49.19828,-5.3875,8.23703,2.47216,"hunt","gamma_velorum",7.16036,19.65764,-44.92183,-390.13787,-71.091,-21.13014,-17.35717,-4.84194,0.104,0.90319,0.16458,0.27857,1.54065,0.21692,7.0,72.62238,89.68408,115.20345,0.0,0.0,1.0,0.0,1.0,2.0,0.29865,"OC_0479",399.0983
"OC_0666","o",242.19099,-39.08487,-9.86569,-23.49565,6.27674,"hunt","alphaPer",6.02159,-1.60866,145.44672,-54.18912,25.59589,-7.39083,-16.40501,-8.17023,0.19455,0.07248,0.03424,1.03987,0.45527,0.26555,10.0,66.42476,84.33378,108.01471,0.0,0.0,0.0,0.0,1.0,2.0,0.30723,"OC_0666",157.30976
"OCSN_10","o",276.08939,15.6897,-1.58557,-7.29133,2.69287,"hunt","alphaPer",54.54966,-16.00338,257.84581,249.96111,82.66305,-1.35162,-20.05311,-6.35663,0.47165,0.45723,0.15121,0.52556,0.55273,0.15952,29.0,180.78471,211.30196,274.7166,1.0,2.0,3.0,1.0,2.0,3.0,0.69,"OCSN_10",368.50807
"OCSN_24","o",314.77218,48.76105,13.33926,2.83195,6.31279,"hunt","alphaPer",55.61895,-23.77704,3.04615,156.56743,5.13126,-8.91915,-22.8947,-7.08274,0.00273,0.14056,0.00461,0.05845,0.59279,0.13061,10.0,36.70279,46.54942,66.22357,0.0,0.0,1.0,0.0,0.0,1.0,0.88372,"OCSN_24",156.6811
"OCSN_27","o",321.60721,47.63254,3.2572,-2.5057,2.40723,"hunt","none",14.89747,-15.06982,-8.63932,412.70029,-15.89568,-0.7511,-13.46992,-7.65291,0.01399,0.66818,0.02574,0.11247,2.67108,0.10199,20.0,157.29836,193.28847,245.18832,0.0,1.0,2.0,0.0,2.0,3.0,0.99914,"OCSN_27",413.09665
"OCSN_28","o",324.41903,50.89109,3.8807,-2.12111,2.28028,"hunt","none",18.06267,-13.53416,-36.31695,435.94003,-8.14352,-2.28605,-13.8056,-8.56719,0.07582,0.91008,0.017,0.3194,3.01046,0.07534,20.0,124.01884,170.37843,222.76469,0.0,1.0,2.0,0.0,2.0,3.0,0.98932,"OCSN_28",437.52594
"OCSN_32","o",340.36751,40.21034,-2.0615,-5.24502,2.31805,"hunt","none",8.52483,-16.84793,-54.34686,404.99637,-118.67234,11.31946,-15.66234,-2.41429,0.1565,1.16622,0.34173,0.23166,1.09635,0.35789,8.0,71.55075,90.18141,139.24605,0.0,0.0,1.0,0.0,1.0,2.0,1.0,"OCSN_32",425.51001
"OCSN_40","o",358.85784,56.48449,7.9219,-3.12563,2.4635,"hunt","none",9.35137,-11.31982,-170.55425,362.14793,-38.86983,-7.51825,-16.72426,-8.27044,0.32375,0.68744,0.07378,0.68231,1.52774,0.16937,21.0,158.32946,194.37322,264.0352,0.0,0.0,1.0,0.0,2.0,4.0,0.9935,"OCSN_40",402.18247
"OCSN_54","o",77.62209,17.43095,0.63165,-5.44838,2.26697,"hunt","none",35.47896,12.49383,-419.61693,-38.80835,-97.51495,-9.97696,-10.79287,-8.10137,1.63035,0.15078,0.37888,4.0055,0.36791,0.91502,10.0,66.88358,94.76006,132.05425,0.0,1.0,2.0,0.0,1.0,2.0,1.0,"OCSN_54",432.5432
"OCSN_59","o",76.84404,-3.33568,1.19715,-0.85936,2.58413,"hunt","none",5.86627,19.59223,-317.30216,-138.44169,-158.47472,-18.27559,-10.65131,-7.32946,1.04794,0.45723,0.52339,2.45862,1.10267,1.08552,9.0,63.33602,80.83429,135.33444,0.0,0.0,0.0,0.0,1.0,2.0,0.30453,"OCSN_59",380.73744
"OCSN_61","o",84.08365,-0.40217,-1.04468,-0.63025,2.59027,"hunt","none",11.7197,31.64553,-328.92013,-149.82751,-109.3793,-26.99724,-12.48707,-11.27979,0.76789,0.34978,0.25535,0.99307,0.46433,0.33207,32.0,94.99255,116.0889,155.93641,0.0,0.0,1.0,0.0,1.0,2.0,0.20047,"OCSN_61",377.6249
"OCSN_64","o",78.46737,-4.84942,0.33837,5.17543,3.07061,"hunt","cr135",20.98343,25.76923,-266.67804,-129.32651,-131.19776,-26.21713,-5.27134,-5.53117,0.78595,0.38115,0.38666,2.37655,1.13575,1.09765,11.0,60.13735,89.21572,133.32551,0.0,0.0,1.0,0.0,1.0,2.0,0.39995,"OCSN_64",324.12247
"OCSN_65","o",83.76421,-2.15506,-1.25774,0.92965,2.36485,"hunt","cr135",13.09222,29.53861,-356.40959,-173.46894,-128.3663,-25.73191,-9.43346,-9.56591,1.32911,0.64689,0.4787,1.1106,0.49361,0.47006,15.0,58.47991,79.29091,115.70883,0.0,0.0,1.0,0.0,1.0,2.0,0.25071,"OCSN_65",416.64995
"OCSN_76","o",99.63809,-16.76476,-4.29529,5.01656,2.1618,"hunt","cr135",37.00732,25.74126,-307.5303,-325.00907,-81.60075,-26.15737,-8.79884,-8.00523,0.80452,0.85025,0.21347,1.05047,1.16714,0.26966,24.0,162.44869,198.78224,245.16398,1.0,2.0,3.0,1.0,2.0,3.0,0.65939,"OCSN_76",454.82355
"OCSN_82","o",108.53136,-35.06059,-5.44023,6.4569,2.42163,"hunt","cr135",23.56181,17.44702,-158.12934,-370.19394,-77.87778,-21.60054,-9.09517,-7.49018,0.26232,0.61411,0.12919,0.39299,0.84255,0.18694,26.0,162.41713,199.48777,237.45661,0.0,1.0,2.0,1.0,2.0,3.0,0.59129,"OCSN_82",410.01633
"OCSN_89","o",186.45012,-65.88347,-13.75103,-2.68489,2.4097,"hunt","m6",37.29649,0.9547,207.78295,-355.38262,-22.59876,-22.09992,-12.78993,-7.30391,0.30265,0.51764,0.03292,1.19953,1.76358,0.20793,24.0,261.67776,323.50526,398.31687,2.0,4.0,6.0,2.0,4.0,7.0,0.64626,"OCSN_89",412.28784
"OCSN_92","o",231.55516,-36.06206,-20.49808,-24.57593,7.24564,"hunt","alphaPer",9.23704,2.43216,119.57058,-56.15648,40.49637,-4.97057,-20.06277,-4.3008,0.0956,0.0449,0.03238,0.74606,0.34514,0.24982,37.0,71.06419,85.27618,103.53968,0.0,0.0,1.0,0.0,1.0,2.0,0.3604,"OCSN_92",138.16885
"OCSN_96","o",240.42965,-22.70921,-11.54068,-23.88757,7.06489,"hunt","alphaPer",4.68824,-6.02913,128.31192,-21.99311,53.13289,-5.97679,-16.03772,-7.51431,0.07529,0.01291,0.03118,0.30992,0.06754,0.17322,129.0,133.77278,164.87314,184.51849,0.0,0.0,0.0,0.0,1.0,3.0,0.31611,"OCSN_96",140.6085
"OCSN_98","o",241.30084,-19.74287,-9.98646,-21.69771,6.5643,"hunt","alphaPer",4.45288,-4.01247,137.62272,-16.40726,60.78972,-3.36607,-16.0264,-6.59883,0.15982,0.01905,0.0706,0.33814,0.10873,0.15749,37.0,45.12623,53.69026,65.67065,0.0,0.0,0.0,0.0,0.0,1.0,0.31473,"OCSN_98",151.34267
"OCSN_100","o",242.72133,-19.38334,-8.6407,-24.32894,7.1934,"hunt","alphaPer",3.6162,-6.80301,126.20835,-12.1977,53.68064,-5.18167,-15.20542,-8.76027,0.1323,0.01279,0.05627,0.35401,0.07441,0.10877,46.0,41.85568,50.48025,60.15368,0.0,0.0,0.0,0.0,0.0,1.0,0.31085,"OCSN_100",137.69147
"Platais_6","o",94.89598,5.30128,-1.0957,-12.67898,4.40685,"hunt","alphaPer",48.38479,27.36724,-203.55036,-93.019,-18.10687,-18.13541,-22.19389,-10.11978,0.38778,0.17721,0.0345,3.22187,1.80618,0.35462,11.0,36.408,48.22173,81.7078,0.0,0.0,1.0,0.0,0.0,1.0,0.82131,"Platais_6",224.52871
"Platais_8","o",136.89484,-59.30882,-16.23795,13.74262,7.42674,"hunt","alphaPer",31.2137,20.93333,17.61755,-131.14052,-18.41779,-11.1616,-22.20709,-4.07207,0.00666,0.04956,0.00696,0.13853,1.10605,0.15649,59.0,153.08565,183.39384,211.63219,0.0,2.0,3.0,1.0,2.0,4.0,0.79064,"Platais_8",133.59426
"Platais_9","o",138.32069,-43.55757,-24.55924,13.30087,5.44785,"hunt","m6",36.80873,16.185,-10.70654,-184.61467,11.10865,-23.84972,-15.75714,-6.06854,0.00701,0.12093,0.00728,0.12253,0.41607,0.10818,59.0,195.02558,225.00471,256.924,1.0,2.0,3.0,1.0,2.0,3.0,0.69763,"Platais_9",185.25823
"Pozzo_1","o",122.37463,-47.35367,-6.36394,9.43674,2.84672,"hunt","gamma_velorum",9.36408,15.6586,-43.00048,-341.05678,-46.47644,-20.89366,-14.78165,-2.9122,0.04133,0.32782,0.04467,0.2042,1.51799,0.19872,42.0,378.60691,435.88707,523.79312,0.0,2.0,3.0,3.0,5.0,7.0,0.26082,"Pozzo_1",346.88446
"RSG_5","o",303.9087,45.73802,3.64509,1.59693,2.96653,"hunt","none",22.86301,-7.09984,46.04369,328.50009,34.50202,-6.22071,-6.00644,-4.28195,0.05813,0.41474,0.04356,0.11577,0.87869,0.09921,31.0,108.85389,136.25493,173.19534,0.0,1.0,2.0,0.0,1.0,3.0,0.47362,"RSG_5",333.5007
"RSG_8","o",345.45296,59.50879,5.66373,-1.7157,2.05702,"hunt","none",13.58761,-7.41959,-160.10154,454.00648,-3.84,-6.98175,-10.91025,-8.77229,0.34025,0.96486,0.00816,0.72252,2.12285,0.07501,16.0,178.97278,235.13967,284.35227,0.0,1.0,2.0,1.0,3.0,4.0,0.99154,"RSG_8",481.42407
"Sigma_Orionis","o",84.70986,-2.60976,1.47999,-0.60965,2.49978,"hunt","none",3.73219,30.50288,-337.39625,-170.70212,-117.91525,-25.57471,-15.69074,-6.72208,0.6565,0.33215,0.22944,0.43968,0.28647,0.22754,40.0,225.21451,249.93179,321.62137,0.0,0.0,0.0,1.0,3.0,5.0,0.26984,"Sigma_Orionis",396.08011
"Stephenson_1","o",283.57834,36.88066,1.12089,-3.01778,2.7979,"hunt","alphaPer",26.63133,-18.47996,134.22725,314.58834,93.89381,-2.81528,-16.64292,-8.21316,0.13583,0.31835,0.09502,0.19821,0.45718,0.14803,51.0,280.03961,338.17268,419.32703,1.0,2.0,4.0,2.0,3.0,6.0,0.50057,"Delta_Lyrae_cluster / Stephenson_1",354.6813
"Stock_7","o",37.42436,60.65512,-3.53334,0.42885,1.46093,"hunt","none",56.33264,-8.78152,-470.51524,475.68113,0.53386,14.51985,2.11205,-2.91621,1.08932,1.10128,0.00124,1.01544,0.94347,0.09494,31.0,687.22562,784.66297,909.51235,5.0,8.0,10.0,5.0,8.0,10.0,1.0,"Stock_7",669.07206
"Teutsch_38","o",131.74483,-37.85376,-8.47938,3.65749,1.49554,"hunt","m6",19.9053,27.06224,-121.44001,-630.46898,38.36034,-30.23919,-22.28446,-11.99256,0.28529,1.4811,0.09012,0.28228,1.25784,0.17604,24.0,380.32346,459.19195,573.03088,1.0,3.0,5.0,2.0,5.0,7.0,0.34504,"Teutsch_38",643.20318
"Teutsch_39","o",339.12387,37.77104,-1.60004,-6.12203,2.01136,"hunt","none",14.50603,-12.7451,-44.61018,465.37573,-150.12867,12.2917,-14.29431,-5.98754,0.17336,1.80851,0.58342,0.11483,1.12233,0.39665,9.0,80.89458,106.60764,155.30902,0.0,0.0,1.0,0.0,1.0,2.0,1.0,"Teutsch_39",491.02266
"Teutsch_179","o",276.6244,26.40809,0.53739,-5.34005,2.89703,"hunt","alphaPer",30.81765,-19.35043,189.98376,266.09352,98.84235,-3.40731,-18.22793,-9.50984,0.29512,0.41335,0.15354,0.50608,0.62015,0.22675,27.0,129.27759,168.15944,239.82828,1.0,2.0,3.0,1.0,2.0,3.0,0.56149,"Teutsch_179",341.56902
"Teutsch_181","o",333.21309,54.00758,4.11564,-0.93683,1.91892,"hunt","none",15.65221,-12.76341,-97.45733,506.25895,-17.43299,-5.44605,-9.6091,-6.84783,0.32003,1.66243,0.05725,0.42593,1.75874,0.18072,8.0,82.1617,101.3204,167.21001,0.0,0.0,1.0,0.0,1.0,2.0,0.96802,"Teutsch_181",515.84878
"Teutsch_312","o",315.43687,29.65145,0.9937,-4.74459,1.15743,"hunt","none",28.8093,-10.24432,217.9466,795.80213,-160.43519,7.96248,-16.54427,-12.93529,1.15576,4.22009,0.85078,0.75273,2.65991,0.79111,13.0,203.7496,248.53987,333.59318,1.0,2.0,4.0,1.0,3.0,5.0,0.97489,"Teutsch_312",840.56005
"Theia_13","o",83.13243,-1.75277,0.10401,-0.22184,2.40969,"hunt","none",6.43795,30.5951,-351.0045,-165.67427,-128.46474,-26.12472,-13.01119,-9.4628,0.66339,0.31312,0.24279,1.10192,0.51419,0.41307,47.0,234.02885,274.84402,360.28187,0.0,0.0,1.0,1.0,3.0,5.0,0.25989,"Theia_13",408.84632
"Theia_23","o",277.93826,-3.92511,2.0677,-9.00137,2.601,"hunt","alphaPer",21.42772,-8.0025,334.75208,171.96515,16.93585,0.11717,-14.31816,-11.09453,0.7789,0.40013,0.03941,1.16072,0.65478,0.09826,8.0,281.3528,326.64427,410.60952,1.0,2.0,4.0,2.0,4.0,5.0,0.35611,"Theia_23",376.71977
"Theia_35","o",107.59732,-19.41427,-8.06155,3.70158,2.377,"hunt","cr135",30.05866,23.23283,-246.71884,-319.80531,-33.32945,-24.03681,-8.4784,-12.4277,0.51522,0.66785,0.0696,1.00914,1.19436,0.17787,26.0,127.84586,155.05252,220.09882,0.0,1.0,3.0,0.0,1.0,3.0,0.64229,"Theia_35",405.28567
"Theia_38","o",291.74519,21.11656,1.18089,-6.10106,1.98072,"hunt","alphaPer",5.7778,-10.1537,281.13566,411.73178,17.97759,4.58736,-13.84211,-9.32796,0.33508,0.49073,0.02143,0.62059,0.90193,0.19239,94.0,1116.13021,1200.97433,1351.84574,1.0,2.0,4.0,10.0,12.0,16.0,0.52443,"Theia_38",498.88227
"Theia_54","o",73.99936,30.41624,4.40339,-25.13269,6.35652,"hunt","alphaPer",4.09763,15.38712,-152.70815,19.73134,-21.70726,-16.02871,-15.46484,-10.46239,0.22434,0.02899,0.03189,1.111,0.16401,0.15244,12.0,21.61809,30.19414,38.53893,0.0,0.0,0.0,0.0,0.0,1.0,0.2943,"Theia_54",155.5002
"Theia_58","o",120.21633,-30.74984,-8.81622,5.5197,2.03809,"hunt","m6",23.59673,28.02668,-182.82187,-448.40707,-2.40417,-30.79851,-17.30942,-11.04688,0.28082,0.68877,0.00369,0.27418,0.66633,0.07791,53.0,329.91263,380.72126,481.07655,1.0,3.0,4.0,2.0,4.0,6.0,0.40702,"Theia_58",484.25046
"Theia_65","o",84.2586,23.51631,6.16481,-37.62581,9.26344,"hunt","alphaPer",9.33546,13.65254,-107.14026,-6.72592,-8.43834,-12.12159,-18.68701,-8.62662,0.10116,0.00635,0.00797,3.0011,0.15309,0.26998,14.0,20.48388,29.59454,40.95183,0.0,0.0,0.0,0.0,0.0,1.0,0.36208,"Theia_65",107.6823
"Theia_66","o",68.14395,18.10314,12.20182,-18.93204,6.87966,"hunt","alphaPer",6.2217,18.78765,-135.05757,2.08685,-48.84624,-17.39728,-15.18698,-8.12061,0.18781,0.0029,0.06793,1.40828,0.17793,0.42656,16.0,23.95328,34.7522,49.37254,0.0,0.0,0.0,0.0,0.0,1.0,0.31769,"Theia_66",143.63445
"Theia_67","o",260.33573,-25.05903,-4.6682,-21.78088,6.75282,"hunt","alphaPer",11.69465,-3.40163,145.52167,0.83712,16.95115,-2.19471,-14.34646,-6.27004,0.17714,0.00102,0.02063,1.6997,0.07175,0.22833,13.0,25.4698,39.53814,58.09687,0.0,0.0,1.0,0.0,0.0,1.0,0.37824,"Theia_67",146.50802
"Theia_69","o",102.28224,-15.09565,0.11913,-5.38339,5.87523,"hunt","alphaPer",15.69684,21.02385,-116.8251,-121.75043,-21.67495,-12.53792,-18.84392,-4.53828,0.19239,0.2005,0.03569,0.81124,0.83695,0.2153,8.0,20.58797,27.62242,35.66067,0.0,0.0,0.0,0.0,0.0,1.0,0.41037,"Theia_69",170.12077
"Theia_70","o",257.11682,-18.20907,-5.64481,-11.39008,4.76394,"hunt","none",15.97403,-15.92567,203.14076,15.43885,46.97932,-13.17493,-13.54917,-5.9296,0.34797,0.02645,0.08047,4.06553,0.35565,0.91502,10.0,47.66492,62.12887,98.89074,0.0,0.0,1.0,0.0,1.0,2.0,0.92016,"Theia_70",209.07315
"Theia_72","o",101.70236,-9.78555,-0.98883,-4.29692,3.45486,"hunt","alphaPer",27.27395,28.71139,-210.08122,-183.54998,-26.68219,-18.06334,-22.28427,-6.43288,0.3721,0.32511,0.04726,1.89135,1.64738,0.23338,15.0,94.92634,120.46192,156.4644,0.0,1.0,2.0,0.0,1.0,2.0,0.67767,"Theia_72",280.24391
"Theia_85","o",57.68437,60.20207,-3.05778,-0.49666,1.58303,"hunt","none",58.05049,-22.24485,-496.31241,367.10434,50.79589,20.87371,-8.13516,-8.94517,1.71896,1.27146,0.17593,1.47098,1.11256,0.15746,12.0,135.67245,178.25951,238.21429,0.0,2.0,3.0,0.0,2.0,3.0,1.0,"Theia_85",619.41248
"Theia_96","o",305.28681,48.9247,3.02966,1.96524,2.84569,"hunt","none",21.7823,-7.70438,28.89215,344.82587,42.05505,-6.03764,-6.18563,-3.15068,0.04228,0.50461,0.06154,0.11348,1.00252,0.11493,27.0,141.94441,177.60643,206.64641,0.0,1.0,2.0,1.0,2.0,3.0,0.44123,"Theia_96",348.58036
"Theia_100","o",346.8876,46.06794,-0.82571,-3.1428,2.06551,"hunt","none",15.63259,-13.61527,-118.08307,448.37159,-107.93945,8.40247,-13.59738,-2.34186,0.308,1.1695,0.28154,0.25262,0.83156,0.23375,18.0,157.48449,195.19939,231.25665,0.0,1.0,2.0,1.0,2.0,4.0,1.0,"Theia_100",476.05842
"Theia_105","o",139.5408,-45.84655,-9.22537,0.06164,1.91643,"hunt","cr135",20.89157,13.89565,-9.49512,-510.38716,22.0618,-16.35182,-12.85948,-15.06776,0.02752,1.47922,0.06394,0.12534,1.42033,0.18504,14.0,65.02766,89.46483,147.37271,0.0,1.0,1.0,0.0,1.0,2.0,0.43574,"Theia_105",510.95199
"Theia_110","o",130.88214,-47.22909,-9.62756,9.0395,1.46986,"hunt","none",52.80358,18.81244,-45.63071,-660.08599,-33.64518,-42.88491,-16.88324,-8.12818,0.13606,1.96825,0.10032,0.4017,2.92904,0.28182,15.0,182.43188,223.86639,269.63471,1.0,2.0,3.0,1.0,2.0,3.0,1.0,"Theia_110",662.51616
"Theia_167","o",332.02239,49.19213,4.81281,0.26086,2.93153,"hunt","none",51.31157,-5.49501,-44.07645,334.35309,-32.15234,-5.5144,-7.00575,-3.39201,0.09225,0.69979,0.06729,0.25109,1.24185,0.19705,17.0,38.68844,53.80564,90.65468,0.0,0.0,2.0,0.0,0.0,2.0,0.75912,"Theia_167",338.77499
"Theia_227","o",272.09037,-16.47281,0.01866,-3.97928,2.10824,"hunt","m6",31.7511,-12.32511,456.93551,108.914,14.17896,-10.27415,-10.16199,-4.76419,1.48272,0.35342,0.04601,0.70466,0.27882,0.33802,6.0,155.32465,201.03594,280.15827,1.0,2.0,3.0,1.0,3.0,3.0,0.34562,"Theia_227",469.95038
"Theia_232","o",16.86129,50.35142,15.35535,-7.1077,3.06648,"hunt","alphaPer",44.52214,-9.75464,-182.68138,255.67961,-69.31407,-13.47429,-22.58195,-7.17063,0.36435,0.50993,0.13824,0.69609,1.06755,0.2383,29.0,137.23562,172.87695,229.09085,1.0,2.0,3.0,1.0,2.0,3.0,0.53515,"Theia_232",321.79029
"Theia_333","o",292.99213,26.86307,0.89638,-5.63722,1.55923,"hunt","alphaPer",44.2461,-14.16318,298.75927,545.14486,41.34539,4.99363,-16.88376,-11.51815,1.18828,2.16825,0.16445,2.64728,4.95864,0.44982,6.0,127.19652,175.73578,241.23518,0.0,2.0,3.0,0.0,2.0,3.0,0.73133,"Theia_333",623.01642
"Theia_399","o",93.67122,17.39762,-0.45101,-4.55893,1.66885,"hunt","none",26.90306,17.13925,-576.57277,-136.54733,0.43177,-13.50278,-14.41761,-7.33755,3.24822,0.76926,0.00243,2.99921,0.25085,0.27117,5.0,91.48468,137.58591,208.15055,0.0,1.0,3.0,0.0,1.0,3.0,1.0,"Theia_399",592.52132
"Theia_711","o",282.09396,-7.74378,1.06522,-11.38253,2.30547,"hunt","none",61.96503,-10.14591,387.07169,186.1764,-21.35564,0.84745,-22.33791,-12.27403,0.95521,0.45944,0.0527,0.86541,0.33858,0.15125,13.0,192.02469,254.06162,324.36651,1.0,2.0,4.0,1.0,2.0,4.0,1.0,"Theia_711",430.04907
"Theia_850","o",26.42431,66.86757,-5.5765,-0.38328,1.60686,"hunt","none",37.48266,-21.0271,-379.05729,481.07984,48.8071,24.65479,-6.36563,-6.03781,0.9855,1.25075,0.12689,1.24193,1.57733,0.228,12.0,275.61347,331.41009,409.18802,2.0,4.0,5.0,2.0,4.0,6.0,1.0,"Theia_850",614.41385
"Theia_953","o",139.66034,-58.60499,-5.69213,3.13206,1.79345,"hunt","cr135",35.5891,14.68645,76.8902,-539.3385,-61.12399,-14.40223,-14.7034,-6.99878,0.18234,1.279,0.14495,0.28901,1.83059,0.17338,19.0,245.98319,290.51703,354.23365,1.0,3.0,4.0,1.0,3.0,5.0,0.53991,"Theia_953",548.21005
"Theia_1315","o",146.8761,-65.11507,-12.2189,6.41389,2.30232,"hunt","m6",41.91422,12.23515,111.27709,-412.43017,-66.32157,-23.39965,-18.4869,-8.06974,0.31702,1.17498,0.18894,0.5683,1.94712,0.41285,11.0,69.29351,97.95256,139.8223,0.0,1.0,3.0,0.0,1.0,3.0,0.82065,"Theia_1315",432.29595
"Theia_1918","o",129.19503,-48.11717,-10.63562,1.99985,2.44018,"hunt","cr135",24.1058,11.44267,-27.77692,-403.13777,-30.75846,-16.46915,-10.80879,-14.579,0.04411,0.64025,0.04885,0.20099,1.90326,0.13074,26.0,176.59603,207.98968,271.28445,1.0,2.0,3.0,1.0,3.0,3.0,0.55069,"Theia_1918",405.26251
"Trumpler_3","o",48.00526,63.2074,-3.39398,-0.15107,1.49085,"hunt","none",38.22121,-22.62666,-490.57031,441.40604,52.29478,21.88761,-6.30218,-7.67221,0.93418,0.84056,0.09958,1.01867,1.01749,0.14272,46.0,1512.29327,1618.14954,1787.43177,13.0,15.0,20.0,13.0,16.0,21.0,1.0,"Trumpler_3",661.99189
