"Cluster","Fe","Fe_err","Reference","X_XYZ_low","X_XYZ_med","X_XYZ_up","Y_XYZ_low","Y_XYZ_med","Y_XYZ_up","Z_XYZ_low","Z_XYZ_med","Z_XYZ_up","U_LSR_low","U_LSR_med","U_LSR_up","V_LSR_low","V_LSR_med","V_LSR_up","W_LSR_low","W_LSR_med","W_LSR_up","R_Rzphi_low","R_Rzphi_med","R_Rzphi_up","phi_Rzphi_low","phi_Rzphi_med","phi_Rzphi_up","z_Rzphi_low","z_Rzphi_med","z_Rzphi_up","vR_Rzphi_low","vR_Rzphi_med","vR_Rzphi_up","vphi_Rzphi_low","vphi_Rzphi_med","vphi_Rzphi_up","vz_Rzphi_low","vz_Rzphi_med","vz_Rzphi_up","vT_Rzphi_low","vT_Rzphi_med","vT_Rzphi_up","J_R_low","J_R_med","J_R_up","L_Z_low","L_Z_med","L_Z_up","J_Z_low","J_Z_med","J_Z_up","ecc_low","ecc_med","ecc_up","zmax_low","zmax_med","zmax_up","R_peri_low","R_peri_med","R_peri_up","R_ap_low","R_ap_med","R_ap_up","Energy_low","Energy_med","Energy_up","Rguid_low","Rguid_med","Rguid_up"
"Koposov_63",-0.58281,0.01,"GALAH",12.76178,13.00017,13.25937,-0.57962,-0.55005,-0.52286,0.24228,0.25358,0.26586,8.75598,8.864,8.98508,-15.06746,-14.15544,-13.34594,5.25284,5.75092,6.29011,12.77249,13.0118,13.27203,-0.04369,-0.04229,-0.04095,0.24228,0.25358,0.26586,-29.95732,-29.56162,-29.19451,225.08344,226.03617,226.88656,12.47617,12.97384,13.51259,225.08344,226.03617,226.88656,24.85696,25.69176,26.61935,2896.04752,2941.00261,2988.74745,3.48923,3.80173,4.16925,0.11291,0.11402,0.11521,0.51635,0.54914,0.5866,12.04879,12.25294,12.47171,15.12044,15.4053,15.70832,-23518.95687,-22789.75911,-22026.03615,13.3962,13.63305,13.88507
"L_1641S",-0.05,0.05,"APOGEE",8.52514,8.52729,8.52921,-0.2233,-0.22208,-0.22071,-0.11673,-0.11596,-0.11509,-17.17742,-17.00466,-16.82536,-11.82791,-11.69711,-11.56994,-7.53094,-7.43103,-7.32914,8.528,8.53018,8.53213,-0.02617,-0.02604,-0.02588,-0.11673,-0.11596,-0.11509,-0.23306,-0.0499,0.12915,229.49203,229.61974,229.74297,-0.22869,-0.12908,-0.02749,229.49203,229.61974,229.74297,0.08075,0.09397,0.10846,1957.47999,1958.66225,1959.84411,0.46976,0.47657,0.48307,0.00786,0.00848,0.0091,0.11672,0.11761,0.11849,8.52837,8.53056,8.53274,8.66545,8.67651,8.68757,-43454.73616,-43422.69837,-43390.8263,8.59187,8.59768,8.60349
"Melotte_101",-0.01162,0.043,"GALAH",7.40448,7.40832,7.41227,-2.143,-2.13235,-2.12142,-0.19967,-0.19855,-0.19741,-70.43599,-69.93595,-69.42988,-36.30965,-35.39796,-34.48484,-0.56623,-0.45911,-0.3479,7.70836,7.7091,7.70987,-0.28172,-0.28026,-0.27875,-0.19967,-0.19855,-0.19741,-0.50946,-0.39539,-0.2814,213.13272,214.08972,215.0548,6.89645,7.0045,7.11633,213.13272,214.08972,215.0548,5.64376,6.38151,7.15339,1643.05974,1650.43001,1657.8901,1.82005,1.84028,1.86092,0.07067,0.07528,0.07983,0.21867,0.21991,0.22118,6.57148,6.6321,6.69379,7.71116,7.71193,7.71272,-52276.49232,-52071.36888,-51863.41928,7.08236,7.11684,7.15179
"Melotte_111",0.00155,0.036,"GALAH",8.18444,8.18444,8.18444,-0.00669,-0.00669,-0.00669,0.11074,0.11074,0.11074,-2.47813,-2.45893,-2.44058,-5.67749,-5.65412,-5.62991,-0.16324,-0.02289,0.11605,8.18445,8.18445,8.18445,-0.00082,-0.00082,-0.00082,0.11074,0.11074,0.11074,-8.85177,-8.83362,-8.81474,235.55538,235.57875,235.60296,7.09427,7.23464,7.37359,235.55538,235.57875,235.60296,2.46419,2.47491,2.48617,1927.89234,1928.08185,1928.2788,0.8092,0.82311,0.83717,0.04366,0.04375,0.04385,0.15786,0.15924,0.16062,8.10012,8.10048,8.10085,8.84008,8.84177,8.84359,-44135.19735,-44130.18127,-44124.84076,8.44679,8.44772,8.44868
"Melotte_20",0.01,0.05,"APOGEE",8.32541,8.32566,8.32591,0.09439,0.09455,0.09471,0.00574,0.00578,0.00581,-15.14552,-15.04942,-14.95279,-23.36896,-23.29674,-23.22456,-6.94832,-6.90916,-6.86906,8.32595,8.3262,8.32645,0.01134,0.01136,0.01138,0.00574,0.00578,0.00581,6.34782,6.44539,6.54286,217.81264,217.884,217.95594,0.34785,0.38685,0.42678,217.81264,217.884,217.95594,3.8201,3.85532,3.89085,1813.57187,1814.15625,1814.73634,0.00203,0.00222,0.00244,0.05587,0.05614,0.0564,0.00743,0.00777,0.00814,7.46796,7.47243,7.47686,8.36004,8.36125,8.36246,-47337.49525,-47321.86418,-47306.33386,7.89176,7.89457,7.89737
"Melotte_22",0.0,0.05,"APOGEE",8.29928,8.29954,8.29954,0.02916,0.02922,0.02922,-0.02921,-0.02921,-0.02909,-7.2779,-7.22728,-7.17526,-28.46261,-28.42653,-28.37728,-14.44767,-14.41369,-14.37921,8.29933,8.2996,8.2996,0.00351,0.00352,0.00352,-0.02921,-0.02921,-0.02909,-3.1322,-3.07975,-3.0289,212.78966,212.82565,212.87493,-7.17544,-7.14159,-7.10723,212.78966,212.82565,212.87493,7.08336,7.12464,7.15726,1766.06812,1766.35523,1766.72251,0.37599,0.3794,0.38279,0.07692,0.07715,0.07733,0.10148,0.10194,0.10241,7.11308,7.11556,7.11873,8.30501,8.30523,8.30544,-48574.64793,-48567.31921,-48558.20974,7.66391,7.66528,7.66703
"Melotte_25",0.15042,0.063,"GALAH",8.22469,8.22469,8.22469,0.0003,0.0003,0.0003,0.00712,0.00712,0.00712,-42.55768,-42.35696,-42.15217,-20.27187,-20.098,-19.92184,-0.50155,-0.30575,-0.11263,8.22469,8.22469,8.22469,4e-05,4e-05,4e-05,0.00712,0.00712,0.00712,31.06089,31.26609,31.46695,220.96701,221.14089,221.31705,6.87786,7.07369,7.26671,220.96701,221.14089,221.31705,14.1446,14.3283,14.51139,1817.38604,1818.81616,1820.26498,0.31584,0.33417,0.3528,0.10698,0.10768,0.10838,0.09812,0.10095,0.10375,7.13232,7.14165,7.15125,8.85814,8.86526,8.87258,-46793.77053,-46755.88589,-46717.68728,7.91013,7.91702,7.924
"Melotte_71",-0.13,0.02,"APOGEE",9.67742,9.68604,9.69447,-1.74214,-1.73246,-1.72255,0.20956,0.21063,0.21166,-73.54769,-73.21551,-72.89154,-3.44458,-3.10876,-2.78284,2.82312,2.88297,2.94334,9.82953,9.83976,9.84976,-0.17781,-0.17699,-0.17615,0.20956,0.21063,0.21166,18.94184,19.21436,19.48324,245.00703,245.34531,245.67717,10.29644,10.35663,10.41723,245.00703,245.34531,245.67717,25.16378,25.73991,26.33796,2408.72183,2414.11525,2419.54837,2.15582,2.17081,2.18633,0.12455,0.12581,0.12711,0.34397,0.34613,0.34831,9.66107,9.67446,9.68787,12.41011,12.45929,12.50899,-32225.2794,-32101.63855,-31978.21047,10.86165,10.88931,10.91719
"NGC_1193",-0.34,0.01,"APOGEE",13.05758,13.3173,13.60029,3.18888,3.35861,3.54355,-1.35371,-1.28175,-1.21571,69.89872,70.23529,70.582,-48.47865,-48.00434,-47.52446,7.01144,7.76338,8.47728,13.44133,13.73429,14.05434,0.23953,0.24705,0.25488,-1.35371,-1.28175,-1.21571,-33.14197,-31.64385,-30.07122,206.73595,207.25608,207.80113,14.04663,14.79789,15.5121,206.73595,207.25608,207.80113,25.32623,27.39301,29.42121,2783.60612,2846.39176,2914.80342,21.80445,22.94578,24.19013,0.11332,0.1192,0.12485,1.45752,1.52073,1.58986,11.53081,11.89058,12.28385,14.81778,15.10878,15.4259,-24731.22878,-23739.12445,-22681.6321,12.8058,13.13511,13.49496
"NGC_1245",-0.08,0.02,"APOGEE",11.01271,11.03547,11.05822,1.864,1.87897,1.89393,-0.50743,-0.50322,-0.49902,14.82647,14.96689,15.1091,-34.78432,-34.60624,-34.43237,-13.07088,-12.91095,-12.75089,11.16935,11.19429,11.21923,0.16767,0.16865,0.16962,-0.50743,-0.50322,-0.49902,8.74082,9.02682,9.3071,207.87932,208.0718,208.25596,-5.86666,-5.7068,-5.54674,207.87932,208.0718,208.25596,7.34188,7.55415,7.77401,2325.68927,2329.189,2332.64161,5.4257,5.50467,5.585,0.06874,0.06967,0.07064,0.52148,0.52691,0.53236,9.81053,9.82242,9.83428,11.26434,11.29379,11.32318,-34262.33878,-34180.45578,-34099.96375,10.43718,10.45501,10.47262
"NGC_136",-0.23,0.01,"APOGEE",10.87621,10.98647,11.10388,4.56808,4.75475,4.95353,-0.09404,-0.08927,-0.08478,62.931,64.44258,66.06611,-23.35409,-22.46731,-21.52795,-9.65193,-9.14018,-8.66174,11.79658,11.97122,12.15868,0.39763,0.40844,0.41961,-0.09404,-0.08927,-0.08478,16.12054,17.5695,19.10845,229.5364,230.76926,232.08254,-2.60303,-2.08742,-1.60543,229.5364,230.76926,232.08254,10.46185,13.53305,17.27447,2707.87208,2762.5973,2821.16298,0.19477,0.22582,0.26585,0.07613,0.08567,0.0957,0.10276,0.11368,0.12677,11.52595,11.68539,11.85588,13.42501,13.87543,14.36529,-27085.76181,-26072.07645,-25006.26959,12.40986,12.69582,13.00267
"NGC_1664",-0.03,0.01,"APOGEE",9.46418,9.47128,9.47839,0.42609,0.42844,0.4308,0.01817,0.0182,0.01824,-17.55029,-17.12372,-16.69419,-32.01975,-31.7834,-31.54711,-15.32707,-15.22501,-15.1216,9.47376,9.48097,9.48818,0.04499,0.04521,0.04542,0.01817,0.0182,0.01824,15.08566,15.53048,15.97051,208.73844,208.96876,209.19755,-8.0248,-7.92306,-7.81914,208.73844,208.96876,209.19755,12.09271,12.34083,12.586,1979.93718,1981.24919,1982.507,0.50974,0.52368,0.53755,0.09518,0.09615,0.09709,0.13101,0.13291,0.13478,7.93266,7.94217,7.95156,9.6199,9.6316,9.64363,-42434.54855,-42400.59158,-42366.60101,8.70235,8.70881,8.71501
"NGC_1798",-0.27,0.03,"APOGEE",13.29974,13.45888,13.62473,1.79369,1.84942,1.9075,0.50124,0.51603,0.53146,-9.88755,-9.01728,-8.1326,-19.95453,-19.21302,-18.51531,14.43754,14.95943,15.50743,13.42015,13.58535,13.75761,0.13406,0.13656,0.1391,0.50124,0.51603,0.53146,27.00791,28.10921,29.23455,219.45165,220.25553,220.98962,21.71396,22.23629,22.78723,219.45165,220.25553,220.98962,20.84758,22.56684,24.40511,2964.29998,2992.09225,3020.33291,11.56317,12.24297,12.98932,0.10209,0.10582,0.10971,1.03711,1.08259,1.13197,12.54112,12.65622,12.77787,15.44075,15.65506,15.87022,-22300.77829,-21840.53191,-21377.2252,13.75596,13.90274,14.05206
"NGC_1802",-0.3,0.01,"APOGEE","nan",10.25171,"nan","nan",0.01489,"nan","nan",-0.30593,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",10.25172,"nan","nan",0.00145,"nan","nan",-0.30593,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_1817",-0.14024,0.091,"GALAH",9.92815,9.93715,9.94586,-0.19169,-0.19075,-0.18977,-0.38089,-0.37889,-0.37683,-62.77874,-62.53593,-62.29053,-15.58778,-15.51896,-15.4529,-15.68287,-15.60902,-15.53406,9.92996,9.93898,9.94771,-0.01927,-0.01919,-0.01911,-0.38089,-0.37889,-0.37683,46.89512,47.14075,47.38515,226.60308,226.66749,226.73006,-8.24117,-8.16798,-8.09327,226.60308,226.66749,226.73006,38.81374,39.21376,39.6092,2251.11515,2252.83528,2254.559,4.07925,4.11275,4.14548,0.15904,0.15985,0.16064,0.47473,0.47726,0.47973,8.67934,8.6902,8.70088,11.98306,11.99678,12.0111,-35012.53079,-34973.1846,-34935.3008,10.05825,10.06696,10.07569
"NGC_1857",-0.14,0.01,"APOGEE",11.19994,11.23924,11.27854,0.61959,0.62765,0.63571,0.10203,0.10303,0.10403,-5.54119,-5.16952,-4.79521,-20.27555,-19.97684,-19.68935,-4.49718,-4.35218,-4.20243,11.21706,11.25675,11.29644,0.05526,0.05579,0.05631,0.10203,0.10303,0.10403,6.01877,6.42815,6.83793,220.94766,221.25079,221.5389,2.76865,2.91356,3.06329,220.94766,221.25079,221.5389,0.71884,0.81655,0.92176,2484.36628,2490.47205,2496.56957,0.33829,0.34615,0.35421,0.02087,0.02223,0.0236,0.11978,0.12126,0.12274,11.01198,11.0401,11.0681,11.50071,11.5424,11.58347,-31450.80898,-31329.99816,-31210.16326,11.25051,11.28198,11.31342
"NGC_188",0.09,0.02,"APOGEE",9.16163,9.16478,9.16777,1.5277,1.53258,1.53724,0.77642,0.77883,0.78112,37.25447,37.35749,37.45844,-17.94907,-17.81723,-17.68279,-23.86485,-23.78859,-23.71411,9.28813,9.29204,9.29576,0.16523,0.16569,0.16613,0.77642,0.77883,0.78112,-10.99411,-10.87284,-10.75375,228.21687,228.34311,228.47096,-16.72915,-16.65264,-16.5779,228.21687,228.34311,228.47096,3.23115,3.25733,3.28347,2119.98258,2121.7645,2123.51484,16.84933,16.93174,17.01571,0.04781,0.04799,0.04818,0.9222,0.92541,0.92865,9.11202,9.12052,9.12879,10.0293,10.04005,10.0506,-38467.08537,-38423.18892,-38379.81477,9.39789,9.4068,9.41557
"NGC_1901",-0.14328,0.039,"GALAH",8.12422,8.12437,8.12452,-0.34988,-0.34889,-0.3479,-0.2107,-0.21004,-0.20937,-25.41783,-25.30067,-25.18802,-4.30851,-3.86293,-3.41234,-2.42623,-2.12255,-1.82036,8.13175,8.13186,8.13196,-0.04304,-0.04292,-0.0428,-0.2107,-0.21004,-0.20937,3.92168,4.00959,4.09955,237.31959,237.76826,238.2214,4.90084,5.20481,5.50702,237.31959,237.76826,238.2214,2.46227,2.71577,2.98728,1929.84583,1933.49947,1937.17554,1.77165,1.79623,1.82097,0.04363,0.04577,0.04796,0.2383,0.2408,0.24339,8.11908,8.1198,8.12047,8.86005,8.89874,8.93811,-44018.85581,-43910.58415,-43800.92435,8.45635,8.47424,8.49225
"NGC_1907",-0.08,0.01,"APOGEE",9.79105,9.80115,9.81125,0.20891,0.21022,0.21153,0.03894,0.03902,0.03911,-5.76916,-5.63023,-5.49027,-21.49036,-21.34116,-21.19714,-15.07365,-14.9619,-14.84724,9.79328,9.8034,9.81353,0.02133,0.02145,0.02156,0.03894,0.03902,0.03911,-0.85208,-0.70666,-0.56243,219.81558,219.96458,220.10797,-7.8065,-7.69458,-7.58031,219.81558,219.96458,220.10797,0.67694,0.71468,0.75447,2155.28264,2156.39011,2157.49331,0.53023,0.54594,0.5616,0.02172,0.02232,0.02293,0.13441,0.13652,0.13861,9.37096,9.37684,9.38301,9.79515,9.80501,9.81488,-38498.32283,-38471.34302,-38443.99773,9.57485,9.58041,9.58595
"NGC_1912",-0.14,0.01,"APOGEE",9.30711,9.31156,9.31601,0.15327,0.15388,0.15448,0.04201,0.04208,0.04215,-3.53019,-3.1112,-2.68802,-24.6482,-24.52938,-24.41088,-6.21129,-6.15688,-6.10064,9.30837,9.31283,9.31729,0.01647,0.01652,0.01658,0.04201,0.04208,0.04215,-4.81297,-4.3881,-3.96884,216.69694,216.81254,216.92761,1.04814,1.10253,1.15877,216.69694,216.81254,216.92761,2.90954,3.00737,3.10821,2018.52626,2019.14941,2019.79509,0.0657,0.06657,0.06753,0.04642,0.04719,0.04798,0.04537,0.04567,0.04599,8.48479,8.49371,8.50236,9.32942,9.33515,9.3409,-41793.76148,-41779.97983,-41765.81403,8.8929,8.89599,8.89918
"NGC_1977",-0.33874,0.165,"GALAH",8.50697,8.50797,8.50872,-0.17913,-0.17872,-0.17818,-0.10432,-0.10403,-0.10364,-25.2849,-25.09548,-24.8996,-16.4066,-16.27794,-16.15273,-8.88075,-8.7706,-8.65941,8.50884,8.50985,8.5106,-0.02105,-0.021,-0.02094,-0.10432,-0.10403,-0.10364,9.09821,9.2957,9.48716,225.08101,225.20675,225.32975,-1.55361,-1.4439,-1.33308,225.08101,225.20675,225.32975,1.36169,1.42688,1.49232,1915.35809,1916.44017,1917.50868,0.39477,0.39788,0.40095,0.03255,0.03333,0.03409,0.10711,0.10755,0.10798,8.11277,8.12347,8.13408,8.67966,8.68363,8.68765,-44539.79274,-44512.30981,-44485.35738,8.3855,8.39079,8.39601
"NGC_1980",-0.07238,0.092,"GALAH",8.49457,8.49531,8.49605,-0.17981,-0.17939,-0.17898,-0.10424,-0.10394,-0.10364,-23.12115,-22.96706,-22.80978,-13.22998,-13.13453,-13.03957,-6.92524,-6.85203,-6.77902,8.49646,8.4972,8.49795,-0.02116,-0.02111,-0.02107,-0.10424,-0.10394,-0.10364,6.90919,7.06885,7.22401,228.21282,228.30577,228.39786,0.39523,0.46805,0.54082,228.21282,228.30577,228.39786,0.6702,0.69932,0.72898,1939.15644,1939.96739,1940.76605,0.38617,0.38826,0.3904,0.02272,0.02321,0.0237,0.10616,0.10646,0.10676,8.30921,8.31676,8.32428,8.70957,8.71196,8.71442,-43925.84613,-43904.94869,-43884.41743,8.50196,8.50593,8.50985
"NGC_1981",-0.18,0.01,"APOGEE","nan",8.50211,"nan","nan",-0.17268,"nan","nan",-0.10021,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",8.50387,"nan","nan",-0.02031,"nan","nan",-0.10021,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_2099",0.07685,0.012,"OCCASO",9.67211,9.67569,9.67957,0.06153,0.06168,0.06184,0.11021,0.11041,0.11064,-10.35267,-10.18419,-10.01392,-41.31699,-41.20696,-41.09939,-8.1891,-8.14803,-8.10571,9.6723,9.67589,9.67977,0.00636,0.00637,0.00639,0.11021,0.11041,0.11064,0.2141,0.38489,0.55254,199.92504,200.03468,200.14224,-0.90815,-0.86686,-0.82461,199.92504,200.03468,200.14224,20.13247,20.29426,20.4603,1935.12589,1935.532,1935.92901,0.36753,0.36914,0.37074,0.12381,0.12431,0.12482,0.11113,0.11141,0.11169,7.5317,7.53683,7.54176,9.67294,9.67667,9.68048,-43332.80821,-43326.40247,-43319.81896,8.48221,8.4842,8.48614
"NGC_2112",-0.10884,0.018,"GALAH",9.17693,9.17982,9.18272,-0.48719,-0.48578,-0.48438,-0.22148,-0.22077,-0.22006,-38.93607,-38.73103,-38.52313,11.38007,11.50944,11.63601,-8.91751,-8.85225,-8.78701,9.1897,9.19267,9.19563,-0.053,-0.05287,-0.05273,-0.22148,-0.22077,-0.22006,14.05057,14.26101,14.46823,253.7351,253.85756,253.97754,-1.54861,-1.48388,-1.41924,253.7351,253.85756,253.97754,33.78255,34.02792,34.27457,2331.93531,2333.64943,2335.32091,1.52703,1.53601,1.54485,0.14626,0.14673,0.14721,0.28545,0.28662,0.28778,9.1238,9.12764,9.13147,12.25025,12.26691,12.28354,-33584.3567,-33541.92915,-33500.29182,10.46902,10.47776,10.48628
"NGC_2141",-0.08355,0.07,"GES",12.90067,13.00609,13.11407,-1.60739,-1.57222,-1.53789,-0.48746,-0.47625,-0.46531,-19.96795,-19.65558,-19.34725,-23.49543,-23.1188,-22.76209,-12.5227,-12.26306,-12.00247,12.99201,13.10078,13.21221,-0.12196,-0.1203,-0.11865,-0.48746,-0.47625,-0.46531,-18.18444,-17.64965,-17.11872,217.16686,217.57544,217.96432,-5.21333,-4.9529,-4.69229,217.16686,217.57544,217.96432,6.67925,7.13237,7.61383,2831.15215,2850.31515,2869.62777,4.14836,4.30952,4.47909,0.05947,0.06127,0.0631,0.52714,0.54243,0.55859,12.35401,12.43377,12.51416,13.92589,14.05614,14.19132,-24933.59693,-24606.85615,-24277.38353,13.05509,13.15572,13.25721
"NGC_2158",-0.21,0.02,"APOGEE",13.26962,13.34841,13.42809,-0.61081,-0.60154,-0.59237,0.2006,0.20332,0.20606,-23.85565,-23.47377,-23.09273,-44.73046,-44.08763,-43.46025,-27.40805,-26.9592,-26.51607,13.28284,13.36196,13.44198,-0.04546,-0.04503,-0.04461,0.2006,0.20332,0.20606,3.18243,3.56762,3.96071,196.87225,197.51544,198.14053,-20.08658,-19.63764,-19.19402,196.87225,197.51544,198.14053,15.01823,15.83825,16.69519,2631.47922,2639.07643,2646.65668,6.50918,6.88634,7.28589,0.09227,0.09462,0.097,0.65867,0.68359,0.70978,11.04144,11.06212,11.08362,13.29614,13.37433,13.45344,-28087.30035,-27921.16945,-27756.75374,12.01199,12.05148,12.09091
"NGC_2168",-0.04808,0.015,"GALAH",9.05398,9.05547,9.05695,-0.10186,-0.10168,-0.10151,0.06202,0.06208,0.06215,9.51061,9.70688,9.90579,-14.35644,-14.31213,-14.26876,2.24715,2.27699,2.30603,9.05455,9.05604,9.05752,-0.01125,-0.01123,-0.01121,0.06202,0.06208,0.06215,-23.56011,-23.36073,-23.16346,226.63657,226.67995,226.72221,9.46727,9.49733,9.52644,226.63657,226.67995,226.72221,8.05687,8.19696,8.34012,2052.50106,2052.83059,2053.1637,0.83573,0.84028,0.84475,0.07651,0.07717,0.07783,0.1728,0.17328,0.17375,8.41223,8.41679,8.42132,9.81641,9.8244,9.83245,-40721.34121,-40709.75603,-40698.32276,9.06138,9.06302,9.06467
"NGC_2202",-0.14,0.01,"APOGEE","nan",9.94981,"nan","nan",-0.77379,"nan","nan",-0.13478,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",9.97986,"nan","nan",-0.07761,"nan","nan",-0.13478,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_2204",-0.26,0.02,"APOGEE",11.33055,11.37436,11.41878,-3.35357,-3.30761,-3.26227,-1.31154,-1.29323,-1.27516,-96.03498,-95.4472,-94.86482,-33.36679,-32.81674,-32.26435,-19.55576,-19.36404,-19.16718,11.79083,11.84552,11.90105,-0.28566,-0.28299,-0.28034,-1.31154,-1.29323,-1.27516,22.37199,22.84698,23.33373,223.05485,223.70082,224.36285,-12.0142,-11.82237,-11.62526,223.05485,223.70082,224.36285,14.03891,14.47834,14.95698,2630.3626,2649.8186,2669.87279,25.87346,26.33987,26.81157,0.08891,0.09008,0.09135,1.48244,1.50825,1.53482,11.21147,11.30125,11.39296,13.41304,13.53754,13.665,-27566.80694,-27206.61895,-26840.10664,12.00618,12.10736,12.21175
"NGC_2215",-0.08454,0.064,"GALAH",8.95488,8.9587,8.96276,-0.56947,-0.56652,-0.56375,-0.14532,-0.14443,-0.14361,11.14747,12.30074,13.46741,-11.89931,-11.05805,-10.21009,-5.49546,-5.23705,-4.97441,8.9726,8.97659,8.98083,-0.06345,-0.06315,-0.06287,-0.14532,-0.14443,-0.14361,-39.08813,-37.87252,-36.6581,227.47906,228.24544,229.02049,1.72035,1.97576,2.23465,227.47906,228.24544,229.02049,20.27093,21.8117,23.46241,2042.04398,2048.90626,2055.8438,0.69372,0.70217,0.71098,0.12118,0.12544,0.12983,0.16322,0.16528,0.16738,8.02457,8.02758,8.03056,10.24341,10.33072,10.42074,-40587.02148,-40368.01954,-40144.22718,9.00945,9.04352,9.07799
"NGC_2232",-0.11897,0.037,"GALAH",8.44403,8.44476,8.44525,-0.1833,-0.18297,-0.18246,-0.01667,-0.01659,-0.01648,-66.37002,-66.14124,-65.91046,-44.61781,-44.45742,-44.29635,-18.39759,-18.34588,-18.29343,8.446,8.44674,8.44724,-0.0217,-0.02166,-0.0216,-0.01667,-0.01659,-0.01648,50.58859,50.82375,51.05431,197.77347,197.92997,198.08554,-10.94502,-10.89388,-10.84176,197.77347,197.92997,198.08554,55.24,55.74479,56.24354,1670.52493,1671.84604,1673.1756,0.82962,0.83778,0.84588,0.21613,0.21715,0.21815,0.16574,0.16662,0.16751,5.89657,5.90666,5.91686,9.17962,9.18346,9.18729,-49410.54526,-49390.81631,-49371.14029,7.21109,7.2173,7.22355
"NGC_2240",-0.15,0.01,"APOGEE","nan",9.69464,"nan","nan",0.02086,"nan","nan",0.34899,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",9.69466,"nan","nan",0.00215,"nan","nan",0.34899,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_2243",-0.46,0.03,"APOGEE",10.44249,10.47162,10.5009,-3.93235,-3.88279,-3.83347,-1.45212,-1.4335,-1.41497,-141.24453,-139.81902,-138.39375,8.81998,9.58123,10.35464,-1.66943,-1.42485,-1.16632,11.1239,11.1683,11.21304,-0.35831,-0.35508,-0.35183,-1.45212,-1.4335,-1.41497,33.29218,33.49261,33.70121,278.62549,279.92172,281.24395,6.00432,6.2519,6.51486,278.62549,279.92172,281.24395,234.81545,247.79374,261.32046,3099.38105,3126.29894,3153.47165,35.64138,36.4444,37.26905,0.31999,0.32657,0.33315,2.66508,2.74258,2.82307,11.01878,11.06733,11.11642,21.38693,21.80087,22.22305,-15950.40167,-15373.69994,-14796.0854,14.47085,14.61375,14.75813
"NGC_2264",-0.27797,0.151,"GALAH",8.85399,8.85757,8.86143,-0.2893,-0.28767,-0.28615,0.05483,0.05499,0.05516,-18.71736,-18.3272,-17.93297,-17.62021,-17.42946,-17.23979,-10.47813,-10.33539,-10.18892,8.85861,8.86224,8.86615,-0.03264,-0.03247,-0.03231,0.05483,0.05499,0.05516,-0.41114,-0.01215,0.38677,223.74789,223.92856,224.10662,-3.17236,-3.02941,-2.88348,223.74789,223.92856,224.10662,0.27996,0.31223,0.35024,1982.89349,1984.50006,1986.10269,0.16412,0.1708,0.17753,0.01453,0.01535,0.01626,0.06934,0.07076,0.07216,8.57962,8.59468,8.60908,8.85911,8.86299,8.8669,-42798.27228,-42757.35715,-42716.74004,8.71692,8.72484,8.73274
"NGC_2304",-0.12,0.02,"APOGEE",12.36069,12.48697,12.6189,-1.37651,-1.33562,-1.29648,0.72383,0.74493,0.76697,-42.31231,-42.10512,-41.88177,-44.61978,-43.71524,-42.8684,-7.0649,-6.56687,-6.08045,12.4285,12.55819,12.69375,-0.10865,-0.10656,-0.10451,0.72383,0.74493,0.76697,9.3103,9.84348,10.35096,198.80145,199.70451,200.546,0.3132,0.81147,1.29885,198.80145,199.70451,200.546,14.74118,15.56246,16.50608,2491.68185,2507.74445,2524.01361,8.37635,8.66759,8.97504,0.09385,0.09616,0.09875,0.72925,0.74959,0.77103,10.38024,10.44003,10.50142,12.54349,12.66336,12.78984,-30612.95087,-30280.20626,-29943.31688,11.28822,11.37107,11.45508
