ID,ra,ra_sigma,dec,dec_sigma,plx,pmra,pmra_sigma,pmdec,pmdec_sigma,l,l_sigma,b,b_sigma,Nmem,n17,class,Age,Age_sigma,[Fe/H],[Fe/H]_sigma,M,M_sigma,Av,Av_sigma
CKCWDM_25672,332.8912,0.0019,51.1562,0.0007,0.191,-2.735,0.4461,-2.9521,0.1033,99.1061,0.0012,-4.1666,0.0002,21,21,1,8.9262,0.0176,-0.88851,0.48373,13.59413,0.0502,1.14404,0.01001
CKCWDM_25726,345.7197,0.003,54.541,0.0004,0.165,-1.9044,0.1772,-1.1087,0.124,107.5257,0.0012,-5.0509,0.0003,21,20,1,8.9284,0.039,-0.40343,0.23127,13.90874,0.04912,1.08951,0.00976
CKCWDM_26781,113.3796,0.0013,-24.9686,0.0049,0.1757,-1.1942,0.1369,2.0901,0.2755,239.7794,0.0054,-2.589,0.0006,45,44,1,8.9128,0.0263,-0.27709,0.16727,13.77537,0.04981,2.54592,0.01034
CKCWDM_27033,115.7112,0.0011,-30.5977,0.0025,0.195,-1.2003,0.0991,2.6041,0.1384,245.7071,0.0032,-3.5376,0.0001,27,25,1,8.9148,0.0395,-0.58877,0.3262,13.54847,0.05192,1.44218,0.00996
CKCWDM_27071,115.9445,0.0009,-30.3884,0.0019,0.1852,-1.8999,0.1409,3.539,0.1663,245.6246,0.0024,-3.2593,0.0002,23,23,1,8.8988,0.0198,0.32829,0.17859,13.65787,0.05324,1.49537,0.01026
CKCWDM_27388,121.9878,0.0052,-39.3337,0.0041,0.1482,-2.1929,0.1238,3.827,0.0727,255.8577,0.0069,-3.6378,0.0004,21,21,1,8.9016,0.0269,-0.09994,0.05961,14.14422,0.04839,3.27152,0.01008
CKCWDM_27871,137.5567,0.0017,-54.4467,0.0013,0.1866,-3.0858,0.0683,3.3101,0.1997,274.2817,0.0016,-4.3817,0.0003,26,25,1,8.9235,0.034,-0.39512,0.23119,13.64265,0.05191,1.92301,0.00999
CKCWDM_27955,140.5266,0.001,-54.4818,0.0007,0.1819,-4.4304,0.0752,4.2281,0.1358,275.5076,0.0008,-3.1635,0.0002,21,20,1,8.7625,0.0308,0.29954,0.16085,13.69751,0.05163,2.2549,0.00994
CKCWDM_28004,141.8454,0.0013,-56.0016,0.0017,0.1934,-3.852,0.2253,3.4128,0.1959,277.1109,0.001,-3.7238,0.0011,50,48,1,8.824,0.0175,0.31435,0.17586,13.56513,0.05131,2.58866,0.00977
CKCWDM_28031,141.4758,0.0017,-55.9547,0.0005,0.1554,-4.0979,0.1544,3.7412,0.1632,276.9292,0.0007,-3.8338,0.0003,35,34,1,8.92,0.0239,-0.39243,0.23789,14.04231,0.05206,2.61414,0.01015
CKCWDM_28035,140.8984,0.0028,-55.528,0.0012,0.1957,-4.2504,0.1594,3.6789,0.2348,276.3972,0.0018,-3.7564,0.0003,34,32,1,8.8003,0.0314,0.26068,0.15085,13.54142,0.04988,2.35141,0.01013
CKCWDM_28039,141.1242,0.0021,-55.7093,0.0011,0.1332,-4.3787,0.1395,3.4502,0.2064,276.6157,0.0008,-3.7962,0.001,33,33,1,8.9165,0.0185,-0.61184,0.33999,14.37777,0.05231,2.35682,0.00993
CKCWDM_28044,141.2649,0.0008,-55.0954,0.0009,0.1982,-3.942,0.5491,3.7622,0.3484,276.2427,0.0009,-3.3015,0.0004,31,29,1,8.9208,0.0384,-0.82464,0.48484,13.51199,0.04915,3.03243,0.00988
CKCWDM_28070,139.9762,0.0017,-55.8582,0.0005,0.1904,-3.9374,0.2648,3.3269,0.1251,276.2629,0.0007,-4.3574,0.0003,26,26,1,8.9257,0.0378,-0.86288,0.48447,13.60017,0.04916,2.32331,0.00985
CKCWDM_28078,140.0732,0.0018,-55.7251,0.0002,0.1672,-4.3047,0.1401,3.748,0.2876,276.2063,0.0006,-4.225,0.0003,25,25,1,8.9295,0.0374,-0.03922,0.0243,13.88399,0.05136,2.24201,0.01012
CKCWDM_28113,140.5843,0.0027,-55.94,0.0009,0.1309,-3.7523,0.1588,3.681,0.1823,276.5621,0.0016,-4.1734,0.0002,22,22,1,8.8967,0.016,-0.10169,0.05931,14.4124,0.04993,2.00596,0.01014
CKCWDM_28131,141.8259,0.0012,-56.6187,0.0002,0.1924,-3.8661,0.1367,3.7332,0.1652,277.532,0.0004,-4.1758,0.0002,21,19,1,8.9202,0.0317,0.07,0.04459,13.57598,0.04993,2.79567,0.01022
CKCWDM_28143,142.5696,0.0008,-55.3052,0.0006,0.1653,-4.315,0.079,3.6682,0.0822,276.9264,0.0003,-2.9376,0.0006,20,18,1,8.928,0.0165,-0.62136,0.33807,13.90635,0.04998,5.33931,0.01019
CKCWDM_28144,142.0702,0.0013,-55.3283,0.0004,0.1828,-4.0984,0.1132,3.5621,0.1204,276.7358,0.0006,-3.1499,0.0003,20,20,1,8.9204,0.0357,-0.84114,0.49687,13.6863,0.04983,4.29242,0.0099
CKCWDM_28147,140.2499,0.0024,-55.3001,0.0002,0.1412,-4.0094,0.1604,3.2519,0.1348,275.9746,0.0007,-3.8546,0.0002,20,19,1,8.9231,0.0337,-0.58393,0.33184,14.24929,0.04934,1.88962,0.01006
CKCWDM_28153,141.2819,0.0009,-55.5731,0.0004,0.1734,-4.1271,0.2551,3.8565,0.1002,276.584,0.0006,-3.6366,0.0001,20,20,1,8.9234,0.0268,-0.58871,0.3362,13.80261,0.05023,2.66917,0.0101
CKCWDM_28184,144.7568,0.0055,-57.1205,0.0009,0.1656,-3.853,0.2666,3.2601,0.2128,279.0521,0.0023,-3.4567,0.0003,36,36,1,8.9128,0.018,0.06837,0.04262,13.90135,0.05163,3.02055,0.01028
CKCWDM_28251,144.5144,0.0035,-56.8321,0.0003,0.1703,-4.9521,0.1083,3.7181,0.0697,278.7611,0.0009,-3.3291,0.0004,21,21,1,8.9166,0.0165,-0.56841,0.33666,13.84159,0.04961,3.76094,0.00992
CKCWDM_28260,146.5896,0.0018,-57.0354,0.0005,0.1498,-4.458,0.265,3.3671,0.1135,279.7511,0.0003,-2.741,0.0007,21,21,1,8.9258,0.0269,-0.83359,0.48616,14.12025,0.04987,4.53977,0.0099
CKCWDM_28373,148.4624,0.0026,-59.3265,0.0009,0.1938,-4.2703,0.1491,3.0715,0.093,281.9708,0.001,-3.8867,0.0005,22,22,1,8.8991,0.0303,-0.5764,0.33758,13.56369,0.05282,2.87585,0.01021
CKCWDM_28375,150.3151,0.0033,-59.6898,0.0001,0.1948,-4.6894,0.0892,3.2608,0.1967,282.9381,0.0006,-3.5967,0.0004,22,22,1,8.9258,0.0394,-0.58051,0.3428,13.55229,0.05052,3.12413,0.00996
CKCWDM_28457,153.29,0.0041,-61.1004,0.001,0.1681,-4.9429,0.3881,2.8106,0.1381,284.9594,0.0016,-3.8789,0.0004,37,37,1,8.9181,0.035,0.06932,0.04142,13.87121,0.04992,1.63205,0.00999
CKCWDM_28509,153.8538,0.004,-60.9333,0.0006,0.1394,-4.8257,0.129,2.7586,0.0405,285.0908,0.0007,-3.5867,0.0008,26,25,1,8.9286,0.018,-0.5751,0.34249,14.27698,0.05125,2.42041,0.00986
CKCWDM_28545,152.7108,0.0014,-60.6056,0.0003,0.1936,-5.1867,0.3179,3.0959,0.146,284.444,0.0005,-3.6341,0.0002,24,24,1,8.7612,0.0246,0.27708,0.15921,13.56629,0.05191,1.94158,0.00975
CKCWDM_28616,155.6505,0.0019,-61.1808,0.0003,0.1871,-4.5794,0.3094,2.7368,0.0758,285.9545,0.0006,-3.3149,0.0002,20,20,1,8.7569,0.0228,0.15927,0.09634,13.63664,0.05052,1.80037,0.01023
CKCWDM_28694,158.9703,0.0046,-62.4902,0.0007,0.1352,-5.4779,0.472,2.7327,0.3236,287.9766,0.0012,-3.6222,0.0004,45,45,1,8.9222,0.0372,0.06943,0.04264,14.3413,0.04935,1.72713,0.00991
CKCWDM_28835,159.1871,0.0076,-62.6405,0.0002,0.1239,-4.9156,0.119,2.6004,0.0904,288.1382,0.0015,-3.7032,0.0003,25,25,1,8.9277,0.0153,-0.39597,0.2272,14.53329,0.0491,1.95229,0.01004
CKCWDM_28840,163.4436,0.0015,-62.6579,0.0001,0.1767,-5.4929,0.2018,2.4174,0.1234,289.8788,0.0003,-2.8068,0.0001,25,25,1,8.9289,0.0302,-0.57611,0.33272,13.76249,0.04955,2.4779,0.01035
CKCWDM_28863,160.0742,0.0048,-62.4357,0.0003,0.1768,-5.2547,0.0884,2.3609,0.072,288.3956,0.001,-3.3246,0.0003,23,23,1,8.8895,0.0377,0.33173,0.1912,13.75927,0.05073,2.10201,0.00983
CKCWDM_28868,161.3768,0.0017,-62.4045,0.0002,0.1535,-5.0486,0.1025,2.1963,0.1877,288.9125,0.0005,-3.0112,0.0001,23,23,1,8.8957,0.021,0.26594,0.15273,14.07007,0.04962,3.02703,0.01031
CKCWDM_28893,158.5176,0.0041,-61.8045,0.0003,0.1713,-5.03,0.1897,2.4992,0.2346,287.4497,0.0009,-3.1341,0.0004,33,33,1,8.9321,0.026,-0.8536,0.48824,13.83016,0.05047,2.80718,0.01019
CKCWDM_28938,162.2863,0.0014,-62.0129,0.0003,0.1658,-6.5349,0.1756,2.8309,0.0673,289.1096,0.0005,-2.4686,0.0001,20,19,1,8.9301,0.0289,-0.03911,0.02422,13.89996,0.05121,2.98584,0.01022
CKCWDM_29095,163.6364,0.0024,-62.7909,0.0002,0.1958,-5.4719,0.2398,2.2603,0.1443,290.0165,0.0006,-2.8879,0.0001,21,19,1,8.9291,0.0326,-0.86192,0.48723,13.53627,0.05117,2.69177,0.00956
CKCWDM_29204,181.6972,0.0033,-66.1714,0.0002,0.1672,-7.1397,0.1078,0.6904,0.2662,298.4369,0.0005,-3.6901,0.0002,21,20,1,8.9356,0.0384,0.32187,0.19222,13.88177,0.05193,2.21537,0.01021
CKCWDM_29343,186.0712,0.0025,-66.2915,0.0003,0.1398,-6.3541,0.3501,0.2167,0.0399,300.2025,0.0004,-3.5638,0.0003,24,24,1,8.9242,0.0253,-0.39959,0.23663,14.2719,0.05029,2.17136,0.00998
CKCWDM_29354,186.716,0.0011,-65.7021,0.0005,0.1644,-6.2498,0.1008,0.4443,0.056,300.4047,0.0002,-2.951,0.0005,23,23,1,8.9192,0.0167,-0.28777,0.16463,13.91893,0.05024,2.48858,0.00995
CKCWDM_29389,185.0725,0.0086,-65.7316,0.0007,0.1996,-7.1169,0.0731,0.5454,0.0764,299.735,0.0016,-3.0534,0.0005,21,20,1,8.8883,0.0242,-0.57275,0.33642,13.49805,0.05078,2.35602,0.00975
CKCWDM_29398,182.373,0.0055,-66.0449,0.0002,0.1364,-6.2912,0.1592,0.732,0.0788,298.686,0.001,-3.5196,0.0001,21,21,1,8.9328,0.0167,0.26592,0.15,14.32665,0.0481,2.06417,0.01001
CKCWDM_29447,189.8281,0.0009,-66.029,0.0013,0.1809,-6.6514,0.2459,0.1146,0.1531,301.6989,0.0002,-3.1863,0.0013,25,24,1,8.9252,0.0291,-0.57892,0.34127,13.71174,0.04923,2.60496,0.0096
CKCWDM_29454,190.6579,0.0014,-66.1137,0.0004,0.1769,-6.6982,0.2768,-0.3845,0.1555,302.0392,0.0002,-3.2573,0.0004,22,22,1,8.6989,0.0213,0.2982,0.19283,13.75855,0.04862,2.47841,0.00969
CKCWDM_29463,191.3696,0.0028,-65.9289,0.0002,0.1483,-6.6168,0.5251,-0.3095,0.0999,302.3234,0.0005,-3.0642,0.0002,21,21,1,8.9277,0.0217,0.07013,0.04285,14.14311,0.05037,2.90306,0.00983
CKCWDM_29464,187.3217,0.0009,-66.2115,0.0002,0.1372,-6.3925,0.1022,0.2089,0.1332,300.6971,0.0001,-3.4359,0.0002,21,20,1,8.9126,0.0233,-0.18583,0.10492,14.31313,0.05167,2.36254,0.00973
CKCWDM_29482,194.2983,0.0007,-65.5973,0.0007,0.1958,-6.639,0.2224,-0.8269,0.1128,303.527,0.0001,-2.7323,0.0007,54,53,1,8.9217,0.0284,-0.57744,0.33424,13.54021,0.05205,2.85969,0.01003
CKCWDM_29498,193.2973,0.0039,-65.9214,0.0003,0.1637,-6.3762,0.2355,-0.3887,0.1409,303.1108,0.0006,-3.0502,0.0003,29,29,1,8.9154,0.0381,-0.28222,0.16575,13.92752,0.05229,2.34412,0.00995
CKCWDM_29503,193.0796,0.0015,-66.1998,0.0006,0.1343,-5.5834,0.1396,-0.4169,0.103,303.0209,0.0003,-3.3282,0.0006,29,29,1,8.9238,0.0183,-0.29081,0.17118,14.3594,0.05079,2.16332,0.01
CKCWDM_29591,197.5276,0.0018,-65.2985,0.0003,0.1534,-6.3469,0.1152,-1.0153,0.1156,304.8828,0.0003,-2.4975,0.0002,24,24,1,8.9078,0.0336,0.11553,0.07109,14.06778,0.05118,2.90381,0.01011
CKCWDM_29603,196.3024,0.0007,-65.4126,0.0012,0.1929,-6.6261,0.1006,-0.9045,0.1228,304.3652,0.0001,-2.5792,0.0012,20,20,1,8.9243,0.0287,-0.85705,0.48699,13.57195,0.04959,2.81678,0.0097
CKCWDM_29646,202.0524,0.0065,-65.1748,0.0001,0.1537,-5.6822,0.1503,-1.6011,0.1287,306.7818,0.0011,-2.5783,0.0001,25,24,1,8.9298,0.0162,0.12187,0.06978,14.06701,0.04893,3.03409,0.00983
CKCWDM_29686,292.8229,0.0002,11.9005,0.0008,0.1493,-2.7209,0.1622,-5.6933,0.1219,48.0699,0.0007,-3.2473,0.0003,21,21,1,8.9381,0.0251,-0.87265,0.49109,14.13092,0.04906,2.21581,0.00996
CKCWDM_29710,297.029,0.0001,18.6836,0.0017,0.1898,-3.289,0.0775,-5.4654,0.1047,55.983,0.0013,-3.4576,0.0005,20,18,1,8.9205,0.0325,-0.83509,0.47871,13.60672,0.05057,2.04571,0.00997
CKCWDM_29762,314.1935,0.0017,39.7166,0.0014,0.1306,-2.6702,0.2376,-3.5455,0.2857,81.7538,0.0021,-3.7059,0.0002,31,30,1,8.9361,0.0382,0.22749,0.13417,14.42058,0.0516,2.06852,0.01018
CKCWDM_29776,313.4916,0.0021,38.8288,0.0017,0.1372,-2.695,0.1324,-3.6602,0.1879,80.7226,0.0029,-3.8626,0.0001,21,20,1,8.9457,0.0373,0.31771,0.18533,14.31081,0.05013,2.97418,0.01001
CKCWDM_29791,321.9751,0.0099,45.9139,0.0012,0.1362,-2.4199,0.1334,-3.0215,0.0925,90.1881,0.0049,-3.6185,0.0011,29,28,1,8.9282,0.0183,-0.17653,0.10468,14.32938,0.04987,1.72026,0.01041
CKCWDM_29863,322.2415,0.0065,46.3287,0.0042,0.1871,-2.9696,0.2211,-3.4563,0.0681,90.6088,0.0071,-3.446,0.0003,22,20,1,8.93,0.0378,-0.55814,0.3377,13.63695,0.05019,1.85341,0.01005
CKCWDM_29864,322.3205,0.0017,46.5566,0.0006,0.1731,-2.4457,0.3576,-2.714,0.0685,90.8056,0.0012,-3.3183,0.0001,22,20,1,8.945,0.0237,0.31782,0.17606,13.80611,0.05111,1.81143,0.00992
CKCWDM_29870,324.0619,0.0011,48.0897,0.0016,0.1513,-2.8795,0.0664,-2.9996,0.1486,92.7162,0.0017,-2.9956,0.0004,21,20,1,8.8957,0.0188,0.30772,0.18325,14.09966,0.04957,2.0908,0.00998
CKCWDM_29935,331.0974,0.0035,52.1432,0.0008,0.1405,-2.7359,0.1635,-2.292,0.0693,98.7773,0.002,-2.7158,0.0001,20,19,1,8.9243,0.0265,-0.58064,0.33043,14.26089,0.04915,1.61921,0.01007
CKCWDM_29954,336.8963,0.0094,53.5876,0.0052,0.1856,-2.263,0.223,-2.3597,0.1412,102.4911,0.0075,-3.4762,0.0011,25,25,1,8.9267,0.0277,-0.57389,0.34072,13.65474,0.0514,1.46643,0.01
CKCWDM_29966,336.3524,0.002,52.9838,0.0005,0.184,-2.2384,0.2017,-1.9836,0.1957,101.8954,0.0007,-3.818,0.0005,22,22,1,8.9239,0.0234,-0.40638,0.23494,13.67258,0.05197,1.16415,0.01025
CKCWDM_29972,334.5913,0.0066,53.0454,0.0011,0.1849,-3.1609,0.2948,-2.525,0.1555,101.0363,0.0034,-3.1926,0.0001,21,21,1,8.9185,0.0367,-0.84692,0.50569,13.66536,0.04946,2.10114,0.01039
CKCWDM_29984,335.3066,0.0049,52.8797,0.0012,0.1508,-2.4916,0.1866,-2.11,0.0801,101.3065,0.0027,-3.5672,0.0002,20,20,1,8.9039,0.016,0.33622,0.18399,14.10698,0.05128,1.30819,0.00982
CKCWDM_30731,100.8545,0.0033,-0.2974,0.0078,0.1284,-0.1552,0.2118,0.0461,0.1389,212.2822,0.0108,-1.92,0.0003,20,20,1,8.898,0.0296,0.32173,0.17796,14.45585,0.05015,1.71118,0.01
CKCWDM_30820,103.5691,0.0029,-6.798,0.0121,0.1541,-0.5429,0.1506,0.9953,0.1635,219.3082,0.0148,-2.4662,0.0001,25,25,1,8.9126,0.0265,-0.58457,0.34065,14.0599,0.04909,2.63749,0.01005
CKCWDM_30897,108.1494,0.0018,-14.4327,0.0081,0.1868,-0.8064,0.1191,1.3735,0.1408,228.1616,0.0093,-1.9591,0.0005,38,38,1,8.912,0.0368,-0.56921,0.33722,13.64032,0.05112,2.04445,0.01021
CKCWDM_30910,107.0115,0.0011,-12.2043,0.0035,0.1886,-0.6213,0.0756,1.1515,0.1682,225.6723,0.0042,-1.9147,0.0003,33,33,1,8.8984,0.0209,0.29792,0.17577,13.62211,0.05199,1.94254,0.01002
CKCWDM_31010,107.7552,0.0009,-13.2805,0.002,0.1483,-0.7101,0.1422,0.9526,0.0724,226.9623,0.0024,-1.7665,0.0004,20,18,1,8.9268,0.017,-0.86341,0.50484,14.14732,0.05111,2.51633,0.01005
CKCWDM_31051,110.496,0.0015,-19.782,0.0028,0.1829,-1.1087,0.0805,2.1805,0.143,233.9438,0.0039,-2.4665,0.0002,31,31,1,8.7391,0.0324,0.28089,0.17437,13.68874,0.05006,2.48015,0.00981
CKCWDM_31290,116.6739,0.0018,-27.3197,0.0036,0.1815,-1.7241,0.199,2.7031,0.1855,243.2835,0.0047,-1.1729,0.0003,38,38,1,8.9016,0.0214,-0.28879,0.16808,13.70353,0.05049,2.19885,0.01007
CKCWDM_31407,115.8095,0.0003,-26.7586,0.0008,0.1841,-1.3884,0.1225,2.0869,0.4688,242.4125,0.0009,-1.5592,0.0002,22,22,1,8.9098,0.0288,-0.28697,0.16677,13.67629,0.05205,3.17089,0.00991
CKCWDM_31442,116.0949,0.0035,-27.5148,0.0027,0.1413,-1.4774,0.0764,2.3326,0.2583,243.1949,0.005,-1.7155,0.0005,20,19,1,8.9111,0.0246,-0.86756,0.49441,14.24897,0.04987,2.44946,0.00998
CKCWDM_31579,118.3316,0.0015,-31.9133,0.0048,0.17,-1.6903,0.1972,2.4139,0.2266,247.9744,0.0053,-2.2646,0.0005,29,29,1,8.9055,0.0253,0.30484,0.17317,13.84803,0.05149,3.80719,0.0105
CKCWDM_31618,121.5693,0.0011,-34.5392,0.0018,0.1626,-2.1477,0.1427,3.4675,0.1122,251.6328,0.0023,-1.3388,0.0002,26,26,1,8.912,0.0225,0.01981,0.01194,13.94211,0.04951,3.25467,0.00969
CKCWDM_31658,121.7129,0.0004,-34.7031,0.0013,0.1834,-2.0077,0.0757,3.262,0.4754,251.8346,0.0012,-1.3273,0.0004,23,23,1,8.9166,0.0267,-0.28095,0.17345,13.68384,0.0511,3.83462,0.01017
CKCWDM_31674,119.6403,0.0004,-32.2225,0.0007,0.1561,-2.081,0.0628,3.1244,0.149,248.8137,0.0007,-1.4761,0.0003,23,23,1,8.8845,0.0354,0.32094,0.18255,14.02958,0.04984,2.61975,0.01019
CKCWDM_31740,120.37,0.0016,-32.7729,0.0029,0.1793,-2.1952,0.1099,3.1419,0.2284,249.6058,0.0038,-1.2419,0.0002,27,27,1,8.8922,0.0269,0.33245,0.18364,13.73088,0.04952,2.92425,0.01037
CKCWDM_31744,120.8767,0.0007,-33.8153,0.0011,0.1997,-1.6549,0.2614,2.4052,0.3064,250.7144,0.0011,-1.4356,0.0005,20,19,1,8.9045,0.0279,-0.28156,0.16216,13.49785,0.04835,3.20852,0.01013
CKCWDM_31856,125.9588,0.003,-41.1048,0.001,0.1828,-2.7525,0.1707,3.4381,0.2347,259.0191,0.002,-2.1022,0.0008,27,26,1,8.9024,0.0372,0.19581,0.11737,13.69068,0.04839,5.67584,0.00997
CKCWDM_31942,122.0019,0.0008,-36.342,0.0038,0.1945,-2.9437,0.1507,2.8585,0.0443,253.3419,0.0038,-2.0138,0.0006,20,20,1,8.9067,0.0232,-0.04059,0.02491,13.55397,0.05027,3.3564,0.01052
CKCWDM_32442,141.6627,0.0054,-54.5799,0.0011,0.1469,-4.5128,0.1917,3.3401,0.2858,276.0478,0.0028,-2.7721,0.0001,31,30,1,8.9159,0.0188,-0.56736,0.33852,14.16463,0.04834,4.15369,0.00951
CKCWDM_32762,153.4132,0.0047,-60.2137,0.0013,0.1301,-4.8823,0.6115,3.124,0.1615,284.5053,0.0019,-3.1145,0.0006,45,44,1,8.9185,0.0192,-0.30156,0.16638,14.42711,0.05122,2.48875,0.00991
CKCWDM_33169,159.2267,0.0012,-61.0378,0.0003,0.1751,-5.4248,0.4189,2.6093,0.0676,287.3618,0.0004,-2.3003,0.0002,24,24,1,8.918,0.0245,-0.85444,0.46349,13.78198,0.04859,2.40417,0.00989
CKCWDM_33220,159.1064,0.001,-60.8971,0.0008,0.1934,-6.2823,0.1158,2.9215,0.0594,287.2415,0.0001,-2.2069,0.0009,20,20,1,8.9189,0.0192,-0.86627,0.47774,13.5644,0.05013,2.78758,0.0098
CKCWDM_33221,160.3871,0.0003,-61.1512,0.0001,0.1906,-4.8101,0.3207,2.4954,0.2351,287.9076,0,-2.127,0.0002,20,20,1,8.911,0.0387,0.23242,0.13306,13.59804,0.05145,2.15449,0.00993
CKCWDM_33338,162.8199,0.0012,-61.9192,0.0001,0.1948,-5.4905,0.2519,2.2466,0.1152,289.2917,0.0002,-2.2721,0.0002,31,31,1,8.9248,0.0316,-0.88828,0.49536,13.55153,0.05013,2.57183,0.0099
CKCWDM_33444,162.1445,0.0007,-61.1751,0.0001,0.1796,-5.7659,0.3315,2.6479,0.0877,288.6689,0.0002,-1.7527,0.0001,25,25,1,8.8905,0.0196,0.24669,0.15802,13.72707,0.05168,4.23182,0.00965
CKCWDM_33522,164.1032,0.0086,-62.3418,0.0003,0.1824,-6.089,0.1568,2.5312,0.1298,290.0165,0.0013,-2.39,0.0009,40,40,1,8.9068,0.0195,-0.60556,0.32316,13.69345,0.04982,2.31913,0.01013
CKCWDM_33701,165.4697,0.0035,-62.3252,0.0004,0.1872,-6.9013,0.0807,2.6432,0.1397,290.5861,0.0007,-2.109,0.0004,20,20,1,8.8929,0.0165,0.31143,0.18458,13.63784,0.04994,2.4017,0.00978
CKCWDM_33703,162.9587,0.0035,-61.9832,0.0003,0.1912,-6.4217,0.1258,2.8997,0.2435,289.3786,0.0007,-2.3005,0.0004,20,20,1,8.9071,0.0309,-0.56988,0.34531,13.5914,0.05082,2.36479,0.0099
CKCWDM_34129,184.3268,0.0007,-65.3326,0.0002,0.1412,-6.4351,0.145,0.3932,0.1988,299.3778,0.0001,-2.6967,0.0002,27,26,1,8.9209,0.0289,0.32696,0.17474,14.24969,0.05018,3.25153,0.01012
CKCWDM_34143,184.4948,0.0028,-65.7737,0.0001,0.1305,-6.5176,0.2,0.3549,0.1237,299.5046,0.0004,-3.1248,0.0002,24,23,1,8.9066,0.0255,0.07173,0.0417,14.41953,0.05151,2.24344,0.00983
CKCWDM_34177,185.3658,0.0021,-65.5213,0.0003,0.1637,-7.1903,0.0979,0.1734,0.1309,299.8304,0.0003,-2.8302,0.0003,22,21,1,8.9231,0.0357,-0.59804,0.33317,13.92985,0.05036,2.78433,0.00991
CKCWDM_34207,185.1642,0.0004,-64.9975,0.0005,0.1649,-7.4182,0.1575,0.6719,0.0454,299.6848,0.0001,-2.32,0.0005,20,20,1,8.9281,0.0261,-0.17923,0.10708,13.91272,0.05044,3.24688,0.00987
CKCWDM_34417,191.6711,0.0039,-64.6722,0.0003,0.1977,-5.9997,0.2188,-0.1891,0.0763,302.4233,0.0007,-1.8051,0.0003,33,31,1,8.906,0.0307,0.19936,0.11924,13.51705,0.05149,4.91228,0.00973
CKCWDM_34463,190.6996,0.0008,-65.8532,0.0002,0.1431,-6.5325,0.2168,-0.0747,0.0474,302.0473,0.0001,-2.9963,0.0002,20,18,1,8.9482,0.0222,-0.09911,0.05864,14.21926,0.05005,2.76265,0.01021
CKCWDM_34489,193.2089,0.0023,-65.4122,0.0003,0.1591,-7.0582,0.1664,-0.4171,0.1977,303.0775,0.0004,-2.5408,0.0003,36,34,1,8.9332,0.0252,-0.84712,0.49046,13.99192,0.05077,3.37968,0.01027
CKCWDM_34547,194.2064,0.0012,-65.5948,0.0004,0.1459,-5.7008,0.2092,-0.76,0.1337,303.4891,0.0002,-2.7289,0.0004,23,23,1,8.9165,0.0316,-0.57012,0.34426,14.17845,0.05052,2.78843,0.0102
CKCWDM_34678,196.9561,0.0008,-65.0867,0.0003,0.1389,-6.8445,0.3079,-0.9191,0.0857,304.6578,0.0002,-2.2699,0.0003,22,22,1,8.9023,0.0246,0.28218,0.15852,14.28795,0.05078,3.49973,0.01004
CKCWDM_34683,197.4004,0.0021,-65.0362,0.0003,0.1493,-6.1476,0.0819,-0.898,0.0402,304.8482,0.0004,-2.2321,0.0003,22,21,1,8.9127,0.0402,-0.03953,0.02404,14.1289,0.05084,3.51179,0.0103
CKCWDM_34705,198.8013,0.0017,-64.6967,0.0005,0.1842,-6.5165,0.1639,-1.2737,0.047,305.4693,0.0004,-1.9421,0.0004,20,20,1,8.9373,0.0286,-0.84974,0.4893,13.67363,0.05033,3.61999,0.00976
