"Cluster","Comment"
"CWNU 1819","Bronze sample."
"CWNU 182","Gold sample."
"CWNU 1821","Gold sample."
"CWNU 1824","Gold sample."
"CWNU 183","Gold sample."
"CWNU 1832","Gold sample."
"CWNU 1833","Gold sample."
"CWNU 1836","Gold sample."
"CWNU 1841","Gold sample."
"CWNU 1842","Gold sample."
"CWNU 1843","Gold sample."
"CWNU 1844","Gold sample."
"CWNU 1845","Gold sample."
"CWNU 1847","Gold sample."
"CWNU 1849","Gold sample."
"CWNU 1851","Gold sample."
"CWNU 1857","Gold sample."
"CWNU 1860","Gold sample."
"CWNU 1863","Gold sample."
"CWNU 1866","Gold sample."
"CWNU 1867","Gold sample."
"CWNU 1870","Gold sample."
"CWNU 1882","Bronze sample."
"CWNU 1885","Gold sample."
"CWNU 1889","Gold sample."
"CWNU 189","Gold sample."
"CWNU 1893","Gold sample."
"CWNU 1894","Gold sample."
"CWNU 1897","Gold sample."
"CWNU 1899","Gold sample."
"CWNU 19","Gold sample."
"CWNU 1900","Gold sample."
"CWNU 1909","Gold sample."
"CWNU 1910","Gold sample."
"CWNU 1914","Gold sample."
"CWNU 1917","Gold sample."
"CWNU 1918","Wood sample."
"CWNU 1920","Wood sample."
"CWNU 1924","Gold sample."
"CWNU 1926","Gold sample."
"CWNU 193","Gold sample."
"CWNU 1937","Gold sample."
"CWNU 1938","Silver sample."
"CWNU 1939","Gold sample."
"CWNU 1944","Gold sample."
"CWNU 195","Gold sample."
"CWNU 1954","Wood sample."
"CWNU 1961","Gold sample."
"CWNU 1966","Gold sample."
"CWNU 1968","Gold sample."
"CWNU 1971","Gold sample."
"CWNU 1972","Gold sample."
"CWNU 1973","Gold sample."
"CWNU 1974","Gold sample."
"CWNU 1983","Gold sample."
"CWNU 1988","Gold sample."
"CWNU 1994","Gold sample."
"CWNU 1995","Gold sample."
"CWNU 1997","Silver sample."
"CWNU 1998","Gold sample."
"CWNU 2","Gold sample."
"CWNU 2001","Gold sample."
"CWNU 2002","Silver sample."
"CWNU 2004","Gold sample."
"CWNU 2006","Gold sample."
"CWNU 2007","Gold sample."
"CWNU 201","Gold sample."
"CWNU 2012","Gold sample."
"CWNU 2015","Silver sample."
"CWNU 2016","Gold sample."
"CWNU 2018","Gold sample."
"CWNU 2024","Gold sample."
"CWNU 2028","Silver sample."
"CWNU 203","Silver sample."
"CWNU 2034","Gold sample."
"CWNU 2035","Silver sample."
"CWNU 2038","Silver sample."
"CWNU 204","Gold sample."
"CWNU 2046","Gold sample."
"CWNU 2049","Gold sample."
"CWNU 205","Gold sample."
"CWNU 2051","Silver sample."
"CWNU 206","Gold sample."
"CWNU 2063","Gold sample."
"CWNU 2065","Gold sample."
"CWNU 207","Gold sample."
"CWNU 2071","Gold sample."
"CWNU 2072","Gold sample."
"CWNU 2076","Gold sample."
"CWNU 2079","Gold sample."
"CWNU 2088","Gold sample."
"CWNU 2089","Silver sample."
"CWNU 209","Gold sample."
"CWNU 2096","Gold sample."
"CWNU 2103","Gold sample."
"CWNU 2105","Silver sample."
"CWNU 2106","Gold sample."
"CWNU 2110","Gold sample."
"CWNU 2112","Gold sample."
"CWNU 2115","Gold sample."
"CWNU 2116","Gold sample."
"CWNU 212","Gold sample."
"CWNU 2122","Gold sample."
"CWNU 2124","Gold sample."
"CWNU 2142","Gold sample."
"CWNU 2145","Silver sample."
"CWNU 2149","Gold sample."
"CWNU 215","Gold sample."
"CWNU 2151","Gold sample."
"CWNU 2157","Gold sample."
"CWNU 2159","Gold sample."
"CWNU 2160","Silver sample."
"CWNU 2161","Gold sample."
"CWNU 2165","Gold sample."
"CWNU 2169","Gold sample."
"CWNU 2173","Gold sample."
"CWNU 2178","Gold sample."
"CWNU 218","Gold sample."
"CWNU 2180","Gold sample."
"CWNU 2193","Wood sample."
"CWNU 2197","Gold sample."
"CWNU 2203","Gold sample."
"CWNU 2204","Gold sample."
"CWNU 2205","Gold sample."
"CWNU 2206","Gold sample."
"CWNU 2211","Gold sample."
"CWNU 222","Gold sample."
"CWNU 2223","Bronze sample."
"CWNU 2232","Gold sample."
"CWNU 2238","Gold sample."
"CWNU 224","Gold sample."
"CWNU 2245","Gold sample."
"CWNU 2247","Gold sample."
"CWNU 2253","Silver sample."
"CWNU 2254","Silver sample."
"CWNU 2255","Gold sample."
"CWNU 2256","Gold sample."
"CWNU 2259","Gold sample."
"CWNU 226","Gold sample."
"CWNU 2261","Gold sample."
"CWNU 2262","Silver sample."
"CWNU 2264","Gold sample."
"CWNU 2265","Gold sample."
"CWNU 2266","Gold sample."
"CWNU 2268","Gold sample."
"CWNU 2269","Gold sample."
"CWNU 2273","Gold sample."
"CWNU 2274","Gold sample."
"CWNU 2276","Silver sample."
"CWNU 2277","Silver sample."
"CWNU 2284","Gold sample."
"CWNU 2286","Gold sample."
"CWNU 2288","Silver sample."
"CWNU 229","Gold sample."
"CWNU 2292","Gold sample."
"CWNU 2293","Gold sample."
"CWNU 2298","Bronze sample."
"CWNU 2299","Gold sample."
"CWNU 23","Gold sample."
"CWNU 230","Gold sample."
"CWNU 2300","Gold sample."
"CWNU 2304","Gold sample."
"CWNU 2307","Gold sample."
"CWNU 2310","Silver sample."
"CWNU 2312","Gold sample."
"CWNU 2314","Gold sample."
"CWNU 232","Gold sample."
"CWNU 2320","Gold sample."
"CWNU 2321","Gold sample."
"CWNU 2325","Gold sample."
"CWNU 2330","Gold sample."
"CWNU 2331","Silver sample."
"CWNU 2332","Gold sample."
"CWNU 2333","Gold sample."
"CWNU 2336","Gold sample."
