"Cluster","Comment"
"NGC_2453","Tidal & Core radii: r_t=46+/-48.4 [pc], r_c=0.54+/-0.0 [pc]; stars within r_t: N~157"
"NGC_2455","Tidal & Core radii: r_t=61+/-45.2 [pc], r_c=0.54+/-0.0 [pc]; stars within r_t: N~173"
"NGC_2477","Tidal & Core radii: r_t=27+/-1.7 [pc], r_c=0.94+/-0.0 [pc]; stars within r_t: N~2500"
"NGC_2479","Tidal & Core radii: r_t=17+/-4.4 [pc], r_c=0.52+/-0.02 [pc]; stars within r_t: N~142"
"NGC_2482","Tidal & Core radii: r_t=19+/-6.6 [pc], r_c=0.47+/-0.04 [pc]; stars within r_t: N~148"
"NGC_2489","Tidal & Core radii: r_t=20+/-3.7 [pc], r_c=0.56+/-0.04 [pc]; stars within r_t: N~399"
"NGC_2506","Tidal & Core radii: r_t=31+/-4.1 [pc], r_c=1.09+/-0.0 [pc]; stars within r_t: N~958"
"NGC_2509","Tidal & Core radii: r_t=38+/-21.4 [pc], r_c=0.71+/-0.01 [pc]; stars within r_t: N~302"
"NGC_2516","Tidal & Core radii: r_t=45+/-4.4 [pc], r_c=0.9+/-0.0 [pc]; stars within r_t: N~1935"
"NGC_2527","Tidal & Core radii: r_t=35+/-6.6 [pc], r_c=0.6+/-0.0 [pc]; stars within r_t: N~311"
"NGC_2533","Tidal & Core radii: r_t=61+/-55.1 [pc], r_c=0.46+/-0.0 [pc]; stars within r_t: N~174"
"NGC_2539","Tidal & Core radii: r_t=31+/-6.7 [pc], r_c=1.01+/-0.0 [pc]; stars within r_t: N~457"
"NGC_2546","Tidal & Core radii: r_t=23+/-2.9 [pc], r_c=0.33+/-0.0 [pc]; stars within r_t: N~373"
"NGC_2547","Tidal & Core radii: r_t=17+/-2.2 [pc], r_c=0.42+/-0.02 [pc]; stars within r_t: N~446"
"NGC_2548","Tidal & Core radii: r_t=22+/-2.5 [pc], r_c=0.94+/-0.01 [pc]; stars within r_t: N~400"
"NGC_2567","Tidal & Core radii: r_t=24+/-5.6 [pc], r_c=0.65+/-0.01 [pc]; stars within r_t: N~281"
"NGC_2571","Tidal & Core radii: r_t=74+/-75.8 [pc], r_c=0.58+/-0.0 [pc]; stars within r_t: N~246"
"NGC_2580","Tidal & Core radii: r_t=101+/-83.6 [pc], r_c=0.55+/-0.0 [pc]; stars within r_t: N~95"
"NGC_2587","Tidal & Core radii: r_t=115+/-69.1 [pc], r_c=0.5+/-0.0 [pc]; stars within r_t: N~131"
"NGC_2588","Tidal & Core radii: r_t=57+/-65.1 [pc], r_c=0.32+/-0.0 [pc]; stars within r_t: N~74"
"NGC_2627","Tidal & Core radii: r_t=26+/-5.7 [pc], r_c=0.77+/-0.02 [pc]; stars within r_t: N~416"
"NGC_2632","Tidal & Core radii: r_t=15+/-0.5 [pc], r_c=0.85+/-0.0 [pc]; stars within r_t: N~862"
"NGC_2635","Tidal & Core radii: r_t=82+/-64.7 [pc], r_c=0.42+/-0.0 [pc]; stars within r_t: N~158"
"NGC_2658","Tidal & Core radii: r_t=27+/-9.2 [pc], r_c=1.05+/-0.01 [pc]; stars within r_t: N~380"
"NGC_2659","Tidal & Core radii: r_t=19+/-14.7 [pc], r_c=0.45+/-0.04 [pc]; stars within r_t: N~156"
"NGC_2660","Tidal & Core radii: r_t=19+/-3.8 [pc], r_c=0.76+/-0.01 [pc]; stars within r_t: N~412"
"NGC_2669","Tidal & Core radii: r_t=13+/-2.8 [pc], r_c=0.79+/-0.01 [pc]; stars within r_t: N~231"
"NGC_2670","Tidal & Core radii: r_t=27+/-9.3 [pc], r_c=0.71+/-0.0 [pc]; stars within r_t: N~230"
"NGC_2671","Tidal & Core radii: r_t=22+/-5.7 [pc], r_c=0.82+/-0.03 [pc]; stars within r_t: N~326"
"NGC_2682","Tidal & Core radii: r_t=37+/-5.2 [pc], r_c=0.67+/-0.0 [pc]; stars within r_t: N~844"
"NGC_2818","Tidal & Core radii: r_t=33+/-20.1 [pc], r_c=0.72+/-0.02 [pc]; stars within r_t: N~290"
"NGC_2849","Tidal & Core radii: r_t=24+/-10.8 [pc], r_c=0.69+/-0.0 [pc]; stars within r_t: N~136"
"NGC_2866","Tidal & Core radii: r_t=11+/-3.3 [pc], r_c=0.44+/-0.1 [pc]; stars within r_t: N~104"
"NGC_2910","Tidal & Core radii: r_t=27+/-9.1 [pc], r_c=0.77+/-0.01 [pc]; stars within r_t: N~309"
"NGC_2925","Tidal & Core radii: r_t=29+/-8.4 [pc], r_c=0.47+/-0.0 [pc]; stars within r_t: N~204"
"NGC_2972","Tidal & Core radii: r_t=98+/-70.5 [pc], r_c=0.74+/-0.0 [pc]; stars within r_t: N~162"
"NGC_3033","Tidal & Core radii: r_t=58+/-43.0 [pc], r_c=0.48+/-0.0 [pc]; stars within r_t: N~168"
"NGC_3105","Tidal & Core radii: r_t=74+/-70.8 [pc], r_c=0.52+/-0.0 [pc]; stars within r_t: N~84"
"NGC_3114","Tidal & Core radii: r_t=37+/-2.7 [pc], r_c=0.94+/-0.0 [pc]; stars within r_t: N~1388"
"NGC_3228","Tidal & Core radii: r_t=48+/-20.5 [pc], r_c=0.32+/-0.0 [pc]; stars within r_t: N~139"
"NGC_3255","Tidal & Core radii: r_t=57+/-54.7 [pc], r_c=0.76+/-0.0 [pc]; stars within r_t: N~148"
"NGC_3293","Tidal & Core radii: r_t=22+/-4.2 [pc], r_c=0.68+/-0.0 [pc]; stars within r_t: N~579"
"NGC_3324","Tidal & Core radii: r_t=151+/-61.7 [pc], r_c=0.59+/-0.0 [pc]; stars within r_t: N~183"
"NGC_3330","Tidal & Core radii: r_t=26+/-17.4 [pc], r_c=0.5+/-0.0 [pc]; stars within r_t: N~143"
"NGC_3496","Tidal & Core radii: r_t=43+/-14.7 [pc], r_c=1.0+/-0.0 [pc]; stars within r_t: N~724"
"NGC_3532","Tidal & Core radii: r_t=23+/-0.9 [pc], r_c=1.0+/-0.0 [pc]; stars within r_t: N~2084"
"NGC_3572","Tidal & Core radii: r_t=35+/-4.0 [pc], r_c=0.73+/-0.0 [pc]; stars within r_t: N~623"
"NGC_3590","Tidal & Core radii: r_t=33+/-38.2 [pc], r_c=0.69+/-0.0 [pc]; stars within r_t: N~354"
"NGC_366","Tidal & Core radii: r_t=29+/-22.7 [pc], r_c=0.69+/-0.0 [pc]; stars within r_t: N~159"
"NGC_3680","Tidal & Core radii: r_t=67+/-55.9 [pc], r_c=0.28+/-0.0 [pc]; stars within r_t: N~116"
"NGC_3766","Tidal & Core radii: r_t=35+/-5.8 [pc], r_c=1.02+/-0.0 [pc]; stars within r_t: N~1240"
"NGC_381","Tidal & Core radii: r_t=18+/-5.6 [pc], r_c=0.7+/-0.02 [pc]; stars within r_t: N~176"
"NGC_3960","Tidal & Core radii: r_t=19+/-1.8 [pc], r_c=0.71+/-0.01 [pc]; stars within r_t: N~411"
"NGC_4052","Tidal & Core radii: r_t=48+/-15.8 [pc], r_c=0.68+/-0.0 [pc]; stars within r_t: N~310"
"NGC_4103","Tidal & Core radii: r_t=73+/-31.1 [pc], r_c=0.65+/-0.0 [pc]; stars within r_t: N~640"
"NGC_433","Tidal & Core radii: r_t=26+/-9.8 [pc], r_c=0.71+/-0.02 [pc]; stars within r_t: N~195"
"NGC_4337","Tidal & Core radii: r_t=29+/-12.5 [pc], r_c=0.71+/-0.01 [pc]; stars within r_t: N~327"
"NGC_4349","Tidal & Core radii: r_t=20+/-2.3 [pc], r_c=0.93+/-0.02 [pc]; stars within r_t: N~784"
"NGC_436","Tidal & Core radii: r_t=15+/-3.8 [pc], r_c=0.74+/-0.03 [pc]; stars within r_t: N~189"
"NGC_4439","Tidal & Core radii: r_t=196+/-19.2 [pc], r_c=0.56+/-0.0 [pc]; stars within r_t: N~170"
"NGC_4463","Tidal & Core radii: r_t=24+/-6.4 [pc], r_c=0.73+/-0.0 [pc]; stars within r_t: N~227"
"NGC_457","Tidal & Core radii: r_t=19+/-3.7 [pc], r_c=1.03+/-0.04 [pc]; stars within r_t: N~598"
"NGC_4609","Tidal & Core radii: r_t=46+/-13.1 [pc], r_c=0.78+/-0.0 [pc]; stars within r_t: N~366"
"NGC_4755","Tidal & Core radii: r_t=28+/-7.6 [pc], r_c=0.81+/-0.0 [pc]; stars within r_t: N~935"
"NGC_4815","Tidal & Core radii: r_t=22+/-3.5 [pc], r_c=0.91+/-0.01 [pc]; stars within r_t: N~610"
"NGC_4852","Tidal & Core radii: r_t=21+/-4.2 [pc], r_c=0.74+/-0.0 [pc]; stars within r_t: N~239"
"NGC_5138","Tidal & Core radii: r_t=16+/-6.8 [pc], r_c=0.56+/-0.07 [pc]; stars within r_t: N~160"
"NGC_5168","Tidal & Core radii: r_t=24+/-20.2 [pc], r_c=0.71+/-0.02 [pc]; stars within r_t: N~236"
"NGC_5269","Tidal & Core radii: r_t=28+/-5.9 [pc], r_c=0.48+/-0.0 [pc]; stars within r_t: N~240"
"NGC_5281","Tidal & Core radii: r_t=187+/-30.5 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~430"
"NGC_5288","Tidal & Core radii: r_t=13+/-3.3 [pc], r_c=0.34+/-0.0 [pc]; stars within r_t: N~144"
"NGC_5316","Tidal & Core radii: r_t=20+/-1.8 [pc], r_c=0.8+/-0.02 [pc]; stars within r_t: N~426"
"NGC_5381","Tidal & Core radii: r_t=20+/-3.8 [pc], r_c=0.68+/-0.0 [pc]; stars within r_t: N~468"
"NGC_5460","Tidal & Core radii: r_t=20+/-3.2 [pc], r_c=0.64+/-0.02 [pc]; stars within r_t: N~185"
"NGC_559","Tidal & Core radii: r_t=24+/-6.3 [pc], r_c=0.75+/-0.0 [pc]; stars within r_t: N~428"
"NGC_5593","Tidal & Core radii: r_t=36+/-32.0 [pc], r_c=0.3+/-0.0 [pc]; stars within r_t: N~134"
"NGC_5606","Tidal & Core radii: r_t=195+/-24.3 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~142"
"NGC_5617","Tidal & Core radii: r_t=19+/-3.2 [pc], r_c=1.03+/-0.01 [pc]; stars within r_t: N~642"
"NGC_5662","Tidal & Core radii: r_t=15+/-2.9 [pc], r_c=0.86+/-0.01 [pc]; stars within r_t: N~312"
"NGC_5715","Tidal & Core radii: r_t=26+/-8.7 [pc], r_c=0.6+/-0.02 [pc]; stars within r_t: N~246"
"NGC_5749","Tidal & Core radii: r_t=20+/-10.9 [pc], r_c=0.55+/-0.01 [pc]; stars within r_t: N~109"
"NGC_5764","Tidal & Core radii: r_t=20+/-16.2 [pc], r_c=0.38+/-0.01 [pc]; stars within r_t: N~108"
"NGC_581","Tidal & Core radii: r_t=102+/-72.1 [pc], r_c=0.7+/-0.0 [pc]; stars within r_t: N~368"
"NGC_5822","Tidal & Core radii: r_t=21+/-2.4 [pc], r_c=0.84+/-0.01 [pc]; stars within r_t: N~632"
"NGC_5823","Tidal & Core radii: r_t=22+/-1.8 [pc], r_c=0.76+/-0.01 [pc]; stars within r_t: N~548"
"NGC_5925","Tidal & Core radii: r_t=18+/-3.1 [pc], r_c=0.8+/-0.06 [pc]; stars within r_t: N~420"
"NGC_5999","Tidal & Core radii: r_t=14+/-1.4 [pc], r_c=0.9+/-0.01 [pc]; stars within r_t: N~422"
"NGC_6005","Tidal & Core radii: r_t=21+/-4.8 [pc], r_c=0.81+/-0.01 [pc]; stars within r_t: N~436"
"NGC_6025","Tidal & Core radii: r_t=37+/-8.9 [pc], r_c=0.81+/-0.0 [pc]; stars within r_t: N~431"
"NGC_6031","Tidal & Core radii: r_t=42+/-49.1 [pc], r_c=0.67+/-0.01 [pc]; stars within r_t: N~166"
"NGC_6067","Tidal & Core radii: r_t=20+/-1.7 [pc], r_c=0.81+/-0.01 [pc]; stars within r_t: N~1190"
"NGC_6087","Tidal & Core radii: r_t=71+/-38.0 [pc], r_c=0.65+/-0.0 [pc]; stars within r_t: N~340"
"NGC_609","Tidal & Core radii: r_t=42+/-33.7 [pc], r_c=0.59+/-0.01 [pc]; stars within r_t: N~217"
"NGC_6124","Tidal & Core radii: r_t=33+/-4.1 [pc], r_c=0.83+/-0.0 [pc]; stars within r_t: N~1221"
"NGC_6134","Tidal & Core radii: r_t=27+/-4.2 [pc], r_c=0.72+/-0.0 [pc]; stars within r_t: N~670"
"NGC_6152","Tidal & Core radii: r_t=25+/-6.4 [pc], r_c=0.75+/-0.0 [pc]; stars within r_t: N~309"
"NGC_6167","Tidal & Core radii: r_t=96+/-33.8 [pc], r_c=1.1+/-0.0 [pc]; stars within r_t: N~2140"
"NGC_6178","Tidal & Core radii: r_t=200+/-0.0 [pc], r_c=0.55+/-0.0 [pc]; stars within r_t: N~154"
"NGC_6192","Tidal & Core radii: r_t=15+/-1.9 [pc], r_c=0.94+/-0.0 [pc]; stars within r_t: N~475"
"NGC_6193","Tidal & Core radii: r_t=31+/-4.7 [pc], r_c=0.39+/-0.0 [pc]; stars within r_t: N~549"
"NGC_6204","Tidal & Core radii: r_t=20+/-4.3 [pc], r_c=0.68+/-0.0 [pc]; stars within r_t: N~322"
"NGC_6208","Tidal & Core radii: r_t=18+/-3.0 [pc], r_c=0.71+/-0.01 [pc]; stars within r_t: N~349"
"NGC_6216","Tidal & Core radii: r_t=22+/-6.0 [pc], r_c=0.68+/-0.02 [pc]; stars within r_t: N~311"
"NGC_6231","Tidal & Core radii: r_t=55+/-10.0 [pc], r_c=0.54+/-0.0 [pc]; stars within r_t: N~1176"
"NGC_6242","Tidal & Core radii: r_t=26+/-5.4 [pc], r_c=0.92+/-0.02 [pc]; stars within r_t: N~584"
"NGC_6249","Tidal & Core radii: r_t=102+/-80.7 [pc], r_c=0.31+/-0.0 [pc]; stars within r_t: N~107"
"NGC_6250","Tidal & Core radii: r_t=200+/-0.0 [pc], r_c=0.15+/-0.0 [pc]; stars within r_t: N~157"
"NGC_6253","Tidal & Core radii: r_t=20+/-2.8 [pc], r_c=0.89+/-0.01 [pc]; stars within r_t: N~731"
"NGC_6259","Tidal & Core radii: r_t=30+/-2.5 [pc], r_c=0.95+/-0.0 [pc]; stars within r_t: N~1306"
"NGC_6268","Tidal & Core radii: r_t=21+/-5.8 [pc], r_c=0.54+/-0.01 [pc]; stars within r_t: N~208"
"NGC_6281","Tidal & Core radii: r_t=29+/-4.6 [pc], r_c=0.79+/-0.0 [pc]; stars within r_t: N~509"
"NGC_6318","Tidal & Core radii: r_t=31+/-7.5 [pc], r_c=0.69+/-0.0 [pc]; stars within r_t: N~387"
"NGC_6322","Tidal & Core radii: r_t=80+/-82.8 [pc], r_c=0.5+/-0.0 [pc]; stars within r_t: N~137"
"NGC_637","Tidal & Core radii: r_t=105+/-69.7 [pc], r_c=0.59+/-0.0 [pc]; stars within r_t: N~186"
"NGC_6383","Tidal & Core radii: r_t=100+/-60.8 [pc], r_c=0.45+/-0.0 [pc]; stars within r_t: N~284"
"NGC_6396","Tidal & Core radii: r_t=20+/-15.7 [pc], r_c=0.52+/-0.04 [pc]; stars within r_t: N~128"
"NGC_6400","Tidal & Core radii: r_t=14+/-4.0 [pc], r_c=0.66+/-0.04 [pc]; stars within r_t: N~182"
"NGC_6404","Tidal & Core radii: r_t=22+/-3.6 [pc], r_c=0.78+/-0.02 [pc]; stars within r_t: N~505"
"NGC_6405","Tidal & Core radii: r_t=11+/-0.5 [pc], r_c=0.81+/-0.01 [pc]; stars within r_t: N~542"
"NGC_6416","Tidal & Core radii: r_t=26+/-7.7 [pc], r_c=0.72+/-0.01 [pc]; stars within r_t: N~291"
"NGC_6425","Tidal & Core radii: r_t=26+/-13.0 [pc], r_c=0.49+/-0.03 [pc]; stars within r_t: N~175"
"NGC_6444","Tidal & Core radii: r_t=25+/-5.5 [pc], r_c=0.6+/-0.0 [pc]; stars within r_t: N~214"
"NGC_6451","Tidal & Core radii: r_t=31+/-6.8 [pc], r_c=0.7+/-0.0 [pc]; stars within r_t: N~513"
"NGC_6469","Tidal & Core radii: r_t=25+/-34.6 [pc], r_c=0.44+/-0.04 [pc]; stars within r_t: N~93"
"NGC_6475","Tidal & Core radii: r_t=24+/-2.0 [pc], r_c=0.78+/-0.0 [pc]; stars within r_t: N~1116"
"NGC_6494","Tidal & Core radii: r_t=26+/-2.8 [pc], r_c=0.75+/-0.01 [pc]; stars within r_t: N~888"
"NGC_6520","Tidal & Core radii: r_t=44+/-28.0 [pc], r_c=0.79+/-0.0 [pc]; stars within r_t: N~414"
"NGC_6531","Tidal & Core radii: r_t=200+/-0.0 [pc], r_c=0.48+/-0.0 [pc]; stars within r_t: N~632"
"NGC_654","Tidal & Core radii: r_t=34+/-15.9 [pc], r_c=0.7+/-0.0 [pc]; stars within r_t: N~480"
"NGC_6561","Tidal & Core radii: r_t=137+/-67.6 [pc], r_c=0.52+/-0.0 [pc]; stars within r_t: N~144"
"NGC_6568","Tidal & Core radii: r_t=24+/-6.9 [pc], r_c=0.59+/-0.02 [pc]; stars within r_t: N~274"
"NGC_6583","Tidal & Core radii: r_t=24+/-19.8 [pc], r_c=0.56+/-0.01 [pc]; stars within r_t: N~244"
"NGC_659","Tidal & Core radii: r_t=37+/-18.0 [pc], r_c=0.75+/-0.0 [pc]; stars within r_t: N~252"
"NGC_6603","Tidal & Core radii: r_t=17+/-2.6 [pc], r_c=0.82+/-0.03 [pc]; stars within r_t: N~506"
"NGC_6613","Tidal & Core radii: r_t=111+/-47.1 [pc], r_c=0.71+/-0.0 [pc]; stars within r_t: N~583"
"NGC_663","Tidal & Core radii: r_t=31+/-3.1 [pc], r_c=0.9+/-0.0 [pc]; stars within r_t: N~939"
"NGC_6631","Tidal & Core radii: r_t=26+/-25.1 [pc], r_c=0.66+/-0.01 [pc]; stars within r_t: N~156"
"NGC_6633","Tidal & Core radii: r_t=15+/-1.4 [pc], r_c=0.92+/-0.05 [pc]; stars within r_t: N~329"
"NGC_6645","Tidal & Core radii: r_t=22+/-3.6 [pc], r_c=0.8+/-0.02 [pc]; stars within r_t: N~403"
"NGC_6649","Tidal & Core radii: r_t=29+/-7.3 [pc], r_c=0.95+/-0.0 [pc]; stars within r_t: N~695"
"NGC_6664","Tidal & Core radii: r_t=21+/-4.5 [pc], r_c=0.75+/-0.0 [pc]; stars within r_t: N~292"
"NGC_6694","Tidal & Core radii: r_t=23+/-5.3 [pc], r_c=0.66+/-0.0 [pc]; stars within r_t: N~284"
"NGC_6704","Tidal & Core radii: r_t=19+/-9.7 [pc], r_c=0.67+/-0.01 [pc]; stars within r_t: N~175"
"NGC_6705","Tidal & Core radii: r_t=20+/-2.3 [pc], r_c=0.85+/-0.01 [pc]; stars within r_t: N~1278"
"NGC_6709","Tidal & Core radii: r_t=38+/-11.2 [pc], r_c=0.82+/-0.0 [pc]; stars within r_t: N~342"
"NGC_6716","Tidal & Core radii: r_t=18+/-2.5 [pc], r_c=0.77+/-0.0 [pc]; stars within r_t: N~541"
"NGC_6728","Tidal & Core radii: r_t=42+/-34.6 [pc], r_c=0.81+/-0.0 [pc]; stars within r_t: N~219"
"NGC_6735","Tidal & Core radii: r_t=29+/-23.0 [pc], r_c=0.73+/-0.01 [pc]; stars within r_t: N~216"
"NGC_6755","Tidal & Core radii: r_t=18+/-4.7 [pc], r_c=0.78+/-0.01 [pc]; stars within r_t: N~269"
"NGC_6756","Tidal & Core radii: r_t=21+/-7.7 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~226"
"NGC_6791","Tidal & Core radii: r_t=27+/-2.7 [pc], r_c=1.07+/-0.01 [pc]; stars within r_t: N~1356"
"NGC_6793","Tidal & Core radii: r_t=31+/-8.9 [pc], r_c=0.47+/-0.01 [pc]; stars within r_t: N~212"
"NGC_6800","Tidal & Core radii: r_t=45+/-38.9 [pc], r_c=0.31+/-0.0 [pc]; stars within r_t: N~145"
"NGC_6802","Tidal & Core radii: r_t=18+/-2.7 [pc], r_c=0.86+/-0.0 [pc]; stars within r_t: N~378"
"NGC_6811","Tidal & Core radii: r_t=39+/-15.5 [pc], r_c=0.7+/-0.0 [pc]; stars within r_t: N~322"
"NGC_6819","Tidal & Core radii: r_t=27+/-3.0 [pc], r_c=0.96+/-0.0 [pc]; stars within r_t: N~1465"
"NGC_6823","Tidal & Core radii: r_t=83+/-55.0 [pc], r_c=0.49+/-0.0 [pc]; stars within r_t: N~302"
"NGC_6827","Tidal & Core radii: r_t=95+/-63.5 [pc], r_c=0.47+/-0.0 [pc]; stars within r_t: N~127"
"NGC_6830","Tidal & Core radii: r_t=18+/-3.0 [pc], r_c=0.78+/-0.01 [pc]; stars within r_t: N~263"
"NGC_6834","Tidal & Core radii: r_t=29+/-4.9 [pc], r_c=0.9+/-0.0 [pc]; stars within r_t: N~434"
"NGC_6846","Tidal & Core radii: r_t=200+/-3.3 [pc], r_c=0.57+/-0.0 [pc]; stars within r_t: N~193"
"NGC_6866","Tidal & Core radii: r_t=110+/-67.7 [pc], r_c=0.66+/-0.0 [pc]; stars within r_t: N~285"
"NGC_6871","Tidal & Core radii: r_t=147+/-54.5 [pc], r_c=0.69+/-0.0 [pc]; stars within r_t: N~765"
"NGC_6910","Tidal & Core radii: r_t=135+/-55.1 [pc], r_c=0.57+/-0.0 [pc]; stars within r_t: N~288"
"NGC_6913","Tidal & Core radii: r_t=24+/-0.5 [pc], r_c=0.7+/-0.0 [pc]; stars within r_t: N~562"
"NGC_6939","Tidal & Core radii: r_t=26+/-4.2 [pc], r_c=0.91+/-0.0 [pc]; stars within r_t: N~676"
"NGC_6940","Tidal & Core radii: r_t=17+/-1.5 [pc], r_c=0.68+/-0.01 [pc]; stars within r_t: N~503"
"NGC_6991","Tidal & Core radii: r_t=26+/-4.7 [pc], r_c=0.62+/-0.0 [pc]; stars within r_t: N~225"
"NGC_7024","Tidal & Core radii: r_t=41+/-49.3 [pc], r_c=0.31+/-0.02 [pc]; stars within r_t: N~96"
"NGC_7031","Tidal & Core radii: r_t=23+/-7.3 [pc], r_c=0.53+/-0.0 [pc]; stars within r_t: N~188"
"NGC_7039","Tidal & Core radii: r_t=79+/-76.8 [pc], r_c=0.5+/-0.0 [pc]; stars within r_t: N~306"
"NGC_7044","Tidal & Core radii: r_t=21+/-3.6 [pc], r_c=0.77+/-0.01 [pc]; stars within r_t: N~562"
"NGC_7058","Tidal & Core radii: r_t=20+/-3.5 [pc], r_c=0.54+/-0.01 [pc]; stars within r_t: N~225"
"NGC_7062","Tidal & Core radii: r_t=31+/-26.5 [pc], r_c=0.5+/-0.0 [pc]; stars within r_t: N~143"
"NGC_7063","Tidal & Core radii: r_t=44+/-31.9 [pc], r_c=0.57+/-0.0 [pc]; stars within r_t: N~130"
"NGC_7067","Tidal & Core radii: r_t=93+/-81.9 [pc], r_c=0.23+/-0.0 [pc]; stars within r_t: N~71"
"NGC_7082","Tidal & Core radii: r_t=20+/-3.9 [pc], r_c=0.82+/-0.02 [pc]; stars within r_t: N~340"
"NGC_7086","Tidal & Core radii: r_t=23+/-2.1 [pc], r_c=0.88+/-0.0 [pc]; stars within r_t: N~685"
"NGC_7128","Tidal & Core radii: r_t=26+/-27.9 [pc], r_c=0.72+/-0.0 [pc]; stars within r_t: N~163"
"NGC_7129","Tidal & Core radii: r_t=31+/-42.3 [pc], r_c=0.2+/-0.03 [pc]; stars within r_t: N~97"
"NGC_7142","Tidal & Core radii: r_t=19+/-4.2 [pc], r_c=0.67+/-0.01 [pc]; stars within r_t: N~372"
"NGC_7160","Tidal & Core radii: r_t=200+/-0.0 [pc], r_c=0.33+/-0.0 [pc]; stars within r_t: N~214"
"NGC_7209","Tidal & Core radii: r_t=36+/-7.4 [pc], r_c=0.86+/-0.0 [pc]; stars within r_t: N~335"
"NGC_7226","Tidal & Core radii: r_t=68+/-71.9 [pc], r_c=0.5+/-0.0 [pc]; stars within r_t: N~64"
"NGC_7235","Tidal & Core radii: r_t=52+/-42.4 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~245"
"NGC_7243","Tidal & Core radii: r_t=18+/-2.8 [pc], r_c=0.56+/-0.01 [pc]; stars within r_t: N~337"
"NGC_7245","Tidal & Core radii: r_t=34+/-24.1 [pc], r_c=0.62+/-0.05 [pc]; stars within r_t: N~331"
"NGC_7261","Tidal & Core radii: r_t=34+/-36.8 [pc], r_c=0.37+/-0.0 [pc]; stars within r_t: N~126"
"NGC_7281","Tidal & Core radii: r_t=31+/-17.4 [pc], r_c=0.41+/-0.01 [pc]; stars within r_t: N~120"
"NGC_7296","Tidal & Core radii: r_t=40+/-28.4 [pc], r_c=0.64+/-0.0 [pc]; stars within r_t: N~153"
"NGC_7380","Tidal & Core radii: r_t=9+/-1.8 [pc], r_c=0.67+/-0.07 [pc]; stars within r_t: N~142"
"NGC_7423","Tidal & Core radii: r_t=22+/-33.6 [pc], r_c=0.61+/-0.02 [pc]; stars within r_t: N~113"
"NGC_743","Tidal & Core radii: r_t=141+/-59.8 [pc], r_c=0.46+/-0.0 [pc]; stars within r_t: N~174"
"NGC_744","Tidal & Core radii: r_t=16+/-4.2 [pc], r_c=0.51+/-0.01 [pc]; stars within r_t: N~163"
"NGC_7510","Tidal & Core radii: r_t=35+/-9.2 [pc], r_c=0.64+/-0.0 [pc]; stars within r_t: N~388"
"NGC_752","Tidal & Core radii: r_t=12+/-1.0 [pc], r_c=0.48+/-0.02 [pc]; stars within r_t: N~218"
"NGC_7654","Tidal & Core radii: r_t=20+/-1.6 [pc], r_c=0.89+/-0.01 [pc]; stars within r_t: N~996"
"NGC_7788","Tidal & Core radii: r_t=154+/-70.3 [pc], r_c=0.4+/-0.0 [pc]; stars within r_t: N~318"
"NGC_7789","Tidal & Core radii: r_t=35+/-2.3 [pc], r_c=1.18+/-0.0 [pc]; stars within r_t: N~2694"
"NGC_7790","Tidal & Core radii: r_t=135+/-67.6 [pc], r_c=0.56+/-0.0 [pc]; stars within r_t: N~275"
"NGC_869","Tidal & Core radii: r_t=140+/-50.5 [pc], r_c=0.58+/-0.0 [pc]; stars within r_t: N~2312"
"NGC_884","Tidal & Core radii: r_t=196+/-15.3 [pc], r_c=0.57+/-0.0 [pc]; stars within r_t: N~2226"
"NGC_957","Tidal & Core radii: r_t=181+/-33.2 [pc], r_c=0.62+/-0.0 [pc]; stars within r_t: N~430"
"Pismis_1","Tidal & Core radii: r_t=56+/-68.3 [pc], r_c=0.36+/-0.0 [pc]; stars within r_t: N~86"
"Pismis_11","Tidal & Core radii: r_t=180+/-51.2 [pc], r_c=0.36+/-0.0 [pc]; stars within r_t: N~135"
"Pismis_12","Tidal & Core radii: r_t=36+/-16.2 [pc], r_c=0.75+/-0.0 [pc]; stars within r_t: N~271"
"Pismis_15","Tidal & Core radii: r_t=22+/-8.7 [pc], r_c=0.63+/-0.01 [pc]; stars within r_t: N~210"
"Pismis_18","Tidal & Core radii: r_t=26+/-9.9 [pc], r_c=0.69+/-0.0 [pc]; stars within r_t: N~312"
"Pismis_19","Tidal & Core radii: r_t=58+/-35.7 [pc], r_c=0.6+/-0.0 [pc]; stars within r_t: N~751"
"Pismis_2","Tidal & Core radii: r_t=24+/-18.9 [pc], r_c=0.61+/-0.01 [pc]; stars within r_t: N~215"
"Pismis_27","Tidal & Core radii: r_t=90+/-72.3 [pc], r_c=0.49+/-0.0 [pc]; stars within r_t: N~95"
"Pismis_3","Tidal & Core radii: r_t=21+/-3.2 [pc], r_c=0.98+/-0.02 [pc]; stars within r_t: N~1019"
"Pismis_4","Tidal & Core radii: r_t=96+/-60.8 [pc], r_c=0.53+/-0.0 [pc]; stars within r_t: N~198"
"Pismis_5","Tidal & Core radii: r_t=195+/-21.7 [pc], r_c=0.13+/-0.0 [pc]; stars within r_t: N~200"
"Pismis_7","Tidal & Core radii: r_t=46+/-44.5 [pc], r_c=0.59+/-0.04 [pc]; stars within r_t: N~127"
