"Cluster","Comment"
"Collinder_463","Tidal & Core radii: r_t=31+/-4.9 [pc], r_c=0.71+/-0.01 [pc]; stars within r_t: N~505"
"Collinder_469","Tidal & Core radii: r_t=150+/-73.9 [pc], r_c=0.73+/-0.0 [pc]; stars within r_t: N~156"
"Collinder_69","Tidal & Core radii: r_t=136+/-50.3 [pc], r_c=0.35+/-0.0 [pc]; stars within r_t: N~845"
"Collinder_74","Tidal & Core radii: r_t=52+/-61.6 [pc], r_c=0.56+/-0.0 [pc]; stars within r_t: N~89"
"Collinder_95","Tidal & Core radii: r_t=22+/-8.6 [pc], r_c=0.48+/-0.02 [pc]; stars within r_t: N~215"
"Czernik_1","Tidal & Core radii: r_t=104+/-86.8 [pc], r_c=0.35+/-0.0 [pc]; stars within r_t: N~67"
"Czernik_10","Tidal & Core radii: r_t=45+/-63.3 [pc], r_c=0.08+/-0.0 [pc]; stars within r_t: N~51"
"Czernik_12","Tidal & Core radii: r_t=41+/-57.7 [pc], r_c=0.18+/-0.02 [pc]; stars within r_t: N~52"
"Czernik_13","Tidal & Core radii: r_t=17+/-6.7 [pc], r_c=0.58+/-0.02 [pc]; stars within r_t: N~126"
"Czernik_14","Tidal & Core radii: r_t=51+/-55.9 [pc], r_c=0.68+/-0.0 [pc]; stars within r_t: N~75"
"Czernik_15","Tidal & Core radii: r_t=115+/-79.6 [pc], r_c=0.23+/-0.0 [pc]; stars within r_t: N~73"
"Czernik_16","Tidal & Core radii: r_t=20+/-26.2 [pc], r_c=0.56+/-0.06 [pc]; stars within r_t: N~69"
"Czernik_18","Tidal & Core radii: r_t=28+/-46.9 [pc], r_c=0.25+/-0.04 [pc]; stars within r_t: N~51"
"Czernik_19","Tidal & Core radii: r_t=19+/-27.6 [pc], r_c=0.35+/-0.03 [pc]; stars within r_t: N~76"
"Czernik_2","Tidal & Core radii: r_t=26+/-28.8 [pc], r_c=0.52+/-0.04 [pc]; stars within r_t: N~105"
"Czernik_20","Tidal & Core radii: r_t=115+/-75.6 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~110"
"Czernik_21","Tidal & Core radii: r_t=62+/-72.9 [pc], r_c=0.39+/-0.0 [pc]; stars within r_t: N~63"
"Czernik_23","Tidal & Core radii: r_t=65+/-73.5 [pc], r_c=0.27+/-0.0 [pc]; stars within r_t: N~79"
"Czernik_25","Tidal & Core radii: r_t=24+/-10.3 [pc], r_c=0.47+/-0.03 [pc]; stars within r_t: N~136"
"Czernik_27","Tidal & Core radii: r_t=64+/-74.4 [pc], r_c=0.35+/-0.0 [pc]; stars within r_t: N~55"
"Czernik_29","Tidal & Core radii: r_t=76+/-48.3 [pc], r_c=0.64+/-0.0 [pc]; stars within r_t: N~357"
"Czernik_30","Tidal & Core radii: r_t=107+/-80.0 [pc], r_c=0.34+/-0.0 [pc]; stars within r_t: N~59"
"Czernik_31","Tidal & Core radii: r_t=46+/-53.7 [pc], r_c=0.67+/-0.0 [pc]; stars within r_t: N~98"
"Czernik_32","Tidal & Core radii: r_t=20+/-18.8 [pc], r_c=0.85+/-0.01 [pc]; stars within r_t: N~200"
"Czernik_37","Tidal & Core radii: r_t=35+/-31.1 [pc], r_c=0.42+/-0.01 [pc]; stars within r_t: N~273"
"Czernik_38","Tidal & Core radii: r_t=17+/-6.0 [pc], r_c=0.74+/-0.01 [pc]; stars within r_t: N~164"
"Czernik_40","Tidal & Core radii: r_t=98+/-72.5 [pc], r_c=0.5+/-0.0 [pc]; stars within r_t: N~108"
"Czernik_41","Tidal & Core radii: r_t=42+/-21.6 [pc], r_c=0.64+/-0.0 [pc]; stars within r_t: N~355"
"Czernik_42","Tidal & Core radii: r_t=65+/-75.0 [pc], r_c=0.16+/-0.0 [pc]; stars within r_t: N~53"
"Czernik_44","Tidal & Core radii: r_t=126+/-84.3 [pc], r_c=0.2+/-0.0 [pc]; stars within r_t: N~74"
"Czernik_5","Tidal & Core radii: r_t=47+/-61.6 [pc], r_c=0.26+/-0.0 [pc]; stars within r_t: N~79"
"Czernik_6","Tidal & Core radii: r_t=151+/-75.1 [pc], r_c=0.57+/-0.0 [pc]; stars within r_t: N~132"
"Czernik_8","Tidal & Core radii: r_t=35+/-49.4 [pc], r_c=0.45+/-0.02 [pc]; stars within r_t: N~66"
"Czernik_9","Tidal & Core radii: r_t=20+/-34.0 [pc], r_c=0.57+/-0.15 [pc]; stars within r_t: N~68"
"DBSB_101","Tidal & Core radii: r_t=9+/-7.3 [pc], r_c=0.45+/-0.02 [pc]; stars within r_t: N~133"
"DBSB_104","Tidal & Core radii: r_t=199+/-9.0 [pc], r_c=0.82+/-0.0 [pc]; stars within r_t: N~135"
"DBSB_21","Tidal & Core radii: r_t=199+/-10.9 [pc], r_c=0.53+/-0.0 [pc]; stars within r_t: N~95"
"DBSB_3","Tidal & Core radii: r_t=14+/-21.7 [pc], r_c=0.34+/-0.06 [pc]; stars within r_t: N~52"
"DBSB_43","Tidal & Core radii: r_t=52+/-69.6 [pc], r_c=0.49+/-0.0 [pc]; stars within r_t: N~54"
"DBSB_6","Tidal & Core radii: r_t=80+/-79.4 [pc], r_c=0.57+/-0.0 [pc]; stars within r_t: N~53"
"DBSB_7","Tidal & Core radii: r_t=124+/-73.3 [pc], r_c=0.6+/-0.0 [pc]; stars within r_t: N~129"
"Dias_1","Tidal & Core radii: r_t=197+/-16.6 [pc], r_c=0.15+/-0.0 [pc]; stars within r_t: N~196"
"Dias_5","Tidal & Core radii: r_t=33+/-38.5 [pc], r_c=0.39+/-0.01 [pc]; stars within r_t: N~241"
"Dias_6","Tidal & Core radii: r_t=30+/-27.8 [pc], r_c=0.61+/-0.03 [pc]; stars within r_t: N~209"
"Dolidze_16","Tidal & Core radii: r_t=11+/-19.9 [pc], r_c=0.3+/-0.07 [pc]; stars within r_t: N~60"
"Dolidze_3","Tidal & Core radii: r_t=28+/-5.3 [pc], r_c=0.73+/-0.0 [pc]; stars within r_t: N~252"
"Dolidze_32","Tidal & Core radii: r_t=46+/-28.9 [pc], r_c=0.82+/-0.0 [pc]; stars within r_t: N~380"
"Dolidze_5","Tidal & Core radii: r_t=20+/-7.5 [pc], r_c=0.6+/-0.04 [pc]; stars within r_t: N~167"
"Dolidze_53","Tidal & Core radii: r_t=195+/-21.6 [pc], r_c=0.65+/-0.0 [pc]; stars within r_t: N~148"
"Dolidze_8","Tidal & Core radii: r_t=98+/-84.3 [pc], r_c=0.36+/-0.0 [pc]; stars within r_t: N~99"
"Feibelman_1","Tidal & Core radii: r_t=122+/-78.3 [pc], r_c=0.25+/-0.0 [pc]; stars within r_t: N~88"
"Ferrero_1","Tidal & Core radii: r_t=18+/-8.6 [pc], r_c=0.68+/-0.0 [pc]; stars within r_t: N~127"
"Ferrero_11","Tidal & Core radii: r_t=36+/-38.1 [pc], r_c=0.5+/-0.0 [pc]; stars within r_t: N~76"
"FSR_0088","Tidal & Core radii: r_t=30+/-9.0 [pc], r_c=0.58+/-0.02 [pc]; stars within r_t: N~319"
"FSR_0123","Tidal & Core radii: r_t=65+/-55.0 [pc], r_c=0.68+/-0.0 [pc]; stars within r_t: N~231"
"FSR_0154","Tidal & Core radii: r_t=79+/-65.2 [pc], r_c=0.49+/-0.0 [pc]; stars within r_t: N~181"
"FSR_0158","Tidal & Core radii: r_t=32+/-37.4 [pc], r_c=0.56+/-0.05 [pc]; stars within r_t: N~123"
"FSR_0165","Tidal & Core radii: r_t=19+/-13.8 [pc], r_c=0.4+/-0.0 [pc]; stars within r_t: N~101"
"FSR_0166","Tidal & Core radii: r_t=31+/-31.2 [pc], r_c=0.65+/-0.01 [pc]; stars within r_t: N~239"
"FSR_0167","Tidal & Core radii: r_t=17+/-2.6 [pc], r_c=0.77+/-0.01 [pc]; stars within r_t: N~404"
"FSR_0172","Tidal & Core radii: r_t=68+/-63.8 [pc], r_c=0.55+/-0.0 [pc]; stars within r_t: N~138"
"FSR_0238","Tidal & Core radii: r_t=162+/-51.9 [pc], r_c=0.46+/-0.0 [pc]; stars within r_t: N~653"
"FSR_0241","Tidal & Core radii: r_t=150+/-66.6 [pc], r_c=0.56+/-0.0 [pc]; stars within r_t: N~149"
"FSR_0275","Tidal & Core radii: r_t=27+/-12.2 [pc], r_c=0.86+/-0.02 [pc]; stars within r_t: N~173"
"FSR_0278","Tidal & Core radii: r_t=79+/-67.4 [pc], r_c=0.34+/-0.0 [pc]; stars within r_t: N~114"
"FSR_0282","Tidal & Core radii: r_t=77+/-67.6 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~129"
"FSR_0284","Tidal & Core radii: r_t=139+/-76.7 [pc], r_c=0.25+/-0.0 [pc]; stars within r_t: N~77"
"FSR_0296","Tidal & Core radii: r_t=71+/-76.4 [pc], r_c=0.36+/-0.0 [pc]; stars within r_t: N~61"
"FSR_0306","Tidal & Core radii: r_t=23+/-26.3 [pc], r_c=0.58+/-0.01 [pc]; stars within r_t: N~112"
"FSR_0336","Tidal & Core radii: r_t=28+/-19.1 [pc], r_c=0.91+/-0.0 [pc]; stars within r_t: N~251"
"FSR_0342","Tidal & Core radii: r_t=86+/-59.2 [pc], r_c=0.63+/-0.0 [pc]; stars within r_t: N~351"
"FSR_0344","Tidal & Core radii: r_t=150+/-63.8 [pc], r_c=0.57+/-0.0 [pc]; stars within r_t: N~75"
"FSR_0357","Tidal & Core radii: r_t=69+/-76.9 [pc], r_c=0.45+/-0.0 [pc]; stars within r_t: N~60"
"FSR_0384","Tidal & Core radii: r_t=9+/-5.1 [pc], r_c=0.32+/-0.17 [pc]; stars within r_t: N~57"
"FSR_0385","Tidal & Core radii: r_t=51+/-45.9 [pc], r_c=0.36+/-0.0 [pc]; stars within r_t: N~128"
"FSR_0398","Tidal & Core radii: r_t=47+/-48.6 [pc], r_c=0.46+/-0.0 [pc]; stars within r_t: N~146"
"FSR_0401","Tidal & Core radii: r_t=78+/-76.4 [pc], r_c=0.32+/-0.0 [pc]; stars within r_t: N~69"
"FSR_0430","Tidal & Core radii: r_t=15+/-20.6 [pc], r_c=0.46+/-0.05 [pc]; stars within r_t: N~74"
"FSR_0442","Tidal & Core radii: r_t=26+/-6.0 [pc], r_c=0.63+/-0.0 [pc]; stars within r_t: N~228"
"FSR_0448","Tidal & Core radii: r_t=81+/-81.3 [pc], r_c=0.38+/-0.0 [pc]; stars within r_t: N~74"
"FSR_0451","Tidal & Core radii: r_t=23+/-1.7 [pc], r_c=0.86+/-0.01 [pc]; stars within r_t: N~391"
"FSR_0465","Tidal & Core radii: r_t=135+/-78.6 [pc], r_c=0.43+/-0.0 [pc]; stars within r_t: N~56"
"FSR_0494","Tidal & Core radii: r_t=52+/-64.5 [pc], r_c=0.28+/-0.0 [pc]; stars within r_t: N~104"
"FSR_0496","Tidal & Core radii: r_t=33+/-9.8 [pc], r_c=0.56+/-0.01 [pc]; stars within r_t: N~315"
"FSR_0498","Tidal & Core radii: r_t=114+/-80.0 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~134"
"FSR_0534","Tidal & Core radii: r_t=133+/-74.0 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~122"
"FSR_0536","Tidal & Core radii: r_t=66+/-61.0 [pc], r_c=0.59+/-0.0 [pc]; stars within r_t: N~137"
"FSR_0537","Tidal & Core radii: r_t=93+/-81.6 [pc], r_c=0.37+/-0.0 [pc]; stars within r_t: N~81"
"FSR_0542","Tidal & Core radii: r_t=154+/-56.5 [pc], r_c=0.28+/-0.0 [pc]; stars within r_t: N~166"
"FSR_0551","Tidal & Core radii: r_t=103+/-71.6 [pc], r_c=0.6+/-0.0 [pc]; stars within r_t: N~158"
"FSR_0553","Tidal & Core radii: r_t=66+/-69.9 [pc], r_c=0.12+/-0.0 [pc]; stars within r_t: N~54"
"FSR_0558","Tidal & Core radii: r_t=56+/-57.7 [pc], r_c=0.49+/-0.0 [pc]; stars within r_t: N~89"
"FSR_0667","Tidal & Core radii: r_t=129+/-76.3 [pc], r_c=0.43+/-0.0 [pc]; stars within r_t: N~81"
"FSR_0716","Tidal & Core radii: r_t=44+/-53.3 [pc], r_c=0.74+/-0.01 [pc]; stars within r_t: N~83"
"FSR_0728","Tidal & Core radii: r_t=36+/-48.4 [pc], r_c=0.13+/-0.0 [pc]; stars within r_t: N~62"
"FSR_0735","Tidal & Core radii: r_t=36+/-52.4 [pc], r_c=0.32+/-0.04 [pc]; stars within r_t: N~56"
"FSR_0771","Tidal & Core radii: r_t=114+/-86.7 [pc], r_c=0.11+/-0.0 [pc]; stars within r_t: N~52"
"FSR_0850","Tidal & Core radii: r_t=17+/-5.8 [pc], r_c=0.68+/-0.03 [pc]; stars within r_t: N~124"
"FSR_0866","Tidal & Core radii: r_t=20+/-7.4 [pc], r_c=0.82+/-0.04 [pc]; stars within r_t: N~171"
"FSR_0883","Tidal & Core radii: r_t=37+/-58.3 [pc], r_c=0.54+/-0.0 [pc]; stars within r_t: N~86"
"FSR_0893","Tidal & Core radii: r_t=18+/-13.9 [pc], r_c=0.73+/-0.02 [pc]; stars within r_t: N~99"
"FSR_0904","Tidal & Core radii: r_t=17+/-7.2 [pc], r_c=0.57+/-0.01 [pc]; stars within r_t: N~118"
"FSR_0905","Tidal & Core radii: r_t=19+/-11.2 [pc], r_c=0.55+/-0.01 [pc]; stars within r_t: N~93"
"FSR_0923","Tidal & Core radii: r_t=36+/-54.2 [pc], r_c=0.5+/-0.05 [pc]; stars within r_t: N~52"
"FSR_0935","Tidal & Core radii: r_t=34+/-53.1 [pc], r_c=0.39+/-0.03 [pc]; stars within r_t: N~62"
"FSR_0942","Tidal & Core radii: r_t=43+/-53.5 [pc], r_c=0.58+/-0.0 [pc]; stars within r_t: N~95"
"FSR_0948","Tidal & Core radii: r_t=51+/-65.2 [pc], r_c=0.32+/-0.0 [pc]; stars within r_t: N~55"
"FSR_0951","Tidal & Core radii: r_t=21+/-18.8 [pc], r_c=0.72+/-0.03 [pc]; stars within r_t: N~169"
"FSR_0953","Tidal & Core radii: r_t=17+/-24.4 [pc], r_c=0.54+/-0.15 [pc]; stars within r_t: N~77"
"FSR_0968","Tidal & Core radii: r_t=24+/-36.1 [pc], r_c=0.37+/-0.05 [pc]; stars within r_t: N~67"
"FSR_0974","Tidal & Core radii: r_t=66+/-79.8 [pc], r_c=0.31+/-0.0 [pc]; stars within r_t: N~58"
"FSR_0979","Tidal & Core radii: r_t=70+/-77.7 [pc], r_c=0.54+/-0.0 [pc]; stars within r_t: N~50"
"FSR_0985","Tidal & Core radii: r_t=76+/-84.0 [pc], r_c=0.43+/-0.0 [pc]; stars within r_t: N~58"
"FSR_1083","Tidal & Core radii: r_t=97+/-82.4 [pc], r_c=0.43+/-0.0 [pc]; stars within r_t: N~66"
"FSR_1085","Tidal & Core radii: r_t=50+/-63.6 [pc], r_c=0.55+/-0.0 [pc]; stars within r_t: N~115"
"FSR_1117","Tidal & Core radii: r_t=41+/-50.7 [pc], r_c=0.28+/-0.03 [pc]; stars within r_t: N~61"
"FSR_1144","Tidal & Core radii: r_t=21+/-33.1 [pc], r_c=0.55+/-0.07 [pc]; stars within r_t: N~83"
"FSR_1150","Tidal & Core radii: r_t=33+/-50.9 [pc], r_c=0.29+/-0.01 [pc]; stars within r_t: N~51"
"FSR_1163","Tidal & Core radii: r_t=79+/-81.3 [pc], r_c=0.31+/-0.0 [pc]; stars within r_t: N~61"
"FSR_1170","Tidal & Core radii: r_t=50+/-74.1 [pc], r_c=0.29+/-0.0 [pc]; stars within r_t: N~51"
"FSR_1180","Tidal & Core radii: r_t=21+/-9.5 [pc], r_c=0.77+/-0.03 [pc]; stars within r_t: N~214"
"FSR_1183","Tidal & Core radii: r_t=32+/-51.4 [pc], r_c=0.62+/-0.09 [pc]; stars within r_t: N~50"
"FSR_1207","Tidal & Core radii: r_t=67+/-72.9 [pc], r_c=0.52+/-0.0 [pc]; stars within r_t: N~58"
"FSR_1211","Tidal & Core radii: r_t=48+/-66.5 [pc], r_c=0.7+/-0.02 [pc]; stars within r_t: N~59"
"FSR_1252","Tidal & Core radii: r_t=76+/-70.8 [pc], r_c=0.5+/-0.0 [pc]; stars within r_t: N~132"
"FSR_1253","Tidal & Core radii: r_t=31+/-44.8 [pc], r_c=0.61+/-0.01 [pc]; stars within r_t: N~91"
"FSR_1260","Tidal & Core radii: r_t=25+/-42.7 [pc], r_c=0.4+/-0.02 [pc]; stars within r_t: N~59"
"FSR_1284","Tidal & Core radii: r_t=100+/-74.5 [pc], r_c=0.49+/-0.0 [pc]; stars within r_t: N~94"
"FSR_1342","Tidal & Core radii: r_t=53+/-63.0 [pc], r_c=0.57+/-0.0 [pc]; stars within r_t: N~101"
"FSR_1352","Tidal & Core radii: r_t=28+/-32.5 [pc], r_c=0.44+/-0.06 [pc]; stars within r_t: N~155"
"FSR_1360","Tidal & Core radii: r_t=37+/-52.7 [pc], r_c=0.53+/-0.02 [pc]; stars within r_t: N~102"
"FSR_1361","Tidal & Core radii: r_t=49+/-44.3 [pc], r_c=0.81+/-0.0 [pc]; stars within r_t: N~305"
"FSR_1363","Tidal & Core radii: r_t=19+/-27.5 [pc], r_c=0.22+/-0.1 [pc]; stars within r_t: N~77"
"FSR_1378","Tidal & Core radii: r_t=73+/-51.5 [pc], r_c=0.61+/-0.0 [pc]; stars within r_t: N~235"
"FSR_1380","Tidal & Core radii: r_t=64+/-64.0 [pc], r_c=0.46+/-0.0 [pc]; stars within r_t: N~87"
"FSR_1399","Tidal & Core radii: r_t=55+/-67.9 [pc], r_c=0.24+/-0.0 [pc]; stars within r_t: N~73"
"FSR_1402","Tidal & Core radii: r_t=93+/-76.5 [pc], r_c=0.55+/-0.0 [pc]; stars within r_t: N~114"
"FSR_1407","Tidal & Core radii: r_t=55+/-62.0 [pc], r_c=0.27+/-0.0 [pc]; stars within r_t: N~99"
"FSR_1441","Tidal & Core radii: r_t=120+/-81.0 [pc], r_c=0.32+/-0.0 [pc]; stars within r_t: N~59"
"FSR_1452","Tidal & Core radii: r_t=21+/-6.3 [pc], r_c=0.69+/-0.03 [pc]; stars within r_t: N~210"
"FSR_1484","Tidal & Core radii: r_t=50+/-58.7 [pc], r_c=0.55+/-0.0 [pc]; stars within r_t: N~81"
"FSR_1521","Tidal & Core radii: r_t=64+/-66.1 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~87"
"FSR_1530","Tidal & Core radii: r_t=112+/-66.0 [pc], r_c=0.72+/-0.0 [pc]; stars within r_t: N~157"
"FSR_1595","Tidal & Core radii: r_t=119+/-62.6 [pc], r_c=0.58+/-0.0 [pc]; stars within r_t: N~204"
"FSR_1663","Tidal & Core radii: r_t=28+/-39.2 [pc], r_c=0.54+/-0.06 [pc]; stars within r_t: N~127"
"Gaia_1","Tidal & Core radii: r_t=104+/-68.8 [pc], r_c=0.69+/-0.0 [pc]; stars within r_t: N~139"
"Gulliver_10","Tidal & Core radii: r_t=20+/-37.5 [pc], r_c=0.28+/-0.07 [pc]; stars within r_t: N~74"
"Gulliver_11","Tidal & Core radii: r_t=50+/-61.4 [pc], r_c=0.4+/-0.01 [pc]; stars within r_t: N~91"
"Gulliver_12","Tidal & Core radii: r_t=43+/-27.1 [pc], r_c=0.45+/-0.0 [pc]; stars within r_t: N~121"
"Gulliver_13","Tidal & Core radii: r_t=64+/-65.1 [pc], r_c=0.29+/-0.0 [pc]; stars within r_t: N~79"
"Gulliver_14","Tidal & Core radii: r_t=118+/-80.0 [pc], r_c=0.17+/-0.0 [pc]; stars within r_t: N~71"
"Gulliver_15","Tidal & Core radii: r_t=19+/-12.1 [pc], r_c=0.72+/-0.0 [pc]; stars within r_t: N~129"
"Gulliver_17","Tidal & Core radii: r_t=89+/-77.9 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~212"
"Gulliver_18","Tidal & Core radii: r_t=33+/-9.8 [pc], r_c=0.71+/-0.0 [pc]; stars within r_t: N~211"
"Gulliver_19","Tidal & Core radii: r_t=16+/-9.1 [pc], r_c=0.6+/-0.08 [pc]; stars within r_t: N~129"
"Gulliver_2","Tidal & Core radii: r_t=28+/-32.5 [pc], r_c=0.14+/-0.0 [pc]; stars within r_t: N~117"
"Gulliver_20","Tidal & Core radii: r_t=17+/-8.4 [pc], r_c=0.59+/-0.03 [pc]; stars within r_t: N~88"
"Gulliver_21","Tidal & Core radii: r_t=16+/-3.6 [pc], r_c=0.58+/-0.04 [pc]; stars within r_t: N~158"
"Gulliver_23","Tidal & Core radii: r_t=34+/-30.3 [pc], r_c=0.52+/-0.01 [pc]; stars within r_t: N~243"
"Gulliver_24","Tidal & Core radii: r_t=28+/-24.3 [pc], r_c=0.6+/-0.02 [pc]; stars within r_t: N~127"
"Gulliver_25","Tidal & Core radii: r_t=170+/-61.5 [pc], r_c=0.16+/-0.0 [pc]; stars within r_t: N~55"
"Gulliver_28","Tidal & Core radii: r_t=127+/-69.5 [pc], r_c=0.36+/-0.0 [pc]; stars within r_t: N~79"
"Gulliver_3","Tidal & Core radii: r_t=52+/-69.1 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~52"
"Gulliver_30","Tidal & Core radii: r_t=15+/-19.8 [pc], r_c=0.41+/-0.08 [pc]; stars within r_t: N~85"
"Gulliver_31","Tidal & Core radii: r_t=25+/-18.0 [pc], r_c=0.47+/-0.0 [pc]; stars within r_t: N~105"
"Gulliver_32","Tidal & Core radii: r_t=116+/-83.9 [pc], r_c=0.25+/-0.0 [pc]; stars within r_t: N~54"
"Gulliver_33","Tidal & Core radii: r_t=90+/-78.7 [pc], r_c=0.55+/-0.0 [pc]; stars within r_t: N~155"
"Gulliver_35","Tidal & Core radii: r_t=25+/-28.1 [pc], r_c=0.36+/-0.02 [pc]; stars within r_t: N~87"
"Gulliver_36","Tidal & Core radii: r_t=39+/-37.1 [pc], r_c=0.32+/-0.0 [pc]; stars within r_t: N~123"
"Gulliver_37","Tidal & Core radii: r_t=47+/-45.4 [pc], r_c=0.66+/-0.0 [pc]; stars within r_t: N~113"
"Gulliver_38","Tidal & Core radii: r_t=15+/-7.8 [pc], r_c=0.57+/-0.05 [pc]; stars within r_t: N~141"
"Gulliver_39","Tidal & Core radii: r_t=82+/-67.5 [pc], r_c=0.37+/-0.0 [pc]; stars within r_t: N~103"
"Gulliver_4","Tidal & Core radii: r_t=124+/-75.2 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~126"
"Gulliver_40","Tidal & Core radii: r_t=24+/-28.9 [pc], r_c=0.46+/-0.02 [pc]; stars within r_t: N~87"
"Gulliver_43","Tidal & Core radii: r_t=22+/-19.9 [pc], r_c=0.73+/-0.01 [pc]; stars within r_t: N~131"
"Gulliver_44","Tidal & Core radii: r_t=51+/-46.9 [pc], r_c=0.32+/-0.0 [pc]; stars within r_t: N~156"
"Gulliver_47","Tidal & Core radii: r_t=157+/-64.0 [pc], r_c=0.5+/-0.0 [pc]; stars within r_t: N~95"
"Gulliver_48","Tidal & Core radii: r_t=40+/-35.6 [pc], r_c=0.75+/-0.0 [pc]; stars within r_t: N~119"
"Gulliver_49","Tidal & Core radii: r_t=19+/-7.8 [pc], r_c=0.61+/-0.01 [pc]; stars within r_t: N~178"
"Gulliver_5","Tidal & Core radii: r_t=159+/-59.2 [pc], r_c=0.57+/-0.0 [pc]; stars within r_t: N~203"
"Gulliver_50","Tidal & Core radii: r_t=30+/-46.5 [pc], r_c=0.55+/-0.03 [pc]; stars within r_t: N~105"
"Gulliver_51","Tidal & Core radii: r_t=12+/-6.4 [pc], r_c=0.48+/-0.04 [pc]; stars within r_t: N~56"
"Gulliver_52","Tidal & Core radii: r_t=44+/-45.6 [pc], r_c=0.25+/-0.01 [pc]; stars within r_t: N~88"
"Gulliver_53","Tidal & Core radii: r_t=41+/-50.9 [pc], r_c=0.22+/-0.02 [pc]; stars within r_t: N~60"
"Gulliver_55","Tidal & Core radii: r_t=173+/-54.1 [pc], r_c=0.4+/-0.0 [pc]; stars within r_t: N~77"
"Gulliver_56","Tidal & Core radii: r_t=16+/-22.5 [pc], r_c=0.44+/-0.12 [pc]; stars within r_t: N~64"
"Gulliver_57","Tidal & Core radii: r_t=28+/-32.4 [pc], r_c=0.48+/-0.03 [pc]; stars within r_t: N~109"
"Gulliver_58","Tidal & Core radii: r_t=18+/-5.0 [pc], r_c=0.64+/-0.02 [pc]; stars within r_t: N~201"
"Gulliver_59","Tidal & Core radii: r_t=19+/-7.8 [pc], r_c=0.46+/-0.02 [pc]; stars within r_t: N~108"
"Gulliver_60","Tidal & Core radii: r_t=20+/-2.9 [pc], r_c=0.7+/-0.05 [pc]; stars within r_t: N~196"
"Gulliver_7","Tidal & Core radii: r_t=87+/-66.0 [pc], r_c=0.5+/-0.0 [pc]; stars within r_t: N~125"
"Gulliver_9","Tidal & Core radii: r_t=70+/-38.4 [pc], r_c=0.54+/-0.0 [pc]; stars within r_t: N~349"
"Haffner_10","Tidal & Core radii: r_t=41+/-39.3 [pc], r_c=0.73+/-0.02 [pc]; stars within r_t: N~238"
"Haffner_11","Tidal & Core radii: r_t=50+/-46.4 [pc], r_c=0.51+/-0.03 [pc]; stars within r_t: N~144"
"Haffner_13","Tidal & Core radii: r_t=16+/-3.0 [pc], r_c=0.36+/-0.02 [pc]; stars within r_t: N~318"
"Haffner_14","Tidal & Core radii: r_t=49+/-47.8 [pc], r_c=0.86+/-0.0 [pc]; stars within r_t: N~214"
"Haffner_15","Tidal & Core radii: r_t=55+/-38.0 [pc], r_c=0.77+/-0.0 [pc]; stars within r_t: N~231"
"Haffner_16","Tidal & Core radii: r_t=20+/-27.6 [pc], r_c=0.66+/-0.03 [pc]; stars within r_t: N~152"
"Haffner_17","Tidal & Core radii: r_t=30+/-16.7 [pc], r_c=0.63+/-0.0 [pc]; stars within r_t: N~197"
"Haffner_18","Tidal & Core radii: r_t=130+/-76.4 [pc], r_c=0.24+/-0.0 [pc]; stars within r_t: N~139"
"Haffner_19","Tidal & Core radii: r_t=169+/-58.6 [pc], r_c=0.19+/-0.0 [pc]; stars within r_t: N~110"
"Haffner_20","Tidal & Core radii: r_t=37+/-56.4 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~55"
"Haffner_21","Tidal & Core radii: r_t=31+/-41.0 [pc], r_c=0.7+/-0.02 [pc]; stars within r_t: N~82"
"Haffner_22","Tidal & Core radii: r_t=39+/-30.5 [pc], r_c=0.91+/-0.02 [pc]; stars within r_t: N~373"
"Haffner_23","Tidal & Core radii: r_t=134+/-71.1 [pc], r_c=0.48+/-0.0 [pc]; stars within r_t: N~133"
"Haffner_26","Tidal & Core radii: r_t=66+/-51.9 [pc], r_c=0.78+/-0.0 [pc]; stars within r_t: N~159"
"Haffner_3","Tidal & Core radii: r_t=15+/-9.6 [pc], r_c=0.61+/-0.06 [pc]; stars within r_t: N~71"
"Haffner_5","Tidal & Core radii: r_t=23+/-5.3 [pc], r_c=0.67+/-0.0 [pc]; stars within r_t: N~276"
"Haffner_6","Tidal & Core radii: r_t=35+/-36.5 [pc], r_c=0.68+/-0.03 [pc]; stars within r_t: N~167"
"Haffner_7","Tidal & Core radii: r_t=34+/-44.4 [pc], r_c=0.25+/-0.01 [pc]; stars within r_t: N~77"
"Haffner_8","Tidal & Core radii: r_t=12+/-4.7 [pc], r_c=0.51+/-0.04 [pc]; stars within r_t: N~118"
"Haffner_9","Tidal & Core radii: r_t=21+/-16.7 [pc], r_c=0.43+/-0.02 [pc]; stars within r_t: N~122"
"Harvard_10","Tidal & Core radii: r_t=41+/-21.4 [pc], r_c=0.65+/-0.0 [pc]; stars within r_t: N~228"
"Harvard_13","Tidal & Core radii: r_t=34+/-6.3 [pc], r_c=0.7+/-0.0 [pc]; stars within r_t: N~277"
