"Cluster","Comment"
"fof 0839","Dubious open cluster."
"fof 0883","Dubious open cluster."
"fof 0903","Dubious open cluster."
"fof 0905","Dubious open cluster."
"fof 0909","Dubious open cluster."
"fof 0929","Dubious open cluster."
"fof 0946","Dubious open cluster."
"fof 0948","Dubious open cluster."
"fof 0949","Dubious open cluster."
"fof 0996","Dubious open cluster."
"fof 1026","Dubious open cluster."
"fof 1083","Dubious open cluster."
"fof 1084","Dubious open cluster."
"fof 1169","Dubious open cluster."
"fof 1176","Dubious open cluster."
"fof 1192","Dubious open cluster."
"fof 1194","Dubious open cluster."
"fof 1195","Dubious open cluster."
"fof 1202","Dubious open cluster."
"fof 1203","Dubious open cluster."
"fof 1208","Dubious open cluster."
"fof 1225","Dubious open cluster."
"fof 1239","Dubious open cluster."
"fof 1385","Dubious open cluster."
"fof 1387","Dubious open cluster."
"fof 1428","Dubious open cluster."
"fof 1452","Dubious open cluster."
"fof 1461","Dubious open cluster."
"fof 1547","Dubious open cluster."
"fof 1548","Dubious open cluster."
"fof 1566","Dubious open cluster."
"fof 1574","Dubious open cluster."
"fof 1602","Dubious open cluster."
"fof 1637","Dubious open cluster."
"fof 1642","Dubious open cluster."
"fof 1668","Dubious open cluster."
"fof 1689","Dubious open cluster."
"fof 1711","Dubious open cluster."
"fof 1714","Dubious open cluster."
"fof 1715","Dubious open cluster."
"fof 1716","Dubious open cluster."
"fof 1727","Dubious open cluster."
"fof 1765","Dubious open cluster."
"fof 1766","Dubious open cluster."
"fof 1774","Dubious open cluster."
"fof 1791","Dubious open cluster."
"fof 1792","Dubious open cluster."
"fof 1808","Dubious open cluster."
"fof 1951","Dubious open cluster."
"fof 1988","Dubious open cluster."
"fof 1999","Dubious open cluster."
"fof 2032","Dubious open cluster."
"fof 2035","Dubious open cluster."
"fof 2089","Dubious open cluster."
"fof 2155","Dubious open cluster."
"fof 2159","Dubious open cluster."
"fof 2160","Dubious open cluster."
"fof 2171","Dubious open cluster."
"UBC 644","Dubious open cluster."
"UBC 325","Dubious open cluster."
"UBC 359","Dubious open cluster."
"UBC 416","Dubious open cluster."
"UBC 505","Dubious open cluster."
"UBC 573","Dubious open cluster."
"UBC 575","Dubious open cluster."
"UBC 577","Dubious open cluster."
"UBC 579","Dubious open cluster."
"UBC 592","Dubious open cluster."
"UBC 593","Dubious open cluster."
