"Cluster","Comment"
"IC 4725","Spectra: Star 1=HD 170475, B8III/IV (1975MSS...C01....0H); star 50=HD 170682, B6V (1957MNRAS.117..193F); star 91=HD 170719, B9V (1957MNRAS.117..193F); star 163=HD 170835, B2.5Vne (1977ApJS...35..111G); star 167=HD 170836, B8II (1975MSS...C01....0H)."
"IC 4756","Probabilities of membership by (1975A&AS...19..211H): Star 104=HD 172012, 67%; star 120, 93%; star 1142, 62%. Stars 5 and 58 (ref. 173) appear as stragglers but they are non-members according to the same reference. Spectra from (2002AJ....124..989G): star 104, A0III+; star 279= HD 172248, B8IV; star 280=HD 172271, kB9 A2 IIIp SiSr ((shell)). Star 104 is cited as a probable blue straggler in (1978PASP...90..157S). It is suggested in (1999AN....320...35A) that the cluster member and supergiant HD 172365 is a post-blue straggler resulting from the merger of a close binary system."
"IC 5146","The cluster is given an age of 3 Myr in (1988A&AS...76..101W). The dereddened diagram of (1959ApJ...130...57W) was examined: star 42=BD+46 3474 has a heavily reddened B1V spectrum."
"King 15","Only straggler candidates inside a radius of 2' around the centre of coordinates have been considered."
"King 2","Only candidates inside r/R=1 were considered. Adopted cluster centre: star 419 of (1990A&A...240..262A)."
"King 8","Star 105 (sp. F3V) belongs to the field according to (1984ApJ...286..552C). Star 8 could not be identified in the chart."
"Lynga 1","Star 2=DM-61 04247."
"Markarian 18","The dereddened colour-magnitude diagram of (1973A&AS....9...97V) was examined."
"Melotte 101","All the cluster parameters except the apparent diameter were taken from (2005, unpublished data)."
"Melotte 105","All the cluster parameters except the apparent diameter were taken from (2005, unpublished data)."
"Melotte 111","= Coma cluster. Adopted cluster centre: star 91 in (1938LicOB..18..167T). Star 146 = 17 Comae = HD 108662 = AI Comae is a cluster member (1938LicOB..18..167T) and an Alpha Canum Venaticorum variable (1982A&A...109...37M). It is cited as a blue straggler by (1985ApJ...294L.103A), (1977IBVS.1293....1H), and (1982A&A...109...37M). Reference (1985ApJ...294L.103A) gives this star a projected velocity v.sin i=15km/s and a spectrum A0Vp(Sr,Cr,Si,Eu)."
"Melotte 20","= Alpha Persei cluster. The cluster parameters are from (1987, Lund Catalogue of Open Cluster Data). Star HD 22928 = Delta Persei (sp. B6n) is a cluster member according to its radial velocity (1969PDAO...13..329P)."
"Melotte 66","The red limit of the straggler area is (V-I)=0.76. In (1964ApJS....8..352L) it is suggested that a spread in the metal abundances may account for the observed dispersion around the turnoff in the colour- magnitude diagram. In that case, several stars that appear as blue stragglers would not be such."
"NGC 103","Star 29 appears as a blue straggler in the diagrams of (1960AAHam...5..215H), but it is located at about five cluster radii from the centre to the west."
"NGC 1193","Adopted cluster centre: star 310 in ref. (1988AcA....38..339K). In the same reference, stars 190, 245, 295, 335, and 424 are cited as blue stragglers."
"NGC 1252","Adopted cluster centre: star 10 in ref. (1983PASP...95..474B). Star 4=HD 20286 (sp. B9.5V) is a cluster member according to the same reference, where the cluster is given an age of 0.5 Gyr."
"NGC 129","Adopted cluster centre: star 100 in chart of (1959ApJ...130...80A). Star 10 has a spectrum B9V (1958ApJ...128..161K) and a membership probability of 10% (1984, Special Issue (Shangai)). Star 6 (sp. A05V) also appears as a straggler, but has a prob- ability of 7% (1984, Special Issue (Shangai)). Star 8 (ref. 181) = 196 (WEBDA) is given 0% in the same proper motion study. Star 173 (WEBDA) is star D in (1959ApJ...130...80A) and star 14 in (1961PUSNO..17..343H): it appears mildly as a straggler in (1961PUSNO..17..343H), but as a main-sequence star in (1959ApJ...130...80A)."
"NGC 1342","Only the photoelectric data of (1961PUSNO..17..343H) were examined. References (1985ApJ...294L.103A) and (1982A&A...109...37M) cite star 2=HD 21728 as a blue straggler. In (1985ApJ...294L.103A) this star is given a spectrum A0II-IIIp(Si(st),Mg(wk)) and a projected velocity v.sin i<40km/s. Star 4=HD 275501 has a spectrum G8II according to (2000AJ....120..333S). Both stars have a membership probability of 99% (ref. 148)."
"NGC 1348","Only straggler candidates inside a radius of 4' around the centre of coordinates have been considered."
"NGC 136","Cluster parameters are from (1960AAHam...5..215H)."
"NGC 1444","The apparent cluster diameter was taken from (1970PDDO....4....1H). Star 3 has a spectrum A5V according to (1965ApJS...12..215H)."
"NGC 1528","Diagrams in (1989AJ.....98..888F) were also examined. References (1985ApJ...294L.103A) and (1982A&A...109...37M) cite star 1 (WEBDA)=HD 26603 as a blue straggler, but in (1989AJ.....98..888F) it is assigned a membership probability of 0% according to its proper motion. Star 209 (WEBDA) also appears as a straggler in (1989AJ.....98..888F), but it is not a proper-motion member."
"NGC 1545","Only the photoelectric data of (1961PUSNO..17..343H) were examined."
"NGC 1647","The dereddened colour-magnitude diagram in (1992AJ....104.1865T) was examined."
"NGC 1664","Only the photoelectric data of (1961PUSNO..17..343H) were examined. The apparent cluster diameter was taken from (1970PDDO....4....1H). Star 1=HD 30650 has a membership probability of 91% according to (1973AJ.....78...53K), and a spectrum B3V according to (1965ApJS...12..215H). Star 4 (ref. 181) = 578 (WEBDA) also appears as a blue straggler, but it is not a cluster member according to (1973AJ.....78...53K)."
"NGC 1778","Only the photoelectric data of (1961PUSNO..17..343H) were examined."
"NGC 1798","The cluster parameters are from (1999MNRAS.304..883P)."
"NGC 1817","Each one of the five blue stragglers has a membership probability of 99% according to (1998A&AS..133..387B). Stars 2020, 2072, 2090, and 2110 are cited as blue stragglers in (1977AJ.....82..612H)."
