"Cluster","Comment"
"NGC 3532","Only the photoelectric colour-magnitude diagram of (1980A&AS...39...11F) was examined. The cluster shows a remarkable concentration of its more massive stars (1980A&AS...39...11F).The following membership probabilities are from (1978, Sydney Obs.Pap., No.79): star 105, 90%; star 420=HD 96059, 60%; star 449= HD 96729, 91%; star 471=HD 96012, 35%; star 566=HD 96879, 62%. Stars 115 and 409, which appear as stragglers in (1980A&AS...39...11F), are non-members according to (1978, Sydney Obs.Pap., No.79). Spectra: star 420, B9III (1975MSS...C01....0H); star 449, B9IIIp (1976ApJ...205..807H); star 471, B8IV/V (1975MSS...C01....0H). References (1985ApJ...294L.103A) and (1982A&A...109...37M) cite star 155 as a blue straggler."
"NGC 366","The diagram of stars inside a radius of 2' around the centre of coordinates was examined."
"NGC 3680","Adopted cluster centre: star 31 (1969ApJ...155..439E). The ubvy study (1983AJ.....88..813E) cites stars 3, 29, 33 and 56 as blue stragglers and stars 20 and 34 as `red stragglers,' although stars 3, 29 and 56 are probable non-members. The CCD photometry (1991AJ....102.1056A) considers stars 29 and 33 as probable cluster members, and stars 53 and 56 as likely non- members. An important number of binaries around the turnoff is thought to be present (1991AJ....102.1056A)."
"NGC 3766","Adopted cluster centre:  star 20 (1965MNRAS.129..237S). In (1982A&A...109...37M) star 2 = HD 100856 (sp. B1.5III) is cited as a blue straggler."
"NGC 381","Star 207 (ref. 91)= star 2287 (WEBDA) appears as a blue straggler in the V vs. (B-V) diagram of (1988PASP..100..693C), but it is located more than a degree towards the NE of star 79 of (1988PASP..100..693C)."
"NGC 3960","Only the photoelectric colour-magnitude diagram of (1981AJ.....86.1210J) was examined."
"NGC 4103","All cluster parameters are from (2005, unpublished data)."
"NGC 433","The colour-magnitude diagram of stars inside a radius of 3' around the centre of coordinates was examined."
"NGC 4349","Adopted cluster centre: star 151 (1961AN....286..105L). The apparent cluster diameter is from (1970PDDO....4....1H). In (1982A&A...109...37M) star 131 = DM-61 3143 is cited as a blue straggler."
"NGC 436","The colour-magnitude diagram of stars inside a radius of 3' around the centre of coordinates was examined. Stars 282 and 320 have spectra A0 (1951UppAn...2j...1B)."
"NGC 4439","The apparent cluster diameter is from (1973A&AS...10..135M)."
"NGC 457","Only the photoelectric data of (1961PUSNO..17..343H) were examined. Adopted cluster centre: star 23011 of ref. (1974VeBoc...2....1M). Star 5 = DM+57 00247 has a spectrum O9.5IV (1965ApJS...12..215H), is cited as a blue straggler in (1993A&AS...99...15F) and (1982A&A...109...37M), and is a probable cluster member (1983A&AS...51..235B). Star 7 (ref. 181) = 0038 (WEBDA) = 23094 (ref. 290) appears as a blue straggler in (1961PUSNO..17..343H), but it is a non-member according to (1983A&AS...51..235B)."
"NGC 4755","= Kappa Crucis cluster. The colour-magnitude diagram with probable members in (1984A&AS...58..411D) was examined. The apparent cluster diameter is from (1970PDDO....4....1H). Star F = CPD-59 4564 = BW Crucis has a spectrum B2III (1970ApJ...161..855S), a membership probability of 92% (1981, Sydney Obs.Pap., No.89), and is a beta Cephei variable (1978AJ.....83.1179J)."
"NGC 4815","Only straggler candidates inside a radius of 3' around the centre of coordinates have been considered."
"NGC 5168","Star 1=CPD-60 4735 has a luminosity class III (1973A&AS...10..135M)."
"NGC 5281","Star 1 is cited as a blue straggler in (1982A&A...109...37M)."
"NGC 5460","Star 66, which appears as a straggler, is a non-member (1993A&AS...99....1C)."
"NGC 559","Star 85 is cited as a blue straggler in (1977IBVS.1293....1H). In the diagrams of the photoelectric study (1982VatOP...2....1C) it appears closer to the main sequence; this star, however, is a probable non-member according to its colour and spectrum (1970PDDO....4....1H)."
"NGC 5617","All cluster data except the apparent diameter are from (2005AN....326....3A)."
"NGC 5822","The following spectra are from (1975MSS...C01....0H): star 2115=HD 133136 (B8II), star 2222=HD 133279 (A2IV/V), star 2261=HD 133181 (A0II/IV), star 3249=HD 132922 (B9IV/V)."
"NGC 5823","Adopted cluster centre: star 37 (1968PROE....6..209B). Only the photoelectric data in (1968PROE....6..209B) were taken into account."
"NGC 5999","All the cluster parameters except the apparent diameter are from (2005, unpublished data). The diagram up to 2.5' from the cluster centre was examined."
"NGC 6025","Star 1=HD 143348 (B3IVe) is cited as a blue straggler in (1982A&A...109...37M)."
"NGC 6067","Only the photoelectric colour-magnitude diagram of (1962MNRAS.124..445T) was examined. Star 264=DM-53 07347, star 267=DM-53 07353, star 286=DM-53 07384. The following spectra are from (1964ApJS....8..352L): 264(B5V/III), 266(B2III), 286(B8IV). Star 267 is cited as a blue straggler in (1982A&A...109...37M)."
"NGC 6124","Star 8 is a cluster member according to (1987AJ.....94.1237P)."
"NGC 6134","All the cluster parameters except the apparent diameter were taken from (2005, unpublished data)."
"NGC 6167","The apparent cluster diameter is from (1975A&AS...20..155M)."
"NGC 6192","The dereddened colour-magnitude diagram of (1987Obs...107..107K) was examined."
"NGC 6200","The dereddened V vs. (U-B) diagram of (1977Obs....97..129F) was examined."
"NGC 6231","Star 858 (WEBDA) = HD 152233 (sp. O6IIIfp,variable?) is cited as a blue straggler in (1982A&A...109...37M)."
"NGC 6242","The apparent cluster diameter was taken from (1973A&AS...10..135M)."
"NGC 6268","Selected angular diameter from (1987, Lund Catalogue of Open Cluster Data)."
"NGC 6281","Selected angular diameter from (1987, Lund Catalogue of Open Cluster Data). Star 9 (WEBDA) is cited as a straggler in (1985ApJ...294L.103A), (1982A&A...109...37M), and (1988IBVS.3199....1N), but it is a non-member according to (1974PASP...86..284F)."
"NGC 6404","Only straggler candidates inside a radius of 2' around the centre of coordinates have been considered."
"NGC 6416","Star 367=HD 160826 has spectrum B9V (1975MSS...C01....0H)."
"NGC 6425","Adopted cluster centre: star 54 (ref. 386). Star 50=HD 318301 is a Be star (1981A&AS...44..387M)."
"NGC 6475","Only the colour-magnitude diagram based on the photoelectric data of (1959BAN....14..265K) was examined. Adopted cluster centre: star 65 (1959BAN....14..265K). Star 26=HD 162374 is cited as a blue straggler in (1981ApJ...246..817E), where it is found to be similar to Theta Carinae. In (1985ApJ...294L.103A) and (1982A&A...109...37M) stars 26 and 56=HD 162586 are also cited as blue stragglers. In (1969ApJ...156..983A) these stars are given the spectra B6V and B8V. Membership probabilities based on proper motions (1969PASAu...1..207C): star 26, 53%; star 56, 57%. Probability based on radial velocities (1985A&AS...61...75G): star 56, 92%. This star is also a visual binary (delta=0.0 mag,rho=0.3"") (1974ApJ...194..657H). The stragglers of this cluster were studied spectro- scopically by (2000A&A...356..517A)."
"NGC 6494","Only the photoelectric data of (1961PUSNO..17..343H) were examined. Stars 1= HD 163245 and 12 have spectra A4V (1969AJ.....74..375C) and A0V (1965ApJS...12..215H). The proper motion study (1980A&A....88..102S) assigns these stars the membership probabil- ities 88% and 98%."
"NGC 6514","Selected angular diameter from (1987, Lund Catalogue of Open Cluster Data)."
"NGC 6530","Selected angular diameter from (1987, Lund Catalogue of Open Cluster Data)."
"NGC 654","The dereddened colour-magnitude diagram in (1960ApJ...132..696P) was examined."
"NGC 6583","Only straggler candidates inside a radius of 2.5' around the centre of coordinates have been considered."
"NGC 6611","Selected angular diameter from (1987, Lund Catalogue of Open Cluster Data). The dereddened colour- magnitude diagram in (1961ApJ...133..438W) was examined."
"NGC 6631","Only straggler candidates inside a radius of 1' around the centre of coordinates have been considered."
"NGC 6633","According to the proper motion study (1973A&AS....9..213S), star 32=HD 169959 has a probability membership of 90%, and star 66=HD 170054 has 70%. Star 159=HD 170563 is a cluster member according to (1958ApJ...127..539H). References (1985ApJ...294L.103A), (1974ApJ...194..657H), (1977IBVS.1293....1H), and (1977A&AS...27..117M) cite stars 32 and 159 as blue stragglers. In (1985ApJ...294L.103A) the following spectra and projected velocities are given: star 32, A0III, v.sin i<40km/s; 159, B6IVp(Si), v.sin i<20km/s. Star 66 has a spectrum B6IV (1977PASP...89..274L). Star 155 is HD 170472. Reference (2000A&A...356..517A) also studies spectro- scopically the stragglers 32 and 66."
"NGC 6664","The Stromgren photometry (1982AJ.....87.1197S) cites stars 53 and 61 as blue stragglers."
"NGC 6705","The colour-magnitude diagram in (1980AJ.....85..432S) was examined. It displays stars with p>=90% according to the proper motion study (1977A&AS...27..117M). Star 1095 is given in (1977A&AS...27..117M) a membership probability of 61%. Adopted cluster centre: star 1066 (ref. 277). The apparent diameter is from (1980AJ.....85..432S). References (1985ApJ...294L.103A) and (1982A&A...109...37M) cite star 1095 as a blue straggler; in (1985ApJ...294L.103A) this star is given a spectrum B3p."
"NGC 6709","Stars 235 and 293 appear on the main sequence rather than in the straggler area according to the photoelectric data (1961PUSNO..17..343H). How- wever, when the photographic data of the same reference are plotted, stars 298, 301, and 335 appear as stragglers. Member- ship probabilities by (1983A&AS...51..541H): star 235, 67%; star 293, 40%. Star 277 also appears as a straggler in (1999AJ....117..937S), but it is not a cluster member according to (1983A&AS...51..541H)."
"NGC 6791","The red limit of the straggler area is (B-V)=0.8. According to (1965ApJ...142..655K), stars 96, 63, and 106 are probable cluster members. Stars 63 and 106 are cited as blue stragglers in (1988PASP..100..338G). In (1965ApJ...142..655K) attention is drawn to several `red stragglers' that are probable cluster members. The CCD study (1990MNRAS.243..492K) mentions the existence of a possible FK Comae star. Spectra from (1965ApJ...142..655K): star 39, G0V; star 45, F2IV; star 102, F2IV; star 67, G2V; star 129, F9V; star 63, G0V. Star 123 = V6 (1993MNRAS.265...34K) is an EW variable (1993MNRAS.265...34K); the authors also discover two EW variables (V1 and V7) that they mark as stragglers: both stars have mean (B-V) colours redder than our limit of 0.8."
"NGC 6811","Star 147 has a membership probability of 97% (1971A&A....15..368S)."
"NGC 6819","The apparent cluster diameter is from (1970PDDO....4....1H). Several stragglers are pointed out in (1974A&AS...13..143A). Membership probabilities from (1972A&A....19..155S): star 32, 88%; star 35, 90%; star 36, 92%; star 40, 81%; star 55, 66%; star 59, 86%; star 65, 89%; star 70, 92%; star 96, 49%; star 103, 57%; star 118, 77%; star 6044, 33%. Attention is drawn in (1998AJ....115.1516R) on several clump stars that appear to be more massive than the turnoff stars: it is suggested that they are the descendants of blue stragglers."
"NGC 6834","Only the photoelectric data of (1961PUSNO..17..343H) were examined. Star 5 is cited as a blue straggler in (1977IBVS.1293....1H),but in (1981AJ.....86..231T) it is con- sidered to be a normal evolved star that appears bluer because of differential reddening. Star 5 = HD 332844 has a spectrum F2V (1976AJ.....81.1125T) and star 10 has a spectrum B5V (1965ApJS...12..215H)."
"NGC 6866","Only the photoelectric data of (1961PUSNO..17..343H) were examined."
"NGC 6871","Only the photoelectric data of (1961PUSNO..17..343H) were examined. Star 1 = HD 190918 = V1617 Cygni is a WR, double star of components near the cluster turnoff (1974A&AS...15..181C). Star 4 = HD 190864 (O7IIIf) is cited as a blue straggler in (1982A&A...109...37M)."
"NGC 6913","The apparent cluster diameter was taken from (1970PDDO....4....1H). The de- reddened diagram of (1988A&AS...72..193J) was examined."
"NGC 6939","Membership probabilities from (1985ChA&A...9..300Z): star 7, 98%; star 13, 97%; star 87, 86%; star 94, 99%. Stars 7 and 13 (2002AJ....124.2093R), and 59 and 349 (WEBDA) are cited as straggler candidates in (1969MNRAS.144..449C) and (1994AJ....108.1828M). Star 59 is also cited as a blue straggler in (1988PASP..100..338G), although is probably a non-member."
"NGC 6940","The following membership probabilities are from (1972A&A....16...58S): star 50, 83%; star 70, 90%; star 153, 90%; star 172=HD 334735, 89%; star 175, 85%; star 179=HD 334755, 83%. Some spectra: star 50, F0 (1957AJ.....62..175V); star 70, F5II-III (1958ApJ...128..562W); star 153, A0 (1960StoAn..20i...1L); star 175, A5 (1960StoAn..20i...1L); star 179, A0 (1960StoAn..20i...1L). Stars 70 and 77 are cited as blue stragglers in (1988PASP..100..338G)."
"NGC 7039","According to (1987A&AS...67..545S) there would be two clusters: the first one at 700 pc, and the second one at 1500 pc."
"NGC 7063","Only the photoelectric data of (1961PUSNO..17..343H) were examined."
"NGC 7082","The apparent cluster diameter was taken from (1973A&AS....9..261H). Star 120 seems to appear as a straggler only in the V vs. (U-B) diagram."
"NGC 7160","Star 3=HD 208440 has a spectrum B1V (1965ApJS...12..215H)."
"NGC 7243","Identification chart in (1954ZA.....34....1B);  Adopted cluster centre: star 1. In (1971AJ.....76..110H) star 370 is given the following: v=9.95, (b-y)=0.052, m1=0.093, c1=0.528, beta=2.742, spectrum A0Vp. It is a cluster a membership probability of 96% (1937IzPul.126...42L)."
"NGC 744","Star 7 has a spectrum A05 (1965ApJS...12..215H)."
"NGC 752","The membership study (1991A&AS...87...69P) gives star 209=BD+36 367 a probab- ility of 99%. The ubvy study (1983ApJ...267..207T) gives star 209 the folowing: v=9.74, (b-y)=0.028, m1=0.153, c1=1.002. Reference (1988AJ.....96..635E) cites star 209 as a blue straggler and star 110 as a `red straggler.' References (1974ApJ...194..657H), (1977IBVS.1293....1H), and (1994AJ....108.1828M) also cite star 209 (spectrum B9.5p?) as a blue straggler. Star 209 is an X-ray source (1996A&A...305..806B), and it is not a photometric variable (2001A&A...375..387V). Stars 32, 271, 309, and 1496 also appear as blue stragglers in the colour-magnitude diagrams of (1963ApJ...138..356E), (1989AJ.....98..888F), and (1953ApJ...117..356J), but they are non-members according to (1991A&AS...87...69P)."
"NGC 7788","Probability memberships according to (1984, Special Issue (Shangai)): star 10, 62%; star 102, 54%; star 108, 61%."
"NGC 7789","The first selection was based on the photometric study (1958ApJ...128..174B), which is complete (it includes stars up to 7.5' from the cluster centre); the star designations are from (1923VeBon..18....1K). A further selection took into account the detailed membership analysis for each blue straggler (1982ApJ...263..199B), and the proper-motion study (1981A&AS...43..337M). The following membership probabilities are from (1981A&AS...43..337M): star 88, 98%; star 168, 77%; star 192, 52%; star 197, 46%; star 282, 97%; star 316, 98%; star 342, 96%; star 371, 98%; star 409, 53%; star 410, 78%; star 453, 98%; star 651, 98%; star 677, 53%; star 696, 98%; star 746, 98%; star 753, 95%; star 861, 88%; star 1047, 96%; star 1097, 70%; star 1211, 97%. Star 1211 seems to be on the magnitude limit that the mass transfer theory predicts, and star 677 is above that limit (1980PASP...92..514B). An extensive halo of blue stragglers was described in (1980PASP...92..682M), but these stars would belong to the field (1985AJ.....90.1247T): at most, the strag- glers have the same radial distribution that the cluster giants. In the photometric ubvy study of 28 blue stragglers (1985AJ.....90.1247T) there appears to be no peculiar stars among them, except star 1211 (sp. Ap); in general, the objects seem to have evolved from the ZAMS. A spectroscopic study of eight, confirmed stragglers (2001A&A...366..490S) shows deficiency of surface Mg and low projected rotational velocities. Star 753 is a Delta Scuti variable (star V10 in ref. 189). In (1965ZA.....61...97S) this cluster is given E(B-V)=0.31 and age= 1.6 Gyr."
"NGC 7790","Star 586 is cited as a blue straggler in (1982A&A...109...37M), and has a spectrum B2II-IV (1958ApJ...128..161K). Probability memberships according to (1984, Special Issue (Shangai)): star 586, 70%; star 810, 66%; star 1360, 72%."
"NGC 884","= Chi Persei cluster. Star 17=HD 14434 is cited as a blue straggler in (1982A&A...109...37M). According to (1958ApJ...128...31J), star 17 has a spectrum O5.5Vnp, a projected velocity v.sin i=400km/s, and it is a possible variable. The reference (2002ApJ...576..880S) gives stars 17 and 20 spectra O6.5V and A0I. In (1988AJ.....96..635E) the star 2296 (WEBDA) = 19 (ref. 371) = BD+56 574 (sp. B1III) is also cited as a straggler."
"Pismis 18","All the cluster parameters are from (2005, unpublished data). The diagram of stars up to 3' was examined."
"Pismis 2","Only straggler candidates inside a radius of 3' around the centre of coordinates have been considered."
"Pismis 7","All cluster parameters are from (2005AN....326....3A)."
"Pleiades","Adopted cluster centre: star 1432=HD 23630, which has a spectrum B8IIIe (1986ApJ...309..311B), a projected velocity v.sin i=230 km/sec (1987ApJ...312..778M), and it is cited as a blue straggler in (1982A&A...109...37M)."
"Roslund 3","The dereddened colour-magnitude diagram in (1993A&AS...97..755T) was examined. Adopted cluster centre: star 41 in (1993A&AS...97..755T). Stars A=HD 350990 and B=HD 350991 have spectra B6IIIn and are cluster members (1993A&AS...97..755T). The author assigns the unusual positions of these stars in the colour-magnitude diagram to high rotation velocities."
"Ruprecht 115","Selected angular diameter from (1987, Lund Catalogue of Open Cluster Data)."
"Ruprecht 119","Selected angular diameter from (1987, Lund Catalogue of Open Cluster Data)."
"Ruprecht 120","Selected angular diameter from (1987, Lund Catalogue of Open Cluster Data)."
"Ruprecht 36","Star 1=CD-26 5011 appears as a straggler in (1972A&AS....7..133V), but it is a non-member according to that reference."
"Ruprecht 46","The red limit of the blue straggler area is (V-I)=0.78."
"Ruprecht 67","Adopted cluster centre: star 10 in (1975A&AS...20...85M)."
"Ruprecht 75","All cluster parameters are from (2005AN....326....3A). Only stars up to 2' from the centre were considered."
"Ruprecht 79","The dereddened colour-magnitude diagram in (1987MNRAS.229...31W) was examined. Star designations and adopted cluster centre (star J = star 3 in WEBDA) are from (1976ApJ...209..130H). Could not be a true cluster (WEBDA)."
"Ruprecht 98","Star 1=HD 104013 has a spectrum A0V (1975MSS...C01....0H). Adopted cluster centre: star 6 in (1973A&AS...10..135M)."
"Stock 1","Cluster age taken from (2002PASP..114.1382O). Star 11=HD 184762 has a spectrum B8, and star 56=HD 184121 has a spectrum B7 (1956ApJ...123..258S)."
"Stock 13","Star 1=HD 97597 has a spectrum B2II/III (1975MSS...C01....0H). Adopted cluster centre: star 4 in (1975A&AS...20..125M)."
"Stock 2","Adopted  cluster centre: star 69 in (1967ApJ...147..988K). Star 2=HD 13088 (member?), star 161=HD 14172 (non-member?), star 164=HD 14183 (member?), according to (1967ApJ...147..988K); their spectra are A1V, A2V, A0V, respectively (1974AJ.....79..107M)."
"Stock 24","The diagram for stars inside a radius of 3' around the centre of coordinates was examined."
"Tombaugh 1","The V vs (B-V) diagram in (1983JRASC..77...31T) and the V vs. (V-I) diagram in (1995MNRAS.276..563C) were examined. Star 2 is cited as a probable straggler in (1983JRASC..77...31T)."
"Tombaugh 2","Only straggler candidates inside a radius of 2' around the centre of coordinates have been considered."
"Trumpler 10","Adopted cluster centre: star 9 in (1962ArA.....3...65L). Star 2=HD 75387 has a spectrum B2V (1975MSS...C01....0H)."
"Trumpler 11","The adopted age is a mean value of the range determined by (1994BASI...22..381S). The adopted apparent diameter is the selected diameter given by (1987, Lund Catalogue of Open Cluster Data)."
"Trumpler 14","The dereddened colour-magnitude diagram was examined (1973A&AS...12..331F). The selected angular diameter is from (1987, Lund Catalogue of Open Cluster Data)."
"Trumpler 16","The dereddened colour-magnitude diagram was examined (1973A&AS...12..331F). The cluster apparent diameter was taken from (1992AJ....104.1865T)."
"Trumpler 18","Star 75=HD 97223 has a spectrum B3V (1975MSS...C01....0H)."
"Trumpler 27","The dereddened colour-magnitude diagram was examined (1970A&A.....5..298T)."
"Trumpler 5","Only straggler candidates inside a radius of 8' around the centre of coordinates have been considered. The red limit of the blue straggler area is (B-V)=0.87."
"Trumpler 9","Star 2=DM-25 5278 appears to have a small reddening, is a non- evolved star (beta=2.784), and is a non-member according to (1972A&AS....7..133V)"
"vdB-Hagen 99","The dereddened colour-magnitude diagram in (1990AJ....100..695L) was examined."
