"Cluster","Comment"
"NGC 2264 IRS1","Classified as infrared cluster (IRC)."
"NGC 2264 IRS1 SE","Classified as infrared cluster (IRC)."
"NGC 2071","Classified as infrared cluster (IRC)."
"M78","Classified as infrared cluster (IRC)."
"NGC 2024","Classified as infrared cluster (IRC)."
"RMC-2","Classified as infrared cluster (IRC)."
"RMC-1","Classified as infrared cluster (IRC)."
"NGC 2023","Classified as infrared cluster (IRC)."
"RMC-4b","Classified as infrared cluster (IRC)."
"RMC-4a","Classified as infrared cluster (IRC)."
"RMC-5","Classified as infrared cluster (IRC)."
"AFGL961","Classified as infrared cluster (IRC)."
"RNO73","Classified as infrared cluster (IRC)."
"RMC-7","Classified as infrared cluster (IRC)."
"OMC-2","Classified as infrared cluster (IRC)."
"Orion Nebula","Classified as infrared cluster (IRC)."
"OMC-1","Classified as infrared cluster (IRC)."
"Trapezium","Classified as infrared cluster (IRC)."
"LDN1641 North","Classified as infrared cluster (IRC)."
"Morgan 8","Classified as infrared cluster (IRC)."
"KMS35","Classified as infrared cluster (IRC)."
"LDN1641C","Classified as infrared cluster (IRC)."
"NGC 2282","Classified as infrared cluster (IRC)."
"LDN1641 South","Classified as infrared cluster (IRC)."
"IRAS05404-0839","Classified as infrared cluster (IRC)."
"IRAS06046-0603","Classified as infrared cluster (IRC)."
"MonR2","Classified as infrared cluster (IRC)."
"NGC 2183","Classified as infrared cluster (IRC)."
"IRAS05404-0946","Classified as infrared cluster (IRC)."
"GGD17","Classified as infrared cluster (IRC)."
"IRAS05401-1002","Classified as infrared cluster (IRC)."
"Sh2-287-North","Classified as infrared cluster (IRC)."
"IRAS06562-0337 Cl","Classified as infrared cluster (IRC)."
"BFS56","Classified as infrared cluster (IRC)."
"NS14","Classified as infrared cluster (IRC)."
"Sh2-287C","Classified as infrared cluster (IRC)."
"DB2001-35","Classified as infrared cluster (IRC)."
"NGC 2316","Classified as infrared cluster (IRC)."
"NGC 2327","Classified as infrared cluster (IRC)."
"BRC27","Classified as infrared cluster (IRC)."
"Gy2-7","Classified as infrared cluster (IRC)."
"IRAS07255-2012","Classified as infrared cluster (IRC)."
"NGC 2467-East","Classified as infrared cluster (IRC)."
"RCW36","Classified as infrared cluster (IRC)."
"DB2001-36","Classified as infrared cluster (IRC)."
"RCW38","Classified as infrared cluster (IRC)."
"Gum25","Classified as infrared cluster (IRC)."
"DB2001-37","Classified as infrared cluster (IRC)."
"NGC3576","Classified as infrared cluster (IRC)."
"RCW87","Classified as infrared cluster (IRC)."
"G333.6-0.2","Classified as infrared cluster (IRC)."
"RCW108","Classified as infrared cluster (IRC)."
"NGC 6334 V","Classified as infrared cluster (IRC)."
"NGC 6334 I","Classified as infrared cluster (IRC)."
"NGC 6334 E","Classified as infrared cluster (IRC)."
"DB2001-38","Classified as infrared cluster (IRC)."
"DB2001-39","Classified as infrared cluster (IRC)."
"rho Oph","Classified as infrared cluster (IRC)."
"DB2001-40","Classified as infrared cluster (IRC)."
"DB2001-41","Classified as infrared cluster (IRC)."
"DB2001-42","Classified as infrared cluster (IRC)."
"R CrA","Classified as infrared cluster (IRC)."
"Nuclear Young","Classified as infrared cluster (IRC)."
