"Cluster","Comment"
"Arches","Classified as infrared cluster (IRC)."
"DB2001-1","Classified as stellar group (IRGr)."
"DB2001-2","Classified as stellar group (IRGr)."
"Quintuplet","Classified as infrared cluster (IRC)."
"SGR1806-20","Classified as infrared cluster (IRC)."
"W31","Classified as infrared cluster (IRC)."
"Kes29","Classified as infrared cluster (IRC)."
"GGD27","Classified as infrared cluster (IRC)."
"NGC 6595","Classified as infrared cluster (IRC)."
"W33","Classified as infrared cluster (IRC)."
"M17","Classified as infrared cluster (IRC)."
"W42","Classified as infrared cluster (IRC)."
"Stephenson 2","Classified as infrared cluster (IRC)."
"Sh2-64","Classified as infrared cluster (IRC)."
"W43","Classified as infrared cluster (IRC)."
"Serpens SVS4","Classified as infrared cluster (IRC)."
"Serpens SVS2","Classified as infrared cluster (IRC)."
"Serpens DEOS","Classified as infrared cluster (IRC)."
"W48","Classified as infrared cluster (IRC)."
"SGR1900+14","Classified as infrared cluster (IRC)."
"W49A-southwest","Classified as infrared cluster (IRC)."
"W49A","Classified as infrared cluster (IRC)."
"W49A-east","Classified as infrared cluster (IRC)."
"G45.45+0.06","Classified as infrared cluster (IRC)."
"Sh2-88B","Classified as infrared cluster (IRC)."
"IRAS20050+2720C","Classified as infrared cluster (IRC)."
"IRAS20050+2720A","Classified as infrared cluster (IRC)."
"IRAS20050+2720B","Classified as infrared cluster (IRC)."
"IC4955","Classified as infrared cluster (IRC)."
"NGC 6857","Classified as infrared cluster (IRC)."
"K3-50B","Classified as infrared cluster (IRC)."
"G76.2-0.3","Classified as infrared cluster (IRC)."
"Sh2-106","Classified as infrared cluster (IRC)."
"IRAS20188+3928","Classified as infrared cluster (IRC)."
"DB2001-7","Classified as infrared cluster (IRC)."
"DB2001-9","Classified as infrared cluster (IRC)."
"BD+40d4124","Classified as infrared cluster (IRC)."
"DB2001-10","Classified as infrared cluster (IRC)."
"DB2001-11","Classified as infrared cluster (IRC)."
"G80.35+0.72 IR Cl","Classified as infrared cluster (IRC)."
"DR22","Classified as infrared cluster (IRC)."
"DB2001-15","Classified as infrared cluster (IRC)."
"DB2001-16","Classified as infrared cluster (IRC)."
"DB2001-17","Classified as infrared cluster (IRC)."
"W75S","Classified as infrared cluster (IRC)."
"W75N","Classified as infrared cluster (IRC)."
"DB2001-20","Classified as infrared cluster (IRC)."
"DB2001-21","Classified as infrared cluster (IRC)."
"DB2001-22","Classified as infrared cluster (IRC)."
"CBJC5","Classified as infrared cluster (IRC)."
"CBJC6","Classified as infrared cluster (IRC)."
"Herbig 1","Classified as infrared cluster (IRC)."
"CBJC4","Classified as infrared cluster (IRC)."
"CBJC7","Classified as infrared cluster (IRC)."
"CBJC8","Classified as infrared cluster (IRC)."
"LDN988-e","Classified as infrared cluster (IRC)."
"NGC7129","Classified as infrared cluster (IRC)."
"Sh2-138","Classified as infrared cluster (IRC)."
"Sh2-140-north","Classified as infrared cluster (IRC)."
"LDN1206","Classified as infrared cluster (IRC)."
"LDN1211","Classified as infrared cluster (IRC)."
"Cepheus A","Classified as infrared cluster (IRC)."
"Cepheus C","Classified as infrared cluster (IRC)."
"IRAS23151+5912","Classified as infrared cluster (IRC)."
"NGC 7538","Classified as infrared cluster (IRC)."
"LDN1228","Classified as infrared cluster (IRC)."
"BRC2","Classified as infrared cluster (IRC)."
"NGC 281-west","Classified as infrared cluster (IRC)."
"NGC 281-east","Classified as infrared cluster (IRC)."
"AFGL5066","Classified as infrared cluster (IRC)."
"W3-IRS5","Classified as infrared cluster (IRC)."
"W3-OH","Classified as infrared cluster (IRC)."
"IC1795 1","Classified as infrared cluster (IRC)."
"IC1795 2","Classified as infrared cluster (IRC)."
"AFGL333","Classified as infrared cluster (IRC)."
"IC1805-West","Classified as infrared cluster (IRC)."
"IRAS02175+5845","Classified as infrared cluster (IRC)."
"IRAS02327+6019","Classified as infrared cluster (IRC)."
"IRAS02407+6047","Classified as infrared cluster (IRC)."
"AFGL5085","Classified as infrared cluster (IRC)."
"IRAS02484+6022","Classified as infrared cluster (IRC)."
"BRC12 IR","Classified as infrared cluster (IRC)."
"BRC13","Classified as infrared cluster (IRC)."
"AFGL4029","Classified as infrared cluster (IRC)."
"IC1871","Classified as infrared cluster (IRC)."
"AFGL437","Classified as infrared cluster (IRC)."
"IRAS03064+5638","Classified as infrared cluster (IRC)."
"AFGL490","Classified as infrared cluster (IRC)."
"IRAS04324+5106","Classified as infrared cluster (IRC)."
"NGC 1333NE","Classified as infrared cluster (IRC)."
"NGC 1333SW","Classified as infrared cluster (IRC)."
"IC348","Classified as infrared cluster (IRC)."
"NGC 1579","Classified as infrared cluster (IRC)."
"Sh2-228","Classified as infrared cluster (IRC)."
"IRAS05197+3355","Classified as infrared cluster (IRC)."
"Sh2-233SE","Classified as infrared cluster (IRC)."
"DB2001-24","Classified as infrared cluster (IRC)."
"G173.58+2.45","Classified as infrared cluster (IRC)."
"Sh2-235","Classified as infrared cluster (IRC)."
"Sh2-235B","Classified as infrared cluster (IRC)."
"AFGL5142","Classified as infrared cluster (IRC)."
"NGC 1985","Classified as infrared cluster (IRC)."
"Gy1-17","Classified as infrared cluster (IRC)."
"DB2001-25","Classified as infrared cluster (IRC)."
"Sh2-242","Classified as infrared cluster (IRC)."
"GGD4","Classified as infrared cluster (IRC)."
"DB2001-26","Classified as infrared cluster (IRC)."
"BFS51","Classified as infrared cluster (IRC)."
"AFGL5182","Classified as infrared cluster (IRC)."
"CSS1a","Classified as infrared cluster (IRC)."
"AFGL5180","Classified as infrared cluster (IRC)."
"AFGL6366-N","Classified as infrared cluster (IRC)."
"AFGL6366-S","Classified as infrared cluster (IRC)."
"CSS3","Classified as infrared cluster (IRC)."
"DB2001-27","Classified as infrared cluster (IRC)."
"Sh2-252A","Classified as infrared cluster (IRC)."
"Sh2-252C","Classified as infrared cluster (IRC)."
"NGC 2174","Classified as infrared cluster (IRC)."
"DB2001-29","Classified as infrared cluster (IRC)."
"AFGL5173","Classified as infrared cluster (IRC)."
"DB2001-30","Classified as infrared cluster (IRC)."
"IC2162","Classified as infrared cluster (IRC)."
"DB2001-31","Classified as infrared cluster (IRC)."
"DB2001-32","Classified as infrared cluster (IRC)."
"DB2001-33","Classified as infrared cluster (IRC)."
"Sh2-269","Classified as infrared cluster (IRC)."
"Sh2-270","Classified as infrared cluster (IRC)."
"MonOB1-D","Classified as infrared cluster (IRC)."
