"Cluster","Comment"
"Haffner 3","Not a genuine open cluster."
"Haffner 5","Not a genuine open cluster."
"NGC 2368","Not a genuine open cluster."
"Haffner 25","Not a genuine open cluster."
"Hogg 3","Not a genuine open cluster."
"Hogg 4","Not a genuine open cluster."
