"Cluster","Comment"
"Chereul 2","Moving group (Chereul, E. et al. 1999, A&AS 135, 5); cat V3.5 (Jan 2016)"
"Chereul 3","Moving group (Chereul, E. et al. 1999, A&AS 135, 5); cat V3.5 (Jan 2016)"
"Collinder 21","Asterism (Villanova, S. et al. 2004, A&A 428, 67); cat V3.5 (Jan 2016)"
"Collinder 234","Part of Tr 16 (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"Collinder 399","Asterism (Baumgardt, H. 1998, A&A 340, 402; Orellana, R. B.; De Biasi, M. S. 2008, RevMexAA 34, 111); cat V3.5 (Jan 2016)"
"Dias 11","Asterism (Kronberger, M. 2005, private communication); cat V3.5 (Jan 2016)"
"Dol-Dzim 1","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"Dol-Dzim 8","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"Dolidze 12","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"Dolidze 17","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"Dolidze 29","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"Dolidze 30","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"Dolidze 31","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"Dolidze 39","Asterism (Bica, E.; Bonatto, C. 2011, A&A 530, 32); cat V3.5 (Jan 2016)"
"Dolidze 43","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"Dolidze 46","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"Dolidze 50","Asterism (Kronberger, M. 2007, private communication); cat V3.5 (Jan 2016)"
"Dolidze 54","Asterism (Kronberger, M. 2007, private communication); cat V3.5 (Jan 2016)"
"Dolidze 18","Asterism (Kronberger, M. 2007, private communication); cat V3.5 (Jan 2016)"
"Dolidze 55","Asterism (Kronberger, M. 2007, private communication); cat V3.5 (Jan 2016)"
"Dolidze 56","Asterism (Kronberger, M. 2007, private communication); cat V3.5 (Jan 2016)"
"Dolidze 51","Asterism (Kronberger, M. 2007, private communication); cat V3.5 (Jan 2016)"
"Dutra-Bica 13","Asterism (Dutra et al. 2003, A&A 408, 127); cat V3.5 (Jan 2016)"
"Dutra-Bica 14","Asterism (Dutra et al. 2003, A&A 408, 127); cat V3.5 (Jan 2016)"
"Dutra-Bica 15","Asterism (Dutra et al. 2003, A&A 408, 127); cat V3.5 (Jan 2016)"
"Dutra-Bica 16","Asterism (Dutra et al. 2003, A&A 408, 127); cat V3.5 (Jan 2016)"
"Dutra-Bica 23","Asterism (Dutra et al. 2003, A&A 408, 127); cat V3.5 (Jan 2016)"
"Dutra-Bica 24","Asterism (Dutra et al. 2003, A&A 408, 127); cat V3.5 (Jan 2016)"
"Dutra-Bica 3","Asterism (Dutra et al. 2003, A&A 408, 127); cat V3.5 (Jan 2016)"
"Dutra-Bica 30","Asterism (Dutra et al. 2003, A&A 408, 127); cat V3.5 (Jan 2016)"
"Dutra-Bica 33","Asterism (Dutra et al. 2003, A&A 408, 127); cat V3.5 (Jan 2016)"
"Dutra-Bica 36","Asterism (Dutra et al. 2003, A&A 408, 127); cat V3.5 (Jan 2016)"
"Dutra-Bica 37","Asterism (Dutra et al. 2003, A&A 408, 127); cat V3.5 (Jan 2016)"
"Dutra-Bica 4","Asterism (Dutra et al. 2003, A&A 408, 127); cat V3.5 (Jan 2016)"
"Dutra-Bica 44","Asterism (Dutra et al. 2003, A&A 408, 127); cat V3.5 (Jan 2016)"
"Dutra-Bica 46","Asterism (Dutra et al. 2003, A&A 408, 127); cat V3.5 (Jan 2016)"
"Dutra-Bica 8","Asterism (Dutra et al. 2003, A&A 408, 127); cat V3.5 (Jan 2016)"
"ESO 130-08","Duplicate (= Stock 15) (Alessi, B. S. 2005, private communication); cat V3.5 (Jan 2016)"
"ESO 424-25","Asterism (Carraro, G. et al. 2004, astro-ph/0412019); cat V3.5 (Jan 2016)"
"ESO 437-61","Asterism (Carraro, G. et al. 2004, astro-ph/0412019); cat V3.5 (Jan 2016)"
"ESO 442-04","Asterism (Carraro, G. et al. 2004, astro-ph/0412019); cat V3.5 (Jan 2016)"
"ESO 464-09","Asterism (Carraro, G. et al. 2004, astro-ph/0412019); cat V3.5 (Jan 2016)"
"ESO 486-45","Asterism (Carraro, G. et al. 2004, astro-ph/0412019); cat V3.5 (Jan 2016)"
"ESO 489-01","No cluster (Carraro, G. 2016, MNRAS 455, 4031); cat V3.5 (Jan 2016)"
"ESO 520-20","Not found (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"Grasdalen 1","IR-only cluster (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"Haffner 3","No cluster (Piatti, A. E.; Clariá, J. J.; Ahumada, A. V. 2011, NewA 16, 161); cat V3.5 (Jan 2016)"
"Haffner 5","No cluster (Piatti, A. E.; Clariá, J. J.; Ahumada, A. V. 2011, NewA 16, 161); cat V3.5 (Jan 2016)"
"Haffner 25","No cluster (Piatti, A. E.; Clariá, J. J.; Ahumada, A. V. 2011, NewA 16, 161); cat V3.5 (Jan 2016)"
"Hogg 3","No cluster (Piatti, A. E.; Clariá, J. J.; Ahumada, A. V. 2011, NewA 16, 161); cat V3.5 (Jan 2016)"
"Hogg 4","No cluster (Piatti, A. E.; Clariá, J. J.; Ahumada, A. V. 2011, NewA 16, 161); cat V3.5 (Jan 2016)"
"IC 1023","Asterism (Carraro, G. et al. 2004, astro-ph/0412019); cat V3.5 (Jan 2016)"
"Iskudarian 1","Moving group of white dwarfs? (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"King 25","No cluster (Carraro, G.; Janes, K. A.; Eastman, J. D. 2005, MNRAS 364, 179); cat V3.5 (Jan 2016)"
"Kronberger 3","Asterism (Kronberger, M. 2005, private communication); cat V3.5 (Jan 2016)"
"Kronberger 5","Asterism (Kronberger, M. 2005, private communication); cat V3.5 (Jan 2016)"
"Latysev 1","Moving group? (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"Latysev 2","Moving group? (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"Mandushev 1","Asterism (Turner, D. G. et al. 1998, JRASC 92, 145); cat V3.5 (Jan 2016)"
"Melotte 227","Asterism (Baumgardt, H. 1998, A&A 340, 402; Orellana, R. B.; De Biasi, M. S. 2008, RevMexAA 34, 111); cat V3.5 (Jan 2016)"
"NGC 1146","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 1724","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 1807","Asterism (Balaguer-Núñez et al. 2004, A&A 426, 827; 819); cat V3.5 (Jan 2016)"
"NGC 1891","Asterism (Carraro, G. et al. 2004, astro-ph/0412019); cat V3.5 (Jan 2016)"
"NGC 1963","Asterism (Carraro, G. et al. 2004, astro-ph/0412019); cat V3.5 (Jan 2016)"
"NGC 2039","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 2063","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 2189","Not found (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 2248","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 2368","No cluster (Piatti, A. E.; Clariá, J. J.; Ahumada, A. V. 2011, NewA 16, 161); cat V3.5 (Jan 2016)"
"NGC 2413","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 2459","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 2664","Asterism (Villanova, S. et al. 2004, A&A 428, 67); cat V3.5 (Jan 2016)"
"NGC 272","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 2932","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 2995","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 305","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 3520","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 5045","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 5155","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 5284","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 5299","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 5385","Asterism (Villanova, S. et al. 2004, A&A 428, 67); cat V3.5 (Jan 2016)"
"NGC 6222","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6360","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6415","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6421","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6437","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6455","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6476","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6480","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6605","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6647","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6659","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6682","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6728","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6795","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6815","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6859","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6863","Asterism (Moni Bidin, C. et al. 2010, A&A 510, 44); cat V3.5 (Jan 2016)"
"NGC 6895","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6980","Not found (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6989","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 6994","Asterism (Odenkirchen, M.; Soubiran, C. 2002, A&A 383, 163; Pavani, D.; Bica, E. 2007, A&A 468, 139); cat V3.5 (Jan 2016)"
"NGC 7005","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 7050","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 7134","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 7833","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"NGC 886","Duplicate (= Stock 6) (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"Riddle 5","Asterism (Kronberger, M. 2005, private communication); cat V3.5 (Jan 2016)"
"Riddle 6","Asterism (Kronberger, M. 2005, private communication); cat V3.5 (Jan 2016)"
"Ruprecht 30","Spiral arm (Carraro, G. et al. 2010, ApJ 718, 683); cat V3.5 (Jan 2016)"
"Ruprecht 93","Spiral arm (Cheon, S. et al. 2010, JKAS, arXiv:1007.2686); cat V3.5 (Jan 2016)"
"Ruprecht 72","Field fluctuation (Vázquez, R. A. et al. 2010, A&A 511, 38); cat V3.5 (Jan 2016)"
"Ruprecht 103","Asterism (Piatti, A. E.; Clariá, J. J. 2001, A&A 379, 453); cat V3.5 (Jan 2016)"
"Ruprecht 124","Asterism (Piatti, A. E.; Clariá, J. J. 2001, A&A 379, 453); cat V3.5 (Jan 2016)"
"Ruprecht 129","Asterism (Piatti, A. E.; Clariá, J. J. 2001, A&A 379, 453); cat V3.5 (Jan 2016)"
"Ruprecht 146","Asterism (Piatti, A. E.; Clariá, J. J. 2001, A&A 379, 453); cat V3.5 (Jan 2016)"
"Ruprecht 156","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"Ruprecht 158","Field fluctuation (Vázquez, R. A. et al. 2010, A&A 511, 38); cat V3.5 (Jan 2016)"
"Ruprecht 46","Asterism (Carraro, G.; Patat, F. 1995, MNRAS 276, 563); cat V3.5 (Jan 2016)"
"Terzan-Ju 20","Asterism (Archinal, B. A. & Hynes, S. J. 2003); cat V3.5 (Jan 2016)"
"Upgren 1","Asterism (Baumgardt, H. 1998, A&A 340, 402; Orellana, R. B.; De Biasi, M. S. 2008, RevMexAA 34, 111); cat V3.5 (Jan 2016)"
"Waterloo 6","Field fluctuation (Pavani, D.; Bica, E. 2007, A&A 468, 139); cat V3.5 (Jan 2016)"
"Whiting 1","Globular cluster (Carraro, G. 2005, astro-ph/0501465); cat V3.5 (Jan 2016)"
"Shorlin 2","Asterism (Turner, D. G. 2012, private communication); cat V3.5 (Jan 2016)"
"Shorlin 1","Asterism (Turner, D. G. 2012, Ap&SS 337, 303); cat V3.5 (Jan 2016)"
