"fname","plot_used","process","N_clust","N_clust_max","N_box","frame_limit","r_50","C1","C2","C3","N_50","GLON_m","GLAT_m","RA_ICRS_m","DE_ICRS_m","Plx_m","e_Plx_m","pmRA_m","e_pmRA_m","pmDE_m","e_pmDE_m","Rv_m","e_Rv_m","N_Rv","X_GC","Y_GC","Z_GC","R_GC","shared_members","shared_members_p","C_N","C_dens","C_C3","C_lit","C_dup","C_dup_same_db","UTI","bad_oc"
"ruprecht38","y","n","nan","nan","nan","nan",7.8,0.15,0.3,"CC",18.0,237.60474,3.1891,117.63538,-20.23224,0.2941,0.0638,-2.2389,0.0588,1.6227,0.0578,51.915,1.9613,1.0,-9.8243,-2.6843,0.2012,10.1864,"nan","nan",0.0,0.06,0.25,0.25,1.0,1.0,0.16,"y"
"ruprecht39","y","n","nan","nan","nan","nan",5.5,0.59,0.59,"DC",18.0,239.72822,2.40618,118.10102,-22.44788,0.2333,0.0568,-2.7837,0.0389,3.4595,0.0537,92.3044,1.613,1.0,-10.1091,-3.407,0.1922,10.6695,"nan","nan",0.0,0.08,0.12,0.31,1.0,1.0,0.17,"y"
"ruprecht4","y","n","nan","nan","nan","nan",3.3,1.0,0.63,"AB",210.0,222.04914,-5.31986,102.24656,-10.52606,0.2182,0.07515,-0.2128,0.07795,0.1035,0.07815,46.4211,2.9883,10.0,-11.2263,-2.7992,-0.3602,11.5756,"oc0371;oc0372","14.3;11.9",0.79,1.0,0.75,0.86,1.0,1.0,0.85,"n"
"ruprecht40","y","n","nan","nan","nan","nan",8.0,0.52,0.45,"CC",17.0,235.87029,-0.4171,113.3599,-20.46521,0.2869,0.0715,-1.7846,0.0635,2.5424,0.0724,72.82895,1.49135,2.0,-9.9522,-2.6957,0.0011,10.3108,"nan","nan",0.0,0.05,0.25,0.25,1.0,1.0,0.16,"y"
"ruprecht41","y","n","nan","nan","nan","nan",3.2,0.94,0.69,"AB",122.0,243.80374,0.32872,118.42618,-27.00274,0.2178,0.05355,-2.5982,0.04245,3.5712,0.0543,78.43045,0.27265,4.0,-9.9783,-3.7732,0.0498,10.668,"nan","nan",0.76,1.0,0.75,0.86,1.0,1.0,0.85,"n"
"ruprecht42","y","n","nan","nan","nan","nan",1.4,1.0,0.66,"AB",111.0,243.33065,1.63693,119.40442,-25.9217,0.155,0.0754,-1.8919,0.0566,2.2192,0.0737,81.6462,2.3614,2.0,-10.6851,-5.1043,0.1908,11.8433,"oc0421","22.5",0.75,1.0,0.75,0.82,1.0,1.0,0.83,"n"
"ruprecht43","y","n","nan","nan","nan","nan",2.8,1.0,0.6,"AB",66.0,245.92738,0.34548,119.68198,-28.81645,0.1578,0.04245,-2.1994,0.03425,3.0483,0.0395,114.1575,0.7912,3.0,-10.4151,-5.1337,0.0598,11.6117,"nan","nan",0.58,0.5,0.75,0.69,1.0,1.0,0.64,"n"
"ruprecht44","y","n","nan","nan","nan","nan",2.7,1.0,0.91,"AA",166.0,245.72477,0.48771,119.70374,-28.55774,0.1762,0.0461,-2.3516,0.0386,2.9342,0.0431,114.1575,2.7365,1.0,-10.2176,-4.6458,0.0697,11.2244,"fof1429","9.6",0.77,1.0,1.0,1.0,1.0,1.0,0.95,"n"
"ruprecht45","y","n","nan","nan","nan","nan",5.0,0.74,0.84,"AA",257.0,235.30838,7.02524,119.89481,-16.29301,0.2127,0.0724,-2.6819,0.0696,2.8436,0.0628,97.4138,1.8147,13.0,-10.5479,-3.5071,0.5527,11.1293,"oc0402","21.8",0.81,1.0,1.0,0.79,1.0,1.0,0.88,"n"
"ruprecht46","y","n","nan","nan","nan","nan",6.0,0.66,0.38,"CC",22.0,238.36003,5.90821,120.54172,-19.45434,0.315,0.124,-1.087,0.1194,0.2262,0.1027,"nan","nan",0.0,-9.679,-2.5277,0.3323,10.0091,"nan","nan",0.0,0.14,0.25,0.38,1.0,1.0,0.23,"y"
"ruprecht47","y","n","nan","nan","nan","nan",3.0,1.0,0.77,"AB",121.0,248.25664,-0.20064,120.56759,-31.07486,0.2556,0.0338,-2.4465,0.0306,2.727,0.0366,92.0112,1.9454,4.0,-9.4663,-3.3702,0.0115,10.0484,"nan","nan",0.76,1.0,0.75,1.0,1.0,1.0,0.9,"n"
"ruprecht48","y","n","nan","nan","nan","nan",2.5,0.91,0.71,"AB",197.0,249.12692,-0.63376,120.68138,-32.04844,0.2546,0.0441,-2.4891,0.0425,2.8519,0.046,127.1306,0.355,1.0,-9.4193,-3.4025,-0.0163,10.015,"oc0438;oc0439","19.8;7.1",0.79,1.0,0.75,0.69,1.0,1.0,0.78,"n"
"ruprecht49","y","n","nan","nan","nan","nan",3.9,0.81,0.7,"BB",56.0,244.70961,2.27515,120.81898,-26.76676,0.3682,0.04445,-3.5092,0.03225,3.8412,0.0426,28.9499,8.9133,1.0,-9.2209,-2.3274,0.1258,9.511,"ubc1398","69.6",0.53,1.0,0.5,0.62,1.0,1.0,0.66,"n"
"ruprecht5","y","n","nan","nan","nan","nan",6.6,0.55,0.42,"DC",12.0,229.96723,-7.52099,103.80917,-18.55425,0.1629,0.1038,-0.2624,0.0875,0.6713,0.1119,70.9041,3.547,3.0,-11.6106,-4.1499,-0.6871,12.3491,"nan","nan",0.0,0.02,0.12,0.31,1.0,1.0,0.15,"y"
"ruprecht50","y","n","nan","nan","nan","nan",3.3,0.89,0.71,"AB",82.0,248.21612,0.12649,120.86646,-30.87363,0.4252,0.0381,-1.7697,0.0345,2.3702,0.03765,48.9544,3.6078,1.0,-8.9554,-2.0858,0.0278,9.1951,"nan","nan",0.66,1.0,0.75,1.0,1.0,1.0,0.88,"n"
"ruprecht51","y","n","nan","nan","nan","nan",6.9,0.64,0.51,"DC",17.0,248.1099,0.28255,120.92477,-30.70168,0.2707,0.0805,-2.7563,0.069,2.5527,0.0861,"nan","nan",0.0,-9.4049,-3.1917,0.0395,9.9318,"nan","nan",0.0,0.06,0.12,0.31,1.0,1.0,0.16,"y"
"ruprecht52","y","n","nan","nan","nan","nan",6.2,0.9,0.49,"CC",11.0,249.35256,-0.16203,121.31594,-31.95785,0.2671,0.0572,-2.1237,0.052,2.92,0.0654,"nan","nan",0.0,-9.3508,-3.2591,0.0159,9.9026,"nan","nan",0.0,0.05,0.25,0.38,1.0,1.0,0.21,"y"
"ruprecht53","y","n","nan","nan","nan","nan",11.9,0.59,0.74,"AB",57.0,245.84822,3.60536,122.7375,-27.02714,0.9678,0.0253,-2.8642,0.0187,1.0036,0.0234,11.4798,5.5768,19.0,-8.535,-0.922,0.085,8.5851,"cwnu1026","77.2",0.54,0.89,0.75,0.75,1.0,1.0,0.74,"n"
"ruprecht54","y","n","nan","nan","nan","nan",2.0,1.0,0.74,"AB",171.0,250.03384,0.96105,122.84487,-31.94713,0.2237,0.0596,-2.6645,0.0554,3.1559,0.0546,58.3962,1.2396,3.0,-9.5227,-3.8563,0.0934,10.2743,"fof386","19.3",0.78,1.0,0.75,0.86,1.0,1.0,0.85,"n"
"ruprecht55","y","n","nan","nan","nan","nan",5.1,0.99,0.78,"CC",54.0,250.68688,0.80192,123.11332,-32.57306,0.165,0.0686,-2.3448,0.0605,2.9128,0.0713,53.5087,2.0899,1.0,-9.9092,-5.0992,0.1018,11.1447,"nan","nan",0.52,0.13,0.25,1.0,1.0,1.0,0.58,"n"
"ruprecht56","y","n","nan","nan","nan","nan",7.9,0.48,0.52,"CB",19.0,257.29848,-3.63508,123.02345,-40.51432,0.1671,0.0491,-2.4198,0.0537,3.2814,0.0616,55.011,7.531,1.0,-9.2971,-5.2033,-0.3129,10.6587,"nan","nan",0.0,0.02,0.38,0.79,1.0,1.0,0.39,"n"
"ruprecht57","y","n","nan","nan","nan","nan",6.5,0.17,0.37,"CC",18.0,246.31481,4.38805,123.80832,-26.93202,0.2451,0.067,-2.5875,0.0487,4.0713,0.06,29.044,1.598,1.0,-9.6326,-3.4439,0.3157,10.2346,"nan","nan",0.0,0.06,0.25,0.38,1.0,1.0,0.21,"y"
"ruprecht58","y","n","nan","nan","nan","nan",3.3,1.0,0.73,"AB",236.0,250.43752,1.58324,123.71029,-31.94076,0.3002,0.0509,-2.6456,0.0446,1.4128,0.0512,34.9361,0.8981,3.0,-9.1672,-2.9416,0.1096,9.6282,"nan","nan",0.8,1.0,0.75,1.0,1.0,1.0,0.91,"n"
"ruprecht59","y","n","nan","nan","nan","nan",1.8,1.0,0.72,"AB",32.0,253.05694,0.93017,124.81946,-34.47858,0.1493,0.03715,-2.5882,0.0332,3.2354,0.0453,"nan","nan",0.0,-9.8427,-5.6496,0.121,11.3495,"ubc1432","100.0",0.32,0.52,0.75,0.44,1.0,1.0,0.49,"n"
"ruprecht6","y","n","nan","nan","nan","nan",8.3,0.95,0.5,"BC",20.0,225.29923,-5.04405,103.99916,-13.28699,0.1636,0.07,-0.4451,0.0636,1.1895,0.0616,73.0223,4.5587,1.0,-11.9396,-3.8566,-0.4464,12.5549,"cwnu3109","12.0",0.0,0.02,0.38,0.0,1.0,1.0,0.08,"y"
"ruprecht60","y","n","nan","nan","nan","nan",2.4,1.0,0.63,"AA",286.0,264.09862,-5.50944,126.1051,-47.20954,0.2162,0.0668,-3.7446,0.0773,5.4341,0.07765,52.6415,4.4807,8.0,-8.5565,-4.1927,-0.3846,9.5362,"nan","nan",0.82,1.0,1.0,1.0,1.0,1.0,0.96,"n"
"ruprecht61","y","n","nan","nan","nan","nan",2.8,0.82,0.77,"AB",229.0,253.49275,2.14671,126.32938,-34.14263,0.2604,0.065,-2.5342,0.062,3.8107,0.0696,44.7989,2.91925,6.0,-9.1342,-3.417,0.1569,9.7536,"hsc2036","10.9",0.8,1.0,0.75,0.69,1.0,1.0,0.78,"n"
"ruprecht62","y","n","nan","nan","nan","nan",6.7,0.28,0.34,"DC",25.0,242.4617,11.78712,128.13229,-19.66144,0.2731,0.0981,-3.1855,0.0838,1.4077,0.0921,98.6649,1.4045,1.0,-9.6633,-2.9619,0.7221,10.1328,"nan","nan",0.25,0.1,0.12,0.25,1.0,1.0,0.19,"y"
"ruprecht63","y","n","nan","nan","nan","nan",3.5,1.0,0.92,"AA",257.0,265.7974,-5.01213,128.16798,-48.30236,0.2335,0.0586,-2.5233,0.0625,3.265,0.0686,33.3035,1.9506,4.0,-8.4107,-3.9191,-0.3232,9.2846,"oc0487;oc0488","9.7;9.7",0.81,1.0,1.0,1.0,1.0,1.0,0.96,"n"
"ruprecht64","y","n","nan","nan","nan","nan",9.9,0.68,0.37,"CC",21.0,259.76183,0.53611,129.40732,-40.18761,0.1335,0.0994,-2.4788,0.0935,2.7915,0.1172,79.257,4.2568,3.0,-9.2731,-6.4118,0.0865,11.2743,"nan","nan",0.0,0.01,0.25,0.75,1.0,1.0,0.35,"n"
"ruprecht65","y","n","nan","nan","nan","nan",3.9,1.0,0.66,"AB",103.0,263.07732,-1.54577,129.81656,-44.04987,0.4408,0.0481,-4.7544,0.0524,4.294,0.0528,"nan","nan",0.0,-8.3837,-2.1535,-0.0373,8.6559,"ubc244","91.3",0.75,1.0,0.75,0.79,1.0,1.0,0.82,"n"
"ruprecht66","y","n","nan","nan","nan","nan",2.5,1.0,0.73,"AA",321.0,258.4868,2.29115,130.14288,-38.06944,0.2328,0.0688,-3.0995,0.063,3.089,0.068,38.0788,3.2475,23.0,-8.9106,-3.873,0.1811,9.7175,"nan","nan",0.83,1.0,1.0,0.86,1.0,1.0,0.91,"n"
"ruprecht67","y","n","nan","nan","nan","nan",5.0,1.0,0.62,"AB",120.0,262.81935,-0.74826,130.47663,-43.36347,0.6281,0.0386,-4.3714,0.04275,3.69,0.04805,9.377,8.2707,5.0,-8.3148,-1.5308,0.001,8.4545,"nan","nan",0.76,1.0,0.75,1.0,1.0,1.0,0.9,"n"
"ruprecht68","y","n","nan","nan","nan","nan",4.9,1.0,0.75,"AA",663.0,257.26622,4.26017,131.14557,-35.90009,0.3288,0.0772,-2.6188,0.0704,5.6522,0.0836,50.578,1.8126,31.0,-8.7517,-2.7887,0.2353,9.1883,"nan","nan",1.0,1.0,1.0,1.0,1.0,1.0,1.0,"n"
"ruprecht69","y","n","nan","nan","nan","nan",6.6,0.63,0.37,"DC",12.0,266.45187,-2.94381,131.19915,-47.56856,0.2055,0.0747,-3.852,0.0882,5.8602,0.0776,50.8731,3.3976,2.0,-8.3971,-4.4202,-0.2069,9.4917,"nan","nan",0.0,0.03,0.12,0.25,1.0,1.0,0.13,"y"
"ruprecht70","y","n","nan","nan","nan","nan",6.8,0.6,0.49,"CC",16.0,266.33184,-2.20606,131.97383,-47.00555,0.1805,0.0569,-4.1436,0.0578,4.2792,0.0636,"nan","nan",0.0,-8.4412,-4.9737,-0.169,9.799,"nan","nan",0.0,0.03,0.25,0.0,1.0,1.0,0.06,"y"
"ruprecht71","y","n","nan","nan","nan","nan",5.0,1.0,0.73,"AB",96.0,266.37444,-1.9291,132.31167,-46.86188,0.4966,0.02135,-5.185,0.0238,4.6444,0.02405,39.7867,10.6003,3.0,-8.2447,-1.9309,-0.0438,8.4679,"nan","nan",0.73,1.0,0.75,1.0,1.0,1.0,0.9,"n"
"ruprecht72","y","n","nan","nan","nan","nan",7.7,0.1,0.26,"BC",16.0,259.54222,4.311,132.98064,-37.63921,0.2557,0.0904,-4.1879,0.0771,3.1022,0.0929,"nan","nan",0.0,-8.7774,-3.5568,0.2953,9.4753,"nan","nan",0.0,0.04,0.38,0.31,1.0,1.0,0.21,"y"
"ruprecht73","y","n","nan","nan","nan","nan",5.6,0.12,0.27,"CC",20.0,270.71135,-3.0161,135.29521,-50.91647,0.349,0.0824,-5.651,0.0933,6.224,0.0858,14.1544,2.7565,3.0,-8.0877,-2.706,-0.1229,8.5292,"nan","nan",0.0,0.18,0.25,0.31,1.0,1.0,0.21,"y"
"ruprecht74","y","n","nan","nan","nan","nan",4.0,0.42,0.42,"DC",24.0,263.02637,8.94805,140.23475,-37.13187,0.2158,0.0763,-4.6474,0.0676,3.6262,0.0762,100.9977,1.3396,2.0,-8.628,-4.1584,0.6814,9.602,"nan","nan",0.0,0.17,0.12,0.31,1.0,1.0,0.18,"y"
"ruprecht75","y","n","nan","nan","nan","nan",3.3,1.0,0.76,"AB",237.0,276.79181,-4.47827,140.48573,-56.31896,0.2186,0.0539,-6.0908,0.0634,5.0325,0.0586,-3.8052,3.5012,17.0,-7.6287,-4.149,-0.3079,8.6894,"oc0519","13.9",0.8,1.0,0.75,1.0,1.0,1.0,0.91,"n"
"ruprecht76","y","n","nan","nan","nan","nan",3.4,0.87,0.73,"AB",86.0,273.75368,-0.91734,141.07266,-51.65198,0.5026,0.03795,-6.5117,0.0438,3.629,0.0412,-1.2979,21.6353,3.0,-7.9969,-1.909,-0.0102,8.2216,"oc0512","43.0",0.68,1.0,0.75,0.82,1.0,1.0,0.82,"n"
"ruprecht77","y","n","nan","nan","nan","nan",2.4,0.88,0.61,"BB",55.0,276.47242,-3.10124,141.80051,-55.10807,0.2736,0.0463,-6.2554,0.052,4.8055,0.0481,41.1153,7.503,2.0,-7.7391,-3.3793,-0.1642,8.4463,"nan","nan",0.52,1.0,0.5,0.79,1.0,1.0,0.72,"n"
"ruprecht77a","y","n","nan","nan","nan","nan",7.4,0.31,0.25,"DC",14.0,276.53759,-3.02748,142.00927,-55.10834,0.2514,0.0668,-3.9678,0.0824,4.073,0.0721,50.44405,1.8463,2.0,-7.7022,-3.6554,-0.1741,8.5274,"nan","nan",0.0,0.04,0.12,0.0,1.0,1.0,0.03,"y"
"ruprecht78","y","n","nan","nan","nan","nan",1.3,1.0,0.59,"AB",228.0,275.70148,-1.8835,142.2837,-53.69935,0.1116,0.0965,-3.8715,0.1264,3.2871,0.11295,52.866,0.2988,2.0,-7.3684,-7.5542,-0.2309,10.5552,"nan","nan",0.8,1.0,0.75,1.0,1.0,1.0,0.91,"n"
"ruprecht79","y","n","nan","nan","nan","nan",2.7,1.0,0.77,"AA",312.0,277.10126,-0.80404,145.26308,-53.84454,0.243,0.05105,-4.5988,0.05875,3.0276,0.05555,31.0039,4.6424,9.0,-7.6521,-3.772,-0.034,8.5314,"nan","nan",0.83,1.0,1.0,1.0,1.0,1.0,0.97,"n"
"ruprecht8","y","n","nan","nan","nan","nan",6.3,0.97,0.59,"AB",55.0,226.16943,-3.88296,105.44222,-13.53868,0.4418,0.0321,-1.0127,0.0305,-1.4056,0.0317,23.9937,0.3185,1.0,-9.6187,-1.5583,-0.1221,9.7449,"ubc219","96.4",0.52,0.64,0.75,0.69,1.0,1.0,0.66,"n"
"ruprecht80","y","n","nan","nan","nan","nan",7.7,0.6,0.2,"CC",18.0,270.7206,6.73429,145.50091,-43.98673,0.2589,0.0815,-5.1391,0.0816,2.7991,0.0762,17.9743,0.8268,1.0,-8.0757,-3.5606,0.4405,8.8367,"nan","nan",0.0,0.05,0.25,0.56,1.0,1.0,0.28,"n"
"ruprecht81","y","n","nan","nan","nan","nan",6.1,0.31,0.3,"DC",44.0,271.25391,6.99664,146.28145,-44.10586,0.2245,0.104,-4.6928,0.10175,2.6109,0.1001,33.7103,0.1795,1.0,-8.0333,-4.0585,0.5192,9.0153,"nan","nan",0.44,0.14,0.12,0.25,1.0,1.0,0.24,"y"
"ruprecht82","y","n","nan","nan","nan","nan",3.8,1.0,0.83,"AA",155.0,277.72515,-0.48115,146.41581,-54.00457,0.4386,0.0279,-6.426,0.034,4.371,0.0303,-10.8957,2.524,5.0,-7.829,-2.1607,0.0015,8.1217,"nan","nan",0.77,1.0,1.0,1.0,1.0,1.0,0.95,"n"
"ruprecht83","y","n","nan","nan","nan","nan",2.4,1.0,1.0,"AA",267.0,278.51003,-0.61547,147.31468,-54.60786,0.2527,0.058,-4.6072,0.0668,2.892,0.0624,25.1514,0.1868,5.0,-7.5794,-3.6264,-0.0199,8.4023,"oc0525;oc0526;oc0527;oc0528","10.1;9.4;9.4;9.4",0.81,1.0,1.0,1.0,1.0,1.0,0.96,"n"
"ruprecht84","y","n","nan","nan","nan","nan",4.6,1.0,0.81,"AB",172.0,285.33248,-8.82647,147.28548,-65.27058,0.5167,0.0386,-6.9408,0.0499,4.024,0.04705,-3.0923,10.3103,10.0,-7.6358,-1.7756,-0.2666,7.8441,"nan","nan",0.78,1.0,0.75,1.0,1.0,1.0,0.91,"n"
"ruprecht85","y","n","nan","nan","nan","nan",2.3,1.0,0.72,"AA",373.0,280.19855,0.07356,150.35989,-55.11115,0.1821,0.0729,-4.4186,0.0847,3.241,0.0732,23.4506,1.39175,14.0,-7.2458,-4.8698,0.025,8.7302,"nan","nan",0.85,1.0,1.0,1.0,1.0,1.0,0.97,"n"
"ruprecht86","y","n","nan","nan","nan","nan",5.8,0.29,0.24,"CC",32.0,282.84465,-3.42476,150.3623,-59.49544,0.2418,0.0649,-5.5627,0.075,3.8989,0.0648,33.8336,5.60995,4.0,-7.2752,-3.7175,-0.2097,8.1727,"nan","nan",0.32,0.13,0.25,0.31,1.0,1.0,0.27,"y"
"ruprecht87","y","n","nan","nan","nan","nan",9.0,0.39,0.27,"DC",17.0,279.36789,4.86017,153.88841,-50.71571,0.1965,0.0758,-6.2359,0.0811,3.2289,0.0792,"nan","nan",0.0,-7.3714,-4.5407,0.4123,8.6675,"nan","nan",0.0,0.02,0.12,0.31,1.0,1.0,0.15,"y"
"ruprecht88","y","n","nan","nan","nan","nan",6.3,0.5,0.44,"BC",16.0,286.60193,-5.16311,154.62835,-63.06085,0.2108,0.0617,-5.5311,0.0685,2.921,0.0642,29.7863,3.153,1.0,-6.8914,-4.1358,-0.3713,8.0458,"nan","nan",0.0,0.04,0.38,0.0,1.0,1.0,0.08,"y"
"ruprecht89","y","n","nan","nan","nan","nan",5.6,0.26,0.25,"DC",16.0,284.99147,-0.36181,157.13376,-58.16432,0.4054,0.0558,-7.0665,0.0699,2.5707,0.0573,"nan","nan",0.0,-7.5139,-2.2707,0.0045,7.8495,"nan","nan",0.0,0.2,0.12,0.5,1.0,1.0,0.26,"y"
"ruprecht9","y","n","nan","nan","nan","nan",5.4,0.9,0.52,"AC",11.0,233.71614,-7.59261,105.50649,-21.94418,0.1204,0.0575,-0.3326,0.0482,1.3578,0.0564,91.657,3.1588,3.0,-12.2999,-5.6927,-0.9107,13.584,"nan","nan",0.0,0.01,0.62,0.25,1.0,1.0,0.23,"y"
"ruprecht90","y","n","nan","nan","nan","nan",5.5,0.57,0.53,"BB",18.0,285.40808,-0.20351,157.94297,-58.2414,0.3514,0.03381,-7.1627,0.03831,3.2616,0.03618,"nan","nan",0.0,-7.407,-2.5961,0.0093,7.8488,"nan","nan",0.0,0.17,0.5,0.31,1.0,1.0,0.26,"y"
"ruprecht91","y","n","nan","nan","nan","nan",12.7,1.0,0.68,"AB",323.0,286.89695,1.46767,161.96284,-57.49037,0.9464,0.0345,-11.2223,0.0371,2.4569,0.0345,0.794,7.5618,75.0,-7.8211,-0.9897,0.0468,7.8836,"nan","nan",0.83,1.0,0.75,1.0,1.0,1.0,0.92,"n"
"ruprecht92","y","n","nan","nan","nan","nan",6.7,0.97,0.9,"CC",13.0,289.4748,-2.00363,163.46546,-61.77003,0.1649,0.0524,-6.7442,0.0629,2.9058,0.0538,23.6491,1.728,1.0,-6.3183,-5.095,-0.1729,8.1185,"nan","nan",0.0,0.02,0.25,0.75,1.0,1.0,0.35,"n"
"ruprecht93","y","n","nan","nan","nan","nan",4.7,1.0,0.84,"AB",224.0,290.45057,-1.13857,166.04244,-61.37512,0.4465,0.02585,-6.4264,0.0307,3.1318,0.0277,-27.7703,10.3215,15.0,-7.3734,-2.0082,-0.0234,7.642,"nan","nan",0.8,1.0,0.75,1.0,1.0,1.0,0.91,"n"
"ruprecht94","y","n","nan","nan","nan","nan",5.3,1.0,0.87,"AA",96.0,294.04994,-1.94495,172.68366,-63.42252,0.3846,0.02075,-6.3892,0.02405,0.8358,0.0222,3.2169,4.28305,4.0,-7.1155,-2.2557,-0.0659,7.4648,"nan","nan",0.73,1.0,1.0,1.0,1.0,1.0,0.95,"n"
"ruprecht95","y","n","nan","nan","nan","nan",8.3,0.3,0.44,"CB",8.0,294.80941,0.67983,175.87233,-61.13632,0.1644,0.0521,-6.3357,0.0539,1.3074,0.0526,-5.3904,1.4464,3.0,-5.8452,-4.9216,0.0775,7.6417,"nan","nan",0.0,0.01,0.38,0.38,1.0,1.0,0.23,"y"
"ruprecht96","y","n","nan","nan","nan","nan",2.8,1.0,0.91,"AA",190.0,295.90314,-0.10244,177.67886,-62.1431,0.288,0.03945,-5.5155,0.04185,0.831,0.04065,-13.99975,3.5496,6.0,-6.7036,-2.9205,0.0113,7.3122,"oc0574","18.9",0.78,1.0,1.0,1.0,1.0,1.0,0.96,"n"
"ruprecht97","y","n","nan","nan","nan","nan",2.3,0.94,0.82,"AA",121.0,296.7946,-0.4826,179.37304,-62.70981,0.2524,0.0399,-6.5029,0.0389,0.4892,0.0392,-11.4558,5.38495,2.0,-6.4673,-3.2768,-0.0144,7.2501,"nan","nan",0.76,1.0,1.0,0.86,1.0,1.0,0.9,"n"
"ruprecht98","y","n","nan","nan","nan","nan",31.5,1.0,0.71,"AB",129.0,297.36034,-2.2952,179.71548,-64.60301,2.0979,0.0263,-4.1382,0.027,-8.6095,0.0282,-5.70205,3.91425,66.0,-7.9054,-0.4191,0.0013,7.9165,"nan","nan",0.76,1.0,0.75,1.0,1.0,1.0,0.9,"n"
"ruprecht99","y","n","nan","nan","nan","nan",6.3,0.74,0.57,"AC",18.0,297.6898,-1.50701,180.87374,-63.87382,0.1488,0.0597,-7.0572,0.06,1.0615,0.0574,-7.4029,6.4614,1.0,-5.371,-5.2442,-0.1405,7.508,"nan","nan",0.0,0.02,0.62,0.5,1.0,1.0,0.33,"n"
"ryu085","y","n","nan",50.0,"nan","nan",1.4,0.96,0.31,"CC",21.0,342.75844,0.73067,253.4167,-42.66366,0.4903,0.172,-2.423,0.25,-3.5644,0.1835,-80.7539,0.5906,1.0,-6.2505,-0.5809,0.0409,6.2776,"nan","nan",0.0,1.0,0.25,0.0,1.0,1.0,0.25,"n"
"ryu087","y","n","nan",50.0,"nan","nan",2.5,0.91,0.36,"DD",22.0,343.32709,-0.26533,254.97565,-42.81713,0.4141,0.1845,-3.0054,0.2637,-4.7358,0.1904,-43.72495,4.0962,2.0,-5.915,-0.66,0.0046,5.9517,"nan","nan",0.0,1.0,0.0,0.0,1.0,1.0,0.2,"y"
"ryu088","y","n","nan",50.0,"nan","nan",2.1,1.0,0.42,"BC",19.0,343.39428,5.30327,249.35002,-39.20315,0.1417,0.1003,-5.105,0.1241,-5.5708,0.0945,-138.8826,1.504,3.0,-2.2197,-1.7602,0.5779,2.8912,"nan","nan",0.0,0.2,0.38,0.0,1.0,1.0,0.12,"y"
"ryu089","y","n","nan",50.0,"nan","nan",1.4,1.0,0.62,"AA",48.0,343.44375,1.45003,253.24608,-41.67808,0.3544,0.0792,-0.8075,0.0932,-2.9542,0.07455,-28.4366,5.2194,7.0,-5.5625,-0.7611,0.0817,5.6149,"cwnu3138","100.0",0.48,1.0,1.0,0.31,1.0,1.0,0.62,"n"
"ryu090","y","n","nan",50.0,"nan","nan",2.4,0.76,0.98,"AA",50.0,343.52412,-1.51428,256.49334,-43.44036,0.4137,0.0505,-0.923,0.0666,-3.5465,0.04775,6.9658,6.2906,4.0,-5.9118,-0.6534,-0.0461,5.9479,"ubc1562","86.0",0.5,1.0,1.0,0.0,1.0,1.0,0.5,"n"
"ryu093","y","n","nan",50.0,"nan","nan",2.2,0.44,0.28,"DC",18.0,343.96519,2.12887,252.98703,-40.83057,0.2412,0.1469,-2.0521,0.2101,-2.3326,0.1488,-29.492,3.0564,3.0,-4.4445,-1.0564,0.1541,4.571,"nan","nan",0.0,0.51,0.12,0.0,1.0,1.0,0.13,"y"
"ryu095","y","n","nan",50.0,"nan","nan",1.5,0.58,0.34,"DC",20.0,344.57412,0.89217,254.77322,-41.14231,0.2997,0.185,-2.2891,0.2531,-3.3793,0.1842,-53.914,2.5674,1.0,-5.107,-0.8319,0.0617,5.1747,"nan","nan",0.0,1.0,0.12,0.0,1.0,1.0,0.22,"y"
"ryu096","y","n","nan",50.0,"nan","nan",1.7,0.14,0.27,"CC",20.0,344.70331,4.47924,251.25458,-38.77567,0.234,0.1086,-2.2211,0.1515,-3.4484,0.1122,-105.4856,2.2694,3.0,-4.3355,-1.0363,0.3184,4.4689,"nan","nan",0.0,0.9,0.25,0.0,1.0,1.0,0.23,"y"
"ryu098","y","n","nan",50.0,"nan","nan",2.4,0.37,0.3,"CC",38.0,345.05136,-0.27486,256.38952,-41.47868,0.4538,0.108,-1.507,0.13915,-3.4044,0.10345,-52.7448,3.2115,3.0,-6.0829,-0.5445,0.0054,6.1072,"nan","nan",0.38,1.0,0.25,0.0,1.0,1.0,0.33,"n"
"ryu099","y","n","nan",50.0,"nan","nan",2.1,0.59,0.36,"CC",21.0,345.33524,-0.22114,256.55956,-41.2202,0.3916,0.122,-0.8035,0.1605,-1.9485,0.1176,"nan","nan",0.0,-5.7716,-0.6151,0.0054,5.8043,"nan","nan",0.0,1.0,0.25,0.0,1.0,1.0,0.25,"n"
"ryu1","y","n","nan",50.0,"nan","nan",2.0,0.45,0.39,"CC",15.0,336.73803,-4.91042,254.3372,-50.87931,0.2465,0.1603,-4.4736,0.2111,-4.7497,0.1602,-105.7237,1.49,1.0,-4.6881,-1.4763,-0.3093,4.9248,"nan","nan",0.0,0.54,0.25,0.0,1.0,1.0,0.16,"y"
"ryu101","y","n","nan",50.0,"nan","nan",2.1,0.16,0.33,"CC",42.0,345.70942,2.1341,254.40607,-39.47612,0.5862,0.16435,-2.727,0.19565,-3.5974,0.15225,-25.4173,1.2248,3.0,-6.5244,-0.407,0.0784,6.5375,"nan","nan",0.42,1.0,0.25,0.0,1.0,1.0,0.33,"n"
