"process","fname","N_clust","N_clust_max","Nbox","frame_limit"
"no",ubc1594,"nan",71,"nan","nan"
"no",ubc1595,"nan",38,"nan","nan"
"no",ubc1596,"nan",25,"nan","nan"
"no",ubc1597,"nan",33,"nan","nan"
"no",ubc1598,"nan",25,"nan","nan"
"no",ubc1599,"nan",25,"nan","nan"
"no",ubc160,100,"nan","nan","nan"
"no",ubc1600,"nan",74,"nan","nan"
"no",ubc1601,"nan",36,"nan","nan"
"no",ubc1602,"nan",25,"nan","nan"
"no",ubc1603,"nan",31,"nan","nan"
"no",ubc1604,"nan",39,"nan","nan"
"no",ubc1605,"nan",29,"nan","nan"
"no",ubc1606,"nan",25,"nan","nan"
"no",ubc1607,"nan",56,"nan","nan"
"no",ubc1608,"nan",54,"nan","nan"
"no",ubc1609,"nan",25,"nan","nan"
"no",ubc1610,"nan",45,"nan","nan"
"no",ubc1611,"nan",28,"nan","nan"
"no",ubc1612,"nan",25,"nan","nan"
"no",ubc1613,"nan",25,"nan","nan"
"no",ubc1614,"nan",31,"nan","nan"
"no",ubc1615,"nan",25,"nan","nan"
"no",ubc1616,"nan",25,"nan","nan"
"no",ubc1617,"nan",45,"nan","nan"
"no",ubc1618,"nan",49,"nan","nan"
"no",ubc1619,"nan",37,"nan","nan"
"no",ubc162,"nan",93,"nan","nan"
"no",ubc1620,"nan",25,"nan","nan"
"no",ubc1621,"nan",25,"nan","nan"
"no",ubc1622,"nan",29,"nan","nan"
"no",ubc1623,"nan",25,"nan","nan"
"no",ubc1624,"nan",25,"nan","nan"
"no",ubc1625,"nan",25,"nan","nan"
"no",ubc1626,"nan",25,"nan","nan"
"no",ubc1627,"nan",25,"nan","nan"
"no",ubc1628,"nan",25,"nan","nan"
"no",ubc163,"nan",163,"nan","nan"
"no",ubc164,100,"nan","nan","nan"
"no",ubc166,"nan",58,"nan","nan"
"no",ubc167,100,"nan","nan","nan"
"no",ubc168,"nan",200,"nan","nan"
"no",ubc169,50,"nan","nan","nan"
"no",ubc172,"nan",137,"nan","nan"
"no",ubc173,200,"nan","nan","nan"
"no",ubc174,"nan",288,"nan","nan"
"no",ubc175,150,"nan","nan","nan"
"no",ubc176,"nan",168,"nan","nan"
"no",ubc177,"nan",68,"nan","nan"
"no",ubc178,"nan",65,"nan","nan"
"no",ubc179,"nan",178,"nan","nan"
"no",ubc17a,"nan",102,"nan","nan"
"no",ubc17b,"nan",180,"nan","nan"
"no",ubc180,"nan",190,"nan","nan"
"no",ubc181,"nan",49,"nan","nan"
"no",ubc182,"nan",123,"nan","nan"
"no",ubc183,"nan",90,"nan","nan"
"no",ubc184,"nan",85,"nan","nan"
"no",ubc185,"nan",76,"nan","nan"
"no",ubc186,"nan",852,"nan","nan"
"no",ubc187,100,"nan","nan","nan"
"no",ubc188,"nan",105,"nan","nan"
"no",ubc189,"nan",310,"nan","nan"
"no",ubc19,"nan",59,"nan","nan"
"no",ubc190,"nan",77,"nan","nan"
"no",ubc191,"nan",152,"nan","nan"
"no",ubc192,170,"nan","nan","nan"
"no",ubc193,100,"nan","nan","nan"
"no",ubc194,"nan",113,"nan","nan"
"no",ubc197,"nan",116,"nan","nan"
"no",ubc198,"nan",111,"nan","nan"
"no",ubc199,"nan",89,"nan","nan"
"no",ubc200,"nan",198,"nan","nan"
"no",ubc201,"nan",81,"nan","nan"
"no",ubc203,"nan",145,"nan","nan"
"no",ubc204,"nan",62,"nan","nan"
"no",ubc206,"nan",63,"nan","nan"
"no",ubc207,"nan",88,"nan","nan"
"no",ubc208,"nan",400,"nan","nan"
"no",ubc21,50,"nan","nan","nan"
"no",ubc210,"nan",111,"nan","nan"
"no",ubc212,"nan",91,"nan","nan"
"no",ubc214,"nan",118,"nan","nan"
"no",ubc215,"nan",81,"nan","nan"
"no",ubc216,"nan",91,"nan","nan"
"no",ubc217,"nan",88,"nan","nan"
"no",ubc218,"nan",260,"nan","nan"
"no",ubc220,"nan",78,"nan","nan"
"no",ubc221,"nan",134,"nan","nan"
"no",ubc222,"nan",61,"nan","nan"
"no",ubc224,"nan",312,"nan","nan"
"no",ubc225,50,"nan","nan","nan"
"no",ubc228,"nan",46,"nan","nan"
"no",ubc229,"nan",121,"nan","nan"
"no",ubc230,"nan",133,"nan","nan"
"no",ubc231,"nan",98,"nan","nan"
"no",ubc232,"nan",95,"nan","nan"
"no",ubc233,"nan",118,"nan","nan"
"no",ubc235,"nan",122,"nan","nan"
"no",ubc236,"nan",56,"nan","nan"
"no",ubc237,50,"nan","nan","nan"
"no",ubc238,"nan",192,"nan","nan"
"no",ubc239,"nan",115,"nan","nan"
"no",ubc240,"nan",89,"nan","nan"
"no",ubc241,"nan",92,"nan","nan"
"no",ubc243,"nan",137,"nan","nan"
"no",ubc245,"nan",38,"nan","nan"
"no",ubc246,"nan",545,"nan","nan"
"no",ubc247,"nan",113,"nan","nan"
"no",ubc248,"nan",83,"nan","nan"
"no",ubc249,100,"nan","nan","nan"
"no",ubc250,75,"nan","nan","nan"
"no",ubc251,"nan",102,"nan","nan"
"no",ubc252,"nan",254,"nan","nan"
"no",ubc253,"nan",80,"nan","nan"
"no",ubc254,"nan",123,"nan","nan"
"no",ubc255,"nan",112,"nan","nan"
"no",ubc258,"nan",56,"nan","nan"
"no",ubc259,"nan",185,"nan","nan"
"no",ubc26,"nan",479,"nan","nan"
"no",ubc260,"nan",32,"nan","nan"
"no",ubc261,"nan",115,"nan","nan"
"no",ubc262,"nan",48,"nan","nan"
"no",ubc263,"nan",112,"nan","nan"
"no",ubc264,"nan",60,"nan","nan"
"no",ubc266,"nan",220,"nan","nan"
"no",ubc267,"nan",152,"nan","nan"
"no",ubc268,"nan",164,"nan","nan"
"no",ubc269,"nan",104,"nan","nan"
"no",ubc27,"nan",112,"nan","nan"
"no",ubc270,"nan",74,"nan","nan"
"no",ubc272,"nan",154,"nan","nan"
"no",ubc273,"nan",66,"nan","nan"
"no",ubc274,250,"nan","nan","nan"
"no",ubc275,"nan",57,"nan","nan"
"no",ubc276,"nan",70,"nan","nan"
"no",ubc277,"nan",135,"nan","nan"
"no",ubc279,125,"nan","nan","nan"
"no",ubc280,"nan",137,"nan","nan"
"no",ubc281,"nan",151,"nan","nan"
"no",ubc282,"nan",105,"nan","nan"
"no",ubc283,"nan",145,"nan","nan"
"no",ubc284,"nan",323,"nan","nan"
"no",ubc285,"nan",148,"nan","nan"
"no",ubc286,"nan",118,"nan","nan"
"no",ubc287,"nan",132,"nan","nan"
"no",ubc289,"nan",143,"nan","nan"
"no",ubc290,"nan",355,"nan","nan"
"no",ubc291,"nan",123,"nan","nan"
"no",ubc292,30,"nan","nan","nan"
"no",ubc293,"nan",110,"nan","nan"
"no",ubc294,"nan",119,"nan","nan"
"no",ubc295,"nan",94,"nan","nan"
"no",ubc296,"nan",93,"nan","nan"
"no",ubc297,"nan",90,"nan","nan"
"no",ubc298,"nan",126,"nan","nan"
"no",ubc299,"nan",141,"nan","nan"
"no",ubc300,"nan",126,"nan","nan"
"no",ubc301,"nan",70,"nan","nan"
"no",ubc302,"nan",81,"nan","nan"
"no",ubc303,"nan",119,"nan","nan"
"no",ubc307,"nan",206,"nan","nan"
"no",ubc31,"nan",147,"nan","nan"
"no",ubc310,"nan",240,"nan","nan"
"no",ubc312,"nan",105,"nan","nan"
"no",ubc313,"nan",97,"nan","nan"
"no",ubc314,"nan",192,"nan","nan"
"no",ubc315,"nan",135,"nan","nan"
"no",ubc316,"nan",98,"nan","nan"
"no",ubc317,"nan",50,"nan","nan"
"no",ubc318,"nan",377,"nan","nan"
"no",ubc319,"nan",160,"nan","nan"
"no",ubc32,"nan",393,"nan","nan"
"no",ubc320,"nan",177,"nan","nan"
"no",ubc321,"nan",277,"nan","nan"
"no",ubc322,"nan",165,"nan","nan"
"no",ubc323,"nan",427,"nan","nan"
"no",ubc324,"nan",391,"nan","nan"
"no",ubc326,"nan",147,"nan","nan"
"no",ubc327,150,"nan","nan","nan"
"no",ubc33,"nan",101,"nan","nan"
"no",ubc334,"nan",837,"nan","nan"
"no",ubc336,"nan",178,"nan","nan"
"no",ubc337,"nan",293,"nan","nan"
"no",ubc338,"nan",191,"nan","nan"
"no",ubc339,"nan",55,"nan","nan"
"no",ubc340,"nan",192,"nan","nan"
"no",ubc341,"nan",150,"nan","nan"
"no",ubc342,"nan",105,"nan","nan"
"no",ubc343,"nan",236,"nan","nan"
"no",ubc344,"nan",80,"nan","nan"
"no",ubc345,"nan",68,"nan","nan"
"no",ubc346,"nan",100,"nan","nan"
"no",ubc347,"nan",89,"nan","nan"
"no",ubc349,"nan",270,"nan","nan"
"no",ubc350,150,"nan","nan","nan"
"no",ubc352,"nan",51,"nan","nan"
"no",ubc353,"nan",82,"nan","nan"
"no",ubc354,"nan",35,"nan","nan"
"no",ubc355,"nan",125,"nan","nan"
"no",ubc356,"nan",175,"nan","nan"
"no",ubc357,"nan",92,"nan","nan"
"no",ubc359,"nan",79,"nan","nan"
"no",ubc36,"nan",62,"nan","nan"
"no",ubc360,"nan",100,"nan","nan"
"no",ubc361,"nan",72,"nan","nan"
"no",ubc363,"nan",115,"nan","nan"
"no",ubc364,"nan",64,"nan","nan"
"no",ubc365,"nan",134,"nan","nan"
"no",ubc366,"nan",62,"nan","nan"
"no",ubc367,"nan",40,"nan","nan"
"no",ubc368,"nan",46,"nan","nan"
"no",ubc370,"nan",32,"nan","nan"
"no",ubc371,"nan",54,"nan","nan"
"no",ubc372,"nan",88,"nan","nan"
"no",ubc373,"nan",79,"nan","nan"
"no",ubc374,"nan",125,"nan","nan"
"no",ubc375,50,"nan","nan","nan"
"no",ubc376,"nan",84,"nan","nan"
"no",ubc377,"nan",36,"nan","nan"
"no",ubc378,"nan",55,"nan","nan"
"no",ubc379,"nan",69,"nan","nan"
"no",ubc380,"nan",109,"nan","nan"
"no",ubc381,"nan",60,"nan","nan"
"no",ubc382,50,"nan","nan","nan"
"no",ubc383,"nan",127,"nan","nan"
"no",ubc384,"nan",74,"nan","nan"
"no",ubc385,"nan",41,"nan","nan"
"no",ubc386,"nan",152,"nan","nan"
"no",ubc387,"nan",75,"nan","nan"
"no",ubc388,"nan",61,"nan","nan"
"no",ubc389,"nan",91,"nan","nan"
"no",ubc39,"nan",116,"nan","nan"
"no",ubc390,"nan",54,"nan","nan"
"no",ubc391,"nan",33,"nan","nan"
"no",ubc392,"nan",52,"nan","nan"
"no",ubc393,"nan",125,"nan","nan"
"no",ubc394,"nan",49,"nan","nan"
"no",ubc395,"nan",25,"nan","nan"
"no",ubc396,"nan",78,"nan","nan"
"no",ubc397,"nan",73,"nan","nan"
"no",ubc398,"nan",201,"nan","nan"
"no",ubc399,"nan",345,"nan","nan"
"no",ubc4,100,"nan","nan","nan"
"no",ubc40,"nan",26,"nan","nan"
"no",ubc400,"nan",127,"nan","nan"
"no",ubc401,75,"nan","nan","nan"
"no",ubc403,"nan",43,"nan","nan"
"no",ubc405,"nan",81,"nan","nan"
"no",ubc406,"nan",55,"nan","nan"
"no",ubc407,"nan",66,"nan","nan"
"no",ubc409,"nan",140,"nan","nan"
"no",ubc41,"nan",57,"nan","nan"
"no",ubc410,"nan",57,"nan","nan"
"no",ubc412,"nan",51,"nan","nan"
"no",ubc413,"nan",93,"nan","nan"
"no",ubc414,"nan",46,"nan","nan"
"no",ubc415,"nan",42,"nan","nan"
"no",ubc416,"nan",50,"nan","nan"
"no",ubc417,"nan",39,"nan","nan"
"no",ubc418,75,"nan","nan","nan"
"no",ubc419,"nan",124,"nan","nan"
"no",ubc420,"nan",198,"nan","nan"
"no",ubc421,50,"nan","nan","nan"
"no",ubc422,"nan",80,"nan","nan"
"no",ubc423,"nan",49,"nan","nan"
"no",ubc424,"nan",69,"nan","nan"
"no",ubc425,"nan",42,"nan","nan"
"no",ubc426,"nan",80,"nan","nan"
"no",ubc427,"nan",93,"nan","nan"
"no",ubc428,"nan",89,"nan","nan"
"no",ubc429,"nan",56,"nan","nan"
"no",ubc430,"nan",32,"nan","nan"
"no",ubc431,"nan",115,"nan","nan"
"no",ubc432,"nan",62,"nan","nan"
"no",ubc433,"nan",62,"nan","nan"
"no",ubc434,"nan",49,"nan","nan"
"no",ubc435,"nan",40,"nan","nan"
"no",ubc436,"nan",48,"nan","nan"
"no",ubc437,"nan",71,"nan","nan"
"no",ubc438,"nan",67,"nan","nan"
"no",ubc439,"nan",80,"nan","nan"
"no",ubc44,"nan",75,"nan","nan"
"no",ubc440,"nan",44,"nan","nan"
"no",ubc441,"nan",95,"nan","nan"
"no",ubc442,"nan",89,"nan","nan"
"no",ubc443,"nan",74,"nan","nan"
"no",ubc444,"nan",109,"nan","nan"
"no",ubc445,"nan",68,"nan","nan"
"no",ubc447,"nan",68,"nan","nan"
"no",ubc448,"nan",59,"nan","nan"
"no",ubc449,"nan",53,"nan","nan"
"no",ubc450,75,"nan","nan","nan"
"no",ubc451,75,"nan","nan","nan"
"no",ubc452,"nan",42,"nan","nan"
"no",ubc453,"nan",79,"nan","nan"
"no",ubc454,"nan",92,"nan","nan"
"no",ubc455,"nan",79,"nan","nan"
"no",ubc456,"nan",87,"nan","nan"
"no",ubc457,"nan",110,"nan","nan"
"no",ubc458,50,"nan","nan","nan"
"no",ubc459,"nan",114,"nan","nan"
"no",ubc46,"nan",104,"nan","nan"
"no",ubc460,"nan",108,"nan","nan"
"no",ubc461,"nan",231,"nan","nan"
"no",ubc462,"nan",25,"nan","nan"
"no",ubc463,"nan",34,"nan","nan"
"no",ubc464,"nan",99,"nan","nan"
"no",ubc465,"nan",124,"nan","nan"
"no",ubc466,"nan",132,"nan","nan"
"no",ubc467,"nan",95,"nan","nan"
"no",ubc468,"nan",64,"nan","nan"
"no",ubc469,"nan",48,"nan","nan"
"no",ubc47,"nan",42,"nan","nan"
"no",ubc470,"nan",35,"nan","nan"
"no",ubc471,"nan",123,"nan","nan"
"no",ubc472,"nan",72,"nan","nan"
"no",ubc473,"nan",38,"nan","nan"
"no",ubc474,"nan",74,"nan","nan"
"no",ubc475,"nan",59,"nan","nan"
"no",ubc476,"nan",63,"nan","nan"
"no",ubc478,"nan",71,"nan","nan"
"no",ubc479,100,"nan","nan","nan"
"no",ubc480,"nan",25,"nan","nan"
"no",ubc481,"nan",146,"nan","nan"
"no",ubc482,"nan",149,"nan","nan"
"no",ubc483,"nan",25,"nan","nan"
"no",ubc484,"nan",71,"nan","nan"
"no",ubc485,"nan",87,"nan","nan"
"no",ubc486,"nan",109,"nan","nan"
"no",ubc487,"nan",49,"nan","nan"
"no",ubc488,"nan",39,"nan","nan"
"no",ubc489,"nan",129,"nan","nan"
"no",ubc49,"nan",142,"nan","nan"
"no",ubc490,75,"nan","nan","nan"
"no",ubc491,"nan",134,"nan","nan"
"no",ubc492,"nan",46,"nan","nan"
"no",ubc493,"nan",40,"nan","nan"
"no",ubc494,"nan",128,"nan","nan"
"no",ubc495,"nan",90,"nan","nan"
"no",ubc496,"nan",94,"nan","nan"
"no",ubc497,"nan",107,"nan","nan"
"no",ubc498,"nan",76,"nan","nan"
"no",ubc499,"nan",44,"nan","nan"
"no",ubc500,"nan",88,"nan","nan"
"no",ubc502,"nan",86,"nan","nan"
"no",ubc503,"nan",88,"nan","nan"
"no",ubc504,"nan",54,"nan","nan"
"no",ubc505,"nan",77,"nan","nan"
"no",ubc506,"nan",66,"nan","nan"
"no",ubc507,"nan",76,"nan","nan"
"no",ubc508,"nan",100,"nan","nan"
"no",ubc509,"nan",40,"nan","nan"
"no",ubc51,"nan",144,"nan","nan"
"no",ubc510,"nan",81,"nan","nan"
"no",ubc511,50,"nan","nan","nan"
"no",ubc512,"nan",105,"nan","nan"
"no",ubc513,"nan",36,"nan","nan"
"no",ubc514,"nan",25,"nan","nan"
"no",ubc515,"nan",72,"nan","nan"
"no",ubc516,"nan",63,"nan","nan"
"no",ubc517,"nan",256,"nan","nan"
"no",ubc518,"nan",102,"nan","nan"
"no",ubc519,"nan",46,"nan","nan"
"no",ubc52,"nan",50,"nan","nan"
"no",ubc520,"nan",60,"nan","nan"
"no",ubc521,"nan",118,"nan","nan"
"no",ubc522,"nan",144,"nan","nan"
"no",ubc523,"nan",102,"nan","nan"
"no",ubc524,"nan",148,"nan","nan"
"no",ubc525,"nan",173,"nan","nan"
"no",ubc526,75,"nan","nan","nan"
"no",ubc527,"nan",75,"nan","nan"
"no",ubc528,"nan",64,"nan","nan"
"no",ubc529,"nan",271,"nan","nan"
"no",ubc53,"nan",75,"nan","nan"
"no",ubc531,"nan",51,"nan","nan"
"no",ubc532,"nan",84,"nan","nan"
"no",ubc533,"nan",94,"nan","nan"
"no",ubc534,"nan",129,"nan","nan"
"no",ubc535,"nan",75,"nan","nan"
"no",ubc536,"nan",54,"nan","nan"
"no",ubc537,"nan",135,"nan","nan"
"no",ubc538,"nan",183,"nan","nan"
"no",ubc539,"nan",41,"nan","nan"
"no",ubc54,"nan",336,"nan","nan"
"no",ubc540,"nan",124,"nan","nan"
"no",ubc541,"nan",60,"nan","nan"
"no",ubc542,"nan",117,"nan","nan"
"no",ubc545,"nan",79,"nan","nan"
"no",ubc546,"nan",163,"nan","nan"
"no",ubc547,"nan",280,"nan","nan"
"no",ubc548,"nan",115,"nan","nan"
"no",ubc549,"nan",26,"nan","nan"
"no",ubc55,"nan",89,"nan","nan"
"no",ubc550,"nan",116,"nan","nan"
"no",ubc552,"nan",137,"nan","nan"
"no",ubc553,"nan",60,"nan","nan"
"no",ubc554,"nan",73,"nan","nan"
"no",ubc555,"nan",90,"nan","nan"
"no",ubc556,"nan",115,"nan","nan"
"no",ubc557,"nan",90,"nan","nan"
"no",ubc558,"nan",236,"nan","nan"
"no",ubc559,"nan",74,"nan","nan"
"no",ubc56,"nan",226,"nan","nan"
"no",ubc560,"nan",66,"nan","nan"
"no",ubc561,"nan",126,"nan","nan"
"no",ubc562,"nan",112,"nan","nan"
"no",ubc563,"nan",81,"nan","nan"
"no",ubc564,"nan",30,"nan","nan"
"no",ubc565,"nan",189,"nan","nan"
"no",ubc566,"nan",430,"nan","nan"
"no",ubc568,"nan",80,"nan","nan"
"no",ubc57,"nan",51,"nan","nan"
"no",ubc571,"nan",46,"nan","nan"
"no",ubc572,"nan",62,"nan","nan"
"no",ubc573,"nan",52,"nan","nan"
"no",ubc574,"nan",100,"nan","nan"
"no",ubc575,75,"nan","nan","nan"
"no",ubc576,"nan",37,"nan","nan"
"no",ubc577,"nan",25,"nan","nan"
"no",ubc578,"nan",25,"nan","nan"
"no",ubc579,"nan",25,"nan","nan"
"no",ubc580,"nan",55,"nan","nan"
"no",ubc582,"nan",132,"nan","nan"
"no",ubc583,"nan",73,"nan","nan"
"no",ubc584,"nan",106,"nan","nan"
"no",ubc585,"nan",46,"nan","nan"
"no",ubc586,"nan",60,"nan","nan"
"no",ubc587,"nan",138,"nan","nan"
"no",ubc588,"nan",51,"nan","nan"
"no",ubc589,"nan",107,"nan","nan"
"no",ubc59,"nan",80,"nan","nan"
"no",ubc590,"nan",25,"nan","nan"
"no",ubc591,"nan",78,"nan","nan"
"no",ubc592,"nan",31,"nan","nan"
"no",ubc593,"nan",43,"nan","nan"
"no",ubc594,"nan",93,"nan","nan"
"no",ubc595,"nan",51,"nan","nan"
"no",ubc596,"nan",25,"nan","nan"
"no",ubc597,"nan",25,"nan","nan"
"no",ubc598,50,"nan","nan","nan"
"no",ubc599,"nan",25,"nan","nan"
"no",ubc600,"nan",134,"nan","nan"
"no",ubc601,"nan",27,"nan","nan"
"no",ubc602,"nan",108,"nan","nan"
"no",ubc603,"nan",76,"nan","nan"
"no",ubc604,"nan",25,"nan","nan"
"no",ubc605,"nan",30,"nan","nan"
"no",ubc607,"nan",129,"nan","nan"
"no",ubc608,"nan",62,"nan","nan"
"no",ubc609,"nan",364,"nan","nan"
"no",ubc61,75,"nan","nan","nan"
"no",ubc610,"nan",25,"nan","nan"
"no",ubc611,"nan",25,"nan","nan"
"no",ubc612,"nan",56,"nan","nan"
"no",ubc613,"nan",83,"nan","nan"
"no",ubc614,50,"nan","nan","nan"
"no",ubc615,"nan",27,"nan","nan"
"no",ubc616,"nan",26,"nan","nan"
"no",ubc617,"nan",58,"nan","nan"
"no",ubc618,"nan",38,"nan","nan"
"no",ubc619,"nan",36,"nan","nan"
"no",ubc620,"nan",38,"nan","nan"
"no",ubc621,"nan",200,"nan","nan"
"no",ubc622,"nan",27,"nan","nan"
"no",ubc623,"nan",28,"nan","nan"
"no",ubc624,"nan",41,"nan","nan"
"no",ubc625,"nan",25,"nan","nan"
"no",ubc626,"nan",118,"nan","nan"
"no",ubc627,"nan",25,"nan","nan"
"no",ubc628,"nan",147,"nan","nan"
"no",ubc629,"nan",25,"nan","nan"
"no",ubc63,"nan",41,"nan","nan"
"no",ubc630,"nan",53,"nan","nan"
"no",ubc631,"nan",25,"nan","nan"
"no",ubc632,"nan",25,"nan","nan"
"no",ubc633,"nan",25,"nan","nan"
"no",ubc634,"nan",363,"nan","nan"
"no",ubc636,"nan",25,"nan","nan"
"no",ubc637,"nan",123,"nan","nan"
"no",ubc638,"nan",25,"nan","nan"
"no",ubc639,75,"nan","nan","nan"
"no",ubc640,"nan",41,"nan","nan"
"no",ubc641,"nan",25,"nan","nan"
"no",ubc642,"nan",25,"nan","nan"
"no",ubc643,"nan",69,"nan","nan"
"no",ubc644,"nan",27,"nan","nan"
"no",ubc645,"nan",62,"nan","nan"
"no",ubc646,"nan",32,"nan","nan"
"no",ubc647,"nan",41,"nan","nan"
"no",ubc648,"nan",82,"nan","nan"
"no",ubc649,"nan",25,"nan","nan"
"no",ubc650,"nan",28,"nan","nan"
"no",ubc651,50,"nan","nan","nan"
"no",ubc652,"nan",66,"nan","nan"
"no",ubc653,25,"nan","nan","nan"
"no",ubc654,"nan",35,"nan","nan"
"no",ubc655,"nan",25,"nan","nan"
"no",ubc656,"nan",25,"nan","nan"
"no",ubc657,"nan",30,"nan","nan"
"no",ubc659,"nan",25,"nan","nan"
"no",ubc660,"nan",83,"nan","nan"
"no",ubc661,"nan",41,"nan","nan"
"no",ubc662,"nan",58,"nan","nan"
"no",ubc663,"nan",25,"nan","nan"
"no",ubc664,"nan",66,"nan","nan"
"no",ubc665,"nan",35,"nan","nan"
"no",ubc666,"nan",25,"nan","nan"
"no",ubc667,"nan",44,"nan","nan"
"no",ubc668,"nan",124,"nan","nan"
"no",ubc669,"nan",98,"nan","nan"
"no",ubc670,"nan",32,"nan","nan"
"no",ubc671,"nan",210,"nan","nan"
"no",ubc672,"nan",25,"nan","nan"
"no",ubc68,"nan",73,"nan","nan"
"no",ubc7,150,"nan","nan","nan"
"no",ubc72,"nan",123,"nan","nan"
"no",ubc73,100,"nan","nan","nan"
"no",ubc74,"nan",104,"nan","nan"
"no",ubc76,50,"nan","nan","nan"
"no",ubc77,"nan",114,"nan","nan"
"no",ubc8,350,"nan","nan","nan"
"no",ubc80,"nan",59,"nan","nan"
"no",ubc82,"nan",49,"nan","nan"
"no",ubc83,"nan",67,"nan","nan"
"no",ubc84,"nan",139,"nan","nan"
"no",ubc85,"nan",75,"nan","nan"
"no",ubc86,"nan",29,"nan","nan"
"no",ubc87,"nan",65,"nan","nan"
"no",ubc88,"nan",140,"nan","nan"
"no",ubc90,"nan",84,"nan","nan"
"no",ubc91,"nan",132,"nan","nan"
"no",ubc92,"nan",277,"nan","nan"
"no",ubc93,"nan",134,"nan","nan"
"no",ubc94,"nan",248,"nan","nan"
"no",ubc95,"nan",127,"nan","nan"
"no",ubc96,"nan",84,"nan","nan"
"no",ubc97,"nan",98,"nan","nan"
"no",ufmg11,150,"nan","nan","nan"
"no",ufmg45,75,"nan","nan","nan"
"no",upk101,"nan",164,"nan","nan"
"no",upk104,"nan",104,"nan","nan"
"no",upk108,"nan",44,"nan","nan"
"no",upk109,"nan",25,"nan","nan"
"no",upk110,"nan",41,"nan","nan"
"no",upk113,"nan",97,"nan","nan"
"no",upk116,"nan",76,"nan","nan"
"no",upk118,"nan",32,"nan","nan"
"no",upk119,75,"nan","nan","nan"
"no",upk12,"nan",109,"nan","nan"
"no",upk120,"nan",71,"nan","nan"
"no",upk121,"nan",74,"nan","nan"
"no",upk122,"nan",25,"nan","nan"
"no",upk126,"nan",59,"nan","nan"
"no",upk127,"nan",222,"nan","nan"
"no",upk13,"nan",126,"nan","nan"
"no",upk131,"nan",112,"nan","nan"
"no",upk136,"nan",105,"nan","nan"
"no",upk137,"nan",37,"nan","nan"
"no",upk138,50,"nan","nan","nan"
"no",upk143,100,"nan","nan","nan"
"no",upk144,"nan",25,"nan","nan"
"no",upk147,"nan",300,"nan","nan"
"no",upk150,50,"nan","nan","nan"
"no",upk152,"nan",34,"nan","nan"
"no",upk155,"nan",35,"nan","nan"
"no",upk156,"nan",25,"nan","nan"
"no",upk16,"nan",59,"nan","nan"
"no",upk160,"nan",76,"nan","nan"
"no",upk164,"nan",148,"nan","nan"
"no",upk166,"nan",385,"nan","nan"
"no",upk167,"nan",198,"nan","nan"
"no",upk168,"nan",297,"nan","nan"
"no",upk169,"nan",107,"nan","nan"
"no",upk17,"nan",144,"nan","nan"
"no",upk172,"nan",193,"nan","nan"
"no",upk178,"nan",68,"nan","nan"
"no",upk18,"nan",52,"nan","nan"
"no",upk180,"nan",67,"nan","nan"
"no",upk185,"nan",215,"nan","nan"
"no",upk189,"nan",74,"nan","nan"
"no",upk19,"nan",190,"nan","nan"
"no",upk191,"nan",90,"nan","nan"
"no",upk194,"nan",124,"nan","nan"
"no",upk198,"nan",64,"nan","nan"
"no",upk20,"nan",99,"nan","nan"
"no",upk201,"nan",47,"nan","nan"
"no",upk21,"nan",103,"nan","nan"
"no",upk214,50,"nan","nan","nan"
"no",upk219,"nan",37,"nan","nan"
"no",upk220,"nan",323,"nan","nan"
"no",upk224,"nan",79,"nan","nan"
"no",upk226,"nan",78,"nan","nan"
"no",upk23,"nan",45,"nan","nan"
"no",upk230,"nan",197,"nan","nan"
"no",upk233,"nan",56,"nan","nan"
"no",upk237,"nan",176,"nan","nan"
"no",upk24,"nan",72,"nan","nan"
"no",upk241,"nan",26,"nan","nan"
"no",upk25,"nan",25,"nan","nan"
"no",upk252,"nan",75,"nan","nan"
"no",upk26,"nan",115,"nan","nan"
"no",upk260,"nan",94,"nan","nan"
"no",upk262,"nan",25,"nan","nan"
"no",upk265,"nan",66,"nan","nan"
"no",upk27,"nan",110,"nan","nan"
"no",upk28,"nan",86,"nan","nan"
"no",upk281,75,"nan","nan","nan"
"no",upk282,"nan",89,"nan","nan"
"no",upk287,"nan",46,"nan","nan"
"no",upk29,"nan",133,"nan","nan"
"no",upk292,"nan",38,"nan","nan"
"no",upk294,"nan",65,"nan","nan"
"no",upk296,"nan",86,"nan","nan"
"no",upk300,"nan",29,"nan","nan"
"no",upk303,75,"nan","nan","nan"
"no",upk305,"nan",74,"nan","nan"
"no",upk307,"nan",99,"nan","nan"
"no",upk31,"nan",93,"nan","nan"
"no",upk310,"nan",25,"nan","nan"
"no",upk312,"nan",53,"nan","nan"
"no",upk317,"nan",42,"nan","nan"
"no",upk322,200,"nan","nan","nan"
"no",upk325,"nan",44,"nan","nan"
"no",upk326,"nan",64,"nan","nan"
"no",upk33,"nan",91,"nan","nan"
"no",upk333,"nan",63,"nan","nan"
"no",upk34,"nan",72,"nan","nan"
"no",upk347,"nan",49,"nan","nan"
"no",upk350,75,"nan","nan","nan"
"no",upk357,"nan",57,"nan","nan"
"no",upk367,"nan",67,"nan","nan"
"no",upk369,"nan",37,"nan","nan"
"no",upk378,"nan",25,"nan","nan"
"no",upk379,"nan",50,"nan","nan"
"no",upk38,"nan",61,"nan","nan"
"no",upk381,"nan",92,"nan","nan"
"no",upk385,"nan",58,"nan","nan"
"no",upk39,"nan",190,"nan","nan"
