"Name","Type"
"Gulliver_37         ","o"
"Gulliver_38         ","o"
"Gulliver_39         ","o"
"Gulliver_40         ","o"
"Gulliver_42         ","o"
"Gulliver_43         ","o"
"Gulliver_44         ","o"
"Gulliver_45         ","o"
"Gulliver_46         ","o"
"Gulliver_47         ","o"
"Gulliver_48         ","o"
"Gulliver_49         ","o"
"Gulliver_50         ","o"
"Gulliver_51         ","o"
"Gulliver_52         ","o"
"Gulliver_53         ","o"
"Gulliver_54         ","o"
"Gulliver_55         ","o"
"Gulliver_56         ","o"
"Gulliver_57         ","o"
"Gulliver_58         ","o"
"Gulliver_59         ","o"
"Gulliver_60         ","o"
"HD_226540_Group     ","o"
"HSC_1               ","m"
"HSC_2               ","o"
"HSC_3               ","o"
"HSC_4               ","o"
"HSC_5               ","o"
"HSC_6               ","o"
"HSC_7               ","o"
"HSC_8               ","o"
"HSC_9               ","o"
"HSC_10              ","o"
"HSC_11              ","o"
"HSC_12              ","o"
"HSC_13              ","o"
"HSC_14              ","o"
"HSC_15              ","o"
"HSC_16              ","o"
"HSC_17              ","o"
"HSC_18              ","o"
"HSC_19              ","o"
"HSC_20              ","o"
"HSC_23              ","o"
"HSC_25              ","o"
"HSC_26              ","o"
"HSC_27              ","o"
"HSC_31              ","o"
"HSC_32              ","o"
"HSC_34              ","o"
"HSC_35              ","o"
"HSC_36              ","o"
"HSC_37              ","o"
"HSC_38              ","o"
"HSC_39              ","o"
"HSC_40              ","o"
"HSC_44              ","o"
"HSC_46              ","o"
"HSC_52              ","o"
"HSC_55              ","o"
"HSC_56              ","o"
"HSC_58              ","m"
"HSC_59              ","o"
"HSC_61              ","m"
"HSC_62              ","o"
"HSC_63              ","o"
"HSC_64              ","o"
"HSC_65              ","o"
"HSC_66              ","o"
"HSC_67              ","o"
"HSC_70              ","o"
"HSC_71              ","o"
"HSC_72              ","o"
"HSC_73              ","o"
"HSC_74              ","o"
"HSC_75              ","o"
"HSC_76              ","o"
"HSC_77              ","m"
"HSC_79              ","o"
"HSC_80              ","o"
"HSC_81              ","m"
"HSC_86              ","o"
"HSC_87              ","o"
"HSC_89              ","o"
"HSC_92              ","o"
"HSC_93              ","o"
"HSC_94              ","o"
"HSC_95              ","m"
"HSC_97              ","o"
"HSC_98              ","o"
"HSC_99              ","o"
"HSC_100             ","o"
"HSC_101             ","o"
"HSC_103             ","o"
"HSC_104             ","o"
"HSC_105             ","o"
"HSC_106             ","o"
"HSC_108             ","o"
"HSC_109             ","o"
"HSC_110             ","o"
"HSC_113             ","o"
"HSC_115             ","o"
"HSC_118             ","o"
"HSC_119             ","m"
"HSC_120             ","o"
"HSC_125             ","o"
"HSC_127             ","o"
"HSC_129             ","o"
"HSC_131             ","o"
"HSC_132             ","m"
"HSC_133             ","o"
"HSC_134             ","o"
"HSC_135             ","o"
"HSC_137             ","o"
"HSC_138             ","o"
"HSC_139             ","o"
"HSC_140             ","o"
"HSC_142             ","o"
"HSC_143             ","o"
"HSC_144             ","o"
"HSC_145             ","o"
"HSC_147             ","o"
"HSC_148             ","o"
"HSC_149             ","o"
"HSC_151             ","o"
"HSC_152             ","o"
"HSC_153             ","o"
"HSC_155             ","o"
"HSC_156             ","o"
"HSC_157             ","o"
"HSC_158             ","o"
"HSC_159             ","o"
"HSC_160             ","o"
"HSC_161             ","o"
"HSC_162             ","o"
"HSC_164             ","o"
"HSC_166             ","o"
"HSC_170             ","o"
"HSC_171             ","o"
"HSC_172             ","o"
"HSC_174             ","o"
"HSC_175             ","o"
"HSC_176             ","o"
"HSC_177             ","o"
"HSC_178             ","o"
"HSC_179             ","o"
"HSC_180             ","o"
"HSC_181             ","o"
"HSC_183             ","o"
"HSC_184             ","o"
"HSC_186             ","o"
"HSC_187             ","o"
"HSC_188             ","o"
"HSC_189             ","o"
"HSC_190             ","o"
"HSC_191             ","o"
"HSC_192             ","o"
"HSC_193             ","o"
"HSC_194             ","o"
"HSC_195             ","o"
"HSC_196             ","o"
"HSC_197             ","o"
"HSC_198             ","o"
"HSC_200             ","o"
"HSC_201             ","o"
"HSC_202             ","o"
"HSC_204             ","o"
"HSC_205             ","o"
"HSC_207             ","o"
"HSC_208             ","o"
"HSC_210             ","o"
"HSC_212             ","o"
"HSC_213             ","o"
"HSC_214             ","o"
"HSC_215             ","o"
"HSC_219             ","o"
"HSC_220             ","o"
"HSC_221             ","o"
"HSC_222             ","o"
"HSC_223             ","o"
"HSC_224             ","o"
"HSC_225             ","o"
"HSC_226             ","o"
"HSC_227             ","o"
"HSC_229             ","o"
"HSC_230             ","o"
"HSC_231             ","o"
"HSC_232             ","o"
"HSC_233             ","o"
"HSC_234             ","o"
"HSC_235             ","o"
"HSC_236             ","o"
"HSC_238             ","o"
"HSC_239             ","o"
"HSC_240             ","o"
"HSC_242             ","o"
"HSC_243             ","o"
"HSC_245             ","o"
"HSC_247             ","m"
"HSC_248             ","o"
"HSC_249             ","o"
"HSC_250             ","o"
"HSC_251             ","o"
"HSC_252             ","o"
"HSC_253             ","o"
"HSC_254             ","o"
"HSC_255             ","o"
"HSC_257             ","o"
"HSC_258             ","o"
"HSC_261             ","o"
"HSC_262             ","o"
"HSC_263             ","o"
"HSC_264             ","o"
"HSC_265             ","o"
"HSC_266             ","o"
"HSC_267             ","o"
"HSC_268             ","o"
"HSC_269             ","o"
"HSC_271             ","o"
"HSC_272             ","o"
"HSC_273             ","o"
"HSC_276             ","o"
"HSC_277             ","o"
"HSC_278             ","o"
"HSC_279             ","o"
"HSC_280             ","m"
"HSC_281             ","o"
"HSC_282             ","o"
"HSC_283             ","o"
"HSC_284             ","o"
"HSC_285             ","o"
"HSC_287             ","m"
"HSC_289             ","o"
"HSC_290             ","o"
"HSC_291             ","o"
"HSC_294             ","o"
"HSC_295             ","o"
"HSC_296             ","o"
"HSC_297             ","o"
"HSC_298             ","o"
"HSC_299             ","m"
"HSC_300             ","o"
"HSC_301             ","o"
"HSC_302             ","o"
"HSC_303             ","m"
"HSC_304             ","o"
"HSC_305             ","o"
"HSC_307             ","o"
"HSC_308             ","o"
"HSC_310             ","o"
"HSC_313             ","o"
"HSC_315             ","o"
"HSC_316             ","o"
"HSC_318             ","o"
"HSC_319             ","m"
"HSC_320             ","o"
"HSC_321             ","o"
"HSC_322             ","o"
"HSC_323             ","o"
"HSC_324             ","o"
"HSC_325             ","o"
"HSC_327             ","o"
"HSC_328             ","o"
"HSC_329             ","o"
"HSC_330             ","o"
"HSC_331             ","m"
"HSC_332             ","o"
"HSC_333             ","o"
"HSC_334             ","o"
"HSC_336             ","o"
"HSC_337             ","o"
"HSC_338             ","o"
"HSC_339             ","o"
"HSC_340             ","o"
"HSC_341             ","m"
"HSC_343             ","o"
"HSC_344             ","m"
"HSC_345             ","o"
"HSC_346             ","o"
"HSC_347             ","o"
"HSC_348             ","o"
"HSC_349             ","o"
"HSC_350             ","o"
"HSC_351             ","o"
"HSC_353             ","o"
"HSC_354             ","o"
"HSC_355             ","o"
"HSC_356             ","o"
"HSC_357             ","m"
"HSC_358             ","o"
"HSC_359             ","o"
"HSC_361             ","o"
"HSC_363             ","o"
"HSC_365             ","o"
"HSC_366             ","o"
"HSC_368             ","o"
"HSC_369             ","o"
"HSC_370             ","o"
"HSC_371             ","o"
"HSC_373             ","o"
"HSC_374             ","o"
"HSC_375             ","o"
"HSC_376             ","o"
"HSC_379             ","o"
"HSC_380             ","o"
"HSC_381             ","o"
"HSC_382             ","o"
"HSC_384             ","o"
"HSC_385             ","o"
"HSC_386             ","o"
"HSC_387             ","o"
"HSC_388             ","o"
"HSC_389             ","o"
"HSC_390             ","o"
"HSC_391             ","o"
"HSC_392             ","o"
"HSC_393             ","o"
"HSC_394             ","o"
"HSC_396             ","o"
"HSC_397             ","o"
"HSC_398             ","o"
"HSC_399             ","o"
"HSC_401             ","o"
"HSC_402             ","o"
"HSC_403             ","o"
"HSC_404             ","o"
"HSC_405             ","o"
"HSC_406             ","o"
"HSC_407             ","o"
"HSC_408             ","o"
"HSC_409             ","o"
"HSC_410             ","o"
"HSC_411             ","o"
"HSC_412             ","o"
"HSC_413             ","o"
"HSC_415             ","o"
"HSC_416             ","o"
"HSC_419             ","o"
"HSC_420             ","m"
"HSC_421             ","o"
"HSC_422             ","o"
"HSC_423             ","m"
"HSC_425             ","o"
"HSC_426             ","o"
"HSC_427             ","o"
"HSC_428             ","o"
"HSC_429             ","o"
"HSC_430             ","o"
"HSC_431             ","o"
"HSC_432             ","o"
"HSC_433             ","o"
"HSC_434             ","o"
"HSC_435             ","o"
"HSC_436             ","o"
"HSC_437             ","o"
"HSC_438             ","o"
"HSC_440             ","o"
"HSC_441             ","o"
"HSC_442             ","m"
"HSC_443             ","o"
"HSC_444             ","o"
"HSC_445             ","o"
"HSC_446             ","o"
"HSC_447             ","o"
"HSC_448             ","o"
"HSC_449             ","o"
"HSC_450             ","o"
"HSC_451             ","o"
"HSC_452             ","o"
"HSC_453             ","m"
"HSC_454             ","o"
"HSC_455             ","o"
"HSC_456             ","o"
"HSC_457             ","o"
"HSC_458             ","o"
"HSC_460             ","o"
"HSC_461             ","o"
"HSC_462             ","o"
"HSC_463             ","o"
"HSC_464             ","o"
"HSC_465             ","o"
"HSC_466             ","o"
"HSC_467             ","o"
"HSC_469             ","o"
"HSC_470             ","o"
"HSC_471             ","o"
"HSC_473             ","o"
"HSC_474             ","o"
"HSC_475             ","o"
"HSC_476             ","o"
"HSC_477             ","o"
"HSC_478             ","o"
"HSC_479             ","o"
"HSC_480             ","o"
"HSC_482             ","o"
"HSC_483             ","o"
"HSC_485             ","o"
"HSC_486             ","o"
"HSC_487             ","o"
"HSC_488             ","o"
"HSC_489             ","o"
"HSC_490             ","o"
"HSC_491             ","o"
"HSC_492             ","o"
"HSC_493             ","o"
"HSC_494             ","o"
"HSC_496             ","o"
"HSC_497             ","o"
"HSC_498             ","o"
"HSC_499             ","o"
"HSC_500             ","m"
"HSC_501             ","o"
"HSC_502             ","m"
"HSC_504             ","o"
"HSC_505             ","o"
"HSC_506             ","o"
"HSC_507             ","o"
"HSC_508             ","o"
"HSC_509             ","m"
"HSC_510             ","o"
"HSC_511             ","o"
"HSC_512             ","o"
"HSC_513             ","o"
"HSC_514             ","o"
"HSC_515             ","o"
"HSC_516             ","o"
"HSC_517             ","o"
"HSC_519             ","o"
"HSC_521             ","o"
"HSC_522             ","o"
"HSC_523             ","o"
"HSC_524             ","o"
"HSC_525             ","o"
"HSC_527             ","o"
"HSC_528             ","o"
"HSC_529             ","o"
"HSC_530             ","o"
"HSC_531             ","o"
"HSC_532             ","o"
"HSC_533             ","o"
"HSC_534             ","o"
"HSC_535             ","o"
"HSC_536             ","o"
"HSC_537             ","o"
"HSC_538             ","o"
"HSC_539             ","o"
"HSC_540             ","o"
"HSC_541             ","o"
"HSC_543             ","o"
"HSC_544             ","o"
"HSC_545             ","o"
"HSC_546             ","o"
"HSC_548             ","o"
"HSC_549             ","o"
"HSC_550             ","o"
"HSC_551             ","o"
"HSC_552             ","o"
"HSC_553             ","o"
"HSC_554             ","o"
"HSC_555             ","m"
"HSC_557             ","o"
"HSC_558             ","o"
"HSC_560             ","o"
"HSC_561             ","o"
"HSC_562             ","o"
"HSC_563             ","o"
"HSC_564             ","o"
"HSC_565             ","m"
"HSC_566             ","o"
"HSC_567             ","o"
"HSC_568             ","m"
"HSC_569             ","o"
"HSC_570             ","o"
"HSC_571             ","o"
"HSC_572             ","o"
"HSC_573             ","o"
"HSC_574             ","o"
"HSC_575             ","o"
"HSC_576             ","o"
"HSC_579             ","o"
"HSC_580             ","o"
"HSC_581             ","o"
"HSC_582             ","o"
"HSC_583             ","o"
"HSC_584             ","o"
"HSC_585             ","o"
"HSC_586             ","o"
"HSC_588             ","o"
"HSC_589             ","o"
"HSC_590             ","o"
"HSC_591             ","o"
"HSC_592             ","o"
"HSC_593             ","o"
"HSC_594             ","o"
"HSC_595             ","o"
"HSC_598             ","o"
"HSC_599             ","o"
"HSC_600             ","o"
"HSC_601             ","o"
"HSC_602             ","o"
"HSC_603             ","o"
"HSC_604             ","o"
"HSC_606             ","o"
"HSC_607             ","o"
"HSC_608             ","o"
"HSC_609             ","o"
"HSC_611             ","o"
"HSC_612             ","o"
"HSC_613             ","o"
"HSC_614             ","o"
"HSC_615             ","o"
"HSC_616             ","o"
"HSC_617             ","o"
"HSC_618             ","o"
"HSC_619             ","o"
"HSC_620             ","o"
"HSC_622             ","o"
"HSC_623             ","o"
"HSC_624             ","o"
"HSC_625             ","o"
"HSC_626             ","o"
"HSC_627             ","o"
"HSC_628             ","o"
"HSC_629             ","o"
"HSC_630             ","o"
"HSC_631             ","m"
"HSC_632             ","o"
"HSC_633             ","m"
"HSC_635             ","o"
"HSC_636             ","o"
"HSC_637             ","o"
"HSC_638             ","o"
"HSC_639             ","o"
"HSC_640             ","o"
"HSC_641             ","o"
"HSC_643             ","o"
"HSC_644             ","o"
"HSC_645             ","o"
"HSC_647             ","o"
"HSC_648             ","o"
"HSC_649             ","o"
"HSC_650             ","m"
"HSC_651             ","o"
"HSC_652             ","o"
"HSC_653             ","o"
"HSC_654             ","o"
"HSC_655             ","o"
"HSC_656             ","o"
"HSC_657             ","o"
"HSC_658             ","o"
"HSC_659             ","o"
"HSC_660             ","o"
"HSC_661             ","o"
"HSC_662             ","o"
"HSC_663             ","o"
"HSC_665             ","o"
"HSC_667             ","o"
"HSC_669             ","o"
"HSC_672             ","o"
"HSC_673             ","o"
"HSC_674             ","o"
"HSC_675             ","o"
"HSC_677             ","o"
"HSC_679             ","o"
"HSC_680             ","o"
"HSC_681             ","o"
"HSC_682             ","o"
"HSC_683             ","m"
"HSC_684             ","o"
"HSC_686             ","o"
"HSC_687             ","o"
"HSC_688             ","m"
"HSC_689             ","o"
"HSC_691             ","o"
"HSC_692             ","o"
"HSC_693             ","o"
"HSC_694             ","o"
"HSC_695             ","m"
"HSC_696             ","o"
"HSC_697             ","o"
"HSC_698             ","o"
"HSC_699             ","o"
"HSC_700             ","o"
"HSC_701             ","m"
"HSC_702             ","o"
"HSC_703             ","o"
"HSC_704             ","o"
"HSC_705             ","o"
"HSC_706             ","o"
"HSC_707             ","o"
"HSC_708             ","o"
"HSC_709             ","o"
"HSC_710             ","o"
"HSC_711             ","o"
"HSC_712             ","o"
"HSC_713             ","o"
"HSC_714             ","o"
"HSC_715             ","o"
"HSC_717             ","o"
"HSC_718             ","o"
"HSC_719             ","o"
"HSC_720             ","o"
"HSC_721             ","o"
"HSC_722             ","m"
"HSC_723             ","o"
"HSC_724             ","o"
"HSC_725             ","o"
"HSC_726             ","o"
"HSC_727             ","o"
"HSC_728             ","o"
"HSC_729             ","o"
"HSC_730             ","o"
"HSC_731             ","o"
"HSC_732             ","o"
"HSC_734             ","o"
"HSC_735             ","o"
"HSC_736             ","o"
"HSC_737             ","o"
"HSC_738             ","o"
"HSC_739             ","o"
"HSC_740             ","o"
"HSC_741             ","o"
"HSC_742             ","o"
"HSC_743             ","o"
"HSC_744             ","o"
"HSC_745             ","o"
"HSC_746             ","o"
"HSC_747             ","o"
"HSC_748             ","o"
"HSC_749             ","o"
"HSC_750             ","o"
"HSC_751             ","o"
"HSC_752             ","o"
"HSC_754             ","o"
"HSC_757             ","o"
"HSC_758             ","o"
"HSC_759             ","o"
"HSC_760             ","o"
"HSC_761             ","o"
"HSC_762             ","o"
"HSC_763             ","o"
"HSC_764             ","m"
"HSC_765             ","o"
"HSC_766             ","o"
"HSC_767             ","o"
"HSC_768             ","o"
"HSC_769             ","o"
"HSC_770             ","o"
"HSC_771             ","o"
"HSC_772             ","o"
"HSC_773             ","o"
"HSC_774             ","o"
"HSC_776             ","o"
"HSC_777             ","o"
"HSC_778             ","o"
"HSC_779             ","o"
"HSC_780             ","m"
"HSC_781             ","m"
"HSC_782             ","o"
"HSC_784             ","o"
"HSC_785             ","o"
"HSC_786             ","o"
"HSC_787             ","o"
"HSC_788             ","o"
"HSC_789             ","o"
"HSC_790             ","o"
"HSC_791             ","o"
"HSC_792             ","o"
"HSC_793             ","o"
"HSC_794             ","o"
"HSC_795             ","o"
"HSC_796             ","o"
"HSC_797             ","o"
"HSC_798             ","o"
"HSC_800             ","o"
"HSC_801             ","o"
"HSC_802             ","m"
"HSC_803             ","o"
"HSC_804             ","o"
"HSC_805             ","o"
"HSC_806             ","o"
"HSC_807             ","o"
"HSC_808             ","o"
"HSC_809             ","o"
"HSC_810             ","o"
"HSC_811             ","o"
"HSC_812             ","o"
"HSC_813             ","o"
"HSC_814             ","o"
"HSC_815             ","o"
"HSC_816             ","o"
"HSC_817             ","o"
"HSC_818             ","o"
"HSC_820             ","m"
"HSC_821             ","o"
"HSC_823             ","o"
"HSC_824             ","o"
"HSC_825             ","o"
"HSC_826             ","o"
"HSC_828             ","o"
"HSC_829             ","o"
"HSC_830             ","o"
"HSC_831             ","o"
"HSC_832             ","o"
"HSC_833             ","o"
"HSC_835             ","o"
"HSC_836             ","o"
"HSC_837             ","o"
"HSC_838             ","o"
"HSC_839             ","o"
"HSC_841             ","o"
"HSC_842             ","o"
"HSC_844             ","o"
"HSC_845             ","o"
"HSC_846             ","o"
"HSC_848             ","o"
"HSC_849             ","o"
"HSC_852             ","o"
"HSC_853             ","o"
"HSC_854             ","o"
"HSC_855             ","o"
"HSC_856             ","o"
"HSC_857             ","o"
"HSC_858             ","o"
"HSC_859             ","o"
"HSC_860             ","o"
"HSC_861             ","o"
"HSC_862             ","o"
"HSC_863             ","o"
"HSC_864             ","o"
"HSC_865             ","o"
"HSC_866             ","o"
"HSC_867             ","m"
"HSC_868             ","o"
"HSC_869             ","o"
"HSC_870             ","o"
"HSC_872             ","o"
"HSC_873             ","o"
"HSC_875             ","o"
"HSC_876             ","o"
"HSC_877             ","o"
"HSC_878             ","o"
"HSC_879             ","o"
"HSC_880             ","o"
"HSC_881             ","o"
"HSC_882             ","o"
"HSC_883             ","o"
"HSC_884             ","o"
"HSC_885             ","o"
"HSC_886             ","o"
"HSC_887             ","o"
"HSC_888             ","o"
"HSC_889             ","o"
"HSC_890             ","o"
"HSC_891             ","o"
"HSC_892             ","o"
"HSC_893             ","o"
"HSC_894             ","o"
"HSC_895             ","m"
"HSC_896             ","o"
"HSC_897             ","m"
"HSC_898             ","o"
"HSC_899             ","o"
"HSC_900             ","o"
"HSC_901             ","o"
"HSC_903             ","o"
"HSC_905             ","o"
"HSC_906             ","o"
"HSC_907             ","o"
"HSC_908             ","m"
"HSC_910             ","m"
"HSC_911             ","o"
"HSC_912             ","o"
"HSC_913             ","o"
"HSC_914             ","o"
"HSC_915             ","o"
"HSC_916             ","o"
"HSC_917             ","o"
"HSC_919             ","o"
"HSC_920             ","o"
"HSC_921             ","o"
"HSC_922             ","o"
"HSC_923             ","o"
"HSC_924             ","o"
"HSC_925             ","o"
"HSC_926             ","o"
"HSC_927             ","o"
"HSC_929             ","o"
"HSC_930             ","o"
"HSC_931             ","o"
"HSC_932             ","o"
"HSC_934             ","o"
"HSC_935             ","o"
"HSC_936             ","o"
"HSC_937             ","o"
"HSC_938             ","o"
"HSC_939             ","m"
"HSC_940             ","o"
"HSC_941             ","o"
"HSC_942             ","o"
"HSC_943             ","o"
"HSC_944             ","o"
"HSC_945             ","o"
"HSC_946             ","o"
"HSC_947             ","o"
"HSC_948             ","o"
"HSC_949             ","o"
"HSC_950             ","o"
"HSC_951             ","o"
"HSC_952             ","o"
"HSC_954             ","o"
"HSC_955             ","m"
"HSC_956             ","o"
"HSC_957             ","o"
"HSC_958             ","m"
"HSC_959             ","o"
"HSC_960             ","o"
"HSC_961             ","o"
"HSC_962             ","o"
"HSC_964             ","o"
"HSC_965             ","o"
"HSC_966             ","o"
"HSC_969             ","o"
"HSC_970             ","o"
"HSC_973             ","o"
"HSC_974             ","o"
"HSC_975             ","o"
"HSC_976             ","o"
"HSC_977             ","o"
"HSC_978             ","o"
"HSC_979             ","m"
"HSC_980             ","o"
"HSC_981             ","o"
"HSC_983             ","o"
"HSC_984             ","m"
"HSC_985             ","o"
"HSC_986             ","o"
"HSC_988             ","o"
"HSC_990             ","o"
"HSC_991             ","o"
"HSC_992             ","o"
"HSC_993             ","o"
"HSC_994             ","o"
"HSC_995             ","o"
"HSC_996             ","o"
"HSC_997             ","o"
"HSC_998             ","o"
"HSC_999             ","o"
"HSC_1000            ","o"
"HSC_1001            ","o"
"HSC_1002            ","o"
"HSC_1003            ","o"
"HSC_1004            ","o"
"HSC_1005            ","o"
"HSC_1006            ","o"
"HSC_1007            ","o"
"HSC_1008            ","o"
"HSC_1010            ","o"
"HSC_1011            ","o"
"HSC_1012            ","o"
"HSC_1013            ","o"
"HSC_1014            ","o"
"HSC_1015            ","o"
"HSC_1016            ","o"
"HSC_1018            ","o"
"HSC_1019            ","o"
"HSC_1020            ","o"
"HSC_1021            ","o"
"HSC_1022            ","o"
"HSC_1025            ","o"
"HSC_1026            ","o"
"HSC_1027            ","o"
"HSC_1028            ","o"
"HSC_1029            ","o"
"HSC_1030            ","m"
"HSC_1031            ","o"
"HSC_1032            ","o"
"HSC_1033            ","m"
"HSC_1034            ","o"
"HSC_1036            ","o"
"HSC_1037            ","o"
"HSC_1039            ","o"
"HSC_1040            ","o"
"HSC_1041            ","o"
"HSC_1042            ","o"
"HSC_1043            ","o"
"HSC_1047            ","m"
"HSC_1049            ","o"
"HSC_1052            ","o"
"HSC_1053            ","o"
"HSC_1054            ","o"
"HSC_1055            ","o"
"HSC_1056            ","o"
"HSC_1057            ","o"
"HSC_1058            ","m"
"HSC_1059            ","o"
"HSC_1060            ","o"
"HSC_1061            ","o"
"HSC_1062            ","o"
"HSC_1063            ","o"
"HSC_1064            ","o"
"HSC_1065            ","o"
"HSC_1066            ","o"
"HSC_1067            ","o"
"HSC_1068            ","o"
"HSC_1069            ","o"
"HSC_1070            ","o"
"HSC_1071            ","o"
"HSC_1072            ","o"
"HSC_1073            ","o"
"HSC_1074            ","o"
"HSC_1076            ","o"
"HSC_1077            ","o"
"HSC_1078            ","o"
"HSC_1080            ","o"
"HSC_1081            ","o"
"HSC_1082            ","o"
"HSC_1083            ","o"
"HSC_1084            ","o"
"HSC_1085            ","o"
"HSC_1086            ","o"
"HSC_1090            ","o"
"HSC_1092            ","o"
"HSC_1093            ","o"
"HSC_1094            ","o"
"HSC_1097            ","m"
"HSC_1099            ","o"
"HSC_1101            ","o"
"HSC_1102            ","o"
"HSC_1103            ","o"
"HSC_1104            ","o"
"HSC_1105            ","o"
"HSC_1106            ","o"
"HSC_1107            ","o"
"HSC_1108            ","o"
"HSC_1109            ","o"
"HSC_1112            ","o"
"HSC_1113            ","o"
"HSC_1115            ","o"
"HSC_1116            ","o"
"HSC_1117            ","o"
"HSC_1118            ","o"
"HSC_1119            ","o"
"HSC_1120            ","o"
"HSC_1122            ","m"
"HSC_1125            ","o"
"HSC_1127            ","o"
"HSC_1128            ","o"
"HSC_1129            ","o"
"HSC_1130            ","o"
"HSC_1131            ","o"
"HSC_1133            ","o"
"HSC_1134            ","o"
"HSC_1136            ","o"
"HSC_1137            ","o"
"HSC_1138            ","o"
"HSC_1139            ","o"
"HSC_1140            ","o"
"HSC_1142            ","m"
"HSC_1146            ","o"
"HSC_1147            ","o"
"HSC_1148            ","m"
"HSC_1149            ","o"
"HSC_1150            ","o"
"HSC_1152            ","o"
"HSC_1153            ","o"
"HSC_1155            ","o"
"HSC_1162            ","o"
"HSC_1163            ","o"
"HSC_1165            ","o"
"HSC_1166            ","o"
"HSC_1168            ","o"
"HSC_1169            ","o"
"HSC_1170            ","o"
"HSC_1172            ","o"
"HSC_1173            ","o"
"HSC_1175            ","o"
"HSC_1176            ","o"
"HSC_1177            ","o"
"HSC_1178            ","o"
"HSC_1179            ","o"
"HSC_1180            ","o"
"HSC_1181            ","m"
"HSC_1184            ","o"
"HSC_1185            ","o"
"HSC_1186            ","o"
"HSC_1188            ","o"
"HSC_1189            ","o"
"HSC_1190            ","o"
"HSC_1192            ","o"
"HSC_1193            ","o"
"HSC_1194            ","o"
"HSC_1195            ","o"
"HSC_1196            ","o"
"HSC_1197            ","o"
"HSC_1198            ","o"
"HSC_1201            ","o"
"HSC_1202            ","o"
"HSC_1203            ","o"
"HSC_1204            ","o"
"HSC_1205            ","o"
"HSC_1206            ","o"
"HSC_1210            ","o"
"HSC_1213            ","o"
"HSC_1214            ","m"
"HSC_1217            ","o"
"HSC_1219            ","o"
"HSC_1220            ","o"
"HSC_1222            ","o"
"HSC_1223            ","o"
"HSC_1224            ","m"
"HSC_1225            ","o"
"HSC_1226            ","o"
"HSC_1228            ","o"
"HSC_1229            ","o"
"HSC_1230            ","o"
"HSC_1231            ","o"
"HSC_1232            ","o"
"HSC_1233            ","o"
"HSC_1234            ","o"
"HSC_1235            ","o"
"HSC_1238            ","o"
"HSC_1239            ","o"
"HSC_1240            ","o"
"HSC_1242            ","o"
"HSC_1243            ","o"
"HSC_1245            ","o"
"HSC_1246            ","o"
"HSC_1248            ","o"
"HSC_1249            ","o"
"HSC_1250            ","o"
"HSC_1252            ","o"
"HSC_1253            ","o"
"HSC_1254            ","o"
"HSC_1255            ","o"
"HSC_1256            ","o"
"HSC_1257            ","o"
"HSC_1258            ","o"
"HSC_1259            ","o"
"HSC_1260            ","o"
"HSC_1261            ","m"
"HSC_1262            ","o"
"HSC_1266            ","o"
"HSC_1268            ","o"
"HSC_1269            ","m"
"HSC_1270            ","o"
"HSC_1271            ","o"
"HSC_1272            ","o"
"HSC_1273            ","o"
"HSC_1274            ","o"
"HSC_1279            ","o"
"HSC_1282            ","o"
"HSC_1283            ","o"
"HSC_1284            ","m"
"HSC_1286            ","o"
"HSC_1288            ","m"
"HSC_1289            ","o"
"HSC_1291            ","o"
"HSC_1292            ","o"
"HSC_1293            ","o"
"HSC_1294            ","o"
"HSC_1295            ","m"
"HSC_1297            ","o"
"HSC_1298            ","o"
"HSC_1299            ","o"
"HSC_1300            ","o"
"HSC_1303            ","m"
"HSC_1304            ","o"
"HSC_1306            ","o"
"HSC_1308            ","o"
"HSC_1309            ","o"
"HSC_1310            ","o"
"HSC_1311            ","o"
"HSC_1312            ","o"
"HSC_1313            ","o"
"HSC_1314            ","o"
"HSC_1315            ","o"
"HSC_1316            ","m"
"HSC_1317            ","m"
"HSC_1318            ","o"
"HSC_1320            ","o"
"HSC_1321            ","o"
"HSC_1322            ","o"
"HSC_1323            ","o"
"HSC_1324            ","o"
"HSC_1326            ","m"
"HSC_1328            ","o"
"HSC_1329            ","o"
"HSC_1330            ","o"
"HSC_1331            ","o"
"HSC_1332            ","o"
"HSC_1333            ","o"
"HSC_1334            ","o"
"HSC_1340            ","o"
"HSC_1341            ","o"
"HSC_1342            ","o"
"HSC_1343            ","o"
"HSC_1344            ","o"
"HSC_1345            ","m"
"HSC_1346            ","o"
"HSC_1347            ","o"
"HSC_1348            ","o"
"HSC_1350            ","o"
"HSC_1351            ","o"
"HSC_1353            ","o"
"HSC_1355            ","m"
"HSC_1356            ","o"
"HSC_1358            ","o"
"HSC_1359            ","m"
"HSC_1360            ","o"
"HSC_1361            ","o"
"HSC_1362            ","o"
"HSC_1363            ","m"
"HSC_1364            ","o"
"HSC_1365            ","o"
"HSC_1366            ","o"
"HSC_1367            ","o"
"HSC_1368            ","m"
"HSC_1369            ","o"
"HSC_1370            ","o"
"HSC_1373            ","m"
"HSC_1375            ","o"
"HSC_1377            ","o"
"HSC_1378            ","o"
"HSC_1379            ","o"
"HSC_1380            ","o"
"HSC_1381            ","o"
"HSC_1385            ","o"
"HSC_1386            ","o"
"HSC_1387            ","o"
"HSC_1388            ","o"
"HSC_1389            ","o"
"HSC_1390            ","o"
"HSC_1392            ","o"
"HSC_1394            ","o"
"HSC_1395            ","o"
