"ID","RAdeg","e_RAdeg","DEdeg","e_DEdeg","GLON","e_GLON","GLAT","e_GLAT","Num","NCore","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","m-M","A0","logA","RVel","e_Rvel","o_Rvel","Type"
"CWNU 4005",61.1137,0.207,49.5488,0.132,151.9249,0.066,-2.1804,0.145,147,41,0.324,0.089,-0.139,0.063,-0.946,0.084,12.95,4.1,7.3,"nan","nan",0,1
"CWNU 4006",129.3705,0.055,-43.8463,0.073,262.7138,0.041,-1.6957,0.086,131,33,0.143,0.035,-2.747,0.084,3.545,0.065,15.5,4.2,6.8,71.3,1.15,1,1
"CWNU 4007",189.8012,0.028,-62.2954,0.016,301.5105,0.013,0.5422,0.016,54,31,0.263,0.06,-6.575,0.061,-0.271,0.082,12.6,6.5,6.3,-52.72,6.71,1,1
"CWNU 4008",135.5611,0.031,-48.6975,0.012,269.1773,0.016,-1.4395,0.027,70,48,0.408,0.076,-4.964,0.211,4.856,0.159,12.4,4.95,6.2,"nan","nan",0,1
"CWNU 4009",114.9332,0.033,-29.6066,0.023,244.5261,0.027,-3.6372,0.026,85,30,0.134,0.055,-1.292,0.048,2.239,0.071,14.3,1.75,7.5,88.34,35.77,2,1
"CWNU 4010",330.7646,0.129,60.0742,0.07,103.3498,0.043,3.7791,0.083,152,34,0.141,0.035,-2.415,0.057,-1.797,0.076,14.45,3.15,6.8,"nan","nan",0,1
"CWNU 4011",109.3105,0.031,-26.8875,0.026,239.7653,0.036,-6.726,0.018,170,47,0.102,0.056,-0.588,0.101,1.703,0.109,14.4,1.15,9.2,116.19,1.7,1,1
"CWNU 4012",276.3154,0.028,-14.3306,0.03,17.2258,0.033,-0.8381,0.024,109,49,0.256,0.065,0.211,0.096,-1.299,0.075,12.75,6.15,8.2,13.23,3.4,2,1
"CWNU 4013",112.004,0.012,-33.8642,0.019,247.0839,0.024,-7.8549,0.016,108,33,0.075,0.061,-0.703,0.053,1.771,0.156,15.15,1.0,8.6,"nan","nan",0,1
"CWNU 4014",163.0673,0.046,-55.9465,0.024,286.7548,0.028,3.1381,0.015,97,30,0.12,0.063,-5.546,0.105,2.542,0.102,13.75,2.7,9.0,"nan","nan",0,1
"CWNU 4015",2.5779,0.207,65.3462,0.01,118.6559,0.087,2.8193,0.01,50,24,0.141,0.047,-2.053,0.08,-0.11,0.068,15.6,5.65,6.1,-20.6,8.67,1,1
"CWNU 4016",83.6435,0.168,50.071,0.079,160.7997,0.126,9.2662,0.113,202,45,0.211,0.042,1.061,0.181,-1.31,0.159,13.4,0.95,9.2,3.12,20.43,8,1
"CWNU 4017",177.7273,0.063,-65.8333,0.03,296.7858,0.03,-3.6854,0.038,98,22,0.193,0.031,-6.312,0.12,1.145,0.127,13.75,1.9,9.2,"nan","nan",0,1
"CWNU 4018",276.5995,0.043,-22.3746,0.07,10.2122,0.069,-4.8086,0.024,100,35,0.114,0.042,-0.63,0.199,-4.12,0.111,13.5,1.55,9.6,28.76,34.85,3,1
"CWNU 4019",231.9759,0.11,-61.341,0.044,320.5885,0.066,-3.9551,0.029,128,44,0.096,0.057,-5.506,0.134,-4.562,0.226,13.65,1.65,9.6,-20.37,73.32,2,1
"CWNU 4020",318.242,0.158,58.3607,0.148,97.4065,0.126,6.7844,0.101,494,183,0.122,0.058,-2.187,0.214,-2.063,0.208,13.9,1.35,9.7,-83.84,12.88,4,1
"CWNU 4021",274.7697,0.047,-23.055,0.041,8.8308,0.04,-3.6338,0.054,152,52,0.145,0.084,-0.975,0.171,-3.98,0.186,13.2,2.6,9.4,-80.0,46.79,2,1
"CWNU 4022",121.6428,0.048,-48.3876,0.033,263.4403,0.021,-8.6669,0.041,88,20,0.12,0.044,-1.606,0.152,2.93,0.258,14.3,0.5,9.7,52.29,4.7,1,1
"CWNU 4023",282.8072,0.013,-12.5737,0.039,21.6805,0.023,-5.6533,0.03,79,20,0.196,0.061,-2.414,0.105,-5.009,0.191,13.35,1.9,9.5,2.03,27.13,3,1
"CWNU 4024",284.0486,0.018,11.3636,0.017,43.598,0.021,4.1147,0.02,80,21,0.057,0.034,-2.591,0.129,-4.591,0.096,17.55,1.2,9.1,-47.18,1.73,1,1
"CWNU 4025",37.1387,0.153,52.3334,0.121,137.6269,0.118,-7.7604,0.091,258,32,0.187,0.097,-0.516,0.159,-0.327,0.139,13.8,1.15,9.1,-75.4,0.53,2,1
"CWNU 4026",109.3385,0.076,-14.198,0.092,228.4832,0.123,-0.8,0.088,393,92,0.107,0.044,-0.559,0.075,1.161,0.068,14.1,1.9,7.5,"nan","nan",0,1
"CWNU 4027",323.9626,0.106,58.3953,0.047,99.5873,0.066,4.6958,0.02,139,59,0.108,0.061,-2.121,0.244,-1.797,0.104,14.05,2.9,9.0,-99.24,5.45,1,1
"CWNU 4028",101.983,0.058,-6.2852,0.066,218.1326,0.081,-3.619,0.05,204,72,0.114,0.059,-0.173,0.104,0.604,0.182,14.15,1.55,8.4,74.82,0.49,1,1
"CWNU 4029",126.2081,0.091,-35.7324,0.078,254.7454,0.117,1.151,0.041,312,61,0.161,0.03,-2.509,0.132,2.932,0.122,13.0,1.2,8.8,90.84,4.11,1,1
"CWNU 4030",128.6597,0.03,-43.9594,0.051,262.5095,0.058,-2.1491,0.019,40,23,0.502,0.032,-5.639,0.075,5.257,0.115,11.4,2.9,7.1,"nan","nan",0,1
"CWNU 4031",202.1204,0.442,-62.0861,0.122,307.2495,0.18,0.478,0.148,342,110,0.304,0.027,-5.6,0.113,-1.746,0.072,12.8,3.3,6.7,-43.04,27.58,3,1
"CWNU 4032",299.2918,0.082,19.7674,0.082,58.0168,0.075,-4.7476,0.078,278,54,0.151,0.051,-2.572,0.111,-4.711,0.062,14.25,1.85,9.1,2.58,57.23,3,1
"CWNU 4033",116.5409,0.033,-25.5964,0.015,241.7348,0.018,-0.4051,0.023,84,38,0.185,0.075,-1.644,0.079,3.309,0.075,13.4,1.4,8.6,"nan","nan",0,1
"CWNU 4034",170.4143,0.292,-58.4378,0.14,291.3757,0.218,2.4194,0.124,76,23,1.001,0.037,-11.177,0.089,1.981,0.115,10.05,0.05,9.3,-0.38,9.38,6,1
"Sco OB5",268.1366,0.358,-38.7278,0.282,352.3159,0.302,-6.2722,0.194,400,173,0.804,0.056,2.884,0.122,-1.796,0.13,10.55,1.0,7.2,-17.98,16.04,14,1
"Ruprecht 55",123.0491,0.207,-32.4989,0.165,250.6308,0.124,0.8032,0.188,773,248,0.145,0.036,-2.42,0.068,3.223,0.058,13.5,1.55,7.4,102.2,7.32,4,1
"CWNU 4035",274.5245,0.107,-18.9283,0.138,12.3592,0.13,-1.4853,0.082,289,69,0.603,0.033,0.99,0.073,-1.85,0.089,11.2,3.35,7.0,35.43,9.75,1,1
"CWNU 4036",81.5179,0.118,42.0036,0.12,166.8447,0.082,3.6941,0.13,245,63,0.259,0.033,0.075,0.1,-1.035,0.066,12.55,0.65,8.9,-6.36,18.75,3,1
"CWNU 4037",12.774,0.158,63.0741,0.125,122.8934,0.071,0.2026,0.125,258,95,0.219,0.052,-1.641,0.087,0.02,0.083,13.05,2.65,7.9,-84.66,2.23,2,1
"CWNU 4038",37.13,0.116,60.1461,0.052,134.7399,0.055,-0.4806,0.048,270,126,0.263,0.084,-1.24,0.119,-0.812,0.154,12.5,4.0,8.4,-49.38,25.0,2,1
"CWNU 4039",118.9734,0.104,-28.6339,0.064,245.4422,0.044,-0.0981,0.103,232,87,0.192,0.066,-2.455,0.114,2.862,0.091,13.1,1.5,7.4,"nan","nan",0,1
"CWNU 4040",248.8594,0.15,-46.1241,0.113,338.002,0.156,0.9463,0.047,368,99,0.233,0.034,-2.757,0.075,-3.48,0.124,12.6,2.4,6.0,-34.61,5.85,1,1
"CWNU 4041",126.4999,0.334,-38.881,0.166,257.4384,0.129,-0.4485,0.25,929,222,0.202,0.033,-2.768,0.083,3.377,0.125,12.9,3.5,7.6,56.13,13.43,8,1
"CWNU 4042",232.8919,0.058,-57.0458,0.026,323.4168,0.033,-0.684,0.019,71,22,0.226,0.052,-4.491,0.12,-3.785,0.061,14.1,8.35,6.6,-56.46,0.86,1,1
"Dolidze 25",101.1936,0.113,0.3183,0.104,211.8971,0.119,-1.3471,0.081,459,207,0.198,0.049,-0.364,0.098,0.256,0.09,12.95,2.25,7.3,57.96,19.25,3,1
"CWNU 4043",280.2524,0.042,-5.6234,0.069,26.7434,0.082,-0.2522,0.046,588,153,0.24,0.041,-1.25,0.098,-3.155,0.085,12.65,4.85,7.5,51.86,1.44,5,1
"CWNU 4044",129.6837,0.047,-48.5284,0.037,266.5873,0.038,-4.3507,0.022,103,30,0.071,0.048,-2.204,0.142,2.812,0.086,14.95,1.35,9.2,114.65,10.14,2,1
"CWNU 4045",180.5729,0.048,-63.2603,0.016,297.4369,0.018,-0.9143,0.016,196,49,0.101,0.041,-6.212,0.071,0.893,0.107,14.25,4.65,8.3,15.76,13.1,3,1
"CWNU 4046",254.7054,0.118,-40.2012,0.032,345.2893,0.057,1.4996,0.049,115,45,0.55,0.045,-0.217,0.258,-1.39,0.107,11.15,3.7,6.2,-16.49,1.48,3,1
"CWNU 4047",320.103,0.021,55.4693,0.015,96.0277,0.014,4.033,0.012,80,13,0.119,0.06,-2.53,0.044,-2.616,0.08,16.15,4.4,6.0,"nan","nan",0,1
"CWNU 4048",118.7497,0.047,-34.8417,0.042,250.6595,0.034,-3.4732,0.035,93,49,0.076,0.099,-1.164,0.092,1.862,0.135,15.15,4.8,6.2,65.44,3.39,1,1
"CWNU 4049",273.0093,0.174,-16.5624,0.124,13.7551,0.184,0.9168,0.094,333,156,0.606,0.056,0.861,0.137,-1.933,0.104,11.05,2.0,7.0,-20.79,50.92,3,1
"CWNU 4050",91.3835,0.133,23.5041,0.097,186.9504,0.081,1.1105,0.101,427,111,0.182,0.059,0.252,0.114,-0.446,0.131,13.5,2.1,7.6,18.18,3.03,1,1
"CWNU 4051",26.2011,0.289,56.1055,0.125,130.3719,0.154,-5.9874,0.123,266,106,0.323,0.055,-0.916,0.088,-1.019,0.093,12.25,1.1,7.5,"nan","nan",0,1
"CWNU 4052",81.6583,0.1,42.2817,0.086,166.6844,0.084,3.93,0.093,268,102,0.203,0.062,0.075,0.096,-0.262,0.069,13.05,1.15,8.7,-71.77,0.9,1,1
"CWNU 4053",94.0049,0.102,9.2826,0.121,200.601,0.105,-3.515,0.07,294,58,0.155,0.051,0.206,0.12,-0.011,0.079,13.95,1.35,8.6,53.44,26.0,4,1
"CWNU 4054",94.1864,0.444,6.9376,1.271,202.9046,1.112,-4.4191,0.366,112,71,1.16,0.033,-0.966,0.105,-3.659,0.106,9.65,0.5,8.3,12.06,12.3,10,1
"FSR 0591",37.0514,0.283,58.9102,0.159,135.1532,0.134,-1.6313,0.193,672,233,0.33,0.039,-0.161,0.1,-0.738,0.133,12.75,2.85,6.8,-63.53,24.83,3,1
"CWNU 4056",112.3541,0.063,-13.5446,0.087,229.284,0.117,2.0471,0.029,100,53,0.163,0.048,-1.354,0.089,1.711,0.077,13.3,1.05,8.5,86.74,1.98,1,1
"CWNU 4057",95.5399,0.328,25.8599,0.363,186.6621,0.338,5.5069,0.288,1125,290,0.2,0.042,0.324,0.099,-0.624,0.084,13.3,1.25,7.6,43.34,32.57,6,1
"CWNU 4058",73.493,1.327,40.4429,0.923,164.5049,1.436,-2.0875,0.241,318,133,0.87,0.041,1.668,0.135,-5.866,0.178,10.4,1.25,8.3,-3.03,8.92,17,1
"CWNU 4059",120.9052,0.032,-31.8409,0.039,249.0552,0.053,-0.3621,0.02,88,14,0.125,0.04,-1.549,0.046,2.424,0.05,15.4,1.75,6.5,"nan","nan",0,1
"CWNU 4060",48.7221,0.099,61.1797,0.066,139.308,0.094,2.9698,0.115,41,13,0.991,0.042,1.945,0.061,-3.667,0.062,10.1,1.6,7.5,"nan","nan",0,1
"CWNU 4061",91.0042,0.238,29.0055,0.244,181.9451,0.288,3.5661,0.3,65,10,1.031,0.02,2.3,0.058,-3.242,0.037,10.0,0.4,8.9,-1.9,1.49,2,1
"CWNU 4062",0.0187,0.025,63.9082,0.028,117.3173,0.011,1.5977,0.022,42,9,0.194,0.032,-1.904,0.036,-0.496,0.015,14.65,3.0,6.7,-91.25,1.88,1,1
"CWNU 4063",243.322,0.162,-51.6208,0.099,331.5248,0.121,-0.337,0.078,115,12,0.636,0.044,-1.057,0.077,-2.744,0.086,11.15,1.75,8.0,"nan","nan",0,1
"CWNU 4064",17.1274,0.117,63.5561,0.129,124.8356,0.055,0.7457,0.132,86,8,0.319,0.023,-2.149,0.03,-0.467,0.035,12.05,2.85,7.7,"nan","nan",0,1
"CWNU 4065",257.2065,0.266,-36.8731,0.203,349.121,0.298,1.9858,0.064,60,15,0.795,0.022,1.869,0.03,-1.653,0.059,10.45,1.45,7.5,"nan","nan",0,1
"CWNU 4066",72.3481,0.194,44.9057,0.288,160.5403,0.25,0.1409,0.153,32,15,1.335,0.023,2.032,0.1,-6.37,0.077,9.35,1.55,8.2,3.86,3.57,7,1
"CWNU 4067",113.2141,0.055,-30.9176,0.03,244.94,0.023,-5.5715,0.041,143,40,0.09,0.034,-0.669,0.111,1.649,0.122,14.8,1.05,8.6,107.77,2.58,3,1
"CWNU 4068",138.002,0.061,-57.7428,0.04,276.9024,0.024,-6.4361,0.056,58,23,0.082,0.039,-2.791,0.107,2.84,0.139,14.9,0.45,9.7,"nan","nan",0,1
"CWNU 4069",298.4968,0.042,36.3046,0.033,71.8285,0.032,4.3937,0.039,155,21,0.14,0.052,-2.384,0.115,-4.258,0.121,14.0,1.55,9.1,-5.11,0.29,1,1
"CWNU 4070",292.6602,0.021,20.5173,0.013,55.5532,0.015,1.0275,0.017,47,20,0.177,0.049,-2.636,0.094,-5.44,0.093,15.0,4.9,8.8,47.15,16.13,2,1
"CWNU 4071",285.4943,0.04,-5.8737,0.021,28.8862,0.023,-5.0033,0.038,67,23,0.096,0.108,-2.866,0.174,-6.361,0.114,17.05,4.3,6.2,145.74,4.83,1,1
"CWNU 4072",163.3127,0.036,-62.6184,0.042,289.798,0.021,-2.8022,0.039,51,23,0.147,0.032,-4.881,0.105,2.114,0.127,14.5,2.2,9.0,26.15,3.87,2,1
"CWNU 4073",162.1741,0.076,-54.741,0.075,285.7716,0.028,3.9941,0.066,52,17,0.173,0.068,-6.306,0.104,2.828,0.056,13.8,1.5,9.1,51.85,3.28,1,1
"CWNU 4074",306.1127,0.038,36.4052,0.015,75.2464,0.014,-0.693,0.029,72,38,0.099,0.156,-2.965,0.135,-4.808,0.141,15.0,7.2,8.6,-2.1,4.24,1,1
"CWNU 4075",315.9218,0.016,49.8669,0.006,90.2155,0.009,2.043,0.013,25,16,0.091,0.024,-2.544,0.056,-3.022,0.053,14.85,6.15,6.2,"nan","nan",0,1
"CWNU 4076",170.153,0.024,-60.5133,0.007,291.9815,0.014,0.4121,0.012,57,21,0.129,0.02,-5.88,0.065,1.6,0.134,15.85,2.35,9.1,58.84,3.26,2,1
"CWNU 4077",267.8839,0.024,-36.3173,0.015,354.3069,0.018,-4.8682,0.018,65,23,0.077,0.081,-2.457,0.106,-4.406,0.184,15.25,4.55,8.0,"nan","nan",0,1
"CWNU 4078",337.637,0.088,53.4778,0.03,102.8102,0.06,-3.7849,0.035,60,19,0.15,0.063,-2.073,0.192,-1.634,0.115,13.55,1.0,9.5,"nan","nan",0,1
"CWNU 4079",152.8773,0.036,-61.4577,0.023,284.9952,0.013,-4.2873,0.022,63,15,0.143,0.045,-4.255,0.096,2.741,0.1,14.1,0.75,9.4,"nan","nan",0,1
"CWNU 4080",348.834,0.046,59.4243,0.019,110.9765,0.02,-1.1967,0.02,52,22,0.12,0.033,-1.532,0.129,-0.826,0.123,14.5,4.55,9.0,"nan","nan",0,1
"CWNU 4081",265.5773,0.054,-35.4785,0.036,354.0417,0.046,-2.8295,0.039,32,17,0.153,0.033,-1.736,0.046,-4.334,0.133,13.05,5.65,8.3,"nan","nan",0,1
"CWNU 4082",121.4091,0.056,-41.0713,0.022,257.0967,0.029,-4.9455,0.038,66,20,0.04,0.04,-1.361,0.059,2.241,0.083,17.75,3.15,7.2,138.56,0.59,1,1
"CWNU 4083",110.5206,0.038,-32.1372,0.026,244.9535,0.036,-8.1744,0.018,98,20,0.122,0.068,-0.871,0.133,2.29,0.071,14.4,0.15,9.4,95.77,6.07,1,1
"CWNU 4084",96.9476,0.075,-2.0978,0.072,212.0975,0.078,-6.2111,0.046,152,35,0.157,0.053,0.036,0.185,0.605,0.14,13.95,1.7,8.7,54.69,6.11,1,1
"CWNU 4085",261.0158,0.032,-38.1457,0.024,349.8335,0.018,-1.2104,0.02,62,22,0.272,0.071,-1.518,0.128,-3.955,0.099,13.0,5.8,8.8,-61.3,1.32,3,1
"CWNU 4086",277.1844,0.058,-29.3055,0.047,4.2353,0.055,-8.4146,0.037,148,39,0.127,0.096,-2.019,0.103,-5.249,0.126,14.05,1.15,9.4,"nan","nan",0,1
"CWNU 4087",294.0946,0.018,23.4664,0.03,58.7879,0.02,1.289,0.023,145,26,0.169,0.055,-3.068,0.085,-5.988,0.119,14.95,5.05,6.3,19.41,1.69,2,1
"CWNU 4088",268.4357,0.036,-25.1098,0.017,4.2161,0.029,0.4132,0.016,41,16,0.319,0.039,-0.166,0.029,-2.09,0.037,12.8,5.3,6.3,"nan","nan",0,1
"CWNU 4089",276.3663,0.018,-13.9991,0.015,17.5496,0.012,-0.7308,0.021,46,12,0.263,0.023,-0.776,0.058,-2.634,0.057,13.25,5.45,7.0,"nan","nan",0,1
"CWNU 4090",116.7602,0.017,-38.8566,0.005,253.3449,0.007,-6.8685,0.01,80,22,0.062,0.081,-1.037,0.086,1.995,0.245,15.45,2.2,8.4,"nan","nan",0,1
"Trumpler 28b",264.2381,0.032,-32.4651,0.049,356.0194,0.046,-0.2853,0.022,206,27,0.254,0.034,-0.931,0.153,-2.529,0.138,12.45,5.75,7.9,-12.36,0.6,1,1
"CWNU 4091",302.5887,0.041,21.2564,0.041,60.9281,0.015,-6.5926,0.045,60,20,0.154,0.067,-2.536,0.106,-4.842,0.158,14.1,1.0,9.2,-42.27,13.94,2,1
"CWNU 4092",318.3518,0.047,49.8792,0.025,91.2776,0.031,0.8994,0.025,151,36,0.198,0.072,-2.703,0.142,-3.088,0.108,12.65,4.95,7.3,"nan","nan",0,1
"CWNU 4093",152.9949,0.048,-62.1093,0.031,285.4261,0.025,-4.7883,0.036,91,26,0.039,0.083,-3.877,0.103,2.479,0.054,14.6,0.8,9.5,92.92,3.46,1,1
"CWNU 4094",291.8296,0.026,25.539,0.02,59.6063,0.025,4.0928,0.027,105,31,0.156,0.088,-2.509,0.121,-5.134,0.1,15.65,3.6,8.2,-64.79,0.95,1,1
"CWNU 4095",131.8462,0.362,-54.0732,0.143,271.8169,0.163,-6.6811,0.203,144,58,0.308,0.067,-4.596,0.159,6.415,0.098,12.85,1.5,9.0,62.01,26.53,3,1
"CWNU 4096",138.2124,0.075,-58.0874,0.063,277.2088,0.024,-6.5926,0.082,145,33,0.119,0.058,-2.994,0.16,3.244,0.171,14.3,0.6,9.6,83.95,3.82,1,1
"CWNU 4097",107.6878,0.086,-14.3504,0.046,227.8854,0.057,-2.3181,0.095,190,40,0.254,0.054,-0.499,0.094,-0.32,0.149,12.7,1.65,7.5,"nan","nan",0,1
"CWNU 4098",101.9232,0.064,-5.9118,0.083,217.7452,0.115,-3.4988,0.053,128,41,0.127,0.043,-0.101,0.094,0.728,0.126,14.05,1.45,8.8,106.78,17.53,3,1
"CWNU 4099",81.4055,0.082,33.8965,0.068,173.5205,0.062,-0.9167,0.057,50,14,0.465,0.02,0.267,0.054,-2.073,0.025,11.75,1.15,7.0,"nan","nan",0,1
"CWNU 4100",109.6435,0.058,-26.4727,0.049,239.5237,0.053,-6.2764,0.032,183,40,0.113,0.03,-0.893,0.092,1.86,0.137,14.45,1.2,9.1,110.73,3.94,1,1
"CWNU 4101",114.896,0.274,-17.2559,0.335,233.7228,0.512,2.4431,0.152,81,46,0.808,0.06,-2.83,0.079,1.049,0.053,10.35,0.2,8.3,32.16,0.39,2,1
"CWNU 4102",270.0864,0.065,-24.2982,0.028,5.673,0.019,-0.4659,0.057,78,23,0.472,0.023,0.084,0.065,-1.116,0.066,11.9,3.05,6.8,92.36,6.51,1,1
"CWNU 4103",162.9977,0.131,-58.4608,0.022,287.827,0.064,0.8662,0.023,93,16,0.217,0.036,-5.602,0.041,2.485,0.033,12.9,2.3,8.3,7.53,0.84,1,1
"CWNU 4104",113.2595,0.064,-19.7977,0.201,235.2145,0.2,-0.1787,0.114,51,17,0.298,0.029,-2.658,0.033,2.915,0.064,12.7,2.0,7.6,"nan","nan",0,1
"CWNU 4105",166.2134,0.108,-55.8648,0.053,288.3192,0.043,3.9567,0.066,200,31,0.124,0.05,-5.085,0.128,1.764,0.108,15.65,2.7,8.0,31.82,4.3,1,1
"CWNU 4106",101.702,0.091,7.5351,0.26,205.6354,0.283,2.383,0.069,121,43,0.667,0.059,-1.539,0.088,0.527,0.094,10.9,1.25,8.2,"nan","nan",0,1
"CWNU 4107",120.6064,0.101,-32.6645,0.086,249.6068,0.123,-1.024,0.048,99,20,0.303,0.047,-2.798,0.085,2.801,0.051,12.2,2.5,8.8,51.04,2.22,2,1
"CWNU 4108",26.8597,0.322,60.4327,0.063,129.7875,0.165,-1.6994,0.074,118,22,0.356,0.021,-1.04,0.022,-0.562,0.04,12.05,1.9,7.4,"nan","nan",0,1
"CWNU 4109",21.226,0.451,65.7601,0.031,126.3609,0.187,3.1182,0.04,118,35,0.276,0.04,-1.71,0.054,0.043,0.072,12.4,2.35,8.8,"nan","nan",0,1
"CWNU 4110",127.0459,0.154,-42.0002,0.119,260.2241,0.115,-1.972,0.128,385,84,0.179,0.045,-2.826,0.091,3.511,0.093,15.0,4.5,6.7,99.66,27.26,2,1
"CWNU 4111",113.1613,0.094,-14.6572,0.116,230.6718,0.111,2.2075,0.092,285,50,0.202,0.041,-1.433,0.046,1.595,0.059,13.5,1.95,7.2,89.34,10.11,2,1
"CWNU 4112",165.3153,0.157,-61.007,0.033,289.974,0.078,-0.9288,0.025,200,33,0.129,0.017,-6.082,0.065,2.44,0.096,15.45,3.5,6.5,24.33,1.05,1,1
"CWNU 4113",291.1992,0.046,1.5331,0.069,38.1469,0.057,-6.7088,0.066,162,31,0.127,0.034,-2.637,0.195,-5.708,0.063,15.0,1.4,9.4,13.53,71.15,2,1
"CWNU 4114",202.4892,0.099,-62.4876,0.045,307.3671,0.05,0.0536,0.043,303,52,0.231,0.024,-6.031,0.087,-1.729,0.101,12.65,4.7,8.6,-53.74,1.88,6,1
"CWNU 4115",16.4198,0.142,61.872,0.08,124.608,0.063,-0.9521,0.081,149,21,0.208,0.015,-1.419,0.06,-0.408,0.089,13.75,2.75,8.0,-49.46,4.79,1,1
"CWNU 4116",82.509,0.029,33.4349,0.028,174.4244,0.028,-0.4119,0.016,47,10,0.459,0.03,0.183,0.036,-1.943,0.136,11.4,1.6,6.9,29.87,9.41,1,1
"CWNU 4117",102.0954,0.08,1.3761,0.045,211.3464,0.058,-0.0702,0.096,228,31,0.207,0.045,-0.245,0.099,0.175,0.107,13.3,2.55,7.5,"nan","nan",0,1
"CWNU 4118",330.1268,0.154,60.688,0.023,103.4768,0.074,4.4521,0.053,163,33,0.131,0.029,-2.382,0.164,-1.68,0.137,13.6,2.75,8.7,-94.24,12.27,3,1
"CWNU 4119",275.6156,0.029,-31.2428,0.049,1.8683,0.049,-8.0932,0.038,109,23,0.133,0.039,-0.597,0.185,-4.589,0.13,14.3,1.0,9.3,-40.92,45.55,2,1
"CWNU 4120",308.834,0.355,39.39,0.476,78.9298,0.467,-0.6383,0.215,61,37,1.011,0.038,1.583,0.103,-0.084,0.083,9.9,1.9,8.3,-6.94,13.75,6,1
"CWNU 4121",284.2681,0.101,-3.0782,0.077,30.836,0.082,-2.6524,0.098,158,18,0.291,0.025,-1.221,0.146,-2.922,0.11,13.45,4.2,8.2,9.97,3.53,1,1
"CWNU 4122",102.2547,0.11,0.3985,0.039,212.3009,0.045,-0.3505,0.114,173,48,0.195,0.04,-0.264,0.097,0.251,0.077,12.8,2.45,8.3,84.13,2.17,1,1
"CWNU 4123",295.9572,0.047,14.1519,0.02,51.5244,0.037,-4.8202,0.06,52,17,0.09,0.058,-2.972,0.064,-4.691,0.133,16.0,2.7,8.6,"nan","nan",0,1
"CWNU 4124",113.3626,0.07,-26.5467,0.022,241.1511,0.045,-3.3608,0.048,191,47,0.103,0.04,-1.018,0.085,1.994,0.207,14.35,1.55,8.9,104.68,5.23,2,1
"CWNU 4125",246.9473,0.083,-52.0634,0.085,332.798,0.082,-2.2108,0.052,109,22,0.541,0.046,-1.128,0.032,-3.213,0.062,11.6,1.35,8.6,"nan","nan",0,1
"CWNU 4126",246.1349,0.143,-48.7936,0.057,334.7725,0.072,0.4322,0.07,177,49,0.357,0.035,-1.293,0.095,-2.769,0.084,11.9,2.75,7.3,-32.71,4.64,2,1
"CWNU 4127",76.5614,0.299,35.4649,0.301,169.915,0.36,-3.2436,0.101,61,15,1.065,0.022,-0.196,0.042,-2.977,0.061,9.85,1.85,7.9,18.29,3.0,5,1
"CWNU 4128",120.7598,0.04,-31.4944,0.069,248.6826,0.049,-0.2878,0.049,53,16,0.293,0.016,-2.632,0.057,2.814,0.037,12.5,1.1,7.8,"nan","nan",0,1
"CWNU 4129",348.3051,0.159,60.9231,0.061,111.2945,0.114,0.2736,0.026,40,11,0.314,0.023,-3.533,0.051,-2.073,0.034,12.25,3.2,8.0,"nan","nan",0,1
"CWNU 4130",127.4809,0.281,-45.3197,0.163,263.1092,0.174,-3.6025,0.204,104,28,0.556,0.036,-5.986,0.155,4.603,0.074,11.15,2.05,7.7,"nan","nan",0,1
"CWNU 4131",355.2824,0.121,59.6402,0.048,114.1392,0.058,-2.0306,0.038,79,31,0.321,0.046,-3.208,0.074,-2.141,0.157,12.15,3.15,7.5,"nan","nan",0,1
"CWNU 4132",112.7496,0.06,-18.9164,0.049,234.2029,0.043,-0.1823,0.043,117,53,0.262,0.05,-1.999,0.107,2.358,0.074,12.8,2.75,7.0,"nan","nan",0,1
"CWNU 4134",275.4571,0.099,-15.8547,0.102,15.5024,0.116,-0.8351,0.102,291,50,0.343,0.034,-0.595,0.085,-1.967,0.183,12.45,4.45,7.0,6.54,2.23,2,1
"CWNU 4135",85.4031,0.145,19.7931,0.139,187.3263,0.202,-5.5609,0.048,221,62,0.187,0.056,0.445,0.147,-0.357,0.191,13.7,1.3,8.8,21.39,10.63,5,1
"CWNU 4136",92.2085,0.424,27.2146,0.498,184.074,0.589,3.5686,0.263,256,58,0.641,0.057,-1.184,0.105,-4.743,0.108,11.1,1.05,8.7,"nan","nan",0,1
"CWNU 4137",83.934,0.126,26.2905,0.073,181.0766,0.07,-3.2625,0.152,283,49,0.146,0.033,0.379,0.198,-0.62,0.169,13.8,1.85,8.9,"nan","nan",0,1
"CWNU 4138",333.2287,0.056,47.258,0.043,97.0391,0.025,-7.4841,0.048,62,26,0.191,0.063,-2.368,0.156,-2.112,0.162,14.15,0.1,9.9,-24.33,0.79,1,1
"CWNU 4139",250.9577,0.256,-47.8423,0.069,337.666,0.148,-1.26,0.108,151,65,0.281,0.037,-2.575,0.156,-4.345,0.092,12.2,3.2,8.7,-63.2,10.67,6,1
"CWNU 4140",300.3802,0.038,33.5145,0.008,70.2398,0.023,1.6242,0.027,60,16,0.093,0.032,-2.734,0.069,-4.737,0.061,14.05,4.75,6.3,"nan","nan",0,1
