"Name","RA_ICRS","DE_ICRS","GLON","GLAT","pmRA","pmDE","Plx","d_pc","RV","logt","Av","diffAV50","CST","N","r50pc","CMDCl50"
"ADS_16795           ",352.59216492,58.55341329,112.50889463,-2.668,18.6566039,2.84661253,4.75961052,206.45788462,-13.35774436,7.75518608,0.17429753,0.47076963,6.83219864,41,9.57,0.828
"AH03_J0748-26.9     ",117.1558869,-26.97267949,243.20021931,-0.6276,-2.46548955,3.18503456,0.20935812,3979.0648833,79.36052331,8.0617404,1.0366689,1.07900274,11.58552411,68,2.37,1.0
"ASCC_5              ",14.46908222,55.82917381,123.84274797,-7.031,-2.40663082,-1.91881768,0.53819722,1740.9832069,"nan",7.32589102,1.17621279,0.72346848,8.31642236,25,1.66,1.0
"ASCC_6              ",26.84215882,57.73860678,130.3636862,-4.324,-0.83414476,0.14917466,0.62966733,1501.88586403,-28.83784149,7.96103024,0.6565339,0.75796357,19.25857004,209,3.76,0.999
"ASCC_9              ",41.62390108,57.77684685,137.8066871,-1.733,0.16875807,-1.13867954,0.40228194,2299.27724834,-23.7910867,7.46564054,2.49999785,1.07768381,17.56655281,136,5.56,1.0
"ASCC_11             ",53.05042398,44.84076681,150.55167577,-9.238,0.90530141,-3.07237438,1.17058217,825.9352722,-17.28520635,8.36957026,0.72898781,0.996622,27.89348821,315,2.77,0.999
"ASCC_12             ",72.42059742,41.71429711,163.01816915,-1.9,-0.67604714,-2.91644873,0.9549891,1014.51750457,-26.14465879,8.4734292,0.70915082,0.82951069,19.41706905,157,3.96,1.0
"ASCC_13             ",78.22066967,44.36502692,163.52977738,3.072,-0.54823427,-1.80948014,0.88155036,1076.15264565,-17.42266769,7.94514036,0.61692888,0.66987878,11.41564199,117,4.98,1.0
"ASCC_14             ",80.00385802,35.22905658,171.77059711,-1.108,-0.56400492,-3.59743755,0.927376,1004.25092121,-15.06850226,7.68908143,0.67634851,0.83395645,3.35332804,32,3.62,0.999
"ASCC_18             ",81.33025179,0.36762755,202.39396825,-18.89,0.15634828,1.37329274,2.41504096,411.33421579,26.15758033,6.96652937,0.22809882,0.76179832,5.07672406,82,2.13,0.995
"ASCC_19             ",81.97812989,-1.8560224,204.78898604,-19.38,1.16771674,-1.18247821,2.80542177,352.07912043,11.65061088,6.87212467,0.22972958,0.51640519,9.30711743,61,1.98,1.0
"ASCC_20             ",82.19355425,1.72130405,201.59021723,-17.47,-0.5690951,0.75899004,2.73024842,361.20759548,27.88555658,7.09837246,0.1079708,0.47139122,8.64395005,194,4.12,0.993
"ASCC_21             ",82.21204038,3.60658547,199.8828505,-16.53,1.5323534,-0.57628365,2.90244259,340.73440964,10.16829406,6.83873701,0.13768683,0.70442617,11.05617115,116,2.75,1.0
"ASCC_23             ",95.02982828,46.68569526,167.4900251,14.39,1.07858876,-0.63605991,1.60932656,603.67282762,-13.25086514,8.46416616,0.17966793,0.66583881,21.3346729,194,3.31,0.997
"ASCC_24             ",97.26088906,-7.03519235,216.68856762,-8.165,-7.35355702,-2.88101932,4.72756672,209.76508315,35.99828722,7.50882268,0.39099787,0.47899516,5.83357086,18,7.08,0.985
"ASCC_27             ",103.51203969,-4.51159597,217.24517615,-1.476,-0.70465143,0.62480562,0.28057876,3093.00481716,"nan",7.72897339,3.28840196,2.46263719,8.28525119,51,4.19,0.954
"ASCC_28             ",103.45291027,-0.1287823,213.31714573,0.4694,-2.56918404,-2.428013,0.91907614,1039.73871055,48.98105424,7.9781239,0.30027463,0.4529935,3.51093826,25,7.72,0.998
"ASCC_29             ",103.58953286,-1.66867729,214.74986972,-0.1113,-0.99378007,-1.0505324,0.97071031,993.44651786,12.10932459,8.07814837,0.10661657,0.39912516,14.47895133,91,2.24,0.999
"ASCC_30             ",104.23729253,-6.21213759,219.08860179,-1.608,-1.57923518,-0.15666855,0.88755763,1060.38401827,15.53417802,8.20350361,0.33680458,0.8964681,11.3099033,88,3.59,0.999
"ASCC_33             ",105.45444654,-24.43701314,235.98124333,-8.74,-9.78093881,1.14338219,2.3235263,416.70785047,16.8788504,8.33320713,0.05557162,0.37202615,9.60590908,49,9.21,0.985
"ASCC_36             ",108.6233592,-21.10056525,234.29735131,-4.633,-2.24212769,2.00072473,1.01376607,952.98872005,16.0470875,8.10520649,0.17016807,0.37271044,5.63889517,29,3.18,0.993
"ASCC_45             ",124.14491525,-35.65482525,253.72109195,-0.1878,-2.86844439,3.18765398,0.24553392,3535.0290058,"nan",7.46660185,2.06079197,2.28116596,4.79361113,54,12.67,0.884
"ASCC_51             ",140.3967267,-69.8552943,286.58773674,-13.97,-7.61303782,7.96359467,1.81832702,544.83474207,8.7346691,8.09970093,0.07270944,0.34683238,19.46774937,172,5.21,0.999
"ASCC_52             ",141.8228284,-54.50968599,276.06605245,-2.657,-5.15363604,4.19896878,0.38863429,2349.71507909,6.73055538,8.4344058,1.03351206,1.11692351,3.79467954,39,13.56,0.979
"ASCC_58             ",153.70559195,-55.02031159,281.70492996,1.263,-13.301967,2.7601003,2.09626027,471.43809668,11.68279989,7.75597095,0.12798242,0.59088817,19.43184966,236,4.24,0.997
"ASCC_59             ",155.39603909,-57.67908029,283.95303862,-0.4378,-8.77797258,4.82179829,0.50127624,1913.30497299,"nan",9.65740967,0.33704804,0.41198607,3.04239277,12,3.36,0.882
"ASCC_60             ",158.17090211,-58.63124986,285.69880735,-0.4814,-5.43598496,2.5946494,0.18672286,4388.02094824,109.32080076,7.666291,2.63199222,3.12833714,7.76545007,146,6.88,0.037
"ASCC_61             ",161.59049343,-57.04482418,286.5227371,1.788,-7.96156497,3.60842687,0.33331991,2719.72272472,-19.78931122,9.08309031,0.49548896,0.69099066,19.48868674,167,2.95,0.976
"ASCC_62             ",162.76183505,-60.08322363,288.4471836,-0.6415,-6.39430819,2.08663854,0.40429437,2291.20499651,41.38309811,7.53004313,0.9074052,1.23726904,4.62418829,86,7.98,0.999
"ASCC_63             ",164.0968243,-60.47665098,289.21446606,-0.7059,-5.25427976,2.25131124,0.16473312,5115.94971348,17.94078338,8.61818027,2.29602528,2.364519,16.07524187,171,4.16,0.363
"ASCC_65             ",167.83398675,-61.16702171,291.15997526,-0.6042,-6.30891883,1.13289182,0.3819801,2387.22451536,4.17192021,6.80490303,1.08605421,1.92681897,6.36299733,66,2.6,0.966
"ASCC_66             ",168.34376049,-55.42612746,289.263473,4.822,-11.30001175,3.0046105,1.02918688,950.90684753,-8.81039784,7.96060228,0.29233563,0.59134606,5.87319675,49,1.28,0.807
"ASCC_67             ",175.37530127,-61.05654916,294.57101719,0.6748,-6.74072786,0.95755268,0.49314213,1884.62966784,"nan",7.63634229,0.58400285,0.77804595,10.60079154,78,4.6,1.0
"ASCC_69             ",181.59366412,-69.85703281,299.04262223,-7.326,-6.45409606,-1.89022098,1.3423262,726.69589916,4.67615707,7.86272621,0.60552713,0.28604971,6.76881817,38,10.69,0.999
"ASCC_71             ",185.1690943,-67.52149108,299.98870607,-4.826,-9.35821421,-1.36064864,0.78226603,1222.37045043,-14.30120359,8.32504606,0.74932903,0.57514217,17.0851755,147,3.52,0.999
"ASCC_72             ",193.76376292,-61.05354969,303.36979775,1.815,-5.25114745,-0.37080658,0.3123869,2878.7597798,-12.77776931,8.25167894,1.91785264,2.90162289,14.62847761,147,3.0,0.238
"ASCC_73             ",189.29220321,-67.21018149,301.5468539,-4.377,-11.48238799,-2.87602545,1.55051383,628.01129984,-20.24526526,8.19946527,0.20976344,0.77894616,11.45248292,80,6.36,0.996
"ASCC_75             ",206.93197947,-62.4524761,309.38873563,-0.2885,-2.63223099,-2.18660369,0.47568959,1976.15269486,"nan",8.01176929,1.54704767,1.39940315,7.20351302,36,5.09,0.983
"ASCC_77             ",212.69603971,-62.36042349,311.99031,-0.8924,-4.25715446,-3.16237868,0.87470636,1098.0431702,-16.42211428,7.83674169,0.69624913,0.94040072,20.10097025,220,2.82,0.999
"ASCC_79             ",229.36721461,-61.07482263,319.67947629,-3.044,-3.06871118,-4.00049408,1.18666478,816.38055552,-8.85988937,6.73967695,0.62529668,1.75026125,22.35109796,214,4.63,0.973
"ASCC_84             ",238.68273064,-60.71272864,323.5669228,-5.411,-1.35984231,-4.20060314,1.15191099,851.03464242,-1.96194839,7.46561384,0.77999344,0.47180845,3.79649723,13,1.59,0.942
"ASCC_85             ",251.92430697,-45.57210398,339.83354568,-0.3075,0.16324774,-4.10842346,1.13670081,852.49738503,8.01273128,8.09499693,0.52044892,0.64658409,20.66174166,201,5.22,1.0
"ASCC_87             ",255.69785201,-28.45807211,355.11587164,8.042,-1.21401017,-3.76971905,1.29819646,751.41860654,-0.21994449,8.63451099,0.43246703,1.02794147,10.41221912,90,3.73,0.993
"ASCC_88             ",256.85062355,-35.55640977,349.99941629,3.0,0.91135567,-3.28504204,1.10312782,872.94765245,-17.81535017,8.08216143,1.87654996,0.62793609,11.45384078,96,2.83,1.0
"ASCC_90             ",264.76196704,-34.81736389,354.26553406,-1.913,-1.52864961,-2.65506629,1.70642716,571.0344496,6.27788425,8.61197948,0.68440089,1.05110496,17.13616171,184,9.42,0.945
"ASCC_93             ",271.91260729,-22.28335608,8.2454042,-0.9464,1.39844125,3.4608463,0.45283924,1821.68428269,-5.39344212,9.65392399,4.22203445,2.63061035,5.78006806,40,2.5,0.127
"ASCC_94             ",273.92216203,-14.90845919,15.62646622,0.9337,-0.21310383,-1.11248401,0.60065837,1552.28516124,-9.44262971,6.93041539,1.94104439,2.27221274,7.93641575,85,5.09,0.972
"ASCC_95             ",274.0570994,-25.8321451,6.06525761,-4.365,-0.65366965,-2.1463447,0.83059175,1144.17378894,13.75669731,8.10593224,0.78544772,0.54903626,11.23206249,81,3.46,0.994
"ASCC_99             ",282.17181947,-18.38406542,16.16547486,-7.682,5.24745277,-1.30712533,3.28096245,298.96316195,-29.85613033,7.94974232,0.69083807,1.23878253,19.24533953,193,5.01,0.991
"ASCC_100            ",285.40308767,33.60094346,64.40553462,12.68,1.73216404,-3.45096553,2.75056451,360.3717288,-13.8464349,7.8121891,0.22926374,0.65819326,8.78245616,87,9.98,0.94
"ASCC_101            ",288.34468256,36.35990257,68.00063836,11.64,0.96745283,1.28139139,2.50979239,397.29552501,-18.1155724,8.27605438,0.09941535,0.38151522,21.06710304,224,4.55,0.993
"ASCC_104            ",294.6958354,18.61877529,54.82784124,-1.571,2.37216857,-3.77048625,2.46060966,407.9730496,-11.53186859,8.08528948,0.23151189,0.37019822,3.93737199,39,4.13,0.989
"ASCC_105            ",295.47160222,27.38609425,62.80833477,2.132,1.36975029,-1.61801442,1.77588144,553.35901037,-16.19158851,7.97047138,0.29599361,0.8450028,18.42512507,173,4.6,0.999
"ASCC_106            ",295.7915641,1.56308576,40.31747184,-10.76,0.80950719,-2.49344759,1.32684764,738.15506812,-15.38444805,8.08850145,1.21809649,0.57662097,9.05015254,50,5.4,0.996
"ASCC_107            ",297.15176841,21.97962092,58.89091481,-1.896,-0.1965861,-5.12175031,1.11467165,867.31472195,-10.37599586,7.38596678,1.4809323,1.50203907,11.54781008,88,2.38,0.997
"ASCC_108            ",298.38722026,39.34259987,74.40482717,6.017,-0.47504435,-1.72714394,0.83731149,1152.07895887,-8.81347575,8.27994585,0.3709195,1.15399367,23.7054574,305,7.51,0.999
"ASCC_110            ",300.72462084,33.52724535,70.40301505,1.39,0.29810052,-3.15930599,0.48983675,1892.11101437,-5.62738044,8.5500536,1.3288123,1.35912675,13.94851187,135,5.18,0.986
"ASCC_111            ",302.96058097,37.53095892,74.75722541,2.018,-1.14612856,-1.57601198,1.15987112,843.97450001,-14.19964618,7.8956635,0.67081201,1.2702359,17.55382944,163,3.51,0.997
"ASCC_113            ",317.96259567,38.54530468,82.82450625,-6.669,0.82781254,-3.68641795,1.77102656,557.41869802,-6.49254903,8.26482534,0.10802431,0.48163408,32.27412782,491,5.6,0.999
"ASCC_114            ",325.06281466,53.98983419,97.10953359,0.9942,-3.69805377,-3.47522941,1.06047174,917.60444455,-19.55419656,7.51233816,1.05556548,1.70343757,22.16186415,249,3.07,0.996
"ASCC_115            ",329.18989889,51.54924563,97.47818101,-2.477,-0.57674113,-0.6774558,1.28702126,753.44408579,-16.73561409,7.89088511,0.79653662,0.89952073,13.29149125,103,3.96,0.997
"ASCC_125            ",344.10169328,62.71052173,110.17408975,2.723,-0.54101369,-2.19665603,1.19127287,828.1774537,-23.13068919,6.56088281,3.82475233,2.44619787,11.85950766,114,0.84,0.967
"ASCC_127            ",347.30213146,65.18290876,112.46826356,4.409,7.4097292,-1.64539414,2.65542162,374.19344177,-16.98492958,7.08511949,0.29403377,0.66480523,23.63704139,247,6.47,0.994
"ASCC_128            ",350.16142318,54.57336087,109.93465916,-5.991,1.18459377,0.11348822,1.50305436,657.04403971,-14.48548655,8.04449463,0.32496081,0.56474447,17.25490106,203,9.3,0.996
"AT_4                ",126.03292919,-8.37472945,231.59198787,16.26,-8.32148031,4.25150671,2.23427114,439.28124237,31.37407368,8.12374115,0.45417856,0.61993536,8.24274778,37,5.1,0.99
"AT_21               ",15.09786677,55.4063363,124.21335673,-7.443,-4.4384688,-2.06470001,0.75957632,1232.90469086,-33.13723104,8.56594038,0.80680063,0.67205244,21.173493,196,3.63,0.999
"Alessi_2            ",71.55704798,55.18407081,152.32718371,6.336,-0.92788467,-1.09450772,1.61778808,604.13498773,-10.27452212,8.42129803,0.57246116,0.75252351,21.77867105,249,4.72,0.998
"Alessi_3            ",109.18670262,-46.6802815,257.93553227,-15.33,-9.79326553,11.91590602,3.57475101,276.57916812,0.31662029,8.79626179,0.10768729,0.43477261,17.94989568,186,5.38,0.994
"Alessi_5            ",160.90215568,-61.11150292,288.10772508,-1.974,-15.39980212,2.54393446,2.49661468,391.82404231,13.4098603,7.75101423,0.40273076,0.72764495,22.03612038,571,2.49,0.996
"Alessi_6            ",220.01119543,-66.13669172,313.62142014,-5.545,-10.5427092,-5.53471575,1.12589586,861.38532994,-14.86233532,8.56290054,0.66975507,0.60424268,20.85475658,203,3.25,0.999
"Alessi_8            ",232.29794019,-51.31186297,326.39548226,4.228,-6.01604411,-5.70180938,1.48175326,654.17680739,-32.5475861,8.00299692,0.26867563,0.61618856,12.21004577,93,4.78,0.994
"Alessi_9            ",265.64238701,-46.74400774,344.40010597,-8.718,9.83087271,-9.15089576,4.7782839,208.38820511,-8.72934704,8.61408138,0.11551197,0.40461493,25.15507484,310,3.26,0.989
"Alessi_10           ",301.23229292,-10.52874723,31.62290379,-21.05,1.45355658,-7.90176935,2.21861779,436.32031951,-17.60104437,8.027174,0.33750845,0.94742206,19.8701568,194,3.29,0.583
"Alessi_12           ",310.87081617,23.53846771,67.2140733,-11.6,4.27743198,-4.70168761,1.84312957,538.85036584,1.24427814,8.08630848,0.13698338,0.91572633,28.83247036,425,6.05,0.997
"Alessi_13           ",51.99294197,-35.77331776,237.42675241,-55.76,35.49917422,-4.18381758,9.50232977,104.24535617,18.01721706,7.393538,0.15583833,0.59563634,18.7789209,167,9.42,0.974
"Alessi_17           ",113.85198536,-15.09840827,231.35849985,2.583,-1.45556271,1.57369374,0.21530321,3921.42210836,"nan",8.37977695,0.88596717,0.874468,8.93803773,49,2.2,0.999
"Alessi_19           ",274.53414341,11.89734723,39.9315049,12.72,-1.00949089,-7.07447577,1.70890607,574.55640179,-7.8659828,7.5626471,0.34209728,0.94778678,19.52476934,164,6.7,0.981
"Alessi_20           ",2.64349963,58.75651282,117.64268503,-3.695,8.11665663,-2.42720655,2.34311811,424.30598973,-9.30528826,6.82561517,0.64700937,1.50750923,24.19854471,252,2.86,0.955
"Alessi_21           ",107.59181197,-9.31830449,223.37327306,-0.07887,-5.50066881,2.65336184,1.744357,560.75473983,37.49107374,7.89963984,0.15350965,0.74733013,21.87208398,279,4.8,0.999
"Alessi_22           ",357.17231417,36.2292495,109.01351062,-24.94,-4.36440222,-12.79173196,2.80401571,353.91774322,-5.50662603,8.82722998,0.3017776,0.65492627,8.91442092,49,8.2,0.916
"Alessi_24           ",260.97843601,-62.81755799,328.9275024,-14.72,-0.42996834,-8.9625486,2.04210128,476.72721464,9.59254084,7.99862313,0.15915762,0.53082901,25.14296542,371,3.41,0.993
"Alessi_31           ",267.74826086,-11.85713699,15.36013654,7.664,-1.13021751,-4.16682254,1.47343238,658.25911252,3.51383454,8.17509556,2.23367572,2.50270295,23.0386517,261,4.04,0.833
"Alessi_33           ",105.70988129,-26.36541844,237.84087733,-9.372,-3.21772184,3.48827087,1.24872351,778.58715185,34.10693915,7.19573402,0.1389498,0.73394203,17.49827869,194,4.51,1.0
"Alessi_34           ",120.06233695,-50.65517502,264.88178872,-10.71,-5.00965612,5.74321484,2.04510092,485.50543683,12.33011224,7.31484222,0.55504641,1.09052801,26.46343481,857,8.55,0.988
"Alessi_36           ",106.56512637,-37.59593941,248.54408174,-13.45,-9.66925079,7.04613948,3.59823773,275.30920108,14.54595345,7.460958,0.14324875,0.57815439,18.34721617,198,2.82,0.998
"Alessi_37           ",341.97069106,46.2901708,101.71371932,-11.43,0.33477628,-1.6431948,1.38382364,713.71222825,-13.90956537,8.0958004,0.41144133,1.15290177,28.35388111,396,11.02,0.997
"Alessi_40           ",279.27070851,-19.16822916,14.2268735,-5.572,-2.41786641,-6.41923659,1.73719738,563.70109401,-3.71775955,8.08934164,1.22234273,1.58134466,20.06609159,290,3.95,0.998
"Alessi_43           ",132.57641692,-41.69151493,262.48437606,1.499,-5.54914034,3.95372293,1.06073196,917.8301474,18.81699999,6.64118767,1.12849057,2.34273291,24.11033118,519,3.53,0.656
"Alessi_50           ",95.51796224,21.07346545,190.90722696,3.316,0.26731158,1.274588,0.30146864,2971.61267835,22.4356809,9.28571606,1.17855167,0.68932194,15.44617951,133,2.7,0.959
"Alessi_53           ",97.35196741,9.17805141,202.26079047,-0.6643,0.36070216,-0.23784014,0.16218367,4854.10747644,51.28165515,8.67382717,1.7758683,1.68204862,3.45725254,62,1.35,0.745
"Alessi_60           ",105.61974383,-1.11998444,215.18842683,1.945,-0.83842661,-0.64284007,0.33336433,2639.70880795,55.00975526,8.68440294,0.4795706,0.78678164,14.12931462,178,4.21,1.0
"Alessi_62           ",283.96256779,21.60735561,52.79917883,8.742,0.29110829,-1.13262531,1.62215478,606.34323447,13.66099612,8.62882757,0.86532989,1.0344348,25.1019339,285,3.59,0.995
"Alessi_72           ",106.53652935,-16.06804913,228.90182124,-4.092,-3.06913432,1.74547025,0.76157569,1247.73735478,31.25802404,7.70559502,0.52497718,0.668641,12.82706089,80,7.35,1.0
"Alessi_84           ",110.51006607,55.38448205,161.82334628,26.27,-3.11963227,-31.44680714,5.03742511,198.3006966,8.74227479,8.06849861,0.06679945,0.30889596,16.75974793,128,6.57,0.998
"Alessi_94           ",5.26858208,46.53083994,117.50641801,-16.02,-6.36493264,-5.08297854,1.78121824,553.26625076,-16.81670858,8.26405001,0.11903414,0.56574363,12.32610808,86,7.26,0.994
"Alessi_96           ",75.48517133,37.4875441,167.79530873,-2.705,0.97122682,-12.56138455,3.05336168,322.48286952,11.58888325,8.31574488,0.3618497,1.13752335,26.48039713,339,5.05,0.996
"Alessi_116          ",310.24437129,20.06965092,63.99662728,-13.18,-6.26736712,-9.23164303,1.06674119,902.02228583,23.62156294,9.03931665,0.13250001,0.44783814,19.09745184,198,7.02,0.991
"Alessi_144          ",112.59175546,5.71678329,212.23353985,11.25,-2.65314706,-1.49730385,1.15444748,827.86672439,19.14450939,8.10670805,0.08115736,0.34630644,7.37984624,56,4.34,0.989
"Alessi_161          ",283.78895209,12.32006789,44.34091842,4.772,-0.58763807,-1.39871889,0.57182449,1641.50419263,8.58479079,8.34929657,1.08683527,0.59002432,15.63092033,157,3.55,0.999
"Alessi_170          ",100.45645653,-5.23928191,216.51093542,-4.519,-0.10774825,-3.10942177,0.69817744,1354.75496456,0.20938781,8.73384666,0.73914191,0.6178917,19.30709489,205,5.65,0.999
"Alessi_190          ",238.7476695,-47.61920524,331.98011362,4.631,-6.63206353,-4.15203178,1.75393213,553.92953729,-17.93801112,8.2419939,0.77359697,1.64046508,19.19533579,166,3.71,0.995
"Alessi_191          ",282.13497588,22.06131497,52.47421942,10.47,-1.04936,3.02956496,0.97924935,983.01914713,-8.9891526,8.98135662,0.4503831,0.67729193,3.76652695,45,2.21,0.477
"Alessi_80B          ",268.13156807,-38.67051789,352.3577212,-6.215,2.89143006,-1.74864681,0.79121653,1177.26134787,-16.55551097,7.46800375,0.64201662,1.22677606,13.84451412,112,4.31,0.994
"Alessi_J0601.6+3531 ",90.39744412,35.52551595,176.0061486,6.238,0.61263774,-1.74436145,0.5871742,1601.18503416,"nan",8.41489172,1.28001189,0.54025462,6.98437427,21,2.45,1.0
"Alessi_J0622.4+2114 ",95.59320864,21.24941095,190.78418437,3.46,-0.3096134,-0.1269062,0.29661774,2901.38354339,31.48310997,8.58111763,1.1856578,0.74870786,7.49308438,26,1.79,1.0
"Alessi_J1933.7+1147 ",293.4332191,11.79094954,48.26072567,-3.824,-1.36320111,-6.19949289,1.01629269,942.96258965,-2.97520662,7.50973678,0.30316772,0.58175269,4.17924787,33,2.43,1.0
"Alessi_J2327.0+55   ",352.05091731,55.61456581,111.30655856,-5.367,-2.03118308,-1.55035061,0.52334727,1814.33941655,"nan",8.21690416,0.89111862,0.49049444,4.01240757,23,1.94,0.995
"Alessi-Teutsch_3    ",118.28551424,-53.00078285,266.42434763,-12.81,-5.33765684,8.94532612,1.42082881,686.99990312,10.65369214,8.01295662,0.51126337,1.08912516,17.11991353,138,4.68,0.998
"Alessi-Teutsch_5    ",332.04315074,61.05242842,104.43749414,4.187,-1.88004866,-3.32851401,1.12570903,875.51991311,-22.7733176,6.80611205,0.91197181,1.29254144,11.74491498,108,2.27,0.997
"Alessi-Teutsch_8    ",180.70298318,-60.95324402,297.06192721,1.363,-6.64474481,1.67218531,0.98931447,976.74233682,-23.68024471,8.12615252,0.48164727,0.77557376,28.51513975,442,3.19,1.0
"Alessi-Teutsch_9    ",51.86276858,34.88647655,155.77690936,-17.85,-1.85298118,-1.3587419,1.50734992,648.03083294,-16.80636544,7.89134955,0.70197535,1.09454197,19.61973552,200,12.19,0.997
"Alessi-Teutsch_10   ",56.3306327,29.74158911,162.2702087,-19.55,2.67074524,-5.23827268,2.49089732,392.59858726,18.2031417,6.53446889,0.6621508,1.25116998,4.9703966,85,1.47,0.998
"Alessi-Teutsch_11   ",304.10168931,52.07425148,87.44628381,9.293,-0.12882409,-1.30287825,1.53674479,639.42031972,-27.81079005,8.25522614,0.10428122,0.56995916,20.99995321,203,2.36,0.998
"Alessi-Teutsch_12   ",255.41145475,-59.00764117,330.61079779,-10.35,-2.31265884,-8.98515317,1.64361078,596.09348111,-5.20709788,8.02069092,0.20317242,0.45060098,10.88641352,104,4.76,0.999
"Andrews-Lindsay_5   ",281.07817144,-4.92992738,27.73316764,-0.666,-0.91643153,-3.65578094,0.21280241,3857.78867782,71.90237305,8.03534842,4.42139912,2.74071372,12.61707904,154,1.87,0.036
"Antalova_1          ",262.21135724,-31.61441196,355.79638292,1.618,-0.25064898,-2.72738501,0.65214522,1440.57831898,"nan",7.38932753,1.76428908,0.3906146,6.85880934,22,2.11,0.998
"Antalova_2          ",262.44418977,-32.55098917,355.12436767,0.9362,2.02473755,-1.48742901,0.8747283,1119.0843381,-15.54878298,6.92275405,1.59548366,1.92972666,6.09568036,39,1.77,0.795
"Archinal_1          ",283.70852293,5.54980035,38.25900692,1.775,-0.27274706,-1.86232523,0.51161292,1703.2528744,48.37958131,6.98827052,6.00093675,2.64292097,12.15304074,118,2.6,0.767
"Auner_1             ",106.06351519,-19.7468929,231.99245586,-6.156,-0.30392869,0.99006029,0.10017103,6836.53118159,133.43894798,9.09114122,1.61165011,1.94648784,12.47494076,66,2.87,0.201
"Aveni-Hunter_1      ",354.26258138,48.49009576,110.42579699,-12.57,0.03797173,-2.74081342,2.36119059,415.64419966,-10.22333922,7.05556083,0.46661042,1.45450324,19.60382796,197,9.47,0.451
"BDSB_30             ",333.66292652,61.44353163,105.30225529,4.06,-1.39947208,-2.86844749,1.12628485,869.08353347,-15.02088983,6.91880655,3.07795811,2.60193217,12.26903633,97,1.09,0.365
"BDSB_82             ",93.73365452,12.34906477,197.79069871,-2.314,-0.29081099,-0.41105212,0.2520344,3636.62405845,"nan",8.43811321,2.1521194,2.55274045,4.04020192,96,5.98,0.216
"BDSB_91             ",96.31552174,-10.55788755,219.47291922,-10.56,-3.12540277,1.22884191,1.04861601,877.78441707,41.43976513,6.65378261,1.55133981,2.2014668,10.68925819,73,1.04,0.744
"BDSB_93             ",104.29515076,-8.19506888,220.8812698,-2.46,-2.33173772,1.24762259,0.72199479,1283.2719246,20.90855806,6.86494923,1.22394103,2.23836935,9.08652217,55,4.6,0.467
"BDSB_96             ",106.33162133,-12.32451056,225.4743637,-2.56,-3.66129557,0.99636935,0.86457185,1106.81649468,15.6128784,6.82653713,0.96888766,1.79156804,6.6513942,117,6.24,0.815
"BDSB_124            ",280.80150952,-3.62580196,28.76715149,0.1753,-1.45745457,-3.82577287,0.29140911,3062.0046897,82.4302913,7.93894696,5.03122973,2.50914812,9.855638,71,3.41,0.333
"VDBH_19,BH_19      ",121.7684795,-32.35786541,249.8842556,-0.02377,-2.85514253,3.58770052,0.21555727,4029.27625542,86.59579505,8.54057837,2.33586788,1.96643084,13.85556377,152,3.49,0.957
"VDBH_23,BH_23      ",123.44775389,-36.3562227,253.99067743,-1.047,-7.18300529,7.31683038,2.29564436,427.45315126,21.61047085,6.9735961,0.11152406,0.51698512,27.44590458,300,8.52,0.999
"VDBH_37,BH_37      ",128.94934769,-43.60432864,262.34131652,-1.78,-3.50526634,3.98634855,0.24887994,3587.02656263,66.08973917,7.97583079,3.73191094,2.12089133,18.7000607,146,2.48,0.981
"VDBH_54,BH_54      ",132.41172498,-44.35319866,264.46749308,-0.2805,-4.80949711,5.32248076,0.43458542,2131.58165962,35.00795171,6.553936,3.11015677,2.52476788,12.81529304,74,2.77,0.589
"VDBH_55,BH_55      ",134.04050267,-39.52239231,261.52904943,3.742,-3.93036366,3.12580595,0.22254601,4052.47459383,38.76121684,8.76876497,2.02242148,2.24295592,19.0819316,177,4.73,0.314
"VDBH_56,BH_56      ",134.3693655,-43.22044909,264.50649957,1.53,-5.51675305,5.39024588,1.10348162,879.94699454,13.22630087,6.87880206,0.66675341,1.75215667,24.02046843,302,3.65,0.969
"VDBH_66,BH_66      ",141.31666874,-54.71944957,276.0011742,-3.012,-4.13635863,3.60996135,0.12271351,6322.37081364,58.90031048,8.43686533,1.97237867,2.49395311,15.13425545,407,6.25,0.268
"VDBH_67,BH_67      ",141.68430393,-51.27311496,273.76198733,-0.3815,-3.68262243,2.87070241,0.10926801,6937.46890375,56.58767321,7.85249734,3.49916005,1.42460328,3.45402358,38,1.9,0.967
"VDBH_72,BH_72      ",142.8419768,-53.04170424,275.49403135,-1.177,-4.53005284,3.35397406,0.17489661,4506.27716779,52.38808574,8.23370647,2.73829222,1.72316664,15.39732944,123,3.12,0.972
"VDBH_73,BH_73      ",142.98187661,-50.22324762,273.63730425,0.9454,-3.61920396,2.32942035,0.15484523,5091.23909689,"nan",8.72558594,3.20126581,1.54171211,11.40261392,101,1.49,0.978
"VDBH_75,BH_75      ",143.80069106,-54.62675864,276.98444758,-1.96,-6.21770642,4.11835962,0.38841906,2264.41776862,38.88751435,7.97849202,1.61099458,2.52434886,8.32382352,119,9.22,0.944
"VDBH_78,BH_78      ",145.95099011,-56.57429224,279.18553019,-2.616,-3.7543452,2.78585789,0.11535269,6247.44898979,26.5195483,8.23104143,3.7262156,1.72071654,9.58203388,65,1.64,0.195
