fname,N_clust,N_clust_max
cwnu1188,nan,28
hsc242,nan,62
cwnu2325,nan,97
ryu911,nan,50
cwnu3239,nan,39
hsc294,nan,35
hsc295,nan,83
cwnu2584,nan,51
cwnu3930,nan,81
ryu912,nan,50
hsc296,nan,25
cwnu1387,nan,36
hsc297,nan,25
hsc298,nan,29
cwwdl14664,nan,89
oc0057,nan,28
hsc299,nan,1000
theia1841,nan,107
hsc301,nan,25
cwnu3223,nan,119
hsc282,nan,25
ryu917,nan,50
ryu918,nan,50
cwnu3845,nan,222
hsc302,nan,115
ryu921,nan,50
ryu269,nan,50
theia12,nan,142
ryu922,nan,50
hsc304,nan,104
cwnu3612,nan,104
cwnu1245,nan,70
upk38,nan,61
cwnu4121,nan,158
oc0058,nan,25
hsc307,nan,25
hsc308,nan,25
oc0059,nan,38
cwwdl14646,nan,38
cwnu387,nan,81
ubc1046,nan,65
hsc313,nan,25
oc0060,nan,30
upk40,nan,34
oc0061,nan,41
cwnu4686,nan,235
upk39,nan,190
cwwdl14652,nan,115
cwwdl14542,nan,62
cwnu4763,nan,469
ubc1047,nan,38
oc0062,nan,30
cwnu4712,nan,353
upk41,nan,276
oc0063,nan,25
ubc356,nan,175
cwwdl14312,nan,56
cwwdl13484,nan,49
ubc575,nan,107
ubc1048,nan,53
cwnu2624,nan,48
cwnu2297,nan,116
cwwdl14647,nan,35
hsc315,nan,110
ubc1049,nan,174
hsc316,nan,25
cwnu1012,nan,107
cwnu4292,nan,91
cwnu3671,nan,85
cwwdl2352,nan,62
oc0064,nan,100
hsc318,nan,25
fof2172,nan,54
ubc1050,nan,34
cwnu3363,nan,93
ubc113,nan,221
cwwdl556,nan,59
hsc320,nan,52
cwnu3400,nan,97
hsc321,nan,41
hsc322,nan,25
cwnu236,nan,97
fof1241,nan,149
ocsn8,nan,96
cwnu3643,nan,109
cwwdl13485,nan,51
cwnu4782,nan,33
cwnu4560,nan,233
cwnu1061,nan,62
cwnu3820,nan,34
cwnu1370,nan,36
cwnu4487,nan,109
ubc357,nan,92
hsc323,nan,39
cwnu4827,nan,115
hsc324,nan,25
hsc325,nan,28
cwnu4478,nan,139
hsc327,nan,25
hsc328,nan,25
hsc329,nan,41
cwnu4678,nan,102
theia202,nan,44
ubc576,nan,37
cwwdl14117,nan,43
ubc114,nan,109
cwnu4696,nan,239
cwnu2810,nan,68
cwnu3502,nan,161
cwnu1168,nan,41
hsc330,nan,36
ubc1595,nan,38
cwnu1901,nan,25
lisciii3263,nan,230
upk42,nan,165
cwnu2753,nan,41
cwnu262,nan,43
hsc332,nan,27
cwnu4821,nan,216
hsc333,nan,25
hsc334,nan,25
theia5347,nan,55
cwnu245,nan,185
cwnu4863,nan,156
oc0065,nan,46
hsc336,nan,25
hsc337,nan,25
cwnu4815,nan,80
hsc338,nan,1000
oc0066,nan,49
hsc339,nan,25
cwnu4851,nan,125
hsc340,nan,25
oc0067,nan,40
cwnu4203,nan,71
cwnu1577,nan,32
cwnu1936,nan,28
theia1140,nan,36
cwnu313,nan,48
upk46,nan,63
upk45,nan,104
cwwdl14314,nan,51
lisciii3449,nan,1000
cwnu4496,nan,276
hsc345,nan,28
ubc1051,nan,128
theia1957,nan,147
cwnu1919,nan,30
cwnu4788,nan,77
hsc346,nan,25
cwnu4805,nan,120
hsc347,nan,44
cwnu60,nan,156
hsc348,nan,52
hsc343,nan,25
hsc349,nan,30
cwnu4113,nan,162
hsc350,nan,46
hsc351,nan,33
hsc353,nan,27
ubc1052,nan,59
cwnu4784,nan,200
hxwhb13,nan,72
cwnu1369,nan,36
cwnu1499,nan,49
hsc354,nan,25
hsc355,nan,32
cwnu4481,nan,79
cwnu1792,nan,35
theia622,nan,25
cwnu2228,nan,224
oc0068,nan,25
cwnu4803,nan,124
hsc356,nan,25
cwnu165,nan,57
cwnu2633,nan,48
fof597,nan,132
cwwdl3112,nan,128
hsc358,nan,1000
upk50,nan,100
cwwdl14442,nan,76
oc0069,nan,27
cwwdl5759,nan,38
cwnu2603,nan,107
ubc1053,nan,110
hsc359,nan,91
theia3455,nan,31
cwnu3994,nan,142
cwnu2694,nan,83
cwnu181,nan,54
cwnu1149,nan,25
hsc361,nan,47
cwnu2647,nan,94
hsc363,nan,25
hsc365,nan,25
hsc366,nan,25
ubc118,nan,156
cwwdl12631,nan,68
ubc14,nan,80
cwwdl14526,nan,49
upk51,nan,138
hsc368,nan,25
ocsn9,nan,222
cwnu120,nan,99
theia7028,nan,32
hsc369,nan,25
ubc1054,nan,43
hsc370,nan,88
cwnu4263,nan,140
ubc359,nan,79
hsc371,nan,25
ocsn10,nan,140
hsc373,nan,25
cwnu4024,nan,80
hsc374,nan,28
hsc375,nan,25
cwnu3186,nan,102
cwwdl13493,nan,48
hsc376,nan,25
hsc379,nan,25
cwnu2581,nan,113
cwwdl4494,nan,62
ubc119,nan,113
cwnu2706,nan,43
hsc380,nan,25
cwnu1518,nan,48
hsc382,nan,25
cwnu3498,nan,59
theia896,nan,59
hsc384,nan,40
cwwdl12632,nan,89
oc0070,nan,35
cwnu1822,nan,33
cwnu4410,nan,79
ubc1055,nan,76
cwnu3626,nan,179
cwnu2024,nan,27
cwnu4458,nan,364
hsc385,nan,25
hsc386,nan,57
cwnu1074,nan,35
upk52,nan,25
ubc1596,nan,25
cwnu3935,nan,212
hsc387,nan,41
hsc388,nan,25
cwnu4320,nan,536
cwnu166,nan,52
hsc389,nan,25
cwwdl14229,nan,46
ubc120,nan,95
hsc381,nan,288
cwnu3919,nan,145
cwnu1893,nan,25
oc0071,nan,78
hsc391,nan,32
cwnu3196,nan,147
hsc392,nan,25
oc0072,nan,44
hsc393,nan,42
cwnu4260,nan,197
oc0073,nan,28
hsc390,nan,33
ubc1056,nan,53
cwnu235,nan,72
hsc394,nan,25
ubc1057,nan,174
oc0074,nan,32
cwnu4382,nan,69
hsc396,nan,134
cwnu4259,nan,199
hsc397,nan,48
cwnu3178,nan,56
cwnu4639,nan,231
cwwdl4495,nan,44
ubc360,nan,100
theia236,nan,25
cwnu2353,nan,25
ubc121,nan,161
cwwdl2361,nan,73
cwnu1186,nan,25
cwnu2630,nan,48
hsc398,nan,41
hsc399,nan,25
cwnu3260,nan,107
cwnu4286,nan,96
cwnu4695,nan,194
cwnu4647,nan,95
theia242,nan,65
hsc401,nan,25
cwnu206,nan,51
hsc402,nan,25
cwnu1575,nan,32
ocsn11,nan,134
cwnu4667,nan,108
hsc403,nan,41
cwnu307,nan,78
ubc1058,nan,94
cwnu1556,nan,32
hsc404,nan,25
cwwdl14443,nan,41
upk53,nan,209
hsc405,nan,33
fof1692,nan,152
hsc406,nan,57
upk54,nan,117
cwwdl14632,nan,32
hsc407,nan,144
theia1928,nan,60
cwnu4403,nan,117
lisciii3785,nan,156
upk55,nan,100
cwnu3373,nan,158
hsc408,nan,51
cwnu4398,nan,54
hsc409,nan,25
cwnu537,nan,60
cwnu1591,nan,32
cwnu4401,nan,57
cwnu3979,nan,79
ubc1059,nan,44
cwnu1209,nan,25
cwwdl2824,nan,68
ubc122,nan,196
hsc410,nan,25
cwnu3933,nan,140
cwnu1700,nan,28
cwnu4442,nan,112
cwnu1255,nan,25
hsc411,nan,72
ocsn12,nan,216
cwnu4819,nan,35
hsc415,nan,35
cwwdl9918,nan,91
ubc361,nan,72
cwnu4447,nan,121
cwnu4287,nan,93
hsc412,nan,37
oc0075,nan,25
cwnu4304,nan,84
theia247,nan,190
hsc413,nan,36
cwnu4416,nan,112
cwnu1052,nan,28
hsc416,nan,25
cwnu2386,nan,81
oc0076,nan,38
cwnu4249,nan,30
cwnu1269,nan,25
cwnu259,nan,91
cwnu1713,nan,38
hsc419,nan,66
hsc421,nan,25
hsc422,nan,25
cwnu3910,nan,135
cwnu4123,nan,52
upk56,nan,113
theia180,nan,76
hsc425,nan,25
cwnu4791,nan,62
cwnu4609,nan,150
hsc426,nan,41
hsc427,nan,85
ubc27,nan,112
hsc428,nan,25
theia817,nan,120
hsc429,nan,26
theia3886,nan,38
cwnu122,nan,120
theia836,nan,110
ubc1060,nan,81
hsc430,nan,25
hsc431,nan,28
cwnu3914,nan,106
cwnu4439,nan,78
cwnu1634,nan,41
ubc577,nan,25
hsc432,nan,34
theia745,nan,25
upk57,nan,28
ubc1597,nan,33
hsc433,nan,29
hsc434,nan,29
cwnu4767,nan,473
cwnu1285,nan,68
ubc1061,nan,91
cwnu3987,nan,165
oc0077,nan,32
fof2339,nan,132
theia1796,nan,153
cwnu534,nan,438
cwnu2713,nan,80
hsc435,nan,25
hsc436,nan,86
cwnu3632,nan,277
cwwdl3274,nan,43
hsc437,nan,25
cwnu3412,nan,149
hsc438,nan,50
hsc440,nan,27
hsc441,nan,132
ubc26,nan,479
ubc1062,nan,96
cwwdl14658,nan,57
hsc448,nan,163
ubc123,nan,133
cwnu3408,nan,57
hsc443,nan,55
hsc444,nan,43
oc0078,nan,35
hsc445,nan,25
lisciii3755,nan,320
cwnu4659,nan,68
cwwdl14675,nan,33
ubc1063,nan,76
upk62,nan,69
cwwdl14474,nan,40
theia553,nan,188
cwnu1521,nan,48
oc0079,nan,38
cwnu4579,nan,169
hsc446,nan,25
cwnu4708,nan,189
cwnu3766,nan,35
hsc447,nan,46
upk64,nan,33
hsc449,nan,99
hsc450,nan,47
cwnu4810,nan,99
hsc451,nan,25
hsc460,nan,25
cwnu4576,nan,101
cwnu1552,nan,32
oc0080,nan,33
upk65,nan,75
oc0081,nan,64
ubc124,nan,141
cwnu1852,nan,25
oc0082,nan,40
cwnu4070,nan,47
cwnu1386,nan,56
hsc452,nan,39
hsc454,nan,25
ocsn13,nan,545
oc0083,nan,86
theia38,nan,1000
hsc455,nan,34
cwnu2391,nan,25
upk66,nan,105
cwnu3779,nan,36
cwnu134,nan,57
cwnu1827,nan,33
ubc125,nan,96
cwnu3394,nan,70
cwwdl14230,nan,48
theia738,nan,25
cwnu3825,nan,104
hsc456,nan,31
theia978,nan,66
cwnu4818,nan,53
cwnu4217,nan,63
cwnu2184,nan,25
oc0084,nan,62
ubc126,nan,65
fof313,nan,185
hsc457,nan,56
hsc458,nan,25
cwnu3822,nan,34
cwnu2247,nan,25
upk71,nan,64
upk70,nan,43
hsc461,nan,34
hsc462,nan,25
ocsn14,nan,105
cwnu2674,nan,88
hsc463,nan,32
fof1281,nan,86
hsc464,nan,25
hsc465,nan,25
ubc1064,nan,138
cwwdl558,nan,75
cwnu4397,nan,108
hsc466,nan,25
hsc467,nan,25
theia316,nan,86
hsc469,nan,25
theia3721,nan,47
cwnu4233,nan,48
hsc470,nan,26
hsc471,nan,25
ubc1065,nan,27
fof321,nan,211
oc0085,nan,40
upk72,nan,176
cwnu2437,nan,70
cwnu4032,nan,278
upk73,nan,25
oc0086,nan,25
cwnu2106,nan,25
hsc473,nan,25
ocsn15,nan,147
theia228,nan,61
cwnu1289,nan,40
upk74,nan,38
cwnu412,nan,73
ubc1066,nan,78
cwnu4591,nan,133
cwnu440,nan,65
cwnu2240,nan,25
cwnu1813,nan,33
hsc475,nan,27
hsc476,nan,25
hsc477,nan,25
hsc478,nan,105
cwnu4415,nan,50
cwnu4581,nan,92
cwnu3903,nan,107
cwnu4087,nan,145
hsc479,nan,25
hsc480,nan,57
cwnu4873,nan,44
cwnu1583,nan,32
hsc482,nan,25
hsc483,nan,25
cwnu373,nan,60
cwwdl559,nan,78
fof2123,nan,94
oc0087,nan,27
theia2921,nan,25
cwnu4853,nan,203
cwnu2258,nan,209
ubc1067,nan,96
cwnu2802,nan,25
cwwdl14062,nan,86
cwnu4094,nan,105
hsc485,nan,53
theia1754,nan,64
cwnu4222,nan,57
cwnu4838,nan,50
cwnu2167,nan,25
cwnu2592,nan,49
cwnu4822,nan,42
ubc1068,nan,34
cwnu3936,nan,138
theia2395,nan,100
hsc486,nan,44
hsc487,nan,25
hsc474,nan,86
cwnu2364,nan,88
cwnu4186,nan,204
hsc488,nan,25
cwnu1564,nan,44
hsc489,nan,40
cwnu4209,nan,67
ubc1069,nan,68
cwnu4247,nan,32
cwwdl2418,nan,48
cwnu2504,nan,25
cwnu2976,nan,47
hsc490,nan,30
cwnu1066,nan,35
hsc491,nan,25
cwnu1152,nan,40
hsc492,nan,35
cwnu4091,nan,60
hsc493,nan,25
hsc494,nan,28
cwnu3858,nan,201
hsc496,nan,25
cwnu1918,nan,30
hsc497,nan,40
cwnu1109,nan,25
hsc498,nan,25
cwnu1992,nan,25
cwnu4864,nan,92
cwnu393,nan,62
cwnu3861,nan,137
hsc499,nan,25
cwnu2283,nan,123
theia333,nan,73
upk77,nan,25
cwnu1578,nan,44
cwnu4584,nan,42
cwnu4386,nan,112
upk78,nan,80
hsc501,nan,25
hsc502,nan,61
cwnu4194,nan,76
cwnu2758,nan,73
cwnu3918,nan,179
cwnu1520,nan,33
cwnu1834,nan,33
theia2421,nan,77
upk79,nan,45
cwnu359,nan,62
cwnu2278,nan,25
cwnu2005,nan,27
cwnu153,nan,65
cwnu2645,nan,94
hsc504,nan,25
cwnu4248,nan,31
ocsn16,nan,241
cwnu47,nan,65
hsc505,nan,33
hsc506,nan,26
cwnu4418,nan,120
cwnu3160,nan,219
upk80,nan,78
cwnu4239,nan,42
cwnu3082,nan,62
hsc509,nan,117
cwnu4003,nan,214
cwnu4722,nan,150
lisciii3732,nan,113
cwwdl14618,nan,35
cwnu2571,nan,52
cwnu4515,nan,241
upk82,nan,142
ocsn249,nan,100
cwwl3595,nan,81
fof2417,nan,113
cwnu2414,nan,75
cwnu511,nan,54
cwnu3495,nan,120
hsc510,nan,31
hsc507,nan,35
cwnu4794,nan,53
ocsn17,nan,62
theia269,nan,55
theia314,nan,101
ubc129,nan,348
cwwdl14402,nan,76
hsc511,nan,25
cwnu1363,nan,36
cwnu2682,nan,44
cwnu2742,nan,41
cwnu1753,nan,36
cwnu1286,nan,40
cwwdl10077,nan,33
cwnu3604,nan,96
ocsn18,nan,129
hsc512,nan,25
cwnu3988,nan,196
cwnu4886,nan,95
ubc130,nan,142
cwwdl10030,nan,115
cwwdl14281,nan,56
cwnu3971,nan,182
cwnu4807,nan,105
upk84,nan,60
hsc513,nan,51
cwnu1705,nan,43
cwwdl12973,nan,51
ocsn19,nan,164
cwnu370,nan,80
cwnu3104,nan,66
cwwdl8132,nan,68
ubc1070,nan,46
cwnu1481,nan,49
upk85,nan,41
cwwdl12234,nan,43
cwwl3012,nan,123
ocsn296,nan,91
cwnu1367,nan,57
hsc514,nan,29
hsc508,nan,62
hsc515,nan,25
hsc516,nan,42
cwnu1558,nan,46
upk88,nan,56
cwnu2011,nan,27
cwwdl14017,nan,76
cwnu3925,nan,123
cwnu3118,nan,113
cwwdl10098,nan,49
cwwdl10091,nan,72
cwnu3151,nan,108
hsc519,nan,48
theia260,nan,95
theia5724,nan,69
ubc1071,nan,28
hsc517,nan,39
hsc521,nan,55
cwnu3836,nan,87
hsc522,nan,25
hsc523,nan,75
cwnu4301,nan,85
cwnu1373,nan,65
cwnu1599,nan,30
hsc524,nan,25
oc0088,nan,54
ubc132,nan,245
oc0089,nan,57
hsc525,nan,30
cwwdl12252,nan,33
cwnu1751,nan,27
cwwdl12250,nan,59
upk90,nan,60
cwnu326,nan,54
oc0090,nan,25
theia171,nan,88
cwnu3857,nan,70
ubc1072,nan,145
ocsn20,nan,81
hsc527,nan,128
cwnu2427,nan,25
theia253,nan,83
cwwdl14662,nan,33
cwnu347,nan,132
hsc528,nan,25
cwnu3137,nan,148
cwnu2415,nan,75
cwnu4799,nan,25
hsc529,nan,25
hsc530,nan,47
hsc531,nan,137
hsc532,nan,25
cwnu2326,nan,97
upk91,nan,48
fof1728,nan,292
cwnu1967,nan,25
hsc533,nan,57
cwnu3880,nan,250
hsc534,nan,25
theia213,nan,45
fof1725,nan,283
cwnu1164,nan,25
hsc535,nan,36
hsc536,nan,26
cwnu3114,nan,158
cwnu2345,nan,25
ubc1073,nan,164
cwnu319,nan,219
hsc537,nan,25
ubc1074,nan,35
cwnu2444,nan,70
cwnu3680,nan,71
hsc538,nan,58
ubc1075,nan,74
cwnu1788,nan,35
cwnu3335,nan,53
hsc539,nan,25
cwnu1680,nan,28
upk93,nan,84
ubc1076,nan,41
cwwdl14333,nan,43
cwnu46,nan,48
upk94,nan,47
ubc133,nan,166
cwwdl3736,nan,121
hsc540,nan,32
hsc541,nan,25
oc0091,nan,81
oc0092,nan,25
cwnu3016,nan,124
cwnu1878,nan,32
fof1743,nan,61
cwnu3585,nan,48
hsc543,nan,71
hsc544,nan,25
cwnu3542,nan,188
ubc134,nan,118
hsc545,nan,25
cwwdl2447,nan,171
ubc1077,nan,92
cwnu2166,nan,25
cwwdl1890,nan,65
hsc546,nan,25
cwnu2243,nan,198
ubc1078,nan,78
cwwdl2458,nan,123
oc0093,nan,84
oc0094,nan,25
cwnu4300,nan,86
ubc363,nan,115
cwwdl11583,nan,49
ubc1570,nan,59
cwnu517,nan,51
cwwdl14020,nan,41
hxhwl46,nan,89
cwwdl11597,nan,51
ubc1079,nan,44
cwnu1032,nan,49
hsc548,nan,25
cwnu3781,nan,60
hsc549,nan,25
hsc550,nan,36
cwnu4823,nan,122
cwnu427,nan,65
oc0095,nan,62
cwwdl4512,nan,54
cwnu500,nan,73
cwnu3023,nan,126
theia73,nan,26
cwnu4178,nan,198
ubc1080,nan,176
cwwdl11573,nan,100
theia332,nan,31
ubc1081,nan,83
cwnu413,nan,64
cwnu3132,nan,178
cwnu1695,nan,28
cwnu3357,nan,91
hsc551,nan,25
ubc1082,nan,59
theia8068,nan,50
cwnu2784,nan,25
hsc552,nan,25
cwnu1310,nan,64
oc0096,nan,25
cwnu3428,nan,152
ubc1083,nan,28
hsc553,nan,45
cwwdl14204,nan,44
cwnu4422,nan,231
upk99,nan,25
hsc554,nan,96
cwnu3211,nan,178
cwnu456,nan,110
cwwdl2459,nan,65
ubc1084,nan,124
cwwdl11572,nan,51
cwwdl13302,nan,46
ubc364,nan,64
cwnu4656,nan,505
ubc1085,nan,85
cwwdl2841,nan,81
cwnu4279,nan,108
ubc1086,nan,33
cwwdl10188,nan,35
hsc557,nan,25
cwwdl11599,nan,75
cwnu1975,nan,40
ubc1087,nan,59
cwwdl8143,nan,46
cwnu3679,nan,70
cwnu67,nan,70
upk101,nan,164
cwwdl12984,nan,48
hsc558,nan,25
ocsn106,nan,401
cwnu4216,nan,63
ubc135,nan,163
cwnu1870,nan,32
oc0097,nan,27
cwnu4140,nan,60
cwnu3031,nan,110
cwnu2625,nan,25
cwnu3368,nan,83
cwnu1397,nan,56
oc0098,nan,25
oc0099,nan,57
hsc560,nan,25
ubc578,nan,25
theia3010,nan,46
hxhwl40,nan,80
theia3047,nan,36
cwnu3359,nan,215
cwnu3664,nan,77
cwnu1802,nan,33
hsc561,nan,1000
ubc1088,nan,52
cwnu30,nan,81
theia4509,nan,58
cwnu64,nan,62
cwnu510,nan,52
hsc562,nan,33
ubc1089,nan,56
cwnu3185,nan,164
hsc563,nan,25
cwnu3928,nan,105
cwnu1084,nan,83
cwwdl2844,nan,132
cwnu1441,nan,35
ubc136,nan,241
cwwdl5942,nan,83
hsc564,nan,25
cwnu112,nan,76
theia4069,nan,86
oc0100,nan,25
cwnu2344,nan,92
ubc579,nan,25
cwnu4896,nan,69
hsc575,nan,34
hsc566,nan,40
cwnu2808,nan,25
hsc567,nan,68
cwnu3473,nan,133
cwnu4716,nan,52
cwnu1738,nan,28
cwnu4069,nan,155
ubc1090,nan,60
cwnu376,nan,48
cwnu3906,nan,348
cwnu3222,nan,110
cwnu3075,nan,60
ubc137,nan,60
cwwdl2845,nan,116
cwnu139,nan,56
cwnu1328,nan,38
upk104,nan,104
cwnu152,nan,49
cwwdl3007,nan,44
cwnu375,nan,80
theia2007,nan,45
ubc365,nan,134
hsc569,nan,25
cwnu1183,nan,27
oc0101,nan,49
hsc570,nan,25
cwnu1043,nan,52
cwnu2990,nan,79
theia470,nan,249
cwnu202,nan,67
cwwdl11610,nan,46
oc0102,nan,62
cwwl3019,nan,113
cwwdl12664,nan,43
cwnu4408,nan,143
cwnu1670,nan,40
hsc571,nan,46
cwnu3271,nan,97
hsc572,nan,32
cwwdl12271,nan,33
hsc573,nan,86
cwnu1091,nan,33
hsc574,nan,25
cwnu1050,nan,54
theia8014,nan,33
cwwdl3011,nan,35
hsc576,nan,25
ubc1091,nan,97
cwnu1761,nan,35
ubc366,nan,62
cwwdl14063,nan,51
ubc139,nan,99
ubc1092,nan,74
cwwdl2852,nan,67
cwnu1336,nan,38
cwwdl12983,nan,108
oc0103,nan,27
hsc579,nan,34
theia4725,nan,85
ubc1093,nan,73
cwwdl11612,nan,49
cwnu2035,nan,25
ubc1094,nan,126
cwnu1873,nan,25
cwwdl3013,nan,62
cwnu3974,nan,98
hsc580,nan,36
oc0104,nan,33
theia833,nan,25
cwnu1985,nan,25
hsc581,nan,35
hsc582,nan,39
cwwdl13003,nan,44
cwnu4205,nan,69
ubc580,nan,55
hsc583,nan,25
ubc367,nan,40
hsc584,nan,26
hsc585,nan,45
oc0105,nan,27
cwnu1976,nan,28
cwnu3052,nan,151
cwnu1385,nan,41
oc0106,nan,68
cwnu2721,nan,43
hsc594,nan,35
cwwdl10273,nan,72
ubc368,nan,46
cwwdl13929,nan,46
cwnu468,nan,52
cwwdl10272,nan,32
cwnu1557,nan,32
cwnu2519,nan,57
theia540,nan,25
cwnu2403,nan,25
hsc586,nan,25
cwnu1576,nan,32
cwnu3802,nan,120
cwnu2854,nan,35
cwnu1836,nan,33
cwnu2290,nan,25
cwnu1609,nan,43
ubc582,nan,132
ubc1095,nan,68
cwnu3184,nan,107
fof2178,nan,187
cwnu2617,nan,49
ubc583,nan,73
cwnu1990,nan,25
cwnu1075,nan,81
hsc588,nan,25
cwnu2502,nan,59
cwnu271,nan,172
oc0107,nan,30
cwwdl10247,nan,43
ubc370,nan,32
ubc1096,nan,41
cwnu4690,nan,55
cwnu3353,nan,147
oc0108,nan,38
oc0109,nan,25
fof1759,nan,143
ubc371,nan,54
cwwdl12276,nan,59
cwnu248,nan,56
ubc1097,nan,97
cwwdl10236,nan,52
cwwdl13932,nan,41
cwnu4427,nan,63
upk108,nan,44
cwnu1895,nan,33
cwnu2224,nan,25
cwnu1322,nan,73
cwnu2929,nan,84
hsc589,nan,25
oc0110,nan,33
cwnu1073,nan,32
cwnu4150,nan,90
ubc372,nan,88
hxwhb14,nan,84
cwnu4812,nan,88
cwwdl10254,nan,54
cwnu1201,nan,32
cwnu4074,nan,72
cwnu2653,nan,46
hsc591,nan,40
hsc592,nan,25
hsc593,nan,25
ubc1098,nan,30
theia1975,nan,109
ocsn21,nan,136
cwnu2454,nan,67
cwnu3864,nan,143
upk109,nan,25
ubc1099,nan,25
cwwdl1872,nan,196
cwnu2985,nan,112
hsc595,nan,78
ubc1100,nan,72
cwnu2862,nan,28
cwnu2635,nan,57
cwnu2782,nan,25
ubc1101,nan,92
oc0111,nan,25
cwnu1979,nan,28
oc0112,nan,38
cwnu1735,nan,28
cwnu2492,nan,25
cwnu2040,nan,25
cwnu1257,nan,25
hsc598,nan,63
cwnu4638,nan,312
cwnu4781,nan,37
theia3494,nan,35
hsc599,nan,25
cwnu469,nan,67
fof1764,nan,103
hsc600,nan,25
upk110,nan,41
theia1920,nan,34
theia7478,nan,39
hsc601,nan,120
cwnu2959,nan,115
cwnu4310,nan,80
hsc602,nan,26
cwnu3447,nan,27
hsc603,nan,62
cwwdl13748,nan,36
ubc373,nan,79
hsc604,nan,25
cwnu118,nan,67
ubc1102,nan,82
fof2179,nan,147
cwnu2563,nan,52
hsc606,nan,44
cwnu2098,nan,25
cwnu167,nan,124
oc0113,nan,78
hsc613,nan,25
cwwdl2501,nan,889
hsc607,nan,25
cwnu1120,nan,28
cwnu1223,nan,33
cwnu2254,nan,25
ubc374,nan,125
cwnu1740,nan,38
cwnu3887,nan,46
cwwdl13927,nan,60
cwnu3165,nan,64
hsc608,nan,53
cwnu1806,nan,33
oc0114,nan,28
theia7778,nan,47
oc0115,nan,32
cwnu1035,nan,35
cwnu180,nan,161
cwnu471,nan,49
hsc609,nan,52
ubc375,nan,69
ubc1103,nan,107
cwnu4167,nan,391
oc0116,nan,44
oc0117,nan,25
cwwdl11640,nan,59
ubc1104,nan,75
cwwdl11620,nan,83
cwwdl14065,nan,57
hsc611,nan,44
cwnu1005,nan,32
cwnu3731,nan,57
hsc612,nan,29
ubc1105,nan,91
theia4877,nan,50
ubc1106,nan,56
ubc1107,nan,49
oc0118,nan,83
hsc614,nan,28
hsc615,nan,28
theia286,nan,60
oc0119,nan,25
cwnu1243,nan,54
ubc141,nan,77
oc0120,nan,25
hsc616,nan,40
oc0121,nan,30
oc0122,nan,43
hsc617,nan,25
hsc618,nan,38
cwnu2774,nan,25
cwnu4207,nan,68
hsc619,nan,92
hsc620,nan,25
cwwdl14633,nan,81
theia3202,nan,81
cwnu478,nan,49
cwwdl14634,nan,51
cwnu455,nan,59
cwnu4120,nan,61
hsc629,nan,25
oc0123,nan,43
cwwdl3023,nan,96
fof503,nan,201
ubc584,nan,106
cwwdl10283,nan,67
ubc585,nan,46
cwnu540,nan,30
cwwdl3211,nan,60
ubc1108,nan,129
oc0125,nan,52
oc0124,nan,84
cwnu106,nan,67
oc0126,nan,28
cwnu1259,nan,25
cwnu1011,nan,52
upk113,nan,97
cwnu2686,nan,44
hsc622,nan,71
oc0128,nan,587
oc0127,nan,25
hsc623,nan,25
hsc624,nan,51
hsc625,nan,32
hsc626,nan,25
cwnu3942,nan,191
cwnu96,nan,75
hsc627,nan,29
cwnu1596,nan,43
hsc628,nan,25
hsc630,nan,25
ubc1109,nan,51
hsc631,nan,669
oc0129,nan,137
cwnu2605,nan,49
ubc143,nan,93
cwnu1614,nan,30
cwnu2234,nan,25
theia48,nan,30
cwnu2494,nan,60
cwnu2844,nan,46
oc0130,nan,25
cwnu411,nan,75
hsc632,nan,59
cwnu2618,nan,49
cwnu1572,nan,32
cwnu2176,nan,25
upk116,nan,76
cwnu1840,nan,33
ocsn22,nan,208
cwnu3322,nan,54
hsc635,nan,31
hsc636,nan,25
hsc637,nan,29
hsc590,nan,71
cwnu439,nan,68
hsc638,nan,35
hsc639,nan,889
theia844,nan,77
hsc640,nan,271
cwnu1148,nan,36
theia3916,nan,88
oc0131,nan,56
ocsn256,nan,326
upk118,nan,32
cwwdl3025,nan,62
ubc1110,nan,60
ubc586,nan,60
upk119,nan,67
ubc1111,nan,44
upk120,nan,71
cwnu1694,nan,28
cwnu460,nan,68
oc0132,nan,30
cwnu2806,nan,25
fof1771,nan,115
oc0133,nan,62
cwwdl3021,nan,54
hsc643,nan,35
upk121,nan,74
hsc644,nan,49
hsc645,nan,25
cwnu2253,nan,25
cwnu3888,nan,145
cwnu4443,nan,130
theia98,nan,86
cwwdl14315,nan,284
ubc1112,nan,73
cwnu51,nan,156
lisciii3723,nan,804
cwnu1883,nan,32
cwnu3699,nan,60
hsc647,nan,558
cwnu1641,nan,41
upk122,nan,25
cwnu1493,nan,49
hsc648,nan,53
hsc649,nan,35
cwnu4225,nan,54
hsc650,nan,1000
oc0134,nan,25
ubc587,nan,138
cwnu1880,nan,32
fof2253,nan,102
hsc651,nan,32
cwwdl12285,nan,96
cwwdl11645,nan,59
cwnu2594,nan,108
hsc652,nan,25
cwnu4430,nan,36
ubc1113,nan,52
cwnu4255,nan,224
hsc653,nan,45
cwnu3078,nan,541
hsc654,nan,70
upk126,nan,59
cwnu1904,nan,30
hsc655,nan,1000
ubc376,nan,84
cwwdl3117,nan,57
cwnu1302,nan,65
cwnu4149,nan,111
hsc656,nan,25
cwnu3250,nan,80
hsc657,nan,51
cwnu3038,nan,61
hsc658,nan,30
hsc659,nan,25
cwnu1757,nan,36
