"Seq","Cluster","Nstars","RA_ICRS","DE_ICRS","pmRA","pmDE","Plx","logAge","Z","AV","MOD","_RA.icrs","_DE.icrs"
152,"NGC_6087",383,244.74605751437,-57.94074727429,-1.5999994408670395,-2.420172038378418,0.9948712921913132,8.319399,0.113018,0.3912945,9.898841,244.74607091143,-57.94073651797
153,"NGC_6124",1271,246.32455875408,-40.65110273569,-0.2154184245045813,-2.1124953234923005,1.5562919099551036,8.325836500000001,0.1523304999999999,1.925042,9.081472,246.32456001601,-40.65109334682
154,"NGC_6178",164,249.03351765105,-45.41270759576,0.4328791138327365,-3.3056749096432165,1.0716245301098368,7.235848,0.068325,0.52023,9.799621,249.03351491043,-45.41269290387
155,"NGC_6281",562,256.18192625891,-37.94602704034,-1.887870257590186,-4.044090124504743,1.8451273358564155,8.811613,0.0443485,0.30228,8.657199,256.18193689883,-37.9460090666
156,"NGC_6405",671,265.09518921998,-32.23007325485,-1.362197625246086,-5.866319914868088,2.1402573510049,7.74848,0.140586,0.48668,8.311229,265.09519637699,-32.23004718231
157,"NGC_6475",1091,268.47711219757,-34.81031768911,3.0752930460903647,-5.389222571720012,3.5392656907300624,8.432999,0.020079,0.2987295,7.27875,268.47709555057,-34.81029373701
158,"NGC_6494",891,269.23030810722,-18.98721108325,0.3081637012656604,-1.8426327795238469,1.329416812728495,8.700511,0.096488,0.908906,9.348439,269.23030665879,-18.98720289377
159,"NGC_6633",333,276.84064791017,6.64140916483,1.2270606394705783,-1.82355222503657,2.506480017337376,9.057658,-0.092252,0.300866,8.137713,276.84064241973,6.6414172695
160,"NGC_6716",221,283.18518126621,-20.15063958449,-1.4827776300344966,-5.943007104135778,1.3342705296664823,8.423158,0.097534,0.430502,9.229406,283.18518828601,-20.15061317113
161,"NGC_6793",276,290.80766814812,22.14122508469,3.788237155277689,3.529048375156167,1.6470037858666395,8.620523500000001,0.2343325,0.739126,8.989466,290.8076499711,22.14120940003
162,"NGC_6991",265,313.60791564818,47.39491800333,5.614268070997916,8.41499416602922,1.7411783100439857,9.25031,-0.075424,0.201775,8.808438,313.60787878784,47.39488060335
163,"NGC_6997",400,314.16144912941,44.62352288939,-4.294016740343645,-6.923666501142439,1.100890349498017,8.712854499999999,0.171373,1.42771,9.770603,314.1614759434,44.62355366124
164,"NGC_7039",207,317.69648173858,45.57684802486,-0.2387832715069535,-2.600389577758228,1.287287842004306,7.253381,0.091013,0.279637,9.389756,317.69648325477,45.57685958215
165,"NGC_7058",313,320.52269887244,50.81803914095,7.439169027347637,2.736664535668859,2.7101993314245103,7.8964995,0.11525,0.1785635,7.731078,320.52264653984,50.81802697799
166,"NGC_7063",154,321.1231095828,36.5106006761,1.51349558405147,-2.5239973953730743,1.4638220523132568,7.932056,-0.008886,0.229904,9.099823,321.12310121369,36.51061189387
167,"NGC_7092",360,322.33756899675,48.02427556825,-7.315832185597377,-19.621677566124205,3.3124125505561324,8.847679,-0.045912,0.000933,7.459153,322.33761761233,48.0243627757
168,"NGC_7129",54,325.72339904939,66.13499671055,-1.817698261812992,-3.4502149768599195,1.0791369078418676,7.307912,0.128382,1.780208,9.707171,325.72341901726,66.13501204483
169,"NGC_7160",115,328.41898037421,62.54681693836,-3.4838170438737106,-1.3843973182237974,1.0614859980399205,7.194184,0.115697,1.068971,9.780176,328.41901395954,62.54682309124
170,"NGC_7243",395,333.7949883023,49.85766877135,0.4416183923051905,-2.8882460146739666,1.098818407254517,8.3725845,0.011609,0.4998235,9.7195505,333.7949852578,49.857681608
171,"NGC_752",268,29.22967421917,37.7869853037,9.764987911367712,-11.844650516493427,2.233551147354205,9.2465775,-0.035803,0.071057,8.418209,29.22961930294,37.78703794658
172,"NGC_7762",471,-2.52816874781,68.03790812474,1.4815459883536355,3.986711504772493,1.0028964420994262,9.2856155,-0.0580505,1.903132,9.813586,357.47181364586,68.03789040602
173,"Pismis_4",278,128.82894926813,-44.55903032474,-8.214462503177888,5.408158027133544,1.419172991009249,8.242335,-0.088223,0.1806324999999999,9.208975,128.82900050646,-44.55905436099
174,"Pismis_5",166,129.39693240837,-39.96919519877,-5.561025444257084,3.98052268565045,1.0293986664634478,6.98722,-0.033514,1.477727,9.850557,129.39696465785,-39.96921288997
175,"Pismis_Moreno_1",66,334.64468967161,63.20528449692,-2.399694118401888,-2.299219892745364,1.050279843244566,7.04932,-0.012037,2.059841,9.959998,334.6447133305,63.20529471568
176,"Platais_10",114,205.83293025267,-59.23388145884,-30.03755839434899,-10.598832633220024,4.103750399349645,7.906366,-0.052737,0.220122,6.909739,205.83319123211,-59.23383435266
177,"Platais_3",123,70.1296747853,71.01862412034,3.492200032850649,-20.707907119704807,5.58101434771924,7.935178499999999,-0.007119,0.000712,6.24997,70.12962706679,71.01871615547
178,"Platais_8",270,137.46673584275,-56.95401168805,-16.213419261690508,13.768751486045382,7.352250917729742,7.4564265,-0.049536,0.1391325,5.639995,137.46686798684,-56.95407288243
179,"Platais_9",185,139.3833628832,-43.60984006065,-24.584787899882627,13.34027634768738,5.423309087412484,7.674958,-0.024622,0.000862,6.2000955,139.38351379172,-43.60989935067
180,"Pozzo_1",626,122.31453190832,-47.37851107359,-6.297500211899685,9.35866212611537,2.796302478702504,7.065282,-0.068984,0.069943,7.599914,122.3145732416,-47.37855266764
181,"RSG_1",181,75.48308693871,37.52453357767,0.7500076846777985,-12.411169415473813,2.997185489040416,8.086892,0.063157,0.529631,7.709753,75.48308273571,37.52458873843
182,"RSG_5",342,304.0003983178,46.00255359222,3.5464478291062465,1.6717801862701744,2.907254991865229,7.512857,0.012532,0.010228,7.579785,304.00037562648,46.00254616208
183,"RSG_7",379,-14.85202287752,59.36134666201,5.467595598695548,-1.6672554001748272,2.105383415516469,7.577161,0.100887,0.567357,8.101135,345.14792943924,59.36135407202
184,"RSG_8",363,-14.76903618439,59.22094919833,5.537145954734367,-1.601654724667265,2.07717074568548,7.475959,-0.023386,0.528344,8.170413,345.23091572462,59.22095631679
185,"Roslund_5",297,302.7462561596,33.79164918026,2.07998340432219,-1.200278717450326,1.8175608051270389,7.910215,0.106026,0.348147,8.690932,302.74624503608,33.79165451483
186,"Roslund_6",429,307.18404236481,39.85331848137,5.896827984106927,2.0413832378387378,2.797673927231747,7.829357,0.079701,0.00225,7.87839,307.18400822576,39.85330940855
187,"Ruprecht_145",250,282.64903433334,-18.24402868336,8.337091606426135,-4.095795730001522,1.6145014027214837,8.9849055,0.037843,0.550065,8.998975,282.64899531839,-18.24401047982
188,"Ruprecht_147",159,289.05720583171,-16.33702011826,-0.921834578827372,-26.70711634838677,3.237086847898065,9.5318755,0.090786,0.0621415,7.548818,289.05721010114,-16.33690141997
189,"Ruprecht_161",73,152.34830923396,-61.2571935202,-10.37364096450877,3.790031842236048,1.0744783493022552,8.118693,0.068595,0.329363,9.780373,152.34840511073,-61.25721036475
190,"Ruprecht_98",134,179.56443363523,-64.4511864025,-4.25088559967574,-8.52035892851039,2.0535509538571413,8.921985,-0.048467,0.360237,8.519437,179.56447744158,-64.45114853423
191,"Stephenson_1",507,283.54880996137,36.82591368028,1.1063599324763618,-2.947749489953403,2.749755198507582,7.600999,0.0551834999999999,0.218225,7.680738,283.54880381846,36.82592678139
192,"Stock_1",181,294.11216482263,25.0901305339,6.058348960683074,0.2023847302296962,2.429771295464815,8.5829775,0.285309,0.388355,8.100768,294.11213509123,25.09012963441
193,"Stock_10",212,84.84133360158,37.79285479654,-3.1532935135195426,-0.4242792931899644,2.758640699295192,7.924514,-0.004308,0.43927,7.860127,84.84135133643,37.79285668223
194,"Stock_12",251,-5.94138000147,52.68955003713,8.5128058568553,-2.005775294428164,2.2697927024818814,7.88839,0.002964,0.2909,8.288999,354.05855757878,52.68955895167
195,"Stock_2",1718,33.86531344089,59.52298751379,15.82364558442112,-13.753623094332871,2.645107661660304,9.038891,0.031986,0.498661,8.0046395,33.86517478067,59.52304864093
196,"Stock_23",86,49.07614655851,60.34699355231,-4.35975706737659,-1.0078244253859912,1.6013109229280071,8.330826,0.0542325,0.609991,8.979762,49.07618572345,60.34699803153
197,"Stock_5",176,31.13185428975,64.35187074633,-0.8215247422212071,-2.179356711435443,1.0068007680672246,8.328793000000001,0.126335,1.209363,9.949527,31.13186272519,64.35188043236
198,"Stock_7",186,37.40404088372,60.62188013483,-3.538006126312214,0.4477809004755304,1.4357925429712726,7.856792,0.326604,1.458553,9.250584,37.40407293712,60.62187814468
199,"Teutsch_35",206,294.08680045048,35.74456151577,-0.6387092044828289,-2.46091693574206,1.9762102991788093,7.914091,0.0790665,0.001642,8.538704,294.08680394802,35.74457245318
200,"Teutsch_38",129,131.54875794607,-38.00274698419,-8.540439551451248,3.717036707926361,1.494122645957759,7.412576,0.115106,0.010396,9.139637,131.54880611666,-38.00276350435
201,"Trumpler_10",929,132.01307865152,-42.65039576074,-12.46802887867034,6.583512548624844,2.281375938737356,7.6032305,0.0449875,0.002343,8.14878,132.01315399262,-42.65042502077
202,"Trumpler_2",481,38.96663500427,55.95834124486,1.46236265795701,-5.223402425645468,1.396598402275325,8.248014,0.138596,0.855926,9.261277,38.96662339397,55.95836445999
203,"Trumpler_3",393,48.00435705774,63.21975027728,-3.410709179498154,-0.1544798834933761,1.4575890343362388,7.5139025,-0.207855,0.691632,9.207694,48.00439070116,63.21975096386
204,"Turner_5",55,143.65053954192,-36.37204545827,0.1461681939328043,-3.032942053871808,2.3722577764662205,8.7048465,-0.074503,0.040449,8.1895325,143.6505387351,-36.37203197852
205,"UBC_1",167,288.03238390999,56.88698145774,-2.479175368792032,3.716624855428773,3.049003724808352,7.951247,0.009247,0.348263,7.570804,288.03240407969,56.8869649394
206,"UBC_10a",59,325.04140563462,62.30455189618,-2.662822970501136,-3.1471110536264746,1.0124981355417846,7.79851,0.009713,0.889411,9.710041,325.04143109825,62.30456588334
207,"UBC_10b",61,327.18159994737,61.19950390754,-3.424202367771753,-1.878023136559003,1.0031246201261692,7.459075,0.010013,1.359646,10.009966,327.18163153705,61.1995122543
208,"UBC_11",86,246.53035057174,-59.93228575529,-0.4282392350959372,-6.866484152938561,2.154895946055919,7.857932,0.009303,0.4388865,8.240671500000001,246.53035437053,-59.93225523758
209,"UBC_12",42,125.92218872842,-8.43407630657,-8.169824218799814,4.073322527163444,2.2069652224731966,8.8129355,0.010149,0.230087,8.31986,125.92222543573,-8.43409441023
210,"UBC_13",80,120.69637212613,3.69274311995,-7.800565948386287,-1.3897996417410254,1.5867388594106968,7.6570665,-0.065614,0.000865,8.999709,120.69640686744,3.69274929683
211,"UBC_14",221,295.13895546083,4.5194465543,0.3029018021630419,-2.084942161510672,1.3043612988238025,7.650549,0.01012,0.719297,9.379911,295.1389541104,4.51945582071
212,"UBC_150",142,325.15747089277,37.39477392051,-4.115323660591367,-6.643859197081962,1.1332069854867592,8.664,-0.053024,0.370851,9.69902,325.15749391483,37.39480344877
213,"UBC_159",586,339.15898239799,39.47465535595,-1.881274436620127,-5.118004150171626,1.9711630804619813,7.221294,0.0097285,0.816968,8.370181500000001,339.15899322991,39.47467810264
214,"UBC_167",140,324.84502692978,62.35558178988,-2.045920652762585,-3.097760212376673,1.0528249808757253,7.1572755,0.010047,1.079316,9.8499465,324.84504652745,62.3555955577
215,"UBC_168",110,332.44504762682,57.56863511149,1.7973694751849003,1.5475491478597063,1.0608606761416035,8.470493000000001,0.010007,1.1293585,9.840026,332.44503273129,57.56862823349
216,"UBC_178",252,-14.27285882383,63.15733574692,-1.149042301526353,-2.0496206477710506,1.1419288138418169,6.988827499999999,0.2441195,1.578878,9.8578415,345.72715248599,63.15734485635
217,"UBC_17a",228,84.65316513232,-1.99778330215,1.7947496257794564,-1.118023573292837,2.704739375504228,7.049325,-0.223929,0.79566,7.578031,84.6531571508,-1.99777833316
218,"UBC_17b",226,83.20027570519,-1.72035894431,0.0454858670219815,-0.2091382595526943,2.3600092205661314,6.980307,-0.03487,0.052877,7.947875,83.20027550294,-1.72035801481
219,"UBC_187",94,37.69265579642,72.46162535031,-1.5898012544462312,-1.7318315357013712,1.0503678982266549,7.002046,0.009984,0.999454,9.6699985,37.69267924396,72.46163304734
220,"UBC_19",73,56.42699570746,29.89141745055,2.752497799853644,-5.221920322732043,2.462459519061876,6.9805595,0.088346,0.6998884999999999,8.099621,56.42698159704,29.89144065909
221,"UBC_2",70,6.01531246621,46.52409520755,-6.406865272481449,-5.034233283775985,1.756941990230096,8.7615835,-0.049246,0.1802085,8.719774,6.01535385127,46.52411758191
222,"UBC_207",110,83.8080853872,-4.62840867373,1.1262576630574952,0.4775509476303504,2.531225629853842,7.0873575,0.0011524999999999,0.8779155000000001,7.8242655,83.80808036523,-4.62841079618
223,"UBC_21",259,130.34172508679,-22.27197016839,-6.046131503604398,2.418044869391667,0.9322134877905592,9.561859,0.0091615,0.098654,9.8208615,130.34175412486,-22.27198091526
224,"UBC_250",93,118.76508476107,-60.2444668636,-3.58069695665774,10.94602655447288,1.0172143687926185,8.739907500000001,0.0102954999999999,0.310231,9.919679,118.7651168268,-60.24451551261
225,"UBC_255",108,128.61026839375,-61.46592837705,-4.841731055645344,2.8743609172541604,1.0308968853002258,9.383992,0.010602,0.0012255,9.749454,128.61031344222,-61.46594115198
226,"UBC_26",259,285.31784282115,21.83716660501,2.027903235718915,-5.275657447784166,1.622104912487531,7.517938,0.010349,0.7596514999999999,8.829517,285.31783311152,21.83719005238
227,"UBC_260",103,139.89155416009,-69.79424258816,-7.681666459709824,7.923476652176963,1.7858036131661998,7.8342575,0.010917,0.0013035,8.789129,139.89165300647,-69.79427780358
228,"UBC_31",241,60.73753404844,32.48118365388,3.6889204297238622,-5.349252672974249,2.725297582587795,7.1773495,0.424646,0.179626,7.669858,60.73751461288,32.48120742833
229,"UBC_32",227,279.29892025171,-14.14582015252,-1.7668330683429354,-9.363822772934506,3.512203741174857,8.327041,0.010876,0.550221,7.239024,279.29892834986,-14.14577853553
230,"UBC_385",184,318.43355604485,59.50628509564,-2.55281258895151,-3.5584566532309614,1.1162655642041754,7.615898,0.010041,1.199074,9.709847,318.43357840366,59.506300911
231,"UBC_392",205,336.4812864386,65.0100745579,-0.8900081189853821,-2.987535120973835,1.03889841380943,7.499664,0.010673,1.4700595,9.9194255,336.48129580186,65.01008783583
232,"UBC_394",66,-16.21007486593,59.25384154009,2.194896464760652,0.0224145044762341,1.0685063926173397,8.3256105,0.0099445,1.849803,9.910104,343.78990605266,59.25384144047
233,"UBC_4",47,60.64952372602,35.62103102629,-0.7885233385464203,-5.756009329750714,1.6326149954533753,8.886729,-0.111755,0.540213,8.9096805,60.64952803726,35.62105660855
234,"UBC_415",313,44.90137299979,72.02581955113,0.099645264025576,-1.528964377893938,0.878836458777059,7.901766,-0.078084,1.058768,9.590126,44.90137156465,72.02582634653
235,"UBC_480",316,119.74702278606,-50.47955884716,-5.066030360527293,5.738984557441105,2.03051975997614,8.832276499999999,0.011517,0.081315,8.408661,119.74705816844,-50.47958435375
236,"UBC_5",141,238.62154019104,-47.67954415074,-6.617863209541422,-4.1299798967367245,1.7285793198846608,8.334178,0.010376,0.2604325,8.7094565,238.62158387697,-47.67952579527
237,"UBC_55",91,66.37320155545,46.12752829651,-1.0678834964170916,-2.615489221708394,1.0745048609398593,7.474914,-0.117537,1.379701,9.7600085,66.3732084036,46.12753992091
238,"UBC_56",245,69.8321592157,47.4975570436,1.5287749270067257,-4.1017800511663935,1.0840567163185353,8.604606,-0.052627,1.58888,9.750123,69.83214915895,47.49757527374
239,"UBC_7",218,106.81137014864,-37.59042288984,-9.749042086081914,6.953911929406114,3.5461372117841545,7.57257,0.01048,0.099519,7.209898,106.81142483006,-37.5904537961
240,"UBC_8",212,84.48452940907,57.15460965427,-3.231124391192341,-3.988376995453166,2.0459557663058874,8.778785,-0.114798,0.789573,8.489531,84.4845558863,57.15462738039
241,"UBC_88",133,58.15080195157,45.97004298278,-1.4150466927838643,-3.0168133258886933,0.9929576264304476,7.798856499999999,-0.01974,1.048973,9.890252,58.15081100018,45.97005639084
242,"UBC_9",262,276.01960357036,26.39405173576,-0.0622189703509932,-5.491216293903282,2.780064488894402,7.5157755,0.010138,0.14994,7.739775,276.01960387907,26.39407614117
243,"UPK_108",51,315.2776708345,29.59792465648,0.954190968240839,-4.856812175744183,1.1451533597733357,7.7858,-0.007831,0.270226,9.569771,315.27766595722,29.59794624232
244,"UPK_113",75,317.47654923988,34.40505166124,2.167213234191109,-2.3566661387413226,1.3899836355128716,7.627196,0.0301915,0.150256,9.27977,317.47653756556,34.40506213531
245,"UPK_119",103,308.74502644738,43.39305993449,-0.4927565225656468,-1.9791600126664213,1.2078727293308569,9.254517,0.045737,0.709609,9.419934,308.74502946122,43.39306873075
246,"UPK_12",110,288.8160449626,-21.98571122037,0.6145651906165497,-6.71485718282413,1.4629360071996178,8.495816,0.017024,0.219946,8.989964,288.81604201699,-21.98568137656
247,"UPK_126",36,311.82161633319,43.82536494293,-1.5023461326813243,-2.0978974633332967,1.165643178322465,7.126438,0.010263,1.680185,9.503338,311.82162558825,43.82537426692
248,"UPK_13",317,282.04895900723,-18.22812582783,-0.9035113726791522,-4.025735065927902,0.9544220322575426,8.4115265,0.203967,0.6679,9.890932,282.04896323499,-18.22810793567
249,"UPK_131",69,315.45972918868,45.4043106456,2.799110494401273,-1.1921314889936458,0.9877248516840162,8.854917499999999,0.011222,1.1099985,9.919752,315.45971146969,45.40431594396
250,"UPK_136",47,322.61072052574,43.35643000917,-0.0304426077907293,-0.6172301495748131,1.4989259297550712,7.978796,-0.075151,0.309742,8.990141,322.61072071183,43.35643275242
251,"UPK_137",73,305.98129129506,54.38113234997,-2.612598368012622,-6.119254574947181,1.1300528409863324,7.9540375,0.005637,0.349535,9.540362,305.9813112328,54.38115954666
252,"UPK_143",152,319.26336768289,50.03092431719,1.0458600417294894,-2.4925447751611727,1.0980165038186065,8.412422,0.010049,1.999713,9.799684,319.26336044681,50.03093539517
253,"UPK_155",154,311.32152909848,60.6429358102,-2.5750400551405703,-3.917834789425119,1.0780581730956995,8.350236,0.010606,0.690384,9.619372,311.32155244292,60.6429532228
254,"UPK_166",250,339.0027582247,46.9000994484,-0.8995965428765257,-3.3003578331538064,1.485633107873881,7.488052,-0.000225,0.2703219999999999,9.08912,339.00276407626,46.90011411666
255,"UPK_167",127,336.94750380078,49.92019825179,1.559749803130522,-0.1433672529011607,1.7766188353715924,8.2804435,-0.0649285,0.399672,8.739937,336.94749303402,49.92019888897
256,"UPK_168",338,-16.57031906529,43.40411446382,-0.5680575624586091,-4.030524156215525,1.6436742830422717,7.6017995,0.057168,0.5975630000000001,8.900548,343.42968440975,43.40413237726
257,"UPK_169",51,326.69544663894,59.7697900238,-1.9806271460730511,-2.507413775613671,1.1418230271337209,7.054205,-0.024011,1.469958,9.7799695,326.69546412299,59.76980116786
258,"UPK_17",123,279.67759801318,-15.01885278805,0.911651356456624,-7.909072643173947,1.4281304423604702,8.6113315,0.072719,1.379171,9.3103045,279.67759381809,-15.01881763661
259,"UPK_178",47,334.47884172158,60.07132170621,-4.274426269076002,-3.4134716137980234,1.014606992346876,8.352155,0.018991,1.79987,9.919981,334.47887979863,60.07133687719
260,"UPK_18",53,280.69784901806,-15.28262764652,2.972399895621796,0.7918644412437472,1.241941556740085,7.876292,0.031916,1.039765,9.4701,280.6978353231,-15.28263116592
261,"UPK_180",77,341.66251024633,57.8966808818,-0.3537332706915814,-0.5439636075896732,1.0659306624404536,8.35445,-0.1078125,0.5601225000000001,9.6297845,341.66251320457,57.89668329942
262,"UPK_185",147,-13.55878461184,49.37951787455,2.640256641916241,-1.949919968865332,1.771362435284985,7.988963999999999,0.1164885,0.448868,8.790416,346.44119736411,49.37952654086
263,"UPK_194",207,336.4812864386,65.0100745579,-0.8838160546094727,-2.9697794730381366,1.038630099433319,8.3411465,0.096931,1.669517,10.010029,336.48129573672,65.01008775692
264,"UPK_20",84,281.15604248436,-14.4907933177,3.328634563833151,1.0834194913587147,2.0705302936052767,9.069487,0.19091,0.95967,8.469917500000001,281.15602720433,-14.49079813289
265,"UPK_201",38,-15.28624093797,61.63036380886,-3.978596976495125,-3.399036083945485,1.0625556616931795,7.199759,0.0099765,3.3900105,9.8199625,344.71379627631,61.63037891568
266,"UPK_21",63,282.93246817127,-15.11649075567,7.878643140932212,0.666425424620197,1.6447013905271224,9.037273,0.1409875,0.809784,8.8096935,282.9324319,-15.11649371755
267,"UPK_219",34,-8.30526498548,65.34618033682,-1.7712039587451884,-2.5457709231868706,1.1890586597320758,8.5339,0.0080635,1.199839,9.709946,351.69475388617,65.34619165135
268,"UPK_220",286,-9.06284350076,66.48321965006,-2.407082647676131,-2.6258608608700325,1.003258666132768,7.721617500000001,0.028807,2.159412,9.980147,350.93718331046,66.48323132055
269,"UPK_23",46,282.18567489837,-12.85430360392,-0.929506095515369,-2.1339640784723617,0.9457762257610288,8.261512,0.250944,1.1098125,9.940056,282.1856791357,-12.85429411963
270,"UPK_230",88,-6.57406769194,71.55745581795,4.898478011026676,-0.8781683175176935,1.8171296792267675,7.806694999999999,-0.0331815,0.929409,8.740178,353.42586348943,71.5574597209
271,"UPK_237",112,5.3589289782,65.49299099733,-0.6132824667187861,-3.813498834938553,1.3209343592220597,7.899824,0.00994,1.719633,9.399996,5.35893554925,65.49300794621
272,"UPK_24",32,282.81471057172,-10.84643858449,-3.7793213575856353,-9.817190535114571,1.9210427073662864,8.326941,-0.0070635,0.9497755,8.509985,282.81472767423,-10.84639495253
273,"UPK_25",85,268.416081744,-2.71376922534,0.3259601866221691,0.1458109094291121,1.4899974535591571,8.5521675,0.0168185,1.378675,8.8951335,268.41608029366,-2.71376987339
274,"UPK_26",239,283.72198884455,-9.47447729983,0.0775998907430275,-4.381767392701532,1.0360728625223776,8.312561,0.078318,0.590281,9.659665,283.72198849489,-9.47445782531
275,"UPK_265",98,32.60526895022,65.29474028482,-0.5977915531388358,-0.5446612409108149,1.1420742906265096,8.068808,-0.115987,1.359476,9.749988,32.60527530708,65.29474270553
276,"UPK_27",111,275.04938841388,-5.16699538431,2.3552836960205856,-2.208430470179038,1.0488054262041857,9.0412025,0.025971,2.269895,9.829951,275.04937790324,-5.16698556907
277,"UPK_28",254,276.81614980859,-5.78877530459,0.61319759408484,-2.319520327272763,0.9125510455076216,8.1974525,0.350944,2.879813,9.840084,276.8161470693,-5.78876499561
278,"UPK_282",81,30.32132766074,43.6721891414,-2.8518462227721453,-3.358974792280251,1.2428937230692054,7.948344,-0.100855,0.270066,9.459816,30.32134518436,43.67220407018
279,"UPK_29",96,278.57172963367,-5.47988956867,0.4776935910885972,2.793338099058665,1.4466508347842026,9.036972,0.003862,1.899638,9.17005,278.57172750084,-5.47990198351
280,"UPK_294",51,60.78316242758,66.07188892208,-1.3015346605287033,2.1793653522379803,1.3043326724171995,8.331285000000001,0.171018,1.519908,9.549945,60.78317668975,66.07187923601
281,"UPK_296",63,43.33378261065,48.28655046842,1.7345626275136234,-6.824393505695406,1.8496765616742528,8.353424,-0.095608,0.390205,8.759543,43.33377102498,48.28658079906
282,"UPK_303",141,40.6185599892,40.23168107501,18.09776849528863,-24.94948461883861,4.719136596235097,7.9460105,0.117958,0.049729,6.570317,40.61845463087,40.23179196156
283,"UPK_305",40,41.02438701256,38.82240799094,2.8685051730382223,-6.605258809219732,2.414703879061685,7.8996555,-0.017936,0.1200405,8.059925,41.02437064876,38.82243734765
284,"UPK_31",79,285.95651769541,-8.45793235515,-0.2935932303794215,1.1691711335651358,1.795089251345373,8.8177505,0.005965,0.6097275,8.649996,285.95651901461,-8.45793755147
285,"UPK_312",49,68.11692887983,56.01394813189,0.1522427173873459,-0.7839579012304629,1.3892551424826856,8.8789435,0.16026,0.540311,9.289698,68.11692766937,56.01395161615
286,"UPK_33",55,280.08471651807,-4.2533533062,-0.0752451305347882,-10.957627234767823,1.909823984388608,8.347528,0.042009,1.639875,8.600009,280.08471685341,-4.25330460563
287,"UPK_333",78,62.1865446524,44.09810426957,2.222884741858358,-6.133867102450113,1.3465502747527085,8.848414,0.0511695,0.740099,9.249753,62.18653089552,44.0981315312
288,"UPK_350",56,101.63514577038,48.95412178615,-4.838049155689852,-6.3221702387593215,2.270311398915344,7.7247385,-0.120845,0.190127,8.32983,101.6351785154,48.95414988467
289,"UPK_379",42,94.19487067257,30.90477605617,-0.975316071847711,-4.296643998725805,1.2710714175742477,9.022891,-0.1530174999999999,0.689853,9.439841,94.19487572459,30.90479515236
290,"UPK_38",215,281.48807253314,-2.08481102658,0.023784961123776,-5.9868172374328905,1.5402351738329232,7.1511815,-0.025087,2.088385,8.89809,281.48807242736,-2.0847844185
291,"UPK_381",58,95.35137081804,29.17965320925,0.4342543389180794,-2.946545048160928,1.3463814537723957,8.579488000000001,0.100056,0.230054,9.259934,95.35136860749,29.17966630501
292,"UPK_385",44,75.64977979122,13.03134925135,1.8418574482348613,-3.430910437304986,3.101662993766436,7.063967,-0.116053,0.869751,7.54003,75.6497713888,13.03136449984
293,"UPK_394",79,78.8174988325,6.30276105054,-0.434976941041317,-2.0393777659469463,1.181846727425328,8.275222,-0.0121145,0.3097685,9.500125,78.81750077748,6.30277011444
294,"UPK_398",84,85.99530585925,7.02416679672,-3.212870973130501,-1.7767459356420268,2.200127724209016,7.0233955,0.0074234999999999,0.379358,8.251937999999999,85.99532024666,7.02417469337
295,"UPK_4",106,281.34951666429,-23.77683968565,-2.021835517698748,-6.418133962331306,1.2215659248285913,8.669736499999999,0.03503,1.039644,9.589924,281.34952648367,-23.77681116061
296,"UPK_40",63,292.76005422798,-6.63726854087,0.2953555419006403,-9.169583615121011,1.4542290146079495,8.706116,0.093224,0.690191,9.1197705,292.76005290643,-6.63722778717
297,"UPK_402",50,87.51733102266,2.81178861763,-1.1370327609141089,-1.8049701084788985,2.43148993085419,7.081791,0.008755,1.25705,8.191304,87.51733608223,2.81179663972
298,"UPK_418",51,112.61460503347,5.70493830336,-2.665515373206376,-1.555003220394333,1.1397549587836289,7.234045,-0.219893,0.0100965,9.829988,112.61461693918,5.70494521449
299,"UPK_42",113,293.92620563649,-3.6519080237,-0.4300788180346871,-5.038261235751918,1.64781625190088,8.790958,-0.035925,1.059675,8.879888,293.92620755184,-3.65188563143
300,"UPK_422",147,88.01005843224,-7.46669376896,0.1498897960701848,-0.5793599706608737,3.3063710979223635,7.342577,0.060928,0.259507,7.350022,88.01005776037,-7.46669119402
301,"UPK_429",96,108.89897283639,-0.83287014507,-1.9516189354013087,0.0973477238493391,1.0644485768618162,8.176659,-0.0196595,0.090374,9.7795965,108.89898151117,-0.83287057773
302,"UPK_431",94,108.23164457926,-2.50506154321,-2.4309814686543803,0.7094727532670856,1.319433406996962,8.773308499999999,-0.070328,0.00362,9.349353,108.23165539396,-2.50506469642
303,"UPK_433",50,103.39727303611,-5.65577314835,-0.7631726086220875,-2.5032525670046253,1.2322989878741566,8.552846,0.0409945,0.249951,9.479972,103.39727644458,-5.65576202278
304,"UPK_436",92,100.27964591173,-8.15612925119,-4.098087360902239,0.6535345196661542,1.1514442434767211,7.3033555,0.049135,0.230058,9.639911,100.27966431156,-8.15613215579
305,"UPK_442",65,98.22983976909,-12.04515069143,-2.52347082686776,-1.3808976059581244,1.5359437961449531,7.635398,-0.151783,0.260229,8.969849,98.229851237,-12.04514455411
306,"UPK_445",171,92.27309792234,-15.026798865,-2.4769896702307657,1.432833965186807,1.4505632550986605,7.255064,-0.1091015,0.6996235,9.1097235,92.27310932096,-15.02680523315
307,"UPK_45",105,291.67937174333,0.0357388715,-0.6084214086258816,-2.162162522990094,1.0741570409730994,7.669506500000001,-0.029729,0.8299435,9.759641,291.67937444743,0.03574848111
