"Seq","Cluster","Nstars","RA_ICRS","DE_ICRS","pmRA","pmDE","Plx","logAge","Z","AV","MOD","_RA.icrs","_DE.icrs"
51,"BDSB91",233,97.70124985405,-9.5502184278,-3.2018397098414813,0.652167472292272,0.9810794653718208,7.6441965,0.0067825,1.7994275000000002,9.910138,97.70126428445,-9.55022132632
52,"VDBH_164",395,222.08165707806,-66.4967600003,-7.476732163268229,-10.665479717584224,2.360458422497602,7.464100999999999,0.1347864999999999,0.1705134999999999,8.209255,222.08174040248,-66.49671259815
53,"VDBH_23",211,123.28932563193,-35.72862074809,-7.186328128332031,7.351759725829591,2.272335263843717,7.360916,-0.053745,0.000715,8.319765,123.28936497606,-35.72865342257
54,"VDBH_56",319,134.44088704158,-43.14333244956,-5.751434609993538,5.215482264638821,1.0593532605893088,7.238653,-0.0211255,0.699158,9.619633,134.44092207496,-43.14335562947
55,"VDBH_99",544,159.49428475922,-59.14905310009,-14.459710961257333,0.9996044058835214,2.2073044011778533,7.6581225,0.067202,0.337524,8.350485,159.49441008017,-59.14905754271
56,"Blanco_1",579,1.35600976799,-29.92198882193,18.721204912611693,2.6054772555795624,4.18895389829192,7.900269,-0.0155035,0.010502,6.899637,1.35591376608,-29.9220004018
57,"COIN-Gaia_1",141,11.80337676206,66.68685819555,-5.006434243057109,-3.113641189156448,1.510090451359946,8.3503115,0.034939,1.128997,9.090145,11.80343298565,66.68687203394
58,"COIN-Gaia_11",146,68.11327716355,39.51469619227,3.449789004482649,-5.721531742044214,1.4676269866949534,8.900335,0.0471675,1.2494185,9.12984,68.11325728906,39.5147216213
59,"COIN-Gaia_12",105,79.17105158084,41.77764441131,2.4981285550563483,-4.705162828332384,0.9821029443577288,8.780961,-0.0386395,0.1602695,9.899618,79.17103669247,41.77766532315
60,"COIN-Gaia_13",352,83.45027391778,41.99114072155,-3.8463049790423502,-1.664407784769972,1.9211895512414296,8.634929,-0.0778955,0.3702465,8.6787855,83.45029691775,41.99114811891
61,"COIN-Gaia_14",38,77.57095722299,39.14682697589,1.287188714619108,-6.664139190073589,0.9815465320559316,8.56213,-0.0758715,0.620101,9.859831,77.57094984631,39.14685659429
62,"COIN-Gaia_23",67,87.45335937133,27.02157577503,-0.3293689506190401,-1.0072110912918195,1.0124908417705667,7.7914135,-0.0089045,0.540143,9.85988,87.45336101458,27.02158025153
63,"COIN-Gaia_25",152,91.67950043815,20.23860091063,-0.503386189598312,-2.666067871804924,1.1830533024861918,8.892497,0.012423,0.380264,9.579501,91.67950282264,20.23861275982
64,"COIN-Gaia_30",116,21.11715462531,70.56761696328,-6.173803743792858,2.022928725955519,1.3388762425652967,8.3505485,0.008241,1.249543,9.419779,21.1172371008,70.56760797247
65,"COIN-Gaia_34",102,31.03831550576,61.84546751162,-2.224696465469512,0.7162372757257282,1.024835548794632,8.3461025,-0.0819515,1.1910965,10.0003925,31.03833646054,61.84546432834
66,"COIN-Gaia_5",34,27.40847477383,58.06311545159,-2.8095390594395315,-0.572438482173378,1.061722652255684,8.059483,-0.166988,0.450014,9.799876,27.40849837913,58.06311799576
67,"COIN-Gaia_8",117,39.1610716769,50.03462984087,2.373648541649806,-2.512923892932021,1.3321804467158724,8.125426,-0.017708,0.370272,9.2896165,39.16105525288,50.03464100942
68,"COIN-Gaia_9",173,48.19571855353,47.8045180661,-2.074670532531336,-3.046865566632987,1.0942646479799003,8.336465,0.054061,0.5709565000000001,9.678975,48.19573228181,47.80453160772
69,"Collinder_132",205,108.75229137456,-31.12580938941,-4.145535924104642,3.710690479255166,1.4846545634150825,7.39474,0.0371,0.000734,8.9797575,108.75231289777,-31.12582588137
70,"Collinder_135",221,109.43306576343,-36.94794547378,-10.115619650868332,6.24247415339724,3.318554088054768,7.604228,0.111423,0.01041,7.3299465,109.43312201886,-36.94797321809
71,"Collinder_140",216,110.90683797997,-31.98393650434,-8.05478487159998,4.766879756396705,2.5740061944266195,7.447319,0.0112325,0.0008075,7.949768499999999,110.90688018605,-31.98395769047
72,"Collinder_197",180,131.19134315435,-41.28394591349,-5.760386867288533,4.053562288919288,1.0119297330394676,6.984416,0.065508,1.419816,9.899562,131.19137722416,-41.28396392932
73,"Collinder_338",179,264.66993671239,-37.44240951976,2.5083650120024,-1.8641553929591428,1.4628191816110914,8.129233,0.069041,0.449879,9.039952,264.66992267111,-37.44240123462
74,"Collinder_350",199,267.0108948189,1.4542806622,-4.9725457945991165,-0.0829631705965544,2.68009753486254,8.94003,-0.011311,0.521235,7.848338,267.01091692622,1.45428103093
75,"Collinder_359",276,270.40361841393,3.32718488902,0.6122613883064186,-8.81506228123337,1.7817096877066243,7.445535,0.1856495,0.508758,8.689977500000001,270.40361568818,3.32722406707
76,"Collinder_394",197,283.17864143945,-20.1648934016,-1.4827776300344966,-5.939697052831744,1.3366128560303692,8.268227,0.15148,0.5388415,9.230465,283.17864845989,-20.16486700294
77,"Collinder_463",644,27.06293147411,71.74180919595,-1.7392061383337132,-0.3734400942483773,1.1227443109600102,8.5113065,0.194293,0.78665,9.6506025,27.06295614636,71.74181085568
78,"Collinder_69",729,83.80076298425,9.81320174033,1.1861553746949065,-2.106526233622168,2.455897773186513,6.979098,-0.005444,0.2507115,8.094386,83.80075763416,9.81321110267
79,"Collinder_95",242,97.81999099999,9.98919619445,-2.2162965721653256,-4.994941276310208,1.4532826634960143,7.20249,-0.042034,1.518333,9.042057,97.82000100182,9.98921839419
80,"ESO_130_06",108,181.96247589303,-59.3118220297,-11.292568776408856,-0.8010601261128312,1.193887383739315,8.316707,0.057205,0.270201,9.539735,181.96257423273,-59.31181846939
81,"FSR_0398",187,339.27795062517,64.1529960371,-3.170660342778076,-1.2179119403690606,1.0430418750696728,7.7038805,0.287865,2.00939,9.810092,339.27798294813,64.15300145004
82,"FSR_0551",184,24.88504029675,64.87452691919,0.0225904942221796,-1.5469998449689355,1.0320037215870064,7.0881635,-0.0379185,1.0595755,9.949839,24.88504006029,64.87453379475
83,"FSR_1117",56,94.1171422912,-8.93117777614,-3.724536818646162,0.96076626774036,1.1172364806193629,7.1732985,0.009912,1.519748,9.8000665,94.11715904787,-8.93118204621
84,"Ferrero_1",185,275.06393607225,-32.38409144808,0.1637515580999415,-4.806390774852371,1.0982869267714626,8.429059,0.087055,0.399949,9.709905,275.06393521044,-32.38407008634
85,"Ferrero_11",115,93.63472713377,0.69847744351,-2.9901886671335176,-4.353354688236367,1.2087774261764863,8.662995,-0.099811,0.570025,9.569721,93.63474042449,0.69849679176
86,"Gulliver_10",143,124.14789574287,-38.7178973115,-4.946888593480628,5.209997637718483,1.611733300670736,7.030215500000001,0.1340644999999999,0.619523,8.93992,124.14792392178,-38.71792046704
87,"Gulliver_11",63,68.00313129191,43.61863159077,0.3038531976795708,-2.303159887184488,1.0314581857559393,8.5229915,-0.088593,0.76152,9.755322,68.0031294265,43.61864182703
88,"Gulliver_20",102,273.75432593683,10.84437957014,1.0403880659108489,-6.507113164243695,2.311120953216691,8.0122775,-0.060711,0.250051,8.169702,273.7543212288,10.84440849065
89,"Gulliver_21",141,106.8900919655,-25.43936306376,-1.896127003974177,4.202344278060216,1.505049584650662,8.446904499999999,0.0676385,0.130658,9.129214,106.89010129756,-25.43938174084
90,"Gulliver_28",47,293.48342848788,17.99348372005,-4.445448280180556,-3.4780950909664283,1.5395863245754469,9.062374,0.1520285,0.969971,9.009816,293.48344926143,17.99349917825
91,"Gulliver_48",176,316.51262955973,50.69043173164,-4.769093330986372,-6.656168472009744,1.0383219155652352,7.6116335,0.009879,2.8698275,10.0900875,316.51266301773,50.69046131461
92,"Gulliver_6",385,83.40070201177,-1.69916478476,-0.1073374331298327,-0.1331438609172297,2.361179061159026,7.0152875,-0.094938,0.2487515,7.9103475,83.40070248903,-1.69916419301
93,"Gulliver_9",408,127.03315484655,-47.88004928076,-5.981838404768343,6.911700223134201,1.962581010319072,7.296714,-0.038001,0.418726,8.739583,127.03319448657,-47.88007999942
94,"Haffner_13",441,115.25980050438,-30.10060958327,-6.185587258448518,5.890233457749727,1.7522417712325826,7.521430499999999,0.086576,0.001002,8.749268,115.2598322811,-30.10063576208
95,"Harvard_10",269,244.74520734172,-54.99918750232,-2.025973918956508,-10.635734997786503,1.417463280483326,8.315348499999999,-0.003549,0.449944,9.279415,244.74522303995,-54.99914023238
96,"IC_1396",577,324.80368911883,57.53318816766,-2.26472912166151,-4.579366042442794,1.0401810317259144,6.980757499999999,-0.022461,1.588602,9.789138,324.80370786932,57.53320852039
97,"IC_2391",255,130.30136440855,-53.0228653514,-24.763648780905672,23.370859396339007,6.591959552765051,7.60075,0.000797,0.040304,5.859901499999999,130.30154738712,-53.02296922174
98,"IC_2395",500,130.47103214019,-48.0100408806,-4.506209820074875,3.415419713402919,1.3772365959727575,7.158875,-0.00784,0.50732,9.230167,130.47106207681,-48.01005606023
99,"IC_2602",462,160.93941925556,-64.40172421092,-17.862271616247682,10.55242543879088,6.57531059228457,7.519236,-0.015298,0.030887,5.8698595000000005,160.93960299917,-64.40177111047
100,"IC_348",227,56.10657065066,32.15890553447,4.432205849884308,-6.335859497120008,3.128681785466766,7.04353,0.302054,1.9075525,7.610264499999999,56.10654738197,32.15893369384
101,"IC_4651",1060,261.22593055364,-49.90191856369,-2.423178101965226,-5.063264062634524,1.0201391561064863,9.1694875,0.117076,0.413331,9.961901,261.22594727419,-49.90189606029
102,"IC_4665",227,266.59710936692,5.59498125651,-0.8380150093323068,-8.520730734065573,2.85485541059049,7.538043500000001,-0.00458,0.449728,7.749655,266.59711310926,5.59501912642
103,"IC_4725",562,277.94400316906,-19.11925562271,-1.6860708510520903,-6.15563957322744,1.474703423436223,8.6645815,0.171701,0.842234,9.217172,277.9440111002,-19.11922826431
104,"IC_4756",526,279.64916673793,5.42963903127,1.2631477585544983,-4.960199530224186,2.0735021518402723,9.130347,0.009244,0.293498,8.52763,279.64916109864,5.4296610766
105,"King_6",254,51.97497364924,56.44558459413,3.826864837122423,-1.8936548593310705,1.346336708224818,8.330123,0.146975,1.338679,9.3800735,51.97494287774,56.44559301037
106,"Loden_1194",97,212.0901112271,-59.74320485562,-7.727005927894503,-4.617837706069353,1.3058206066168152,8.436682,0.036772,0.459585,9.190225,212.09017938315,-59.74318433188
107,"Lynga_2",173,216.04596469965,-61.32965799928,-6.747978586354395,-4.655256596710277,1.0134068691418432,7.9852435,0.04548,0.789025,9.93049,216.04602721093,-61.32963730924
108,"Mamajek_4",248,276.20252276961,-50.98621670317,4.422149573329568,-21.294216658679723,2.182792902442745,8.7335105,0.048949,0.309066,8.320046,276.20249154844,-50.9861220622
109,"Melotte_20",741,51.7615873077,48.9040479548,22.83914618435005,-25.462076642544627,5.701662726342043,7.811837000000001,0.1565754999999999,0.295589,6.172044,51.76143288179,48.90416111948
110,"Melotte_22",1130,56.60767669269,24.10245461918,19.9199087955879,-45.40201345805321,7.321607577941876,8.0148775,0.028664,0.1747385,5.553764,56.60757970381,24.10265640588
111,"NGC_1039",638,40.5260999567,42.72461646304,0.6531341801146686,-5.7880820500196855,1.9702867718792163,7.778846,-0.0034015,0.163377,8.636778,40.52609600526,42.72464218785
112,"NGC_1333",85,52.25595167093,31.26307123632,7.3676906050795585,-9.253454781587852,3.3148655642433664,7.0460745,0.132344,2.119097,7.373317,52.25591336307,31.26311236278
113,"NGC_1342",455,52.9090931827,37.38966068295,0.4138535306591883,-1.6607561911147348,1.4847701235852833,9.0466395,-0.11345,0.710401,9.1789175,52.90909086766,37.38966806409
114,"NGC_1545",161,65.20172493201,50.20507629756,-2.0328793377961007,-0.1060300074524183,1.3675514666117363,8.140704,0.075691,0.770366,9.319262,65.20173904831,50.20507676881
115,"NGC_1647",624,71.47893592439,19.09171695823,-1.0815920309555356,-1.5448693674394622,1.6586978607454146,9.051362,0.119403,0.640752,9.0166835,71.47894101126,19.09172382431
116,"NGC_1662",299,72.19412113717,10.89232521582,-1.126151323826477,-1.964566968463605,2.3909546600140987,9.053069,-0.097741,0.441247,8.158479,72.19412623412,10.89233394723
117,"NGC_1708",155,75.87114948509,52.86600699606,0.1857292307827571,-1.437637633791769,1.0080923889632918,8.672891,0.1434,1.02009,9.929556,75.87114811771,52.86601338556
118,"NGC_1750",385,75.91103790147,23.67080792226,-1.0157172800794303,-2.403913535439784,1.347664746802757,8.6528265,0.0603405,0.7895375,9.309679,75.91104283046,23.67081860632
119,"NGC_1758",213,76.18586971907,23.81896088473,3.127394872587854,-3.5067550964739187,1.084172538943607,8.724439,0.097313,0.928388,9.740727,76.18585452543,23.81897647031
120,"NGC_1901",148,79.75765820901,-68.13780987543,1.680696707087494,12.707867479645651,2.356211471979214,8.883102,-0.042174,0.2094134999999999,8.1501915,79.7576381492,-68.13786635484
121,"NGC_1977",159,83.80688537156,-4.79187578944,1.2625221125820367,-0.4460048053449262,2.506671633182404,7.975908,-0.183429,1.639948,8.0346545,83.80687974067,-4.7918738072
122,"NGC_1980",315,83.80837026478,-6.02955624338,1.2296378663496548,0.5095468768718255,2.5665876046372977,6.980227,-0.23797,0.691555,7.744738,83.80836476932,-6.02955850803
123,"NGC_2168",1177,92.27102664513,24.33632050755,2.256030904602346,-2.888412719908468,1.1117197550254383,8.773581,-0.115287,0.4682,9.781836,92.27101564048,24.33633334493
124,"NGC_2183",110,92.9726111387,-6.33779719863,-3.776052856709376,0.4293447655193819,1.143170037771832,7.220204499999999,-0.0582375,1.59897,9.550525,92.97262802436,-6.33779910682
125,"NGC_2184",226,92.00765099183,-2.39019196569,-0.6099941761682802,-0.5131913408398788,1.625584667645663,8.927292999999999,-0.077982,0.477895,8.8509435,92.00765370528,-2.39018968483
126,"NGC_2215",184,95.20535894597,-7.29228814346,0.414143461492098,-3.660018345128432,0.9882248898136404,8.924464,0.051614,0.47055,9.949332,95.20535709033,-7.29227187671
127,"NGC_2232",396,96.94935736318,-5.03903184967,-4.673031038636813,-1.6693137377663032,3.0407096076410767,7.4092965,0.016157,0.010367,7.489807499999999,96.94937821279,-5.0390244305
128,"NGC_225",193,10.68778950672,61.8329102118,-5.319865543430962,-0.2056370308257649,1.412646612178235,8.3315405,0.201918,0.53962,9.160034,10.68783959489,61.83291112574
129,"NGC_2264",484,100.22628019496,9.72413962125,-1.794764983946753,-3.667274632119288,1.3456175923374918,7.095754,-0.179028,0.785327,9.025567,100.22628828797,9.72415592025
130,"NGC_2281",446,102.09295057566,41.04996775655,-2.9729430710701403,-8.276307555959042,1.88885189702853,8.875545,-0.035565,0.0915125,8.678307499999999,102.09296809646,41.05000454014
131,"NGC_2287",602,101.49907969319,-20.71908449797,-4.365149408783211,-1.364213347394965,1.326070636803261,8.605309,-0.099247,0.020889,9.1889205,101.49910043533,-20.7190784348
132,"NGC_2301",641,102.94237751969,0.47694968156,-1.3565105591731978,-2.1875044786749225,1.110979722824293,8.433859,0.058562,0.082063,9.668114,102.94238354883,0.4769594038
133,"NGC_2358",164,109.28474401377,-17.13495722437,-1.386989667557811,0.5700839613161184,1.02725728165113,8.949953,-0.0118995,0.02155,9.7888755,109.2847504645,-17.13495975808
134,"NGC_2422",593,114.15294968822,-14.48201122486,-7.046430299737466,1.025989296396466,2.068297828155062,7.924686,0.133833,0.1818975,8.5178325,114.15298203342,-14.48201578481
135,"NGC_2423",408,114.29666664251,-13.86658624245,-0.7527419224676262,-3.580752006634415,1.0200502212124465,8.948814,0.120383,0.3563015,9.87119,114.29667008846,-13.866570328
136,"NGC_2451A",412,115.78119311854,-38.15097282497,-20.89060097583414,15.21128643677373,5.144868894512866,7.63611,0.050232,0.000857,6.46,115.7813111868,-38.15104043063
137,"NGC_2451B",753,115.941047304,-37.76538778106,-9.422312295390729,4.7084619704223805,2.653930119832204,7.582639,0.0502585,0.178918,7.790509500000001,115.94110027759,-37.76540870754
138,"NGC_2516",2520,119.50711059816,-60.77089952052,-4.639979524802671,11.20398926655081,2.4024641797586312,8.829206,0.004662,0.121115,8.126629,119.50715283048,-60.77094931603
139,"NGC_2527",380,121.22656120903,-28.10354506786,-5.551021522345243,7.3159267017209295,1.5300420476200594,8.8058145,-0.01956,0.357665,9.110376,121.22658917783,-28.10357758309
140,"NGC_2546",465,123.13774263025,-37.67278063612,-3.715888650810823,3.939076830197936,1.035091980354406,8.066219499999999,0.110236,0.426669,9.851604,123.13776349541,-37.67279814313
141,"NGC_2547",465,122.50339918491,-49.16027092835,-8.561231472019937,4.34162247801571,2.5548158642037206,7.4410425,-0.013032,0.140438,7.989224,122.5034573701,-49.16029022443
142,"NGC_2548",569,123.40182228102,-5.69777451489,-1.2926475418325225,1.0396490218590808,1.2613871176911076,8.690361500000002,0.0323325,0.149428,9.439392,123.40182805465,-5.69777913555
143,"NGC_2632",862,129.9737650413,19.62135088488,-35.913661633202075,-12.88403521411706,5.36792211388963,8.976035,0.1977565,0.000725,6.30887,129.97393449755,19.62140814718
144,"NGC_2682",1076,132.84450985777,11.82193034636,-10.970501660847797,-2.922171800393803,1.1116168579914776,9.555143,0.072865,0.071078,9.747486,132.84455967217,11.82194333379
145,"NGC_2925",227,143.25857005809,-53.38448166941,-8.52593115771299,5.400543635806839,1.287626098332246,8.2326035,0.041731,0.199386,9.3401615,143.25863358988,-53.38450567181
146,"NGC_3228",141,155.33150039997,-51.81372964315,-14.867258328710244,-0.6049726429968552,2.0490824895060538,7.4596475,0.143122,0.080114,8.489863,155.33160728214,-51.81372695433
147,"NGC_3532",2206,166.38708804011,-58.69720325075,-10.408217984594692,5.24847993983308,2.059947564709375,8.81397,0.058429,0.009564,8.4788915,166.38717707449,-58.6972265773
148,"NGC_5460",214,211.87851545155,-48.29687448838,-6.643107632350004,-3.393053922736481,1.3298180701784432,8.414487999999999,-0.000876,0.299922,9.299787,211.87855983183,-48.29685940813
149,"NGC_5662",336,218.7245045867,-56.65869168361,-6.478080338187301,-7.200516081839784,1.259306731277975,8.343974,-0.002842,0.6028095,9.408003,218.72455697047,-56.65865968131
150,"NGC_5822",724,226.0519946748,-54.3660830121,-7.473442771154929,-5.487891942012885,1.1632086650734534,9.008424,-0.015469,0.38874,9.658726,226.05205168655,-54.36605862146
151,"NGC_6025",451,240.77626330415,-60.44526622041,-2.954744987433528,-3.0336501542320446,1.2509781974170344,8.227414,0.145569,0.427391,9.3814185,240.7762899277,-60.44525273752
