"Cluster","RA_ICRS","DE_ICRS","MA22","e_MA22","NA22","MA23f","e_MA23f","NA23f","MA23g","e_MA23g","NA23g","MZ23","e_MZ23","NZ23","MK24","e_MK24","NK24","MF24","e_MF24","NF24"
"HSC_1794",105.2993,-15.1474,-0.35,0.08,6.0,-0.74,0.09,12,"nan","nan","nan","nan","nan","nan",-0.56,0.1,3.0,-0.59,0.08,7.0
"HSC_1806",107.1335,-15.773,-0.22,0.1,15.0,-0.21,0.1,10,"nan","nan","nan",-0.24,0.11,11.0,-0.16,0.08,13.0,-0.13,0.12,12.0
"HSC_1807",108.3253,-14.9633,-0.23,0.1,25.0,-0.11,0.07,37,"nan","nan","nan",-0.11,0.1,21.0,-0.1,0.06,33.0,-0.07,0.07,34.0
"HSC_1810",116.856,-11.1003,-0.09,0.24,7.0,-0.33,0.07,10,"nan","nan","nan",-0.21,0.09,5.0,-0.26,0.08,8.0,-0.2,0.08,8.0
"HSC_1814",113.5648,-13.6363,-0.16,0.18,17.0,-0.48,0.18,21,"nan","nan","nan",-0.57,0.35,3.0,-0.33,0.03,9.0,-0.28,0.16,9.0
"HSC_1822",110.731,-16.1108,-0.45,0.14,12.0,-0.36,0.06,13,-0.33,0.07,6.0,-0.84,0.04,4.0,-0.32,0.06,13.0,-0.33,0.1,12.0
"HSC_1824",115.9429,-13.3728,-0.2,0.15,32.0,-0.55,0.18,21,-0.37,0.04,7.0,-0.6,0.11,14.0,-0.41,0.07,23.0,-0.53,0.15,19.0
"HSC_1835",106.9829,-18.9271,-0.32,0.11,6.0,-0.66,0.15,12,"nan","nan","nan","nan","nan","nan",-0.42,0.1,5.0,-0.54,0.16,12.0
"HSC_1838",111.0408,-17.9226,-0.28,0.12,14.0,-0.5,0.12,27,"nan","nan","nan",-0.27,0.08,3.0,-0.25,0.05,9.0,-0.47,0.21,31.0
"HSC_1860",104.2868,-23.5761,-0.39,0.15,42.0,-0.56,0.14,31,"nan","nan","nan",-0.62,0.09,5.0,-0.51,0.07,17.0,-0.57,0.12,16.0
"HSC_1867",115.6446,-18.3262,-0.14,0.09,12.0,-0.13,0.06,12,"nan","nan","nan",-0.08,0.06,8.0,-0.11,0.02,12.0,-0.02,0.03,12.0
"HSC_1874",123.6239,-14.8036,-0.26,0.13,16.0,-0.2,0.08,18,"nan","nan","nan",-0.16,0.06,14.0,-0.14,0.07,17.0,-0.09,0.12,19.0
"HSC_1887",108.5937,-24.3054,-0.45,0.09,13.0,-0.55,0.12,25,-0.46,0.04,6.0,-0.73,0.06,3.0,-0.53,0.11,11.0,-0.67,0.15,15.0
"HSC_1892",110.6238,-23.6269,-0.26,0.09,16.0,-0.38,0.13,12,-0.19,0.03,3.0,"nan","nan","nan",-0.32,0.08,7.0,-0.43,0.16,20.0
"HSC_1919",112.8124,-25.7762,-0.31,0.09,12.0,-0.42,0.11,20,"nan","nan","nan","nan","nan","nan",-0.35,0.05,8.0,-0.48,0.13,13.0
"HSC_1927",111.826,-27.1702,-0.4,0.07,16.0,-0.47,0.13,11,"nan","nan","nan","nan","nan","nan",-0.44,0.04,6.0,-0.24,0.06,8.0
"HSC_1937",110.8925,-28.6098,-0.31,0.09,22.0,-0.52,0.12,15,-0.28,0.04,3.0,-0.35,0.0,4.0,-0.37,0.09,8.0,-0.3,0.15,10.0
"HSC_1938",117.8653,-25.1352,-0.08,0.14,12.0,-0.21,0.13,14,"nan","nan","nan",-0.22,0.19,5.0,-0.21,0.06,11.0,-0.12,0.06,11.0
"HSC_1947",113.21,-28.6745,-0.19,0.06,7.0,-0.34,0.04,8,"nan","nan","nan",-0.1,0.1,3.0,-0.24,0.01,3.0,-0.14,0.06,6.0
"HSC_1954",118.0308,-26.8096,-0.21,0.1,29.0,-0.4,0.12,25,-0.33,0.06,7.0,-0.6,0.1,4.0,-0.36,0.06,18.0,-0.42,0.16,22.0
"HSC_1962",123.9892,-24.0792,-0.23,0.12,18.0,-0.46,0.21,16,"nan","nan","nan",-0.36,0.0,3.0,-0.36,0.07,12.0,-0.29,0.11,11.0
"HSC_1968",119.3546,-26.9518,-0.16,0.12,11.0,-0.19,0.08,15,"nan","nan","nan",-0.04,0.04,8.0,-0.1,0.04,10.0,-0.08,0.06,10.0
"HSC_1980",123.3565,-26.9026,-0.08,0.09,11.0,-0.22,0.14,14,"nan","nan","nan",-0.13,0.03,9.0,-0.16,0.07,9.0,-0.02,0.02,9.0
"HSC_1984",122.0846,-28.0956,-0.15,0.06,7.0,-0.36,0.12,10,"nan","nan","nan","nan","nan","nan",-0.32,0.07,6.0,-0.17,0.14,10.0
"HSC_1985",118.9118,-30.3267,-0.32,0.05,9.0,-0.15,0.06,12,"nan","nan","nan",-0.29,0.07,9.0,-0.16,0.06,10.0,-0.08,0.03,12.0
"HSC_1991",106.0503,-38.9484,"nan","nan","nan",-0.17,0.26,7,"nan","nan","nan","nan","nan","nan",-0.03,0.06,4.0,-0.45,0.16,8.0
"HSC_1999",116.7823,-33.2156,-0.29,0.37,11.0,-0.41,0.07,13,-0.32,0.13,6.0,"nan","nan","nan",-0.29,0.05,14.0,-0.1,0.03,14.0
"HSC_2009",110.4861,-36.8376,-0.2,0.04,10.0,-0.17,0.03,9,"nan","nan","nan",-0.13,0.02,6.0,-0.2,0.02,6.0,-0.08,0.05,9.0
"HSC_2022",127.6112,-30.9485,-0.17,0.04,7.0,-0.17,0.07,8,"nan","nan","nan",-0.21,0.23,5.0,-0.21,0.05,7.0,-0.13,0.1,9.0
"HSC_2026",126.7998,-32.3276,-0.03,0.17,3.0,-0.13,0.03,6,"nan","nan","nan","nan","nan","nan",-0.15,0.06,5.0,-0.11,0.1,8.0
"HSC_2027",127.438,-32.264,-0.18,0.13,23.0,-0.52,0.12,32,-0.52,0.05,3.0,-0.64,0.08,5.0,-0.36,0.06,17.0,-0.31,0.14,22.0
"HSC_2034",122.1608,-36.2483,-0.07,0.07,3.0,-0.52,0.15,4,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.66,0.03,9.0
"HSC_2040",122.5674,-36.8722,-0.2,0.18,13.0,-0.48,0.12,20,"nan","nan","nan",-0.73,0.07,4.0,-0.32,0.09,10.0,-0.39,0.11,17.0
"HSC_2042",130.1052,-32.7307,-0.16,0.09,30.0,-0.31,0.12,34,"nan","nan","nan",-0.35,0.12,16.0,-0.24,0.06,24.0,-0.1,0.07,29.0
"HSC_2043",120.1156,-38.3073,-0.16,0.18,23.0,-0.45,0.16,34,-0.3,0.09,5.0,-0.52,0.1,4.0,-0.3,0.07,12.0,-0.32,0.17,36.0
"HSC_2054",120.6844,-40.5647,-0.31,0.16,12.0,-0.41,0.1,9,"nan","nan","nan",-0.63,0.16,3.0,-0.33,0.07,7.0,-0.28,0.23,11.0
"HSC_2055",130.1899,-35.6364,-0.12,0.09,6.0,-0.46,0.1,9,"nan","nan","nan",-0.39,0.08,3.0,-0.4,0.02,4.0,-0.32,0.19,6.0
"HSC_2083",130.1215,-38.7602,-0.16,0.06,16.0,-0.5,0.12,19,-0.36,0.08,3.0,-0.7,0.05,4.0,-0.36,0.04,7.0,-0.35,0.14,12.0
"HSC_2105",126.7278,-44.2184,-0.35,0.15,9.0,-0.2,0.13,15,"nan","nan","nan",-0.22,0.08,9.0,-0.15,0.06,12.0,-0.22,0.08,14.0
"HSC_2110",122.7987,-46.5411,-0.37,0.1,27.0,-0.52,0.19,21,-0.4,0.07,8.0,-0.61,0.09,9.0,-0.4,0.08,19.0,-0.51,0.19,20.0
"HSC_2113",122.1931,-47.3475,-0.23,0.12,12.0,-0.13,0.09,12,"nan","nan","nan",-0.17,0.16,10.0,-0.1,0.04,12.0,-0.05,0.08,13.0
"HSC_2116",137.3776,-39.1817,-0.19,0.11,19.0,-0.31,0.11,27,-0.24,0.04,9.0,-0.28,0.2,8.0,-0.24,0.04,13.0,-0.14,0.12,22.0
"HSC_2136",135.5676,-43.2424,"nan","nan","nan",-0.12,0.13,10,"nan","nan","nan",-0.15,0.07,7.0,-0.08,0.09,10.0,-0.1,0.09,10.0
"HSC_2140",131.1815,-46.1409,"nan","nan","nan",-0.72,0.08,7,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.68,0.08,4.0
"HSC_2145",131.5525,-46.9705,-0.2,0.1,24.0,-0.26,0.14,25,"nan","nan","nan",-0.25,0.17,19.0,-0.2,0.06,24.0,-0.13,0.08,23.0
"HSC_2159",130.7712,-48.6092,-0.09,0.13,6.0,-0.39,0.06,17,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.46,0.09,15.0
"HSC_2161",152.6451,-32.2203,-0.13,0.16,31.0,-0.14,0.06,25,"nan","nan","nan",0.0,0.12,22.0,-0.12,0.13,26.0,-0.02,0.12,25.0
"HSC_2181",131.5808,-50.8231,-0.19,0.23,11.0,-0.44,0.09,15,"nan","nan","nan","nan","nan","nan",-0.29,0.05,3.0,-0.39,0.1,17.0
"HSC_2184",140.1816,-45.9884,-0.1,0.09,11.0,-0.36,0.16,12,"nan","nan","nan","nan","nan","nan",-0.27,0.03,5.0,-0.27,0.16,13.0
"HSC_2199",129.3653,-53.3494,-0.12,0.16,23.0,-0.21,0.1,24,"nan","nan","nan",-0.35,0.09,13.0,-0.21,0.04,21.0,-0.2,0.1,34.0
"HSC_2231",145.1136,-51.448,-0.33,0.08,7.0,-0.1,0.11,11,"nan","nan","nan",-0.02,0.19,5.0,-0.05,0.05,12.0,-0.24,0.19,16.0
"HSC_2234",144.8587,-52.0287,-0.13,0.11,9.0,-0.12,0.07,12,"nan","nan","nan",-0.3,0.12,5.0,-0.16,0.06,12.0,-0.16,0.05,11.0
"HSC_2256",92.2008,-66.9952,-0.14,0.14,11.0,-0.17,0.11,13,"nan","nan","nan",-0.12,0.08,8.0,-0.11,0.09,13.0,-0.16,0.11,15.0
"HSC_2261",141.8081,-57.7368,-0.22,0.17,26.0,-0.5,0.11,21,-0.37,0.12,3.0,-0.7,0.09,11.0,-0.4,0.07,19.0,-0.47,0.21,19.0
"HSC_2268",150.5483,-52.9031,-0.29,0.1,12.0,-0.12,0.1,14,"nan","nan","nan",-0.16,0.12,10.0,-0.24,0.09,13.0,-0.08,0.07,15.0
"HSC_2278",169.6629,-23.4627,-0.26,0.13,4.0,-0.33,0.2,16,"nan","nan","nan",-0.07,0.09,4.0,-0.09,0.04,8.0,-0.5,0.24,28.0
"HSC_2283",65.3623,-66.2407,-0.36,0.03,6.0,-0.21,0.18,29,"nan","nan","nan",-0.07,0.09,8.0,-0.09,0.04,17.0,-0.42,0.26,42.0
"HSC_2287",154.7576,-52.03,-0.2,0.09,13.0,-0.39,0.07,10,-0.34,0.07,4.0,-0.51,0.03,5.0,-0.42,0.06,9.0,-0.32,0.13,12.0
"HSC_2290",147.4538,-58.047,-0.32,0.07,7.0,-0.3,0.22,13,"nan","nan","nan",-0.25,0.16,5.0,-0.26,0.04,9.0,-0.21,0.12,11.0
"HSC_2294",147.1363,-58.6719,-0.22,0.09,23.0,-0.4,0.16,34,-0.18,0.1,5.0,"nan","nan","nan",-0.23,0.05,16.0,-0.42,0.17,31.0
"HSC_2312",156.0347,-54.6201,-0.46,0.12,10.0,-0.19,0.12,7,"nan","nan","nan",-0.05,0.11,8.0,-0.14,0.05,10.0,-0.08,0.1,7.0
"HSC_2344",158.4957,-58.3029,-0.4,0.08,4.0,-0.28,0.13,10,"nan","nan","nan","nan","nan","nan",-0.17,0.13,4.0,-0.36,0.23,11.0
"HSC_2350",161.9395,-55.8653,-0.21,0.16,32.0,-0.34,0.13,30,-0.22,0.11,4.0,-0.48,0.13,23.0,-0.33,0.11,31.0,-0.27,0.16,28.0
"HSC_2355",151.7743,-64.8579,-0.24,0.19,10.0,-0.35,0.18,13,"nan","nan","nan",-0.22,0.2,10.0,-0.19,0.07,10.0,-0.13,0.13,12.0
"HSC_2364",158.0896,-61.3102,-0.25,0.16,10.0,0.0,0.15,17,"nan","nan","nan",-0.07,0.09,8.0,-0.13,0.09,14.0,-0.05,0.07,17.0
"HSC_2389",164.3825,-59.7222,-0.2,0.21,15.0,-0.04,0.03,9,"nan","nan","nan",-0.26,0.07,10.0,-0.07,0.06,14.0,-0.07,0.05,12.0
"HSC_2404",168.1576,-59.7078,-0.2,0.1,26.0,-0.27,0.12,27,-0.25,0.02,9.0,-0.39,0.16,8.0,-0.3,0.04,48.0,-0.25,0.11,28.0
"HSC_2412",170.5326,-58.4368,-0.33,0.09,15.0,-0.15,0.09,16,"nan","nan","nan",-0.1,0.08,10.0,-0.14,0.06,17.0,-0.17,0.13,13.0
"HSC_2419",169.6212,-60.8136,-0.31,0.08,24.0,-0.17,0.05,20,"nan","nan","nan",-0.27,0.16,16.0,-0.2,0.06,23.0,-0.17,0.08,16.0
"HSC_2428",170.5952,-61.6099,-0.41,0.16,4.0,-0.19,0.32,10,-0.02,0.14,4.0,"nan","nan","nan",-0.19,0.08,9.0,-0.23,0.11,7.0
"HSC_2494",183.9658,-61.6139,"nan","nan","nan",-0.32,0.13,14,"nan","nan","nan","nan","nan","nan",-0.19,0.14,5.0,-0.32,0.18,9.0
"HSC_2512",185.9776,-62.7469,-0.46,0.15,8.0,0.06,0.07,8,"nan","nan","nan","nan","nan","nan",0.08,0.07,13.0,0.08,0.08,8.0
"HSC_2559",197.5745,-66.979,-0.19,0.17,35.0,-0.07,0.1,31,"nan","nan","nan",-0.05,0.09,27.0,-0.09,0.07,35.0,-0.09,0.07,31.0
"HSC_2564",198.0286,-62.8881,-0.1,0.04,5.0,-0.2,0.25,3,"nan","nan","nan","nan","nan","nan",-0.14,0.06,5.0,-0.71,0.07,3.0
"HSC_2584",202.163,-64.7729,-0.35,0.15,20.0,-0.09,0.12,13,-0.02,0.04,5.0,-0.35,0.11,8.0,-0.15,0.09,20.0,-0.15,0.05,14.0
"HSC_2587",204.0553,-69.678,-0.01,0.07,15.0,-0.03,0.06,13,"nan","nan","nan",-0.22,0.06,9.0,-0.09,0.03,14.0,-0.05,0.04,14.0
"HSC_2640",212.9375,-61.7077,"nan","nan","nan",-0.49,0.26,3,"nan","nan","nan","nan","nan","nan",0.06,0.15,9.0,"nan","nan","nan"
"HSC_2651",217.5195,-61.1401,-0.12,0.14,5.0,-0.25,0.13,5,"nan","nan","nan","nan","nan","nan",-0.09,0.08,6.0,-0.31,0.1,7.0
"HSC_2654",222.2459,-65.424,0.1,0.14,19.0,-0.19,0.06,19,"nan","nan","nan",-0.34,0.17,11.0,-0.19,0.05,21.0,-0.34,0.15,20.0
"HSC_2678",226.5657,-59.2852,-0.21,0.11,4.0,-0.22,0.15,6,"nan","nan","nan","nan","nan","nan",-0.11,0.05,10.0,-0.26,0.16,6.0
"HSC_2691",230.6615,-58.1218,-0.13,0.3,14.0,-0.19,0.19,8,"nan","nan","nan",-0.41,0.06,9.0,-0.02,0.06,16.0,-0.49,0.07,10.0
"HSC_2706",225.0491,-50.8733,-0.25,0.12,23.0,-0.06,0.08,26,"nan","nan","nan",-0.11,0.1,18.0,-0.1,0.07,27.0,-0.01,0.06,23.0
"HSC_2708",232.2242,-57.076,-0.12,0.29,11.0,-0.49,0.43,4,"nan","nan","nan",-0.21,0.11,7.0,-0.04,0.02,10.0,-0.13,0.11,6.0
"HSC_2714",245.5718,-63.058,-0.21,0.07,10.0,0.0,0.07,15,"nan","nan","nan",0.02,0.02,11.0,0.0,0.06,14.0,0.06,0.05,11.0
"HSC_2721",312.6145,-68.866,-0.22,0.11,9.0,-0.1,0.1,11,"nan","nan","nan",-0.05,0.09,9.0,-0.15,0.17,11.0,-0.07,0.07,11.0
"HSC_2745",241.4606,-51.1873,-0.07,0.08,24.0,-0.13,0.09,8,"nan","nan","nan",-0.09,0.07,15.0,-0.15,0.1,26.0,-0.16,0.04,11.0
"HSC_2771",240.8862,-45.6513,-0.19,0.12,14.0,-0.07,0.04,16,"nan","nan","nan",-0.06,0.05,12.0,0.0,0.04,18.0,-0.05,0.05,18.0
"HSC_2787",244.1625,-44.9262,-0.08,0.11,14.0,-0.15,0.07,12,"nan","nan","nan",-0.05,0.06,9.0,-0.08,0.04,14.0,-0.19,0.09,12.0
"HSC_2817",252.8959,-46.903,-0.11,0.1,21.0,-0.05,0.09,6,"nan","nan","nan",-0.14,0.08,12.0,-0.14,0.07,21.0,-0.1,0.08,7.0
"HSC_2821",247.9814,-43.1948,0.01,0.14,9.0,-0.09,0.08,12,"nan","nan","nan",-0.02,0.18,7.0,0.02,0.08,8.0,-0.12,0.08,11.0
"HSC_2830",253.3148,-45.0314,-0.4,0.17,7.0,-0.1,0.22,10,0.13,0.02,4.0,-0.08,0.24,6.0,-0.13,0.09,20.0,0.07,0.09,7.0
"HSC_2847",243.5636,-34.2883,-0.19,0.12,9.0,-0.19,0.06,7,"nan","nan","nan",0.05,0.16,6.0,-0.19,0.12,7.0,-0.07,0.12,7.0
"HSC_2867",262.0483,-42.1102,-0.04,0.17,18.0,-0.11,0.2,14,0.1,0.06,3.0,0.05,0.3,6.0,-0.09,0.17,16.0,-0.04,0.13,15.0
"HSC_2871",266.1196,-41.1895,-0.4,0.0,3.0,-0.06,0.03,4,"nan","nan","nan",0.03,0.01,3.0,-0.09,0.11,4.0,-0.22,0.26,8.0
"HSC_2876",262.307,-40.9713,-0.2,0.08,26.0,-0.25,0.17,34,"nan","nan","nan",-0.01,0.13,17.0,-0.09,0.07,26.0,-0.11,0.12,20.0
"HSC_2878",256.079,-37.0349,-0.41,0.19,363.0,-0.01,0.28,153,0.07,0.1,15.0,-0.28,0.22,60.0,0.06,0.21,300.0,-0.04,0.12,125.0
"HSC_2901",265.7343,-39.4089,-0.15,0.11,8.0,0.05,0.21,8,"nan","nan","nan",0.14,0.01,3.0,-0.02,0.32,11.0,0.04,0.1,8.0
"HSC_2932",272.9594,-38.4284,-0.31,0.15,20.0,-0.33,0.12,11,"nan","nan","nan",-0.05,0.12,8.0,-0.18,0.12,13.0,-0.11,0.13,5.0
"HSC_2959",263.5138,-31.1343,-0.3,0.0,3.0,-0.09,0.23,4,"nan","nan","nan",0.01,0.04,5.0,0.06,0.13,7.0,"nan","nan","nan"
"HSC_2960",259.8008,-28.8293,0.17,0.15,16.0,0.14,0.09,5,"nan","nan","nan",-0.18,0.18,8.0,0.09,0.16,16.0,-0.07,0.07,4.0
"HSC_2966",263.106,-30.3641,-0.49,0.13,15.0,0.16,0.06,9,0.24,0.02,4.0,0.17,0.26,9.0,0.02,0.2,33.0,0.12,0.03,3.0
"HSC_2983",260.1502,-26.199,-0.13,0.1,5.0,-0.21,0.11,9,"nan","nan","nan",-0.25,0.03,4.0,-0.17,0.05,7.0,-0.24,0.06,10.0
"HXHWL_21",111.3485,-8.8423,-0.16,0.11,35.0,-0.35,0.14,36,-0.11,0.06,4.0,-0.18,0.09,19.0,-0.21,0.04,25.0,-0.09,0.07,31.0
"HXHWL_27",250.6275,-52.6732,-0.15,0.1,30.0,-0.22,0.1,32,"nan","nan","nan",-0.07,0.07,19.0,-0.11,0.04,25.0,-0.1,0.08,28.0
"HXHWL_31",314.9979,45.3358,-0.26,0.1,20.0,-0.28,0.08,25,"nan","nan","nan",-0.41,0.12,13.0,-0.1,0.06,17.0,-0.22,0.06,22.0
"HXHWL_48",113.4809,-8.2446,-0.14,0.07,19.0,-0.17,0.08,18,"nan","nan","nan",0.01,0.05,13.0,-0.06,0.11,15.0,0.02,0.06,15.0
"HXHWL_55",179.4267,-71.0342,-0.16,0.13,30.0,-0.22,0.19,31,"nan","nan","nan",-0.21,0.12,18.0,-0.14,0.05,25.0,-0.14,0.05,27.0
"HXHWL_62",108.1417,-20.5228,-0.17,0.17,25.0,-0.36,0.1,26,"nan","nan","nan",-0.33,0.07,14.0,-0.27,0.06,21.0,-0.25,0.09,23.0
"HXHWL_74",103.8543,-3.7796,-0.3,0.11,33.0,-0.42,0.11,26,"nan","nan","nan",-0.41,0.03,9.0,-0.29,0.04,13.0,-0.3,0.11,27.0
"Haffner_3",106.0267,-6.1177,-0.2,0.1,84.0,-0.41,0.11,52,"nan","nan","nan",-0.27,0.08,10.0,-0.26,0.04,20.0,-0.31,0.13,42.0
"Haffner_4",106.5061,-15.0016,-0.36,0.11,37.0,-0.55,0.12,60,-0.33,0.09,3.0,"nan","nan","nan",-0.3,0.1,22.0,-0.41,0.16,40.0
"Haffner_5",109.4788,-22.6615,-0.19,0.12,376.0,-0.22,0.1,334,-0.13,0.02,22.0,-0.41,0.15,293.0,-0.19,0.06,359.0,-0.25,0.09,330.0
"Haffner_6",109.9857,-13.1518,-0.28,0.09,90.0,-0.49,0.14,193,-0.3,0.07,8.0,-0.46,0.15,6.0,-0.31,0.07,33.0,-0.47,0.18,155.0
"Haffner_7",110.7514,-29.5098,-0.25,0.11,75.0,-0.56,0.13,63,-0.38,0.08,6.0,-0.44,0.08,10.0,-0.35,0.08,31.0,-0.35,0.12,35.0
"Haffner_10",112.1598,-15.3569,-0.24,0.11,244.0,-0.4,0.14,251,-0.23,0.04,32.0,-0.38,0.12,35.0,-0.27,0.05,181.0,-0.37,0.19,218.0
"Haffner_11",113.8554,-27.7103,-0.22,0.12,73.0,-0.53,0.12,104,-0.42,0.09,22.0,-0.6,0.09,10.0,-0.44,0.09,39.0,-0.52,0.15,90.0
"Haffner_22",123.1037,-27.9138,-0.14,0.12,380.0,-0.27,0.09,351,-0.15,0.04,33.0,-0.3,0.11,138.0,-0.24,0.05,303.0,-0.17,0.07,329.0
"Haffner_26",123.8978,-30.8483,-0.22,0.14,68.0,-0.42,0.15,101,-0.09,0.03,4.0,-0.29,0.14,27.0,-0.27,0.06,57.0,-0.13,0.1,63.0
"Harvard_13",255.97,-48.1121,-0.19,0.12,269.0,-0.05,0.1,221,0.19,0.04,23.0,-0.06,0.13,133.0,-0.05,0.07,251.0,-0.1,0.07,245.0
"Hogg_4",149.4041,-54.6098,-0.15,0.09,169.0,-0.33,0.11,250,-0.13,0.06,51.0,-0.26,0.11,64.0,-0.25,0.08,167.0,-0.21,0.11,246.0
"IC_166",28.0899,61.8614,-0.17,0.12,532.0,-0.32,0.09,417,-0.23,0.05,84.0,-0.44,0.07,137.0,-0.32,0.05,276.0,-0.3,0.16,413.0
"IC_361",64.7423,58.2524,-0.1,0.13,406.0,-0.33,0.09,346,-0.26,0.03,56.0,-0.11,0.13,48.0,-0.3,0.05,123.0,-0.23,0.1,421.0
"IC_1311",302.6958,41.1766,-0.24,0.13,373.0,-0.35,0.15,161,-0.21,0.1,47.0,-0.38,0.11,90.0,-0.24,0.08,177.0,-0.26,0.17,162.0
"IC_2714",169.3908,-62.7153,-0.19,0.09,844.0,-0.23,0.12,513,-0.04,0.02,13.0,-0.3,0.13,514.0,-0.17,0.05,654.0,-0.22,0.09,430.0
"IC_4651",261.2236,-49.918,-0.18,0.13,674.0,-0.05,0.07,741,0.06,0.03,23.0,-0.04,0.09,549.0,-0.03,0.06,836.0,-0.01,0.05,759.0
"IC_4756",279.6581,5.4174,-0.22,0.1,276.0,-0.13,0.05,221,-0.11,0.04,10.0,-0.1,0.07,161.0,-0.09,0.07,231.0,-0.09,0.06,290.0
"Juchert_13",180.4193,-64.0967,-0.16,0.14,126.0,-0.13,0.18,127,0.23,0.04,40.0,-0.11,0.2,46.0,-0.16,0.06,242.0,-0.11,0.2,110.0
"Juchert_23",76.9043,17.5791,-0.27,0.11,127.0,-0.35,0.11,144,-0.26,0.02,9.0,-0.3,0.12,58.0,-0.26,0.06,83.0,-0.22,0.13,165.0
"Juchert-Saloran_1",4.072,59.9652,-0.39,0.12,25.0,-0.4,0.1,38,-0.26,0.07,6.0,-0.66,0.14,3.0,-0.28,0.05,15.0,-0.39,0.2,44.0
"Kharchenko_1",92.2059,24.2673,-0.19,0.11,744.0,-0.21,0.1,941,"nan","nan","nan",-0.11,0.11,569.0,-0.13,0.08,768.0,-0.12,0.08,859.0
"King_1",5.5024,64.3894,0.15,0.15,576.0,-0.25,0.09,561,-0.07,0.06,52.0,-0.27,0.19,151.0,-0.19,0.04,556.0,-0.22,0.15,582.0
"King_5",48.6921,52.6961,-0.05,0.13,216.0,-0.26,0.08,223,-0.18,0.07,27.0,-0.11,0.11,48.0,-0.22,0.05,109.0,-0.19,0.1,290.0
"King_8",87.3209,33.6293,-0.3,0.1,39.0,-0.48,0.12,64,-0.32,0.07,8.0,-0.48,0.21,5.0,-0.35,0.06,16.0,-0.48,0.19,56.0
"King_9",333.885,54.4037,-0.2,0.08,87.0,-0.43,0.13,37,-0.43,0.09,15.0,-0.61,0.07,21.0,-0.35,0.06,39.0,-0.37,0.14,33.0
"King_13",2.5615,61.1745,-0.2,0.1,163.0,-0.4,0.13,255,-0.26,0.04,21.0,-0.43,0.21,6.0,-0.3,0.04,44.0,-0.43,0.16,246.0
"King_23",110.4622,-0.9904,-0.17,0.14,94.0,-0.38,0.12,91,-0.14,0.07,7.0,-0.23,0.1,42.0,-0.26,0.07,61.0,-0.19,0.12,72.0
"Koposov_43",88.067,29.9056,-0.39,0.09,40.0,-0.41,0.07,65,-0.38,0.03,17.0,"nan","nan","nan",-0.32,0.06,22.0,-0.5,0.18,67.0
"Kronberger_81",321.5665,53.5435,-0.49,0.18,27.0,-0.3,0.09,30,-0.23,0.06,4.0,-0.29,0.1,12.0,-0.26,0.08,37.0,-0.16,0.11,16.0
"Kronberger_84",323.8923,53.519,-0.2,0.18,13.0,-0.4,0.18,39,"nan","nan","nan",-0.63,0.18,3.0,-0.16,0.08,9.0,-0.39,0.21,35.0
"FoF_5",156.0078,-72.5004,-0.25,0.1,260.0,-0.17,0.08,298,-0.07,0.05,18.0,-0.16,0.09,261.0,-0.15,0.04,323.0,-0.08,0.07,303.0
"FoF_145",256.9682,-44.1659,-0.1,0.18,143.0,-0.19,0.1,276,0.16,0.06,57.0,-0.17,0.15,89.0,-0.13,0.08,264.0,-0.18,0.13,303.0
"FoF_321",296.3843,21.1652,0.01,0.15,95.0,-0.22,0.1,108,-0.12,0.04,20.0,-0.05,0.14,37.0,-0.12,0.04,70.0,-0.27,0.18,120.0
"FoF_658",95.2746,-3.4526,-0.22,0.08,84.0,-0.29,0.1,83,"nan","nan","nan",-0.25,0.14,44.0,-0.23,0.08,55.0,-0.13,0.06,81.0
"FoF_861",244.6763,-52.8948,-0.15,0.15,39.0,0.12,0.18,36,0.24,0.05,20.0,0.35,0.1,28.0,-0.14,0.09,116.0,0.09,0.11,27.0
"FoF_866",261.7668,-39.403,-0.14,0.11,146.0,-0.2,0.11,45,0.03,0.07,13.0,0.01,0.09,37.0,-0.15,0.07,135.0,-0.1,0.15,41.0
"FoF_947",118.6199,-27.518,-0.09,0.09,104.0,-0.32,0.11,80,-0.08,0.04,14.0,-0.36,0.1,50.0,-0.28,0.06,72.0,-0.22,0.13,87.0
"FoF_1375",91.0515,28.0538,-0.27,0.12,37.0,-0.53,0.17,51,"nan","nan","nan",-0.34,0.06,7.0,-0.41,0.04,13.0,-0.41,0.15,28.0
"FoF_1540",170.2122,-59.2908,-0.29,0.11,44.0,-0.24,0.1,67,-0.16,0.03,15.0,-0.23,0.06,30.0,-0.23,0.07,52.0,-0.21,0.08,57.0
"FoF_1973",95.4906,22.3923,-0.19,0.13,103.0,-0.38,0.1,90,-0.2,0.06,5.0,-0.36,0.1,24.0,-0.26,0.08,37.0,-0.24,0.12,73.0
"FoF_1994",191.0173,-58.0952,-0.19,0.13,175.0,-0.24,0.11,156,-0.09,0.03,10.0,-0.43,0.1,92.0,-0.18,0.05,143.0,-0.24,0.1,169.0
"FoF_2094",175.4947,-61.9568,-0.27,0.14,92.0,-0.21,0.15,52,"nan","nan","nan",-0.14,0.12,81.0,-0.17,0.04,95.0,-0.12,0.07,25.0
