"Cluster","RA_ICRS","DE_ICRS","GLON","GLAT","r50","nbstars07","pmRA*","pmDE","plx","Flag","AgeNN","AVNN","DMNN","DistPc"
"Berkeley_94      ",335.711,55.862,103.118,-1.185,0.037,39,-3.713,-2.861,0.217,"NN            ",7.19,1.62,13.06,4097
"Berkeley_95      ",337.082,59.129,105.471,1.197,0.041,31,-3.401,-2.287,0.248,"NN            ",7.08,3.83,12.96,3907
"Berkeley_96      ",337.478,55.408,103.727,-2.097,0.025,53,-3.503,-2.994,0.252,"NN            ",7.57,1.43,12.77,3573
"Berkeley_97      ",339.853,59.005,106.641,0.374,0.035,76,-2.736,-1.808,0.314,"NN            ",7.18,2.58,12.55,3241
"Berkeley_98      ",340.665,52.407,103.869,-5.633,0.062,148,-1.353,-3.186,0.253,"NN            ",9.39,0.61,12.73,3519
"Berkeley_99      ",350.26,71.778,115.92,10.148,0.05,88,-3.139,-0.359,0.137,"NN            ",9.53,0.72,13.54,5105
"Bica_3           ",276.519,-13.058,18.446,-0.417,0.016,70,-0.588,-1.598,0.391,"tooRed        ","     ","     ","     ","      "
"Biurakan_2       ",302.283,35.488,72.747,1.359,0.139,47,-3.169,-6.843,0.542,"NN            ",6.97,0.93,11.18,1723
"Blanco_1         ",0.853,-29.958,15.09,-79.086,0.699,380,18.739,2.602,4.21,"NN            ",8.02,0.01,6.9,240
"Bochum_11        ",161.769,-60.096,288.012,-0.878,0.056,61,-6.335,1.742,0.389,"NN            ",6.8,1.27,12.06,2584
"Bochum_13        ",259.333,-35.529,351.211,1.383,0.105,57,-0.286,-1.284,0.567,"manual        ",6.95,2.63,11.11,1666
"Bochum_3         ",105.86,-5.021,218.767,0.372,0.033,17,-1.174,-0.19,0.448,"NN            ",8.06,0.69,11.75,2238
"Bochum_4         ",112.877,-17.229,232.772,0.734,0.136,21,-3.014,1.848,0.761,"NN            ",7.98,0.39,10.55,1285
"Bochum_6         ",112.992,-19.416,234.741,-0.224,0.075,75,-2.28,2.308,0.249,"NN            ",6.81,1.59,12.97,3931
"COIN-Gaia_1      ",11.933,66.769,122.566,3.9,0.357,78,-5.034,-3.048,1.546,"NN            ",8.26,1.13,9.09,658
"COIN-Gaia_10     ",68.385,40.509,161.92,-4.981,0.177,28,2.025,-3.355,0.943,"NN            ",7.74,0.95,10.04,1018
"COIN-Gaia_11     ",68.11,39.479,162.538,-5.834,0.336,75,3.574,-5.62,1.485,"manual        ",8.9,1.25,9.13,669
"COIN-Gaia_12     ",79.209,41.708,166.113,2.112,0.306,67,2.616,-4.681,1.03,"NN            ",8.73,0.16,9.9,954
"COIN-Gaia_13     ",83.186,42.087,167.459,4.776,1.003,130,-3.828,-1.676,1.927,"NN            ",8.27,0.37,8.68,545
"COIN-Gaia_14     ",77.696,39.195,167.476,-0.293,0.157,19,1.331,-6.598,1.043,"NN            ",8.63,0.62,9.86,936
"COIN-Gaia_15     ",76.09,35.831,169.408,-3.328,0.147,87,0.44,-3.781,0.824,"NN            ",8,1.27,10.35,1174
"COIN-Gaia_16     ",80.179,37.438,170.038,0.27,0.059,25,1.262,-3.749,0.622,"NN            ",7.41,0.57,10.93,1531
"COIN-Gaia_17     ",81.244,37.558,170.418,1.035,0.151,67,0.358,-4.297,0.885,"NN            ",8.6,0.75,10.17,1082
"COIN-Gaia_18     ",78.408,35.498,170.797,-2.014,0.239,39,0.767,-4.955,0.953,"NN            ",8.25,0.85,10.06,1027
"COIN-Gaia_19     ",82.188,34.29,173.557,-0.153,0.172,77,-1.477,-4.641,0.774,"NN            ",8.03,0.73,10.47,1241
"COIN-Gaia_2      ",15.06,55.409,124.192,-7.441,0.187,115,-4.457,-1.933,0.787,"NN            ",8.82,0.46,10.4,1204
"COIN-Gaia_20     ",78.634,31.691,174.004,-4.082,0.258,36,0.548,-1.455,0.911,"NN            ",7.93,0.63,10.09,1044
"COIN-Gaia_21     ",84.766,28.402,179.696,-1.504,0.098,26,-0.115,-3.849,0.697,"NN            ",7.45,1.09,10.74,1406
"COIN-Gaia_22     ",91.06,31.602,179.721,4.815,0.086,83,-0.708,-3.309,0.49,"NN            ",8.48,0.82,11.49,1987
"COIN-Gaia_23     ",87.449,27.008,182.127,-0.209,0.275,91,-0.318,-0.928,1.032,"NN            ",8.11,0.54,9.86,937
"COIN-Gaia_24     ",90.693,23.203,186.893,0.416,0.194,47,2.536,-2.954,0.965,"NN            ",7.92,0.67,10.06,1030
"COIN-Gaia_25     ",91.691,20.276,189.899,-0.211,0.291,83,-0.499,-2.595,1.201,"NN            ",8.75,0.38,9.58,824
"COIN-Gaia_26     ",83.771,15.721,190.009,-9.01,0.107,62,0.267,-2.376,0.688,"NN            ",8.23,1.32,10.8,1442
"COIN-Gaia_27     ",85.76,13.743,192.728,-8.387,0.195,57,0.697,-3.594,0.912,"NN            ",8.86,1.18,10.35,1173
"COIN-Gaia_28     ",96.333,11.159,200.041,-0.63,0.115,90,-1.12,-0.942,0.59,"NN            ",7.74,0.75,11.02,1600
"COIN-Gaia_29     ",15.548,63.648,124.125,0.801,0.177,11,-2.654,-0.317,0.313,"notEnoughStars","     ","     ","     ","      "
"COIN-Gaia_3      ",18.739,60.505,125.825,-2.235,0.126,85,-2.431,-1.791,0.775,"NN            ",7.69,1.69,10.41,1209
"COIN-Gaia_30     ",21.08,70.574,125.684,7.878,0.254,90,-6.145,2.067,1.346,"NN            ",8.41,1.25,9.42,767
"COIN-Gaia_31     ",21.307,61.135,127,-1.469,0.093,18,-1.983,-0.526,0.381,"notEnoughStars","     ","     ","     ","      "
"COIN-Gaia_32     ",28.194,63.066,129.813,1.016,0.139,17,0.053,-2.195,0.775,"NN            ",8.56,0.82,10.48,1248
"COIN-Gaia_33     ",30.276,61.475,131.15,-0.28,0.05,14,-1.307,-0.071,0.123,"notEnoughStars","     ","     ","     ","      "
"COIN-Gaia_34     ",31.231,61.776,131.504,0.133,0.183,34,-2.231,0.866,1.006,"NN            ",8.34,1.19,10.05,1022
"COIN-Gaia_35     ",33.472,60.039,133.06,-1.201,0.043,10,-0.526,-0.396,0.341,"notEnoughStars","     ","     ","     ","      "
"COIN-Gaia_37     ",45.377,58.329,139.326,-0.341,0.845,3,0.849,-2.042,0.976,"notEnoughStars","     ","     ","     ","      "
"COIN-Gaia_38     ",51.472,51.072,146.101,-4.718,0.132,50,2.032,-6.785,0.793,"NN            ",8.43,1.56,10.53,1274
"COIN-Gaia_39     ",69.612,42.95,160.724,-2.663,0.244,13,0.238,-2.467,0.991,"NN            ",8.46,0.63,10.02,1010
"COIN-Gaia_4      ",26.129,58.756,129.782,-3.408,0.107,42,-0.948,-1,0.45,"NN            ",7.73,1.65,11.72,2205
"COIN-Gaia_40     ",81.874,33.526,174.048,-0.794,0.073,12,0.393,-2.762,0.47,"notEnoughStars","     ","     ","     ","      "
"COIN-Gaia_41     ",89.835,19.026,190.126,-2.348,0.148,48,-0.314,-3.685,0.52,"NN            ",8.34,1.51,11.49,1988
"COIN-Gaia_5      ",27.408,58.078,130.583,-3.927,0.224,21,-2.774,-0.511,1.063,"NN            ",8.04,0.45,9.8,912
"COIN-Gaia_6      ",28.101,58.636,130.809,-3.3,0.077,83,-2.355,-0.49,0.277,"NN            ",8.68,1.18,12.57,3259
"COIN-Gaia_7      ",33.738,58.466,133.686,-2.651,0.152,31,-1.043,-1.548,0.648,"NN            ",7.76,1.36,10.86,1485
"COIN-Gaia_8      ",39.048,50.013,139.64,-9.43,0.312,28,2.51,-2.499,1.359,"NN            ",8,0.37,9.29,722
"COIN-Gaia_9      ",47.748,48.023,145.694,-8.585,0.265,22,-1.934,-2.81,1.119,"NN            ",8.2,0.57,9.68,864
"Collinder_106    ",99.278,6.002,205.96,-0.436,0.186,93,-1.472,0.531,0.635,"NN            ",7.39,0.63,10.89,1505
"Collinder_107    ",99.203,4.972,206.84,-0.976,0.39,108,-1.325,0.659,0.617,"NN            ",7.26,0.95,11.11,1666
"Collinder_110    ",99.677,2.069,209.638,-1.886,0.157,881,-1.091,-2.049,0.425,"NN            ",9.26,1.14,11.7,2183
"Collinder_115    ",101.659,1.776,210.804,-0.258,0.087,180,-1.245,-0.567,0.475,"NN            ",7.98,0.76,11.46,1956
"Collinder_132    ",108.485,-30.758,242.923,-9.104,1.333,86,-4.14,3.732,1.501,"NN            ",7.39,0,8.98,624
"Collinder_135    ",109.362,-37.044,248.989,-11.201,1.138,324,-9.975,6.157,3.278,"NN            ",7.42,0.01,7.33,292
"Collinder_140    ",110.882,-31.966,244.943,-7.818,0.568,124,-8.074,4.789,2.594,"NN            ",7.43,0,7.95,388
"Collinder_185    ",125.833,-36.349,255.067,0.545,0.125,58,-4.924,3.879,0.626,"NN            ",7.79,0.61,10.97,1564
"Collinder_197    ",131.202,-41.28,261.517,0.956,0.15,229,-5.808,3.933,1.034,"NN            ",7.15,1.42,9.9,955
"Collinder_205    ",135.119,-48.984,269.203,-1.851,0.047,81,-4.797,3.918,0.483,"NN            ",6.66,2.3,11.9,2394
"Collinder_220    ",156.429,-57.922,284.548,-0.349,0.109,112,-7.339,2.677,0.364,"NN            ",8.37,0.72,11.95,2457
"Collinder_258    ",186.798,-60.767,299.974,1.966,0.128,110,-7.051,-0.288,0.764,"NN            ",7.99,0.53,10.54,1284
"Collinder_261    ",189.519,-68.377,301.696,-5.537,0.108,1799,-6.351,-2.705,0.315,"NN            ",9.8,0.81,12.27,2850
"Collinder_268    ",199.543,-67.079,305.537,-4.343,0.08,128,-5.48,-0.405,0.357,"NN            ",8.38,1.16,12.1,2633
"Collinder_269    ",200.992,-66.204,306.21,-3.539,0.137,55,-5.058,-2.492,0.568,"NN            ",8.62,0.78,11.16,1702
"Collinder_271    ",202.453,-64.199,307.093,-1.637,0.049,34,-5.697,-1.579,0.353,"NN            ",7.79,1.23,12.09,2613
"Collinder_272    ",202.586,-61.319,307.584,1.201,0.127,255,-3.441,-1.798,0.414,"NN            ",7.66,1.29,11.75,2236
"Collinder_277    ",207.058,-66.066,308.655,-3.827,0.141,195,-9.225,-4.139,0.576,"NN            ",8.99,0.72,11.22,1752
"Collinder_292    ",237.41,-57.594,325.04,-2.584,0.095,94,-2.397,-2.232,0.528,"NN            ",8.41,0.97,11.25,1777
"Collinder_307    ",248.792,-50.99,334.388,-2.321,0.063,116,-0.715,-3.339,0.484,"NN            ",8.39,2.11,11.61,2099
"Collinder_338    ",264.483,-37.657,351.74,-3.236,0.242,63,2.546,-1.854,1.521,"NN            ",8.16,0.45,9.04,643
"Collinder_350    ",267.018,1.525,26.952,14.773,0.786,169,-4.965,-0.019,2.708,"NN            ",8.77,0.52,7.85,371
"Collinder_359    ",270.598,3.26,30.228,12.394,1.562,269,0.637,-8.668,1.786,"NN            ",7.57,0.51,8.69,546
"Collinder_394    ",283.092,-20.229,14.869,-9.268,0.196,156,-1.459,-5.882,1.388,"NN            ",7.96,0.54,9.23,700
"Collinder_419    ",304.534,40.732,78.1,2.777,0.058,48,-2.708,-6.382,0.952,"NN            ",7.29,1.17,10.01,1003
"Collinder_421    ",305.829,41.701,79.453,2.523,0.143,162,-3.651,-8.334,0.813,"NN            ",8.37,1.69,10.42,1214
"Collinder_463    ",27.031,71.738,127.391,9.358,0.608,404,-1.715,-0.307,1.137,"NN            ",8.06,0.79,9.65,849
"Collinder_469    ",274.143,-18.309,12.736,-0.871,0.029,24,0.089,-1.679,0.399,"NN            ",6.98,1.96,11.92,2422
"Collinder_69     ",83.792,9.813,195.162,-12.05,0.989,620,1.194,-2.118,2.462,"manual        ",7.1,0.25,8.1,416
"Collinder_74     ",87.17,7.374,199.019,-10.379,0.063,107,1.011,-1.512,0.379,"NN            ",9.28,0.85,11.99,2498
"Collinder_95     ",97.788,9.894,201.825,0.049,0.171,136,-2.263,-5.159,1.458,"NN            ",7.28,1.52,9.1,659
"Czernik_1        ",1.906,61.476,117.725,-0.952,0.024,35,-2.964,-1.395,0.31,"NN            ",7.57,2.17,12.47,3124
"Czernik_10       ",38.483,60.167,135.355,-0.208,0.023,35,-1.178,0.267,0.239,"manual        ",8.34,3.46,13.21,4387
"Czernik_12       ",39.853,54.922,138.105,-4.737,0.047,33,-0.189,0.931,0.482,"NN            ",9.13,0.75,11.42,1919
"Czernik_13       ",41.106,62.327,135.639,2.276,0.05,85,0.585,-0.208,0.293,"NN            ",8.38,1.83,12.72,3500
"Czernik_14       ",49.262,58.612,140.939,0.927,0.027,51,-0.49,-0.395,0.285,"NN            ",8.62,3.03,12.51,3176
"Czernik_15       ",50.781,52.223,145.105,-3.995,0.111,13,0.33,-1.046,0.321,"NN            ",7.77,2.3,11.88,2373
"Czernik_16       ",52.754,52.612,145.885,-2.999,0.057,45,0.795,-2.181,0.34,"NN            ",8.51,2.61,12.2,2751
"Czernik_18       ",66.963,30.936,168.263,-12.309,0.051,45,1.826,-2.994,0.738,"NN            ",8.72,1.34,10.61,1325
"Czernik_19       ",74.258,28.763,174.096,-8.862,0.076,79,1.049,-2.126,0.367,"NN            ",8.31,1.78,12.06,2586
"Czernik_2        ",10.952,60.197,121.983,-2.661,0.085,77,-4.06,-0.905,0.495,"NN            ",8.57,1.41,11.39,1899
"Czernik_20       ",80.129,39.545,168.286,1.44,0.032,34,0.619,-1.583,0.264,"NN            ",9.22,1.49,12.71,3488
"Czernik_21       ",81.671,36.013,171.889,0.453,0.053,124,2.244,-0.907,0.221,"NN            ",9.41,2.05,13.03,4036
"Czernik_23       ",87.525,28.898,180.54,0.819,0.05,93,0.08,-1.794,0.288,"NN            ",8.43,1.49,12.99,3968
"Czernik_24       ",88.848,20.876,188.058,-2.226,0.045,94,0.222,-2.629,0.261,"NN            ",9.43,1.63,13,3981
"Czernik_25       ",93.432,6.953,202.41,-5.135,0.056,99,-0.222,0.252,0.438,"NN            ",8.87,1.01,11.68,2167
"Czernik_26       ",97.754,-4.183,214.342,-6.445,0.019,10,0.142,0.191,0.06,"NN            ",8.72,0.88,14.25,7087
"Czernik_27       ",105.83,6.382,208.585,5.538,0.024,45,-0.505,-1.395,0.221,"NN            ",8.94,0.44,13.17,4313
"Czernik_29       ",112.1,-15.385,230.796,0.963,0.059,147,-1.406,1.354,0.235,"NN            ",8.18,1.09,12.71,3485
"Czernik_3        ",15.78,62.787,124.267,-0.055,0.014,44,-0.22,-0.296,0.195,"NN            ",8.54,2.91,13.22,4415
"Czernik_30       ",112.796,-9.945,226.336,4.158,0.03,85,-0.587,-0.097,0.11,"NN            ",9.46,0.62,14.11,6647
"Czernik_31       ",114.238,-20.515,236.27,0.266,0.038,71,-1.946,3.035,0.295,"NN            ",7.47,1.43,12.65,3396
"Czernik_32       ",117.62,-29.853,245.89,-1.737,0.036,162,-2.962,2.48,0.196,"NN            ",9.05,2.17,13.08,4139
"Czernik_37       ",268.32,-27.373,2.209,-0.644,0.039,196,0.459,-0.445,0.406,"NN            ",8.58,3.43,11.82,2314
"Czernik_38       ",282.451,4.965,37.168,2.624,0.041,168,-1.84,-5.005,0.383,"NN            ",8.27,4.25,11.96,2461
"Czernik_39       ",286.926,4.337,38.648,-1.63,0.032,36,-1.586,-4.704,0.253,"NN            ",8.14,2.63,12.57,3265
"Czernik_40       ",295.661,21.145,57.474,-1.114,0.078,62,-2.249,-4.613,0.207,"NN            ",7.4,3.43,13.32,4610
"Czernik_41       ",297.754,25.29,62.024,-0.69,0.083,181,-2.932,-6.164,0.369,"NN            ",7.11,4.11,12.03,2543
"Czernik_42       ",339.896,59.908,107.097,1.153,0.027,43,-3.383,-2.527,0.182,"NN            ",7.85,3.35,13.23,4422
"Czernik_44       ",353.415,61.954,113.927,0.45,0.058,37,-2.377,-0.878,0.184,"NN            ",8.14,2.53,13.22,4399
"Czernik_5        ",28.927,61.355,130.557,-0.562,0.036,52,-2.02,0.476,0.229,"NN            ",8.13,3.22,13.09,4146
"Czernik_6        ",30.543,62.838,130.904,1.066,0.053,20,-1.129,-0.127,0.353,"NN            ",7.45,1,12.03,2541
"Czernik_8        ",38.24,58.764,135.779,-1.553,0.025,34,0.48,-0.721,0.332,"NN            ",8.37,2.51,12.27,2845
"Czernik_9        ",38.393,59.883,135.423,-0.488,0.037,57,-0.912,0.272,0.3,"NN            ",8.38,3.01,12.6,3304
"DB2001_22        ",310.645,42.946,82.57,0.4,0.032,18,-2.714,-4.644,0.268,"tooRed        ","     ","     ","     ","      "
"DBSB_100         ",245.106,-50.902,332.843,-0.586,0.029,42,-2.94,-3.622,0.148,"tooRed        ","     ","     ","     ","      "
"DBSB_101         ",242.631,-49.014,332.999,1.879,0.064,36,-1.822,-2.193,0.52,"NN            ",7.05,3.07,11.36,1871
"DBSB_104         ",255.997,-51.088,337.216,-5.866,0.035,20,-0.443,-2.692,0.908,"NN            ",7.43,0.88,10.16,1078
"DBSB_21          ",130.571,-40.737,260.796,0.918,0.016,14,-5.998,4.44,0.613,"NN            ",6.98,3.26,10.99,1574
"DBSB_3           ",107.579,-18.434,231.468,-4.285,0.033,43,-1.937,2.696,0.281,"NN            ",6.58,1.57,12.55,3238
"DBSB_43          ",150.962,-59.232,282.927,-3.034,0.022,26,-5.056,3.142,0.187,"NN            ",7.39,2.33,13.45,4907
"DBSB_6           ",112.493,-19.102,234.239,-0.486,0.036,15,-1.931,2.442,0.255,"NN            ",7.5,2.34,12.89,3792
"DBSB_60          ",166.385,-62.482,291.037,-2.081,0.03,26,-5.229,1.874,0.202,"tooRed        ","     ","     ","     ","      "
"DBSB_7           ",113.855,-18.677,234.49,0.848,0.106,34,-1.683,2.401,0.351,"NN            ",8.44,1.45,12.13,2667
"DC_5             ",159.996,-59.192,286.795,-0.502,0.031,125,-5.356,2.396,0.198,"tooRed        ","     ","     ","     ","      "
"DC_8             ",92.335,31.228,180.576,5.589,0.019,27,0.775,-1.309,0.223,"NN            ",8.93,2.51,13.31,4591
"Danks_1          ",198.121,-62.699,305.342,0.074,0.02,57,-7.02,-0.499,0.159,"tooRed        ","     ","     ","     ","      "
"Danks_2          ",198.222,-62.681,305.39,0.089,0.013,56,-7.016,-0.336,0.129,"tooRed        ","     ","     ","     ","      "
"Dias_1           ",10.63,64.056,121.957,1.201,0.058,49,-2.752,-0.523,0.372,"NN            ",7.48,2.35,12.08,2608
"Dias_2           ",92.291,4.573,203.982,-7.259,0.051,44,-0.772,1.24,0.21,"NN            ",9.24,0.47,13.02,4009
"Dias_5           ",274.385,-19.707,11.614,-1.736,0.078,61,1.798,-0.945,0.744,"NN            ",6.98,0.94,10.58,1303
"Dias_6           ",277.617,-12.33,19.588,-1.027,0.049,190,0.482,-0.591,0.331,"NN            ",9.04,1.85,12.01,2524
"Dolidze_11       ",306.682,41.372,79.551,1.812,0.026,28,-1.255,-4.26,0.49,"tooRed        ","     ","     ","     ","      "
"Dolidze_16       ",78.623,32.707,173.17,-3.499,0.13,48,-0.063,-2.602,0.762,"NN            ",7.22,0.86,10.62,1332
"Dolidze_3        ",303.803,36.832,74.545,1.072,0.094,16,-2.875,-5.613,0.496,"NN            ",6.95,2.1,11.6,2086
"Dolidze_32       ",280.26,-4.054,28.139,0.46,0.092,17,-0.705,-2.027,0.464,"NN            ",8.01,3,11.6,2085
"Dolidze_5        ",305.025,39.331,77.154,1.678,0.086,137,-1.929,-5.384,0.443,"NN            ",7.8,2.13,11.51,2001
"Dolidze_53       ",296.588,24.613,60.905,-0.121,0.044,30,-1.494,-4.609,0.478,"NN            ",6.84,2.96,11.74,2228
"Dolidze_8        ",306.129,42.3,80.072,2.684,0.083,39,-2.633,-5.91,0.993,"NN            ",7.19,2.22,10.11,1053
"ESO_092_05       ",150.801,-64.755,286.184,-7.506,0.043,39,-2.919,2.397,0.061,"NN            ",9.65,0.17,15.47,12444
"ESO_092_18       ",153.73,-64.611,287.124,-6.658,0.025,54,-3.551,2.761,0.032,"NN            ",9.46,0.47,14.98,9910
"ESO_130_06       ",181.97,-59.31,297.391,3.092,0.109,71,-11.266,-0.866,1.229,"NN            ",8.15,0.27,9.54,808
"ESO_130_08       ",182.619,-59.479,297.745,2.98,0.101,105,-5.952,-0.875,0.721,"NN            ",8.25,0.75,10.64,1342
"ESO_130_13       ",185.782,-59.644,299.357,3.031,0.088,120,-4.422,-0.417,0.386,"NN            ",7.53,1.38,11.92,2420
"ESO_134_12       ",221.22,-59.158,317.028,0.574,0.033,51,-5.182,-3.122,0.415,"NN            ",8.18,2.53,11.92,2420
"ESO_166_04       ",137.602,-53.884,273.886,-3.98,0.068,32,-5.983,5.675,0.866,"NN            ",8.3,0.32,10.19,1090
"ESO_211_03       ",132.897,-50.253,269.24,-3.77,0.051,121,-4.681,4.333,0.159,"NN            ",9.11,2.59,13.63,5313
"ESO_211_09       ",139.186,-50.285,271.945,-0.795,0.024,27,-3.53,3.12,0.093,"tooRed        ","     ","     ","     ","      "
"ESO_226_06       ",246.04,-51.151,333.081,-1.178,0.04,19,-2.181,-3.308,0.389,"NN            ",7.51,2.63,11.89,2382
"ESO_311_21       ",120.415,-41.596,257.145,-5.852,0.045,56,-2.852,5.51,0.16,"NN            ",9.41,1.83,13.68,5445
"ESO_312_03       ",126.123,-41.287,259.239,-2.106,0.049,50,-3.78,4.457,0.228,"NN            ",7.94,2.08,13.15,4268
"ESO_312_04       ",126.722,-41.251,259.47,-1.717,0.016,30,-2.915,3.917,0.15,"NN            ",7.65,2.06,13.84,5859
"ESO_313_03       ",127.907,-41.784,260.422,-1.311,0.015,3,-3.189,3.492,0.163,"notEnoughStars","     ","     ","     ","      "
"ESO_368_11       ",116.086,-34.628,249.378,-5.252,0.051,107,-0.853,2.278,0.429,"NN            ",8.77,1.11,11.63,2117
"ESO_368_14       ",116.751,-32.959,248.201,-3.944,0.026,25,-1.938,3.561,0.222,"NN            ",7.97,3.29,13.14,4254
"ESO_371_25       ",133.248,-35.476,258.009,5.854,0.023,50,-2.429,1.749,0.134,"NN            ",9.31,1.2,13.83,5832
"ESO_393_15       ",265.923,-34.203,355.293,-2.401,0.091,5,0.748,-0.489,0.315,"notEnoughStars","     ","     ","     ","      "
"ESO_518_03       ",251.76,-25.81,355.062,12.44,0.095,91,2.757,-2.665,0.566,"NN            ",9.15,0.91,11.06,1631
"ESO_559_13       ",112.176,-20.807,235.594,-1.564,0.025,12,-1.402,1.721,0.4,"NN            ",8.79,0.87,11.83,2318
"ESO_589_26       ",270.56,-21.922,7.947,0.323,0.031,82,-0.216,-2.695,0.336,"NN            ",8.3,3.15,12.13,2666
"FSR_0088         ",282.667,-4.158,29.143,-1.723,0.067,176,-1.589,-4.126,0.233,"NN            ",8.22,3.62,12.43,3063
"FSR_0123         ",287.911,12.037,45.929,1.057,0.042,126,-1.211,-4.162,0.175,"NN            ",9.01,2.74,12.98,3952
"FSR_0133         ",292.448,15.561,51.111,-1.174,0.072,275,-2.37,-4.576,0.099,"tooRed        ","     ","     ","     ","      "
"FSR_0154         ",297.009,23.353,60.01,-1.088,0.046,90,-1.601,-4.133,0.211,"NN            ",8.68,3.52,12.78,3594
"FSR_0158         ",296.99,26.04,62.32,0.284,0.018,14,-2.748,-5.432,0.139,"NN            ",7.01,4.39,13.94,6131
"FSR_0165         ",299.546,26.761,64.115,-1.31,0.066,60,-2.782,-5.558,0.376,"NN            ",7.19,2.79,11.93,2429
"FSR_0166         ",303.385,25.43,64.837,-4.934,0.051,43,-4.191,-6.659,0.331,"NN            ",9.45,2.24,12.24,2800
"FSR_0167         ",301.218,27.057,65.154,-2.42,0.067,19,0.102,-1.83,0.533,"NN            ",8.89,2.52,11.24,1773
"FSR_0172         ",300.004,29.215,66.417,-0.367,0.023,39,-2.54,-5.959,0.307,"manual        ",8.2,4.1,12.64,3372
"FSR_0195         ",304.229,33.637,72.087,-0.998,0.033,51,-2.828,-4.397,0.267,"tooRed        ","     ","     ","     ","      "
"FSR_0198         ",300.614,35.681,72.182,2.609,0.127,82,-3.56,-6.611,0.486,"NN            ",6.67,2.49,11.69,2181
"FSR_0238         ",308.693,41.417,80.477,0.62,0.039,29,-2.902,-4.547,0.596,"NN            ",7.87,4.7,10.92,1526
"FSR_0241         ",300.763,46.196,81.234,8.03,0.09,46,-1.427,-3.575,0.45,"NN            ",9.12,1.03,11.53,2020
"FSR_0275         ",314.171,46.902,87.212,0.971,0.055,87,-2.831,-4.825,0.223,"NN            ",8.93,2.41,13.02,4014
"FSR_0278         ",307.761,51.021,87.859,6.82,0.085,58,-4.615,-9.738,0.554,"NN            ",9.34,0.85,11.16,1708
"FSR_0282         ",315.572,48.096,88.734,1.039,0.048,65,-3.64,-4.67,0.243,"NN            ",8.54,3.61,13.08,4137
"FSR_0284         ",314.141,49.362,89.072,2.582,0.015,17,-2.503,-3.504,0.312,"NN            ",7.88,2.74,12.53,3203
"FSR_0296         ",320.976,49.925,92.5,-0.272,0.02,37,-4.093,-5.12,0.276,"NN            ",8.5,2.35,12.6,3315
"FSR_0306         ",322.129,51.69,94.25,0.491,0.08,67,-2.14,-2.536,0.349,"NN            ",8.71,2.79,12.14,2681
