"UCC_ID","ID","RA_ICRS","DE_ICRS","GLON","GLAT","Plx","pmRA","pmDE","Rv","N_Rv","N_50","r_50","C3","shared_members","shared_members_perc"
"UCC G245.6+03.2","UBC 1406",122.3238,-27.0254,245.649,3.273,0.223,-1.529,1.544,"nan",0.0,32.0,3.9,"AB","nan","nan"
"UCC G245.6-03.0","CWNU 4267",116.2159,-30.3156,245.67,-3.006,0.131,-1.213,2.057,73.108,2.0,23.0,4.5,"AC","nan","nan"
"UCC G245.6-01.3","LISC 1152",117.848,-29.502,245.698,-1.386,0.281,-3.602,3.115,62.334,8.0,105.0,2.5,"AB","ubc1407","95.2"
"UCC G245.6-01.3a","UBC 1407",117.8486,-29.5116,245.697,-1.391,0.285,-3.61,3.109,62.327,7.0,107.0,2.5,"AB","lisc1152","93.5"
"UCC G245.7+00.4","Ruprecht 44;OCL 681;ESO 430 05;MWSC 1398",119.708,-28.558,245.725,0.488,0.176,-2.352,2.934,114.157,1.0,166.0,2.7,"AA","fof1429","9.6"
"UCC G245.7-03.3","UBC 1408",115.95,-30.5,245.702,-3.326,0.256,-2.372,3.314,68.838,1.0,22.0,6.8,"AB","nan","nan"
"UCC G245.7-00.6","CWNU 2523",118.666,-29.1875,245.788,-0.619,0.247,-2.744,4.049,"nan",0.0,28.0,4.0,"CB","nan","nan"
"UCC G245.7+03.2","CWWDL 14423",122.4115,-27.1329,245.811,3.271,1.006,-3.956,2.029,8.572,9.0,34.0,10.0,"AB","hxhwl65","97.1"
"UCC G245.7+03.2a","HXHWL 65",122.4001,-27.1476,245.822,3.266,1.006,-3.955,2.027,8.093,10.0,35.0,8.6,"AB","cwwdl14423","94.3"
"UCC G245.8+03.5","Ruprecht 53;OCL 682;ESO 494 32;MWSC 1442",122.7173,-26.9908,245.848,3.605,0.968,-2.864,1.004,11.48,19.0,57.0,11.9,"AB","cwnu1026","77.2"
"UCC G245.8+03.5a","CWNU 1026",122.7288,-27.0321,245.876,3.598,0.973,-2.861,1.016,11.154,18.0,44.0,11.1,"AB","ruprecht53","100.0"
"UCC G245.8-01.7","OC 0426",117.6095,-29.8338,245.876,-1.742,0.245,-2.961,2.505,74.143,7.0,26.0,1.3,"BA","vdbh11;oc0427","100.0;50.0"
"UCC G245.8-01.7a","VDBH 11;Czernik 32;King 24;OCL 683;vdBergh-Hagen 11;ESO 494 20;FSR 1325;MWSC 1357",117.62,-29.853,245.889,-1.739,0.233,-2.961,2.485,73.604,20.0,537.0,3.2,"AB","oc0426;oc0427","4.8;4.7"
"UCC G245.9-01.7","OC 0427",117.6276,-29.8639,245.889,-1.731,0.219,-2.982,2.473,74.143,7.0,25.0,1.1,"AA","vdbh11;oc0426","100.0;52.0"
"UCC G245.9-03.8","CWNU 1913",115.4744,-30.9596,245.899,-3.901,0.252,-1.821,3.535,"nan",0.0,19.0,10.4,"DC","nan","nan"
"UCC G245.9+01.1","CWNU 3463",120.4362,-28.4004,245.914,1.113,0.197,-2.353,2.97,"nan",0.0,19.0,3.2,"BB","nan","nan"
"UCC G245.9+00.3","Ruprecht 43;OCL 684;ESO 430 06;Turner-Majaess 1;MWSC 1401",119.697,-28.805,245.927,0.345,0.158,-2.199,3.048,114.157,3.0,66.0,2.8,"AB","nan","nan"
"UCC G245.9-00.2","CWNU 4575",119.1484,-29.1236,245.921,-0.25,0.624,-3.894,3.489,52.067,2.0,18.0,11.8,"DC","nan","nan"
"UCC G245.9-00.3","UBC 1409",119.0508,-29.2022,245.971,-0.327,0.371,-2.104,1.851,"nan",0.0,26.0,5.1,"BB","nan","nan"
"UCC G245.9-01.7a","OC 0428",117.6344,-29.9443,245.987,-1.762,0.318,-2.748,3.438,"nan",0.0,25.0,1.8,"AA","ubc236","100.0"
"UCC G245.9-01.7b","UBC 236",117.653,-29.945,245.986,-1.772,0.311,-2.739,3.445,"nan",0.0,56.0,2.2,"AB","oc0428","44.6"
"UCC G245.9+08.9","CWNU 289",127.7087,-24.1482,246.039,8.86,1.322,-8.026,1.357,8.114,2.0,21.0,30.8,"CC","nan","nan"
"UCC G246.0+04.0","HSC 1980",123.3112,-26.9122,246.09,4.073,0.605,-3.73,1.55,36.916,4.0,25.0,14.9,"AC","nan","nan"
"UCC G246.0+01.8","NGC 2527;Collinder 174;OCL 685;ESO 430 15;MWSC 1428;FoF 2327",121.246,-28.122,246.068,1.892,1.561,-5.556,7.32,40.961,196.0,501.0,23.5,"AA","nan","nan"
"UCC G246.0-04.6","CWWDL 3541",114.8193,-31.445,246.243,-4.532,0.263,-2.22,3.064,"nan",0.0,21.0,6.3,"BC","ngc2439","32.0"
"UCC G246.0-00.4","CWNU 1626",118.9688,-29.3854,246.1,-0.488,0.262,-3.037,3.168,70.082,1.0,25.0,4.5,"DB","nan","nan"
"UCC G246.0-00.2","CWNU 2931",119.1998,-29.2691,246.098,-0.261,0.135,-1.518,1.609,"nan",0.0,37.0,1.3,"CC","nan","nan"
"UCC G246.1-03.2","CWWDL 300",116.2741,-30.7774,246.116,-3.166,0.273,-2.146,3.054,80.766,2.0,16.0,10.3,"DC","cwwdl303","4.0"
"UCC G246.1-11.0","OCSN 82",108.0657,-34.4153,245.632,-10.99,2.42,-5.455,6.448,18.285,60.0,250.0,63.7,"AA","cwnu528","8.4"
"UCC G246.1+00.5","UBC 1410",120.01,-28.85,246.113,0.559,0.183,-2.217,2.504,"nan",0.0,24.0,1.6,"AB","nan","nan"
"UCC G246.1-09.1","CWNU 4757",110.0848,-33.636,246.161,-9.169,0.07,-0.774,2.169,"nan",0.0,18.0,2.8,"BC","nan","nan"
"UCC G246.1+01.4","CWNU 2615",120.8595,-28.4341,246.146,1.414,0.229,-1.96,2.305,72.57,2.0,25.0,4.1,"CC","nan","nan"
"UCC G246.1-00.5","FoF 201",118.9542,-29.4694,246.163,-0.546,0.249,-2.618,2.926,70.428,4.0,212.0,3.3,"AB","hsc1981","47.2"
"UCC G246.1-00.5a","HSC 1981",118.954,-29.4744,246.161,-0.547,0.262,-2.629,2.935,78.744,3.0,100.0,1.9,"AA","fof201","100.0"
"UCC G246.1+01.2","PHOC 29",120.7045,-28.5439,246.187,1.241,0.329,-3.064,2.538,"nan",0.0,61.0,2.2,"BB","cwwdl2090;fof1431","57.4;39.3"
"UCC G246.1+01.2a","CWWDL 2090",120.7063,-28.5544,246.184,1.242,0.337,-3.025,2.528,"nan",0.0,37.0,2.2,"CA","phoc29;fof1431","94.6;62.2"
"UCC G246.1-00.9","CWWDL 4783",118.5641,-29.7068,246.214,-0.955,0.55,-2.411,2.141,34.713,1.0,26.0,4.1,"AB","ubc237","100.0"
"UCC G246.1+01.2b","FoF 1431",120.7103,-28.5608,246.184,1.242,0.329,-3.025,2.528,74.348,1.0,27.0,2.1,"CB","phoc29;cwwdl2090","88.9;85.2"
"UCC G246.1-00.9a","UBC 237",118.572,-29.718,246.211,-0.942,0.555,-2.411,2.122,37.812,2.0,48.0,4.8,"BB","cwwdl4783","54.2"
"UCC G246.2-10.5","FSR 1326",108.615,-34.305,246.202,-10.561,0.145,-1.233,2.529,95.906,1.0,17.0,6.9,"DC","nan","nan"
"UCC G246.2-02.9","UBC 468",116.591,-30.762,246.235,-2.939,0.252,-2.344,3.274,39.499,1.0,51.0,7.4,"AB","nan","nan"
"UCC G246.2-00.4","CWNU 2429",119.1306,-29.4614,246.229,-0.409,0.229,-2.563,3.732,97.773,1.0,70.0,3.8,"AC","nan","nan"
"UCC G246.2+00.0","Turner 12;MWSC 1392",119.5033,-29.2847,246.259,-0.048,0.262,-3.262,3.985,"nan",0.0,19.0,5.2,"DC","nan","nan"
"UCC G246.3-03.5","UBC 641",116.01,-31.135,246.289,-3.565,0.268,-2.296,3.252,"nan",0.0,22.0,6.4,"AB","nan","nan"
"UCC G246.3-00.1","Turner 13a",119.4534,-29.3846,246.331,-0.134,0.264,-2.655,4.004,"nan",0.0,15.0,7.5,"DC","nan","nan"
"UCC G246.3-01.0","CWWDL 652",118.5163,-29.8958,246.328,-1.067,0.247,-2.231,3.318,75.167,2.0,29.0,7.0,"CC","nan","nan"
"UCC G246.3+00.4","UBC 1412",120.0643,-29.074,246.324,0.475,0.331,-2.052,4.07,47.602,5.0,30.0,6.0,"CB","nan","nan"
"UCC G246.3+04.3","Ruprecht 57;OCL 686;ESO 494 37;MWSC 1457",123.7803,-26.9724,246.315,4.388,0.245,-2.588,4.071,29.044,1.0,18.0,6.5,"CC","nan","nan"
"UCC G246.3+05.5","HSC 1983",124.8541,-26.3335,246.343,5.534,0.324,-3.159,3.356,66.15,1.0,31.0,5.3,"BB","nan","nan"
"UCC G246.3-04.7","FSR 1327",114.832,-31.74,246.377,-4.748,0.135,-1.026,1.999,"nan",0.0,10.0,7.1,"DC","nan","nan"
"UCC G246.3-00.8","UBC 1411",118.7368,-29.7959,246.346,-0.877,0.224,-2.098,2.869,65.021,2.0,80.0,2.1,"AB","nan","nan"
"UCC G246.3-08.5","Teutsch 208",110.9251,-33.5337,246.367,-8.506,0.292,-1.912,4.36,42.349,1.0,23.0,4.3,"DC","nan","nan"
"UCC G246.3-00.4","UBC 1413",119.2,-29.6,246.378,-0.445,0.348,-2.057,1.312,"nan",0.0,36.0,2.0,"BB","cwnu269;theia3992","97.2;88.9"
"UCC G246.3-00.4a","CWNU 269",119.1892,-29.6106,246.378,-0.445,0.353,-2.057,1.321,"nan",0.0,40.0,2.0,"BB","ubc1413;theia3992","87.5;82.5"
"UCC G246.3-00.4b","Theia 3992",119.1969,-29.6074,246.376,-0.444,0.347,-2.057,1.316,"nan",0.0,33.0,1.9,"CB","cwnu269;ubc1413","100.0;97.0"
"UCC G246.3+01.0","CWNU 212",120.6305,-28.8356,246.428,1.101,0.66,-2.868,3.148,8.798,7.0,25.0,8.9,"BB","nan","nan"
"UCC G246.4-00.1","CWNU 3720",119.4636,-29.501,246.454,-0.201,0.289,-3.544,3.122,76.161,1.0,22.0,4.9,"DC","nan","nan"
"UCC G246.4-04.0","Ruprecht 30;OCL 687;ESO 429 15;MWSC 1315",115.607,-31.4657,246.404,-4.048,0.077,-1.045,2.122,86.866,2.0,16.0,4.8,"AC","nan","nan"
"UCC G246.4-04.4","OC 0429",115.1864,-31.6877,246.446,-4.467,0.234,-2.254,3.187,69.12,1.0,55.0,2.0,"AA","ngc2439;oc0430","100.0;36.4"
"UCC G246.4-04.4a","OC 0430",115.1938,-31.6936,246.447,-4.46,0.273,-2.247,3.202,69.12,1.0,117.0,1.7,"AA","ngc2439;oc0429","100.0;17.1"
"UCC G246.4-04.4b","NGC 2439",115.194,-31.694,246.447,-4.458,0.256,-2.253,3.185,68.473,2.0,635.0,3.1,"AA","oc0430;oc0429;cwwdl3541","18.4;8.7;1.3"
"UCC G246.4+00.7","CWWDL 2091",120.3798,-29.0539,246.443,0.813,0.248,-2.376,3.095,84.966,2.0,21.0,4.8,"BC","nan","nan"
"UCC G246.4+11.6","UBC 642",130.42,-22.955,246.484,11.628,0.294,-3.047,2.853,95.21,1.0,25.0,7.2,"BC","nan","nan"
"UCC G246.4-02.2","CWNU 3941",117.4193,-30.6496,246.503,-2.288,0.087,-1.303,2.19,92.516,2.0,43.0,2.7,"AC","nan","nan"
"UCC G246.5+02.5","HSC 1984",122.176,-28.1126,246.442,2.563,0.259,-4.365,4.481,46.511,2.0,21.0,9.5,"CC","nan","nan"
"UCC G246.5-05.4","ESO 429 05",114.2587,-32.203,246.505,-5.403,0.101,-1.496,1.718,64.772,5.0,129.0,1.4,"AB","nan","nan"
"UCC G246.5-06.6","CWNU 3654",113.0168,-32.8616,246.575,-6.634,0.087,-0.988,1.785,113.243,2.0,18.0,2.5,"AC","nan","nan"
"UCC G246.5+00.0","FoF 942",119.7341,-29.5674,246.626,-0.018,0.235,-2.352,3.103,60.192,1.0,16.0,7.2,"CC","nan","nan"
"UCC G246.6+03.6","CWNU 1897",123.3214,-27.6255,246.628,3.674,0.372,-3.737,2.529,51.632,1.0,30.0,3.7,"CB","nan","nan"
"UCC G246.6-03.2","Ruprecht 35;OCL 689;VDBH 10;vdBergh-Hagen 10;ESO 429 18;MWSC 1333",116.548,-31.278,246.661,-3.253,0.255,-2.259,3.179,"nan",0.0,89.0,1.9,"AB","nan","nan"
"UCC G246.6-06.9","CWNU 3466",112.7263,-33.0854,246.665,-6.955,0.06,-0.958,1.818,"nan",0.0,20.0,1.4,"AB","nan","nan"
"UCC G246.7-05.5","Bica 386",114.2062,-32.4482,246.708,-5.547,0.243,-1.794,2.359,64.751,1.0,15.0,7.1,"DC","nan","nan"
"UCC G246.7-01.8","Teutsch 62;DSH J0751.8-3037",117.9455,-30.6275,246.702,-1.889,0.106,-1.471,1.856,94.718,4.0,200.0,2.8,"AC","oc0431","12.5"
"UCC G246.7-01.8a","OC 0431",117.956,-30.6245,246.701,-1.874,0.102,-1.398,1.863,94.718,2.0,20.0,1.7,"AB","teutsch62","100.0"
"UCC G246.7-00.7","NGC 2489;Melotte 79;Collinder 169;OCL 690;VDBH 15;vdBergh-Hagen 15;ESO 430 03;FSR 1330;MWSC 1386;FoF 200",119.064,-30.06,246.713,-0.77,0.496,-2.523,2.163,37.752,22.0,475.0,4.5,"AA","nan","nan"
"UCC G246.7-03.1","OC 0432",116.6445,-31.309,246.734,-3.198,0.66,-4.187,4.642,20.599,2.0,31.0,5.2,"AB","nan","nan"
"UCC G246.7-10.7","FSR 1332;MWSC 1153",108.6992,-34.877,246.764,-10.765,0.22,-1.992,2.761,55.173,1.0,20.0,8.9,"CC","nan","nan"
"UCC G246.7-02.3","CWNU 538",117.5246,-30.9202,246.756,-2.328,0.633,-4.298,4.464,8.634,3.0,31.0,10.8,"BB","nan","nan"
"UCC G246.7+03.3","VDBH 21;Haffner 22;vdBergh-Hagen 21;OCL 691;ESO 430 24;FSR 1333;MWSC 1450;FoF 590",123.108,-27.913,246.783,3.363,0.35,-1.608,2.898,32.665,52.0,492.0,6.0,"AA","nan","nan"
"UCC G246.8-01.0","HSC 1985",118.8244,-30.2948,246.803,-1.024,0.744,-3.889,2.796,26.07,5.0,20.0,12.0,"CC","nan","nan"
"UCC G246.8-06.8","CWNU 524",112.906,-33.1777,246.866,-6.744,2.848,-9.573,4.982,16.695,7.0,23.0,34.8,"CB","nan","nan"
"UCC G246.8-06.1","CWNU 2845",113.7007,-32.8457,246.907,-6.146,0.27,-1.186,2.22,"nan",0.0,13.0,9.9,"BC","nan","nan"
"UCC G246.8-06.4","CWNU 3212",113.3642,-33.0444,246.88,-6.472,0.091,-0.793,1.663,109.383,1.0,40.0,2.2,"AC","nan","nan"
"UCC G246.9+01.1","CWNU 204",121.0689,-29.2133,246.914,1.156,0.569,-3.701,2.84,56.587,3.0,24.0,5.4,"BB","nan","nan"
"UCC G246.9+04.0","HSC 1987",123.8811,-27.6314,246.918,4.082,0.721,-4.902,4.381,29.187,2.0,19.0,18.2,"AC","nan","nan"
"UCC G246.9-04.3","HSC 1988",115.5693,-32.0644,246.956,-4.383,0.738,-5.385,5.521,14.478,4.0,25.0,8.8,"BC","nan","nan"
"UCC G246.9+00.8","CWWDL 8822",120.7893,-29.4204,246.981,0.803,0.22,-2.403,3.014,70.478,3.0,18.0,6.6,"BC","nan","nan"
"UCC G246.9+17.4","CWNU 160",135.6725,-19.7973,246.886,17.404,0.417,-4.557,3.372,"nan",0.0,19.0,10.9,"BC","nan","nan"
"UCC G246.9-00.9","VDBH 16;Haffner 20;OCL 692;vdBergh-Hagen 16;ESO 430 04;MWSC 1385",119.061,-30.369,246.976,-0.928,0.209,-2.292,3.441,68.699,1.0,130.0,1.6,"AB","nan","nan"
"UCC G247.0-00.2","HSC 1990",119.8213,-30.0641,247.041,-0.211,0.38,-3.513,3.824,"nan",0.0,30.0,4.4,"CC","nan","nan"
"UCC G247.0-07.8","CWNU 4013",112.004,-33.8642,247.08,-7.856,0.085,-0.725,1.771,"nan",0.0,73.0,2.2,"AB","nan","nan"
"UCC G247.1-06.2","CWNU 1360",113.7261,-33.1768,247.149,-6.265,0.32,-2.355,4.011,59.531,1.0,17.0,8.5,"CC","nan","nan"
"UCC G247.1+00.5","UBC 1414",120.59,-29.78,247.164,0.513,0.27,-2.657,2.846,"nan",0.0,86.0,2.2,"AA","eso43009","89.5"
"UCC G247.1+00.5a","ESO 430 09;MWSC 1420",120.5996,-29.7765,247.162,0.513,0.27,-2.656,2.848,"nan",0.0,78.0,2.2,"AA","ubc1414","98.7"
"UCC G247.2-03.0","CWNU 3404",117.0996,-31.6543,247.217,-3.037,0.234,-2.461,4.147,86.425,1.0,34.0,2.0,"DC","nan","nan"
"UCC G247.2-04.5","UBC 1415",115.6,-32.42,247.235,-4.506,0.26,-2.126,3.362,"nan",0.0,23.0,4.0,"AB","cwwdl3574","76.0"
"UCC G247.2+01.0","CWWDL 8825",121.1959,-29.5507,247.236,1.074,0.25,-2.766,2.775,73.351,1.0,21.0,8.2,"DC","nan","nan"
"UCC G247.2-04.4","CWWDL 3574",115.6254,-32.4154,247.233,-4.507,0.253,-2.126,3.36,"nan",0.0,22.0,3.5,"AB","ubc1415","76.0"
"UCC G247.2+01.5","UBC 1416",121.6801,-29.2892,247.263,1.557,0.175,-2.376,3.041,"nan",0.0,51.0,2.8,"AB","nan","nan"
"UCC G247.2+19.7","CWNU 452",137.8303,-18.5436,247.305,19.652,0.682,-5.743,0.608,17.861,2.0,20.0,16.7,"CC","nan","nan"
"UCC G247.3-03.2","HSC 1992",116.9594,-31.8886,247.362,-3.247,0.252,-2.231,3.125,66.084,1.0,28.0,3.9,"BB","cwnu3620;cwwdl348","100.0;75.0"
"UCC G247.3-05.1","CWNU 4627",115.0301,-32.8194,247.374,-5.137,0.248,-2.231,3.133,"nan",0.0,25.0,9.0,"CC","nan","nan"
"UCC G247.3-03.2b","CWNU 3620",116.9728,-31.8879,247.357,-3.232,0.25,-2.227,3.112,66.084,1.0,45.0,5.0,"BB","hsc1992;cwwdl348","62.2;53.3"
"UCC G247.3-10.4","ESO 367 10",109.29,-35.305,247.369,-10.508,0.164,-0.84,2.167,125.336,1.0,17.0,5.7,"CC","nan","nan"
"UCC G247.3-10.6","CWNU 528",109.1402,-35.3727,246.84,-10.758,2.426,-5.669,6.402,20.419,7.0,20.0,58.3,"BA","ocsn82","84.0"
"UCC G247.3-03.2a","CWWDL 348",117.0083,-31.8828,247.357,-3.243,0.25,-2.24,3.136,66.084,1.0,21.0,4.4,"AB","cwnu3620;hsc1992","96.0;84.0"
"UCC G247.3-00.1","Ruprecht 153",120.094,-30.305,247.382,-0.134,0.252,-2.79,3.117,"nan",0.0,19.0,4.9,"CC","nan","nan"
"UCC G247.4+01.0","CWNU 3823",121.2819,-29.7456,247.451,1.045,0.198,-2.383,3.061,95.501,1.0,20.0,5.1,"BB","nan","nan"
"UCC G247.4+02.0","CWNU 3733",122.2849,-29.2363,247.5,2.03,0.274,-2.53,2.922,70.554,2.0,22.0,5.4,"AB","nan","nan"
"UCC G247.5+03.7","CWNU 2045",123.9418,-28.2853,247.515,3.802,0.316,-2.248,1.974,44.632,1.0,15.0,10.1,"AB","nan","nan"
"UCC G247.5-03.7","UBC 469",116.589,-32.266,247.518,-3.743,0.258,-2.203,3.384,"nan",0.0,19.0,5.0,"DC","nan","nan"
"UCC G247.5-15.4a","Theia 249",103.7351,-37.5363,247.591,-15.51,2.234,-8.868,10.52,28.763,8.0,26.0,24.4,"DA","cwnu539","92.3"
"UCC G247.5-15.4","CWNU 539;OCSN 161",103.8141,-37.5396,247.631,-15.474,2.227,-8.944,10.485,29.394,10.0,30.0,31.5,"CB","theia249","80.0"
"UCC G247.6-01.2","CWNU 268",119.1739,-31.0664,247.628,-1.207,0.327,-2.04,2.836,66.991,3.0,33.0,2.4,"BB","nan","nan"
"UCC G247.6-01.3","CWNU 3079",119.0483,-31.1434,247.637,-1.338,0.102,-1.344,2.501,116.217,1.0,34.0,2.1,"AB","nan","nan"
"UCC G247.6+02.7","FSR 1335;MWSC 1448",123.012,-28.986,247.636,2.715,0.164,-2.648,3.182,90.912,1.0,40.0,0.9,"AB","nan","nan"
"UCC G247.6-00.5","FSR 1336",119.865,-30.725,247.648,-0.504,0.234,-2.164,3.091,49.739,1.0,20.0,2.7,"DB","cwnu1345","60.0"
"UCC G247.6-00.4","CWNU 1345",119.9406,-30.7195,247.661,-0.482,0.244,-2.185,3.052,78.583,3.0,20.0,3.0,"CB","fsr1336","60.0"
"UCC G247.6-04.1","HSC 1993",116.2511,-32.5972,247.686,-4.158,0.309,-3.463,5.05,62.834,3.0,22.0,5.6,"DC","nan","nan"
"UCC G247.6-06.1","CWNU 2921",114.1697,-33.5876,247.693,-6.194,0.449,-3.519,3.827,"nan",0.0,20.0,9.8,"BC","nan","nan"
"UCC G247.6-02.5","VDBH 12;Haffner 17;OCL 694;vdBergh-Hagen 12;ESO 429 22;FSR 1337;MWSC 1360",117.899,-31.812,247.701,-2.533,0.27,-1.184,1.877,41.829,9.0,337.0,2.4,"AB","nan","nan"
"UCC G247.7-43.1","CWNU 1178",67.8812,-43.0111,247.104,-43.353,7.215,0.851,20.04,9.305,13.0,25.0,118.6,"BA","nan","nan"
"UCC G247.7+02.2","CWWDL 11112",122.5965,-29.3098,247.715,2.24,0.243,-2.208,2.371,62.176,3.0,19.0,9.8,"DC","nan","nan"
"UCC G247.7+08.5","CWWDL 13202",128.4585,-25.7809,247.78,8.463,0.215,-3.074,3.181,59.137,5.0,13.0,7.6,"CC","nan","nan"
"UCC G247.7-01.8","HSC 1994",118.6216,-31.4994,247.774,-1.835,0.409,-2.94,1.997,45.801,1.0,18.0,7.0,"CC","nan","nan"
"UCC G247.7+01.6","FoF 1457",122.0953,-29.6635,247.764,1.704,0.214,-2.381,2.963,79.683,3.0,16.0,6.7,"BC","nan","nan"
"UCC G247.7+01.3","NGC 2533;Collinder 175;OCL 695;VDBH 18;vdBergh-Hagen 18;ESO 430 19;FSR 1338;MWSC 1432;FoF 387",121.773,-29.872,247.784,1.316,0.344,-3.178,5.066,36.69,14.0,288.0,5.6,"AA","nan","nan"
"UCC G247.8+01.3","HSC 1995",121.7605,-29.8873,247.816,1.306,0.6,-3.619,3.603,33.389,2.0,25.0,4.0,"BB","xdocc5;oc0433","100.0;96.0"
"UCC G247.8+01.2","XDOCC 5;XDOCC-5",121.75,-29.9,247.814,1.302,0.6,-3.619,3.604,35.866,6.0,54.0,6.4,"AB","oc0433;hsc1995","63.0;46.3"
"UCC G247.8+01.3a","OC 0433",121.7693,-29.891,247.818,1.317,0.6,-3.608,3.607,33.389,4.0,34.0,4.4,"BC","xdocc5;hsc1995","100.0;70.6"
"UCC G247.8+01.4","CWNU 3549",121.9368,-29.8046,247.804,1.479,0.183,-2.014,3.139,97.52,2.0,21.0,1.5,"DB","nan","nan"
"UCC G247.8-00.2","Theia 58",120.2163,-30.7498,247.846,-0.348,2.024,-8.886,5.435,28.714,10.0,20.0,28.5,"AA","ocsn83","100.0"
"UCC G247.8-16.3","CWNU 342",102.8928,-38.1269,247.815,-16.371,1.579,-1.703,5.373,19.366,17.0,39.0,32.3,"AB","nan","nan"
"UCC G247.8-19.4","CWNU 94",99.1986,-39.2287,247.639,-19.519,1.705,-2.224,6.675,22.74,7.0,22.0,33.0,"CB","nan","nan"
"UCC G247.8-00.1","OCSN 83",120.34,-30.76,247.926,-0.338,2.035,-8.95,5.49,28.058,59.0,322.0,59.6,"AA","theia58;cwnu1102","7.8;4.7"
"UCC G247.8-00.1a","FSR 1339;MWSC 1416",120.4279,-30.721,247.911,-0.137,0.357,-3.355,2.042,58.588,1.0,20.0,5.1,"DD","nan","nan"
"UCC G247.9-04.1","OC 0434",116.3844,-32.8399,247.938,-4.159,0.271,-2.169,3.33,65.458,6.0,113.0,1.3,"AA","vdbh8;oc0435;oc0437","100.0;29.2;6.2"
"UCC G247.9-04.1a","VDBH 8;Haffner 15;OCL 696;vdBergh-Hagen 8;ESO 368 12;FSR 1340;MWSC 1328",116.38,-32.846,247.941,-4.157,0.26,-2.172,3.317,76.836,11.0,392.0,2.7,"AA","oc0434;oc0435;oc0437","28.8;8.4;3.1"
"UCC G247.9-04.1b","OC 0435",116.3714,-32.8503,247.942,-4.153,0.283,-2.155,3.313,-32.743,2.0,33.0,1.1,"AA","oc0434;vdbh8","100.0;100.0"
"UCC G247.9-00.4","CWNU 2688",120.1213,-30.9551,247.949,-0.46,0.184,-2.067,2.609,"nan",0.0,40.0,2.8,"DB","nan","nan"
"UCC G247.9+05.1","CWWDL 12901",125.5306,-27.9058,247.982,5.126,0.258,-2.643,2.276,64.638,2.0,19.0,7.0,"CC","nan","nan"
"UCC G247.9-00.4a","FoF 967",120.1456,-30.9845,248.028,-0.434,0.231,-2.529,3.138,88.484,1.0,22.0,4.5,"CB","nan","nan"
"UCC G248.0-05.4","Bochum 15",115.0534,-33.5599,248.022,-5.454,0.258,-2.245,3.041,"nan",0.0,34.0,6.6,"DB","cwnu3351;cmg1050","100.0;35.3"
"UCC G248.0-05.4a","CWNU 3351",115.0912,-33.5575,248.025,-5.454,0.257,-2.247,3.044,"nan",0.0,45.0,6.2,"CB","bochum15;cmg1050","75.6;26.7"
"UCC G248.0+00.2","Ruprecht 51",120.897,-30.66,248.11,0.283,0.271,-2.756,2.553,"nan",0.0,17.0,6.9,"DC","nan","nan"
"UCC G248.0+04.8","HSC 1997",125.3113,-28.1682,248.204,4.823,1.142,11.103,-1.001,25.468,7.0,25.0,27.3,"BD","nan","nan"
"UCC G248.1+00.8","CWNU 2587",121.536,-30.3681,248.113,0.893,0.35,-2.755,2.851,"nan",0.0,35.0,3.8,"CB","nan","nan"
"UCC G248.1+01.8","CWWDL 2701",122.4746,-29.8479,248.112,1.868,0.204,-2.767,2.6,59.568,8.0,77.0,2.5,"CA","cwnu2661","87.0"
"UCC G248.1+01.8a","CWNU 2661",122.5033,-29.8456,248.118,1.873,0.205,-2.789,2.63,58.825,7.0,107.0,2.9,"BB","cwwdl2701","62.6"
"UCC G248.1-04.8","Cmg 1049",115.7851,-33.3285,248.104,-4.836,0.172,-1.247,2.243,72.136,1.0,12.0,7.9,"BC","nan","nan"
"UCC G248.1-05.8","ESO 368 07;Arp-Madore 2;AM 2;MWSC 1294;Arp Madore 2",114.683,-33.845,248.123,-5.88,0.065,-0.528,1.263,125.142,4.0,131.0,1.6,"AC","nan","nan"
"UCC G248.1-05.7","Cmg 1050",114.8484,-33.7766,248.035,-5.7,0.264,-2.243,3.033,"nan",0.0,24.0,7.1,"BB","bochum15;cwnu3351","48.0;48.0"
"UCC G248.1-01.2","FSR 1342;MWSC 1391",119.487,-31.511,248.137,-1.216,0.252,-2.367,2.693,"nan",0.0,160.0,2.1,"AB","oc0436","21.2"
"UCC G248.1-01.2a","OC 0436",119.4796,-31.515,248.143,-1.222,0.261,-2.357,2.679,"nan",0.0,34.0,1.6,"BA","fsr1342","100.0"
"UCC G248.1-03.9","OC 0437",116.7369,-32.9205,248.006,-4.075,0.285,-2.116,3.435,82.328,3.0,12.0,7.6,"CB","vdbh8;oc0434;eso36814","48.0;28.0;8.0"
"UCC G248.1-02.7","CWNU 1635",117.9332,-32.3629,248.186,-2.783,0.31,-3.469,4.934,51.937,1.0,42.0,1.6,"AB","nan","nan"
"UCC G248.2-03.9","ESO 368 14;FSR 1343;MWSC 1339;MWSC 1338",116.751,-32.959,248.204,-3.947,0.262,-1.977,3.708,134.365,4.0,65.0,1.5,"AA","oc0437","3.1"
"UCC G248.2+00.1","Ruprecht 50;OCL 698;VDBH 17;vdBergh-Hagen 17;ESO 430 12;MWSC 1424;FoF 960",120.872,-30.873,248.216,0.126,0.425,-1.77,2.37,48.954,1.0,82.0,3.3,"AB","nan","nan"
