"UCC_ID","ID","RA_ICRS","DE_ICRS","GLON","GLAT","Plx","pmRA","pmDE","Rv","N_Rv","N_50","r_50","C3","shared_members","shared_members_perc"
"UCC G000.0+00.1","Dutra-Bica 58;Dutra Bica 58",266.268,-28.848,-0.048,0.09,0.434,-0.561,-1.615,-34.58,2.0,17.0,8.0,"BC","nan","nan"
"UCC G000.0-01.8","ESO 456 05;AL 2;Andrews-Lindsay 2;MWSC 2734",268.2709,-29.8888,0.054,-1.841,0.278,-0.87,-2.801,"nan",0.0,15.0,6.2,"BB","nan","nan"
"UCC G000.0-01.4","VVV 151;VVV-CL 151",267.8215,-29.6568,-0.011,-1.432,0.249,-1.127,-2.895,7.144,1.0,11.0,7.0,"CB","nan","nan"
"UCC G000.0-00.2","DB 1;Dutra-Bica 1",266.7061,-29.0613,0.048,-0.299,0.402,-2.312,-4.523,-59.441,1.0,34.0,9.1,"DC","nan","nan"
"UCC G000.0+03.4","FSR 0001;MWSC 2622",263.0968,-27.0623,-0.007,3.485,-0.0,-3.638,-5.895,"nan",0.0,9.0,7.2,"BB","nan","nan"
"UCC G000.0+03.4a","FSR 0002;MWSC 2623",263.1351,-27.0684,0.036,3.418,0.153,-0.843,-5.611,83.806,1.0,16.0,6.9,"DC","nan","nan"
"UCC G000.0+02.1","Ryu 152",264.3703,-27.7632,0.04,2.137,-0.073,-5.281,-5.978,"nan",0.0,12.0,2.0,"DC","nan","nan"
"UCC G000.0+04.9","Ryu 537",261.7304,-26.1896,0.078,4.995,0.125,-4.065,-6.932,-2.72,2.0,21.0,1.9,"BC","nan","nan"
"UCC G000.1+00.0","Ryu 153",266.5132,-28.8768,0.102,-0.052,0.443,-0.702,-3.199,11.859,6.0,23.0,2.2,"BC","nan","nan"
"UCC G000.1-00.5","DB 2;Dutra-Bica 2",266.9982,-29.1223,0.118,-0.557,0.435,-0.776,-5.007,2.7,2.0,16.0,6.6,"DC","nan","nan"
"UCC G000.1+00.3","VVV 142;VVV-CL 142",266.1396,-28.6649,0.101,0.36,0.52,-0.349,-3.434,-2.913,5.0,23.0,7.4,"DC","nan","nan"
"UCC G000.1+04.5","Ryu 538",262.1084,-26.3659,0.127,4.575,0.066,-5.89,-4.143,"nan",0.0,21.0,2.1,"BD","nan","nan"
"UCC G000.1+00.9","DB 29;Dutra-Bica 29",265.5571,-28.3138,0.155,0.991,0.283,-3.186,-6.904,"nan",0.0,17.0,6.3,"DB","nan","nan"
"UCC G000.1-00.8","Ruprecht 131;OCL 2;ESO 455 45;MWSC 2706",267.3052,-29.2432,0.109,-0.838,0.355,-0.558,-1.626,18.13,2.0,13.0,7.3,"CB","nan","nan"
"UCC G000.1+00.0a","VVV 146;VVV-CL 146",266.5039,-28.8133,0.206,-0.058,0.489,0.294,-1.579,"nan",0.0,36.0,8.0,"DC","nan","nan"
"UCC G000.1+05.1","Ryu 539",261.5693,-26.0098,0.162,5.183,0.195,-2.879,-6.796,"nan",0.0,21.0,2.1,"CC","nan","nan"
"UCC G000.1-00.8a","UBC 1001",267.36,-29.23,0.168,-0.866,0.361,0.423,-1.952,25.83,1.0,39.0,4.1,"AA","nan","nan"
"UCC G000.1-00.8b","CWNU 3932",267.3337,-29.2017,0.187,-0.832,0.229,-1.341,-2.821,3.29,7.0,126.0,2.4,"AB","nan","nan"
"UCC G000.2-04.6","Ryu 540",271.1984,-31.1108,0.209,-4.661,0.258,0.049,-0.91,"nan",0.0,20.0,2.5,"CC","nan","nan"
"UCC G000.2-00.5","UBC 1593",267.03,-29.01,0.214,-0.507,0.571,0.585,-1.41,"nan",0.0,48.0,3.1,"AA","casado7;cwwdl7654","91.7;66.7"
"UCC G000.2-00.5a","Casado 7",267.0326,-28.9975,0.214,-0.509,0.578,0.575,-1.424,"nan",0.0,54.0,4.5,"AA","ubc1593;cwwdl7654","81.5;61.1"
"UCC G000.2-00.5b","CWWDL 7654",267.0515,-28.9924,0.218,-0.507,0.565,0.58,-1.387,"nan",0.0,36.0,2.3,"AA","casado7;ubc1593","91.7;88.9"
"UCC G000.2+00.7","Cmg 451",265.8317,-28.3223,0.262,0.779,0.35,-2.063,-2.144,-35.037,2.0,13.0,5.1,"DC","nan","nan"
"UCC G000.2-01.6","Ruprecht 134;OCL 4;VDBH 252;vdBergh-Hagen 252;ESO 456 01;MWSC 2730",268.184,-29.537,0.285,-1.639,0.399,-1.613,-2.444,-41.907,13.0,256.0,3.6,"AA","nan","nan"
"UCC G000.2-07.9","CWNU 4605",274.6048,-32.5698,0.271,-7.915,0.058,-3.464,-4.787,-90.57,1.0,15.0,2.7,"CB","nan","nan"
"UCC G000.2+02.9","CWNU 3869",263.7613,-27.1282,0.292,2.933,0.098,-2.399,-5.058,-35.355,2.0,26.0,2.6,"CB","nan","nan"
"UCC G000.3-00.1","Dutra Bica 5",266.7792,-28.7683,0.304,-0.204,0.378,0.114,-2.148,-22.0,7.0,83.0,4.5,"AB","dutrabica6","27.7"
"UCC G000.3-00.2","Dutra Bica 6",266.7917,-28.7733,0.303,-0.231,0.352,0.017,-2.223,-18.64,4.0,18.0,4.9,"CC","dutrabica5","92.0"
"UCC G000.3+06.6","Theia 67",260.3357,-25.059,0.094,6.891,6.753,-4.613,-21.651,-3.451,28.0,55.0,74.2,"AC","ocsn1","100.0"
"UCC G000.3-01.6","UFMG 88",268.2039,-29.4787,0.342,-1.639,0.641,2.104,-1.682,-26.423,6.0,31.0,4.5,"AA","nan","nan"
"UCC G000.3-00.4","Ryu 541",267.0284,-28.8463,0.362,-0.442,0.42,-0.98,-3.21,-23.259,3.0,21.0,3.1,"DC","nan","nan"
"UCC G000.3+00.9","DB 18;Dutra-Bica 18;MWSC 2665;Dutra Bica 18",265.7101,-28.1151,0.36,0.964,0.044,-3.741,-5.588,"nan",0.0,9.0,6.6,"CB","nan","nan"
"UCC G000.4+06.8","OCSN 1",260.16,-24.86,0.162,7.301,6.735,-4.715,-21.591,-3.501,29.0,65.0,88.2,"AC","theia67","84.6"
"UCC G000.4-05.4","Schmitz J1808.6-3116",272.1638,-31.2688,0.44,-5.516,0.059,-5.346,-7.511,-17.932,3.0,19.0,9.5,"AB","nan","nan"
"UCC G000.4-07.7","CWNU 4888",274.5667,-32.3451,0.459,-7.772,0.062,-3.255,-6.386,-0.076,9.0,29.0,2.9,"BB","nan","nan"
"UCC G000.4-01.9","HSC 2",268.6274,-29.5311,0.459,-1.935,0.63,1.672,-1.2,"nan",0.0,19.0,11.5,"AB","nan","nan"
"UCC G000.5-21.3","ESO 337 23",289.8275,-37.62,0.495,-21.369,0.35,-1.883,-3.294,"nan",0.0,34.0,6.1,"DC","nan","nan"
"UCC G000.5-00.5","ESO 455 44",267.2614,-28.7591,0.603,-0.604,0.368,-0.539,-3.999,-14.959,8.0,15.0,8.3,"CC","nan","nan"
"UCC G000.5-03.5","CWNU 4831",270.2117,-30.2476,0.55,-3.513,0.097,-1.257,-3.281,-138.153,1.0,22.0,3.2,"DB","nan","nan"
"UCC G000.5-00.8","Dutra Bica 7",267.525,-28.8867,0.583,-0.851,0.37,-2.447,-3.829,15.548,2.0,17.0,8.0,"DC","nan","nan"
"UCC G000.5-00.8b","Dutra Bica 10",267.575,-28.895,0.583,-0.853,0.291,-0.287,-1.888,0.806,1.0,18.0,5.0,"DB","nan","nan"
"UCC G000.5-06.9","HSC 3",273.735,-31.8747,0.557,-6.955,0.642,0.364,0.253,-15.185,6.0,22.0,6.0,"AA","nan","nan"
"UCC G000.5+00.9","DB 20;Dutra-Bica 20",265.8003,-27.9292,0.592,0.978,0.355,-0.443,-2.423,"nan",0.0,18.0,5.4,"CB","nan","nan"
"UCC G000.5-00.8c","Dutra Bica 11",267.6,-28.885,0.592,-0.885,0.361,0.383,-3.743,-0.927,1.0,20.0,8.1,"DC","nan","nan"
"UCC G000.5-02.3","HSC 4",269.0722,-29.6381,0.584,-2.355,0.127,2.189,-11.952,-130.743,1.0,24.0,0.9,"AB","nan","nan"
"UCC G000.5-00.6","Collinder 351",267.3468,-28.7494,0.616,-0.663,0.445,-0.578,-1.145,-40.062,6.0,193.0,4.0,"AA","ubc91","67.4"
"UCC G000.5-00.8a","Dutra Bica 12",267.5667,-28.8617,0.601,-0.852,0.338,-0.768,-1.574,-25.597,4.0,15.0,4.9,"CB","nan","nan"
"UCC G000.6-00.6","UBC 91",267.433,-28.761,0.616,-0.674,0.44,-0.576,-1.147,-42.607,5.0,132.0,3.4,"AA","collinder351","98.5"
"UCC G000.6+00.9","DB 21;Dutra-Bica 21",265.824,-27.8952,0.602,1.032,0.433,-2.14,-4.66,-28.12,2.0,14.0,5.7,"DC","nan","nan"
"UCC G000.6-09.7","HSC 5",276.7824,-33.0936,0.616,-9.753,0.645,0.085,-6.674,-43.665,1.0,7.0,7.6,"DC","nan","nan"
"UCC G000.6-02.2","UBC 1567",269.01,-29.51,0.672,-2.25,0.382,-0.097,-0.476,-18.645,5.0,66.0,2.0,"AA","ufmg92;cwwdl4491","100.0;77.3"
"UCC G000.6-02.2a","CWWDL 4491",269.0125,-29.5099,0.67,-2.247,0.382,-0.098,-0.488,-18.645,5.0,52.0,2.0,"AA","ufmg92;ubc1567","100.0;98.1"
"UCC G000.6-08.1","ASCC 96;Ferrero 1;Slotegraaf 61;MWSC 2893",275.063,-32.338,0.649,-8.14,1.146,0.16,-4.832,-7.282,36.0,109.0,8.9,"AA","nan","nan"
"UCC G000.6-00.9","HSC 6",267.7072,-28.8246,0.689,-0.92,0.262,-0.27,-1.491,-6.631,2.0,24.0,2.9,"DA","nan","nan"
"UCC G000.6-02.2b","UFMG 92",269.029,-29.5026,0.676,-2.251,0.382,-0.082,-0.476,-18.645,5.0,106.0,3.0,"AA","ubc1567;cwwdl4491","62.3;49.1"
"UCC G000.6-02.0","Dutra-Bica 13;DB 13;MWSC 2748",268.829,-29.391,0.681,-2.056,0.138,-5.339,-4.92,"nan",0.0,15.0,7.9,"CB","nan","nan"
"UCC G000.7+05.6","Ryu 154",261.5601,-25.2632,0.775,5.616,0.124,-5.602,-6.279,134.46,3.0,20.0,2.2,"DC","nan","nan"
"UCC G000.7-04.2","CWNU 4885",271.0888,-30.4059,0.795,-4.261,0.052,-2.041,-5.723,"nan",0.0,18.0,3.2,"BA","nan","nan"
"UCC G000.8+05.8","HSC 7",261.3972,-25.1349,0.819,5.802,0.42,-4.997,-1.046,"nan",0.0,14.0,6.6,"BC","nan","nan"
"UCC G000.8-00.7","HSC 8",267.673,-28.6348,0.85,-0.812,0.346,0.204,-0.247,-12.717,5.0,19.0,6.2,"AB","cwnu3480","100.0"
"UCC G000.8-02.1","HSC 9",269.0541,-29.3344,0.961,-2.249,0.552,2.105,-0.316,21.68,2.0,22.0,6.7,"AA","nan","nan"
"UCC G000.8-00.8","CWNU 3480",267.7026,-28.6309,0.854,-0.826,0.348,0.204,-0.155,-13.665,10.0,56.0,7.3,"AA","hsc8","44.6"
"UCC G000.8-01.0","CWNU 4655",267.9007,-28.7305,0.844,-0.989,0.294,-1.456,-2.476,-47.845,2.0,16.0,6.1,"DA","nan","nan"
"UCC G000.9+01.3","DB 19;Dutra-Bica 19",265.6731,-27.4836,0.894,1.333,-0.116,-4.301,-6.836,"nan",0.0,13.0,6.6,"BB","nan","nan"
"UCC G000.9+00.4","DB 17;Dutra-Bica 17",266.4897,-27.8923,0.938,0.458,0.377,-1.399,-3.453,-15.739,1.0,16.0,5.6,"BC","nan","nan"
"UCC G000.9-01.2","HSC 10",268.2255,-28.7968,0.934,-1.297,0.355,-0.203,-1.752,-3.986,4.0,22.0,6.2,"CA","nan","nan"
"UCC G000.9-05.2","CWNU 4787",272.2416,-30.7489,0.95,-5.278,0.087,-3.73,-3.447,"nan",0.0,19.0,4.9,"BB","nan","nan"
"UCC G000.9-03.6","CWNU 4830",270.626,-29.9777,0.957,-3.682,0.09,-3.612,-6.153,"nan",0.0,17.0,3.0,"CB","nan","nan"
"UCC G000.9-00.4","HSC 11",267.4156,-28.3471,0.96,-0.457,0.647,-1.47,-4.684,-0.353,4.0,20.0,4.8,"CB","nan","nan"
"UCC G000.9+01.4","UFMG 71",265.554,-27.3323,0.966,1.471,0.651,0.712,-1.788,"nan",0.0,32.0,5.2,"AA","nan","nan"
"UCC G001.0-01.8","Dutra-Bica 24",268.853,-29.045,0.984,-1.938,0.042,-2.836,-7.015,"nan",0.0,15.0,8.3,"CB","nan","nan"
"UCC G001.0-01.1","Ruprecht 133",268.099,-28.652,1.024,-1.172,0.119,-6.034,-6.692,"nan",0.0,12.0,4.9,"CC","nan","nan"
"UCC G001.0+00.1","Ryu 544",266.86,-27.9506,1.041,0.163,0.393,-0.146,-0.979,-21.303,2.0,22.0,2.1,"CC","nan","nan"
"UCC G001.0-02.7","DB 25;Dutra-Bica 25;MWSC 2763;Dutra Bica 25",269.7255,-29.3968,1.085,-2.699,0.084,-7.221,-9.358,31.924,1.0,17.0,7.3,"DB","nan","nan"
"UCC G001.0-03.9","HSC 12",270.9978,-30.0187,1.115,-3.992,0.958,0.782,0.838,-11.779,5.0,23.0,9.4,"AA","nan","nan"
"UCC G001.1-03.5","Ryu 155",270.5467,-29.7796,1.106,-3.536,0.097,-4.658,-5.477,3.592,1.0,37.0,2.2,"DB","nan","nan"
"UCC G001.1-00.7","CWNU 4459",267.7659,-28.3145,1.16,-0.755,0.282,-1.221,-2.629,"nan",0.0,15.0,5.7,"CB","nan","nan"
"UCC G001.1-03.6","CWNU 4887",270.6574,-29.77,1.165,-3.622,0.083,-3.664,-6.451,"nan",0.0,32.0,2.5,"BB","nan","nan"
"UCC G001.1-01.9","HSC 13",269.0487,-28.9425,1.161,-1.997,0.425,-0.487,-2.898,10.379,2.0,27.0,3.9,"AA","nan","nan"
"UCC G001.1-02.4","UFMG 93",269.4745,-29.1543,1.188,-2.419,0.32,-0.089,-2.578,-45.134,3.0,118.0,3.0,"AA","nan","nan"
"UCC G001.2-00.1","HSC 14",267.2999,-28.008,1.205,-0.19,0.428,-0.036,-0.581,-28.157,4.0,23.0,3.8,"AB","nan","nan"
"UCC G001.2-03.4","Ryu 156",270.4984,-29.6299,1.201,-3.439,0.099,-4.464,-6.002,"nan",0.0,20.0,2.2,"CB","nan","nan"
"UCC G001.2+05.6","Ryu 157",261.7778,-24.8567,1.232,5.669,0.208,-5.859,-4.608,-73.601,3.0,20.0,2.0,"CC","nan","nan"
"UCC G001.2-01.0","Ruprecht 168;OCL 7;ESO 456 03;MWSC 2732",268.1946,-28.4388,1.219,-1.118,0.094,-4.622,-5.787,"nan",0.0,12.0,8.5,"DB","nan","nan"
"UCC G001.2+29.9","Dolidze 50;OCL 32;Alessi J1605.5-2031;MWSC 2349",241.4072,-10.2465,1.225,29.906,0.345,-4.475,-5.46,-4.737,1.0,25.0,10.8,"DC","nan","nan"
"UCC G001.2-11.5","HSC 15",278.9722,-33.2908,1.255,-11.515,0.109,-2.836,-4.376,"nan",0.0,16.0,4.7,"DC","nan","nan"
"UCC G001.2-03.7","NGC 6519;ESO 456 41",270.889,-29.7405,1.265,-3.767,0.081,-5.653,-6.037,"nan",0.0,18.0,5.7,"DB","nan","nan"
"UCC G001.3-00.7","Ryu 545",267.8806,-28.199,1.285,-0.74,0.318,-1.161,-0.629,5.602,3.0,16.0,2.6,"CC","nan","nan"
"UCC G001.3-19.5","MWSC 5708",287.9888,-36.3176,1.29,-19.534,0.219,-0.435,-5.759,"nan",0.0,19.0,9.7,"CC","nan","nan"
"UCC G001.3-00.1","Ryu 546",267.3628,-27.8914,1.326,-0.184,0.405,-1.006,-2.345,-6.004,2.0,20.0,1.6,"DD","nan","nan"
"UCC G001.3-00.9","CWWDL 1671",268.1044,-28.2058,1.403,-0.899,0.302,-0.027,-1.94,-14.584,9.0,80.0,3.1,"AA","ufmg83;ubc1002","75.0;68.8"
"UCC G001.4-01.1","Dutra-Bica 28;DB 28;MWSC 2738;Dutra Bica 28",268.3623,-28.3327,1.469,-1.133,0.284,-1.261,-0.654,-12.419,2.0,15.0,9.0,"DB","nan","nan"
"UCC G001.4-00.9","UBC 1002",268.11,-28.2,1.406,-0.903,0.283,0.002,-1.958,-12.712,7.0,80.0,2.7,"AA","ufmg83;cwwdl1671","73.8;68.8"
"UCC G001.4-00.8","UFMG 83",268.0975,-28.1778,1.405,-0.899,0.296,-0.021,-1.978,-15.573,7.0,77.0,2.6,"AA","cwwdl1671;ubc1002","77.9;76.6"
"UCC G001.4+03.2","CWNU 2146",264.138,-25.9616,1.505,3.273,0.628,1.872,-0.361,11.695,2.0,22.0,6.3,"AB","nan","nan"
"UCC G001.4+03.8","Ryu 547",263.5809,-25.6322,1.472,3.863,0.099,-0.989,-7.889,"nan",0.0,27.0,1.6,"DD","nan","nan"
"UCC G001.4-02.1","CWNU 4736",269.4153,-28.7591,1.496,-2.177,0.066,-4.251,-6.061,"nan",0.0,22.0,2.7,"DA","nan","nan"
"UCC G001.5+12.5","HSC 16",255.7628,-20.6944,1.494,12.605,0.317,-0.223,-2.135,-33.214,2.0,16.0,6.2,"DC","nan","nan"
"UCC G001.5-03.4","UFMG 95",270.6916,-29.377,1.521,-3.454,0.849,1.808,-0.952,-19.872,2.0,30.0,5.6,"AA","nan","nan"
"UCC G001.5+02.0","Ryu 548",265.3397,-26.5584,1.522,2.049,0.132,-4.639,-7.053,"nan",0.0,20.0,2.0,"CC","nan","nan"
"UCC G001.5-01.9","Dutra-Bica 30;DB 30;MWSC 2756",269.232,-28.6264,1.514,-1.928,0.006,-4.144,-6.348,"nan",0.0,15.0,7.0,"CB","nan","nan"
"UCC G001.5-12.9","ASCC 98;MWSC 2979",280.6567,-33.6388,1.562,-12.974,0.165,-2.539,-4.558,21.018,1.0,9.0,6.8,"DC","nan","nan"
"UCC G001.5-00.3","DB 31;Dutra-Bica 31;MWSC 2721;Dutra Bica 31",267.6962,-27.788,1.559,-0.372,0.324,1.138,-1.977,-64.085,1.0,15.0,5.1,"DC","nan","nan"
"UCC G001.5-18.9","MWSC 5706",287.4038,-35.8629,1.596,-18.905,0.261,-4.04,-5.169,"nan",0.0,22.0,5.7,"DC","nan","nan"
"UCC G001.6+00.2","CWNU 2569",267.1161,-27.4062,1.637,0.261,0.416,0.883,0.477,-40.364,2.0,40.0,2.9,"BB","nan","nan"
"UCC G001.6-00.6","OC 0001",267.9818,-27.8513,1.65,-0.624,0.342,0.751,0.133,-26.087,2.0,27.0,1.3,"BA","cwwdl1676;ubc336","100.0;100.0"
"UCC G001.6-00.6a","UBC 336",267.98,-27.85,1.658,-0.624,0.346,0.733,0.129,-25.542,9.0,155.0,3.5,"AA","cwwdl1676;oc0001","40.6;17.4"
"UCC G001.6+05.4","Ryu 158",262.2054,-24.6118,1.646,5.488,0.312,-0.586,-3.054,-80.98,3.0,18.0,1.7,"DC","nan","nan"
"UCC G001.6-00.6b","CWWDL 1676",267.9889,-27.8415,1.655,-0.626,0.347,0.744,0.131,-25.896,6.0,63.0,2.0,"AA","ubc336;oc0001","100.0;42.9"
"UCC G001.6-01.4","HSC 17",268.7687,-28.2256,1.652,-1.421,0.765,1.245,-4.799,4.91,2.0,17.0,11.0,"BB","nan","nan"
"UCC G001.6-00.5","CWNU 1785",267.8825,-27.7496,1.665,-0.494,0.334,-0.125,-2.124,-2.481,7.0,32.0,4.1,"AA","nan","nan"
"UCC G001.8-04.8","Ryu 549",272.2578,-29.7819,1.832,-4.835,0.076,-5.367,-5.674,89.003,1.0,20.0,2.7,"BC","nan","nan"
"UCC G001.8-05.2","CWNU 4829",272.7241,-29.9773,1.842,-5.294,0.09,-4.448,-6.712,-50.405,2.0,37.0,2.9,"CB","nan","nan"
"UCC G001.8+01.8","Ryu 159",265.6988,-26.3814,1.858,1.873,0.323,-0.265,-2.755,-17.916,4.0,23.0,2.4,"CC","nan","nan"
"UCC G001.8-09.5","FSR 0009;MWSC 2921",277.1285,-31.902,1.849,-9.506,0.082,-4.279,-5.397,61.824,1.0,10.0,7.9,"CB","nan","nan"
"UCC G001.8-02.7","CWNU 2050",270.1848,-28.7277,1.861,-2.763,0.652,1.005,-0.184,48.619,2.0,22.0,3.5,"AA","nan","nan"
"UCC G001.8+00.7","Ryu 550",266.7796,-26.9488,1.865,0.749,0.206,-5.38,-4.963,"nan",0.0,15.0,2.2,"CD","nan","nan"
"UCC G001.8-08.0","CWNU 4119",275.6156,-31.2428,1.901,-8.085,0.13,-0.548,-4.628,-19.371,3.0,13.0,5.2,"CB","nan","nan"
"UCC G001.8-02.4","DB 32;Dutra-Bica 32;MWSC 2768;Dutra Bica 32",269.8916,-28.5591,1.89,-2.428,0.311,-2.11,-3.592,-113.833,1.0,14.0,5.2,"CA","nan","nan"
"UCC G001.8+04.3","OC 0002",263.3778,-25.02,1.897,4.359,0.808,1.227,-0.263,-12.001,7.0,45.0,4.6,"AA","ufmg63","95.6"
"UCC G001.8+01.1","Dutra-Bica 33;DB 33;MWSC 2679",266.3777,-26.6984,1.884,1.178,0.248,-0.714,-2.923,-13.31,2.0,13.0,6.7,"CB","nan","nan"
"UCC G001.9-05.1","Ryu 160",272.646,-29.8742,1.896,-5.176,0.104,-3.483,-5.749,"nan",0.0,15.0,1.8,"BC","nan","nan"
"UCC G001.9+04.3","UFMG 63",263.3914,-25.0104,1.901,4.357,0.805,1.227,-0.276,-12.001,7.0,51.0,5.1,"AB","oc0002","84.3"
"UCC G001.9-12.1","HSC 18",279.9277,-32.9609,1.913,-12.082,0.191,-0.73,-6.678,25.89,1.0,15.0,4.4,"CB","nan","nan"
"UCC G001.9-03.6","HSC 19",271.0973,-29.0754,2.005,-3.576,0.109,-3.42,-5.04,"nan",0.0,17.0,6.2,"CA","nan","nan"
"UCC G001.9-04.6","ESO 456 60",272.1786,-29.574,1.995,-4.639,0.149,0.196,-5.787,"nan",0.0,51.0,7.9,"BB","nan","nan"
"UCC G001.9-02.5","Ryu 551",270.0468,-28.522,1.972,-2.538,0.285,-0.286,-2.401,-22.402,2.0,25.0,2.1,"CB","nan","nan"
"UCC G002.0+02.1","HSC 20",265.5656,-26.1113,2.032,2.124,0.342,0.541,-0.192,15.202,3.0,22.0,2.7,"AA","cwnu3240","100.0"
"UCC G002.0-07.9","CWNU 4843",275.5852,-31.0705,2.018,-7.979,0.089,-3.175,-5.249,68.403,3.0,16.0,2.8,"CB","nan","nan"
"UCC G002.0+02.1a","CWNU 3240",265.5586,-26.1024,2.022,2.126,0.342,0.54,-0.189,5.238,4.0,30.0,3.8,"AA","hsc20","83.3"
"UCC G002.0+03.4","Ryu 552",264.3178,-25.3694,2.049,3.458,0.045,-4.342,-7.501,"nan",0.0,16.0,2.2,"BD","nan","nan"
"UCC G002.1+19.6","FSR 0010;MWSC 2442",250.2091,-16.0233,2.15,19.551,0.267,-3.104,-4.474,"nan",0.0,21.0,9.1,"CC","nan","nan"
"UCC G002.1-00.2","Ryu 553",267.9142,-27.2282,2.145,-0.253,0.281,-0.667,-2.169,"nan",0.0,21.0,1.8,"BC","nan","nan"
"UCC G002.1+04.5","Ryu 161",263.3741,-24.6829,2.179,4.574,0.124,-3.946,-5.511,"nan",0.0,12.0,3.5,"CC","nan","nan"
"UCC G002.1+07.3","CWNU 4790",260.8085,-23.1276,2.224,7.357,0.086,-3.29,-4.153,-129.26,1.0,15.0,3.7,"DB","nan","nan"
"UCC G002.2+03.4","DB 59;Dutra-Bica 59;DB2001 1;BDB 3;MWSC 2648;MWSC 2645;Dutra Bica 59",264.4156,-25.2481,2.22,3.506,0.088,-3.647,-3.822,-22.855,2.0,25.0,6.8,"CC","nan","nan"
"UCC G002.2-02.2","Trumpler 31",269.933,-28.207,2.179,-2.325,0.307,-7.446,-6.052,"nan",0.0,51.0,4.4,"CB","nan","nan"
"UCC G002.2-00.6","VDBH 253;Czernik 37;OCL 8;vdBergh-Hagen 253;ESO 521 03;MWSC 2737;FoF 284",268.32,-27.373,2.21,-0.643,0.376,0.455,-0.463,-19.193,29.0,343.0,2.4,"AA","nan","nan"
"UCC G002.2-13.7","HSC 23",281.88,-33.3387,2.22,-13.804,0.265,-1.264,-5.832,"nan",0.0,5.0,10.1,"CC","nan","nan"
"UCC G002.2-06.8","CWNU 4881",274.5071,-30.3155,2.284,-6.801,0.109,-3.564,-6.346,29.207,5.0,15.0,4.8,"AB","nan","nan"
"UCC G002.2+02.4","HSC 25",265.3915,-25.7016,2.285,2.469,0.049,-5.876,-6.185,84.091,2.0,21.0,3.4,"DB","nan","nan"
"UCC G002.3-06.3","Schmitz J1816.2-3004",274.0593,-30.0652,2.294,-6.343,0.145,-3.693,-6.499,"nan",0.0,21.0,4.7,"DB","nan","nan"
"UCC G002.3+01.3","DB 35;Dutra-Bica 35",266.4521,-26.2561,2.328,1.37,0.146,-2.286,-3.94,"nan",0.0,23.0,3.9,"DB","nan","nan"
"UCC G002.3+01.4","DB 36;Dutra-Bica 36;MWSC 2683",266.4256,-26.2182,2.385,1.444,0.392,-1.725,-4.195,-2.407,2.0,14.0,7.5,"BB","nan","nan"
"UCC G002.3-00.8","HSC 26",268.615,-27.385,2.296,-0.886,0.356,-0.248,-1.85,-2.545,2.0,17.0,5.0,"DA","nan","nan"
"UCC G002.3-05.3","ESO 456 72;MWSC 2840",273.1206,-29.5712,2.341,-5.421,0.139,-6.797,-4.05,124.988,2.0,17.0,6.5,"BB","nan","nan"
"UCC G002.3+00.5","HSC 27",267.2728,-26.6302,2.368,0.538,0.94,0.038,-5.789,-25.253,2.0,17.0,11.4,"CC","nan","nan"
"UCC G002.3-00.2","HXHWL 29",268.0593,-27.036,2.387,-0.261,1.662,0.882,-5.12,0.191,30.0,78.0,12.6,"AA","cwwdl14643","34.6"
"UCC G002.3-02.7","CWNU 1494",270.5177,-28.2787,2.406,-2.777,0.592,1.139,0.091,"nan",0.0,29.0,4.5,"AA","nan","nan"
"UCC G002.4-00.2","CWWDL 14643",268.0878,-27.0118,2.373,-0.293,1.677,0.878,-5.168,-0.84,12.0,27.0,13.0,"CB","hxhwl29","100.0"
"UCC G002.4-02.0","Ryu 554",269.7725,-27.8772,2.438,-2.005,0.11,-5.114,-5.938,"nan",0.0,22.0,2.4,"DB","nan","nan"
"UCC G002.4+05.5","MWSC 4355",262.6494,-23.9358,2.428,5.48,0.093,-6.214,-3.839,-30.18,3.0,20.0,4.7,"CC","nan","nan"
"UCC G002.4-01.5","UFMG 89",269.2897,-27.5986,2.438,-1.503,0.371,0.298,-1.982,8.885,5.0,92.0,2.8,"AA","nan","nan"
"UCC G002.5-06.8","CWNU 4607",274.7086,-30.1328,2.504,-6.866,0.143,-1.18,-3.812,-37.839,3.0,21.0,3.5,"BB","nan","nan"
"UCC G002.5+01.3","HSC 31",266.5858,-26.0407,2.55,1.365,0.296,-0.525,-1.874,10.087,4.0,13.0,9.9,"DB","nan","nan"
"UCC G002.5+00.2","Ryu 555",267.6924,-26.6218,2.583,0.233,0.469,-1.015,-2.953,18.642,1.0,20.0,2.0,"DC","nan","nan"
"UCC G002.5+00.7","DB 38;Dutra-Bica 38",267.2437,-26.3582,2.572,0.732,0.336,-0.236,-2.632,-8.242,5.0,16.0,6.2,"AC","nan","nan"
"UCC G002.5-18.1","HSC 32",286.8824,-34.6797,2.581,-18.105,0.392,-2.424,-2.681,"nan",0.0,19.0,5.0,"DC","nan","nan"
"UCC G002.6-00.8","DB 39;Dutra-Bica 39",268.7522,-27.1451,2.636,-0.881,0.412,-2.464,-3.865,-20.53,1.0,16.0,6.9,"CC","nan","nan"
"UCC G002.6-06.5","CWNU 4889",274.4179,-29.8768,2.653,-6.527,0.097,-3.63,-6.635,0.161,2.0,17.0,5.8,"AB","nan","nan"
